Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2021-12-01 00:00:00+00:00,100,3.275,,9.67,1.67,,1.67,,,3.95,0.15,4.0,,,292.5,292.5,,,110.0,20.0,325.5,,278.2,67.1,,35.6,64.4,2.0,2.95,2.44,
2021-12-01 00:05:00+00:00,95,3.3,,9.55,1.73,,1.73,,,3.92,0.13,4.02,,,297.5,297.5,,,110.0,20.0,337.6,,282.3,78.6,,42.2,71.1,2.4,2.89,2.99,
2021-12-01 00:10:00+00:00,95,3.2,,9.47,1.5,,1.5,,,3.83,0.08,4.03,,,290.0,290.0,,,110.0,20.0,325.4,,280.9,63.1,,33.2,64.1,1.8,2.96,2.01,
2021-12-01 00:15:00+00:00,85,2.975,,9.25,1.75,,1.75,,,3.63,0.1,4.04,,,300.0,300.0,,,110.0,20.0,310.5,,274.4,51.0,,26.8,54.9,1.3,3.11,1.73,
2021-12-01 00:20:00+00:00,100,3.2,,9.43,1.63,,1.63,,,3.88,0.15,4.05,,,295.0,295.0,,,110.0,20.0,325.3,,281.3,62.3,,32.6,64.0,1.8,2.95,1.94,
2021-12-01 00:25:00+00:00,95,3.2,,9.44,1.75,,1.75,,,3.88,0.08,4.05,,,300.0,300.0,,,110.0,20.0,326.5,,280.3,65.6,,34.7,65.3,1.9,2.95,2.15,
2021-12-01 00:30:00+00:00,100,3.175,,9.32,1.73,,1.73,,,3.8,0.08,4.05,,,300.0,300.0,,,110.0,20.0,327.0,,280.8,65.4,,34.5,65.7,1.8,2.93,2.08,
2021-12-01 00:35:00+00:00,100,3.175,,9.13,1.63,,1.63,,,3.8,0.08,4.05,,,297.5,297.5,,,110.0,20.0,335.8,,284.0,73.4,,38.8,71.1,2.1,2.87,2.33,
2021-12-01 00:40:00+00:00,100,3.15,,9.06,1.8,,1.8,,,3.9,0.17,4.04,,,312.5,312.5,,,110.0,20.0,336.0,,285.7,71.3,,37.7,71.4,2.0,2.88,2.12,
2021-12-01 00:45:00+00:00,95,3.175,,9.09,1.98,,1.98,,,3.78,0.08,4.03,,,320.0,320.0,,,110.0,20.0,344.4,,288.4,79.8,,43.0,76.2,2.3,2.86,2.57,
2021-12-01 00:50:00+00:00,100,3.175,,9.09,1.63,,1.63,,,3.83,0.13,4.02,,,310.0,310.0,,,110.0,20.0,339.2,,289.3,70.8,,37.3,72.8,2.0,2.86,1.95,
2021-12-01 00:55:00+00:00,100,3.225,,9.24,1.7,,1.7,,,3.88,0.08,4.01,,,310.0,310.0,,,110.0,20.0,339.1,,289.6,70.3,,37.0,72.6,2.1,2.86,1.92,
2021-12-01 01:00:00+00:00,100,3.225,,9.38,1.52,,1.52,,,3.88,0.13,3.99,,,302.5,302.5,,,110.0,20.0,332.8,,288.1,63.6,,33.3,67.7,1.9,2.91,1.74,
2021-12-01 01:05:00+00:00,95,3.325,,9.53,1.65,,1.65,,,3.95,0.05,3.97,,,305.0,305.0,,,110.0,20.0,341.8,,287.3,77.5,,41.5,74.6,2.4,2.87,2.46,
2021-12-01 01:10:00+00:00,100,3.35,,9.71,1.63,,1.63,,,3.95,0.17,3.94,,,302.5,302.5,,,110.0,20.0,334.6,,285.7,69.7,,36.8,69.9,2.2,2.9,2.1,
2021-12-01 01:15:00+00:00,100,3.375,,9.79,1.8,,1.8,,,3.97,0.1,3.91,,,302.5,302.5,,,110.0,20.0,331.8,,283.0,69.3,,36.7,68.5,2.2,2.9,2.2,
2021-12-01 01:20:00+00:00,100,3.375,,9.94,1.67,,1.67,,,4.03,0.08,3.88,,,295.0,295.0,,,110.0,20.0,327.8,,279.3,69.0,,36.7,66.8,2.2,2.95,2.38,
2021-12-01 01:25:00+00:00,95,3.425,,9.98,1.73,,1.73,,,4.03,0.13,3.85,,,292.5,292.5,,,110.0,20.0,331.3,,278.8,74.7,,39.9,68.9,2.4,2.91,2.78,
2021-12-01 01:30:00+00:00,90,3.45,,10.06,1.75,,1.75,,,4.0,0.03,3.82,,,285.0,285.0,,,110.0,20.0,330.8,,276.1,77.7,,41.8,67.9,2.6,2.91,3.3,
2021-12-01 01:35:00+00:00,95,3.45,,10.18,1.63,,1.63,,,4.07,0.05,3.78,,,277.5,277.5,,,110.0,20.0,325.6,,271.5,77.0,,41.6,66.8,2.6,2.95,3.5,
2021-12-01 01:40:00+00:00,95,3.45,,10.3,1.15,,1.15,,,4.05,0.05,3.74,,,265.0,265.0,,,110.0,20.0,322.7,,268.0,77.8,,42.1,67.9,2.6,2.98,3.53,
2021-12-01 01:45:00+00:00,100,3.45,,10.3,1.55,,1.55,,,4.05,0.05,3.7,,,267.5,267.5,,,110.0,20.0,322.4,,266.9,78.7,,42.4,66.0,2.6,2.99,3.82,
2021-12-01 01:50:00+00:00,95,3.425,,10.3,1.63,,1.63,,,4.0,0.05,3.66,,,270.0,270.0,,,110.0,20.0,318.0,,264.9,75.5,,40.9,63.5,2.5,3.01,3.9,
2021-12-01 01:55:00+00:00,90,3.425,,10.18,1.63,,1.63,,,4.0,0.08,3.62,,,267.5,267.5,,,110.0,20.0,325.5,,264.6,86.5,,47.1,66.0,2.8,2.97,5.54,
2021-12-01 02:00:00+00:00,100,3.4,,10.14,1.63,,1.63,,,4.0,0.08,3.58,,,270.0,270.0,,,110.0,20.0,325.4,,265.1,85.6,,46.7,65.1,2.8,2.98,5.56,
2021-12-01 02:05:00+00:00,100,3.35,,10.1,1.58,,1.58,,,3.95,0.17,3.54,,,267.5,267.5,,,110.0,20.0,317.5,,265.4,73.9,,39.7,63.3,2.3,3.01,3.53,
2021-12-01 02:10:00+00:00,75,3.275,,10.05,1.9,,1.9,,,3.95,0.13,3.5,,,280.0,280.0,,,110.0,20.0,310.1,,265.2,63.9,,34.4,58.2,1.9,3.07,2.97,
2021-12-01 02:15:00+00:00,80,3.275,,10.06,1.65,,1.65,,,3.97,0.15,3.46,,,272.5,272.5,,,110.0,20.0,305.8,,264.7,58.3,,30.7,56.0,1.7,3.07,2.37,
2021-12-01 02:20:00+00:00,100,3.35,,10.14,1.73,,1.73,,,3.97,0.13,3.43,,,270.0,270.0,,,110.0,20.0,315.2,,265.2,71.0,,38.2,61.3,2.2,3.03,3.42,
2021-12-01 02:25:00+00:00,70,3.275,,10.35,2.4,,2.4,,,3.95,0.13,3.39,,,292.5,292.5,,,110.0,20.0,296.2,,261.6,49.1,,25.9,49.6,1.5,3.16,2.05,
2021-12-01 02:30:00+00:00,90,3.375,,10.6,1.73,,1.73,,,4.05,0.08,3.36,,,262.5,262.5,,,110.0,20.0,299.1,,256.4,60.7,,32.6,52.3,1.9,3.14,3.44,
