column,mean_availability
foF2p,100.0
CS,100.0
Time,100.0
fmin,99.74888486686426
hmE,96.86836287911451
yE,96.86836287911451
fminF,93.62704761520001
foF2,93.62704761520001
hF,93.62704761520001
hF2,93.62704761520001
MD,93.49938803737933
MUFD,93.49938803737933
FF,93.37646548773363
fxI,93.10007759133772
TEC,90.4741997835361
caleF2,90.4741997835361
hmF2,90.4741997835361
B0,90.4741997835361
halfNm,90.4741997835361
B1,90.4741997835361
yF2,90.47323538898299
minEs,49.45268008204866
foEs,49.45268008204866
hEs,49.45268008204866
foE,40.8989258257857
fminE,40.8989258257857
hE,40.8989258257857
foF1,20.63067744765578
hmF1,19.516595429461333
yF1,19.411025520361644
D1,18.217837516354553
fbEs,17.516629880458655
QF,0.10263232789742005
peEs,0.0
hEa_QD,0.0
yF1_QD,0.0
hEs_QD,0.0
yE_QD,0.0
peEs_QD,0.0
hEa,0.0
hmF1_QD,0.0
hmE_QD,0.0
hF_QD,0.0
minEs_QD,0.0
hP,0.0
hP_QD,0.0
hmF2_QD,0.0
halfNm_QD,0.0
hF2_QD,0.0
foF1_QD,0.0
hE_QD,0.0
fxI_QD,0.0
B1_QD,0.0
D1_QD,0.0
FE,0.0
FE_QD,0.0
FF_QD,0.0
MD_QD,0.0
MUFD_QD,0.0
QE,0.0
QE_QD,0.0
QF_QD,0.0
TEC_QD,0.0
caleF2_QD,0.0
fbEs_QD,0.0
fminE_QD,0.0
fminF_QD,0.0
fmin_QD,0.0
foE_QD,0.0
foEa,0.0
foEa_QD,0.0
foEs_QD,0.0
B0_QD,0.0
foF2_QD,0.0
foF2p_QD,0.0
foP,0.0
foP_QD,0.0
yF2_QD,0.0
