Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2010-02-01 00:00:00+00:00,100,2.85,,9.06,2.1,,2.1,,,3.5,0.1,,3.25,,271.3,,,,110.0,20.0,305.7,,256.2,70.0,,38.5,57.6,1.6,3.18,6.0,
2010-02-01 01:15:00+00:00,100,2.95,,9.42,1.7,,1.7,,,3.5,,,3.3,,256.0,,,,110.0,20.0,292.7,,250.1,60.4,,32.7,52.6,1.5,3.19,4.1,
2010-02-01 01:45:00+00:00,100,2.7,,8.98,1.7,,1.7,,,3.35,0.1,,3.16,,253.5,,,,110.0,20.0,279.1,,244.2,49.7,,27.0,43.8,1.0,3.33,3.86,
2010-02-01 02:30:00+00:00,100,2.8,,9.07,1.7,,1.7,,,3.45,0.1,,2.89,,265.0,,,,110.0,20.0,289.4,,252.7,52.2,,28.1,47.3,1.1,3.24,3.28,
2010-02-01 02:45:00+00:00,100,2.65,,9.58,2.1,,2.1,,,3.2,,,2.82,,267.0,,,,110.0,20.0,259.4,,241.2,26.0,,13.6,26.9,0.5,3.61,1.89,
2010-02-01 03:00:00+00:00,100,2.85,,9.49,1.7,,1.7,,,3.4,,,2.76,,245.0,,,,110.0,20.0,274.8,,238.2,51.9,,28.2,45.4,1.2,3.33,4.04,
2010-02-01 03:15:00+00:00,100,2.7,,9.26,2.4,,2.4,,,3.25,,,2.74,,285.0,,,,110.0,20.0,269.3,,245.0,34.7,,18.4,34.6,0.7,3.43,2.15,
2010-02-01 03:45:00+00:00,100,2.4,,8.06,1.65,,1.65,,,2.95,,,2.79,,250.0,,,,110.0,20.0,272.2,,236.8,50.4,,27.5,43.0,0.8,3.36,4.65,
2010-02-01 04:45:00+00:00,100,2.0,,7.08,1.2,,1.2,,,3.05,0.5,,3.27,,243.4,243.4,,,,,248.1,,221.1,36.7,,20.2,40.3,0.5,3.54,1.85,
2010-02-01 05:00:00+00:00,0,2.6,,8.71,1.4,,1.4,,,,,,3.46,,235.0,235.0,,,,,260.8,,217.5,61.0,,33.1,58.7,1.2,3.35,2.62,
2010-02-01 05:15:00+00:00,70,3.25,,11.44,1.75,,1.75,,,3.95,0.15,,3.66,,235.0,235.0,,,,,242.4,,207.9,47.5,,26.1,49.5,1.5,3.52,2.09,
2010-02-01 05:30:00+00:00,70,4.15,,15.33,2.95,,2.95,,,4.8,0.1,,3.86,,235.8,235.8,,,,,222.7,,190.6,42.7,,23.3,50.6,2.3,3.69,1.51,
2010-02-01 05:45:00+00:00,70,5.2,,20.08,2.8,,2.8,,,5.7,0.05,,4.06,,224.4,224.4,,,,,212.1,,188.8,31.6,,18.4,42.9,2.9,3.86,1.2,
2010-02-01 06:00:00+00:00,100,5.1,,20.8,1.6,1.7,2.6,1.6,1.71,5.7,0.05,,4.29,1.6,211.0,,122.5,122.5,110.0,20.0,198.9,,179.4,24.6,,15.1,37.5,2.4,4.08,1.0,
2010-02-01 06:15:00+00:00,70,5.25,,21.6,1.5,1.7,3.0,1.5,1.71,5.8,,0.1,4.47,1.5,205.0,,110.0,110.0,99.8,9.8,190.8,,167.3,29.6,,17.7,44.7,2.9,4.11,1.0,
2010-02-01 06:30:00+00:00,70,5.7,,22.28,1.55,1.9,3.8,1.55,1.91,6.25,,0.05,4.64,1.55,215.0,,112.5,112.5,103.3,13.1,198.0,,166.3,40.4,,23.4,54.8,4.3,3.91,1.22,
2010-02-01 06:45:00+00:00,100,6.15,,24.06,2.55,,3.0,,,6.7,,,4.75,2.55,221.1,221.1,,,,,208.1,,183.1,33.6,,21.0,28.0,4.7,3.91,3.06,
2010-02-01 07:00:00+00:00,50,5.45,,20.72,3.15,,3.95,,,5.75,,,4.89,3.15,213.7,213.7,,,,,196.0,,157.7,48.6,,27.7,60.1,4.6,3.8,1.56,
2010-02-01 07:15:00+00:00,50,5.45,,20.17,2.9,3.5,3.45,,,6.0,,,5.06,2.9,231.0,,,96.0,110.0,20.0,209.1,,167.1,51.5,,31.5,72.0,5.3,3.7,1.29,
2010-02-01 07:30:00+00:00,0,5.7,3.6,21.56,1.7,2.5,3.25,1.7,2.51,6.25,,0.05,,,220.0,228.5,105.0,105.0,105.2,14.9,,,,,,,,,3.78,,
2010-02-01 07:45:00+00:00,100,5.725,3.81,21.41,2.45,2.55,3.6,2.45,2.56,6.25,,,5.28,2.45,227.5,233.5,120.0,120.0,110.0,20.0,205.9,163.3,168.9,38.0,28.9,27.6,60.7,5.1,3.76,1.29,0.5
2010-02-01 08:00:00+00:00,70,5.65,,21.02,3.65,,3.65,,,6.25,0.05,,5.38,,235.0,,,,110.0,20.0,206.9,,166.1,46.3,,30.2,76.0,5.5,3.72,1.04,
2010-02-01 08:15:00+00:00,100,5.65,,19.16,3.4,,3.4,,,6.2,,,5.48,,215.0,,,,110.0,20.0,228.7,,163.2,86.0,,49.3,93.8,8.5,3.39,2.05,
2010-02-01 08:30:00+00:00,70,5.65,,20.68,4.3,,4.3,,,6.2,,,5.56,,254.5,,,,110.0,20.0,203.2,,154.1,53.0,,32.8,88.0,5.9,3.66,1.04,
2010-02-01 08:45:00+00:00,100,5.813,3.83,20.56,3.2,,3.2,,,6.35,,,5.65,,187.5,271.0,,,110.0,20.0,220.9,168.1,177.2,41.8,63.2,34.0,76.5,6.5,3.54,1.08,1.0
