Time,CS,foF2,MUFD,fmin,foEs,fminF,fxI,foF2p,minEs,hF,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2010-05-31 00:45:00+00:00,100,4.95,15.14,1.5,,1.5,5.5,3.44,,265.0,,110.0,20.0,313.3,268.6,63.9,34.0,59.6,4.3,3.06,2.79
2010-05-31 01:00:00+00:00,100,4.6,14.87,3.3,,3.3,5.15,3.38,,277.0,,110.0,20.0,290.5,257.1,48.0,25.4,46.0,2.8,3.23,2.45
2010-05-31 01:15:00+00:00,100,4.4,14.18,4.0,,4.0,4.95,3.34,,340.5,,110.0,20.0,296.2,263.9,46.8,24.0,48.3,2.5,3.22,1.81
2010-05-31 01:30:00+00:00,100,4.45,14.66,4.05,,4.05,5.0,3.31,,320.0,,110.0,20.0,286.5,255.9,44.3,23.0,44.6,2.4,3.29,1.98
2010-05-31 01:45:00+00:00,100,4.1,14.73,3.55,,3.55,4.65,3.29,,269.5,,110.0,20.0,279.8,235.6,62.2,34.2,51.4,2.9,3.59,6.0
2010-05-31 02:00:00+00:00,100,4.25,12.67,1.35,,1.35,4.8,3.29,,229.5,,110.0,20.0,310.2,241.7,97.1,51.8,87.4,4.8,2.98,3.37
2010-05-31 02:15:00+00:00,100,3.55,11.18,2.7,,2.7,4.1,3.31,,297.5,,110.0,20.0,291.9,248.6,61.3,32.6,61.9,2.2,3.15,2.11
2010-05-31 04:30:00+00:00,0,,,2.95,4.25,,,,2.95,,115.0,,,,,,,,,,
2010-05-31 04:45:00+00:00,0,,,4.0,4.9,,,4.56,4.0,,118.6,,,,,,,,,,
2010-05-31 05:00:00+00:00,0,,,3.3,4.74,,,4.72,3.3,,118.6,,,,,,,,,,
2010-05-31 05:15:00+00:00,0,,,,,,,4.85,,,,,,,,,,,,,
2010-05-31 05:30:00+00:00,0,,,,,,,4.97,,,,,,,,,,,,,
2010-05-31 06:00:00+00:00,0,,,3.7,4.3,,,,3.7,,111.0,,,,,,,,,,
2010-05-31 06:15:00+00:00,0,,,3.55,4.15,,,,3.55,,109.0,,,,,,,,,,
2010-05-31 06:45:00+00:00,0,,,,,,,5.29,,,,,,,,,,,,,
2010-05-31 07:00:00+00:00,0,,,,,,,5.33,,,,,,,,,,,,,
2010-05-31 09:15:00+00:00,0,,,5.0,6.1,,,,5.0,,100.0,,,,,,,,,,
2010-05-31 10:00:00+00:00,0,,,3.9,4.5,,,,3.9,,100.0,,,,,,,,,,
2010-05-31 15:45:00+00:00,0,,,3.4,4.1,,,,3.4,,115.0,,,,,,,,,,
2010-05-31 16:00:00+00:00,0,,,3.1,5.2,,,,3.1,,110.0,,,,,,,,,,
2010-05-31 16:15:00+00:00,0,,,3.0,4.6,,,,3.0,,111.0,,,,,,,,,,
2010-05-31 16:45:00+00:00,50,5.15,17.93,3.3,4.55,4.4,5.7,6.41,3.3,296.0,110.0,110.0,20.0,226.9,177.5,58.9,33.0,84.7,5.0,3.48,1.11
2010-05-31 17:30:00+00:00,0,,,3.8,5.1,,,,3.8,,105.0,,,,,,,,,,
2010-05-31 18:00:00+00:00,50,4.75,17.21,3.9,,3.9,5.3,5.89,,268.5,,110.0,20.0,250.0,214.2,51.4,28.3,47.1,3.4,3.62,3.28
2010-05-31 18:15:00+00:00,0,,,3.55,10.97,,,5.79,3.55,,113.2,,,,,,,,,,
2010-05-31 18:30:00+00:00,0,,,,11.08,,,5.66,,,114.0,,,,,,,,,,
2010-05-31 18:45:00+00:00,100,9.05,36.83,3.05,7.15,4.45,9.6,5.48,3.05,222.0,105.0,110.0,20.0,222.4,213.2,13.8,10.6,15.3,4.2,4.07,1.34
2010-05-31 19:00:00+00:00,100,6.25,20.28,2.9,,2.9,6.8,5.34,,256.0,,110.0,20.0,290.2,252.0,54.6,29.0,50.8,5.8,3.24,2.81
2010-05-31 19:15:00+00:00,100,6.45,22.58,3.3,5.1,3.5,7.0,5.21,3.3,253.5,104.0,110.0,20.0,268.8,245.5,33.8,17.6,33.5,3.8,3.5,2.08
2010-05-31 19:30:00+00:00,0,,,3.4,4.83,,,5.15,3.4,,104.1,,,,,,,,,,
2010-05-31 19:45:00+00:00,0,,,3.4,5.35,,,5.03,3.4,,117.8,,,,,,,,,,
2010-05-31 20:00:00+00:00,0,,,2.8,4.98,,,4.92,2.8,,111.7,,,,,,,,,,
2010-05-31 20:15:00+00:00,0,6.15,19.78,2.75,5.76,4.75,,4.82,2.75,303.0,110.2,,,299.0,267.3,46.0,23.8,45.5,4.7,3.22,2.07
2010-05-31 20:30:00+00:00,100,5.25,19.06,3.5,,3.5,5.8,4.66,,259.5,,110.0,20.0,258.6,242.0,24.2,12.4,25.0,1.8,3.63,1.79
2010-05-31 21:15:00+00:00,100,4.9,14.94,2.45,3.8,3.55,5.45,4.39,2.45,297.0,107.0,110.0,20.0,318.2,275.7,61.0,32.6,57.4,4.1,3.05,2.7
2010-05-31 21:30:00+00:00,0,,,3.55,4.55,,,,3.55,,107.0,,,,,,,,,,
2010-05-31 21:45:00+00:00,0,,,4.0,4.85,,,,4.0,,107.0,,,,,,,,,,
2010-05-31 22:00:00+00:00,100,4.15,14.37,2.7,5.1,3.4,4.7,4.16,2.7,290.5,101.0,110.0,20.0,274.9,253.1,31.6,16.1,33.2,1.5,3.46,1.7
2010-05-31 22:15:00+00:00,0,,,3.05,4.95,,,,3.05,,104.0,,,,,,,,,,
2010-05-31 22:30:00+00:00,0,,,2.65,3.45,,,,2.65,,102.0,,,,,,,,,,
2010-05-31 22:45:00+00:00,100,4.5,14.0,3.9,,3.9,5.05,3.94,,347.5,,110.0,20.0,312.7,277.5,51.0,26.1,52.6,2.8,3.11,1.81
2010-05-31 23:00:00+00:00,100,4.1,13.03,3.25,,3.25,4.65,3.87,,349.5,,110.0,20.0,313.6,283.6,44.1,21.5,52.1,2.0,3.18,1.14
2010-05-31 23:30:00+00:00,0,,,4.0,4.8,,,,4.0,,102.0,,,,,,,,,,
2010-05-31 23:45:00+00:00,0,,,4.0,6.55,,,,4.0,,102.0,,,,,,,,,,
2010-06-01 00:00:00+00:00,0,,,2.1,4.7,,,,2.1,,99.0,,,,,,,,,,
