Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2010-11-01 13:10:00+00:00,70,6.2,,24.43,4.07,,4.07,,,6.75,,,6.08,,244.5,,,,110.0,20.0,198.3,,164.3,34.8,,22.8,64.8,5.2,3.94,1.0,
2010-11-01 14:00:00+00:00,70,5.35,,21.92,3.3,,3.3,,,5.9,,,5.44,,224.5,,,,110.0,20.0,191.2,,164.7,27.4,,18.5,52.3,3.3,4.1,1.0,
2010-11-01 14:15:00+00:00,0,,,,2.05,3.13,,2.05,2.15,,,,,2.17,,,120.0,135.0,101.8,11.7,,,,,,,,,,,
2010-11-01 14:30:00+00:00,70,5.45,,21.49,3.15,,3.15,,,6.0,,,4.97,,241.0,,,,110.0,20.0,207.3,,181.3,28.7,,18.8,53.4,3.4,3.94,1.0,
2010-11-01 14:45:00+00:00,70,7.8,,28.08,3.4,,3.4,,,8.35,,,4.73,,234.5,,,,110.0,20.0,231.8,,200.6,43.3,,24.5,53.5,8.4,3.6,1.34,
2010-11-01 15:00:00+00:00,50,7.5,,31.05,1.75,3.03,3.05,1.75,1.8,8.05,,0.03,4.49,1.83,217.0,,155.0,129.0,110.0,20.0,204.4,,190.6,18.4,,11.0,28.5,3.9,4.14,1.0,
2010-11-01 15:15:00+00:00,50,5.825,,24.29,2.08,2.28,2.95,,,6.38,,,4.25,2.08,206.0,,,125.0,110.0,20.0,197.4,,181.5,21.6,,12.1,29.5,2.5,4.17,1.06,
2010-11-01 15:30:00+00:00,50,5.475,,22.28,1.73,2.85,2.88,,,6.03,,,4.03,1.73,204.5,,,121.0,110.0,20.0,203.2,,186.7,22.9,,12.2,27.2,2.1,4.07,1.37,
2010-11-01 15:45:00+00:00,50,5.225,,20.85,1.7,2.28,3.08,,,5.78,,,3.81,1.7,208.5,,,116.0,110.0,20.0,214.6,,198.5,22.7,,12.1,22.8,1.8,3.99,2.18,
2010-11-01 16:00:00+00:00,100,5.3,,22.13,3.5,,3.5,,,5.85,,,3.61,,209.5,,,,110.0,20.0,208.0,,197.1,15.6,,10.7,16.9,1.5,4.18,1.6,
2010-11-01 16:15:00+00:00,100,4.75,,19.36,2.63,,2.63,,,5.3,,,3.43,,200.5,,,,110.0,20.0,207.3,,193.5,19.8,,10.7,19.7,1.3,4.08,2.12,
2010-11-01 16:30:00+00:00,100,4.475,,16.6,1.85,2.22,2.22,,,5.03,,,3.26,1.85,202.0,,,105.0,110.0,20.0,229.8,,204.2,36.5,,19.3,34.3,2.0,3.71,2.7,
2010-11-01 16:45:00+00:00,100,3.875,,16.11,1.73,2.28,2.17,,,4.43,,,3.12,1.73,214.5,,,100.0,110.0,20.0,213.1,,204.0,13.3,,10.6,15.6,0.8,4.16,1.21,
2010-11-01 17:00:00+00:00,100,3.75,,13.4,2.13,,2.13,,,4.3,,,2.99,,229.5,,,,110.0,20.0,249.7,,224.8,35.5,,19.1,32.6,1.4,3.57,3.07,
2010-11-01 17:15:00+00:00,100,3.2,,12.64,1.75,,1.75,,,3.75,,,2.88,,213.5,,,,110.0,20.0,220.4,,205.2,21.8,,11.5,21.7,0.6,3.95,2.15,
2010-11-01 17:30:00+00:00,100,3.775,,13.59,1.75,,1.75,,,4.32,,,2.78,,217.0,,,,110.0,20.0,242.6,,215.8,38.2,,20.4,34.9,1.5,3.6,3.11,
2010-11-01 17:45:00+00:00,100,3.5,,12.74,1.75,,1.75,,,4.05,,,2.71,,209.5,,,,110.0,20.0,236.0,,207.8,40.0,,21.6,35.5,1.4,3.64,3.71,
2010-11-01 18:00:00+00:00,100,3.2,,11.97,2.08,,2.08,,,3.75,,,2.64,,214.5,,,,110.0,20.0,230.4,,208.5,31.1,,16.9,27.9,0.9,3.74,3.53,
2010-11-01 18:30:00+00:00,100,2.35,,9.68,1.83,,1.83,,,2.9,,,2.55,,218.5,,,,110.0,20.0,212.4,,201.5,15.4,,10.6,16.4,0.3,4.12,1.74,
2010-11-01 19:00:00+00:00,100,3.875,,10.92,2.08,,2.08,,,4.43,,,2.5,,267.0,,,,110.0,20.0,342.3,,283.2,83.9,,44.7,77.2,3.5,2.82,3.01,
2010-11-01 19:30:00+00:00,0,4.5,,12.08,2.08,,2.08,,,5.05,,,,,249.5,,,,110.0,20.0,,,,,,,,,2.68,,
2010-11-01 19:45:00+00:00,100,3.05,,10.49,1.77,,1.77,,,3.6,,,2.46,,232.0,,,,110.0,20.0,260.0,,227.2,46.5,,25.3,40.6,1.2,3.44,4.05,
2010-11-01 20:00:00+00:00,100,2.7,,9.44,1.73,,1.73,,,3.25,,,2.45,,238.5,,,,110.0,20.0,258.3,,230.3,39.9,,21.7,35.7,0.8,3.5,3.57,
2010-11-01 20:15:00+00:00,100,2.475,,6.08,2.15,,2.15,,,3.03,,,2.45,,536.0,,,,110.0,20.0,416.9,,343.0,104.0,,52.4,121.7,1.8,2.46,1.29,
2010-11-01 21:15:00+00:00,100,2.9,,9.26,2.13,,2.13,,,3.45,,,2.49,,292.5,,,,110.0,20.0,297.4,,265.6,45.4,,24.0,44.8,1.1,3.19,2.22,
2010-11-01 21:45:00+00:00,100,2.625,,8.96,1.75,,1.75,,,3.17,,,2.56,,271.0,,,,110.0,20.0,276.8,,252.7,34.3,,18.3,33.5,0.7,3.41,2.35,
2010-11-01 23:00:00+00:00,100,3.925,,10.54,2.22,,2.22,,,4.47,,,2.95,,289.5,,,,110.0,20.0,369.6,,298.2,101.2,,54.9,88.1,4.3,2.69,4.14,
2010-11-01 23:15:00+00:00,100,2.55,,8.79,1.75,,1.75,,,3.1,,,3.05,,286.0,,,,110.0,20.0,278.1,,256.9,30.2,,15.6,33.4,0.6,3.45,1.54,
2010-11-01 23:45:00+00:00,100,2.225,,7.66,1.75,,1.75,,,2.78,,,3.21,,284.5,,,,110.0,20.0,273.4,,250.8,32.0,,16.9,33.0,0.5,3.44,1.95,
2010-11-02 00:00:00+00:00,100,2.2,,7.88,1.75,,1.75,,,2.75,,,3.27,,278.5,,,,110.0,20.0,282.4,,242.9,56.5,,31.2,45.6,0.8,3.58,6.0,
2010-11-02 00:45:00+00:00,100,2.625,,8.96,1.75,,1.75,,,3.17,,,3.29,,270.5,,,,110.0,20.0,274.8,,250.5,34.6,,18.4,34.1,0.7,3.41,2.26,
2010-11-02 01:00:00+00:00,100,3.225,,10.63,1.8,,1.8,,,3.78,,,3.24,,262.0,,,,110.0,20.0,284.2,,253.5,43.7,,23.3,41.3,1.3,3.3,2.67,
2010-11-02 01:30:00+00:00,100,4.475,,15.0,3.0,,3.0,,,5.03,,,3.08,,305.5,,,,110.0,20.0,292.1,,268.3,35.0,,17.2,39.8,1.9,3.35,1.27,
2010-11-02 02:00:00+00:00,100,3.875,,11.45,1.7,,1.7,,,4.43,,,2.88,,242.0,,,,110.0,20.0,309.8,,254.3,78.6,,41.7,71.2,3.2,2.95,3.22,
2010-11-02 02:15:00+00:00,100,3.875,,14.3,2.17,,2.17,,,4.43,,,2.78,,257.0,,,,110.0,20.0,257.8,,243.7,20.6,,10.6,23.4,0.9,3.69,1.3,
2010-11-02 02:30:00+00:00,100,3.925,,11.94,1.73,,1.73,,,4.47,,,2.7,,239.5,,,,110.0,20.0,299.1,,249.3,70.5,,37.3,64.4,2.9,3.04,3.08,
2010-11-02 02:45:00+00:00,100,3.45,,12.15,1.73,,1.73,,,4.0,,,2.65,,227.0,,,,110.0,20.0,252.2,,223.5,40.8,,21.9,36.8,1.3,3.52,3.34,
2010-11-02 03:00:00+00:00,100,3.225,,12.84,2.08,,2.08,,,3.78,,,2.64,,222.0,,,,110.0,20.0,222.2,,209.5,18.2,,10.6,18.9,0.6,3.98,1.83,
2010-11-02 03:15:00+00:00,100,3.875,,14.3,2.83,,2.83,,,4.43,,,2.66,,229.5,,,,110.0,20.0,240.8,,221.3,28.0,,15.0,26.3,1.2,3.69,2.74,
2010-11-02 03:30:00+00:00,100,3.925,,16.82,1.75,,1.75,,,4.47,,,2.73,,199.5,,,,110.0,20.0,201.6,,193.9,11.5,,10.6,13.5,0.8,4.29,1.18,
2010-11-02 04:00:00+00:00,100,2.15,,8.95,1.63,,1.63,,,2.7,,,2.99,,204.5,,,,110.0,20.0,201.7,,189.3,17.3,,10.7,18.0,0.3,4.16,2.0,
2010-11-02 04:15:00+00:00,100,2.275,,9.32,1.8,,1.8,,,2.83,,,3.17,,202.5,,,,110.0,20.0,201.6,,187.2,20.2,,11.1,20.0,0.3,4.1,2.44,
2010-11-02 04:45:00+00:00,100,3.875,,12.68,1.75,,1.75,,,4.43,,,3.63,,204.5,,,,110.0,20.0,259.4,,196.1,90.2,,48.2,77.2,3.8,3.27,4.27,
2010-11-02 05:00:00+00:00,100,4.35,,17.16,1.73,,1.73,,,4.9,,,3.88,,202.0,,,,110.0,20.0,205.0,,182.9,30.8,,17.3,32.6,1.9,3.94,2.0,
2010-11-02 05:15:00+00:00,70,3.875,,16.4,2.95,,2.95,,,4.43,,,4.15,,197.5,,,,110.0,20.0,179.6,,160.2,23.6,,13.4,30.5,1.3,4.23,1.4,
2010-11-02 05:30:00+00:00,70,4.875,,18.0,3.03,,3.03,,,5.43,,,4.41,,201.0,,,,110.0,20.0,211.5,,169.3,58.7,,32.3,59.0,4.2,3.69,2.36,
2010-11-02 05:45:00+00:00,70,4.475,,18.87,2.05,2.17,3.1,2.05,2.18,5.03,,0.03,4.66,2.05,203.5,,145.0,145.0,112.2,21.8,179.5,,156.0,24.8,,16.2,41.5,2.1,4.22,1.07,
2010-11-02 06:00:00+00:00,70,5.475,,20.74,1.75,1.88,3.05,1.75,1.88,6.03,,0.1,4.9,1.75,208.5,,115.0,115.0,100.5,10.4,202.8,,165.9,49.0,,28.3,60.0,4.7,3.79,1.52,
2010-11-02 06:15:00+00:00,100,5.875,,21.41,1.75,2.28,2.72,1.75,2.28,6.43,,0.03,5.12,1.75,213.5,,105.0,105.0,103.0,12.8,212.5,,173.2,50.9,,30.1,63.8,5.9,3.64,1.49,
2010-11-02 06:30:00+00:00,70,5.975,,22.42,3.75,,3.75,,,6.53,,,5.32,,231.0,,,,110.0,20.0,206.5,,169.2,44.3,,26.8,67.2,5.5,3.75,1.07,
2010-11-02 06:45:00+00:00,70,4.475,,18.52,3.4,,3.4,,,5.03,,,5.5,,223.5,,,,110.0,20.0,176.9,,143.9,30.1,,20.7,57.5,2.5,4.14,1.0,
2010-11-02 07:00:00+00:00,70,4.475,,18.1,4.1,,4.1,,,5.03,,,5.65,,228.0,,,,110.0,20.0,171.1,,137.9,38.8,,22.7,50.7,2.7,4.05,1.56,
2010-11-02 07:15:00+00:00,70,7.075,,28.95,4.07,,4.07,,,7.63,,,5.79,,224.5,,,,110.0,20.0,194.2,,169.5,26.9,,17.8,51.2,5.4,4.09,1.0,
2010-11-02 07:30:00+00:00,70,5.525,,22.54,3.95,,3.95,,,6.07,,,5.9,,225.0,,,,110.0,20.0,182.9,,148.8,33.0,,21.8,60.2,3.9,4.08,1.0,
2010-11-02 07:45:00+00:00,70,5.45,,22.1,3.88,,3.88,,,6.0,,,6.0,,229.5,,,,110.0,20.0,183.9,,148.0,33.6,,22.9,63.6,4.0,4.06,1.0,
2010-11-02 08:30:00+00:00,100,3.875,,16.6,3.53,,3.53,,,4.43,,,6.22,,205.5,,,,110.0,20.0,151.8,,105.6,30.1,,19.3,50.4,1.8,4.28,1.34,
2010-11-02 08:45:00+00:00,100,4.475,,17.5,4.03,,4.03,,,5.03,,,6.27,,233.5,,,,110.0,20.0,170.1,,128.7,44.3,,27.3,68.1,3.1,3.91,1.33,
2010-11-02 10:30:00+00:00,100,8.15,,30.95,4.13,,4.13,,,8.7,,,6.54,,255.5,,,,110.0,20.0,218.6,,189.9,31.5,,21.9,59.2,8.8,3.8,1.0,
2010-11-02 11:00:00+00:00,100,5.6,,22.57,4.07,,4.07,,,6.15,,,6.58,,234.5,,,,110.0,20.0,181.8,,142.9,35.1,,24.5,68.3,4.5,4.03,1.0,
2010-11-02 11:30:00+00:00,70,6.075,,20.88,4.78,,4.78,,,6.63,,,6.59,,264.5,,,,110.0,20.0,216.3,,154.1,75.2,,43.5,94.8,8.7,3.44,1.53,
