Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2010-07-01 05:00:00+00:00,0,,,3.0,4.15,,,,,,,,3.0,,,108.0,,,,,,,,,,
2010-07-01 05:15:00+00:00,50,4.3,11.07,2.9,3.8,3.8,,,4.85,,,4.51,2.9,472.5,,106.0,110.0,20.0,288.0,163.2,132.2,81.2,185.4,8.1,2.58,1.33
2010-07-01 05:30:00+00:00,0,,,5.55,8.8,,,,,,,,5.55,,,105.0,,,,,,,,,,
2010-07-01 05:45:00+00:00,0,,,3.1,5.6,,,,,,,,3.1,,,103.0,,,,,,,,,,
2010-07-01 06:00:00+00:00,0,,,3.4,4.6,,,,,,,,3.4,,,106.0,,,,,,,,,,
2010-07-01 07:15:00+00:00,70,5.95,19.86,4.95,,4.95,,,6.5,,,5.09,,309.5,,,110.0,20.0,216.3,148.8,72.3,43.5,120.4,8.4,3.34,1.05
2010-07-01 09:15:00+00:00,70,6.15,21.09,5.3,,5.3,,,6.7,,,5.43,,302.5,,,110.0,20.0,208.2,143.2,67.6,41.8,115.1,8.6,3.43,1.05
2010-07-01 10:15:00+00:00,0,,,4.65,5.55,,,,,,,,4.65,,,99.0,,,,,,,,,,
2010-07-01 10:30:00+00:00,0,,,5.9,8.2,,,,,,,,5.9,,,99.0,,,,,,,,,,
2010-07-01 11:00:00+00:00,0,,,5.7,6.9,,,,,,,,5.7,,,100.0,,,,,,,,,,
2010-07-01 11:15:00+00:00,0,,,4.0,6.4,,,,,,,,4.0,,,100.0,,,,,,,,,,
2010-07-01 12:30:00+00:00,0,,,4.7,5.3,,,,,,,,4.7,,,107.0,,,,,,,,,,
2010-07-01 15:00:00+00:00,0,,,3.3,5.1,,,,,,,,3.3,,,121.0,,,,,,,,,,
2010-07-01 15:15:00+00:00,0,,,4.3,6.9,,,,,,,,4.3,,,115.0,,,,,,,,,,
2010-07-01 15:30:00+00:00,0,,,3.1,6.8,,,,,,,,3.1,,,113.0,,,,,,,,,,
2010-07-01 15:45:00+00:00,0,,,3.05,7.05,,,,,,,,3.05,,,113.0,,,,,,,,,,
2010-07-01 16:00:00+00:00,0,,,2.9,6.9,,,,,,,,2.9,,,112.0,,,,,,,,,,
2010-07-01 16:15:00+00:00,70,5.3,18.45,4.0,,4.0,,,5.85,,,5.75,,286.0,,,110.0,20.0,223.4,171.0,57.1,34.5,94.7,5.5,3.48,1.0
2010-07-01 16:30:00+00:00,50,4.75,16.83,2.05,3.7,4.05,2.05,2.16,5.3,,0.05,5.78,2.2,291.0,132.5,114.0,110.0,20.0,215.5,164.3,56.1,33.4,90.5,4.3,3.54,1.04
2010-07-01 16:45:00+00:00,50,5.6,17.97,1.7,4.05,4.95,1.7,1.96,6.15,,0.05,5.81,2.0,326.0,117.5,112.0,103.7,13.6,243.6,179.6,81.4,44.7,102.2,7.7,3.21,1.38
2010-07-01 17:00:00+00:00,50,6.35,20.7,2.7,3.7,4.05,,,6.9,,,5.82,2.7,291.0,,109.0,110.0,20.0,261.6,210.4,64.9,36.5,93.5,8.3,3.26,1.02
2010-07-01 17:15:00+00:00,50,6.1,20.03,1.7,2.9,2.95,1.7,1.96,6.65,,0.1,5.82,2.0,274.5,102.5,108.0,97.5,7.8,259.3,213.0,61.3,36.8,75.6,7.8,3.28,1.48
2010-07-01 17:30:00+00:00,70,5.15,19.16,2.4,,2.4,,,5.7,,,5.8,,261.0,,,110.0,20.0,236.7,214.7,28.4,17.8,45.5,2.9,3.72,1.0
2010-07-01 17:45:00+00:00,50,7.05,23.38,1.6,2.8,3.05,,,7.6,,,5.77,1.6,247.0,,107.0,110.0,20.0,264.4,223.0,58.7,31.8,63.7,8.6,3.32,1.74
2010-07-01 18:00:00+00:00,0,,,1.7,5.1,,,,,,,,1.7,,,105.0,,,,,,,,,,
2010-07-01 18:15:00+00:00,50,7.45,24.61,2.85,3.5,3.15,,,8.0,,,5.66,2.85,237.0,,105.0,110.0,20.0,272.4,231.5,58.2,31.1,55.2,9.0,3.3,2.64
2010-07-01 18:30:00+00:00,0,,,2.1,3.45,,,,,,,,2.1,,,104.0,,,,,,,,,,
2010-07-01 18:45:00+00:00,100,6.35,21.64,1.7,3.3,3.7,,,6.9,,,5.51,1.7,248.5,,107.0,110.0,20.0,268.9,237.4,45.1,24.0,42.5,5.0,3.41,2.66
2010-07-01 19:00:00+00:00,0,4.85,20.34,3.65,,3.65,,,5.4,,,,,105.0,,,110.0,20.0,,,,,,,4.19,
2010-07-01 19:15:00+00:00,100,6.7,22.58,2.55,3.75,2.55,,,7.3,0.05,,5.34,2.95,233.5,,105.0,110.0,20.0,272.8,237.9,49.7,26.4,45.2,6.1,3.37,3.16
2010-07-01 19:30:00+00:00,100,6.4,21.72,2.7,3.5,3.3,,,6.95,,,5.25,2.7,239.5,,103.0,110.0,20.0,270.6,239.4,44.3,23.9,39.2,5.0,3.39,3.72
2010-07-01 19:45:00+00:00,0,,,2.6,3.8,,,,,,,,2.6,,,107.0,,,,,,,,,,
2010-07-01 20:00:00+00:00,100,5.95,19.42,3.05,,3.05,,,6.5,,,5.09,,241.0,,,110.0,20.0,283.4,243.4,56.4,30.5,49.0,5.5,3.26,4.19
2010-07-01 20:15:00+00:00,100,5.65,19.51,2.5,3.45,4.75,,,6.2,,,5.02,2.5,281.0,,106.0,110.0,20.0,272.9,249.6,33.8,17.6,33.4,3.0,3.45,2.1
2010-07-01 20:30:00+00:00,100,4.1,15.44,3.1,,3.1,,,4.65,,,4.95,,254.5,,,110.0,20.0,247.2,233.6,19.7,10.6,20.6,0.9,3.77,1.73
2010-07-01 20:45:00+00:00,100,5.35,17.22,3.45,,3.45,,,5.95,0.05,,4.88,,267.5,,,110.0,20.0,292.9,258.7,48.9,26.2,44.8,3.9,3.22,3.07
2010-07-01 21:00:00+00:00,100,5.2,17.07,3.0,,3.0,,,5.85,0.1,,4.81,,246.0,,,110.0,20.0,283.6,246.6,52.3,28.6,44.9,3.9,3.28,4.61
2010-07-01 21:15:00+00:00,100,4.75,15.4,1.8,,1.8,,,5.3,,,4.74,,224.5,,,110.0,20.0,281.5,232.0,69.9,37.4,61.6,4.3,3.24,3.78
2010-07-01 21:30:00+00:00,100,4.25,13.35,1.75,,1.75,,,4.8,,,4.65,,242.0,,,110.0,20.0,295.8,246.0,70.5,37.7,62.8,3.5,3.14,3.57
2010-07-01 21:45:00+00:00,100,4.5,13.64,1.85,,1.85,,,5.2,0.15,,4.56,,261.0,,,110.0,20.0,314.0,263.7,71.4,38.0,64.8,3.9,3.03,3.2
2010-07-01 22:00:00+00:00,100,4.15,13.3,3.5,,3.5,,,4.7,,,4.46,,326.0,,,110.0,20.0,301.3,269.6,45.9,23.5,47.6,2.2,3.2,1.78
2010-07-01 22:15:00+00:00,100,4.25,12.94,3.05,,3.05,,,4.8,,,4.34,,325.0,,,110.0,20.0,321.8,280.9,59.0,30.8,59.1,2.9,3.04,2.04
2010-07-01 22:30:00+00:00,100,3.65,11.82,2.8,5.75,2.8,,,4.2,,,4.22,3.2,339.5,,99.0,110.0,20.0,307.1,279.6,40.2,19.5,49.2,1.5,3.24,1.05
2010-07-01 22:45:00+00:00,100,4.25,13.14,1.5,3.45,2.7,,,4.8,,,4.09,1.5,300.0,,100.0,110.0,20.0,314.6,274.6,57.5,30.3,56.5,2.9,3.09,2.21
2010-07-01 23:00:00+00:00,100,4.25,12.59,1.7,,1.7,,,4.85,0.05,,3.96,,273.5,,,110.0,20.0,325.8,273.5,74.5,39.6,69.1,3.7,2.96,2.87
2010-07-01 23:15:00+00:00,100,3.8,12.4,2.95,,2.95,,,4.55,0.2,,3.84,,310.0,,,110.0,20.0,295.9,266.2,43.0,22.0,45.2,1.7,3.26,1.71
2010-07-01 23:30:00+00:00,100,3.85,12.16,2.9,,2.9,,,4.65,0.25,,3.72,,322.5,,,110.0,20.0,307.0,273.3,48.7,24.9,51.7,2.0,3.16,1.66
2010-07-01 23:45:00+00:00,100,3.95,11.68,2.05,,2.05,,,4.6,0.1,,3.61,,295.0,,,110.0,20.0,329.9,278.8,73.1,38.9,69.2,3.2,2.96,2.62
2010-07-02 00:00:00+00:00,100,3.7,11.2,2.8,,2.8,,,4.3,0.05,,3.52,,332.5,,,110.0,20.0,321.7,279.9,60.2,31.3,61.2,2.3,3.03,1.95
2010-07-02 00:15:00+00:00,100,3.85,11.02,2.95,,2.95,,,4.4,,,3.44,,357.5,,,110.0,20.0,346.0,293.5,75.5,39.6,75.3,3.1,2.86,2.09
2010-07-02 00:30:00+00:00,100,3.55,10.45,2.55,,2.55,,,4.3,0.2,,3.38,,352.5,,,110.0,20.0,336.2,291.1,65.1,33.4,69.4,2.3,2.94,1.65
2010-07-02 00:45:00+00:00,100,3.45,10.41,2.8,,2.8,,,4.2,0.2,,3.33,,360.0,,,110.0,20.0,324.4,284.4,57.8,29.2,63.9,1.9,3.02,1.46
2010-07-02 01:00:00+00:00,100,3.5,10.61,2.15,,2.15,,,4.25,0.2,,3.3,,316.0,,,110.0,20.0,319.2,279.7,57.0,29.3,60.6,1.9,3.03,1.67
2010-07-02 01:15:00+00:00,100,3.45,10.3,2.45,,2.45,,,4.25,0.25,,3.28,,325.0,,,110.0,20.0,325.1,278.8,66.5,34.8,67.3,2.2,2.98,2.0
2010-07-02 01:30:00+00:00,100,3.55,11.19,2.75,,2.75,,,4.1,,,3.27,,345.0,,,110.0,20.0,313.1,275.6,54.3,27.5,59.6,1.9,3.15,1.49
2010-07-02 01:45:00+00:00,100,3.6,11.4,2.65,,2.65,,,4.25,0.1,,3.27,,317.5,,,110.0,20.0,301.2,264.7,52.4,26.8,56.3,1.9,3.17,1.62
2010-07-02 02:00:00+00:00,100,3.8,11.89,3.0,,3.0,,,4.5,0.15,,3.28,,323.5,,,110.0,20.0,304.0,263.7,57.7,29.9,60.8,2.3,3.13,1.76
2010-07-02 02:15:00+00:00,100,3.55,11.68,3.05,,3.05,,,4.35,0.25,,3.3,,320.0,,,110.0,20.0,280.7,246.4,48.3,24.9,53.4,1.7,3.29,1.55
2010-07-02 02:30:00+00:00,100,4.2,11.61,3.35,,3.35,,,4.75,,,3.32,,440.5,,,110.0,20.0,361.6,302.3,82.5,41.2,107.2,4.1,2.76,1.01
2010-07-02 02:45:00+00:00,50,3.45,10.88,2.95,,2.95,,,4.1,0.1,,3.36,,325.0,,,110.0,20.0,282.6,234.2,66.3,35.5,72.3,2.3,3.15,1.78
2010-07-02 03:15:00+00:00,70,3.7,12.89,2.6,,2.6,,,4.3,0.05,,3.48,,291.0,,,110.0,20.0,242.6,202.3,47.6,27.7,74.0,2.2,3.48,1.0
2010-07-02 03:30:00+00:00,70,3.9,13.25,2.7,,2.7,,,4.45,,,3.57,,261.0,,,110.0,20.0,239.0,189.0,63.8,36.7,80.2,3.1,3.4,1.48
2010-07-02 03:45:00+00:00,70,3.75,13.47,1.6,1.85,2.85,1.6,1.86,4.3,,0.05,3.67,1.6,237.5,122.5,122.5,105.7,15.6,210.9,162.1,58.8,34.8,76.4,2.8,3.59,1.54
2010-07-02 04:00:00+00:00,100,4.2,12.6,1.8,2.5,2.7,1.8,2.16,4.75,,0.3,3.79,2.2,230.0,120.0,117.0,105.9,15.7,280.3,166.8,158.0,85.5,175.1,7.9,3.0,2.15
2010-07-02 04:15:00+00:00,70,4.05,14.09,2.1,2.9,3.45,2.1,2.31,4.6,,0.05,3.92,2.35,278.8,122.5,113.0,109.2,18.9,206.6,151.7,56.5,35.5,94.8,3.4,3.48,1.13
2010-07-02 04:30:00+00:00,50,3.5,13.12,1.7,3.25,3.2,1.7,2.21,4.1,0.05,0.05,4.06,2.25,250.0,107.5,112.0,103.0,12.7,180.9,132.9,56.0,32.5,74.7,2.3,3.75,1.58
2010-07-02 04:45:00+00:00,70,4.8,16.32,3.25,,3.25,,,5.35,,,4.21,,245.5,,,110.0,20.0,229.0,171.0,65.9,40.6,97.4,5.3,3.4,1.21
2010-07-02 05:00:00+00:00,70,4.9,16.65,4.05,,4.05,,,5.45,,,4.36,,296.0,,,110.0,20.0,221.8,162.5,64.2,39.4,105.0,5.3,3.4,1.06
2010-07-02 05:15:00+00:00,70,4.8,16.03,4.25,,4.25,,,5.35,,,4.51,,302.5,,,110.0,20.0,218.7,153.7,76.7,44.7,103.2,5.7,3.34,1.42
2010-07-02 05:30:00+00:00,70,5.3,18.29,2.8,3.25,4.4,,,5.85,,,4.64,2.8,290.5,,115.0,110.0,20.0,215.9,159.2,59.7,36.9,102.7,5.8,3.45,1.0
2010-07-02 06:00:00+00:00,70,5.1,17.89,4.3,,4.3,,,5.65,,,4.86,,279.5,,,110.0,20.0,206.3,148.0,61.5,38.2,102.4,5.5,3.51,1.09
2010-07-02 06:15:00+00:00,70,5.75,17.16,4.55,,4.55,,,6.3,,,4.94,,322.0,,,110.0,20.0,260.0,169.6,107.0,63.1,123.7,11.2,2.98,1.68
2010-07-02 06:30:00+00:00,50,5.5,19.33,3.2,4.2,5.0,,,6.05,,,5.0,3.2,287.5,,107.0,110.0,20.0,200.5,143.8,66.8,38.6,93.3,6.4,3.52,1.34
2010-07-02 07:00:00+00:00,70,5.7,21.6,4.95,,4.95,,,6.25,,,5.07,,252.5,,,110.0,20.0,186.1,139.8,50.1,30.4,77.7,5.5,3.79,1.18
2010-07-02 07:30:00+00:00,0,,,3.3,4.2,,,,,,,,3.3,,,109.0,,,,,,,,,,
2010-07-02 08:15:00+00:00,100,4.3,17.8,4.05,,4.05,,,4.85,,,5.19,,217.5,,,110.0,20.0,153.5,105.4,44.6,25.5,58.5,2.6,4.14,1.71
2010-07-02 09:00:00+00:00,0,,,3.3,4.2,,,,,,,,3.3,,,105.0,,,,,,,,,,
2010-07-02 09:15:00+00:00,0,,,3.4,4.15,,,,,,,,3.4,,,104.0,,,,,,,,,,
2010-07-02 11:45:00+00:00,100,5.4,18.2,4.0,,4.0,,,5.95,,,5.69,,224.5,,,110.0,20.0,208.5,135.6,80.8,49.2,106.2,7.7,3.37,1.56
2010-07-02 13:00:00+00:00,50,5.15,16.29,3.75,4.5,4.05,,,5.7,,,5.52,3.75,272.0,,116.0,110.0,20.0,230.8,139.3,104.4,62.5,122.7,8.8,3.16,1.83
2010-07-02 13:15:00+00:00,70,5.85,17.97,5.4,,5.4,,,6.4,,,5.5,,357.0,,,110.0,20.0,230.5,148.6,99.2,56.8,125.8,10.3,3.07,1.53
2010-07-02 13:30:00+00:00,0,,,3.35,4.15,,,,,,,,3.35,,,122.0,,,,,,,,,,
2010-07-02 13:45:00+00:00,0,,,3.8,5.2,,,,,,,,3.8,,,113.0,,,,,,,,,,
2010-07-02 15:00:00+00:00,70,5.7,18.59,4.85,,4.85,,,6.25,,,5.56,,302.5,,,110.0,20.0,228.1,159.7,80.8,47.1,106.0,8.3,3.26,1.41
2010-07-02 15:30:00+00:00,50,5.9,18.5,3.0,3.8,5.05,,,6.45,,,5.63,3.0,340.0,,111.0,110.0,20.0,245.3,173.1,83.0,48.1,121.3,9.2,3.14,1.14
2010-07-02 15:45:00+00:00,50,5.4,17.33,4.0,4.5,4.6,,,5.95,,,5.67,4.0,315.0,,110.0,110.0,20.0,235.4,167.1,79.7,46.5,110.8,7.5,3.21,1.27
2010-07-02 16:00:00+00:00,100,4.1,15.46,3.05,,3.05,,,4.65,,,5.71,,225.0,,,110.0,20.0,192.1,144.8,49.4,31.7,79.8,3.1,3.77,1.2
2010-07-02 16:15:00+00:00,50,5.6,17.64,4.7,,4.7,,,6.15,,,5.75,,321.3,,,110.0,20.0,248.1,179.7,83.5,47.5,107.9,8.2,3.15,1.36
2010-07-02 16:30:00+00:00,50,5.75,18.4,5.25,,5.25,,,6.35,0.05,,5.78,,337.5,,,110.0,20.0,240.1,177.3,79.8,43.9,100.6,7.9,3.2,1.41
2010-07-02 16:45:00+00:00,50,6.45,20.11,4.3,,4.3,,,7.0,,,5.81,,289.5,,,110.0,20.0,267.3,203.9,82.0,45.7,100.3,10.4,3.12,1.4
2010-07-02 17:00:00+00:00,70,6.4,21.8,3.45,,3.45,,,6.95,,,5.82,,269.5,,,110.0,20.0,250.5,210.0,52.9,30.9,74.3,7.2,3.41,1.09
2010-07-02 17:15:00+00:00,70,6.15,22.13,3.05,,3.05,,,6.7,,,5.82,,253.5,,,110.0,20.0,238.0,207.4,40.8,24.1,58.6,5.3,3.6,1.03
2010-07-02 17:30:00+00:00,70,6.85,21.65,3.15,,3.15,,,7.4,,,5.8,,244.5,,,110.0,20.0,275.3,219.4,78.5,42.8,81.4,10.8,3.16,2.03
2010-07-02 17:45:00+00:00,70,6.95,22.82,2.55,,2.55,,,7.5,,,5.77,,245.0,,,110.0,20.0,268.4,223.8,63.6,34.8,64.7,9.0,3.28,2.13
2010-07-02 18:00:00+00:00,70,5.45,19.92,2.8,,2.8,,,6.0,,,5.73,,234.5,,,110.0,20.0,236.0,209.9,36.7,19.9,41.9,3.3,3.65,1.52
2010-07-02 18:15:00+00:00,50,6.8,23.13,3.4,,3.4,,,7.35,,,5.66,,235.0,,,110.0,20.0,262.1,226.0,51.5,27.5,49.3,6.6,3.4,2.53
2010-07-02 18:30:00+00:00,100,6.95,23.99,2.4,4.75,4.0,,,7.5,,,5.59,2.4,238.5,,101.0,110.0,20.0,261.2,230.5,43.8,23.5,40.7,5.9,3.45,2.89
2010-07-02 18:45:00+00:00,0,,,1.6,3.25,,,,,,,,1.6,,,102.0,,,,,,,,,,
2010-07-02 19:00:00+00:00,100,6.65,21.55,1.7,2.8,3.6,,,7.2,,,5.43,1.7,245.0,,97.0,110.0,20.0,284.1,244.3,56.3,30.7,48.8,6.9,3.24,4.25
2010-07-02 19:15:00+00:00,100,5.95,21.28,1.7,3.3,3.4,,,6.5,,,5.34,1.7,242.5,,102.0,110.0,20.0,257.0,234.7,32.0,17.0,30.3,3.1,3.58,2.57
2010-07-02 19:30:00+00:00,100,5.75,19.9,1.75,3.6,4.95,,,6.5,0.2,,5.25,1.75,270.0,,101.0,110.0,20.0,272.4,245.4,38.7,20.7,35.9,3.5,3.46,2.87
2010-07-02 20:00:00+00:00,100,5.4,17.02,4.85,,4.85,,,5.95,,,5.09,,322.5,,,110.0,20.0,322.6,278.8,62.9,33.4,60.1,5.1,3.15,2.47
2010-07-02 20:15:00+00:00,100,4.35,15.88,3.2,,3.2,,,4.9,,,5.02,,243.5,,,110.0,20.0,250.3,231.6,26.8,14.2,25.7,1.4,3.65,2.44
2010-07-02 20:30:00+00:00,100,4.6,16.13,2.15,,2.15,,,5.15,,,4.95,,231.0,,,110.0,20.0,257.5,228.6,41.1,21.9,37.4,2.4,3.51,3.15
2010-07-02 20:45:00+00:00,100,4.2,15.14,2.9,,2.9,,,4.75,,,4.88,,244.5,,,110.0,20.0,252.9,233.2,28.2,15.0,27.1,1.4,3.6,2.44
2010-07-02 21:00:00+00:00,100,4.15,13.73,2.7,,2.7,,,4.7,,,4.81,,247.5,,,110.0,20.0,280.8,244.1,51.9,28.7,43.5,2.5,3.31,5.53
2010-07-02 21:15:00+00:00,100,4.25,14.22,3.35,,3.35,,,4.8,,,4.74,,294.5,,,110.0,20.0,284.8,257.4,39.5,20.6,39.6,2.0,3.35,2.02
2010-07-02 21:30:00+00:00,0,,,2.7,4.1,,,,,,,,2.7,,,108.0,,,,,,,,,,
2010-07-02 21:45:00+00:00,100,3.3,11.4,2.8,,2.8,,,3.85,,,4.56,,294.5,,,110.0,20.0,273.2,250.0,33.3,17.2,34.6,1.0,3.46,1.81
2010-07-02 22:00:00+00:00,100,4.15,12.28,0.95,3.4,2.95,,,4.75,0.05,,4.46,0.95,300.0,,103.0,110.0,20.0,330.8,279.3,73.6,40.1,66.0,3.6,2.96,3.53
2010-07-02 22:15:00+00:00,100,4.15,12.56,2.95,,2.95,,,4.7,,,4.34,,307.5,,,110.0,20.0,318.7,277.0,59.9,31.7,58.1,2.9,3.03,2.33
2010-07-02 22:30:00+00:00,100,4.2,12.35,2.75,,2.75,,,4.75,,,4.22,,297.5,,,110.0,20.0,331.6,277.3,77.3,42.0,68.7,3.8,2.94,3.68
2010-07-02 22:45:00+00:00,100,4.05,11.88,1.75,4.6,2.8,,,4.6,,,4.09,1.75,307.5,,103.0,110.0,20.0,329.5,280.3,70.3,37.5,66.2,3.2,2.93,2.69
2010-07-02 23:00:00+00:00,100,4.0,13.18,1.7,3.8,2.95,,,4.55,,,3.96,1.7,290.0,,106.0,110.0,20.0,287.2,259.4,40.1,20.8,40.7,1.8,3.3,1.95
2010-07-02 23:15:00+00:00,100,4.4,13.25,1.7,3.0,3.0,,,4.95,,,3.84,1.7,287.5,,105.0,110.0,20.0,320.2,273.2,67.0,36.3,59.8,3.6,3.01,3.57
2010-07-02 23:30:00+00:00,100,3.7,12.42,2.85,,2.85,,,4.25,,,3.72,,277.5,,,110.0,20.0,278.7,251.6,38.8,20.5,38.0,1.5,3.36,2.27
2010-07-02 23:45:00+00:00,100,4.05,12.58,2.5,,2.5,,,4.65,0.05,,3.61,,277.5,,,110.0,20.0,306.8,262.2,63.4,34.4,56.1,2.9,3.11,3.76
2010-07-03 00:00:00+00:00,100,3.8,12.45,2.75,,2.75,,,4.6,0.25,,3.52,,292.5,,,110.0,20.0,291.0,260.6,43.8,22.8,44.3,1.8,3.28,1.99
2010-07-03 00:15:00+00:00,100,3.85,12.13,2.6,,2.6,,,4.5,0.1,,3.44,,290.0,,,110.0,20.0,301.5,265.4,51.8,27.2,51.2,2.1,3.15,2.17
2010-07-03 00:30:00+00:00,100,3.8,11.82,2.75,,2.75,,,4.4,0.05,,3.38,,295.0,,,110.0,20.0,305.4,266.1,56.3,29.8,54.7,2.3,3.11,2.33
2010-07-03 00:45:00+00:00,100,3.55,11.51,2.5,,2.5,,,4.1,,,3.33,,318.5,,,110.0,20.0,300.1,269.0,45.0,22.8,49.7,1.6,3.24,1.46
2010-07-03 01:00:00+00:00,100,3.4,10.67,3.1,,3.1,,,4.05,0.1,,3.3,,345.0,,,110.0,20.0,303.5,265.8,54.1,28.3,54.7,1.7,3.14,2.0
2010-07-03 01:15:00+00:00,100,3.5,10.61,2.75,,2.75,,,4.1,0.05,,3.28,,327.5,,,110.0,20.0,318.3,273.8,63.9,33.5,63.9,2.2,3.03,2.08
2010-07-03 01:30:00+00:00,100,3.6,10.6,3.3,,3.3,,,4.2,0.05,,3.27,,392.5,,,110.0,20.0,328.0,280.9,67.7,35.1,69.3,2.4,2.94,1.9
2010-07-03 01:45:00+00:00,100,3.55,11.03,3.2,,3.2,,,4.1,,,3.27,,357.5,,,110.0,20.0,305.7,265.4,57.7,29.9,59.7,2.0,3.11,1.86
2010-07-03 02:00:00+00:00,100,5.15,21.86,2.05,,2.05,,,5.7,,,3.28,,204.5,,,110.0,20.0,206.1,198.6,11.1,10.7,12.7,1.3,4.24,1.3
2010-07-03 02:15:00+00:00,100,3.35,10.85,3.0,,3.0,,,3.9,,,3.3,,332.5,,,110.0,20.0,283.4,246.3,52.1,27.1,55.9,1.6,3.24,1.72
2010-07-03 02:30:00+00:00,0,,,1.75,2.95,,,,,,,,1.75,,,102.0,,,,,,,,,,
2010-07-03 02:45:00+00:00,50,5.6,23.94,2.65,3.4,3.4,,,6.15,,,3.36,2.65,204.5,,98.0,110.0,20.0,201.7,192.7,12.7,10.7,14.9,1.6,4.28,1.31
2010-07-03 03:00:00+00:00,0,,,2.5,4.6,,,,,,,,2.5,,,99.0,,,,,,,,,,
2010-07-03 03:15:00+00:00,50,3.45,10.1,1.35,2.9,3.1,,,4.0,,,3.48,1.35,370.0,,104.0,110.0,20.0,286.5,208.9,103.1,57.0,114.6,3.7,2.93,1.83
2010-07-03 03:45:00+00:00,70,3.65,10.06,1.5,1.85,2.95,1.5,1.86,4.2,,0.05,3.67,1.5,338.0,110.0,110.0,103.4,13.2,298.0,182.8,147.2,83.6,167.0,6.0,2.76,1.88
2010-07-03 04:00:00+00:00,0,,,1.7,2.7,,1.7,1.86,,,0.05,,1.9,,107.5,113.0,99.6,9.5,,,,,,,,
2010-07-03 04:30:00+00:00,0,,,2.45,2.8,,,,,,,,2.45,,,115.0,,,,,,,,,,
2010-07-03 04:45:00+00:00,100,4.6,12.65,2.75,3.15,2.8,,,5.15,,,4.21,2.75,460.5,,113.0,110.0,20.0,334.2,253.7,71.6,58.7,123.9,7.3,2.75,1.0
2010-07-03 05:00:00+00:00,0,,,2.7,3.65,,,,,,,,2.7,,,111.0,,,,,,,,,,
2010-07-03 05:15:00+00:00,0,,,1.7,3.7,,1.7,2.56,,,0.15,,2.6,,105.0,109.0,103.3,13.0,,,,,,,,
2010-07-03 05:30:00+00:00,70,5.1,16.85,4.1,,4.1,,,5.65,,,4.64,,332.5,,,110.0,20.0,230.4,161.0,67.2,43.1,119.0,6.3,3.31,1.0
2010-07-03 05:45:00+00:00,0,,,2.9,4.15,,,,,,,,2.9,,,107.0,,,,,,,,,,
