Time,CS,foF2,MUFD,fmin,foEs,fminF,fxI,FF,foF2p,minEs,hF,hF2,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2010-06-25 18:00:00+00:00,50,5.35,16.65,2.45,3.8,3.55,5.9,,6.26,2.45,285.0,,97.0,110.0,20.0,284.7,232.9,72.1,38.3,78.3,5.9,3.11,1.73
2010-06-25 18:15:00+00:00,50,5.9,18.37,2.9,2.79,2.9,6.4,,6.22,,271.7,271.7,111.7,,,297.4,253.1,63.1,33.1,68.3,6.2,3.11,1.68
2010-06-25 18:30:00+00:00,0,,,2.75,3.76,,,,6.18,2.75,,,102.6,,,,,,,,,,
2010-06-25 18:45:00+00:00,100,6.35,19.78,2.4,2.9,3.3,7.0,0.1,6.1,2.4,260.0,,100.0,110.0,20.0,298.8,253.0,65.3,34.8,60.6,7.2,3.12,2.88
2010-06-25 19:00:00+00:00,100,4.95,18.05,3.4,,3.4,5.5,,6.02,,261.0,,,110.0,20.0,254.2,235.2,27.6,14.0,30.0,1.9,3.65,1.52
2010-06-25 19:15:00+00:00,100,5.15,18.33,4.05,,4.05,5.7,,5.94,,270.0,,,110.0,20.0,260.0,238.7,30.9,15.9,31.4,2.2,3.56,1.9
2010-06-25 19:30:00+00:00,100,6.3,20.88,2.5,3.6,3.65,6.85,,5.85,2.5,267.0,,99.0,110.0,20.0,287.1,256.3,44.6,23.2,43.7,4.8,3.32,2.17
2010-06-25 19:45:00+00:00,0,6.1,20.11,1.75,2.68,2.85,,,5.78,1.75,255.0,255.0,105.6,,,285.6,255.5,43.6,22.6,42.0,4.4,3.3,2.28
2010-06-25 20:00:00+00:00,100,6.25,20.28,3.15,,3.15,6.45,,5.68,,260.3,260.3,,,,289.8,257.6,46.5,24.2,44.1,4.9,3.24,2.4
2010-06-25 20:15:00+00:00,100,6.15,19.69,2.7,,2.7,5.9,,5.58,,267.9,267.9,,,,297.3,262.7,49.7,26.1,46.7,5.1,3.2,2.53
2010-06-25 20:30:00+00:00,0,,,2.05,4.27,,,,5.47,2.05,,,114.0,,,,,,,,,,
2010-06-25 20:45:00+00:00,100,5.8,18.59,1.35,3.8,4.0,6.35,,5.32,1.35,282.5,,101.0,110.0,20.0,298.2,264.6,48.4,25.6,46.3,4.5,3.2,2.45
2010-06-25 21:00:00+00:00,0,,,3.3,4.5,,,,,3.3,,,102.0,,,,,,,,,,
2010-06-25 21:15:00+00:00,100,6.15,20.7,2.9,4.4,4.1,6.7,,5.08,2.9,319.5,,104.0,110.0,20.0,296.5,274.7,33.1,15.6,40.1,3.3,3.37,1.0
2010-06-25 21:30:00+00:00,0,,,2.9,4.8,,,,,2.9,,,102.0,,,,,,,,,,
2010-06-25 21:45:00+00:00,100,7.15,23.8,2.8,4.15,5.0,7.7,,4.83,2.8,329.5,,103.0,110.0,20.0,302.2,279.3,34.8,16.5,41.3,4.7,3.33,1.05
2010-06-25 22:00:00+00:00,100,4.8,16.1,4.0,,4.0,5.35,,4.71,,282.5,,,110.0,20.0,279.5,254.9,35.6,18.6,35.2,2.3,3.35,2.11
2010-06-25 22:15:00+00:00,100,9.15,37.92,2.95,4.65,4.7,9.7,,4.59,2.95,214.5,,101.0,110.0,20.0,215.4,206.6,13.2,10.6,14.2,4.2,4.14,1.47
2010-06-25 22:30:00+00:00,0,,,2.7,4.95,,,,,2.7,,,102.0,,,,,,,,,,
2010-06-25 22:45:00+00:00,0,,,2.45,4.8,,,,,2.45,,,99.0,,,,,,,,,,
2010-06-25 23:00:00+00:00,100,4.2,14.77,2.45,,2.45,4.75,,4.27,,238.5,,,110.0,20.0,259.6,233.1,37.7,20.2,34.4,1.8,3.52,3.15
2010-06-25 23:15:00+00:00,100,4.2,13.99,1.1,1.8,3.0,4.75,,4.18,1.1,277.5,,100.0,110.0,20.0,283.5,256.0,39.6,20.7,39.2,1.9,3.33,2.13
2010-06-25 23:30:00+00:00,100,3.9,12.5,3.1,,3.1,4.45,,4.09,,292.5,,,110.0,20.0,295.8,261.4,49.4,26.3,47.5,2.1,3.2,2.44
2010-06-25 23:45:00+00:00,100,3.95,12.3,2.3,3.05,3.3,4.5,,4.01,2.3,327.5,,101.0,110.0,20.0,308.5,271.8,52.9,27.6,53.5,2.3,3.11,1.98
2010-06-26 00:00:00+00:00,0,,,1.7,3.45,,,,,1.7,,,100.0,,,,,,,,,,
2010-06-26 00:30:00+00:00,100,3.8,11.56,2.65,,2.65,4.35,,3.78,,322.0,,,110.0,20.0,319.1,278.5,58.5,30.3,60.2,2.3,3.04,1.87
2010-06-26 00:45:00+00:00,100,3.45,11.03,1.35,2.45,3.0,4.0,,3.71,1.35,347.5,,99.0,110.0,20.0,301.4,268.2,47.8,24.1,52.3,1.6,3.2,1.5
2010-06-26 01:15:00+00:00,100,4.2,11.96,3.2,,3.2,4.75,,3.59,,364.5,,,110.0,20.0,347.9,295.9,75.2,38.9,76.8,3.6,2.85,1.89
2010-06-26 02:00:00+00:00,0,,,3.3,3.8,,,,,3.3,,,95.0,,,,,,,,,,
2010-06-26 02:45:00+00:00,0,,,1.5,2.3,,,,,1.5,,,97.0,,,,,,,,,,
2010-06-26 03:30:00+00:00,0,,,1.9,2.3,,,,,1.9,,,127.0,,,,,,,,,,
2010-06-26 03:45:00+00:00,70,3.85,12.04,3.15,,3.15,4.4,,4.09,,364.5,,,110.0,20.0,259.5,192.0,70.1,43.4,118.1,3.7,3.13,1.0
2010-06-26 04:00:00+00:00,0,,,2.75,3.8,,,,,2.75,,,113.0,,,,,,,,,,
2010-06-26 04:15:00+00:00,0,,,2.9,3.8,,,,,2.9,,,110.0,,,,,,,,,,
2010-06-26 04:30:00+00:00,0,,,2.65,4.15,,,,,2.65,,,111.0,,,,,,,,,,
2010-06-26 04:45:00+00:00,0,,,2.7,4.59,,,,4.72,2.7,,,117.0,,,,,,,,,,
2010-06-26 05:00:00+00:00,0,,,3.0,4.97,,,,4.86,3.0,,,116.3,,,,,,,,,,
2010-06-26 05:15:00+00:00,0,,,4.65,5.69,,,,4.98,4.65,,,112.5,,,,,,,,,,
2010-06-26 05:30:00+00:00,0,,,2.9,5.43,,,,5.07,2.9,,,112.5,,,,,,,,,,
2010-06-26 05:45:00+00:00,0,,,3.1,4.6,,,,,3.1,,,114.0,,,,,,,,,,
2010-06-26 06:00:00+00:00,0,,,3.1,5.15,,,,,3.1,,,111.0,,,,,,,,,,
2010-06-26 06:15:00+00:00,0,,,3.4,5.4,,,,,3.4,,,110.0,,,,,,,,,,
2010-06-26 06:30:00+00:00,0,,,3.9,5.69,,,,5.24,3.9,,,111.0,,,,,,,,,,
2010-06-26 06:45:00+00:00,0,,,4.05,4.92,,,,5.24,4.05,,,112.5,,,,,,,,,,
2010-06-26 07:00:00+00:00,0,,,4.05,5.53,,,,5.25,4.05,,,111.7,,,,,,,,,,
2010-06-26 07:15:00+00:00,0,,,3.9,6.8,,,,,3.9,,,107.0,,,,,,,,,,
2010-06-26 07:30:00+00:00,0,,,3.65,4.15,,,,,3.65,,,112.0,,,,,,,,,,
2010-06-26 07:45:00+00:00,0,,,4.0,5.35,,,,,4.0,,,106.0,,,,,,,,,,
2010-06-26 08:00:00+00:00,0,,,3.6,5.3,,,,,3.6,,,106.0,,,,,,,,,,
2010-06-26 08:15:00+00:00,0,,,3.75,4.35,,,,,3.75,,,106.0,,,,,,,,,,
2010-06-26 08:30:00+00:00,0,,,3.4,4.2,,,,,3.4,,,107.0,,,,,,,,,,
2010-06-26 08:45:00+00:00,0,,,4.45,6.9,,,,,4.45,,,103.0,,,,,,,,,,
2010-06-26 09:30:00+00:00,50,7.7,23.0,3.6,4.2,6.75,8.25,,5.84,3.6,348.5,,105.0,110.0,20.0,253.4,166.9,108.0,60.5,125.3,19.0,2.99,1.59
2010-06-26 10:30:00+00:00,70,6.6,22.77,6.0,,6.0,7.15,,6.06,,291.0,,,110.0,20.0,204.1,142.3,74.8,42.8,97.8,9.9,3.45,1.45
2010-06-26 10:45:00+00:00,0,,,4.05,4.8,,,,,4.05,,,101.0,,,,,,,,,,
2010-06-26 11:00:00+00:00,0,,,5.0,5.7,,,,,5.0,,,98.0,,,,,,,,,,
2010-06-26 14:30:00+00:00,70,5.15,17.46,4.6,,4.6,5.7,,5.84,,318.0,,,110.0,20.0,209.0,143.3,69.3,42.2,117.9,6.2,3.39,1.08
2010-06-26 14:45:00+00:00,100,4.05,16.45,3.45,,3.45,4.6,,5.86,,222.0,,,110.0,20.0,165.8,124.4,36.0,25.3,73.7,2.4,4.06,1.07
2010-06-26 15:00:00+00:00,70,4.9,16.19,2.8,3.2,4.35,5.45,,5.9,2.8,328.5,,103.0,110.0,20.0,216.0,146.9,72.1,44.3,124.0,5.9,3.3,1.07
2010-06-26 15:30:00+00:00,0,,,2.75,3.3,,,,,2.75,,,101.0,,,,,,,,,,
2010-06-26 15:45:00+00:00,0,,,2.9,4.2,,,,,2.9,,,100.0,,,,,,,,,,
2010-06-26 16:00:00+00:00,50,4.95,15.28,2.1,3.7,4.15,5.5,,6.11,2.1,350.0,,101.0,110.0,20.0,247.9,172.4,81.5,49.6,128.2,6.8,3.09,1.09
2010-06-26 16:45:00+00:00,70,5.0,17.17,3.6,,3.6,5.55,,6.26,,305.0,,,110.0,20.0,237.1,186.3,54.3,33.7,91.6,4.9,3.43,1.0
2010-06-26 17:00:00+00:00,70,5.8,17.95,2.05,2.25,3.3,6.35,,6.29,2.05,308.5,,97.0,110.0,20.0,281.3,225.0,72.7,43.2,91.1,8.2,3.1,1.39
2010-06-26 17:15:00+00:00,70,5.55,17.69,3.25,,3.25,6.1,,6.31,,303.5,,,110.0,20.0,273.5,222.6,65.7,38.4,90.4,6.7,3.19,1.14
2010-06-26 17:30:00+00:00,50,6.4,19.64,3.75,,3.75,6.95,,6.31,,302.0,,,110.0,20.0,290.1,235.9,73.1,39.6,94.9,9.0,3.07,1.15
2010-06-26 17:45:00+00:00,70,5.1,16.87,2.6,,2.6,5.65,,6.29,,288.5,,,110.0,20.0,271.1,234.4,50.1,28.9,68.4,4.3,3.31,1.09
2010-06-26 18:00:00+00:00,70,6.95,21.08,2.0,,2.0,7.5,,6.26,,280.9,280.9,,,,306.6,261.8,64.0,34.5,69.1,9.0,3.03,1.81
2010-06-26 18:15:00+00:00,50,7.05,22.32,1.75,,1.75,5.9,,6.22,,253.4,253.4,,,,293.2,253.6,56.6,30.0,57.1,7.9,3.17,2.07
2010-06-26 18:30:00+00:00,100,7.15,23.48,2.8,,2.8,7.7,,6.16,,253.5,,,110.0,20.0,283.5,248.0,51.1,27.0,50.7,7.3,3.29,2.16
2010-06-26 18:45:00+00:00,100,7.6,24.17,1.6,1.8,3.15,8.15,,6.1,1.6,247.5,,107.0,110.0,20.0,292.2,248.3,62.5,33.3,57.5,9.9,3.18,3.0
2010-06-26 19:00:00+00:00,100,5.2,18.41,2.0,,2.0,5.75,,6.02,,228.5,,,110.0,20.0,256.1,228.0,40.1,21.4,37.6,3.0,3.54,2.76
2010-06-26 19:15:00+00:00,100,7.0,22.25,2.95,,2.95,7.55,,5.94,,248.8,,,110.0,20.0,296.1,253.2,61.0,32.5,55.4,8.1,3.18,3.21
2010-06-26 19:30:00+00:00,100,7.1,22.34,3.05,,3.05,7.2,,5.88,,256.5,256.5,,,,300.7,262.5,55.1,28.8,51.1,7.5,3.15,2.61
2010-06-26 19:45:00+00:00,100,6.95,21.59,1.65,,1.65,6.6,,5.78,,245.0,245.0,,,,305.1,263.1,60.6,31.3,56.6,7.9,3.11,2.53
2010-06-26 20:00:00+00:00,100,7.15,22.32,2.8,,2.8,7.6,,5.68,,258.8,258.8,,,,305.8,266.7,56.2,29.4,51.6,7.8,3.12,2.7
2010-06-26 20:15:00+00:00,100,7.15,22.75,1.75,,1.75,7.55,,5.58,,247.0,247.0,,,,294.5,257.0,53.9,28.3,49.1,7.5,3.18,2.84
2010-06-26 20:30:00+00:00,100,5.75,19.6,1.65,,1.65,6.3,,5.43,,244.5,,,110.0,20.0,275.0,246.4,41.1,21.8,38.7,3.7,3.41,2.62
2010-06-26 20:45:00+00:00,100,7.1,22.52,2.8,,2.8,7.65,,5.32,,246.0,,,110.0,20.0,298.0,253.5,62.9,33.7,55.9,8.6,3.17,3.61
2010-06-26 21:00:00+00:00,100,6.05,20.58,2.75,,2.75,6.6,,5.2,,240.0,,,110.0,20.0,271.0,240.3,43.8,23.4,40.1,4.4,3.4,3.07
2010-06-26 21:15:00+00:00,100,6.7,21.27,2.05,,2.05,7.25,,5.08,,234.5,,,110.0,20.0,290.4,245.1,64.5,34.1,59.2,7.8,3.17,2.98
2010-06-26 21:30:00+00:00,100,6.1,21.14,3.3,,3.3,6.65,,4.95,,248.5,,,110.0,20.0,271.0,244.7,37.6,20.1,34.5,3.9,3.47,3.05
2010-06-26 21:45:00+00:00,0,,,3.1,5.15,,,,,3.1,,,102.0,,,,,,,,,,
2010-06-26 22:00:00+00:00,100,4.55,19.1,2.75,,2.75,5.1,,4.71,,202.0,,,110.0,20.0,220.4,189.4,42.8,24.1,34.8,2.5,4.2,6.0
2010-06-26 22:15:00+00:00,100,5.85,19.34,2.75,4.0,4.65,6.4,,4.59,2.75,293.5,,97.0,110.0,20.0,291.3,263.0,41.0,21.4,40.6,3.8,3.31,2.1
2010-06-26 22:30:00+00:00,100,6.5,19.94,2.95,,2.95,7.05,,4.48,,248.5,,,110.0,20.0,307.8,256.6,72.2,38.9,62.7,8.3,3.07,4.19
2010-06-26 22:45:00+00:00,100,4.75,17.64,3.15,,3.15,5.3,,4.37,,239.5,,,110.0,20.0,244.9,228.4,23.7,12.4,23.5,1.5,3.71,2.12
2010-06-26 23:00:00+00:00,100,5.25,16.73,3.5,,3.5,5.8,,4.27,,268.5,,,110.0,20.0,297.8,260.6,53.0,28.7,46.9,4.1,3.19,3.74
2010-06-26 23:15:00+00:00,100,4.6,14.34,1.1,1.4,1.9,5.15,,4.18,1.1,258.5,,156.0,110.0,20.0,306.3,260.1,65.7,35.0,59.9,3.8,3.12,3.14
2010-06-26 23:30:00+00:00,100,4.6,13.73,3.15,,3.15,5.15,,4.09,,302.5,,,110.0,20.0,324.1,278.8,64.9,34.6,61.2,3.8,2.98,2.65
2010-06-27 00:00:00+00:00,100,4.3,13.1,3.0,,3.0,4.85,,3.93,,310.0,,,110.0,20.0,316.8,276.9,57.6,30.0,57.6,2.9,3.05,2.05
2010-06-27 00:15:00+00:00,100,4.5,13.09,2.05,,2.05,5.05,,3.85,,292.0,,,110.0,20.0,337.7,283.8,77.2,41.0,72.9,4.3,2.91,2.63
2010-06-27 00:30:00+00:00,100,4.25,13.19,1.7,,1.7,4.8,,3.78,,281.0,,,110.0,20.0,313.2,273.6,57.1,30.2,56.0,2.9,3.1,2.23
2010-06-27 00:45:00+00:00,100,4.45,13.2,1.7,,1.7,5.0,,3.71,,278.0,,,110.0,20.0,325.6,274.6,72.9,38.7,68.8,4.0,2.97,2.64
2010-06-27 01:00:00+00:00,100,4.55,14.09,4.1,,4.1,5.1,,3.64,,373.5,,,110.0,20.0,314.1,277.5,53.2,26.9,56.4,3.0,3.1,1.62
2010-06-27 01:15:00+00:00,100,4.25,13.63,2.45,3.2,3.1,4.8,,3.59,2.45,298.5,,113.0,110.0,20.0,298.3,263.0,50.9,26.6,50.8,2.5,3.21,2.06
2010-06-27 01:30:00+00:00,100,4.2,13.24,2.45,3.8,3.05,4.85,0.1,3.54,2.45,297.5,,111.0,110.0,20.0,299.0,261.9,53.4,28.0,52.8,2.6,3.15,2.15
2010-06-27 01:45:00+00:00,100,4.05,12.44,2.55,3.15,2.55,4.65,0.05,3.51,2.65,282.5,,110.0,110.0,20.0,308.2,260.8,67.6,36.2,63.0,3.1,3.07,2.86
2010-06-27 02:00:00+00:00,100,3.8,12.4,2.45,4.4,3.1,4.4,0.05,3.49,2.45,311.0,,108.0,110.0,20.0,287.1,253.3,48.3,24.9,51.8,1.9,3.26,1.67
2010-06-27 02:15:00+00:00,100,3.75,12.67,2.5,4.1,3.15,4.3,,3.5,2.5,301.3,,110.0,110.0,20.0,271.8,241.0,43.5,22.4,48.0,1.7,3.38,1.56
2010-06-27 02:30:00+00:00,100,3.3,10.89,2.8,,2.8,3.95,0.1,3.53,,321.0,,,110.0,20.0,275.2,238.1,50.4,26.3,59.6,1.6,3.3,1.37
2010-06-27 02:45:00+00:00,70,3.55,11.4,2.4,,2.4,4.3,0.2,3.59,,271.0,,,110.0,20.0,277.8,228.2,69.4,37.8,70.7,2.6,3.21,2.17
2010-06-27 03:00:00+00:00,0,,,1.7,2.15,,,,,1.7,,,112.0,,,,,,,,,,
2010-06-27 03:15:00+00:00,70,3.5,10.65,3.15,,3.15,4.1,0.05,3.8,,342.5,,,110.0,20.0,278.6,203.5,102.1,56.6,108.8,3.7,3.04,2.07
2010-06-27 03:30:00+00:00,50,3.5,11.2,1.65,4.35,3.0,4.3,0.25,3.93,1.85,312.5,,112.0,101.4,11.4,234.3,165.7,79.0,46.8,110.0,3.3,3.2,1.36
2010-06-27 03:45:00+00:00,50,3.7,12.43,1.7,3.4,3.5,4.25,,4.09,1.9,317.5,,114.0,107.7,17.6,216.4,161.1,69.9,39.5,83.0,3.1,3.36,1.74
2010-06-27 04:00:00+00:00,0,,,1.7,5.2,,,,,1.85,,,110.0,110.0,20.0,,,,,,,,
2010-06-27 04:15:00+00:00,0,,,3.4,4.1,,,,,3.4,,,111.0,,,,,,,,,,
2010-06-27 04:30:00+00:00,100,3.6,12.87,2.7,3.0,3.05,4.15,,4.59,2.7,238.5,,115.0,110.0,20.0,207.0,144.9,82.4,45.3,88.3,3.3,3.57,2.21
2010-06-27 04:45:00+00:00,0,,,4.0,4.8,,,,,4.0,,,110.0,,,,,,,,,,
2010-06-27 05:00:00+00:00,0,,,3.0,5.1,,,,,3.0,,,111.0,,,,,,,,,,
2010-06-27 05:15:00+00:00,0,,,2.7,4.55,,,,,2.85,,,111.0,110.0,20.0,,,,,,,,
2010-06-27 05:30:00+00:00,0,,,2.05,5.3,,,,,2.45,,,108.0,101.5,11.3,,,,,,,,
2010-06-27 05:45:00+00:00,50,5.15,17.23,3.5,4.2,4.4,5.7,,5.16,3.5,302.5,,110.0,110.0,20.0,218.9,153.5,72.1,43.5,109.1,6.4,3.35,1.2
2010-06-27 06:00:00+00:00,0,,,3.2,5.45,,,,,3.2,,,107.0,,,,,,,,,,
2010-06-27 06:30:00+00:00,0,,,3.2,5.91,,,,5.24,3.2,,,105.6,,,,,,,,,,
2010-06-27 06:45:00+00:00,0,,,3.25,8.43,,,,5.24,3.25,,,103.3,,,,,,,,,,
2010-06-27 07:00:00+00:00,0,,,3.2,4.8,,,,,3.2,,,105.0,,,,,,,,,,
2010-06-27 07:15:00+00:00,0,,,3.2,8.3,,,,,3.2,,,102.0,,,,,,,,,,
2010-06-27 07:45:00+00:00,0,,,4.0,4.8,,,,,4.0,,,105.0,,,,,,,,,,
2010-06-27 08:00:00+00:00,0,,,3.4,4.8,,,,,3.4,,,105.0,,,,,,,,,,
2010-06-27 08:15:00+00:00,0,,,3.7,4.65,,,,,3.7,,,105.0,,,,,,,,,,
2010-06-27 09:00:00+00:00,0,,,3.45,4.45,,,,,3.45,,,104.0,,,,,,,,,,
2010-06-27 09:45:00+00:00,70,6.2,19.45,5.3,,5.3,6.75,,5.91,,321.0,,,110.0,20.0,232.8,149.6,94.8,56.5,119.5,11.6,3.14,1.51
2010-06-27 10:45:00+00:00,0,,,3.6,4.3,,,,,3.6,,,101.0,,,,,,,,,,
2010-06-27 11:00:00+00:00,0,,,4.05,5.85,,,,,4.05,,,98.0,,,,,,,,,,
2010-06-27 12:30:00+00:00,0,,,5.1,5.7,,,,,5.1,,,99.0,,,,,,,,,,
2010-06-27 12:45:00+00:00,0,,,3.4,4.3,,,,,3.4,,,101.0,,,,,,,,,,
2010-06-27 13:00:00+00:00,0,,,3.4,4.45,,,,,3.4,,,101.0,,,,,,,,,,
2010-06-27 13:30:00+00:00,0,,,3.1,3.7,,,,,3.1,,,104.0,,,,,,,,,,
2010-06-27 14:15:00+00:00,0,,,3.0,3.9,,,,,3.0,,,102.0,,,,,,,,,,
2010-06-27 15:00:00+00:00,0,,,3.05,3.6,,,,,3.05,,,124.0,,,,,,,,,,
2010-06-27 15:30:00+00:00,70,5.6,17.54,4.45,,4.45,6.15,,6.0,,309.5,,,110.0,20.0,244.7,169.6,89.3,52.1,111.0,8.9,3.13,1.49
2010-06-27 15:45:00+00:00,50,5.55,17.61,3.2,3.75,4.4,6.1,,6.06,3.2,310.0,,120.0,110.0,20.0,243.4,170.9,86.0,50.0,109.3,8.4,3.17,1.43
2010-06-27 16:00:00+00:00,0,,,3.25,3.8,,,,,3.25,,,115.0,,,,,,,,,,
2010-06-27 16:15:00+00:00,50,5.2,17.25,2.75,4.35,4.35,5.75,,6.17,2.75,300.0,,114.0,110.0,20.0,230.9,170.4,71.0,41.3,102.6,6.2,3.32,1.19
2010-06-27 16:30:00+00:00,50,5.25,17.52,2.7,4.5,4.5,5.8,,6.22,2.7,302.5,,113.0,110.0,20.0,231.6,173.0,71.0,40.4,98.8,6.2,3.34,1.23
2010-06-27 16:45:00+00:00,50,5.3,16.73,2.1,3.8,3.75,5.85,,6.26,2.25,285.0,,111.0,110.0,20.0,257.2,185.8,90.6,52.4,101.9,8.0,3.16,1.83
2010-06-27 17:00:00+00:00,50,5.0,15.99,2.4,4.1,3.95,5.55,,6.29,2.4,296.3,,109.0,110.0,20.0,249.8,187.3,78.7,44.1,101.0,6.1,3.2,1.37
2010-06-27 17:15:00+00:00,50,5.7,17.22,2.15,3.6,3.45,6.25,,6.31,2.15,303.5,,106.0,110.0,20.0,288.9,223.5,87.2,49.2,96.8,8.8,3.02,1.72
2010-06-27 17:30:00+00:00,50,5.55,18.16,2.7,5.65,4.4,6.15,0.05,6.31,2.7,295.0,,107.0,110.0,20.0,254.0,201.4,70.2,37.6,82.9,6.3,3.27,1.48
2010-06-27 17:45:00+00:00,50,5.9,19.1,2.1,5.52,3.9,6.15,,6.28,2.1,270.2,270.2,110.2,,,264.1,216.0,66.2,35.1,75.2,6.7,3.24,1.55
2010-06-27 18:00:00+00:00,0,,,2.7,4.99,,,,6.26,2.7,,,106.4,,,,,,,,,,
2010-06-27 18:15:00+00:00,50,6.45,20.44,2.85,4.15,5.0,7.0,,6.22,2.85,299.5,,104.0,110.0,20.0,288.5,244.7,62.4,32.8,63.7,7.2,3.17,1.98
2010-06-27 18:30:00+00:00,0,,,3.0,4.15,,,,,3.0,,,102.0,,,,,,,,,,
2010-06-27 18:45:00+00:00,100,6.8,21.89,2.6,3.85,3.8,7.35,,6.1,2.6,257.0,,101.0,110.0,20.0,289.8,248.5,58.9,31.8,53.0,7.6,3.22,3.42
2010-06-27 19:00:00+00:00,100,6.0,20.98,1.4,4.2,3.7,6.55,,6.02,1.4,250.0,,110.0,110.0,20.0,263.4,237.3,37.4,19.8,35.9,3.7,3.5,2.43
2010-06-27 19:15:00+00:00,100,6.2,20.58,2.05,,2.05,6.35,,5.97,,234.4,234.4,,,,276.7,241.0,51.0,26.9,45.4,5.3,3.32,3.05
2010-06-27 19:30:00+00:00,100,5.85,19.52,2.05,,2.05,6.0,,5.88,,241.2,241.2,,,,277.8,247.4,43.8,22.6,41.7,4.1,3.34,2.36
2010-06-27 19:45:00+00:00,100,6.05,19.69,2.7,,2.7,6.5,,5.78,,254.2,254.2,,,,288.3,255.4,47.2,24.7,44.3,4.7,3.26,2.5
2010-06-27 20:00:00+00:00,100,6.25,19.53,1.45,,1.45,6.8,,5.68,,242.8,242.8,,,,300.7,254.8,65.5,34.9,57.8,7.0,3.13,3.31
2010-06-27 20:15:00+00:00,100,5.65,18.6,5.3,,5.3,6.2,,5.54,,327.5,,,110.0,20.0,289.0,260.5,41.3,21.4,41.4,3.6,3.29,2.0
2010-06-27 20:30:00+00:00,100,5.1,18.24,3.3,,3.3,5.65,,5.43,,254.5,,,110.0,20.0,261.0,241.6,28.0,14.7,27.5,2.0,3.58,2.17
2010-06-27 21:00:00+00:00,100,5.3,18.97,3.55,,3.55,5.85,,5.2,,258.5,,,110.0,20.0,262.6,243.4,27.7,14.4,27.4,2.1,3.58,2.12
2010-06-27 21:15:00+00:00,100,5.2,18.33,2.75,,2.75,5.75,,5.08,,239.5,,,110.0,20.0,259.3,234.4,35.5,19.0,32.8,2.7,3.53,2.95
2010-06-27 21:30:00+00:00,100,5.35,17.83,2.6,,2.6,5.9,,4.95,,235.0,,,110.0,20.0,275.6,237.0,54.5,29.3,47.9,4.3,3.33,3.89
2010-06-27 21:45:00+00:00,100,5.05,16.91,2.05,,2.05,5.6,,4.83,,225.0,,,110.0,20.0,268.5,227.8,57.6,30.8,51.0,4.0,3.35,3.69
2010-06-27 22:00:00+00:00,100,4.6,16.05,2.7,,2.7,5.15,,4.71,,238.5,,,110.0,20.0,261.1,233.0,39.9,21.6,35.4,2.3,3.49,3.66
2010-06-27 22:15:00+00:00,100,4.5,14.57,1.75,,1.75,5.05,,4.59,,224.5,,,110.0,20.0,280.4,229.9,71.4,38.2,63.1,3.9,3.24,3.71
2010-06-27 22:30:00+00:00,100,4.3,12.98,3.05,,3.05,4.9,0.05,4.48,,288.5,,,110.0,20.0,318.8,273.2,65.0,35.2,58.4,3.4,3.02,3.47
2010-06-27 22:45:00+00:00,100,3.95,12.74,3.1,,3.1,4.5,,4.37,,305.0,,,110.0,20.0,297.3,264.8,46.7,24.5,46.8,2.0,3.22,2.06
2010-06-27 23:00:00+00:00,100,4.2,13.69,3.4,,3.4,4.75,,4.27,,305.0,,,110.0,20.0,293.7,262.9,44.3,23.2,44.3,2.2,3.26,2.05
2010-06-27 23:15:00+00:00,100,4.1,13.07,3.0,,3.0,4.75,0.1,4.18,,293.5,,,110.0,20.0,298.5,264.6,48.8,25.7,47.7,2.3,3.19,2.24
2010-06-27 23:30:00+00:00,100,3.75,12.6,3.05,,3.05,4.3,,4.09,,302.5,,,110.0,20.0,284.2,258.0,37.8,19.4,39.6,1.5,3.36,1.74
2010-06-27 23:45:00+00:00,100,3.9,12.3,2.7,,2.7,4.5,0.05,4.01,,287.5,,,110.0,20.0,299.9,263.2,52.5,27.9,50.4,2.2,3.15,2.47
2010-06-28 00:00:00+00:00,100,3.8,11.93,2.8,,2.8,4.35,,3.93,,301.0,,,110.0,20.0,303.3,267.1,52.0,27.3,51.8,2.1,3.14,2.1
2010-06-28 00:15:00+00:00,100,3.5,11.49,2.7,,2.7,4.1,0.05,3.85,,297.5,,,110.0,20.0,290.0,259.4,44.0,22.9,44.8,1.5,3.28,1.94
2010-06-28 00:30:00+00:00,100,3.6,11.47,2.8,,2.8,4.15,,3.78,,309.5,,,110.0,20.0,300.0,265.2,50.0,26.1,50.7,1.8,3.18,1.97
2010-06-28 00:45:00+00:00,100,3.6,11.42,2.05,,2.05,4.2,0.05,3.71,,278.5,,,110.0,20.0,299.8,260.9,55.7,29.6,53.5,2.0,3.17,2.46
2010-06-28 01:00:00+00:00,100,3.6,10.79,2.05,,2.05,4.2,0.05,3.64,,272.5,,,110.0,20.0,316.9,262.7,76.9,41.4,68.5,2.8,3.0,3.6
2010-06-28 01:15:00+00:00,100,3.6,11.12,2.15,,2.15,4.2,0.05,3.59,,282.0,,,110.0,20.0,307.3,262.8,63.5,33.9,59.8,2.3,3.09,2.69
2010-06-28 01:30:00+00:00,100,3.5,10.62,2.1,,2.1,4.05,,3.54,,279.5,,,110.0,20.0,313.4,262.7,72.2,38.7,66.9,2.5,3.03,2.94
2010-06-28 01:45:00+00:00,100,3.4,10.46,2.05,,2.05,4.0,0.05,3.51,,282.0,,,110.0,20.0,305.7,258.8,66.9,35.8,63.7,2.2,3.08,2.58
