Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2010-01-01 00:00:00+00:00,100,3.15,,10.71,1.85,,1.85,,,3.7,,,3.14,,240.0,,,,110.0,20.0,267.7,,232.5,49.9,,27.2,42.8,1.4,3.4,4.54,
2010-01-01 00:15:00+00:00,100,2.85,,10.33,2.4,,2.4,,,3.5,0.1,,3.18,,257.0,,,,110.0,20.0,251.7,,236.1,22.2,,11.7,22.5,0.5,3.62,2.05,
2010-01-01 00:30:00+00:00,100,3.0,,10.17,1.7,,1.7,,,3.7,0.15,,3.2,,236.0,,,,110.0,20.0,266.9,,231.1,50.7,,27.3,44.9,1.3,3.39,3.72,
2010-01-01 00:45:00+00:00,100,3.1,,10.24,1.8,,1.8,,,3.65,,,3.2,,242.5,,,,110.0,20.0,277.1,,238.0,55.3,,30.1,47.5,1.5,3.3,4.48,
2010-01-01 01:00:00+00:00,100,3.05,,10.53,1.7,,1.7,,,3.65,0.05,,3.17,,232.5,,,,110.0,20.0,259.8,,226.1,47.7,,25.9,41.3,1.2,3.45,4.25,
2010-01-01 01:15:00+00:00,100,2.95,,10.03,1.7,,1.7,,,3.55,0.05,,3.12,,238.5,,,,110.0,20.0,267.3,,232.6,49.2,,26.7,43.2,1.2,3.4,3.91,
2010-01-01 01:45:00+00:00,100,2.25,,6.08,1.85,,1.85,,,2.8,,,2.96,,470.0,,,,110.0,20.0,382.9,,325.1,80.4,,40.0,101.7,1.1,2.7,1.06,
2010-01-01 02:00:00+00:00,100,2.35,,5.95,2.0,,2.0,,,2.9,,,2.86,,500.0,,,,110.0,20.0,403.1,,333.1,98.2,,49.7,114.9,1.5,2.53,1.3,
2010-01-01 02:15:00+00:00,100,3.1,,10.64,1.95,,1.95,,,3.65,,,2.75,,250.5,,,,110.0,20.0,271.0,,242.3,40.9,,21.9,38.6,1.1,3.43,2.71,
2010-01-01 02:45:00+00:00,100,2.45,,5.86,1.75,,1.75,,,3.0,,,2.57,,486.0,,,,110.0,20.0,438.5,,363.1,107.1,,54.8,128.7,1.8,2.39,1.22,
2010-01-01 03:00:00+00:00,100,2.65,,8.88,1.65,,1.65,,,3.2,,,2.5,,237.0,,,,110.0,20.0,270.2,,231.3,55.3,,30.2,46.9,1.1,3.35,4.8,
2010-01-01 03:15:00+00:00,100,2.65,,8.73,1.65,,1.65,,,3.2,,,2.46,,246.3,,,,110.0,20.0,279.1,,238.0,58.4,,32.1,48.7,1.2,3.3,5.4,
