Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2010-03-01 00:00:00+00:00,100,3.15,,10.18,2.7,,2.7,,,3.7,,,3.2,,315.0,,,,110.0,20.0,297.1,,266.0,44.5,,23.5,44.5,1.2,3.23,2.11,
2010-03-01 00:15:00+00:00,100,3.2,,10.27,2.4,,2.4,,,3.9,0.15,,3.23,,286.3,,,,110.0,20.0,294.2,,261.2,47.1,,25.3,44.3,1.4,3.21,2.75,
2010-03-01 00:30:00+00:00,100,3.2,,10.4,2.8,,2.8,,,3.85,0.1,,3.23,,310.0,,,,110.0,20.0,291.0,,262.4,40.9,,21.5,41.2,1.2,3.25,2.04,
2010-03-01 00:45:00+00:00,100,3.15,,10.35,2.95,,2.95,,,3.85,0.15,,3.21,,327.5,,,,110.0,20.0,290.7,,262.1,41.0,,21.6,41.3,1.1,3.29,2.05,
2010-03-01 01:00:00+00:00,100,3.3,,10.61,2.65,,2.65,,,3.9,0.05,,3.17,,290.0,,,,110.0,20.0,295.3,,262.2,47.3,,25.4,44.6,1.5,3.22,2.72,
2010-03-01 01:15:00+00:00,100,3.25,,10.32,1.6,,1.6,,,3.9,0.1,,3.1,,245.0,,,,110.0,20.0,290.3,,243.9,65.7,,35.3,58.0,1.9,3.17,3.77,
2010-03-01 01:30:00+00:00,100,3.25,,10.75,1.85,,1.85,,,3.85,0.05,,3.03,,251.0,,,,110.0,20.0,280.6,,244.7,50.9,,27.5,45.2,1.5,3.31,3.69,
2010-03-01 01:45:00+00:00,100,3.35,,10.57,1.8,,1.8,,,4.2,0.2,,2.92,,257.5,257.5,,,,,300.3,,252.7,67.4,,36.8,57.0,2.1,3.15,4.98,
2010-03-01 02:00:00+00:00,100,3.25,,10.27,1.65,,1.65,,,3.95,0.1,,2.83,,255.0,255.0,,,,,295.3,,251.8,61.6,,33.0,55.2,1.8,3.16,3.46,
2010-03-01 02:15:00+00:00,100,3.25,,10.85,1.7,,1.7,,,3.8,,,2.78,,247.0,,,,110.0,20.0,275.2,,240.7,49.0,,26.2,44.8,1.4,3.34,3.12,
2010-03-01 02:30:00+00:00,100,3.05,,10.78,1.6,,1.6,,,3.75,0.15,,2.72,,232.5,,,,110.0,20.0,254.2,,226.4,39.6,,21.2,36.7,1.0,3.54,2.93,
2010-03-01 02:45:00+00:00,100,3.1,,10.94,2.85,,2.85,,,3.65,,,2.68,,285.0,,,,110.0,20.0,264.8,,242.9,31.3,,16.5,31.2,0.8,3.53,2.12,
2010-03-01 03:30:00+00:00,100,2.8,,9.39,1.6,,1.6,,,3.35,,,2.8,,227.5,,,,110.0,20.0,267.1,,224.9,59.8,,32.5,50.6,1.3,3.35,4.88,
2010-03-01 03:45:00+00:00,100,2.6,,9.03,2.05,,2.05,,,3.15,,,2.91,,258.5,,,,110.0,20.0,261.0,,234.6,37.7,,20.3,36.2,0.7,3.47,2.55,
2010-03-01 04:00:00+00:00,100,2.6,,8.69,1.7,,1.7,,,3.15,,,3.06,,248.0,,,,110.0,20.0,270.9,,231.7,55.7,,30.1,49.5,1.1,3.34,3.66,
2010-03-01 04:15:00+00:00,100,2.55,,8.87,2.2,,2.2,,,3.1,,,3.23,,292.5,,,,110.0,20.0,258.5,,229.0,40.1,,21.2,45.4,0.8,3.48,1.58,
2010-03-01 04:30:00+00:00,70,2.25,,8.24,1.7,,1.7,,,2.8,,,3.42,,238.5,,,,110.0,20.0,235.7,,206.5,40.9,,22.5,40.2,0.6,3.66,2.54,
