Time,CS,foF2,MUFD,fmin,fminF,fminE,foE,fxI,FF,foF2p,hF,hF2,hE,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2025-04-02 07:10:00+00:00,85,8.75,26.96,4.93,4.93,,,9.4,0.07,5.24,290.0,290.0,,110.0,20.0,267.4,206.8,76.4,44.4,112.6,18.9,3.08,1.03
2025-04-02 07:15:00+00:00,85,8.75,27.22,4.09,4.09,,,9.57,0.25,5.26,240.0,240.0,,110.0,20.0,265.7,209.8,70.8,41.4,103.1,17.7,3.11,1.06
2025-04-02 07:20:00+00:00,95,8.425,27.21,4.35,4.35,,,9.07,0.05,5.29,247.5,247.5,,110.0,20.0,250.2,198.8,62.6,37.5,99.3,15.0,3.23,1.0
2025-04-02 07:25:00+00:00,85,9.153,26.86,4.13,4.13,,,9.75,0.07,5.32,235.0,282.5,,110.0,20.0,287.6,213.3,94.8,56.8,113.8,25.5,2.94,1.71
2025-04-02 07:30:00+00:00,85,9.275,26.78,5.57,5.57,,,9.93,0.04,5.34,282.5,282.5,,110.0,20.0,293.0,204.9,115.9,63.5,138.0,29.2,2.89,1.52
2025-04-02 07:35:00+00:00,85,8.7,27.51,5.18,5.18,,,9.27,0.03,5.38,282.5,282.5,,110.0,20.0,252.3,193.4,71.1,41.1,109.4,17.3,3.16,1.0
2025-04-02 07:40:00+00:00,65,8.575,27.46,5.39,5.39,,,9.78,0.1,5.41,280.0,280.0,,110.0,20.0,252.7,189.3,80.6,46.2,109.4,18.5,3.2,1.24
2025-04-02 07:45:00+00:00,90,9.345,27.33,5.18,5.18,,,9.99,0.14,5.45,280.0,280.0,,110.0,20.0,282.8,204.3,101.9,56.5,128.7,26.7,2.92,1.36
2025-04-02 07:50:00+00:00,90,9.35,27.09,5.1,5.1,,,10.02,0.05,5.48,275.0,275.0,,110.0,20.0,285.8,204.7,104.8,58.0,132.8,27.4,2.9,1.34
2025-04-02 07:55:00+00:00,90,9.485,27.36,5.39,5.39,,,10.1,0.07,5.52,277.5,277.5,,110.0,20.0,290.2,206.5,109.6,60.6,134.6,29.3,2.88,1.43
2025-04-02 08:00:00+00:00,90,9.66,27.26,5.67,5.67,,,10.31,0.07,5.56,277.5,277.5,,110.0,20.0,297.0,208.2,116.1,63.6,141.4,31.8,2.82,1.44
2025-04-02 08:05:00+00:00,90,9.525,27.88,5.35,5.35,,,10.18,0.08,5.6,270.0,270.0,,110.0,20.0,279.3,204.8,94.4,52.8,129.1,26.1,2.93,1.16
2025-04-02 08:10:00+00:00,85,9.94,28.39,5.49,5.49,,,10.59,0.07,5.65,270.0,270.0,,110.0,20.0,292.8,212.8,103.4,57.4,134.9,30.8,2.86,1.25
2025-04-02 08:15:00+00:00,90,10.045,29.42,5.64,5.64,,,10.66,0.04,5.69,295.0,295.0,,110.0,20.0,285.3,211.4,95.6,53.5,128.0,29.4,2.93,1.2
2025-04-02 08:20:00+00:00,95,9.95,30.13,5.72,5.72,,,10.6,0.08,5.74,287.5,287.5,,110.0,20.0,270.1,203.5,84.2,47.3,119.8,25.8,3.03,1.07
2025-04-02 08:25:00+00:00,95,10.115,30.81,5.6,5.6,,,11.05,0.31,5.79,285.0,285.0,,110.0,20.0,271.9,206.3,84.7,47.9,116.5,26.9,3.05,1.14
2025-04-02 08:30:00+00:00,70,10.08,30.88,5.84,5.84,,,10.48,0.07,5.84,277.5,277.5,,110.0,20.0,265.8,198.9,86.4,48.3,114.7,26.7,3.06,1.22
2025-04-02 08:35:00+00:00,85,9.85,31.53,5.7,5.7,,,10.35,0.1,5.89,270.0,270.0,,110.0,20.0,251.5,192.0,74.5,41.9,107.1,22.4,3.2,1.06
2025-04-02 08:40:00+00:00,100,10.605,30.23,4.83,4.83,,,10.98,0.21,5.94,257.5,257.5,,110.0,20.0,289.5,210.9,102.6,55.6,125.4,33.9,2.85,1.38
2025-04-02 08:45:00+00:00,100,10.57,31.06,5.07,5.07,,,11.11,0.1,5.99,250.0,250.0,,110.0,20.0,279.5,210.5,88.1,48.5,119.2,29.8,2.94,1.14
2025-04-02 08:50:00+00:00,100,10.45,31.54,5.65,5.65,,,10.93,0.03,6.05,255.0,255.0,,110.0,20.0,271.4,205.1,83.7,46.5,119.5,28.0,3.02,1.04
2025-04-02 08:55:00+00:00,70,11.305,32.34,5.18,5.18,,,11.29,0.1,6.1,247.5,247.5,,110.0,20.0,296.4,222.6,96.5,53.0,126.7,37.1,2.86,1.19
2025-04-02 09:00:00+00:00,95,11.34,33.1,5.57,5.57,,,12.02,0.14,6.15,262.5,262.5,,110.0,20.0,287.9,221.1,86.5,48.0,121.3,34.2,2.92,1.05
2025-04-02 09:05:00+00:00,90,10.475,33.28,5.88,5.88,,,11.02,0.03,6.21,272.5,272.5,,110.0,20.0,260.4,201.7,72.5,40.8,110.4,25.1,3.18,1.0
2025-04-02 09:10:00+00:00,90,10.5,33.76,5.18,5.18,,,11.08,0.04,6.26,262.5,262.5,,110.0,20.0,262.3,210.7,64.0,37.1,101.3,23.2,3.21,1.0
2025-04-02 09:15:00+00:00,90,11.655,35.09,5.25,5.25,,,12.23,0.1,6.31,255.0,255.0,,110.0,20.0,281.3,223.1,75.2,42.1,110.4,32.1,3.01,1.0
2025-04-02 09:20:00+00:00,85,11.025,35.15,5.18,5.18,,,11.57,0.05,6.36,245.0,245.0,,110.0,20.0,265.5,215.3,62.6,36.2,101.3,25.1,3.19,1.0
2025-04-02 09:25:00+00:00,95,12.25,35.76,5.39,5.39,,,12.8,0.14,6.41,250.0,250.0,,110.0,20.0,298.3,229.6,92.4,51.4,121.0,42.2,2.92,1.19
2025-04-02 09:30:00+00:00,100,12.145,36.2,5.64,5.64,,,12.83,0.25,6.45,267.5,267.5,,110.0,20.0,287.3,226.4,80.7,45.2,114.3,37.0,2.98,1.0
2025-04-02 09:35:00+00:00,65,10.425,35.13,5.57,5.57,,,10.98,0.03,6.5,267.5,267.5,,110.0,20.0,249.6,203.1,55.9,33.1,96.2,20.7,3.37,1.0
2025-04-02 09:40:00+00:00,65,12.425,37.02,5.49,5.49,,,12.65,0.1,6.54,265.0,265.0,,110.0,20.0,288.7,228.3,80.9,45.4,111.8,38.8,2.98,1.05
2025-04-02 09:45:00+00:00,95,12.25,36.97,5.11,5.11,,,12.86,0.17,6.58,250.0,250.0,,110.0,20.0,281.8,226.1,74.0,41.7,104.9,34.9,3.02,1.01
2025-04-02 09:50:00+00:00,65,11.45,36.81,5.75,5.75,,,10.93,0.05,6.62,272.5,272.5,,110.0,20.0,258.4,209.5,61.8,35.4,98.4,26.4,3.21,1.0
2025-04-02 09:55:00+00:00,95,12.355,36.81,5.39,5.39,,,13.01,0.14,6.66,255.0,255.0,,110.0,20.0,285.1,224.2,81.0,45.1,111.0,38.1,2.98,1.07
2025-04-02 10:00:00+00:00,95,12.373,37.1,5.53,5.53,,,13.04,0.31,6.69,272.5,285.0,,110.0,20.0,285.1,225.7,72.5,44.6,101.4,37.7,3.0,1.29
2025-04-02 10:05:00+00:00,85,12.175,37.11,5.57,5.57,,,12.73,0.05,6.72,285.0,285.0,,110.0,20.0,275.1,221.0,71.0,40.1,105.4,33.4,3.05,1.0
2025-04-02 10:10:00+00:00,95,12.32,37.36,5.49,5.49,,,12.94,0.14,6.75,282.5,282.5,,110.0,20.0,278.9,223.4,73.3,41.2,105.2,34.9,3.03,1.01
2025-04-02 10:15:00+00:00,95,12.53,37.47,5.6,5.6,,,13.01,0.14,6.78,280.0,280.0,,110.0,20.0,284.3,223.5,81.3,45.2,110.1,39.2,2.99,1.09
2025-04-02 10:20:00+00:00,85,12.4,37.29,5.5,5.5,,,12.95,0.1,6.8,277.5,277.5,,110.0,20.0,279.7,221.1,77.8,43.4,108.9,37.0,3.01,1.02
2025-04-02 10:25:00+00:00,95,12.39,36.99,5.88,5.88,,,12.97,0.17,6.82,275.0,275.0,,110.0,20.0,280.9,217.6,83.9,46.2,112.8,39.0,2.98,1.11
2025-04-02 10:30:00+00:00,85,12.18,36.4,5.14,5.14,,,12.76,0.14,6.84,265.0,265.0,,110.0,20.0,282.3,219.8,83.3,46.1,109.2,37.5,2.99,1.18
2025-04-02 10:35:00+00:00,95,12.425,36.21,5.57,5.57,,,13.07,0.13,6.86,265.0,265.0,,110.0,20.0,288.0,220.5,89.1,48.6,118.6,41.3,2.91,1.13
2025-04-02 10:40:00+00:00,95,12.39,36.64,5.43,5.43,,,12.9,0.14,6.87,265.0,265.0,,110.0,20.0,285.6,222.8,82.9,45.6,113.0,38.7,2.96,1.07
2025-04-02 10:45:00+00:00,100,12.495,36.42,5.39,5.39,,,12.9,0.28,6.88,257.5,257.5,,110.0,20.0,291.6,224.9,88.3,48.3,117.5,41.5,2.91,1.13
2025-04-02 10:50:00+00:00,100,12.325,36.4,6.1,6.1,,,13.13,0.05,6.89,265.0,265.0,,110.0,20.0,286.4,220.0,87.3,48.0,120.3,40.2,2.95,1.06
2025-04-02 10:55:00+00:00,85,12.81,36.85,5.64,5.64,,,13.32,0.14,6.89,260.0,260.0,,110.0,20.0,301.4,232.2,92.7,50.9,123.0,45.9,2.88,1.13
2025-04-02 11:00:00+00:00,90,12.915,37.25,5.64,5.64,,,13.46,0.07,6.9,265.0,265.0,,110.0,20.0,301.7,235.2,89.0,49.1,121.0,45.3,2.88,1.07
2025-04-02 11:05:00+00:00,95,12.375,37.51,6.13,6.13,,,12.95,0.05,6.9,282.5,282.5,,110.0,20.0,280.3,223.4,73.4,40.8,111.7,35.3,3.03,1.0
2025-04-02 11:10:00+00:00,65,12.775,37.97,5.64,5.64,,,13.04,0.07,6.9,267.5,267.5,,110.0,20.0,290.6,234.4,74.1,41.4,110.6,38.1,2.97,1.0
2025-04-02 11:15:00+00:00,65,13.265,38.72,5.64,5.64,,,13.56,0.17,6.9,267.5,267.5,,110.0,20.0,299.4,240.9,78.5,43.7,113.1,43.1,2.92,1.01
2025-04-02 11:20:00+00:00,95,13.15,39.48,5.85,5.85,,,13.77,0.03,6.9,287.5,287.5,,110.0,20.0,288.8,235.8,70.5,39.8,108.4,39.0,3.0,1.0
2025-04-02 11:25:00+00:00,95,12.968,40.31,5.64,5.64,,,13.7,0.04,6.9,290.0,302.5,,110.0,20.0,284.3,238.6,53.1,34.8,84.9,33.5,3.11,1.06
2025-04-02 11:30:00+00:00,95,13.475,40.45,5.53,5.53,,,14.02,0.17,6.89,292.5,292.5,,110.0,20.0,291.9,238.7,72.8,41.2,104.0,41.8,3.0,1.0
2025-04-02 11:35:00+00:00,85,13.1,40.46,6.1,6.1,,,13.65,0.05,6.89,292.5,292.5,,110.0,20.0,274.8,224.2,67.3,37.6,101.9,36.5,3.09,1.0
2025-04-02 11:40:00+00:00,100,13.125,40.23,6.41,6.41,,,13.67,0.14,6.88,285.0,285.0,,110.0,20.0,275.9,220.6,74.1,40.9,104.4,39.2,3.07,1.0
2025-04-02 11:45:00+00:00,95,12.915,39.53,5.78,5.78,,,13.67,0.07,6.88,280.0,280.0,,110.0,20.0,277.9,223.9,72.7,40.6,102.5,37.7,3.06,1.01
2025-04-02 11:50:00+00:00,85,12.775,39.01,5.53,5.53,,,13.32,0.05,6.87,280.0,280.0,,110.0,20.0,275.4,223.9,68.6,38.4,100.7,35.2,3.05,1.0
2025-04-02 11:55:00+00:00,85,12.845,38.74,5.84,5.84,,,13.39,0.14,6.86,280.0,280.0,,110.0,20.0,281.1,223.3,77.3,42.6,107.0,39.0,3.02,1.02
2025-04-02 12:00:00+00:00,95,12.705,38.55,5.39,5.39,,,13.43,0.1,6.86,272.5,272.5,,110.0,20.0,279.6,225.5,72.1,40.1,101.8,36.1,3.03,1.0
2025-04-02 12:05:00+00:00,85,12.825,38.33,5.18,5.18,,,13.38,0.08,6.85,267.5,267.5,,110.0,20.0,285.1,227.5,77.2,42.6,106.1,38.9,2.99,1.03
2025-04-02 12:10:00+00:00,85,12.635,38.1,5.53,5.53,,,13.18,0.21,6.84,270.0,270.0,,110.0,20.0,281.2,224.3,76.0,42.0,105.7,37.3,3.02,1.02
2025-04-02 12:15:00+00:00,95,12.495,37.55,5.49,5.49,,,12.9,0.14,6.84,270.0,270.0,,110.0,20.0,280.4,223.2,76.1,42.0,105.7,36.4,3.01,1.02
2025-04-02 12:20:00+00:00,85,12.4,37.08,5.13,5.13,,,12.95,0.05,6.83,260.0,260.0,,110.0,20.0,281.6,225.2,74.5,41.1,105.5,35.3,2.99,1.0
2025-04-02 12:25:00+00:00,100,12.67,37.33,5.14,5.14,,,13.43,0.14,6.82,257.5,257.5,,110.0,20.0,291.9,231.5,80.5,44.1,109.6,39.3,2.95,1.05
2025-04-02 12:30:00+00:00,65,12.425,38.07,5.22,5.22,,,13.53,0.1,6.82,262.5,262.5,,110.0,20.0,283.7,231.1,70.2,39.5,102.3,34.3,3.06,1.01
2025-04-02 12:35:00+00:00,95,12.575,38.31,5.45,5.45,,,13.05,0.05,6.81,270.0,270.0,,110.0,20.0,281.2,228.9,69.6,38.9,103.3,34.7,3.05,1.0
2025-04-02 12:40:00+00:00,95,12.635,38.63,5.18,5.18,,,13.07,0.07,6.8,262.5,262.5,,110.0,20.0,282.2,231.5,68.2,38.3,98.8,34.4,3.06,1.0
2025-04-02 12:45:00+00:00,95,13.02,38.7,5.11,5.11,,,13.43,0.14,6.8,267.5,267.5,,110.0,20.0,294.1,234.1,82.2,45.6,106.5,42.5,2.97,1.18
2025-04-02 12:50:00+00:00,95,12.375,38.64,5.18,5.18,,,13.05,0.05,6.79,270.0,270.0,,110.0,20.0,272.0,225.0,62.7,35.3,94.4,30.7,3.12,1.0
2025-04-02 12:55:00+00:00,95,12.635,38.74,5.39,5.39,,,13.32,0.14,6.78,270.0,270.0,,110.0,20.0,276.9,224.8,70.0,38.7,98.4,34.6,3.07,1.0
2025-04-02 13:00:00+00:00,95,12.635,38.7,4.38,4.38,,,13.46,0.17,6.78,237.5,237.5,,110.0,20.0,281.4,229.8,69.8,38.4,91.7,34.2,3.06,1.14
2025-04-02 13:05:00+00:00,95,12.525,38.54,5.38,5.38,,,13.05,0.05,6.77,265.0,265.0,,110.0,20.0,273.9,220.9,71.3,39.3,99.2,34.4,3.08,1.0
2025-04-02 13:10:00+00:00,95,12.53,38.3,5.04,5.04,,,13.04,0.25,6.77,260.0,260.0,,110.0,20.0,278.3,222.8,75.3,41.4,98.3,35.8,3.06,1.15
2025-04-02 13:15:00+00:00,95,12.46,38.03,4.76,4.76,,,13.01,0.14,6.76,255.0,255.0,,110.0,20.0,277.2,222.6,73.8,40.4,95.5,34.7,3.05,1.17
2025-04-02 13:20:00+00:00,25,,,,,,,,,11.41,,,,,,,,,,,,,
2025-04-02 13:25:00+00:00,95,12.425,37.77,4.13,4.13,,,12.97,0.21,6.75,225.0,225.0,,110.0,20.0,279.8,221.7,78.6,42.3,93.3,35.7,3.04,1.41
2025-04-02 13:30:00+00:00,95,12.32,37.65,5.11,5.11,,,13.01,0.25,6.74,250.0,250.0,,110.0,20.0,274.2,216.8,77.4,41.8,98.9,34.9,3.06,1.2
2025-04-02 13:35:00+00:00,85,12.4,37.71,5.35,5.35,,,12.95,0.15,6.74,250.0,250.0,,110.0,20.0,274.9,216.3,78.9,42.5,102.0,36.0,3.04,1.16
2025-04-02 13:40:00+00:00,95,12.285,37.99,4.2,4.2,,,12.83,0.25,6.73,230.0,230.0,,110.0,20.0,274.0,220.7,71.9,38.8,89.9,32.4,3.09,1.25
2025-04-02 13:45:00+00:00,95,12.285,38.08,4.41,4.41,,,12.76,0.14,6.72,237.5,237.5,,110.0,20.0,274.7,219.6,75.1,40.8,92.2,33.8,3.1,1.32
2025-04-02 13:50:00+00:00,85,12.125,37.8,4.38,4.38,,,12.7,0.03,6.72,240.0,240.0,,110.0,20.0,268.4,216.7,70.0,38.1,89.0,31.0,3.12,1.22
2025-04-02 13:55:00+00:00,85,11.41,36.83,5.01,5.01,,,11.95,0.07,6.71,247.5,247.5,,110.0,20.0,253.0,206.2,62.4,34.2,84.8,24.8,3.23,1.06
2025-04-02 14:00:00+00:00,65,11.445,36.01,4.13,4.13,,,11.5,0.1,6.7,237.5,237.5,,110.0,20.0,261.8,210.1,68.9,37.0,85.1,26.7,3.15,1.28
2025-04-02 14:05:00+00:00,85,11.4,35.75,6.1,6.1,,,11.95,0.05,6.69,242.5,242.5,,110.0,20.0,258.6,202.7,73.8,39.3,96.7,28.2,3.14,1.14
2025-04-02 14:10:00+00:00,65,11.463,35.68,3.95,3.95,,,11.68,0.17,6.68,225.0,237.5,,110.0,20.0,269.3,213.3,69.6,39.3,86.1,28.3,3.12,1.45
2025-04-02 14:15:00+00:00,95,11.06,35.1,4.06,4.06,,,11.68,0.07,6.68,230.0,230.0,,110.0,20.0,263.9,211.9,69.5,37.6,87.7,25.4,3.17,1.24
2025-04-02 14:20:00+00:00,65,11.35,34.66,2.03,4.9,2.03,2.06,11.1,0.15,6.67,237.5,237.5,91.9,110.0,20.0,275.3,219.2,77.9,40.7,93.9,28.7,3.05,1.28
2025-04-02 14:25:00+00:00,90,11.095,34.6,3.64,3.64,,,11.64,0.1,6.66,225.0,225.0,,110.0,20.0,271.6,217.9,72.1,38.8,87.1,26.3,3.12,1.35
2025-04-02 14:30:00+00:00,100,10.745,34.52,3.85,3.85,,,11.32,0.07,6.65,227.5,227.5,,110.0,20.0,263.2,215.1,63.6,34.4,83.9,22.3,3.21,1.13
2025-04-02 14:35:00+00:00,100,11.05,34.75,4.13,4.13,,,11.55,0.05,6.64,232.5,232.5,,110.0,20.0,267.8,217.9,66.6,36.0,89.1,24.6,3.14,1.08
2025-04-02 14:40:00+00:00,90,10.92,34.96,3.88,3.88,,,11.5,0.07,6.63,230.0,230.0,,110.0,20.0,266.7,219.1,64.0,34.9,83.7,23.3,3.2,1.14
2025-04-02 14:45:00+00:00,90,11.025,35.07,4.8,4.8,,,11.6,0.07,6.62,245.0,245.0,,110.0,20.0,266.6,216.5,67.9,37.1,89.3,25.0,3.18,1.12
2025-04-02 14:50:00+00:00,85,10.9,35.27,3.97,3.97,,,11.45,0.05,6.61,235.0,235.0,,110.0,20.0,260.7,218.3,56.9,31.1,79.3,20.9,3.24,1.0
2025-04-02 14:55:00+00:00,85,11.025,35.42,3.46,3.46,,,11.57,0.14,6.6,227.5,227.5,,110.0,20.0,264.2,220.5,59.0,31.8,73.7,21.7,3.21,1.24
2025-04-02 15:00:00+00:00,65,11.235,35.44,3.54,3.54,,,11.78,0.1,6.59,237.5,237.5,,110.0,20.0,269.6,220.1,67.7,36.2,79.3,25.2,3.15,1.42
2025-04-02 15:05:00+00:00,95,10.875,35.31,4.05,4.05,,,11.52,0.05,6.58,240.0,240.0,,110.0,20.0,256.8,213.6,58.5,31.7,77.5,21.0,3.25,1.08
2025-04-02 15:10:00+00:00,85,10.955,35.2,3.39,3.39,,,11.5,0.17,6.57,232.5,232.5,,110.0,20.0,262.9,216.8,62.5,33.2,73.8,22.1,3.21,1.39
2025-04-02 15:15:00+00:00,95,10.815,35.02,3.57,3.57,,,11.6,0.14,6.56,235.0,235.0,,110.0,20.0,259.7,215.0,60.8,32.6,73.9,21.1,3.24,1.32
2025-04-02 15:20:00+00:00,65,10.9,34.9,4.13,4.13,,,10.98,0.05,6.54,237.5,237.5,,110.0,20.0,260.3,212.9,64.9,34.7,80.7,22.7,3.2,1.23
2025-04-02 15:25:00+00:00,85,10.92,35.02,3.18,3.18,,,11.47,0.21,6.53,232.5,232.5,,110.0,20.0,264.2,217.5,63.9,33.8,72.2,22.2,3.21,1.52
2025-04-02 15:30:00+00:00,95,10.78,34.9,3.43,3.43,,,11.43,0.21,6.52,235.0,235.0,,110.0,20.0,260.2,215.5,61.3,32.7,72.4,20.9,3.24,1.38
2025-04-02 15:35:00+00:00,95,10.6,34.62,3.75,3.75,,,11.0,0.03,6.51,232.5,232.5,,110.0,20.0,255.2,212.5,58.5,31.2,73.1,19.5,3.27,1.2
2025-04-02 15:40:00+00:00,95,10.71,34.57,3.15,3.15,,,11.22,0.17,6.49,232.5,232.5,,110.0,20.0,262.7,215.9,64.6,34.2,71.3,21.4,3.23,1.61
2025-04-02 15:45:00+00:00,95,10.535,34.24,3.12,3.12,,,11.05,0.17,6.48,232.5,232.5,,110.0,20.0,259.2,214.6,61.3,32.3,68.6,19.7,3.25,1.55
2025-04-02 15:50:00+00:00,95,10.6,33.83,1.95,3.25,1.95,2.13,11.05,0.13,6.46,230.0,230.0,112.2,98.7,8.5,261.8,210.9,70.2,37.3,79.6,22.8,3.19,1.53
2025-04-02 15:55:00+00:00,100,10.535,33.65,2.56,2.56,,,11.22,0.14,6.45,230.0,230.0,,110.0,20.0,269.7,218.9,70.0,36.3,66.3,21.7,3.19,2.0
2025-04-02 16:00:00+00:00,95,10.255,33.22,1.92,2.63,1.92,2.04,11.11,0.17,6.43,227.5,227.5,113.0,98.3,8.2,260.2,213.6,63.7,33.2,64.0,19.1,3.24,1.77
2025-04-02 16:05:00+00:00,95,10.175,32.87,2.58,2.58,,,10.88,0.05,6.41,227.5,227.5,,110.0,20.0,261.3,217.2,60.6,31.3,64.1,17.7,3.23,1.68
2025-04-02 16:10:00+00:00,45,10.395,32.65,1.82,2.45,1.82,1.97,11.08,0.14,6.39,227.5,227.5,88.6,88.0,1.5,271.8,216.1,76.9,40.1,72.0,23.3,3.14,1.95
2025-04-02 16:15:00+00:00,45,10.255,32.46,3.18,3.18,,,10.98,0.17,6.36,227.5,227.5,,110.0,20.0,269.3,219.4,69.9,36.7,75.9,20.8,3.16,1.67
2025-04-02 16:20:00+00:00,45,9.3,32.4,2.38,2.38,,,10.82,0.08,6.34,227.5,227.5,,110.0,20.0,248.0,217.3,42.1,21.6,49.4,10.6,3.48,1.3
2025-04-02 16:25:00+00:00,65,9.275,32.08,1.82,2.41,1.82,1.97,10.77,0.1,6.31,230.0,230.0,105.2,95.9,5.8,249.9,212.4,51.8,27.9,52.0,13.3,3.46,1.76
2025-04-02 16:30:00+00:00,65,9.52,31.91,2.1,2.1,,,10.41,0.07,6.28,227.5,227.5,,110.0,20.0,261.0,221.1,55.8,29.2,51.1,14.2,3.35,2.05
2025-04-02 16:35:00+00:00,80,8.275,30.46,2.4,2.4,,,8.82,0.05,6.25,225.0,225.0,,110.0,20.0,236.0,212.0,33.6,17.9,43.0,7.0,3.68,1.07
2025-04-02 16:40:00+00:00,95,9.345,30.42,2.73,2.73,,,10.06,0.1,6.22,222.5,222.5,,110.0,20.0,262.6,218.7,62.2,32.4,65.1,15.2,3.26,1.8
2025-04-02 16:45:00+00:00,65,9.135,29.53,2.24,2.24,,,9.47,0.17,6.18,220.0,220.0,,110.0,20.0,265.1,220.6,62.8,32.3,63.7,14.4,3.23,1.91
2025-04-02 16:50:00+00:00,95,9.0,28.81,2.03,2.03,,,9.43,0.17,6.14,220.0,220.0,,110.0,20.0,267.5,224.2,61.3,31.1,63.2,13.5,3.2,1.81
2025-04-02 16:55:00+00:00,95,9.03,28.52,1.78,1.78,,,9.57,0.14,6.1,220.0,220.0,,110.0,20.0,275.1,228.4,66.1,33.5,64.1,14.5,3.16,2.1
2025-04-02 17:00:00+00:00,95,9.065,28.17,1.92,1.92,,,9.61,0.14,6.05,220.0,220.0,,110.0,20.0,285.3,231.0,77.1,39.8,74.2,17.1,3.11,2.27
2025-04-02 17:05:00+00:00,45,,,,,,,,,9.96,,,,,,,,,,,,,
2025-04-02 17:10:00+00:00,95,8.61,26.97,2.03,2.03,,,9.33,0.14,5.95,217.5,217.5,,110.0,20.0,285.7,234.0,73.6,37.9,69.5,14.6,3.13,2.42
2025-04-02 17:15:00+00:00,70,7.63,25.72,1.82,1.82,,,8.6,0.1,5.89,217.5,217.5,,110.0,20.0,261.9,227.9,48.6,24.7,47.9,7.6,3.37,2.08
2025-04-02 17:20:00+00:00,65,7.85,25.1,2.13,2.13,,,8.02,0.03,5.84,215.0,215.0,,110.0,20.0,282.9,231.7,72.7,38.4,64.6,12.1,3.2,3.15
2025-04-02 17:25:00+00:00,70,7.7,24.18,1.82,1.82,,,8.03,0.1,5.77,212.5,212.5,,110.0,20.0,277.9,233.3,64.0,32.2,61.8,10.0,3.14,2.19
2025-04-02 17:30:00+00:00,95,7.21,23.11,1.75,1.75,,,7.93,0.1,5.71,212.5,212.5,,110.0,20.0,275.2,231.2,63.0,32.2,59.8,8.7,3.2,2.35
2025-04-02 17:35:00+00:00,85,6.775,22.14,1.83,1.83,,,7.32,0.08,5.64,212.5,212.5,,110.0,20.0,266.5,231.4,50.6,25.0,50.1,6.1,3.27,2.0
2025-04-02 17:40:00+00:00,95,6.965,21.43,1.78,1.78,,,7.47,0.1,5.57,210.0,210.0,,110.0,20.0,283.9,236.0,69.0,34.4,65.9,8.8,3.08,2.25
2025-04-02 17:45:00+00:00,90,6.79,20.86,2.0,2.0,,,7.37,0.1,5.49,212.5,212.5,,110.0,20.0,288.4,241.4,67.7,33.7,64.7,8.2,3.07,2.24
2025-04-02 17:50:00+00:00,75,6.625,20.21,1.85,1.85,,,7.18,0.05,5.41,210.0,210.0,,110.0,20.0,290.4,246.0,64.5,31.7,63.5,7.4,3.05,2.01
2025-04-02 17:55:00+00:00,0,7.0,20.11,1.96,1.96,,,6.95,0.14,5.33,212.5,212.5,,110.0,20.0,,,,,,,2.87,
2025-04-02 18:00:00+00:00,0,7.07,19.97,1.78,1.78,,,7.65,0.1,5.25,215.0,215.0,,110.0,20.0,,,,,,,2.83,
2025-04-02 18:05:00+00:00,100,6.625,19.82,1.85,1.85,,,7.1,0.05,5.16,227.5,227.5,,110.0,20.0,310.0,270.2,58.7,28.9,60.2,6.8,2.99,1.78
2025-04-02 18:10:00+00:00,0,7.525,19.61,1.78,1.78,,,8.07,0.07,5.08,237.5,237.5,,110.0,20.0,,,,,,,2.61,
2025-04-02 18:15:00+00:00,70,6.86,19.43,1.82,1.82,,,7.02,0.21,4.99,245.0,245.0,,110.0,20.0,332.2,280.1,75.7,38.2,72.1,9.4,2.83,2.3
