Time,CS,foF2,MUFD,fmin,fminF,fminE,foE,fxI,FF,foF2p,hF,hF2,hE,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2025-04-01 19:25:00+00:00,90,6.755,19.25,1.75,1.75,,,7.3,0.1,3.75,267.5,267.5,,110.0,20.0,338.9,292.6,67.5,34.1,66.2,8.2,2.85,2.09
2025-04-01 19:30:00+00:00,90,6.72,19.61,1.86,1.86,,,7.26,0.17,3.67,270.0,270.0,,110.0,20.0,330.5,290.1,59.1,29.8,59.3,7.1,2.92,1.93
2025-04-01 19:35:00+00:00,85,6.7,19.95,2.58,2.58,,,7.28,0.13,3.6,280.0,280.0,,110.0,20.0,327.3,289.9,54.9,27.8,56.2,6.6,2.98,1.8
2025-04-01 19:40:00+00:00,100,6.685,19.76,2.13,2.13,,,7.26,0.14,3.54,270.0,270.0,,110.0,20.0,324.2,285.7,56.2,28.4,56.1,6.7,2.96,1.96
2025-04-01 19:45:00+00:00,100,6.755,19.8,1.82,1.82,,,7.34,0.1,3.48,262.5,262.5,,110.0,20.0,326.5,284.2,61.6,31.2,59.8,7.5,2.93,2.16
2025-04-01 19:50:00+00:00,90,6.725,19.89,2.45,2.45,,,7.28,0.15,3.42,270.0,270.0,,110.0,20.0,322.7,285.7,54.1,27.4,54.3,6.6,2.96,1.91
2025-04-01 19:55:00+00:00,100,6.65,19.88,2.28,2.28,,,7.26,0.14,3.36,267.5,267.5,,110.0,20.0,319.7,282.9,53.8,27.3,53.6,6.4,2.99,1.98
2025-04-01 20:00:00+00:00,95,6.685,19.77,2.13,2.13,,,7.26,0.07,3.31,262.5,262.5,,110.0,20.0,322.3,282.3,58.2,29.5,56.6,6.9,2.96,2.14
2025-04-01 20:05:00+00:00,100,6.35,19.58,2.4,2.4,,,7.0,0.05,3.27,267.5,267.5,,110.0,20.0,311.5,280.7,45.3,22.7,47.4,4.9,3.08,1.69
2025-04-01 20:10:00+00:00,100,6.685,19.4,1.86,1.86,,,7.2,0.1,3.23,260.0,260.0,,110.0,20.0,329.7,284.2,66.0,33.5,62.9,7.8,2.9,2.3
2025-04-01 20:15:00+00:00,100,6.72,19.33,2.66,2.66,,,7.16,0.1,3.19,277.5,277.5,,110.0,20.0,335.3,290.4,65.1,33.5,62.6,7.9,2.88,2.26
2025-04-01 20:20:00+00:00,45,5.075,17.38,2.7,2.7,,,6.9,0.05,3.16,280.0,280.0,,110.0,20.0,288.4,268.1,30.3,14.6,34.8,2.1,3.42,1.31
2025-04-01 20:25:00+00:00,100,6.72,19.18,2.03,2.03,,,7.47,0.21,3.13,270.0,270.0,,110.0,20.0,338.7,290.9,69.2,35.4,66.0,8.4,2.86,2.31
2025-04-01 20:30:00+00:00,85,6.755,19.26,1.86,1.86,,,7.3,0.1,3.11,270.0,270.0,,110.0,20.0,341.8,293.9,69.5,35.5,66.8,8.5,2.85,2.24
2025-04-01 20:35:00+00:00,90,6.7,19.51,2.1,2.1,,,7.28,0.2,3.09,280.0,280.0,,110.0,20.0,333.7,295.4,56.3,28.4,57.6,6.8,2.91,1.81
2025-04-01 20:40:00+00:00,100,6.895,19.69,1.78,1.78,,,7.41,0.17,3.07,275.0,275.0,,110.0,20.0,342.4,294.2,69.8,35.9,66.3,8.9,2.86,2.35
2025-04-01 20:45:00+00:00,100,6.685,19.8,1.89,1.89,,,7.16,0.17,3.06,275.0,275.0,,110.0,20.0,327.3,290.3,54.1,27.3,54.7,6.5,2.96,1.88
2025-04-01 20:50:00+00:00,100,5.975,19.05,2.42,2.42,,,6.63,0.05,3.05,282.5,282.5,,110.0,20.0,311.7,280.5,45.6,23.4,46.5,4.4,3.19,1.86
2025-04-01 20:55:00+00:00,100,6.755,19.91,1.96,1.96,,,7.26,0.14,3.04,272.5,272.5,,110.0,20.0,327.8,288.8,56.8,28.9,56.2,7.0,2.95,2.02
2025-04-01 21:00:00+00:00,100,6.755,19.8,1.78,1.78,,,7.55,0.21,3.04,270.0,270.0,,110.0,20.0,330.1,288.3,60.7,31.0,58.9,7.4,2.93,2.17
2025-04-01 21:05:00+00:00,50,,,,,,,,,7.13,,,,,,,,,,,,,
2025-04-01 21:10:00+00:00,100,6.055,19.18,1.89,1.89,,,6.49,0.04,3.04,270.0,270.0,,110.0,20.0,309.3,282.2,40.1,20.0,43.0,4.0,3.17,1.53
2025-04-01 21:15:00+00:00,95,6.3,19.22,1.92,1.92,,,7.02,0.1,3.05,272.5,272.5,,110.0,20.0,317.7,286.0,46.7,23.4,48.6,5.0,3.05,1.71
2025-04-01 21:20:00+00:00,85,6.0,18.31,2.2,2.2,,,6.6,0.03,3.05,277.5,277.5,,110.0,20.0,334.3,281.0,75.6,40.7,62.6,7.5,3.05,3.74
2025-04-01 21:25:00+00:00,85,6.44,18.94,1.82,1.82,,,6.99,0.07,3.06,272.5,272.5,,110.0,20.0,329.2,290.2,56.9,28.7,56.9,6.3,2.94,1.96
2025-04-01 21:30:00+00:00,90,4.865,16.28,2.1,2.1,,,5.41,0.04,3.07,277.5,277.5,,110.0,20.0,294.5,273.4,31.4,15.5,36.0,2.0,3.35,1.3
2025-04-01 21:35:00+00:00,70,3.675,13.04,2.47,2.47,,,4.2,,3.08,287.5,287.5,,110.0,20.0,275.6,258.2,25.5,12.3,29.6,0.9,3.55,1.31
2025-04-01 21:40:00+00:00,90,5.215,17.19,2.13,2.13,,,5.72,0.04,3.09,285.0,285.0,,110.0,20.0,304.6,282.8,32.8,15.9,38.7,2.4,3.3,1.19
2025-04-01 21:45:00+00:00,95,6.475,18.64,3.08,3.08,,,7.26,0.07,3.1,302.5,302.5,,110.0,20.0,342.6,300.0,62.1,31.8,62.3,7.1,2.88,1.96
2025-04-01 21:50:00+00:00,90,3.7,8.43,2.2,2.2,,,4.22,,3.11,580.0,580.0,,110.0,20.0,505.8,431.0,111.2,52.0,141.2,4.1,2.28,1.08
2025-04-01 21:55:00+00:00,65,5.95,18.1,2.1,2.1,,,6.46,0.07,3.12,287.5,287.5,,110.0,20.0,325.7,294.6,46.0,22.9,49.9,4.4,3.04,1.48
2025-04-01 22:00:00+00:00,65,6.125,18.11,2.17,2.17,,,6.18,0.1,3.13,290.0,290.0,,110.0,20.0,334.2,298.3,52.9,26.6,55.6,5.4,2.96,1.65
2025-04-01 22:05:00+00:00,90,5.475,17.23,3.6,3.6,,,6.03,0.03,3.14,320.0,320.0,,110.0,20.0,313.5,284.2,43.3,21.3,46.5,3.5,3.15,1.56
2025-04-01 22:10:00+00:00,90,6.3,18.07,1.82,1.82,,,6.99,0.25,3.15,287.5,287.5,,110.0,20.0,341.7,302.3,57.9,29.1,59.7,6.2,2.87,1.75
2025-04-01 22:15:00+00:00,95,6.755,17.97,1.78,1.78,,,7.41,0.14,3.16,285.0,285.0,,110.0,20.0,399.8,305.8,132.9,71.4,107.8,16.5,2.66,4.52
2025-04-01 22:20:00+00:00,95,5.15,16.56,2.4,2.4,,,5.8,0.03,3.17,295.0,295.0,,110.0,20.0,311.0,286.2,37.1,18.1,43.3,2.7,3.21,1.28
2025-04-01 22:25:00+00:00,100,6.125,17.85,1.89,1.89,,,6.67,0.14,3.18,287.5,287.5,,110.0,20.0,339.2,300.9,56.2,28.3,58.4,5.7,2.91,1.71
2025-04-01 22:30:00+00:00,90,5.425,16.87,2.28,2.28,,,5.97,0.04,3.19,295.0,295.0,,110.0,20.0,319.9,291.4,42.4,21.1,47.2,3.4,3.11,1.39
2025-04-01 22:35:00+00:00,65,6.375,17.9,2.08,2.08,,,6.53,0.1,3.2,292.5,292.5,,110.0,20.0,349.6,306.0,63.7,32.3,64.8,7.0,2.81,1.84
2025-04-01 22:40:00+00:00,85,5.705,17.73,2.13,2.13,,,6.25,0.04,3.2,292.5,292.5,,110.0,20.0,323.7,296.0,41.4,20.4,47.2,3.7,3.11,1.3
2025-04-01 22:45:00+00:00,90,6.335,18.07,1.92,1.92,,,6.84,0.17,3.21,287.5,287.5,,110.0,20.0,344.2,302.9,60.6,30.6,62.0,6.6,2.85,1.82
2025-04-01 22:50:00+00:00,65,6.2,18.02,2.4,2.4,,,5.95,0.05,3.21,295.0,295.0,,110.0,20.0,339.9,300.4,58.0,29.4,59.8,6.0,2.91,1.77
2025-04-01 22:55:00+00:00,100,6.405,17.97,1.82,1.82,,,7.13,0.14,3.22,282.5,282.5,,110.0,20.0,348.4,302.4,67.1,34.1,66.5,7.4,2.81,2.01
2025-04-01 23:00:00+00:00,70,6.23,17.99,2.07,2.07,,,6.32,0.1,3.22,287.5,287.5,,110.0,20.0,340.8,301.1,58.2,29.4,60.0,6.1,2.89,1.77
2025-04-01 23:05:00+00:00,45,5.175,16.85,2.65,2.65,,,6.88,0.25,3.22,300.0,300.0,,110.0,20.0,309.4,285.0,36.7,17.6,42.9,2.6,3.26,1.27
2025-04-01 23:10:00+00:00,100,6.965,18.1,2.07,2.07,,,7.58,0.17,3.22,287.5,287.5,,110.0,20.0,435.6,307.3,179.6,97.8,140.9,23.7,2.6,5.66
2025-04-01 23:15:00+00:00,50,5.18,16.87,2.17,2.17,,,6.95,0.07,3.22,290.0,290.0,,110.0,20.0,309.1,285.9,34.9,17.0,41.2,2.6,3.26,1.22
2025-04-01 23:20:00+00:00,70,6.3,17.92,2.08,2.08,,,6.47,0.1,3.22,287.5,287.5,,110.0,20.0,343.2,302.2,60.2,30.4,61.7,6.4,2.85,1.79
2025-04-01 23:25:00+00:00,70,6.055,17.87,2.0,2.0,,,5.03,0.07,3.21,287.5,287.5,,110.0,20.0,333.4,298.5,51.5,25.7,54.6,5.1,2.95,1.59
2025-04-01 23:30:00+00:00,90,6.405,17.82,1.86,1.86,,,7.02,0.07,3.21,285.0,285.0,,110.0,20.0,351.9,303.5,70.4,35.9,69.2,7.8,2.78,2.08
2025-04-01 23:35:00+00:00,50,4.45,15.1,2.53,2.53,,,5.97,0.03,3.2,297.5,297.5,,110.0,20.0,295.4,274.3,31.5,15.0,37.3,1.7,3.39,1.23
2025-04-01 23:40:00+00:00,100,6.335,17.78,2.0,2.0,,,7.51,0.49,3.2,285.0,285.0,,110.0,20.0,352.6,301.6,73.9,38.1,70.6,8.0,2.81,2.3
2025-04-01 23:45:00+00:00,100,6.86,17.81,1.92,1.92,,,8.14,0.63,3.19,282.5,282.5,,110.0,20.0,428.7,306.2,172.1,93.0,135.0,21.9,2.6,5.52
2025-04-01 23:50:00+00:00,100,6.25,17.86,2.0,2.0,,,6.68,0.13,3.19,282.5,282.5,,110.0,20.0,339.9,298.5,60.6,30.7,61.3,6.4,2.86,1.88
2025-04-01 23:55:00+00:00,70,6.265,18.14,1.82,1.82,,,6.04,0.07,3.18,277.5,277.5,,110.0,20.0,334.7,294.3,59.2,29.9,59.4,6.2,2.89,1.92
2025-04-02 00:00:00+00:00,90,6.335,18.25,1.86,1.86,,,7.02,0.17,3.17,272.5,272.5,,110.0,20.0,334.3,291.3,62.5,31.7,61.3,6.7,2.88,2.08
2025-04-02 00:05:00+00:00,90,4.85,16.38,2.7,2.7,,,5.45,0.03,3.16,282.5,282.5,,110.0,20.0,289.0,267.8,31.6,15.4,35.5,2.0,3.38,1.41
2025-04-02 00:10:00+00:00,95,6.37,18.47,1.72,1.72,,,7.05,0.14,3.15,262.5,262.5,,110.0,20.0,329.9,285.1,65.1,33.0,62.3,7.0,2.9,2.26
2025-04-02 00:15:00+00:00,100,6.3,18.65,1.75,1.75,,,7.16,0.25,3.14,260.0,260.0,,110.0,20.0,321.9,282.2,57.9,29.1,56.8,6.1,2.96,2.06
2025-04-02 00:20:00+00:00,90,6.275,18.89,2.47,2.47,,,6.82,0.05,3.13,272.5,272.5,,110.0,20.0,318.4,284.5,49.8,25.1,50.9,5.3,3.01,1.8
2025-04-02 00:25:00+00:00,100,6.475,19.18,1.89,1.89,,,7.3,0.28,3.13,260.0,260.0,,110.0,20.0,323.6,280.4,62.4,32.0,58.9,7.0,2.96,2.4
2025-04-02 00:30:00+00:00,100,6.265,19.26,1.64,1.64,,,7.13,0.14,3.11,255.0,255.0,,110.0,20.0,309.3,273.5,52.1,26.4,51.3,5.5,3.07,2.05
2025-04-02 00:35:00+00:00,85,6.525,19.09,1.8,1.8,,,7.07,0.05,3.1,255.0,255.0,,110.0,20.0,341.5,274.2,95.3,50.8,77.7,11.0,2.92,4.35
2025-04-02 00:40:00+00:00,95,6.335,18.96,1.78,1.78,,,7.09,0.14,3.09,252.5,252.5,,110.0,20.0,314.9,272.3,61.6,31.5,58.0,6.6,2.99,2.4
2025-04-02 00:45:00+00:00,90,6.44,18.81,1.78,1.78,,,7.05,0.07,3.08,250.0,250.0,,110.0,20.0,322.5,273.5,70.7,36.3,65.3,7.8,2.92,2.58
2025-04-02 00:50:00+00:00,65,6.3,18.55,1.88,1.88,,,6.5,0.05,3.07,252.5,252.5,,110.0,20.0,320.4,273.0,68.1,35.2,61.8,7.2,2.94,2.74
2025-04-02 00:55:00+00:00,70,5.915,18.29,1.78,1.78,,,6.28,0.25,3.06,247.5,247.5,,110.0,20.0,301.3,265.9,51.5,25.9,50.7,4.8,3.09,2.04
2025-04-02 01:00:00+00:00,100,6.055,18.0,1.82,1.82,,,6.43,0.25,3.05,250.0,250.0,,110.0,20.0,314.5,270.5,63.6,32.4,59.9,6.2,2.97,2.39
2025-04-02 01:05:00+00:00,100,5.15,17.18,2.42,2.42,,,5.78,0.03,3.03,262.5,262.5,,110.0,20.0,287.7,264.7,33.9,16.8,36.7,2.4,3.34,1.55
2025-04-02 01:10:00+00:00,95,5.915,17.41,1.78,1.78,,,6.36,0.28,3.02,252.5,252.5,,110.0,20.0,319.5,273.7,66.0,33.7,62.2,6.2,2.94,2.38
2025-04-02 01:15:00+00:00,90,5.845,17.32,2.07,2.07,,,6.39,0.21,3.01,260.0,260.0,,110.0,20.0,319.0,277.8,59.5,30.4,57.3,5.4,2.96,2.22
2025-04-02 01:20:00+00:00,90,4.825,16.05,4.4,4.4,,,5.4,0.03,3.0,325.0,325.0,,110.0,20.0,285.7,260.9,36.2,18.5,37.2,2.3,3.33,1.81
2025-04-02 01:25:00+00:00,95,6.3,17.1,2.17,2.17,,,7.02,0.17,2.99,270.0,270.0,,110.0,20.0,397.5,286.1,155.9,85.0,122.2,16.8,2.71,5.76
2025-04-02 01:30:00+00:00,100,5.775,16.99,2.52,2.52,,,6.22,0.1,2.98,280.0,280.0,,110.0,20.0,326.1,285.9,58.5,29.9,58.4,5.3,2.94,1.97
2025-04-02 01:35:00+00:00,65,5.525,16.8,3.25,3.25,,,6.25,0.17,2.97,300.0,300.0,,110.0,20.0,316.5,282.9,49.4,24.7,51.9,4.1,3.04,1.66
2025-04-02 01:40:00+00:00,100,5.39,16.25,2.07,2.07,,,5.97,0.07,2.96,277.5,277.5,,110.0,20.0,319.0,283.8,51.5,26.0,53.7,4.0,3.02,1.72
2025-04-02 01:45:00+00:00,90,5.565,16.04,2.13,2.13,,,6.18,0.07,2.95,282.5,282.5,,110.0,20.0,333.6,291.6,61.2,31.0,62.4,5.1,2.88,1.84
2025-04-02 01:50:00+00:00,95,4.975,15.19,2.4,2.4,,,5.7,0.05,2.94,292.5,292.5,,110.0,20.0,320.2,286.9,49.1,24.4,54.0,3.3,3.05,1.48
2025-04-02 01:55:00+00:00,65,5.075,14.95,2.66,2.66,,,5.62,0.1,2.94,305.0,305.0,,110.0,20.0,331.2,292.9,56.3,28.2,60.3,3.9,2.94,1.59
2025-04-02 02:00:00+00:00,100,5.18,14.83,2.48,2.48,,,5.86,0.14,2.93,305.0,305.0,,110.0,20.0,342.2,300.3,61.6,30.9,65.6,4.5,2.86,1.6
2025-04-02 02:05:00+00:00,45,4.75,14.44,2.65,2.65,,,6.7,0.05,2.93,315.0,315.0,,110.0,20.0,325.6,291.2,51.0,24.8,57.3,3.1,3.04,1.39
2025-04-02 02:10:00+00:00,100,4.655,14.03,2.2,2.2,,,5.09,0.04,2.93,307.5,307.5,,110.0,20.0,328.2,293.9,50.8,25.2,57.3,3.0,3.02,1.36
2025-04-02 02:15:00+00:00,90,5.32,14.78,2.84,2.84,,,6.01,0.17,2.93,325.0,325.0,,110.0,20.0,353.6,306.7,68.9,34.7,72.5,5.3,2.78,1.67
2025-04-02 02:20:00+00:00,70,4.475,14.07,2.25,2.25,,,4.72,0.05,2.93,310.0,310.0,,110.0,20.0,318.9,289.1,44.6,21.5,53.2,2.4,3.14,1.21
2025-04-02 02:25:00+00:00,90,5.32,15.2,2.0,2.0,,,5.93,0.1,2.94,302.5,302.5,,110.0,20.0,345.9,305.6,59.6,29.8,65.5,4.6,2.86,1.45
2025-04-02 02:30:00+00:00,100,5.075,14.94,1.86,1.86,,,5.83,0.1,2.94,297.5,297.5,,110.0,20.0,335.5,298.9,54.2,27.1,60.2,3.8,2.94,1.39
2025-04-02 02:35:00+00:00,100,5.075,15.08,2.38,2.38,,,5.78,0.03,2.95,307.5,307.5,,110.0,20.0,331.5,294.8,54.4,26.9,60.6,3.8,2.97,1.41
2025-04-02 02:40:00+00:00,90,5.95,15.5,1.92,1.92,,,6.64,0.14,2.96,295.0,295.0,,110.0,20.0,410.2,305.4,148.1,80.0,120.6,14.3,2.61,4.37
2025-04-02 02:45:00+00:00,100,5.145,15.38,2.41,2.41,,,5.8,0.07,2.98,302.5,302.5,,110.0,20.0,328.5,292.4,53.5,26.6,59.3,3.8,2.99,1.42
2025-04-02 02:50:00+00:00,90,5.9,15.28,3.42,3.42,,,6.47,0.03,2.99,330.0,330.0,,110.0,20.0,444.7,331.9,158.4,88.5,124.9,15.5,2.59,5.61
2025-04-02 02:55:00+00:00,100,5.18,15.1,2.56,2.56,,,5.86,0.21,3.02,307.5,307.5,,110.0,20.0,334.8,294.7,59.1,29.5,64.9,4.3,2.91,1.47
2025-04-02 03:00:00+00:00,100,4.585,14.14,2.03,2.03,,,4.99,0.07,3.04,297.5,297.5,,110.0,20.0,318.2,286.0,47.6,23.7,55.7,2.8,3.08,1.23
2025-04-02 03:05:00+00:00,70,4.5,13.73,2.4,2.4,,,4.78,0.03,3.06,310.0,310.0,,110.0,20.0,320.7,284.5,53.2,26.0,61.8,2.9,3.05,1.3
2025-04-02 03:10:00+00:00,90,4.83,13.36,2.52,2.52,,,5.38,0.07,3.09,322.5,322.5,,110.0,20.0,351.3,301.8,72.1,36.1,79.4,4.6,2.77,1.48
2025-04-02 03:15:00+00:00,100,4.55,13.03,2.28,2.28,,,5.13,0.1,3.13,325.0,325.0,,110.0,20.0,345.7,301.4,64.6,32.1,76.2,3.7,2.86,1.24
2025-04-02 03:20:00+00:00,90,6.4,13.19,4.38,4.38,,,6.97,0.03,3.16,440.0,440.0,,110.0,20.0,509.4,408.8,147.3,72.1,159.7,16.0,2.06,1.52
2025-04-02 03:25:00+00:00,100,4.76,12.83,2.52,2.52,,,5.41,0.35,3.2,347.5,347.5,,110.0,20.0,365.4,309.5,80.6,40.8,92.8,5.1,2.69,1.34
2025-04-02 03:30:00+00:00,95,4.795,12.83,1.78,1.78,,,5.2,0.1,3.24,330.0,330.0,,110.0,20.0,369.7,316.5,76.5,39.2,90.9,5.0,2.67,1.22
2025-04-02 03:35:00+00:00,100,4.45,12.74,2.25,2.25,,,4.85,0.05,3.28,342.5,342.5,,110.0,20.0,343.9,297.2,66.3,33.6,85.8,3.8,2.86,1.04
2025-04-02 03:40:00+00:00,100,4.865,13.08,2.07,2.07,,,5.3,0.14,3.33,335.0,335.0,,110.0,20.0,362.6,305.8,80.7,41.9,96.7,5.5,2.69,1.24
2025-04-02 03:45:00+00:00,90,4.76,13.25,2.07,2.07,,,5.48,0.31,3.38,327.5,327.5,,110.0,20.0,346.7,295.5,71.9,37.6,90.1,4.8,2.78,1.13
2025-04-02 03:50:00+00:00,90,4.625,13.34,2.88,2.88,,,5.1,0.08,3.43,335.0,335.0,,110.0,20.0,322.8,268.4,74.8,38.5,91.3,4.6,2.88,1.25
2025-04-02 03:55:00+00:00,65,5.215,14.0,2.63,2.63,,,5.8,0.1,3.48,310.0,310.0,,110.0,20.0,354.0,277.6,106.9,56.4,114.7,8.2,2.68,1.75
2025-04-02 04:00:00+00:00,100,5.25,14.73,2.52,2.52,,,5.93,0.17,3.54,290.0,290.0,,110.0,20.0,329.3,261.5,94.5,50.3,104.8,7.5,2.81,1.64
2025-04-02 04:05:00+00:00,95,5.25,15.64,2.25,2.25,,,5.95,0.1,3.6,275.0,275.0,,110.0,20.0,297.3,246.0,70.5,37.7,86.5,5.8,2.98,1.28
2025-04-02 04:10:00+00:00,85,5.215,16.69,2.07,2.07,,,5.83,0.1,3.66,260.0,260.0,,110.0,20.0,272.3,232.4,54.0,29.3,69.1,4.5,3.2,1.19
2025-04-02 04:15:00+00:00,100,5.145,17.41,2.48,2.48,,,5.8,0.07,3.72,252.5,252.5,,110.0,20.0,253.5,217.5,48.1,26.6,65.7,4.0,3.38,1.07
2025-04-02 04:20:00+00:00,100,5.25,17.86,3.13,3.13,,,5.82,0.05,3.78,252.5,252.5,,110.0,20.0,244.0,204.2,52.1,28.1,69.3,4.4,3.4,1.14
2025-04-02 04:25:00+00:00,95,5.635,18.51,2.41,2.41,,,6.07,0.07,3.85,245.0,245.0,,110.0,20.0,255.1,211.2,59.7,32.8,70.3,5.8,3.29,1.51
2025-04-02 04:30:00+00:00,85,5.53,18.3,2.17,2.17,,,6.22,0.14,3.91,235.0,235.0,,110.0,20.0,247.2,205.2,56.1,30.6,63.4,5.2,3.31,1.61
2025-04-02 04:35:00+00:00,80,5.175,17.94,2.05,2.58,2.05,2.08,5.8,0.05,3.97,232.5,232.5,133.2,110.0,20.0,227.2,186.6,49.1,28.9,67.6,4.5,3.47,1.24
2025-04-02 04:40:00+00:00,95,5.075,17.5,2.69,2.69,,,5.8,0.1,4.03,232.5,232.5,,110.0,20.0,231.8,189.9,53.4,30.1,69.9,4.4,3.45,1.28
2025-04-02 04:45:00+00:00,95,5.81,16.94,2.63,2.63,,,6.49,0.07,4.1,225.0,225.0,,110.0,20.0,287.8,202.3,113.9,60.4,122.4,10.9,2.91,1.83
2025-04-02 04:50:00+00:00,100,5.625,17.24,1.73,3.1,1.73,1.75,6.22,0.15,4.16,237.5,237.5,112.0,110.0,20.0,263.5,202.6,77.1,42.2,100.8,7.4,3.07,1.24
2025-04-02 04:55:00+00:00,85,6.055,17.38,2.8,2.8,,,6.67,0.04,4.22,225.0,225.0,,110.0,20.0,288.5,207.1,106.1,56.8,122.2,11.2,2.87,1.58
2025-04-02 05:00:00+00:00,90,6.072,17.07,2.69,2.69,,,6.78,0.07,4.28,215.0,247.5,,110.0,20.0,287.3,205.4,97.4,57.3,122.5,11.3,2.82,1.58
2025-04-02 05:05:00+00:00,90,5.225,16.8,2.78,2.78,,,5.8,0.08,4.34,227.5,227.5,,110.0,20.0,244.9,186.0,70.4,39.6,97.6,6.1,3.21,1.19
2025-04-02 05:10:00+00:00,95,6.125,18.22,2.94,2.94,,,6.91,0.1,4.4,225.0,225.0,,110.0,20.0,282.6,210.9,89.7,50.2,120.0,10.4,2.97,1.23
2025-04-02 05:15:00+00:00,65,5.985,18.54,1.68,3.22,1.68,1.93,6.84,0.1,4.46,240.0,330.0,105.1,96.4,6.4,267.0,200.5,60.2,47.0,107.4,9.3,3.1,1.26
2025-04-02 05:20:00+00:00,100,6.25,18.63,2.8,2.8,,,7.07,0.22,4.51,225.0,225.0,,110.0,20.0,280.6,214.2,82.4,47.5,115.5,10.3,2.98,1.16
2025-04-02 05:25:00+00:00,95,6.615,19.18,4.13,4.13,,,7.34,0.1,4.56,322.5,322.5,,110.0,20.0,299.4,215.9,110.6,62.6,133.5,14.8,2.9,1.57
2025-04-02 05:30:00+00:00,95,6.44,19.71,3.99,3.99,,,7.2,0.17,4.61,302.5,302.5,,110.0,20.0,268.6,206.1,76.1,44.4,114.8,10.3,3.06,1.03
2025-04-02 05:35:00+00:00,95,6.75,20.19,5.57,5.57,,,7.45,0.1,4.66,325.0,325.0,,110.0,20.0,268.6,191.4,100.2,54.5,117.7,13.4,2.99,1.56
2025-04-02 05:40:00+00:00,100,7.035,20.88,2.07,3.36,2.07,2.46,7.72,0.1,4.71,245.0,245.0,103.5,97.5,7.3,287.6,211.0,100.7,58.4,123.1,15.7,2.97,1.57
2025-04-02 05:45:00+00:00,95,7.105,21.46,2.24,3.46,2.24,2.56,7.79,0.1,4.75,257.5,257.5,108.1,98.2,8.0,280.2,207.3,94.9,55.5,118.1,15.3,3.02,1.52
2025-04-02 05:50:00+00:00,95,7.2,21.78,5.18,5.18,,,7.85,0.1,4.79,297.5,297.5,,110.0,20.0,278.1,196.3,109.0,60.0,123.6,16.6,3.03,1.74
2025-04-02 05:55:00+00:00,95,7.14,22.26,2.2,4.13,2.2,2.25,7.89,0.21,4.83,282.5,282.5,102.6,110.0,20.0,268.6,205.4,82.3,46.9,108.6,13.1,3.12,1.28
2025-04-02 06:00:00+00:00,100,7.28,22.15,4.55,4.55,,,8.1,0.17,4.86,282.5,282.5,,110.0,20.0,270.1,197.9,92.9,52.1,117.7,15.0,3.04,1.39
2025-04-02 06:05:00+00:00,95,7.35,22.14,4.15,4.15,,,8.07,0.1,4.9,272.5,272.5,,110.0,20.0,271.8,201.5,89.7,50.8,118.1,15.0,3.01,1.29
2025-04-02 06:10:00+00:00,100,7.49,22.36,4.13,4.13,,,8.35,0.21,4.93,262.5,262.5,,110.0,20.0,276.5,203.4,93.7,52.7,120.5,16.1,2.98,1.34
2025-04-02 06:15:00+00:00,100,7.63,22.89,2.63,4.09,2.63,2.67,8.39,0.14,4.96,255.0,255.0,107.5,110.0,20.0,279.1,205.3,94.5,54.1,123.2,17.2,3.0,1.34
2025-04-02 06:20:00+00:00,90,7.675,22.87,5.43,5.43,,,8.5,0.13,4.99,297.5,297.5,,110.0,20.0,279.6,195.2,110.2,60.6,130.3,19.1,2.98,1.58
2025-04-02 06:25:00+00:00,85,7.945,22.86,4.62,4.62,,,8.66,0.1,5.02,275.0,275.0,,110.0,20.0,290.2,207.5,106.5,59.1,134.6,20.2,2.88,1.37
2025-04-02 06:30:00+00:00,100,7.91,23.65,2.28,5.43,2.28,2.88,8.73,0.17,5.04,307.5,307.5,101.3,97.0,6.9,270.2,185.7,105.3,59.7,140.6,20.2,2.99,1.29
2025-04-02 06:35:00+00:00,95,7.775,24.11,4.43,4.43,,,8.5,0.17,5.07,262.5,262.5,,110.0,20.0,264.5,203.9,74.1,43.7,114.1,14.8,3.1,1.01
2025-04-02 06:40:00+00:00,95,8.085,24.41,4.86,4.86,,,8.88,0.21,5.09,297.5,297.5,,110.0,20.0,282.1,204.1,102.8,58.1,126.1,20.4,3.02,1.51
2025-04-02 06:45:00+00:00,100,7.998,24.85,3.92,3.92,,,8.84,0.25,5.12,240.0,295.0,,110.0,20.0,268.3,212.1,68.0,44.6,91.1,15.7,3.12,1.5
2025-04-02 06:50:00+00:00,100,7.925,24.61,2.67,5.2,2.67,2.9,8.35,0.1,5.14,277.5,277.5,101.3,95.0,4.8,247.6,175.1,88.0,50.5,125.4,17.2,3.11,1.16
2025-04-02 06:55:00+00:00,100,7.91,24.69,3.85,3.85,,,8.35,0.1,5.16,227.5,227.5,,110.0,20.0,258.7,197.9,74.5,42.7,106.0,14.9,3.12,1.12
2025-04-02 07:00:00+00:00,90,8.61,25.34,5.18,5.18,,,9.33,0.1,5.19,280.0,280.0,,110.0,20.0,284.1,206.4,99.6,55.7,130.4,22.4,2.94,1.28
2025-04-02 07:05:00+00:00,90,8.363,26.12,4.13,4.13,,,8.9,0.08,5.21,237.5,262.5,,110.0,20.0,264.9,208.2,62.4,42.6,106.0,16.5,3.13,1.07
