Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2025-02-01 00:00:00+00:00,100,3.78,11.49,1.82,,1.82,,,4.5,0.14,3.25,,280.0,280.0,,,110.0,20.0,314.7,279.1,51.1,26.1,51.8,2.0,3.04,1.9
2025-02-01 00:05:00+00:00,90,3.925,11.52,2.08,,2.08,,,4.7,0.22,3.27,,290.0,290.0,,,110.0,20.0,325.7,286.4,56.7,29.0,57.5,2.4,2.94,1.91
2025-02-01 00:10:00+00:00,100,3.85,11.57,1.78,,1.78,,,4.53,0.17,3.29,,280.0,280.0,,,110.0,20.0,320.2,282.3,54.5,27.9,54.9,2.2,3.01,1.94
2025-02-01 00:15:00+00:00,100,3.885,11.62,1.82,,1.82,,,4.71,0.17,3.3,,282.5,282.5,,,110.0,20.0,322.8,282.4,58.0,30.0,57.1,2.4,2.99,2.13
2025-02-01 00:20:00+00:00,70,3.75,11.59,2.83,,2.83,,,4.3,0.1,3.32,,322.5,322.5,,,110.0,20.0,312.4,280.2,46.5,23.5,49.2,1.8,3.09,1.68
2025-02-01 00:25:00+00:00,100,3.955,11.73,1.78,,1.78,,,4.71,0.17,3.33,,282.5,282.5,,,110.0,20.0,324.2,283.3,58.8,30.4,57.8,2.5,2.96,2.11
2025-02-01 00:30:00+00:00,100,4.025,11.75,2.1,,2.1,,,4.74,0.17,3.34,,290.0,290.0,,,110.0,20.0,333.7,283.8,71.0,37.7,63.5,3.2,2.92,3.02
2025-02-01 00:35:00+00:00,90,2.9,9.8,2.53,,2.53,,,3.42,,3.34,,305.0,305.0,,,110.0,20.0,279.1,256.6,32.2,16.6,33.7,0.8,3.38,1.76
2025-02-01 00:40:00+00:00,100,4.095,11.86,1.82,,1.82,,,4.82,0.1,3.35,,280.0,280.0,,,110.0,20.0,340.8,282.4,82.7,44.5,69.3,3.8,2.9,3.77
2025-02-01 00:45:00+00:00,100,4.13,12.06,1.78,,1.78,,,4.82,0.21,3.35,,277.5,277.5,,,110.0,20.0,329.6,283.5,65.9,34.3,61.5,3.1,2.92,2.52
2025-02-01 00:50:00+00:00,70,3.075,10.54,2.05,,2.05,,,3.67,0.05,3.35,,285.0,285.0,,,110.0,20.0,279.6,258.9,29.7,14.9,32.9,0.8,3.43,1.48
2025-02-01 00:55:00+00:00,100,4.27,12.7,1.82,,1.82,,,4.99,0.17,3.34,,272.5,272.5,,,110.0,20.0,320.8,277.8,61.4,32.0,56.8,3.0,2.97,2.6
2025-02-01 01:00:00+00:00,100,4.235,13.05,2.24,,2.24,,,4.99,0.1,3.33,,277.5,277.5,,,110.0,20.0,311.5,272.8,55.4,29.1,50.9,2.7,3.08,2.78
2025-02-01 01:05:00+00:00,90,4.25,13.22,2.1,,2.1,,,4.93,0.13,3.32,,270.0,270.0,,,110.0,20.0,302.5,270.2,46.6,24.1,45.7,2.3,3.11,2.14
2025-02-01 01:10:00+00:00,85,4.27,13.56,1.82,,1.82,,,4.95,0.28,3.31,,260.0,260.0,,,110.0,20.0,294.1,262.7,45.1,23.2,44.1,2.2,3.18,2.15
2025-02-01 01:15:00+00:00,100,4.27,13.61,2.13,,2.13,,,5.03,0.1,3.3,,260.0,260.0,,,110.0,20.0,293.5,259.8,48.1,25.3,43.3,2.4,3.19,2.96
2025-02-01 01:20:00+00:00,85,4.225,13.92,1.9,,1.9,,,4.88,0.1,3.28,,250.0,250.0,,,110.0,20.0,279.5,252.5,39.0,19.9,39.2,1.9,3.29,1.96
2025-02-01 01:25:00+00:00,100,4.235,13.97,1.78,,1.78,,,4.99,0.07,3.26,,242.5,242.5,,,110.0,20.0,277.1,245.4,45.3,23.7,41.9,2.2,3.3,2.61
2025-02-01 01:30:00+00:00,100,4.2,13.96,1.64,,1.64,,,4.99,0.17,3.23,,235.0,235.0,,,110.0,20.0,271.1,239.6,45.0,23.4,42.2,2.2,3.33,2.48
2025-02-01 01:35:00+00:00,90,4.2,13.86,1.92,,1.92,,,4.8,0.05,3.21,,235.0,235.0,,,110.0,20.0,272.2,239.6,46.5,24.5,41.5,2.2,3.3,2.95
2025-02-01 01:40:00+00:00,90,3.92,13.23,1.82,,1.82,,,4.64,0.17,3.18,,230.0,230.0,,,110.0,20.0,261.4,232.6,41.1,21.3,38.2,1.7,3.38,2.56
2025-02-01 01:45:00+00:00,90,4.13,12.83,1.72,,1.72,,,4.74,0.1,3.16,,222.5,222.5,,,110.0,20.0,290.8,234.3,79.6,42.4,64.3,3.7,3.11,4.4
2025-02-01 01:50:00+00:00,0,3.9,12.38,2.67,,2.67,,,4.53,0.05,3.13,,255.0,255.0,,,110.0,20.0,,,,,,,3.17,
2025-02-01 01:55:00+00:00,0,3.92,12.1,1.78,,1.78,,,4.68,0.25,3.1,,225.0,225.0,,,110.0,20.0,,,,,,,3.09,
