column,mean_availability
Time,100.0
CS,100.0
foF2p,100.0
hF,98.65176960059621
hF2,98.65176960059621
fmin,98.65176960059621
foF2,98.65176960059621
fminF,98.65176960059621
hmE,98.63682719836342
yE,98.63682719836342
MD,98.62374583644421
MUFD,98.62374583644421
fxI,98.49547850000586
FF,97.72952174874165
hmF2,96.76580541605867
TEC,96.76580541605867
caleF2,96.76580541605867
halfNm,96.76580541605867
B1,96.76580541605867
yF2,96.76300303964346
B0,96.76300303964346
foE,12.133694437663388
fminE,12.133694437663388
hE,12.110655079570591
foEs,9.57055157922144
minEs,9.57055157922144
hEs,9.57055157922144
fbEs,1.95551031418697
foF1,1.3370842921577308
hmF1,1.2931876056161473
yF1,1.2754428269681566
D1,1.1726749032685613
QF,0.02272918470719587
peEs_QD,0.0
hEa_QD,0.0
hmF1_QD,0.0
hEs_QD,0.0
yF1_QD,0.0
yE_QD,0.0
hmE_QD,0.0
hF2_QD,0.0
hF_QD,0.0
hP,0.0
hP_QD,0.0
peEs,0.0
minEs_QD,0.0
halfNm_QD,0.0
hmF2_QD,0.0
hEa,0.0
foF1_QD,0.0
hE_QD,0.0
fxI_QD,0.0
B1_QD,0.0
D1_QD,0.0
FE,0.0
FE_QD,0.0
FF_QD,0.0
MD_QD,0.0
MUFD_QD,0.0
QE,0.0
QE_QD,0.0
QF_QD,0.0
TEC_QD,0.0
caleF2_QD,0.0
fbEs_QD,0.0
fminE_QD,0.0
fminF_QD,0.0
fmin_QD,0.0
foE_QD,0.0
foEa,0.0
foEa_QD,0.0
foEs_QD,0.0
B0_QD,0.0
foF2_QD,0.0
foF2p_QD,0.0
foP,0.0
foP_QD,0.0
yF2_QD,0.0
