Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2014-01-01 00:00:00+00:00,100,3.125,,9.06,2.08,,2.08,,,3.75,0.08,,3.14,,310.0,,,,110.0,20.0,335.1,286.0,70.1,37.5,66.5,1.9,2.9,2.63
2014-01-01 00:15:00+00:00,100,3.075,,9.35,1.73,,1.73,,,3.63,,,3.18,,282.0,,,,110.0,20.0,315.0,271.7,61.6,33.1,56.8,1.6,3.04,3.01
2014-01-01 00:30:00+00:00,100,3.025,,9.36,1.73,,1.73,,,3.6,0.03,,3.2,,278.5,,,,110.0,20.0,308.6,267.8,58.1,31.2,53.1,1.5,3.1,3.14
2014-01-01 00:45:00+00:00,100,3.25,,9.52,1.77,,1.77,,,3.8,,,3.2,,280.0,,,,110.0,20.0,328.2,274.6,76.0,41.2,66.8,2.2,2.93,3.91
2014-01-01 01:00:00+00:00,100,3.075,,9.68,1.73,,1.73,,,3.7,0.08,,3.17,,276.0,,,,110.0,20.0,302.6,265.3,53.1,28.5,49.8,1.4,3.15,2.8
2014-01-01 01:15:00+00:00,100,3.175,,9.93,2.55,,2.55,,,3.75,0.03,,3.12,,307.5,,,,110.0,20.0,305.5,270.6,50.0,26.5,49.3,1.4,3.13,2.23
2014-01-01 01:30:00+00:00,100,3.275,,9.9,1.73,,1.73,,,3.83,,,3.05,,273.5,,,,110.0,20.0,315.8,268.7,66.8,36.0,59.7,2.0,3.02,3.56
2014-01-01 01:45:00+00:00,100,3.55,,10.34,1.85,,1.85,,,4.13,0.03,,2.96,,283.5,,,,110.0,20.0,333.2,279.0,77.0,41.5,69.1,2.7,2.91,3.46
2014-01-01 02:00:00+00:00,100,3.625,,10.38,2.05,,2.05,,,4.18,,,2.86,,290.0,,,,110.0,20.0,341.7,283.9,82.2,44.5,73.0,3.0,2.86,3.7
2014-01-01 02:15:00+00:00,100,3.6,,10.57,2.92,,2.92,,,4.15,,,2.75,,340.0,,,,110.0,20.0,330.6,286.7,63.1,33.1,63.4,2.3,2.94,2.04
2014-01-01 02:30:00+00:00,100,3.575,,10.87,1.95,,1.95,,,4.13,,,2.65,,281.0,,,,110.0,20.0,315.1,271.3,62.4,33.5,58.2,2.2,3.04,2.86
2014-01-01 02:45:00+00:00,100,3.6,,11.48,1.8,,1.8,,,4.15,,,2.57,,268.5,,,,110.0,20.0,297.2,261.1,51.5,27.4,48.7,1.9,3.19,2.64
2014-01-01 03:00:00+00:00,100,3.775,,11.72,1.73,,1.73,,,4.32,,,2.5,,250.0,,,,110.0,20.0,300.0,253.3,66.1,35.6,58.2,2.6,3.1,3.83
