column,mean_availability
Time,100.0
halfNm,95.42395292355164
caleF2,95.42395292355164
CS,83.33333333333333
fmin,83.23445013184427
hmE,82.1710559637913
yE,82.1710559637913
hF,82.06121808907353
fminF,82.06121808907353
foF2,82.06121808907353
MUFD,82.05639868658132
MD,82.05639868658132
fxI,82.0534625438587
foF2p,79.95039352904935
B1,79.51996076962637
hmF2,79.51996076962637
yF2,79.51996076962637
B0,79.51996076962637
TEC,79.27067617574701
minEs,33.110835227695375
foEs,27.697443550300957
hEs,27.68391729115807
FF,14.753068731485202
hF2,13.038698678727854
foE,8.375742340839668
fminE,8.375742340839668
hE,8.372877667985309
FE,6.32862411684681
foF1,5.0476297151201095
hmF1,2.892128427495529
yF1,2.8901895411918215
D1,2.862293042685481
fbEs,0.8376241240372663
QF,0.11832358963041838
QE,0.0028392958546276845
hP,0.0
yF2_QD,0.0
hF2_QD,0.0
hEs_QD,0.0
hF_QD,0.0
yF1_QD,0.0
minEs_QD,0.0
hP_QD,0.0
peEs,0.0
halfNm_QD,0.0
yE_QD,0.0
hmE_QD,0.0
hmF1_QD,0.0
scaleF2,0.0
hEa_QD,0.0
peEs_QD,0.0
hmF2_QD,0.0
foF1_QD,0.0
hEa,0.0
fminE_QD,0.0
B1_QD,0.0
D1_QD,0.0
FE_QD,0.0
FF_QD,0.0
MD_QD,0.0
MUFD_QD,0.0
QE_QD,0.0
QF_QD,0.0
TEC_QD,0.0
TypeEs,0.0
caleF2_QD,0.0
fbEs_QD,0.0
fminEs,0.0
hE_QD,0.0
fminF_QD,0.0
fmin_QD,0.0
foE_QD,0.0
foEa,0.0
foEa_QD,0.0
foEs_QD,0.0
B0_QD,0.0
foF2_QD,0.0
foF2p_QD,0.0
foP,0.0
foP_QD,0.0
fxI_QD,0.0
zhalfNm,0.0
