Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2014-08-01 03:00:00+00:00,70,4.725,,15.65,2.7,,2.7,,,5.28,,3.18,,272.5,,,,110.0,20.0,275.1,241.5,47.5,24.7,53.1,3.0,3.31,1.52
2014-08-01 03:15:00+00:00,100,5.925,,17.43,1.73,,1.73,,,6.47,,3.28,,267.5,,,,110.0,20.0,317.0,260.1,81.0,43.7,80.4,8.1,2.94,2.25
2014-08-01 03:30:00+00:00,70,5.9,,15.56,2.72,,2.72,,,6.45,,3.4,,272.5,,,,110.0,20.0,337.0,252.1,118.3,62.6,124.5,11.5,2.64,1.87
2014-08-01 04:00:00+00:00,100,5.25,,15.1,2.45,,2.45,,,5.8,,3.69,,249.5,,,,110.0,20.0,302.3,215.7,119.5,65.6,127.3,9.6,2.88,2.07
2014-08-01 04:15:00+00:00,50,4.85,,17.42,1.77,2.47,3.63,,,5.4,,3.84,1.77,278.5,,,100.0,110.0,20.0,222.9,178.3,51.5,29.6,78.2,4.0,3.59,1.03
2014-08-01 04:30:00+00:00,100,5.975,,18.39,1.75,2.3,2.78,1.75,2.26,6.53,0.13,3.99,2.28,236.0,,107.5,100.0,103.0,12.9,271.4,207.9,81.2,48.3,93.1,9.6,3.08,1.71
2014-08-01 04:45:00+00:00,70,5.725,,17.97,1.75,2.35,3.65,1.75,2.36,6.28,0.08,4.14,1.75,258.5,,95.0,95.0,97.5,7.8,253.7,178.5,93.8,54.8,103.5,9.8,3.14,1.8
2014-08-01 05:00:00+00:00,0,,,,2.33,2.53,,,,,,,2.33,,,,102.0,,,,,,,,,,
2014-08-01 05:15:00+00:00,70,6.875,,20.6,4.45,,4.45,,,7.43,,4.41,,301.0,,,,110.0,20.0,277.7,201.8,97.6,55.3,107.0,14.2,3.0,1.71
2014-08-01 05:30:00+00:00,50,7.175,,22.89,2.1,2.95,4.68,,,7.72,,4.52,2.1,297.0,,,101.0,110.0,20.0,256.8,194.0,77.9,44.7,100.7,12.7,3.19,1.27
2014-08-01 05:45:00+00:00,100,4.45,,16.78,2.13,2.92,3.45,2.13,2.86,5.0,,4.61,2.88,221.0,,105.0,102.0,102.6,12.3,187.4,126.8,73.4,42.0,84.8,4.6,3.77,2.02
2014-08-01 06:00:00+00:00,70,4.65,,17.26,2.55,2.8,4.32,,,5.2,,4.7,2.55,266.0,,,101.0,110.0,20.0,183.4,137.8,54.5,31.5,69.8,3.8,3.71,1.6
2014-08-01 06:15:00+00:00,50,7.725,,24.14,2.72,3.72,6.1,,,8.27,,4.77,2.72,276.0,,,100.0,110.0,20.0,268.0,184.0,115.6,63.9,124.0,20.0,3.13,2.11
2014-08-01 06:30:00+00:00,100,7.4,,26.88,2.85,3.65,4.13,,,7.95,,4.83,2.85,234.5,,,100.0,110.0,20.0,215.2,174.6,50.2,30.8,73.0,9.5,3.63,1.14
2014-08-01 06:45:00+00:00,100,8.087,4.18,24.93,3.8,,3.8,,,8.63,,4.89,,212.0,339.5,,,110.0,20.0,290.9,243.3,48.3,37.6,98.4,14.4,3.09,1.0
2014-08-01 07:00:00+00:00,100,7.225,,22.91,4.03,,4.03,,,7.78,,4.94,,207.5,,,,110.0,20.0,260.7,184.8,98.2,57.7,101.9,16.1,3.17,2.14
2014-08-01 07:30:00+00:00,50,7.225,,22.7,3.15,5.15,5.1,,,7.78,,5.06,3.15,334.5,,,105.0,110.0,20.0,253.2,179.3,80.4,48.6,124.2,14.0,3.14,1.01
2014-08-01 07:45:00+00:00,50,7.575,,24.3,4.0,5.03,6.07,,,8.13,,5.12,4.0,317.0,,,107.0,110.0,20.0,235.9,164.3,85.9,47.9,116.0,14.8,3.21,1.23
2014-08-01 08:00:00+00:00,50,7.7,,24.22,4.47,5.57,6.28,,,8.25,,5.19,4.47,292.5,,,103.0,110.0,20.0,249.7,169.3,105.6,58.9,115.9,18.4,3.15,1.88
2014-08-01 08:15:00+00:00,50,7.475,,24.53,4.03,5.38,6.53,,,8.02,,5.26,4.03,290.0,,,103.0,110.0,20.0,238.8,162.7,102.0,56.9,111.0,16.7,3.28,2.02
2014-08-01 08:30:00+00:00,50,7.5,,21.12,7.1,,7.1,,,8.05,,5.34,,427.0,,,,110.0,20.0,268.6,173.2,125.4,69.8,138.6,20.6,2.82,1.87
2014-08-01 08:45:00+00:00,50,7.3,,22.78,6.38,,6.38,,,7.85,,5.41,,330.0,,,,110.0,20.0,238.5,160.3,98.2,54.9,116.2,15.5,3.12,1.59
2014-08-01 09:00:00+00:00,70,6.5,,22.93,5.97,,5.97,,,7.05,,5.49,,300.5,,,,110.0,20.0,191.6,139.0,64.4,36.2,85.5,8.2,3.53,1.4
2014-08-01 09:15:00+00:00,50,7.375,,19.43,6.55,,6.55,,,7.93,,5.57,,438.5,,,,110.0,20.0,297.9,180.9,148.8,83.1,165.9,23.8,2.63,1.73
2014-08-01 09:30:00+00:00,50,7.675,,22.83,6.68,,6.68,,,8.23,,5.63,,352.5,,,,110.0,20.0,253.7,166.5,111.3,61.9,126.9,19.2,2.97,1.68
2014-08-01 10:00:00+00:00,50,7.525,,21.33,7.35,,7.35,,,8.07,,5.74,,442.5,,,,110.0,20.0,236.7,159.1,102.0,56.8,114.1,16.9,2.84,1.86
2014-08-01 10:15:00+00:00,50,7.275,,21.35,6.7,,6.7,,,7.82,,5.78,,392.5,,,,110.0,20.0,241.0,158.4,104.4,58.2,123.6,16.3,2.93,1.61
2014-08-01 10:30:00+00:00,50,8.075,,24.71,3.8,4.8,6.13,,,8.63,,5.81,3.8,372.0,,,102.0,110.0,20.0,261.7,177.5,92.5,53.4,139.1,19.1,3.06,1.0
2014-08-01 10:45:00+00:00,50,7.725,,23.69,4.0,4.82,6.15,,,8.27,,5.82,4.0,345.0,,,100.0,110.0,20.0,248.7,165.4,97.4,55.1,129.2,17.6,3.07,1.24
2014-08-01 11:00:00+00:00,0,,,,4.03,5.15,,,,,,,4.03,,,,97.0,,,,,,,,,,
2014-08-01 11:15:00+00:00,50,7.875,,22.9,4.05,4.88,6.55,,,8.43,,5.81,4.05,354.5,,,97.0,110.0,20.0,265.5,172.4,116.6,65.0,133.3,21.3,2.91,1.6
2014-08-01 11:45:00+00:00,50,8.025,,22.9,6.53,,6.53,,,8.57,,5.76,,358.5,,,,110.0,20.0,275.2,177.5,122.9,68.3,137.6,23.3,2.85,1.63
2014-08-01 12:00:00+00:00,50,7.9,,23.32,6.28,,6.28,,,8.45,,5.72,,351.0,,,,110.0,20.0,264.0,174.0,109.4,61.3,129.3,20.4,2.95,1.45
2014-08-01 12:15:00+00:00,70,8.075,,25.38,6.0,,6.0,,,8.63,,5.68,,337.0,,,,110.0,20.0,251.5,174.5,85.9,49.0,129.9,17.5,3.14,1.0
2014-08-01 12:30:00+00:00,0,7.825,4.8,22.45,4.47,,4.47,,,8.38,,,,222.0,309.5,,,110.0,20.0,,,,,,,2.87,
2014-08-01 12:45:00+00:00,50,7.625,,21.44,6.72,,6.72,,,8.18,,5.6,,385.0,,,,110.0,20.0,276.3,177.8,126.3,70.2,141.2,21.5,2.81,1.72
2014-08-01 13:00:00+00:00,50,7.675,,20.71,7.45,,7.45,,,8.23,,5.56,,475.0,,,,110.0,20.0,263.5,173.9,118.3,65.6,130.5,20.3,2.7,1.87
2014-08-01 13:15:00+00:00,100,7.675,,20.97,4.2,,4.2,,,8.23,,5.53,,224.5,,,,110.0,20.0,311.6,210.5,124.5,73.7,128.1,23.4,2.73,1.87
2014-08-01 13:30:00+00:00,70,7.725,,21.64,5.8,,5.8,,,8.27,,5.51,,370.0,,,,110.0,20.0,288.9,191.2,117.7,66.6,134.9,21.4,2.8,1.45
2014-08-01 13:45:00+00:00,50,8.2,,22.36,6.65,,6.65,,,8.75,,5.5,,376.0,,,,110.0,20.0,304.3,197.2,140.2,77.2,150.6,27.4,2.73,1.8
2014-08-01 14:15:00+00:00,100,8.038,4.43,24.71,3.72,,3.72,,,8.57,,5.51,,199.5,302.0,,,110.0,20.0,282.8,231.3,55.4,43.3,108.8,16.0,3.08,1.0
2014-08-01 14:30:00+00:00,50,8.3,,25.4,6.07,,6.07,,,8.85,,5.54,,316.0,,,,110.0,20.0,264.5,188.4,96.3,53.0,111.7,19.7,3.06,1.46
2014-08-01 14:45:00+00:00,70,8.375,,25.73,4.43,,4.43,,,8.93,,5.58,,302.0,,,,110.0,20.0,276.5,216.0,77.5,46.3,87.3,18.0,3.07,1.63
2014-08-01 15:00:00+00:00,50,8.075,,24.87,5.95,,5.95,,,8.63,,5.63,,303.5,,,,110.0,20.0,262.8,188.4,95.6,52.4,109.4,18.4,3.08,1.53
2014-08-01 15:15:00+00:00,50,8.375,,24.68,3.17,5.18,6.53,,,8.93,,5.68,3.17,316.0,,,102.0,110.0,20.0,286.8,200.0,117.3,64.1,124.8,23.8,2.95,1.91
2014-08-01 15:30:00+00:00,50,8.075,,28.21,3.03,4.6,4.43,,,8.63,,5.74,3.03,302.0,,,105.0,110.0,20.0,248.4,210.8,43.7,27.5,71.5,10.7,3.49,1.0
2014-08-01 15:45:00+00:00,70,8.075,,24.62,2.75,2.95,4.07,,,8.63,,5.8,2.75,276.0,,,106.0,110.0,20.0,279.8,215.3,86.0,49.0,92.6,17.5,3.05,1.8
2014-08-01 16:00:00+00:00,100,8.075,,24.0,2.05,2.7,3.17,2.05,2.45,8.63,0.05,5.86,2.47,228.5,,110.0,105.0,102.2,12.0,293.7,216.8,105.7,59.5,111.8,20.8,2.97,2.06
2014-08-01 16:15:00+00:00,100,8.025,,24.39,1.83,2.75,2.88,1.83,2.45,8.57,0.03,5.91,2.47,236.0,,100.0,105.0,99.1,8.9,284.0,220.5,85.8,48.8,92.5,17.2,3.04,1.88
2014-08-01 16:30:00+00:00,100,7.9,,24.8,1.9,2.53,3.05,1.9,2.33,8.45,0.08,5.94,2.35,246.0,,97.5,110.0,97.6,7.8,275.6,221.6,74.4,43.4,77.4,15.0,3.14,2.11
2014-08-01 16:45:00+00:00,100,6.813,3.26,23.63,1.7,2.28,2.45,1.7,2.15,7.35,0.03,5.96,2.17,252.5,265.0,102.5,117.0,101.7,11.5,248.0,216.1,38.7,25.3,56.8,6.8,3.47,1.19
2014-08-01 17:00:00+00:00,100,7.175,,24.21,1.75,1.95,2.63,1.75,1.96,7.72,0.05,5.96,1.75,255.0,,120.0,120.0,104.3,14.1,254.8,216.9,51.5,29.7,62.9,8.7,3.37,1.42
2014-08-01 17:15:00+00:00,100,7.325,,23.74,2.28,5.63,2.28,,,7.88,,5.95,5.07,243.5,,,95.0,110.0,20.0,272.5,228.5,62.0,33.9,66.2,9.9,3.24,1.85
2014-08-01 17:30:00+00:00,50,7.475,,22.36,3.75,,3.75,,,8.02,,5.91,,253.5,,,,110.0,20.0,300.9,233.2,96.1,51.5,94.8,15.1,2.99,2.32
2014-08-01 17:45:00+00:00,100,7.3,,21.52,1.75,,1.75,,,7.85,,5.86,,248.5,,,,110.0,20.0,313.0,246.6,94.3,50.6,87.8,14.0,2.95,2.89
2014-08-01 18:00:00+00:00,70,7.525,,21.08,1.8,,1.8,,,8.07,,5.79,,246.0,,,,110.0,20.0,339.6,262.4,109.8,58.4,102.2,17.0,2.8,2.85
2014-08-01 18:15:00+00:00,100,7.5,,20.67,2.63,,2.63,,,8.05,,5.7,,266.0,,,,110.0,20.0,352.0,278.0,105.2,55.8,97.6,16.1,2.76,2.87
2014-08-01 18:30:00+00:00,100,7.675,,21.35,2.83,,2.83,,,8.23,,5.6,,282.5,,,,110.0,20.0,353.4,287.9,93.6,49.6,87.7,15.0,2.78,2.71
2014-08-01 18:45:00+00:00,100,7.725,,21.52,2.45,,2.45,,,8.27,,5.49,,281.0,,,,110.0,20.0,355.1,290.2,92.7,49.0,86.5,15.0,2.79,2.74
2014-08-01 19:00:00+00:00,100,7.95,,21.97,1.73,2.33,3.25,,,8.5,,5.37,1.73,290.0,,,99.0,110.0,20.0,361.8,297.3,92.1,49.1,84.3,15.9,2.76,3.04
2014-08-01 19:15:00+00:00,100,6.15,,19.62,1.65,3.72,3.83,,,6.7,,5.24,1.65,297.5,,,92.0,110.0,20.0,300.4,268.8,46.2,23.5,47.5,4.7,3.19,1.78
2014-08-01 19:30:00+00:00,100,7.85,,21.91,2.72,3.72,3.3,,,8.4,,5.11,2.72,288.5,,,95.0,110.0,20.0,357.7,296.2,87.7,46.8,79.7,14.8,2.79,3.16
2014-08-01 19:45:00+00:00,100,7.85,,22.32,2.42,4.47,4.65,,,8.4,,4.99,2.42,307.5,,,97.0,110.0,20.0,352.0,299.9,75.1,39.6,71.6,12.7,2.84,2.45
2014-08-01 20:00:00+00:00,100,7.975,,22.89,1.7,3.33,4.32,,,8.52,,4.86,1.7,303.5,,,97.0,110.0,20.0,348.1,297.8,72.5,38.1,69.2,12.6,2.87,2.43
2014-08-01 20:15:00+00:00,100,8.075,,23.25,3.53,,3.53,,,8.63,,4.73,,291.0,,,,110.0,20.0,345.9,293.6,74.9,39.7,69.6,13.4,2.88,2.8
2014-08-01 20:30:00+00:00,100,4.575,,16.52,3.13,,3.13,,,5.13,,4.61,,278.5,,,,110.0,20.0,265.8,249.5,24.0,11.7,27.7,1.4,3.61,1.2
2014-08-01 20:45:00+00:00,100,6.95,,22.78,1.67,4.47,6.25,,,7.5,,4.49,1.67,336.0,,,97.0,110.0,20.0,294.7,267.9,39.2,20.0,39.9,5.1,3.28,1.84
2014-08-01 21:00:00+00:00,100,4.675,,17.11,1.73,4.07,2.63,,,5.22,,4.37,1.73,266.0,,,104.0,110.0,20.0,261.9,247.2,21.8,10.8,24.6,1.3,3.66,1.3
2014-08-01 21:15:00+00:00,100,7.375,,20.36,2.42,4.13,2.78,,,7.93,,4.26,2.42,271.0,,,104.0,110.0,20.0,361.1,291.2,98.7,53.0,87.1,14.6,2.76,3.79
2014-08-01 21:30:00+00:00,100,5.95,,18.76,2.47,4.9,4.8,,,6.5,,4.16,2.47,341.0,,,102.0,110.0,20.0,308.9,278.2,45.0,22.7,47.1,4.3,3.15,1.67
2014-08-01 21:45:00+00:00,100,7.525,,20.97,1.7,5.35,4.57,,,8.07,,4.06,1.7,321.0,,,102.0,110.0,20.0,364.9,310.5,78.6,41.3,75.5,12.2,2.79,2.37
2014-08-01 22:00:00+00:00,100,5.725,,18.77,2.45,4.47,4.07,,,6.28,,3.97,2.45,312.0,,,98.0,110.0,20.0,296.1,270.3,38.0,19.0,40.6,3.4,3.28,1.54
2014-08-01 22:15:00+00:00,100,7.225,,20.75,1.73,4.1,3.72,,,7.78,,3.88,1.73,298.5,,,101.0,110.0,20.0,346.4,297.1,70.9,37.5,67.0,10.1,2.87,2.57
2014-08-01 22:30:00+00:00,100,7.175,,20.43,3.6,,3.6,,,7.72,,3.8,,297.0,,,,110.0,20.0,349.7,297.8,74.5,39.5,69.9,10.5,2.85,2.66
2014-08-01 22:45:00+00:00,100,7.2,,20.43,1.67,2.2,2.75,,,7.75,,3.73,1.67,280.0,,,99.0,110.0,20.0,348.4,289.9,83.2,44.5,75.2,11.8,2.84,3.28
2014-08-01 23:00:00+00:00,100,6.925,,19.08,2.42,5.18,3.4,,,7.47,,3.66,2.42,288.5,,,96.0,110.0,20.0,364.8,299.3,92.8,50.3,81.5,12.3,2.76,3.93
2014-08-01 23:15:00+00:00,100,5.375,,16.57,1.65,3.65,3.9,,,5.93,,3.59,1.65,316.0,,,100.0,110.0,20.0,315.0,279.0,52.2,27.0,52.2,4.1,3.08,2.01
2014-08-01 23:30:00+00:00,100,6.675,,17.83,3.08,4.13,3.4,,,7.22,,3.52,3.08,319.5,,,100.0,110.0,20.0,382.0,315.5,95.1,50.7,87.7,11.6,2.67,2.93
2014-08-01 23:45:00+00:00,100,5.175,,14.63,2.1,3.67,2.85,,,5.72,,3.46,2.1,321.0,,,99.0,110.0,20.0,350.2,300.6,71.8,37.2,71.8,5.2,2.83,2.02
2014-08-02 00:00:00+00:00,100,6.625,,17.36,2.05,4.07,4.97,,,7.18,,3.39,2.05,390.0,,,93.0,110.0,20.0,395.7,332.1,92.3,47.8,91.4,11.0,2.62,2.07
2014-08-02 00:15:00+00:00,100,4.875,,15.22,2.45,3.83,3.3,,,5.43,,3.33,2.45,338.5,,,94.0,110.0,20.0,316.6,284.1,47.8,23.5,53.7,3.0,3.12,1.31
2014-08-02 00:30:00+00:00,100,4.4,,14.03,1.73,3.6,3.42,,,4.95,,3.26,1.73,341.0,,,100.0,110.0,20.0,304.8,274.3,44.5,22.2,49.1,2.3,3.19,1.42
2014-08-02 00:45:00+00:00,100,6.125,,16.52,3.2,,3.2,,,6.68,,3.2,,343.5,,,,110.0,20.0,379.5,319.8,86.6,45.0,85.6,8.9,2.7,2.09
2014-08-02 01:00:00+00:00,100,4.675,,13.88,2.83,,2.83,,,5.22,,3.14,,338.5,,,,110.0,20.0,334.9,294.3,59.4,30.0,63.9,3.5,2.97,1.54
2014-08-02 01:15:00+00:00,100,4.625,,13.83,3.13,,3.13,,,5.18,,3.09,,337.5,,,,110.0,20.0,327.2,286.8,58.9,29.9,62.1,3.4,2.99,1.66
2014-08-02 01:30:00+00:00,0,6.175,,16.71,2.45,,2.45,,,6.72,,3.05,,321.0,,,,110.0,20.0,376.5,314.0,90.2,47.3,87.6,9.4,2.7,2.26
2014-08-02 01:45:00+00:00,0,6.125,,16.82,2.67,,2.67,,,6.68,,3.02,,313.5,,,,110.0,20.0,365.9,305.8,86.6,45.5,83.4,8.9,2.75,2.36
2014-08-02 02:00:00+00:00,100,5.725,,15.88,2.6,,2.6,,,6.28,,3.01,,302.0,,,,110.0,20.0,348.9,293.6,79.7,41.8,77.3,7.1,2.77,2.29
2014-08-02 02:15:00+00:00,100,4.375,,14.09,2.63,,2.63,,,4.93,,3.02,,293.5,,,,110.0,20.0,295.4,262.4,47.8,24.5,50.4,2.5,3.22,1.7
2014-08-02 02:30:00+00:00,100,5.975,,16.54,2.42,,2.42,,,6.53,,3.05,,291.0,,,,110.0,20.0,356.4,289.2,95.9,50.9,90.1,9.4,2.77,2.69
2014-08-02 02:45:00+00:00,100,4.475,,13.94,2.08,,2.08,,,5.03,,3.1,,288.5,,,,110.0,20.0,303.3,264.6,55.6,29.2,59.7,3.2,3.12,1.69
2014-08-02 03:00:00+00:00,70,5.625,,15.36,1.85,,1.85,,,6.18,,3.18,,291.0,,,,110.0,20.0,355.7,286.5,98.9,52.8,97.6,8.8,2.73,2.25
2014-08-02 03:15:00+00:00,70,5.325,,14.89,1.95,,1.95,,,5.88,,3.28,,301.0,,,,110.0,20.0,341.1,277.5,90.5,49.2,92.5,7.5,2.8,2.07
2014-08-02 03:30:00+00:00,70,5.475,,15.37,2.6,,2.6,,,6.03,,3.4,,306.0,,,,110.0,20.0,330.4,259.9,98.9,54.0,102.2,8.7,2.81,1.99
2014-08-02 03:45:00+00:00,50,5.225,,16.31,3.38,,3.38,,,5.78,,3.54,,312.5,,,,110.0,20.0,277.0,222.2,71.5,38.8,97.6,5.9,3.12,1.08
2014-08-02 04:00:00+00:00,70,5.925,,18.25,1.73,2.28,3.35,1.73,1.86,6.47,0.03,3.69,1.88,287.5,,125.0,122.0,104.0,13.8,275.2,213.2,81.4,46.6,93.2,9.0,3.08,1.64
2014-08-02 04:15:00+00:00,100,6.35,,20.03,1.73,2.78,2.75,1.73,2.03,6.9,0.03,3.84,2.05,245.0,,117.5,117.0,105.1,14.9,268.9,214.9,71.8,41.8,82.6,9.4,3.15,1.7
2014-08-02 04:30:00+00:00,100,4.725,,15.84,2.08,2.78,3.05,2.08,2.23,5.28,0.05,3.99,2.25,231.0,,120.0,122.0,103.0,12.8,224.8,164.0,75.1,43.9,91.4,5.4,3.35,1.66
2014-08-02 04:45:00+00:00,70,6.6,,23.18,1.77,3.22,4.05,1.77,2.43,7.2,0.05,4.14,2.45,276.0,,107.5,119.0,105.5,15.3,231.4,187.1,50.7,31.5,82.1,7.9,3.51,1.0
2014-08-02 05:00:00+00:00,100,6.938,4.03,23.57,1.85,3.25,3.38,1.85,2.53,7.47,0.05,4.28,2.55,232.5,261.0,97.5,110.0,99.7,9.8,247.2,206.9,46.8,31.3,66.8,8.5,3.4,1.38
2014-08-02 05:15:00+00:00,100,6.925,,24.49,2.1,3.15,3.33,2.1,2.65,7.5,0.1,4.41,2.67,231.0,,107.5,112.0,102.2,12.0,229.0,190.1,46.8,30.3,73.1,8.4,3.54,1.03
2014-08-02 05:30:00+00:00,70,7.025,,24.03,2.0,2.72,4.45,2.0,2.73,7.6,0.05,4.52,2.0,263.5,,100.0,100.0,101.1,10.9,228.3,173.4,65.7,39.5,89.0,10.8,3.42,1.26
2014-08-02 05:45:00+00:00,70,7.25,,21.99,3.45,,3.45,,,7.8,,4.61,,221.0,,,,110.0,20.0,274.4,194.2,108.2,60.5,116.0,16.9,3.03,1.99
2014-08-02 06:00:00+00:00,50,7.5,,24.74,5.57,,5.57,,,8.07,,4.7,,287.5,,,,110.0,20.0,238.6,176.7,77.6,43.1,99.7,13.2,3.3,1.31
2014-08-02 06:15:00+00:00,50,6.8,,25.29,3.35,4.07,4.03,,,7.35,,4.77,3.35,232.5,,,109.0,110.0,20.0,215.1,177.2,40.0,26.8,71.7,7.3,3.72,1.0
2014-08-02 06:30:00+00:00,50,7.125,,23.0,3.4,4.05,4.18,,,7.68,,4.83,3.4,227.0,,,109.0,110.0,20.0,251.0,175.8,101.2,57.0,107.8,15.3,3.23,2.1
2014-08-02 06:45:00+00:00,70,6.788,4.49,21.85,4.5,,4.5,,,7.32,,4.89,,235.0,238.5,,,110.0,20.0,244.1,170.1,92.1,55.4,108.2,13.5,3.22,1.94
2014-08-02 07:00:00+00:00,70,6.725,,20.16,4.63,,4.63,,,7.28,,4.94,,249.5,,,,110.0,20.0,274.6,175.2,134.1,74.5,147.2,17.6,3.0,2.03
2014-08-02 07:15:00+00:00,70,6.925,,20.59,4.65,,4.65,,,7.47,,5.0,,244.5,,,,110.0,20.0,272.7,176.5,125.9,70.5,137.9,17.8,2.97,1.91
2014-08-02 07:30:00+00:00,100,6.35,,19.71,4.05,,4.05,,,6.9,,5.06,,200.0,,,,110.0,20.0,252.9,158.7,124.4,68.6,140.6,14.5,3.1,1.88
2014-08-02 07:45:00+00:00,50,7.175,,20.29,6.35,,6.35,,,7.72,,5.12,,387.5,,,,110.0,20.0,278.6,177.5,131.1,73.1,145.6,19.8,2.83,1.81
2014-08-02 08:00:00+00:00,50,7.55,,21.2,6.6,,6.6,,,8.1,,5.19,,382.5,,,,110.0,20.0,282.8,180.8,132.0,73.4,145.1,22.1,2.81,1.8
2014-08-02 08:15:00+00:00,70,7.275,,22.6,5.85,,5.85,,,7.82,,5.26,,346.0,,,,110.0,20.0,246.0,166.2,91.4,52.3,130.4,15.0,3.11,1.14
2014-08-02 08:30:00+00:00,70,7.75,,22.31,6.05,,6.05,,,8.3,,5.34,,340.0,,,,110.0,20.0,277.0,179.5,122.5,68.7,135.2,21.9,2.88,1.69
2014-08-02 08:45:00+00:00,50,7.2,,22.56,6.53,,6.53,,,7.75,,5.41,,345.0,,,,110.0,20.0,228.8,155.9,91.8,51.2,111.0,14.1,3.13,1.56
2014-08-02 09:00:00+00:00,50,7.625,,22.11,6.53,,6.53,,,8.18,,5.49,,351.0,,,,110.0,20.0,272.0,173.8,127.6,71.1,140.9,21.7,2.9,1.83
2014-08-02 09:15:00+00:00,50,7.2,,20.82,6.8,,6.8,,,7.75,,5.57,,412.5,,,,110.0,20.0,245.1,160.9,106.3,59.3,126.0,16.3,2.89,1.6
2014-08-02 09:30:00+00:00,50,8.075,,24.5,6.53,,6.53,,,8.63,,5.63,,392.0,,,,110.0,20.0,258.8,171.7,99.4,55.1,152.0,19.5,3.03,1.0
2014-08-02 09:45:00+00:00,50,7.9,,23.88,6.25,,6.25,,,8.45,,5.69,,346.0,,,,110.0,20.0,255.9,170.3,101.9,57.4,127.5,19.2,3.02,1.33
2014-08-02 10:00:00+00:00,50,7.125,,23.53,6.5,,6.5,,,7.68,,5.74,,340.0,,,,110.0,20.0,210.4,147.2,77.3,43.1,104.6,11.7,3.3,1.32
2014-08-02 10:15:00+00:00,50,8.6,,24.18,6.55,,6.55,,,9.15,,5.78,,341.0,,,,110.0,20.0,295.1,189.8,136.7,76.0,146.1,29.6,2.81,1.83
2014-08-02 10:30:00+00:00,70,8.05,,25.28,6.13,,6.13,,,8.63,,5.81,,344.5,,,,110.0,20.0,248.6,171.4,86.3,49.6,132.9,17.6,3.14,1.0
2014-08-02 10:45:00+00:00,70,8.05,,26.84,5.8,,5.8,,,8.6,,5.82,,329.5,,,,110.0,20.0,239.2,171.5,71.6,42.8,110.1,15.4,3.33,1.0
2014-08-02 11:00:00+00:00,50,8.775,,25.68,6.6,,6.6,,,9.32,,5.82,,311.0,,,,110.0,20.0,280.1,184.5,125.5,69.7,134.8,28.3,2.93,1.86
2014-08-02 11:15:00+00:00,50,8.425,,24.1,6.53,,6.53,,,8.98,,5.81,,326.0,,,,110.0,20.0,288.3,185.5,134.6,74.8,144.8,27.9,2.86,1.87
