Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2014-05-01 11:15:00+00:00,70,9.225,27.17,5.55,,5.55,,,9.77,,,6.57,,316.0,,,110.0,20.0,284.6,204.5,100.3,58.4,105.6,27.0,2.94,1.71
2014-05-01 11:30:00+00:00,70,9.45,27.64,5.72,,5.72,,,10.0,,,6.55,,318.5,,,110.0,20.0,287.4,206.0,102.9,59.3,107.7,28.7,2.92,1.71
2014-05-01 11:45:00+00:00,50,9.75,28.65,6.2,,6.2,,,10.3,,,6.52,,315.0,,,110.0,20.0,283.6,200.8,105.8,59.5,111.7,30.5,2.94,1.67
2014-05-01 12:00:00+00:00,70,9.95,29.46,5.72,,5.72,,,10.5,,,6.49,,297.5,,,110.0,20.0,284.3,206.6,101.2,57.6,104.9,30.8,2.96,1.81
2014-05-01 12:15:00+00:00,70,10.075,29.63,5.07,,5.07,,,10.63,,,6.45,,303.5,,,110.0,20.0,293.1,221.4,94.4,55.1,96.7,30.5,2.94,1.91
2014-05-01 12:30:00+00:00,50,10.6,31.53,5.28,6.43,6.7,,,11.15,,,6.41,5.28,305.0,,103.0,110.0,20.0,280.9,203.4,100.8,55.5,107.8,33.6,2.97,1.6
2014-05-01 12:45:00+00:00,50,10.825,32.97,3.2,4.2,6.22,,,11.38,,,6.38,3.2,290.0,,107.0,110.0,20.0,276.1,205.3,93.7,52.1,99.1,33.0,3.05,1.7
2014-05-01 13:00:00+00:00,50,10.775,33.54,3.72,6.43,7.55,,,11.32,,,6.35,3.72,290.0,,102.0,110.0,20.0,263.2,191.0,95.5,51.6,104.0,32.1,3.11,1.62
2014-05-01 13:15:00+00:00,50,9.775,41.62,3.1,6.43,6.57,3.1,3.31,10.32,,0.1,6.34,3.33,209.5,115.0,104.0,101.6,11.3,173.7,144.0,34.2,19.5,54.1,10.6,4.26,1.0
2014-05-01 13:30:00+00:00,50,10.725,33.21,3.0,6.03,6.13,,,11.27,,,6.33,3.0,280.0,,105.0,110.0,20.0,270.4,202.8,90.2,49.9,96.2,31.0,3.1,1.71
2014-05-01 13:45:00+00:00,50,10.9,33.63,3.1,3.38,6.53,3.1,3.2,11.45,,0.05,6.33,3.22,267.5,120.0,130.0,100.5,10.1,264.4,192.4,94.4,52.3,100.1,33.5,3.09,1.67
2014-05-01 14:00:00+00:00,100,10.637,33.1,3.05,3.2,3.78,3.05,3.13,11.18,,0.03,6.35,3.15,220.0,125.0,125.0,100.1,9.9,279.1,222.0,75.9,44.2,85.8,27.2,3.12,1.82
2014-05-01 14:15:00+00:00,50,10.575,33.54,3.45,4.78,5.97,,,11.13,,,6.37,3.45,272.5,,121.0,110.0,20.0,263.3,201.7,82.5,45.4,91.1,27.6,3.17,1.61
2014-05-01 14:30:00+00:00,50,10.475,33.12,3.3,5.65,5.72,,,11.02,,,6.4,3.3,265.0,,116.0,110.0,20.0,265.1,202.8,84.4,46.5,90.6,27.6,3.16,1.75
2014-05-01 14:45:00+00:00,50,10.2,32.9,3.2,6.1,5.63,,,10.75,,,6.43,3.2,268.5,,115.0,110.0,20.0,259.1,202.3,76.0,41.9,88.6,23.8,3.22,1.46
2014-05-01 15:00:00+00:00,50,10.175,31.02,3.1,6.43,7.43,,,10.73,,,6.46,3.1,277.0,,115.0,110.0,20.0,282.2,203.2,108.6,58.5,114.7,32.0,3.05,1.91
2014-05-01 15:15:00+00:00,50,9.6,31.0,2.6,6.43,7.15,2.6,2.73,10.15,,0.03,6.49,2.75,276.0,120.0,111.0,101.5,11.3,247.9,181.6,88.4,47.7,97.4,23.5,3.23,1.67
2014-05-01 15:30:00+00:00,50,10.15,32.32,2.88,6.43,8.18,,,10.7,,,6.51,2.88,306.0,,111.0,110.0,20.0,255.9,195.0,82.9,43.9,93.2,24.2,3.18,1.6
2014-05-01 15:45:00+00:00,50,10.225,32.13,2.72,6.43,6.72,,,10.77,,,6.52,2.72,271.3,,109.0,110.0,20.0,269.7,205.1,89.0,47.5,95.5,26.5,3.14,1.77
2014-05-01 16:00:00+00:00,50,10.325,32.45,2.58,5.1,5.57,,,10.88,,,6.52,2.58,261.0,,110.0,110.0,20.0,273.2,212.3,84.7,45.5,89.9,26.0,3.14,1.82
2014-05-01 16:15:00+00:00,50,8.675,30.92,2.1,6.43,6.5,2.1,2.15,9.23,,,6.5,2.7,268.5,132.5,109.0,110.0,20.0,226.1,183.5,55.8,29.1,69.0,12.1,3.56,1.27
2014-05-01 16:30:00+00:00,50,12.125,49.35,1.9,6.07,7.9,1.9,2.08,12.68,,0.05,6.46,2.35,224.5,120.0,109.0,104.0,13.9,198.6,173.7,34.1,16.8,44.8,14.0,4.07,1.0
2014-05-01 16:45:00+00:00,50,6.975,26.81,1.83,6.07,3.17,,,7.53,,,6.41,2.35,241.0,,102.0,110.0,20.0,223.2,202.5,27.8,16.4,42.8,4.8,3.84,1.0
2014-05-01 17:00:00+00:00,50,4.8,14.5,2.53,6.43,3.4,,,5.35,,,6.33,2.7,369.5,,104.0,110.0,20.0,291.8,228.2,77.4,42.6,112.9,5.6,3.02,1.0
2014-05-01 17:15:00+00:00,50,9.325,32.58,1.73,3.8,3.72,,,9.88,,,6.24,1.73,231.0,,105.0,110.0,20.0,249.0,215.9,47.6,25.1,50.7,11.8,3.49,1.73
2014-05-01 17:30:00+00:00,50,9.3,32.96,2.55,5.28,7.78,,,9.85,,,6.14,2.55,268.5,,102.0,110.0,20.0,246.7,218.0,41.2,21.4,42.3,9.8,3.54,1.89
2014-05-01 17:45:00+00:00,50,8.05,30.79,1.88,5.1,3.55,,,8.63,0.03,,6.02,1.88,233.5,,103.0,110.0,20.0,237.3,221.8,22.7,11.5,25.9,4.1,3.82,1.32
2014-05-01 18:00:00+00:00,100,8.9,29.94,1.73,3.9,3.65,,,9.45,,,5.89,1.73,228.5,,101.0,110.0,20.0,269.5,234.3,49.9,26.8,44.6,10.9,3.36,3.52
2014-05-01 18:15:00+00:00,100,8.725,28.17,1.73,5.1,4.65,,,9.27,,,5.75,1.73,234.5,,102.0,110.0,20.0,287.6,247.7,56.4,30.9,48.7,11.9,3.23,4.44
2014-05-01 18:30:00+00:00,100,8.375,27.92,3.72,5.1,3.72,,,8.93,,,5.62,4.57,228.5,,103.0,110.0,20.0,274.9,238.2,51.9,28.1,45.5,10.0,3.33,3.99
2014-05-01 18:45:00+00:00,100,7.775,25.25,1.75,5.03,2.9,,,8.32,,,5.48,1.75,219.5,,104.0,110.0,20.0,278.4,233.3,63.5,34.3,55.3,10.5,3.25,4.14
2014-05-01 19:00:00+00:00,0,7.575,24.11,1.75,5.05,3.75,,,8.13,,,,1.75,233.5,,95.0,110.0,20.0,,,,,,,3.18,
2014-05-01 19:15:00+00:00,100,6.725,22.57,1.75,4.07,2.92,,,7.28,,,5.21,1.75,228.5,,96.0,110.0,20.0,270.8,235.4,50.2,27.0,44.4,6.2,3.36,3.73
2014-05-01 19:30:00+00:00,100,6.475,20.92,1.75,3.8,2.5,,,7.03,,,5.09,1.75,226.0,,99.0,110.0,20.0,282.1,237.6,62.8,33.8,55.0,7.2,3.23,3.95
2014-05-01 19:45:00+00:00,100,6.3,19.53,1.73,2.03,2.0,,,6.85,,,4.97,1.73,226.0,,100.0,110.0,20.0,297.6,242.0,78.6,41.9,70.2,8.4,3.1,3.51
2014-05-01 20:00:00+00:00,100,6.25,18.61,1.73,2.08,2.53,,,6.8,,,4.86,1.73,241.0,,98.0,110.0,20.0,318.5,258.2,84.9,45.8,73.4,9.0,2.98,4.3
2014-05-01 20:15:00+00:00,100,6.2,18.27,1.8,,1.8,,,6.75,,,4.75,,236.0,,,110.0,20.0,320.9,255.8,92.1,48.9,82.7,9.5,2.95,3.39
2014-05-01 20:30:00+00:00,100,5.95,17.94,1.9,3.55,2.3,,,6.5,,,4.66,1.9,256.0,,102.0,110.0,20.0,316.6,265.7,72.0,38.5,64.1,6.9,3.02,3.57
2014-05-01 20:45:00+00:00,100,5.3,16.58,1.73,3.33,2.63,,,5.85,,,4.56,1.73,271.0,,98.0,110.0,20.0,305.2,267.1,54.4,29.0,50.2,4.2,3.13,2.95
2014-05-01 21:00:00+00:00,100,5.025,15.14,2.5,,2.5,,,5.57,,,4.48,,273.5,,,110.0,20.0,318.5,273.2,64.4,34.6,58.4,4.5,3.01,3.26
2014-05-01 21:15:00+00:00,0,,,1.75,1.95,,,,,,,,1.75,,,97.0,,,,,,,,,,
2014-05-01 21:30:00+00:00,100,4.775,15.23,1.7,2.6,3.03,,,5.32,,,4.31,1.7,298.5,,97.0,110.0,20.0,304.0,272.0,46.4,24.0,46.9,2.9,3.19,1.94
2014-05-01 21:45:00+00:00,100,5.15,15.42,1.88,2.13,3.3,,,5.7,,,4.23,1.88,318.5,,97.0,110.0,20.0,328.7,288.0,58.9,30.6,59.0,4.3,2.99,2.01
2014-05-01 22:00:00+00:00,100,5.9,15.91,2.47,,2.47,,,6.45,,,4.16,,301.0,,,110.0,20.0,374.2,305.6,97.6,52.0,89.1,9.3,2.7,3.1
2014-05-01 22:15:00+00:00,100,5.85,16.43,2.58,,2.58,,,6.4,,,4.08,,303.5,,,110.0,20.0,355.9,299.8,80.4,42.5,76.0,7.5,2.81,2.59
2014-05-01 22:30:00+00:00,100,5.2,14.73,2.28,,2.28,,,5.75,,,4.01,,296.0,,,110.0,20.0,344.6,293.8,72.9,38.3,70.6,5.4,2.83,2.32
2014-05-01 22:45:00+00:00,100,5.975,16.51,2.5,,2.5,,,6.53,,,3.94,,306.0,,,110.0,20.0,364.5,304.8,85.5,45.4,80.1,8.4,2.76,2.7
2014-05-01 23:00:00+00:00,100,6.0,16.6,1.77,,1.77,,,6.55,,,3.87,,296.0,,,110.0,20.0,363.2,303.7,85.4,45.0,81.1,8.4,2.77,2.51
2014-05-01 23:15:00+00:00,100,6.1,16.84,1.9,2.25,2.25,,,6.65,,,3.81,1.9,301.0,,97.0,110.0,20.0,364.7,303.5,87.6,46.3,82.3,8.9,2.76,2.66
2014-05-01 23:30:00+00:00,100,5.975,16.9,2.25,,2.25,,,6.53,,,3.74,,296.0,,,110.0,20.0,352.9,297.2,79.9,42.2,75.6,7.8,2.83,2.56
2014-05-01 23:45:00+00:00,100,5.975,16.69,1.98,,1.98,,,6.53,,,3.68,,291.0,,,110.0,20.0,357.2,297.4,85.5,45.2,79.9,8.3,2.79,2.73
2014-05-02 00:00:00+00:00,100,5.9,16.69,2.55,,2.55,,,6.45,,,3.61,,293.5,,,110.0,20.0,350.6,294.1,80.7,43.0,74.5,7.7,2.83,2.93
2014-05-02 00:15:00+00:00,100,5.875,16.64,2.92,,2.92,,,6.43,,,3.55,,300.0,,,110.0,20.0,350.2,294.8,79.2,42.2,73.5,7.5,2.83,2.85
2014-05-02 00:30:00+00:00,100,3.45,11.95,1.58,,1.58,,,4.0,,,3.49,,273.5,,,110.0,20.0,278.1,258.7,28.3,14.5,32.1,1.0,3.46,1.35
2014-05-02 00:45:00+00:00,100,5.875,17.13,2.17,,2.17,,,6.43,,,3.44,,286.0,,,110.0,20.0,337.7,287.1,72.6,38.3,69.0,6.8,2.92,2.51
2014-05-02 01:00:00+00:00,100,6.025,16.93,3.4,,3.4,,,6.57,,,3.38,,306.0,,,110.0,20.0,354.9,299.6,79.5,42.1,75.5,7.9,2.81,2.53
2014-05-02 01:15:00+00:00,100,5.225,15.44,2.03,,2.03,,,5.78,,,3.34,,273.5,,,110.0,20.0,322.1,275.7,66.5,34.9,63.8,4.9,2.96,2.41
2014-05-02 01:30:00+00:00,100,5.925,17.21,2.08,,2.08,,,6.47,,,3.31,,276.0,,,110.0,20.0,335.7,281.6,77.4,40.9,72.2,7.4,2.9,2.74
2014-05-02 01:45:00+00:00,100,4.925,15.78,2.28,,2.28,,,5.47,,,3.29,,273.5,,,110.0,20.0,296.7,263.0,48.6,25.5,47.9,3.2,3.2,2.16
2014-05-02 02:00:00+00:00,100,5.675,16.91,1.7,,1.7,,,6.22,,,3.29,,257.5,,,110.0,20.0,321.1,268.0,75.6,40.1,69.9,6.6,2.98,2.9
2014-05-02 02:15:00+00:00,100,5.7,16.27,1.77,,1.77,,,6.25,,,3.31,,243.5,,,110.0,20.0,335.3,263.7,101.3,54.0,90.6,8.9,2.85,3.46
2014-05-02 02:30:00+00:00,100,5.65,17.08,2.22,,2.22,,,6.22,0.03,,3.36,,258.5,,,110.0,20.0,312.2,260.8,73.2,38.9,67.9,6.4,3.02,2.87
2014-05-02 02:45:00+00:00,100,5.475,17.19,1.73,,1.73,,,6.03,,,3.42,,248.5,,,110.0,20.0,295.6,250.9,63.7,33.9,60.9,5.3,3.14,2.53
2014-05-02 03:00:00+00:00,70,5.375,17.32,2.08,,2.08,,,5.93,,,3.52,,244.5,,,110.0,20.0,281.9,241.4,57.4,29.9,59.4,4.6,3.22,1.89
2014-05-02 03:15:00+00:00,70,5.275,17.19,2.42,,2.42,,,5.82,,,3.63,,247.5,,,110.0,20.0,272.2,229.9,59.8,32.1,62.2,4.8,3.26,1.96
2014-05-02 03:30:00+00:00,100,5.475,18.19,1.73,,1.73,,,6.03,,,3.77,,238.5,,,110.0,20.0,262.1,219.8,59.5,32.6,60.2,5.3,3.32,2.19
2014-05-02 03:45:00+00:00,70,5.325,19.44,2.78,,2.78,,,5.88,,,3.92,,235.0,,,110.0,20.0,227.6,196.4,41.9,23.7,54.1,3.8,3.65,1.25
2014-05-02 04:00:00+00:00,100,6.15,20.69,2.47,,2.47,,,6.7,,,4.08,,227.5,,,110.0,20.0,248.3,202.7,63.0,35.1,69.0,7.3,3.36,1.83
2014-05-02 04:15:00+00:00,70,6.4,21.22,2.88,,2.88,,,6.97,0.03,,4.25,,232.5,,,110.0,20.0,250.3,199.8,69.2,38.8,75.8,8.7,3.32,1.86
2014-05-02 04:30:00+00:00,70,7.625,22.22,2.1,2.63,3.15,2.1,2.18,8.18,,,4.42,2.2,228.5,145.0,132.0,111.7,21.3,304.2,210.4,128.7,69.2,138.8,21.2,2.91,1.93
2014-05-02 04:45:00+00:00,70,6.85,23.44,1.8,2.9,3.67,1.8,2.31,7.4,,0.03,4.58,2.33,247.5,107.5,124.0,102.3,12.2,235.0,186.9,62.7,36.9,76.7,9.6,3.42,1.52
2014-05-02 05:00:00+00:00,50,7.525,25.45,2.72,3.1,4.43,,,8.07,,,4.73,2.72,252.5,,119.0,110.0,20.0,240.8,190.0,67.1,37.8,82.0,11.7,3.38,1.45
2014-05-02 05:15:00+00:00,100,7.825,25.24,2.83,3.13,3.2,,,8.38,,,4.87,2.83,213.5,,119.0,110.0,20.0,259.8,202.7,77.7,44.2,82.9,14.7,3.22,1.98
2014-05-02 05:30:00+00:00,70,7.625,27.52,2.58,3.47,3.78,2.58,2.7,8.18,,0.03,4.98,2.72,240.0,120.0,115.0,100.7,10.5,225.1,190.6,41.8,27.5,67.0,9.3,3.61,1.0
2014-05-02 05:45:00+00:00,70,7.675,27.16,2.55,3.65,4.45,2.55,2.81,8.23,,0.05,5.08,2.83,255.0,115.0,111.0,101.3,11.1,222.6,177.5,53.9,33.3,81.8,11.1,3.54,1.04
2014-05-02 06:00:00+00:00,100,8.913,28.34,2.58,3.67,3.72,2.58,2.93,9.48,0.03,0.03,5.16,2.95,217.5,112.5,112.0,101.6,11.4,260.3,202.2,72.7,44.9,97.1,19.4,3.18,1.39
2014-05-02 06:15:00+00:00,70,9.1,30.74,4.97,,4.97,,,9.65,,,5.22,,263.5,,,110.0,20.0,243.0,194.6,62.6,36.2,82.9,16.7,3.38,1.21
2014-05-02 06:30:00+00:00,100,7.9,29.86,4.05,,4.05,,,8.45,,,5.28,,223.5,,,110.0,20.0,218.4,191.5,30.6,21.9,57.7,8.2,3.78,1.0
2014-05-02 06:45:00+00:00,70,7.563,29.73,5.1,,5.1,,,8.43,0.32,,5.32,,247.5,,,110.0,20.0,199.2,165.9,22.5,23.1,56.8,7.6,3.94,1.0
2014-05-02 07:00:00+00:00,70,8.825,28.68,5.5,,5.5,,,9.38,,,5.36,,235.0,,,110.0,20.0,249.7,178.1,98.0,54.1,104.1,22.2,3.25,2.06
2014-05-02 07:15:00+00:00,50,8.8,29.8,3.47,4.22,4.45,,,9.5,0.15,,5.4,3.47,237.5,,112.0,110.0,20.0,242.3,196.0,57.4,35.1,82.6,15.3,3.39,1.09
2014-05-02 07:30:00+00:00,70,8.475,28.2,4.7,,4.7,,,9.02,,,5.45,,253.5,,,110.0,20.0,242.4,185.8,73.5,43.4,80.4,17.0,3.33,1.88
2014-05-02 07:45:00+00:00,70,7.9,27.82,4.93,,4.93,,,8.45,,,5.51,,268.5,,,110.0,20.0,223.8,174.9,55.3,34.4,87.9,12.0,3.52,1.0
2014-05-02 08:00:00+00:00,50,8.85,25.86,6.15,,6.15,,,9.4,,,5.59,,276.0,,,110.0,20.0,293.7,192.6,134.7,74.0,144.5,30.5,2.92,1.88
2014-05-02 08:15:00+00:00,70,8.5,26.11,5.8,,5.8,,,9.05,,,5.67,,272.5,,,110.0,20.0,264.2,181.1,109.6,61.3,117.2,23.4,3.07,1.92
2014-05-02 08:30:00+00:00,50,8.425,26.48,3.7,4.2,6.18,,,8.98,,,5.77,3.7,281.0,,107.0,110.0,20.0,250.5,174.2,97.2,54.2,109.2,20.5,3.14,1.65
2014-05-02 08:45:00+00:00,50,8.825,25.8,4.3,4.82,6.07,,,9.38,,,5.87,4.3,293.5,,100.0,110.0,20.0,282.8,190.4,120.3,67.1,127.7,27.7,2.92,1.83
2014-05-02 09:00:00+00:00,50,8.625,26.28,3.45,5.22,7.3,,,9.18,,,5.99,3.45,340.0,,102.0,110.0,20.0,249.8,171.6,99.0,54.2,116.0,21.5,3.05,1.5
2014-05-02 09:15:00+00:00,50,9.35,27.77,6.3,,6.3,,,9.9,,,6.1,,315.0,,,110.0,20.0,275.1,192.7,103.6,58.0,113.6,27.3,2.97,1.56
2014-05-02 09:30:00+00:00,50,9.875,27.99,6.57,,6.57,,,10.43,,,6.2,,299.5,,,110.0,20.0,299.4,201.0,131.0,72.3,136.9,37.3,2.83,1.9
2014-05-02 09:45:00+00:00,50,10.025,29.55,6.28,,6.28,,,10.57,,,6.3,,313.5,,,110.0,20.0,283.8,202.3,104.6,58.8,109.8,31.9,2.95,1.68
2014-05-02 10:00:00+00:00,70,9.475,30.04,6.2,,6.2,,,10.02,,,6.39,,306.0,,,110.0,20.0,255.5,188.3,81.4,46.5,105.0,22.9,3.17,1.2
2014-05-02 10:15:00+00:00,50,10.4,29.91,6.35,,6.35,,,10.95,,,6.46,,287.5,,,110.0,20.0,294.4,203.9,120.4,66.8,124.5,38.4,2.88,1.89
