Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2014-07-01 12:15:00+00:00,50,8.275,,24.33,6.2,,6.2,,,8.82,,5.62,,337.0,,,,110.0,20.0,269.3,180.7,107.8,60.6,125.1,22.2,2.94,1.45
2014-07-01 12:45:00+00:00,70,8.075,,25.04,6.1,,6.1,,,8.63,,5.55,,332.0,,,,110.0,20.0,251.1,173.4,91.1,51.4,125.0,18.2,3.1,1.15
2014-07-01 13:00:00+00:00,50,8.4,,24.91,4.45,5.18,6.53,,,8.95,,5.52,4.45,317.5,,,109.0,110.0,20.0,273.7,182.5,119.7,66.3,129.0,24.7,2.97,1.85
2014-07-01 13:15:00+00:00,50,8.35,,24.73,6.15,,6.15,,,8.9,,5.5,,325.0,,,,110.0,20.0,270.9,184.8,107.6,60.0,120.5,22.4,2.96,1.56
2014-07-01 13:45:00+00:00,70,7.925,,24.89,5.93,,5.93,,,8.48,,5.48,,316.0,,,,110.0,20.0,249.3,175.1,89.3,50.1,115.3,17.0,3.14,1.26
2014-07-01 14:00:00+00:00,50,6.725,,22.77,4.03,5.57,5.55,,,7.28,,5.48,4.03,321.0,,,101.0,110.0,20.0,221.3,156.1,73.2,41.7,119.5,10.3,3.38,1.0
2014-07-01 14:15:00+00:00,50,7.725,,22.57,4.03,5.55,5.93,,,8.27,,5.49,4.03,337.5,,,106.0,110.0,20.0,274.9,185.7,112.5,62.6,125.2,20.0,2.92,1.62
2014-07-01 14:30:00+00:00,50,7.9,,23.18,6.8,,6.8,,,8.45,,5.51,,352.5,,,,110.0,20.0,273.8,185.2,117.6,64.8,127.6,21.4,2.93,1.86
2014-07-01 14:45:00+00:00,0,,,,3.45,5.22,,,,,,,3.45,,,,102.0,,,,,,,,,,
2014-07-01 15:00:00+00:00,50,7.7,,22.95,3.17,5.22,5.53,,,8.25,,5.56,3.17,302.0,,,102.0,110.0,20.0,273.5,190.7,107.1,59.4,117.3,18.9,2.98,1.71
2014-07-01 15:15:00+00:00,50,7.825,,23.45,2.85,4.72,6.13,,,8.38,,5.59,2.85,322.5,,,102.0,110.0,20.0,269.8,189.1,105.3,57.6,116.3,18.9,3.0,1.68
2014-07-01 15:30:00+00:00,0,,,,2.67,6.43,,,,,,,2.7,,,,100.0,,,,,,,,,,
2014-07-01 15:45:00+00:00,50,7.225,,23.32,2.72,3.75,3.4,,,7.78,,5.67,2.72,227.5,,,106.0,110.0,20.0,262.3,211.0,65.3,39.9,83.6,11.7,3.23,1.37
2014-07-01 16:00:00+00:00,100,4.6,,19.5,2.6,6.43,3.17,,,5.15,,5.71,2.7,214.5,,,102.0,110.0,20.0,176.1,148.8,24.6,18.1,51.1,2.4,4.24,1.0
2014-07-01 16:15:00+00:00,50,7.325,,23.51,2.47,5.18,4.97,,,7.88,,5.75,2.47,281.0,,,102.0,110.0,20.0,255.4,192.7,81.7,45.1,97.0,13.2,3.21,1.48
2014-07-01 16:30:00+00:00,50,6.775,,22.09,2.42,4.5,3.7,,,7.32,,5.78,2.42,266.0,,,102.0,110.0,20.0,254.8,200.8,71.3,41.1,83.1,10.4,3.26,1.64
2014-07-01 16:45:00+00:00,50,7.075,,21.08,1.8,4.32,6.2,1.8,2.28,7.63,,5.81,2.3,353.5,,107.5,100.0,102.4,12.2,266.9,190.2,101.5,55.2,112.4,14.8,2.98,1.71
2014-07-01 17:00:00+00:00,50,4.375,,11.51,2.7,5.7,3.75,,,4.93,,5.82,2.7,455.0,,,97.0,110.0,20.0,303.8,199.4,124.7,69.9,160.4,7.3,2.63,1.31
2014-07-01 17:15:00+00:00,50,7.725,,22.76,1.8,2.28,3.38,,,8.27,,5.82,1.8,271.0,,,96.0,110.0,20.0,303.6,234.9,96.4,52.7,98.7,16.8,2.95,2.07
2014-07-01 17:30:00+00:00,50,7.7,,23.0,1.83,2.55,2.92,,,8.25,,5.8,1.83,260.0,,,99.0,110.0,20.0,299.2,234.8,91.2,49.7,91.1,15.6,2.99,2.24
2014-07-01 17:45:00+00:00,70,7.9,,23.1,2.8,,2.8,,,8.45,,5.77,,253.5,,,,110.0,20.0,312.5,241.5,101.0,54.4,99.6,17.8,2.92,2.36
2014-07-01 18:00:00+00:00,70,8.075,,22.77,1.95,,1.95,,,8.63,,5.73,,245.0,,,,110.0,20.0,332.3,255.1,109.8,58.5,109.2,19.8,2.82,2.32
2014-07-01 18:15:00+00:00,70,8.325,,24.66,1.77,,1.77,,,8.88,,5.66,,257.5,,,,110.0,20.0,317.9,263.5,77.8,41.5,74.3,15.0,2.96,2.53
2014-07-01 18:30:00+00:00,100,8.375,,24.52,2.03,,2.03,,,8.93,,5.59,,248.5,,,,110.0,20.0,324.3,262.8,87.7,46.4,82.3,16.8,2.93,2.7
2014-07-01 18:45:00+00:00,100,8.525,,24.99,2.85,,2.85,,,9.07,,5.51,,263.5,,,,110.0,20.0,327.9,270.8,81.6,43.2,76.0,16.1,2.93,2.78
2014-07-01 19:00:00+00:00,100,8.475,,24.9,2.9,,2.9,,,9.02,,5.43,,261.0,,,,110.0,20.0,328.5,271.5,81.2,43.1,74.3,15.9,2.94,3.05
2014-07-01 19:15:00+00:00,100,8.55,,25.4,1.73,3.8,3.38,,,9.1,,5.34,1.73,268.5,,,95.0,110.0,20.0,326.4,274.7,73.7,39.3,67.4,14.7,2.97,3.07
2014-07-01 19:30:00+00:00,100,8.425,,25.03,2.5,3.2,3.2,,,8.98,,5.25,2.5,266.0,,,97.0,110.0,20.0,327.2,275.6,73.6,39.2,66.9,14.2,2.97,3.15
2014-07-01 19:45:00+00:00,100,5.525,,18.9,1.73,2.78,2.7,,,6.07,,5.17,1.73,261.0,,,97.0,110.0,20.0,275.9,251.0,36.1,18.7,36.1,3.0,3.42,2.0
2014-07-01 20:00:00+00:00,100,8.7,,26.57,2.42,2.95,3.45,,,9.25,,5.09,2.42,266.0,,,95.0,110.0,20.0,317.0,272.7,63.3,33.7,58.0,13.1,3.05,3.01
2014-07-01 20:15:00+00:00,100,8.075,,26.45,2.42,3.03,3.55,,,8.63,,5.02,2.42,267.0,,,96.0,110.0,20.0,292.7,262.8,43.4,22.6,42.3,7.7,3.28,2.2
2014-07-01 20:30:00+00:00,100,8.6,,27.06,1.75,3.1,2.8,,,9.15,,4.95,1.75,251.0,,,97.0,110.0,20.0,303.6,262.0,59.2,31.5,53.6,11.9,3.15,3.21
2014-07-01 20:45:00+00:00,100,8.425,,26.99,1.73,2.97,3.7,,,8.98,,4.88,1.73,248.5,,,95.0,110.0,20.0,296.4,257.7,54.8,29.5,48.5,10.7,3.2,3.73
2014-07-01 21:00:00+00:00,100,8.075,,25.54,1.75,3.15,3.2,,,8.63,,4.81,1.75,243.5,,,96.0,110.0,20.0,294.8,254.1,57.7,30.9,51.4,10.3,3.16,3.55
2014-07-01 21:15:00+00:00,100,8.05,,25.26,1.73,4.13,3.1,,,8.6,,4.74,1.73,246.0,,,95.0,110.0,20.0,301.6,257.9,61.8,33.2,54.7,10.9,3.14,3.73
2014-07-01 21:30:00+00:00,100,7.5,,23.59,1.73,2.9,2.55,,,8.05,,4.65,1.73,238.5,,,97.0,110.0,20.0,297.5,250.7,66.3,35.4,59.4,10.1,3.14,3.44
2014-07-01 21:45:00+00:00,100,6.35,,21.03,1.75,3.7,3.47,,,6.9,,4.56,1.75,251.0,,,95.0,110.0,20.0,281.0,251.0,42.9,22.9,39.1,4.8,3.31,3.13
2014-07-01 22:00:00+00:00,100,6.625,,20.91,2.42,4.07,3.72,,,7.18,,4.46,2.42,263.5,,,96.0,110.0,20.0,299.5,263.5,51.4,27.5,46.9,6.2,3.16,3.12
2014-07-01 22:15:00+00:00,100,4.775,,16.89,2.45,4.13,3.7,,,5.32,,4.34,2.45,268.5,,,96.0,110.0,20.0,278.5,249.9,40.7,22.6,34.8,2.6,3.54,4.84
2014-07-01 22:30:00+00:00,100,7.075,,20.43,2.42,4.2,3.65,,,7.63,,4.22,2.42,277.5,,,96.0,110.0,20.0,339.7,286.2,76.1,41.0,68.3,10.5,2.89,3.46
2014-07-01 22:45:00+00:00,100,5.175,,17.68,1.73,2.83,3.25,,,5.72,,4.09,1.73,282.0,,,94.0,110.0,20.0,280.7,258.3,32.9,16.6,34.9,2.4,3.42,1.6
2014-07-01 23:00:00+00:00,100,5.925,,19.2,2.58,4.13,5.05,,,6.47,,3.96,2.58,322.0,,,97.0,110.0,20.0,295.8,267.6,41.1,21.0,41.9,3.9,3.24,1.84
2014-07-01 23:15:00+00:00,100,6.575,,28.57,2.45,3.72,3.8,,,7.13,,3.84,2.45,194.5,,,95.0,110.0,20.0,209.0,188.3,28.6,16.5,23.5,3.5,4.34,6.0
2014-07-01 23:30:00+00:00,0,,,,3.05,4.13,,,,,,,3.05,,,,95.0,,,,,,,,,,
2014-07-01 23:45:00+00:00,100,6.525,,18.36,2.78,3.75,4.45,,,7.07,,3.61,2.78,332.5,,,95.0,110.0,20.0,355.9,305.4,73.1,38.1,72.0,8.5,2.81,2.13
2014-07-02 00:00:00+00:00,100,6.35,,18.01,2.7,3.95,3.45,,,6.9,,3.52,2.7,312.5,,,95.0,110.0,20.0,352.7,299.0,77.2,40.8,73.5,8.5,2.84,2.49
2014-07-02 00:15:00+00:00,100,6.325,,17.93,2.5,3.15,3.4,,,6.88,,3.44,2.5,318.5,,,95.0,110.0,20.0,353.5,300.9,76.1,39.8,74.3,8.3,2.84,2.21
2014-07-02 00:30:00+00:00,100,5.05,,16.52,3.35,,3.35,,,5.6,,3.38,,306.3,,,,110.0,20.0,296.0,267.9,41.2,20.6,44.6,2.8,3.27,1.49
2014-07-02 00:45:00+00:00,100,6.425,,18.37,1.73,1.95,2.78,,,6.97,,3.33,1.73,280.0,,,95.0,110.0,20.0,343.2,285.1,82.7,44.3,74.6,9.4,2.86,3.31
2014-07-02 01:00:00+00:00,100,6.275,,18.24,1.73,2.35,2.83,,,6.82,,3.3,1.73,280.0,,,95.0,110.0,20.0,335.8,281.7,77.1,41.2,70.3,8.3,2.91,3.14
2014-07-02 01:15:00+00:00,100,6.275,,18.1,2.47,,2.47,,,6.82,,3.28,,271.0,,,,110.0,20.0,337.2,278.2,83.8,44.7,75.8,9.0,2.88,3.25
2014-07-02 01:30:00+00:00,100,6.125,,17.87,1.67,2.03,2.7,,,6.68,,3.27,1.67,277.5,,,95.0,110.0,20.0,331.8,278.8,75.7,40.3,70.0,7.8,2.92,2.91
2014-07-02 01:45:00+00:00,100,6.2,,17.97,2.45,,2.45,,,6.75,,3.27,,272.5,,,,110.0,20.0,333.3,276.5,81.1,43.1,74.8,8.5,2.9,2.93
2014-07-02 02:00:00+00:00,100,4.9,,16.42,2.88,,2.88,,,5.45,,3.28,,276.0,,,,110.0,20.0,279.5,250.7,41.6,21.4,43.8,2.8,3.35,1.72
2014-07-02 02:15:00+00:00,100,5.9,,17.31,1.98,,1.98,,,6.45,,3.3,,257.5,,,,110.0,20.0,321.1,262.8,83.0,44.1,77.6,7.9,2.93,2.77
2014-07-02 02:30:00+00:00,100,5.825,,17.08,2.67,,2.67,,,6.38,,3.32,,278.5,,,,110.0,20.0,323.3,266.4,81.3,43.2,79.3,7.7,2.93,2.33
2014-07-02 02:45:00+00:00,70,5.85,,16.94,2.42,,2.42,,,6.4,,3.36,,277.5,,,,110.0,20.0,324.3,263.2,87.0,46.3,86.9,8.4,2.89,2.17
2014-07-02 03:00:00+00:00,70,4.275,,14.88,2.47,,2.47,,,4.82,,3.41,,270.0,,,,110.0,20.0,251.8,218.9,43.9,24.0,59.2,2.5,3.48,1.08
2014-07-02 03:15:00+00:00,70,4.2,,13.94,2.5,,2.5,,,4.75,,3.48,,250.0,,,,110.0,20.0,248.7,202.6,61.1,33.9,73.1,3.3,3.32,1.51
2014-07-02 03:30:00+00:00,50,6.025,,20.2,3.9,,3.9,,,6.57,,3.57,,306.0,,,,110.0,20.0,259.2,214.8,56.7,29.9,81.6,6.2,3.35,1.0
2014-07-02 03:45:00+00:00,70,6.6,,19.11,1.73,1.85,2.83,1.73,1.8,7.15,0.03,3.67,1.83,243.5,,122.5,132.5,104.3,14.2,304.2,221.9,113.8,62.5,119.6,14.5,2.9,2.05
2014-07-02 04:00:00+00:00,70,6.825,,20.27,3.83,,3.83,,,7.38,,3.79,,268.5,,,,110.0,20.0,289.8,215.3,101.9,55.7,107.9,13.9,2.97,1.92
2014-07-02 04:15:00+00:00,50,7.125,,21.32,2.6,2.85,4.32,,,7.68,,3.92,2.6,288.5,,,130.0,110.0,20.0,286.6,214.5,97.1,53.5,104.1,14.7,2.99,1.8
2014-07-02 04:30:00+00:00,70,7.375,,22.42,2.05,3.25,4.18,2.05,2.45,7.93,0.03,4.06,2.47,282.5,,102.5,110.0,99.0,8.8,273.2,203.9,89.1,51.5,96.7,15.4,3.04,1.72
2014-07-02 04:45:00+00:00,50,6.325,,21.73,2.92,3.55,4.43,,,6.88,,4.21,2.92,281.0,,,113.0,110.0,20.0,232.6,180.7,61.4,35.2,94.5,7.9,3.43,1.0
2014-07-02 05:00:00+00:00,50,6.5,,22.73,3.05,3.58,4.28,,,7.05,,4.36,3.05,277.0,,,117.0,110.0,20.0,229.9,181.6,55.3,32.9,87.9,7.9,3.5,1.0
2014-07-02 05:15:00+00:00,50,5.375,,17.91,3.13,3.8,4.47,,,5.93,,4.51,3.13,305.5,,,116.0,110.0,20.0,224.2,160.9,71.8,41.6,111.8,6.7,3.33,1.09
2014-07-02 05:30:00+00:00,50,6.95,,25.73,2.67,4.32,5.1,,,7.53,,4.64,2.67,273.5,,,110.0,110.0,20.0,212.3,166.7,51.1,29.2,82.0,8.0,3.7,1.0
2014-07-02 05:45:00+00:00,50,9.1,,29.05,3.33,3.95,5.28,,,9.65,,4.76,3.33,272.5,,,119.0,110.0,20.0,258.8,198.8,78.6,43.8,92.7,19.8,3.19,1.45
2014-07-02 06:00:00+00:00,50,7.3,,27.32,2.8,4.13,4.5,,,7.9,,4.86,2.8,261.0,,,110.0,110.0,20.0,215.2,177.6,40.9,26.3,71.1,8.2,3.74,1.0
2014-07-02 06:15:00+00:00,50,9.35,,28.25,2.78,5.15,5.15,,,9.9,,4.94,2.78,277.5,,,99.0,110.0,20.0,279.6,207.5,96.2,54.1,100.7,25.5,3.02,1.86
2014-07-02 06:30:00+00:00,50,7.525,,27.52,4.82,6.3,6.25,,,8.07,,5.0,4.82,281.0,,,108.0,110.0,20.0,212.0,157.5,71.1,39.4,82.5,11.9,3.66,1.7
2014-07-02 06:45:00+00:00,50,7.55,,27.66,3.65,4.2,6.53,,,8.13,,5.05,3.65,272.5,,,114.0,110.0,20.0,197.2,151.0,57.2,31.3,72.7,9.7,3.66,1.38
2014-07-02 07:00:00+00:00,50,8.425,,27.66,3.67,4.8,5.8,,,8.98,,5.07,3.67,272.5,,,109.0,110.0,20.0,239.5,176.9,78.3,44.0,97.9,17.0,3.28,1.35
2014-07-02 07:15:00+00:00,70,8.075,,26.08,5.78,,5.78,,,8.63,,5.09,,256.0,,,,110.0,20.0,247.6,173.0,98.7,54.9,107.3,19.0,3.23,1.89
2014-07-02 07:30:00+00:00,50,7.375,,23.11,4.03,5.22,5.78,,,7.93,,5.11,4.03,274.5,,,107.0,110.0,20.0,246.5,166.4,102.0,56.9,116.5,16.4,3.13,1.68
2014-07-02 07:45:00+00:00,50,7.125,,21.93,2.7,5.55,5.88,,,7.68,,5.13,2.7,362.0,,,100.0,110.0,20.0,246.2,164.7,93.3,52.8,140.2,14.5,3.08,1.08
2014-07-02 08:00:00+00:00,50,7.875,,21.51,4.93,6.43,6.75,,,8.43,,5.16,4.93,393.5,,,104.0,110.0,20.0,295.0,186.5,141.1,78.2,154.3,25.5,2.73,1.8
2014-07-02 08:15:00+00:00,50,7.95,,21.66,6.7,,6.7,,,8.5,,5.19,,385.0,,,,110.0,20.0,296.9,187.2,142.0,78.8,155.0,26.2,2.72,1.79
2014-07-02 08:30:00+00:00,50,7.675,,23.14,4.05,4.55,6.2,,,8.23,,5.24,4.05,368.5,,,107.0,110.0,20.0,254.6,168.5,100.5,56.2,140.2,17.8,3.02,1.15
2014-07-02 08:45:00+00:00,50,8.4,,24.85,6.53,,6.53,,,8.95,,5.3,,336.0,,,,110.0,20.0,268.4,179.3,111.5,62.1,124.7,23.3,2.96,1.59
2014-07-02 09:00:00+00:00,70,8.3,,24.41,4.82,,4.82,,,8.85,,5.36,,227.0,,,,110.0,20.0,285.3,192.9,121.6,70.0,127.1,25.5,2.94,2.09
2014-07-02 09:15:00+00:00,50,8.375,,23.16,4.47,6.43,6.63,,,8.93,,5.43,4.47,355.0,,,101.0,110.0,20.0,293.2,187.1,135.6,75.3,147.2,27.9,2.77,1.73
2014-07-02 09:30:00+00:00,50,8.25,,23.58,4.43,6.22,6.53,,,8.8,,5.51,4.43,351.0,,,100.0,110.0,20.0,280.0,180.9,125.3,69.8,137.5,25.2,2.86,1.69
2014-07-02 09:45:00+00:00,50,8.075,,24.52,4.07,5.43,6.05,,,8.63,,5.58,4.07,343.5,,,103.0,110.0,20.0,260.1,175.6,98.4,56.4,125.9,19.8,3.04,1.26
2014-07-02 10:00:00+00:00,50,8.0,,22.21,6.88,,6.88,,,8.55,,5.64,,377.5,,,,110.0,20.0,288.3,180.7,139.4,77.4,153.1,26.0,2.78,1.8
2014-07-02 10:15:00+00:00,70,8.025,,21.78,6.18,,6.18,,,8.57,,5.69,,378.5,,,,110.0,20.0,297.5,187.8,133.5,75.5,147.8,25.9,2.71,1.57
2014-07-02 10:30:00+00:00,50,7.925,,22.77,6.65,,6.65,,,8.48,,5.72,,365.0,,,,110.0,20.0,268.7,172.7,120.6,67.1,136.4,22.3,2.87,1.63
2014-07-02 10:45:00+00:00,50,8.15,,22.83,4.05,4.85,6.4,,,8.7,,5.75,4.05,345.0,,,101.0,110.0,20.0,290.0,183.5,136.4,76.3,147.7,26.7,2.8,1.8
