Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2014-09-06 03:45:00+00:00,70,5.15,,15.22,1.83,,1.83,,,5.7,,3.33,,267.5,,,,110.0,20.0,312.2,251.5,86.3,46.8,83.5,6.5,2.96,2.52
2014-09-06 04:00:00+00:00,70,5.15,,16.36,2.2,,2.2,,,5.7,,3.48,,262.5,,,,110.0,20.0,277.6,230.1,66.6,36.7,73.1,5.3,3.18,1.76
2014-09-06 04:15:00+00:00,100,5.15,,16.81,2.1,,2.1,,,5.7,,3.65,,251.0,,,,110.0,20.0,263.2,216.5,64.6,36.4,71.9,5.3,3.26,1.77
2014-09-06 04:30:00+00:00,70,5.3,,17.32,2.75,,2.75,,,5.85,,3.83,,243.5,,,,110.0,20.0,254.5,199.9,74.6,41.9,80.9,6.4,3.27,1.94
2014-09-06 04:45:00+00:00,70,5.875,,18.6,1.8,1.98,3.5,1.8,1.98,6.43,0.08,4.0,1.8,261.0,,115.0,115.0,101.6,11.5,258.8,194.9,83.2,47.3,93.9,8.9,3.17,1.7
2014-09-06 05:00:00+00:00,100,6.207,3.54,19.1,1.83,2.47,2.97,1.83,2.31,6.75,0.1,4.18,2.33,235.0,246.0,110.0,117.0,103.5,13.3,273.5,204.8,90.8,52.0,97.6,10.7,3.08,2.14
2014-09-06 05:15:00+00:00,100,6.7,,21.86,1.77,3.13,3.13,1.77,2.43,7.25,0.03,4.34,2.45,226.0,,107.5,109.0,104.9,14.7,255.3,202.6,66.1,40.2,85.7,10.2,3.26,1.36
2014-09-06 05:30:00+00:00,100,7.45,,24.92,2.13,3.03,3.42,2.13,2.58,8.0,0.1,4.5,2.6,248.5,,115.0,109.0,104.3,14.0,246.9,199.8,61.3,36.9,76.2,11.5,3.35,1.48
2014-09-06 05:45:00+00:00,70,8.075,,30.05,1.85,3.08,3.97,1.85,2.63,8.63,0.32,4.64,2.65,269.5,,102.5,111.0,101.4,11.2,227.5,199.8,31.6,21.8,58.0,8.7,3.72,1.0
2014-09-06 06:00:00+00:00,70,7.15,,27.06,2.45,3.08,3.75,2.45,2.81,7.7,0.08,4.77,2.83,243.5,,102.5,110.0,97.7,7.4,212.6,182.0,33.4,24.2,61.1,7.4,3.79,1.0
2014-09-06 06:15:00+00:00,70,6.725,,26.16,5.03,,5.03,,,7.57,,4.89,,250.0,,,,110.0,20.0,197.1,158.0,43.4,25.0,67.5,6.5,3.89,1.01
2014-09-06 06:30:00+00:00,100,8.35,,29.21,4.05,,4.05,,,8.9,,5.01,,238.5,,,,110.0,20.0,238.3,196.3,58.3,35.7,64.4,13.7,3.5,2.02
2014-09-06 06:45:00+00:00,70,8.075,,28.88,4.38,,4.38,,,8.63,,5.12,,245.0,,,,110.0,20.0,224.2,183.6,51.5,31.2,73.1,11.4,3.58,1.14
2014-09-06 07:00:00+00:00,50,8.075,,26.56,6.07,,6.07,,,8.63,,5.22,,257.5,,,,110.0,20.0,242.5,174.3,91.4,50.4,99.4,17.4,3.29,1.9
2014-09-06 07:15:00+00:00,70,8.288,4.96,30.07,4.97,,4.97,,,8.82,,5.33,,252.5,252.5,,,110.0,20.0,220.3,184.0,39.7,29.3,69.6,11.3,3.63,1.05
2014-09-06 07:30:00+00:00,50,8.15,,29.86,3.47,3.97,6.72,,,8.7,,5.44,3.47,237.5,,,109.0,110.0,20.0,206.4,156.9,66.3,36.6,72.9,13.0,3.66,1.89
2014-09-06 07:45:00+00:00,70,7.55,,26.72,5.85,,5.85,,,8.1,,5.55,,227.5,,,,110.0,20.0,215.5,157.7,77.6,43.1,84.3,13.0,3.54,1.99
2014-09-06 08:00:00+00:00,50,7.325,,23.31,6.75,,6.75,,,7.88,,5.66,,351.0,,,,110.0,20.0,223.7,159.0,82.4,45.6,100.3,13.1,3.18,1.53
2014-09-06 08:15:00+00:00,50,7.25,,24.28,6.63,,6.63,,,7.8,,5.77,,307.0,,,,110.0,20.0,213.5,153.9,76.6,42.5,91.5,11.9,3.35,1.62
2014-09-06 08:30:00+00:00,50,7.525,,23.27,6.55,,6.55,,,8.07,,5.87,,319.5,,,,110.0,20.0,249.0,167.9,106.3,59.0,118.0,17.6,3.09,1.84
2014-09-06 08:45:00+00:00,50,7.9,,24.49,3.9,4.57,6.15,,,8.45,,5.96,3.9,321.0,,,103.0,110.0,20.0,251.1,172.3,96.3,53.9,116.7,18.1,3.1,1.41
2014-09-06 09:00:00+00:00,50,8.025,,26.13,6.85,,6.85,,,8.57,,6.03,,300.0,,,,110.0,20.0,231.0,162.6,88.5,48.9,101.8,16.7,3.26,1.67
2014-09-06 09:15:00+00:00,50,8.125,,25.11,6.2,,6.2,,,8.68,,6.1,,301.0,,,,110.0,20.0,254.4,173.8,102.1,57.1,114.6,20.1,3.09,1.66
2014-09-06 09:30:00+00:00,50,8.1,,26.96,6.2,,6.2,,,8.65,,6.14,,302.5,,,,110.0,20.0,230.3,165.3,75.7,42.7,114.2,15.3,3.33,1.04
2014-09-06 09:45:00+00:00,70,8.05,,27.32,5.1,,5.1,,,8.6,,6.17,,287.0,,,,110.0,20.0,234.0,179.9,60.0,37.8,94.7,13.7,3.39,1.0
2014-09-06 10:00:00+00:00,70,8.375,,26.36,6.03,,6.03,,,8.93,,6.17,,275.0,,,,110.0,20.0,249.6,173.0,97.8,54.8,108.2,20.5,3.15,1.72
2014-09-06 10:15:00+00:00,50,7.975,,26.68,6.55,,6.55,,,8.52,,6.16,,297.0,,,,110.0,20.0,222.7,158.7,77.5,43.1,106.2,14.8,3.35,1.22
2014-09-06 10:30:00+00:00,70,8.9,,26.95,6.0,,6.0,,,9.45,,6.14,,290.0,,,,110.0,20.0,267.9,186.6,104.2,58.7,111.9,24.8,3.03,1.75
2014-09-06 10:45:00+00:00,70,8.075,,27.25,5.75,,5.75,,,8.63,,6.11,,283.5,,,,110.0,20.0,228.4,167.0,71.3,41.4,104.4,14.8,3.37,1.09
2014-09-06 11:00:00+00:00,50,8.075,,27.02,6.82,,6.82,,,8.63,,6.07,,303.5,,,,110.0,20.0,220.3,157.6,77.2,42.5,103.6,14.9,3.35,1.26
2014-09-06 11:15:00+00:00,50,9.025,,28.22,6.32,,6.32,,,9.57,,6.03,,296.0,,,,110.0,20.0,256.6,182.2,94.1,52.6,106.0,23.0,3.13,1.56
2014-09-06 11:30:00+00:00,50,9.2,,28.94,6.93,,6.93,,,9.75,,6.0,,291.0,,,,110.0,20.0,252.0,177.4,96.5,53.0,107.4,23.9,3.15,1.64
2014-09-06 11:45:00+00:00,50,9.2,,29.01,6.57,,6.57,,,9.75,,5.97,,278.5,,,,110.0,20.0,253.5,179.5,96.8,53.4,106.0,24.1,3.15,1.73
2014-09-06 12:00:00+00:00,50,8.95,,28.02,6.53,,6.53,,,9.5,,5.95,,270.0,,,,110.0,20.0,255.7,178.9,101.2,55.8,110.0,23.7,3.13,1.8
2014-09-06 12:15:00+00:00,50,8.075,,27.0,6.3,,6.3,,,8.63,,5.94,,280.0,,,,110.0,20.0,226.8,163.3,78.5,43.6,101.4,15.3,3.34,1.32
2014-09-06 12:30:00+00:00,0,8.6,6.13,27.61,6.15,,6.15,,,9.15,,,,287.5,287.5,,,110.0,20.0,,,,,,,3.21,
2014-09-06 12:45:00+00:00,0,8.075,4.22,26.31,4.13,,4.13,,,8.63,,,,232.5,263.5,,,110.0,20.0,,,,,,,3.26,
2014-09-06 13:00:00+00:00,100,8.913,4.71,27.75,4.2,,4.2,,,9.45,,5.99,,222.5,286.0,,,110.0,20.0,286.3,223.7,86.8,51.1,92.6,21.8,3.12,2.1
2014-09-06 13:15:00+00:00,50,8.075,,27.86,6.25,,6.25,,,8.63,,6.03,,287.5,,,,110.0,20.0,222.4,165.4,68.3,37.6,103.1,13.4,3.45,1.02
2014-09-06 13:30:00+00:00,50,8.075,,28.54,6.15,,6.15,,,8.63,,6.07,,257.5,,,,110.0,20.0,215.8,163.6,65.1,36.0,88.9,12.8,3.54,1.2
2014-09-06 13:45:00+00:00,100,8.625,,26.22,3.8,,3.8,,,9.2,,6.12,,215.0,,,,110.0,20.0,278.5,199.0,109.4,61.2,116.3,24.1,3.04,2.1
2014-09-06 14:00:00+00:00,33,5.938,5.75,21.41,5.63,,5.63,,,6.47,,9.15,,285.0,565.0,,,110.0,20.0,223.8,144.2,70.5,61.6,487.5,,3.61,1.0
2014-09-06 14:15:00+00:00,50,8.075,,27.54,4.0,5.93,6.55,,,8.63,,6.21,4.0,286.0,,,117.0,110.0,20.0,224.1,168.9,70.1,37.8,93.1,13.4,3.41,1.23
2014-09-06 14:30:00+00:00,100,8.075,,27.39,2.72,5.85,3.8,2.72,2.9,8.63,0.08,6.24,2.92,264.5,,115.0,106.0,100.8,10.6,242.2,199.5,52.5,33.3,76.8,12.5,3.39,1.1
2014-09-06 14:45:00+00:00,50,8.4,,26.98,4.22,5.18,5.72,,,8.95,,6.26,4.22,257.5,,,112.0,110.0,20.0,253.1,188.0,87.4,47.8,95.8,18.1,3.21,1.78
2014-09-06 15:00:00+00:00,50,8.4,,27.18,2.83,4.13,4.57,,,8.95,,6.27,2.83,261.0,,,114.0,110.0,20.0,259.7,200.3,79.9,44.7,87.7,17.1,3.23,1.77
2014-09-06 15:15:00+00:00,50,8.375,,25.97,1.77,5.7,6.53,1.77,2.36,8.93,0.1,6.26,2.38,287.5,,100.0,111.0,98.9,8.8,261.8,187.8,100.5,54.5,106.9,20.3,3.1,1.87
2014-09-06 15:30:00+00:00,50,8.725,,26.24,2.45,4.47,4.05,,,9.27,,6.24,2.45,247.5,,,114.0,110.0,20.0,287.6,216.3,98.7,54.1,102.7,22.0,3.01,2.0
2014-09-06 15:45:00+00:00,50,8.925,,28.1,1.77,4.13,4.1,1.77,2.33,9.48,0.1,6.19,2.35,262.5,,105.0,108.0,101.8,11.6,270.1,212.3,79.5,44.8,83.3,19.4,3.15,1.96
2014-09-06 16:00:00+00:00,70,9.175,,28.85,1.88,2.88,3.28,1.88,2.13,9.73,0.03,6.12,2.15,252.5,,120.0,111.0,105.8,15.5,275.8,220.6,77.4,42.9,79.7,19.5,3.14,2.09
2014-09-06 16:15:00+00:00,50,9.275,,29.92,1.77,5.25,6.5,1.77,1.86,9.82,0.03,6.04,1.88,270.0,,122.5,105.0,101.9,11.8,259.8,203.3,78.4,41.5,86.1,19.1,3.23,1.68
2014-09-06 16:30:00+00:00,50,9.45,,31.01,2.4,5.25,3.2,,,10.0,,5.94,2.4,240.0,,,103.0,110.0,20.0,267.2,224.9,60.5,32.6,63.7,15.7,3.28,1.86
2014-09-06 16:45:00+00:00,50,9.55,,31.58,2.2,5.65,3.1,,,10.1,,5.82,2.2,235.0,,,102.0,110.0,20.0,268.2,227.9,57.9,30.9,59.2,15.0,3.31,1.98
2014-09-06 17:00:00+00:00,50,8.225,,29.41,2.45,6.1,3.92,,,8.77,,5.68,2.45,238.5,,,102.0,110.0,20.0,248.7,222.7,37.6,19.5,40.2,7.1,3.58,1.67
2014-09-06 17:15:00+00:00,50,9.425,,32.64,2.67,5.75,5.15,,,9.98,,5.54,2.67,244.5,,,97.0,110.0,20.0,262.0,233.7,40.7,21.3,40.1,10.0,3.46,2.16
2014-09-06 17:30:00+00:00,100,7.5,,28.72,1.73,5.38,3.97,,,8.05,,5.39,1.73,230.0,,,107.0,110.0,20.0,236.6,221.9,21.4,11.0,22.0,3.3,3.83,1.82
2014-09-06 17:45:00+00:00,100,7.275,,28.24,1.73,6.1,6.55,,,7.82,,5.23,2.38,245.0,,,100.0,110.0,20.0,234.6,221.8,18.6,10.6,18.4,2.9,3.88,2.07
2014-09-06 18:00:00+00:00,100,8.3,,29.48,1.7,4.1,4.13,,,8.85,,5.06,1.7,217.5,,,91.0,110.0,20.0,251.7,223.2,40.5,21.9,35.7,7.7,3.55,3.82
2014-09-06 18:15:00+00:00,100,7.05,,24.74,1.77,,1.77,,,7.6,,4.9,,197.5,,,,110.0,20.0,245.5,208.1,53.2,28.1,48.7,7.1,3.51,3.02
2014-09-06 18:30:00+00:00,100,6.875,,21.56,2.72,5.63,2.72,,,7.43,,4.74,3.4,215.0,,,116.0,110.0,20.0,290.6,234.6,78.5,42.6,66.8,10.1,3.14,4.83
2014-09-06 18:45:00+00:00,100,6.75,,20.03,1.77,,1.77,,,7.3,,4.58,,211.0,,,,110.0,20.0,313.2,238.8,105.3,55.8,95.7,12.9,2.97,3.19
2014-09-06 19:00:00+00:00,100,6.675,,19.87,1.73,3.7,2.7,,,7.22,,4.43,1.73,242.5,,,95.0,110.0,20.0,318.3,260.2,81.7,44.4,70.1,10.0,2.98,4.6
2014-09-06 19:15:00+00:00,100,6.6,,19.41,1.7,3.2,3.45,,,7.15,,4.28,1.7,267.0,,,95.0,110.0,20.0,331.0,277.5,75.7,41.2,65.8,9.1,2.94,4.21
2014-09-06 19:30:00+00:00,100,6.575,,19.41,2.05,3.55,2.55,,,7.13,,4.14,2.05,251.0,,,94.0,110.0,20.0,324.1,267.0,80.5,43.5,69.9,9.5,2.95,4.19
2014-09-06 19:45:00+00:00,100,6.475,,19.36,1.75,2.63,2.53,,,7.03,,4.01,1.75,255.0,,,95.0,110.0,20.0,319.0,267.2,73.2,39.3,64.7,8.4,2.99,3.74
2014-09-06 20:00:00+00:00,100,6.325,,19.07,2.2,,2.2,,,6.88,,3.89,,252.5,,,,110.0,20.0,315.9,264.3,73.1,39.0,65.6,7.9,3.01,3.41
2014-09-06 20:15:00+00:00,100,6.25,,17.97,2.42,,2.42,,,6.8,,3.78,,251.0,,,,110.0,20.0,335.5,269.1,93.4,50.4,80.6,9.9,2.88,4.36
2014-09-06 20:30:00+00:00,100,6.1,,17.45,3.03,,3.03,,,6.65,,3.68,,276.0,,,,110.0,20.0,345.6,285.7,84.6,46.0,73.4,8.7,2.86,4.27
2014-09-06 20:45:00+00:00,100,6.05,,17.6,2.58,,2.58,,,6.6,,3.59,,268.5,,,,110.0,20.0,334.8,278.8,79.2,42.7,69.5,7.9,2.91,3.94
2014-09-06 21:00:00+00:00,100,6.075,,17.8,3.25,,3.25,,,6.63,,3.52,,280.0,,,,110.0,20.0,334.8,284.3,71.8,38.6,64.3,7.3,2.93,3.47
2014-09-06 21:15:00+00:00,100,6.15,,17.8,2.17,,2.17,,,6.7,,3.46,,258.5,,,,110.0,20.0,336.8,275.0,87.3,46.7,77.6,9.0,2.89,3.62
2014-09-06 21:30:00+00:00,100,6.1,,17.8,2.7,,2.7,,,6.65,,3.41,,273.5,,,,110.0,20.0,334.3,280.8,75.8,40.8,67.1,7.7,2.92,3.72
2014-09-06 21:45:00+00:00,100,4.15,,14.48,2.83,,2.83,,,4.7,,3.38,,273.5,,,,110.0,20.0,273.1,253.1,28.9,14.9,29.7,1.4,3.49,1.86
2014-09-06 22:00:00+00:00,100,4.2,,14.52,2.92,,2.92,,,4.75,,3.37,,279.5,,,,110.0,20.0,276.5,256.0,29.8,15.3,31.0,1.5,3.46,1.77
2014-09-06 22:15:00+00:00,100,5.425,,15.6,3.1,,3.1,,,5.97,,3.37,,292.0,,,,110.0,20.0,342.3,290.9,73.4,39.5,66.9,6.0,2.88,3.17
2014-09-06 22:30:00+00:00,100,5.375,,14.78,3.33,,3.33,,,5.93,,3.38,,328.5,,,,110.0,20.0,368.4,311.2,82.3,43.5,79.0,6.5,2.75,2.41
2014-09-06 22:45:00+00:00,100,5.425,,14.24,2.17,,2.17,,,5.97,,3.39,,318.5,,,,110.0,20.0,391.5,319.4,103.1,54.6,96.5,8.3,2.63,2.72
2014-09-06 23:00:00+00:00,100,5.05,,13.83,2.92,,2.92,,,5.6,,3.41,,351.0,,,,110.0,20.0,371.4,316.5,79.6,41.3,79.9,5.6,2.74,1.99
2014-09-06 23:15:00+00:00,100,5.325,,14.34,2.63,,2.63,,,5.88,,3.43,,342.5,,,,110.0,20.0,382.9,323.0,86.6,45.3,85.4,6.7,2.69,2.14
2014-09-06 23:30:00+00:00,100,5.225,,14.1,2.42,,2.42,,,5.78,,3.45,,333.5,,,,110.0,20.0,374.7,317.1,83.2,43.4,82.1,6.2,2.7,2.13
2014-09-06 23:45:00+00:00,100,5.65,,14.99,1.77,,1.77,,,6.2,,3.45,,311.0,,,,110.0,20.0,385.5,317.3,97.8,51.5,93.0,8.5,2.65,2.5
2014-09-07 00:00:00+00:00,100,5.725,,15.92,1.77,,1.77,,,6.28,,3.45,,297.5,,,,110.0,20.0,360.3,302.0,83.5,44.1,79.1,7.5,2.78,2.55
2014-09-07 00:15:00+00:00,100,5.625,,15.73,2.17,,2.17,,,6.18,,3.42,,288.5,,,,110.0,20.0,354.5,294.0,86.2,45.7,79.5,7.4,2.8,2.93
2014-09-07 00:30:00+00:00,100,5.625,,15.9,2.55,,2.55,,,6.18,,3.38,,293.5,,,,110.0,20.0,350.7,294.2,80.6,43.0,74.0,7.0,2.83,3.01
2014-09-07 00:45:00+00:00,100,3.675,,12.4,2.13,,2.13,,,4.22,,3.33,,280.0,,,,110.0,20.0,282.8,258.7,34.9,18.0,36.6,1.3,3.37,1.74
2014-09-07 01:00:00+00:00,100,5.55,,15.85,2.2,,2.2,,,6.1,,3.26,,282.5,,,,110.0,20.0,343.3,286.4,81.1,43.1,74.6,6.8,2.86,2.98
2014-09-07 01:15:00+00:00,100,5.55,,16.14,1.85,,1.85,,,6.1,,3.19,,271.0,,,,110.0,20.0,335.9,279.6,80.2,42.6,73.6,6.7,2.91,3.01
2014-09-07 01:30:00+00:00,100,5.525,,16.14,1.77,,1.77,,,6.07,,3.12,,260.0,,,,110.0,20.0,331.2,272.8,82.9,44.1,75.2,6.9,2.92,3.19
2014-09-07 01:45:00+00:00,100,5.8,,17.17,1.77,,1.77,,,6.35,,3.05,,256.0,,,,110.0,20.0,324.6,268.9,79.0,42.0,71.8,7.2,2.96,3.18
2014-09-07 02:00:00+00:00,100,5.725,,18.27,2.25,,2.25,,,6.28,,2.99,,255.0,,,,110.0,20.0,296.0,258.4,53.6,28.5,49.3,4.8,3.19,2.97
2014-09-07 02:15:00+00:00,100,5.625,,18.81,1.75,,1.75,,,6.18,,2.95,,235.0,,,,110.0,20.0,273.4,240.3,47.3,25.0,44.2,4.1,3.35,2.75
2014-09-07 02:30:00+00:00,100,5.225,,17.62,1.73,,1.73,,,5.78,,2.94,,212.5,,,,110.0,20.0,262.2,221.3,57.8,30.9,51.7,4.3,3.37,3.5
2014-09-07 02:45:00+00:00,100,5.0,,16.74,1.83,,1.83,,,5.55,,2.96,,215.0,,,,110.0,20.0,264.2,223.4,57.8,30.8,52.0,3.9,3.35,3.36
2014-09-07 03:00:00+00:00,100,4.6,,15.41,1.83,,1.83,,,5.15,,3.0,,217.5,,,,110.0,20.0,264.6,223.1,58.7,31.4,52.3,3.4,3.35,3.57
2014-09-07 03:15:00+00:00,100,4.15,,13.9,1.8,,1.8,,,4.7,,3.08,,220.0,,,,110.0,20.0,260.6,221.9,54.8,29.1,50.1,2.6,3.35,3.11
2014-09-07 03:30:00+00:00,100,4.1,,12.32,1.73,,1.73,,,4.65,,3.19,,225.0,,,,110.0,20.0,302.5,234.3,96.3,51.4,85.4,4.4,3.0,3.61
2014-09-07 03:45:00+00:00,100,4.55,,13.99,1.77,,1.77,,,5.1,,3.33,,245.0,,,,110.0,20.0,292.4,235.8,80.1,43.2,77.1,4.7,3.08,2.56
2014-09-07 04:00:00+00:00,70,5.025,,16.38,2.25,,2.25,,,5.57,,3.48,,247.5,,,,110.0,20.0,267.2,220.3,66.1,36.5,69.4,5.0,3.26,2.0
2014-09-07 04:15:00+00:00,70,5.725,,19.25,1.5,1.65,2.78,1.5,1.65,6.28,0.03,3.65,1.5,235.0,,117.5,117.5,101.8,11.7,246.4,197.0,68.6,38.6,73.4,6.9,3.36,1.99
2014-09-07 04:30:00+00:00,100,5.725,,22.03,1.73,1.92,2.7,1.73,1.93,6.28,0.08,3.83,1.73,230.0,,112.5,112.5,100.9,10.8,210.4,185.8,31.0,19.5,48.8,3.9,3.85,1.0
2014-09-07 04:45:00+00:00,100,6.225,,21.78,1.77,2.2,2.85,1.77,2.01,6.78,0.05,4.0,2.03,220.0,,112.5,108.0,101.7,11.6,229.3,184.5,61.0,34.7,68.3,7.4,3.5,1.81
2014-09-07 05:00:00+00:00,100,7.0,,23.06,1.88,2.35,2.78,1.88,2.18,7.55,0.08,4.18,2.2,225.0,,112.5,110.0,102.9,12.8,250.5,194.3,77.7,43.5,80.1,11.5,3.29,2.18
2014-09-07 05:15:00+00:00,70,7.1,,25.29,2.42,2.7,3.9,,,7.65,,4.34,2.42,245.0,,,105.0,110.0,20.0,228.3,190.0,49.3,28.6,69.4,8.2,3.56,1.1
2014-09-07 05:30:00+00:00,100,7.838,3.73,26.62,1.8,2.83,2.97,1.8,2.58,8.38,0.13,4.5,2.6,229.5,236.0,105.0,102.0,103.8,13.6,243.8,198.6,59.4,35.2,69.0,11.8,3.4,1.78
2014-09-07 05:45:00+00:00,100,6.95,,24.92,2.15,3.2,3.33,2.15,2.68,7.5,0.08,4.64,2.7,231.0,,102.5,104.0,100.0,9.8,220.0,179.5,50.9,31.3,69.7,8.6,3.59,1.27
2014-09-07 06:00:00+00:00,70,8.075,,26.31,2.2,3.15,4.1,2.2,2.76,8.63,0.15,4.77,2.78,241.0,,97.5,103.0,97.7,7.5,248.5,184.2,86.8,49.8,90.4,17.5,3.26,2.11
2014-09-07 06:15:00+00:00,50,7.175,,26.63,2.4,3.1,5.55,2.4,2.88,7.75,0.13,4.89,2.9,272.5,,110.0,107.0,102.0,11.8,202.5,152.4,55.8,31.8,90.0,9.2,3.71,1.0
2014-09-07 06:30:00+00:00,70,8.05,,27.28,2.47,3.13,4.65,2.47,2.95,8.6,0.13,5.01,2.97,248.5,,110.0,102.0,102.0,11.7,232.8,176.8,71.5,42.2,80.7,14.9,3.39,1.76
2014-09-07 06:45:00+00:00,0,8.925,5.75,30.1,2.95,3.45,5.78,,,9.48,,,2.95,272.5,272.5,,102.0,110.0,20.0,,,,,,,3.37,
2014-09-07 07:00:00+00:00,100,8.9,,32.11,3.13,3.85,4.13,,,9.45,,5.22,3.13,220.0,,,100.0,110.0,20.0,229.5,199.3,39.4,25.6,61.2,11.8,3.61,1.0
2014-09-07 07:15:00+00:00,50,7.975,,30.82,5.9,,5.9,,,8.55,,5.33,,240.0,,,,110.0,20.0,196.0,155.6,47.4,26.3,69.1,9.4,3.86,1.06
2014-09-07 07:30:00+00:00,70,8.163,5.51,31.41,5.53,,5.53,,,8.7,,5.44,,252.5,252.5,,,110.0,20.0,203.5,167.2,25.9,25.0,62.2,9.5,3.85,1.0
2014-09-07 07:45:00+00:00,100,8.1,,28.47,4.28,,4.28,,,8.65,,5.55,,216.0,,,,110.0,20.0,224.1,170.0,73.3,41.9,76.6,14.7,3.52,2.18
2014-09-07 08:00:00+00:00,50,8.275,,25.81,6.53,,6.53,,,8.82,,5.66,,276.0,,,,110.0,20.0,265.1,179.8,116.1,64.2,125.4,23.1,3.12,2.03
2014-09-07 08:15:00+00:00,50,8.075,,26.68,4.35,6.43,6.88,,,8.63,,5.77,4.35,302.5,,,95.0,110.0,20.0,224.7,162.0,79.3,43.5,99.5,15.2,3.3,1.4
2014-09-07 08:30:00+00:00,50,8.1,,28.05,3.15,4.07,6.28,,,8.65,,5.87,3.15,265.0,,,97.0,110.0,20.0,218.0,160.1,72.2,40.2,93.7,14.2,3.46,1.33
2014-09-07 08:45:00+00:00,70,8.288,6.09,25.21,6.1,,6.1,,,8.82,,5.96,,275.0,275.0,,,110.0,20.0,271.7,178.9,119.4,70.3,133.5,25.2,3.05,2.1
2014-09-07 09:00:00+00:00,70,8.125,,25.34,5.8,,5.8,,,8.68,,6.03,,286.0,,,,110.0,20.0,251.7,175.5,94.7,53.4,109.1,18.9,3.12,1.55
2014-09-07 09:15:00+00:00,50,8.075,,26.59,6.3,,6.3,,,8.63,,6.1,,307.5,,,,110.0,20.0,231.9,164.7,79.3,44.3,114.8,15.7,3.29,1.1
2014-09-07 09:30:00+00:00,70,8.9,,27.62,5.18,,5.18,,,9.45,,6.14,,276.0,,,,110.0,20.0,265.0,193.1,92.7,53.8,98.0,23.0,3.1,1.87
2014-09-07 09:45:00+00:00,70,9.063,6.09,27.14,3.08,3.92,6.1,,,9.6,,6.17,3.08,290.0,290.0,,96.0,110.0,20.0,274.2,189.8,99.4,63.1,124.8,27.5,3.0,1.79
2014-09-07 10:00:00+00:00,50,9.6,,29.55,3.33,4.22,6.38,,,10.15,,6.17,3.33,300.0,,,95.0,110.0,20.0,263.9,190.6,92.3,51.7,105.0,25.8,3.08,1.47
2014-09-07 10:15:00+00:00,50,10.125,,31.64,3.38,4.15,7.28,,,10.68,,6.16,3.38,292.5,,,96.0,110.0,20.0,258.1,184.1,97.0,53.1,105.5,29.0,3.13,1.68
2014-09-07 10:30:00+00:00,50,9.975,,31.48,3.13,4.13,7.05,,,10.52,,6.14,3.13,270.0,,,97.0,110.0,20.0,255.5,181.7,98.3,53.9,106.0,28.5,3.16,1.81
2014-09-07 10:45:00+00:00,50,9.825,,31.16,6.68,,6.68,,,10.38,,6.11,,272.5,,,,110.0,20.0,251.7,182.0,90.4,49.9,101.0,25.8,3.17,1.6
2014-09-07 11:00:00+00:00,70,8.625,,28.48,4.82,,4.82,,,9.18,,6.07,,264.5,,,,110.0,20.0,242.8,186.9,69.2,41.8,84.2,17.1,3.3,1.48
2014-09-07 11:15:00+00:00,70,9.6,,30.37,3.35,4.2,6.13,,,10.15,,6.03,3.35,290.0,,,97.0,110.0,20.0,255.7,188.4,84.6,47.6,99.8,23.9,3.16,1.4
2014-09-07 11:30:00+00:00,50,8.525,,29.4,3.72,4.72,5.75,,,9.07,,6.0,3.72,271.0,,,97.0,110.0,20.0,226.3,171.6,63.9,37.2,98.1,15.0,3.45,1.0
2014-09-07 11:45:00+00:00,70,8.075,,28.15,3.33,3.83,5.72,,,8.63,,5.97,3.33,275.0,,,94.0,110.0,20.0,221.1,165.0,64.6,37.5,100.7,13.5,3.49,1.0
2014-09-07 12:00:00+00:00,0,9.45,4.4,28.85,4.1,,4.1,,,10.0,,,,192.0,278.5,,,110.0,20.0,,,,,,,3.05,
2014-09-07 12:15:00+00:00,70,9.35,,28.97,5.5,,5.5,,,9.9,,5.94,,285.0,,,,110.0,20.0,266.4,197.8,88.1,50.5,95.9,24.0,3.1,1.67
2014-09-07 12:30:00+00:00,50,8.0,,28.15,2.8,4.9,5.6,,,8.57,,5.95,2.8,295.0,,,95.0,110.0,20.0,225.3,171.1,59.4,35.1,93.8,12.6,3.52,1.0
2014-09-07 12:45:00+00:00,50,8.05,,28.77,2.9,6.35,6.53,,,8.6,,5.96,2.9,281.0,,,96.0,110.0,20.0,209.4,156.7,63.4,34.7,93.5,12.3,3.57,1.07
2014-09-07 13:00:00+00:00,50,9.55,,30.0,2.7,6.3,6.7,,,10.1,,5.99,2.7,265.0,,,94.0,110.0,20.0,257.8,186.0,95.3,52.2,103.5,25.4,3.14,1.75
2014-09-07 13:15:00+00:00,50,9.425,,29.07,2.75,6.07,6.2,,,9.98,,6.03,2.75,270.0,,,95.0,110.0,20.0,265.7,191.1,99.1,54.4,106.6,25.8,3.09,1.77
2014-09-07 13:30:00+00:00,50,9.1,,30.01,2.72,5.18,5.6,,,9.65,,6.07,2.72,272.5,,,96.0,110.0,20.0,246.0,188.3,73.8,41.6,92.0,18.9,3.3,1.33
2014-09-07 13:45:00+00:00,50,9.225,,28.98,2.03,4.18,5.18,,,9.77,,6.12,2.03,260.0,,,97.0,110.0,20.0,264.0,195.9,91.6,51.3,96.5,23.4,3.14,1.93
