Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2014-02-01 00:00:00+00:00,100,3.875,,11.66,2.1,,2.1,,,4.43,,,3.25,,282.5,,,,110.0,20.0,321.3,276.3,64.0,34.5,57.9,2.7,3.01,3.33
2014-02-01 00:15:00+00:00,100,3.975,,11.62,2.95,,2.95,,,4.53,,,3.3,,314.5,,,,110.0,20.0,336.5,290.1,66.6,35.5,63.6,2.9,2.92,2.52
2014-02-01 00:30:00+00:00,100,3.775,,11.62,2.03,,2.03,,,4.32,,,3.34,,278.5,,,,110.0,20.0,312.2,271.8,57.5,31.0,52.5,2.3,3.08,3.18
2014-02-01 00:45:00+00:00,100,3.525,,11.49,2.45,,2.45,,,4.07,,,3.35,,293.5,,,,110.0,20.0,295.2,266.1,41.8,21.9,42.1,1.4,3.26,2.03
2014-02-01 01:00:00+00:00,100,4.125,,12.13,2.85,,2.85,,,4.72,0.05,,3.33,,306.0,,,,110.0,20.0,333.8,287.4,66.5,35.6,62.6,3.2,2.94,2.7
2014-02-01 01:15:00+00:00,100,4.175,,12.47,2.6,,2.6,,,4.72,,,3.3,,292.5,,,,110.0,20.0,324.2,280.6,62.3,33.5,57.9,3.0,2.99,2.88
2014-02-01 01:30:00+00:00,100,4.125,,12.51,3.17,,3.17,,,4.68,,,3.23,,311.0,,,,110.0,20.0,319.4,281.1,55.2,29.0,54.6,2.6,3.03,2.15
2014-02-01 01:45:00+00:00,100,4.0,,12.28,1.9,,1.9,,,4.55,,,3.16,,261.0,,,,110.0,20.0,308.1,263.2,63.6,34.2,56.5,2.8,3.07,3.63
2014-02-01 02:00:00+00:00,100,4.15,,12.77,1.73,,1.73,,,4.7,,,3.07,,256.0,,,,110.0,20.0,306.1,259.8,65.6,35.1,58.9,3.1,3.08,3.41
2014-02-01 02:15:00+00:00,100,3.975,,13.04,1.73,,1.73,,,4.53,,,2.98,,247.0,,,,110.0,20.0,281.1,246.2,49.6,26.5,45.5,2.2,3.28,3.07
2014-02-01 02:30:00+00:00,100,4.475,,13.57,1.75,,1.75,,,5.03,,,2.89,,236.0,,,,110.0,20.0,300.5,247.2,75.4,40.1,67.6,4.1,3.03,3.42
2014-02-01 02:45:00+00:00,100,3.9,,13.1,1.77,,1.77,,,4.47,0.03,,2.82,,233.5,,,,110.0,20.0,269.1,234.2,49.5,26.6,44.6,2.1,3.36,3.38
2014-02-01 03:00:00+00:00,100,3.95,,12.86,1.75,,1.75,,,4.5,,,2.76,,228.5,,,,110.0,20.0,277.1,233.3,61.9,33.2,54.4,2.6,3.26,3.87
2014-02-01 03:15:00+00:00,100,4.0,,12.51,1.6,,1.6,,,4.55,,,2.74,,226.0,,,,110.0,20.0,290.4,236.4,76.2,40.8,67.2,3.3,3.13,3.78
2014-02-01 03:30:00+00:00,100,3.9,,12.74,2.7,,2.7,,,4.47,0.03,,2.75,,266.0,,,,110.0,20.0,286.4,254.1,46.2,24.8,43.0,2.0,3.27,2.87
2014-02-01 03:45:00+00:00,100,3.525,,13.09,1.9,,1.9,,,4.07,,,2.79,,232.5,,,,110.0,20.0,242.4,223.8,26.7,14.1,26.3,0.9,3.71,2.2
2014-02-01 04:00:00+00:00,100,3.925,,13.69,1.73,,1.73,,,4.47,,,2.87,,217.5,,,,110.0,20.0,251.5,218.5,46.8,25.2,41.5,2.0,3.49,3.67
2014-02-01 04:15:00+00:00,100,3.75,,13.11,1.73,,1.73,,,4.3,,,2.99,,214.5,,,,110.0,20.0,249.8,216.1,47.7,25.5,42.9,1.8,3.5,3.4
2014-02-01 04:30:00+00:00,100,3.475,,12.12,1.67,,1.67,,,4.03,,,3.13,,215.0,,,,110.0,20.0,249.3,214.8,48.9,26.3,43.6,1.6,3.49,3.55
2014-02-01 04:45:00+00:00,100,3.575,,11.53,1.77,,1.77,,,4.13,,,3.3,,228.5,,,,110.0,20.0,277.2,229.1,68.0,36.5,59.8,2.4,3.23,3.81
2014-02-01 05:00:00+00:00,100,3.875,,11.43,1.63,,1.63,,,4.43,,,3.49,,218.5,,,,110.0,20.0,309.6,227.6,115.5,61.2,104.2,4.7,2.95,3.36
2014-02-01 05:15:00+00:00,100,4.65,,14.77,1.73,,1.73,,,5.2,,,3.69,,236.0,,,,110.0,20.0,279.1,223.8,78.4,42.4,72.4,4.8,3.17,3.08
2014-02-01 05:30:00+00:00,100,5.225,,18.24,1.92,,1.92,,,5.78,,,3.89,,226.0,,,,110.0,20.0,243.0,207.1,50.5,27.8,52.3,4.2,3.49,2.07
2014-02-01 05:45:00+00:00,70,6.275,,21.88,1.63,1.73,2.72,1.63,1.73,6.88,0.05,0.03,4.1,1.63,226.0,,142.5,142.5,110.4,20.2,238.2,197.5,56.6,31.6,60.9,6.8,3.49,1.93
2014-02-01 06:00:00+00:00,50,6.425,,23.52,1.63,2.17,3.58,1.63,1.8,7.0,0.03,0.03,4.29,1.83,218.5,,132.5,158.0,113.7,23.5,223.1,188.3,46.3,25.5,56.3,5.9,3.66,1.42
2014-02-01 06:15:00+00:00,100,7.2,,26.08,1.73,1.92,2.78,1.73,1.93,7.75,,0.05,4.47,1.73,217.5,,107.5,107.5,99.0,8.9,224.0,188.7,48.8,27.7,55.2,8.0,3.62,1.7
2014-02-01 06:30:00+00:00,70,7.85,,28.36,3.0,,3.0,,,8.45,0.05,,4.64,,222.5,,,,110.0,20.0,227.9,194.2,47.1,26.7,52.0,9.1,3.61,1.8
2014-02-01 06:45:00+00:00,70,8.125,,28.88,1.98,2.2,3.4,1.98,2.2,8.68,,0.03,4.79,1.98,220.0,,112.5,112.5,101.6,11.5,226.9,186.5,56.3,32.0,62.0,11.5,3.56,1.83
2014-02-01 07:00:00+00:00,70,8.0,,29.38,3.63,,3.63,,,8.55,,,4.93,,215.0,,,,110.0,20.0,218.8,184.8,45.8,26.2,57.4,9.4,3.67,1.36
2014-02-01 07:15:00+00:00,70,7.975,,27.43,3.28,,3.28,,,8.52,,,5.06,,215.0,,,,110.0,20.0,236.2,185.4,71.2,39.7,70.4,13.5,3.44,2.46
2014-02-01 07:30:00+00:00,50,8.075,,27.95,5.4,,5.4,,,8.63,,,5.18,,237.5,,,,110.0,20.0,227.7,177.8,65.6,36.0,80.5,12.8,3.46,1.42
2014-02-01 07:45:00+00:00,70,8.375,,28.15,3.85,,3.85,,,8.93,,,5.28,,226.0,,,,110.0,20.0,243.1,192.6,68.0,38.6,76.8,14.8,3.36,1.75
2014-02-01 08:00:00+00:00,70,9.2,,30.83,3.65,,3.65,,,9.75,,,5.38,,240.0,,,,110.0,20.0,248.8,203.3,61.9,35.4,71.2,16.5,3.35,1.65
2014-02-01 08:15:00+00:00,70,9.3,,32.26,4.97,,4.97,,,9.85,,,5.48,,237.5,,,,110.0,20.0,232.6,186.8,61.0,34.4,75.8,16.3,3.47,1.38
2014-02-01 08:30:00+00:00,100,8.35,,30.98,2.65,3.17,3.72,2.65,2.86,8.9,,0.03,5.56,2.88,236.0,,115.0,117.0,101.1,10.8,216.6,185.0,40.1,25.2,59.6,10.2,3.71,1.06
2014-02-01 08:45:00+00:00,70,9.4,,31.53,4.47,,4.47,,,9.95,,,5.65,,230.0,,,,110.0,20.0,243.2,188.7,75.0,42.3,77.9,20.1,3.35,2.12
2014-02-01 09:00:00+00:00,70,8.6,,30.22,5.0,,5.0,,,9.15,,,5.72,,240.0,,,,110.0,20.0,225.3,178.4,60.6,34.8,78.6,14.1,3.51,1.31
2014-02-01 09:15:00+00:00,100,8.375,,29.55,4.0,,4.0,,,8.93,,,5.8,,216.0,,,,110.0,20.0,230.3,189.8,50.0,30.3,75.6,12.1,3.53,1.01
2014-02-01 09:30:00+00:00,0,8.175,6.13,29.32,6.15,,6.15,,,8.73,,,,,267.5,268.0,,,110.0,20.0,,,,,,,3.59,
2014-02-01 09:45:00+00:00,70,9.525,,32.55,5.65,,5.65,,,10.07,,,5.91,,263.5,,,,110.0,20.0,238.2,188.8,62.5,35.4,88.4,17.9,3.42,1.06
2014-02-01 10:00:00+00:00,70,10.275,,34.75,5.53,,5.53,,,10.82,,,5.96,,252.5,,,,110.0,20.0,241.3,192.0,65.6,37.1,79.7,21.5,3.38,1.42
