Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2014-12-08 13:15:00+00:00,95,11.0,35.2,3.78,,3.78,,,11.57,0.08,6.76,,,230.0,230.0,,,110.0,20.0,265.2,218.4,63.5,34.5,80.8,23.2,3.2,1.2
2014-12-08 13:22:30+00:00,85,11.5,37.33,3.47,,3.47,,,12.05,0.08,6.67,,,232.5,232.5,,,110.0,20.0,266.6,222.8,60.4,32.9,73.6,24.1,3.25,1.33
2014-12-08 13:30:00+00:00,85,11.55,39.2,5.25,,5.25,,,12.1,0.05,6.59,,,245.0,245.0,,,110.0,20.0,246.3,209.1,50.6,27.3,71.2,20.7,3.39,1.0
2014-12-08 13:40:32+00:00,70,9.3,36.09,8.6,,8.6,,,9.73,0.08,6.45,,,255.0,255.0,,,110.0,20.0,192.7,163.7,39.2,20.9,43.4,9.9,3.88,1.68
2014-12-08 13:41:00+00:00,85,9.825,37.85,3.8,,3.8,,,10.4,0.03,6.45,,,235.0,235.0,,,110.0,20.0,221.8,201.6,26.8,15.8,47.6,9.3,3.85,1.0
2014-12-08 13:44:21+00:00,85,11.575,40.32,3.78,,3.78,,,12.18,0.05,6.4,,,232.5,232.5,,,110.0,20.0,241.1,209.0,44.8,24.5,57.7,18.4,3.48,1.12
2014-12-08 13:50:40+00:00,65,8.975,35.78,7.55,,7.55,,,9.57,0.03,6.32,,,237.5,237.5,,,110.0,20.0,194.0,165.5,37.5,19.6,43.9,8.8,3.99,1.44
2014-12-08 13:51:25+00:00,90,11.3,39.33,3.55,,3.55,,,11.82,0.05,6.31,,,225.0,225.0,,,110.0,20.0,238.3,205.0,46.3,25.0,56.4,17.8,3.48,1.29
2014-12-08 13:54:12+00:00,95,10.975,39.12,3.53,,3.53,,,11.48,0.03,6.27,,,222.5,222.5,,,110.0,20.0,231.8,202.3,40.6,21.8,52.2,14.9,3.57,1.12
2014-12-08 14:36:17+00:00,95,9.15,31.62,2.53,,2.53,,,9.65,0.08,5.64,,,210.0,210.0,,,110.0,20.0,238.0,200.7,51.2,26.6,54.8,12.2,3.46,1.68
2014-12-08 14:45:00+00:00,80,9.6,32.9,4.63,,4.63,,,10.18,0.1,5.51,,,227.5,227.5,,,110.0,20.0,247.8,211.5,50.7,26.1,62.3,13.4,3.43,1.21
2014-12-08 14:54:17+00:00,40,4.925,20.65,3.0,,3.0,,,5.5,0.05,5.36,,,220.0,220.0,,,110.0,20.0,197.2,180.1,20.6,12.1,34.8,1.9,4.19,1.0
2014-12-08 14:54:47+00:00,75,8.95,32.98,2.5,,2.5,,,9.55,0.15,5.35,,,220.0,220.0,,,110.0,20.0,229.0,206.6,31.7,16.9,38.6,7.6,3.68,1.22
2014-12-08 14:55:16+00:00,45,,,,,,,,,,5.28,,,,,,,,,,,,,,,,
2014-12-08 14:56:52+00:00,85,9.225,31.92,2.95,,2.95,,,10.02,0.22,5.32,,,212.5,212.5,,,110.0,20.0,254.0,203.4,72.8,40.6,56.5,17.7,3.46,4.83
2014-12-08 14:57:16+00:00,75,,,,,,,,,,5.25,,,,,,,,,,,,,,,,
2014-12-08 15:03:32+00:00,85,8.65,28.77,1.3,,2.15,1.3,1.51,11.15,1.95,5.22,,,205.0,205.0,105.8,,103.8,15.4,259.8,202.8,80.7,43.2,70.5,16.8,3.33,3.2
2014-12-08 15:07:30+00:00,90,8.5,28.65,2.1,,2.1,,,9.2,0.2,5.16,,,205.0,205.0,,,110.0,20.0,251.2,210.1,57.7,29.5,59.2,11.4,3.37,1.87
2014-12-09 08:40:59+00:00,85,7.45,30.26,5.57,,5.57,,,8.02,0.03,7.06,,,225.0,225.0,,,110.0,20.0,185.2,152.2,37.7,21.4,57.7,6.8,4.06,1.03
2014-12-09 08:41:31+00:00,80,7.55,30.23,3.47,,3.47,,,8.13,0.03,7.06,,,207.5,207.5,,,110.0,20.0,200.4,175.8,30.2,19.7,49.4,6.7,4.0,1.01
2014-12-09 08:47:00+00:00,75,,,,,,,,,,7.05,,,,,,,,,,,,,,,,
2014-12-09 09:01:11+00:00,90,10.35,34.62,3.85,,3.85,,,10.9,0.3,7.13,,,210.0,210.0,,,110.0,20.0,255.4,187.9,96.1,52.6,84.5,29.4,3.35,3.01
2014-12-09 09:07:30+00:00,90,10.363,34.55,3.45,,3.45,,,10.95,0.3,7.16,,,195.0,212.5,,,110.0,20.0,248.3,192.0,74.7,41.8,82.5,23.9,3.34,1.86
2014-12-09 09:17:09+00:00,75,,,,,,,,,,7.16,,,,,,,,,,,,,,,,
2014-12-09 09:22:30+00:00,100,10.8,33.87,4.1,,4.1,,,11.65,0.35,7.2,,,212.5,212.5,,,110.0,20.0,268.4,200.5,93.0,50.8,99.7,31.6,3.14,1.89
2014-12-09 09:26:49+00:00,90,11.05,34.86,4.1,,4.1,,,11.6,0.2,7.21,,,212.5,212.5,,,110.0,20.0,278.2,205.8,102.0,56.5,100.9,36.4,3.15,2.43
2014-12-09 09:30:18+00:00,75,,,,,,,,,,7.2,,,,,,,,,,,,,,,,
2014-12-09 09:33:59+00:00,75,,,,,,,,,,7.21,,,,,,,,,,,,,,,,
2014-12-09 09:37:36+00:00,75,,,,,,,,,,7.22,,,,,,,,,,,,,,,,
2014-12-09 09:44:09+00:00,75,,,,,,,,,,7.23,,,,,,,,,,,,,,,,
2014-12-09 09:48:02+00:00,75,,,,,,,,,,7.24,,,,,,,,,,,,,,,,
2014-12-09 09:51:52+00:00,50,,,,,,,,,,7.25,,,,,,,,,,,,,,,,
2014-12-09 10:00:18+00:00,75,,,,,,,,,,7.27,,,,,,,,,,,,,,,,
2014-12-09 10:04:42+00:00,75,,,,,,,,,,7.28,,,,,,,,,,,,,,,,
2014-12-09 10:09:09+00:00,75,,,,,,,,,,7.28,,,,,,,,,,,,,,,,
2014-12-09 10:34:25+00:00,75,,,,,,,,,,7.32,,,,,,,,,,,,,,,,
2014-12-09 10:39:32+00:00,95,10.7,35.59,3.75,,3.75,,,11.55,0.45,7.34,,,215.0,215.0,,,110.0,20.0,255.6,195.2,85.6,47.3,76.6,28.6,3.33,2.67
2014-12-09 10:45:20+00:00,75,,,,,,,,,,7.33,,,,,,,,,,,,,,,,
2014-12-09 10:45:46+00:00,45,10.475,34.61,4.53,,4.53,,,7.53,,7.34,,,217.5,217.5,,,110.0,20.0,243.2,192.4,66.9,36.8,84.7,22.2,3.3,1.3
2014-12-09 10:59:24+00:00,75,,,,,,,,,,7.34,,,,,,,,,,,,,,,,
2014-12-09 10:59:54+00:00,75,,,,,,,,,,7.34,,,,,,,,,,,,,,,,
2014-12-09 11:06:27+00:00,75,,,,,,,,,,7.34,,,,,,,,,,,,,,,,
2014-12-09 12:54:55+00:00,75,,,,,,,,,,6.92,,,,,,,,,,,,,,,,
2014-12-09 12:55:24+00:00,75,,,,,,,,,,6.92,,,,,,,,,,,,,,,,
2014-12-09 12:55:56+00:00,75,,,,,,,,,,6.91,,,,,,,,,,,,,,,,
2014-12-09 12:56:23+00:00,75,,,,,,,,,,6.91,,,,,,,,,,,,,,,,
2014-12-09 12:56:55+00:00,75,,,,,,,,,,6.91,,,,,,,,,,,,,,,,
2014-12-09 12:57:37+00:00,70,9.025,33.06,7.47,,7.47,,,9.55,0.03,6.93,,,265.0,265.0,,,110.0,20.0,207.6,167.2,51.9,27.3,62.6,12.3,3.66,1.38
2014-12-09 12:58:07+00:00,95,10.8,34.32,1.75,3.1,3.4,1.75,2.56,11.4,0.2,6.93,2.6,,227.5,227.5,95.0,97.5,95.8,5.7,275.2,210.2,91.4,50.4,86.1,31.2,3.18,2.44
2014-12-09 13:05:00+00:00,90,10.95,35.24,2.2,3.1,3.15,,,12.0,0.5,6.86,2.2,,230.0,230.0,,106.3,110.0,20.0,280.6,216.9,91.0,50.5,76.2,31.8,3.22,3.05
2014-12-09 13:08:29+00:00,75,,,,,,,,,,6.79,,,,,,,,,,,,,,,,
2014-12-09 13:16:27+00:00,65,10.7,35.02,1.4,2.8,3.47,1.4,2.23,12.82,1.58,6.74,2.25,,230.0,230.0,91.2,125.6,93.0,2.9,274.1,204.8,101.8,58.4,75.6,34.5,3.27,5.61
2014-12-09 13:25:00+00:00,70,7.95,30.63,2.1,,3.8,2.1,2.16,8.55,0.1,6.64,,,222.5,222.5,97.9,,110.0,20.0,213.9,187.1,34.2,19.5,52.8,7.2,3.85,1.0
2014-12-09 13:30:00+00:00,75,,,,,,,,,,6.55,,,,,,,,,,,,,,,,
2014-12-09 13:34:14+00:00,75,,,,,,,,,,6.49,,,,,,,,,,,,,,,,
2014-12-09 13:35:00+00:00,100,10.85,35.57,2.05,2.55,2.85,2.05,2.21,11.5,0.1,6.52,2.25,,220.0,220.0,95.2,119.2,92.7,2.7,260.9,212.9,66.3,35.3,67.1,22.6,3.28,1.81
2014-12-09 13:40:00+00:00,95,10.95,35.92,2.1,,2.9,2.1,2.21,11.55,0.2,6.46,,,225.0,225.0,96.5,,110.0,20.0,264.3,216.3,66.7,35.7,65.7,23.1,3.28,2.03
2014-12-09 13:45:00+00:00,95,11.0,36.76,2.05,,2.8,2.05,2.21,11.65,0.25,6.39,,,227.5,227.5,95.9,,92.8,2.7,257.0,214.2,59.1,31.6,61.1,21.0,3.34,1.7
2014-12-09 13:50:00+00:00,95,11.0,37.43,1.9,,2.7,1.9,2.21,11.55,0.2,6.32,,,227.5,227.5,94.1,,93.2,3.2,252.2,213.3,53.4,28.4,53.0,19.0,3.4,1.59
2014-12-09 13:55:00+00:00,95,10.9,37.41,1.8,,2.7,1.8,2.21,11.65,0.25,6.26,,,227.5,227.5,95.6,,97.7,8.6,249.8,210.9,53.8,28.7,49.9,18.6,3.43,1.67
2014-12-09 14:00:00+00:00,95,10.8,37.03,1.75,2.15,2.65,1.75,2.06,11.55,0.15,6.18,2.1,,222.5,222.5,93.1,95.0,92.7,2.6,248.7,207.0,57.7,30.5,52.6,19.3,3.43,1.79
2014-12-09 14:05:00+00:00,95,10.9,37.03,1.85,,2.6,1.85,2.01,11.65,0.15,6.11,,,220.0,220.0,95.3,,92.6,2.6,258.8,206.9,73.7,40.3,58.4,25.1,3.4,3.09
2014-12-09 14:10:00+00:00,95,10.4,36.09,2.6,,2.6,,,11.15,0.15,6.04,,,217.5,217.5,,,110.0,20.0,243.2,206.1,51.2,27.0,47.3,15.9,3.47,1.89
2014-12-09 14:15:00+00:00,95,10.375,35.07,1.85,,2.15,1.85,1.96,11.0,0.15,5.96,,,140.0,140.0,93.2,,110.0,20.0,248.0,205.1,60.9,33.4,61.8,19.2,3.39,2.22
2014-12-09 14:20:00+00:00,95,10.25,35.4,2.45,,2.45,,,10.95,0.15,5.89,,,212.5,212.5,,,110.0,20.0,247.4,208.4,53.9,28.2,49.7,16.0,3.45,1.93
2014-12-09 14:25:00+00:00,95,10.1,35.17,1.95,2.4,2.45,,,10.75,0.1,5.81,1.95,,215.0,215.0,,82.5,110.0,20.0,249.1,206.5,60.6,33.0,52.1,17.8,3.48,2.59
2014-12-09 14:30:00+00:00,95,10.05,34.49,1.9,,2.65,1.9,2.11,10.75,0.15,5.74,,,212.5,212.5,97.3,,94.6,4.5,249.5,199.9,70.3,38.5,62.4,20.6,3.43,2.47
2014-12-09 14:35:00+00:00,65,10.05,34.64,2.25,,2.25,,,10.7,0.55,5.66,,,210.0,210.0,,,110.0,20.0,255.6,208.1,67.5,36.7,51.8,19.3,3.45,3.36
2014-12-09 14:40:00+00:00,95,9.4,33.62,1.55,,2.45,1.55,1.81,10.2,0.2,5.58,,,212.5,212.5,93.0,,92.4,2.4,234.9,198.8,50.7,27.4,47.8,13.1,3.58,2.06
2014-12-09 14:45:00+00:00,85,9.025,32.33,2.47,,2.47,,,9.57,0.08,5.51,,,207.5,207.5,,,110.0,20.0,229.3,198.4,42.8,22.2,46.5,10.0,3.58,1.63
2014-12-09 14:52:30+00:00,95,8.425,30.35,2.5,,2.5,,,9.0,0.05,5.39,,,202.5,202.5,,,110.0,20.0,228.2,198.6,41.1,21.4,46.5,8.4,3.6,1.49
2014-12-09 15:00:00+00:00,95,8.275,30.16,2.97,,2.97,,,9.05,0.05,5.27,,,207.5,207.5,,,110.0,20.0,229.5,202.6,37.9,20.0,44.5,7.6,3.64,1.35
2014-12-09 15:07:30+00:00,95,7.975,28.26,3.47,,3.47,,,8.68,0.1,5.16,,,207.5,207.5,,,110.0,20.0,235.2,201.5,47.6,25.1,49.0,8.5,3.54,1.96
2014-12-09 15:15:00+00:00,95,7.25,26.44,2.47,,2.47,,,7.9,0.03,5.05,,,197.5,197.5,,,110.0,20.0,229.1,201.6,38.4,19.5,41.1,5.6,3.65,1.66
2014-12-09 15:22:30+00:00,75,,,,,,,,,,4.87,,,,,,,,,,,,,,,,
2014-12-09 15:30:00+00:00,75,,,,,,,,,,4.76,,,,,,,,,,,,,,,,
2014-12-09 15:37:30+00:00,45,,,,,,,,,,4.65,,,,,,,,,,,,,,,,
2014-12-09 15:45:00+00:00,45,3.3,14.89,3.1,,3.1,,,5.43,,4.62,,,202.5,202.5,,,110.0,20.0,188.4,182.1,8.7,10.7,9.4,0.6,4.51,1.72
2014-12-09 15:52:30+00:00,75,,,,,,,,,,4.45,,,,,,,,,,,,,,,,
2014-12-09 16:00:00+00:00,95,4.7,16.47,4.03,,4.03,,,5.43,0.03,4.43,,,290.0,290.0,,,110.0,20.0,259.9,235.3,35.1,18.1,36.5,2.2,3.5,1.8
2014-12-09 16:07:30+00:00,0,3.15,11.3,2.47,,2.47,,,3.7,0.03,4.33,,,235.0,235.0,,,110.0,20.0,,,,,,,3.59,
2014-12-09 16:15:00+00:00,100,4.725,16.42,3.45,,3.45,,,5.4,0.1,4.25,,,250.0,250.0,,,110.0,20.0,259.0,235.7,33.4,17.5,32.9,2.1,3.47,2.17
2014-12-09 16:22:30+00:00,100,4.825,16.26,2.15,,2.15,,,5.53,0.08,4.16,,,225.0,225.0,,,110.0,20.0,265.1,231.7,47.5,25.0,42.3,3.0,3.37,2.96
2014-12-09 16:30:00+00:00,50,3.325,13.6,2.13,,2.13,,,4.9,0.03,4.08,,,225.0,225.0,,,110.0,20.0,222.0,211.8,14.6,10.6,17.2,0.6,4.09,1.27
2014-12-09 16:37:30+00:00,10,,,,,,,,,,3.93,,,,,,,,,,,,,,,,
2014-12-09 16:45:00+00:00,90,4.2,14.95,2.47,,2.47,,,4.8,0.03,3.94,,,227.5,227.5,,,110.0,20.0,247.6,225.7,31.5,16.2,31.3,1.5,3.56,2.05
2014-12-09 16:52:30+00:00,100,4.425,15.0,1.85,,1.85,,,5.0,0.17,3.87,,,220.0,220.0,,,110.0,20.0,258.6,226.4,45.9,24.0,41.3,2.4,3.39,2.83
2014-12-09 17:00:00+00:00,100,4.5,15.09,1.85,,1.85,,,5.05,0.08,3.81,,,220.0,220.0,,,110.0,20.0,263.7,227.1,51.9,27.4,44.7,2.9,3.35,3.4
2014-12-09 17:07:30+00:00,100,4.475,15.84,1.75,,1.75,,,5.15,0.1,3.75,,,220.0,220.0,,,110.0,20.0,250.5,223.5,38.6,20.2,35.3,2.1,3.54,2.94
2014-12-09 17:15:00+00:00,95,4.2,14.84,1.75,,1.75,,,4.9,0.05,3.7,,,212.5,212.5,,,110.0,20.0,246.5,213.1,47.4,25.5,39.3,2.3,3.53,3.96
2014-12-09 17:22:30+00:00,100,4.0,13.55,2.15,,2.15,,,4.6,0.15,3.65,,,217.5,217.5,,,110.0,20.0,263.4,221.2,59.4,32.7,44.9,2.6,3.39,5.59
2014-12-09 17:30:00+00:00,0,3.925,12.69,2.08,,2.08,,,4.57,0.05,3.61,,,222.5,222.5,,,110.0,20.0,,,,,,,3.23,
2014-12-09 17:37:30+00:00,100,4.075,13.21,1.77,,1.77,,,4.7,0.13,3.57,,,230.0,230.0,,,110.0,20.0,285.4,234.7,71.6,39.1,54.8,3.3,3.24,5.53
2014-12-09 17:45:00+00:00,95,4.125,14.23,1.83,,1.83,,,4.8,0.05,3.53,,,232.5,232.5,,,110.0,20.0,262.2,231.6,43.4,23.3,38.4,2.0,3.45,3.2
2014-12-09 17:52:30+00:00,85,3.975,14.6,1.9,,1.9,,,4.57,0.25,3.49,,,220.0,220.0,,,110.0,20.0,240.2,216.9,33.3,17.7,30.7,1.5,3.67,2.82
2014-12-09 18:00:00+00:00,100,3.7,12.55,1.63,,1.63,,,4.4,0.08,3.46,,,212.5,212.5,,,110.0,20.0,260.5,216.1,62.7,34.0,50.7,2.4,3.39,4.49
2014-12-09 18:07:30+00:00,100,3.575,12.28,1.9,,1.9,,,4.22,0.05,3.43,,,225.0,225.0,,,110.0,20.0,258.9,226.5,46.0,24.6,40.0,1.6,3.43,3.28
2014-12-09 18:15:00+00:00,100,3.35,11.29,1.77,,1.77,,,4.0,0.1,3.41,,,222.5,222.5,,,110.0,20.0,257.1,224.4,46.2,24.4,41.0,1.4,3.37,2.97
2014-12-09 18:22:30+00:00,100,3.6,11.67,1.75,,1.75,,,4.18,0.13,3.38,,,237.5,237.5,,,110.0,20.0,286.4,238.8,67.4,36.8,51.3,2.4,3.24,5.54
2014-12-09 18:30:00+00:00,100,3.525,12.0,1.77,,1.77,,,4.15,0.08,3.36,,,232.5,232.5,,,110.0,20.0,267.3,229.3,53.8,29.4,40.9,1.9,3.4,5.49
2014-12-09 18:37:30+00:00,100,3.3,11.35,2.08,,2.08,,,4.05,0.13,3.34,,,235.0,235.0,,,110.0,20.0,260.0,230.5,41.9,22.7,35.8,1.3,3.44,3.62
2014-12-09 18:45:00+00:00,100,3.3,11.42,2.13,,2.13,,,4.0,0.1,3.32,,,240.0,240.0,,,110.0,20.0,259.1,232.8,37.5,20.1,34.5,1.1,3.46,2.81
2014-12-09 18:52:30+00:00,100,3.175,11.31,1.85,,1.85,,,3.75,0.17,3.31,,,225.0,225.0,,,110.0,20.0,243.9,219.9,34.1,18.0,31.9,1.0,3.56,2.57
2014-12-09 19:00:00+00:00,100,3.1,10.8,1.85,,1.85,,,3.75,0.08,3.29,,,225.0,225.0,,,110.0,20.0,256.7,220.2,52.0,28.8,40.2,1.4,3.48,5.42
2014-12-09 19:07:30+00:00,100,2.75,9.69,1.98,,1.98,,,3.4,0.1,3.27,,,227.5,227.5,,,110.0,20.0,248.9,221.5,39.1,21.4,32.6,0.8,3.52,3.92
2014-12-09 19:15:00+00:00,0,2.7,8.58,2.08,,2.08,,,3.2,0.03,3.25,,,250.0,250.0,,,110.0,20.0,,,,,,,3.18,
2014-12-09 19:22:30+00:00,0,2.95,7.84,1.83,,1.83,,,3.45,0.1,3.24,,,280.0,280.0,,,110.0,20.0,,,,,,,2.66,
2014-12-09 19:30:00+00:00,100,3.025,8.43,2.13,,2.13,,,3.63,0.1,3.22,,,330.0,330.0,,,110.0,20.0,348.5,293.0,78.9,41.7,77.9,2.0,2.79,2.2
2014-12-09 19:37:30+00:00,65,3.05,8.73,1.7,,1.7,,,3.63,0.15,3.2,,,292.5,292.5,,,110.0,20.0,332.8,284.2,68.8,35.6,69.1,1.8,2.86,2.01
2014-12-09 19:45:00+00:00,100,3.175,8.94,1.75,,1.75,,,3.85,0.1,3.18,,,305.0,305.0,,,110.0,20.0,345.0,290.5,77.4,40.9,74.8,2.2,2.82,2.34
2014-12-09 19:52:30+00:00,100,3.175,9.19,2.13,,2.13,,,3.8,0.1,3.16,,,322.5,322.5,,,110.0,20.0,331.3,286.8,63.4,33.0,65.5,1.8,2.89,1.87
2014-12-09 20:00:00+00:00,95,3.225,9.26,2.2,,2.2,,,3.85,0.08,3.15,,,325.0,325.0,,,110.0,20.0,338.1,288.9,70.2,37.1,69.7,2.0,2.87,2.16
2014-12-09 20:07:30+00:00,70,3.0,9.25,1.83,,1.83,,,3.38,0.08,3.13,,,305.0,305.0,,,110.0,20.0,312.6,279.1,47.7,24.3,53.3,1.2,3.09,1.47
2014-12-09 20:15:00+00:00,100,3.3,9.24,1.73,,1.73,,,3.88,0.05,3.11,,,302.5,302.5,,,110.0,20.0,354.3,291.5,89.3,48.1,77.8,2.7,2.8,3.32
2014-12-09 20:22:30+00:00,100,3.25,9.07,1.77,,1.77,,,3.85,0.08,3.09,,,305.0,305.0,,,110.0,20.0,347.3,292.7,77.6,40.8,75.2,2.3,2.79,2.3
2014-12-09 20:30:00+00:00,100,3.125,8.97,2.1,,2.1,,,3.85,0.17,3.07,,,327.5,327.5,,,110.0,20.0,342.0,291.3,72.3,38.4,71.4,2.0,2.87,2.23
2014-12-09 20:37:30+00:00,100,3.25,9.07,2.1,,2.1,,,3.95,0.15,3.06,,,330.0,330.0,,,110.0,20.0,349.5,297.2,74.6,39.0,75.6,2.2,2.79,2.0
2014-12-09 20:45:00+00:00,95,3.325,9.07,2.05,,2.05,,,3.9,0.08,3.04,,,327.5,327.5,,,110.0,20.0,360.8,301.8,84.0,44.4,81.9,2.6,2.73,2.28
2014-12-09 20:52:30+00:00,90,3.1,9.0,2.05,,2.05,,,3.65,0.17,3.03,,,330.0,330.0,,,110.0,20.0,333.6,291.5,59.8,30.5,65.1,1.6,2.9,1.58
2014-12-09 21:00:00+00:00,95,3.225,8.94,1.73,,1.73,,,3.85,0.13,3.02,,,320.0,320.0,,,110.0,20.0,353.5,300.8,75.2,39.1,77.6,2.2,2.77,1.87
2014-12-09 21:07:30+00:00,100,3.175,8.78,2.47,,2.47,,,3.78,0.1,3.01,,,370.0,370.0,,,110.0,20.0,352.5,301.6,72.4,37.3,76.2,2.0,2.77,1.75
2014-12-09 21:15:00+00:00,65,3.075,8.69,1.83,,1.83,,,3.67,0.17,3.0,,,332.5,332.5,,,110.0,20.0,346.6,300.7,65.4,33.5,71.9,1.7,2.83,1.55
2014-12-09 21:22:30+00:00,95,3.25,8.68,2.17,,2.17,,,3.85,0.08,3.0,,,360.0,360.0,,,110.0,20.0,371.8,312.0,85.3,44.4,87.8,2.5,2.67,1.9
2014-12-09 21:30:00+00:00,100,3.325,8.77,2.05,,2.05,,,3.95,0.08,3.0,,,352.5,352.5,,,110.0,20.0,378.1,315.3,89.7,46.9,91.2,2.8,2.64,1.98
2014-12-09 21:37:30+00:00,95,3.325,8.93,2.47,,2.47,,,3.9,0.05,3.01,,,380.0,380.0,,,110.0,20.0,370.2,312.8,82.0,42.4,85.4,2.5,2.69,1.8
2014-12-09 21:45:00+00:00,100,3.375,9.01,1.9,,1.9,,,3.97,0.1,3.02,,,340.0,340.0,,,110.0,20.0,372.6,313.3,84.8,44.1,87.4,2.7,2.67,1.88
2014-12-09 21:52:30+00:00,100,3.325,9.09,1.92,,1.92,,,3.92,0.13,3.03,,,340.0,340.0,,,110.0,20.0,360.7,309.8,72.8,37.3,78.6,2.2,2.73,1.62
2014-12-09 22:00:00+00:00,100,3.475,9.17,1.75,,1.75,,,4.07,0.05,3.05,,,332.5,332.5,,,110.0,20.0,382.9,314.2,97.9,51.9,93.8,3.3,2.64,2.43
2014-12-09 22:07:30+00:00,95,3.525,9.4,2.15,,2.15,,,4.13,0.08,3.07,,,347.5,347.5,,,110.0,20.0,379.6,313.0,95.1,50.7,91.5,3.3,2.67,2.43
2014-12-09 22:15:00+00:00,100,3.525,9.67,2.1,,2.1,,,4.15,0.05,3.1,,,335.0,335.0,,,110.0,20.0,360.5,304.9,79.4,41.7,79.8,2.7,2.74,2.06
2014-12-09 22:22:30+00:00,100,3.575,9.97,1.83,,1.83,,,4.18,0.05,3.13,,,317.5,317.5,,,110.0,20.0,354.5,300.6,77.1,40.5,76.5,2.7,2.79,2.15
2014-12-09 22:30:00+00:00,100,3.6,10.19,1.75,,1.75,,,4.22,0.1,3.16,,,307.5,307.5,,,110.0,20.0,345.4,295.9,70.8,37.0,71.1,2.5,2.83,2.05
2014-12-09 22:37:30+00:00,100,3.6,10.49,1.77,,1.77,,,4.3,0.15,3.2,,,300.0,300.0,,,110.0,20.0,333.3,289.2,63.0,32.8,63.8,2.3,2.91,1.98
2014-12-09 22:45:00+00:00,100,3.55,10.69,2.5,,2.5,,,4.25,0.15,3.24,,,317.5,317.5,,,110.0,20.0,320.6,282.6,54.5,28.2,56.2,1.9,3.01,1.86
2014-12-09 22:52:30+00:00,100,3.6,10.77,1.8,,1.8,,,4.28,0.13,3.28,,,285.0,285.0,,,110.0,20.0,320.3,280.1,57.4,29.9,57.2,2.1,2.99,2.08
2014-12-09 23:00:00+00:00,100,3.575,10.91,1.77,,1.77,,,4.3,0.08,3.33,,,280.0,280.0,,,110.0,20.0,313.5,275.2,54.6,28.5,53.5,1.9,3.05,2.19
2014-12-09 23:07:30+00:00,100,3.75,10.93,1.83,,1.83,,,4.35,0.15,3.37,,,277.5,277.5,,,110.0,20.0,331.4,278.5,74.9,40.0,64.1,2.9,2.92,3.43
