Time,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2021-07-01 03:45:00+00:00,3.913,3.16,11.11,0.82,2.25,2.42,0.82,2.11,4.47,0.45,4.98,1.48,,245.0,400.0,111.6,117.5,109.2,19.0,272.7,207.8,173.5,67.5,67.7,62.1,142.0,5.2,2.85,1.28,0.24
2021-07-01 03:50:00+00:00,3.95,,12.02,0.82,2.72,2.63,0.82,1.98,4.55,0.05,5.02,2.0,2.63,357.5,357.5,111.8,120.0,109.0,18.8,318.9,,242.0,54.7,,49.6,138.4,4.7,3.04,1.0,
2021-07-01 03:55:00+00:00,4.075,3.25,12.53,1.77,3.0,1.98,,,4.65,0.08,5.07,1.77,1.98,142.5,340.0,,126.3,110.0,20.0,,,,,,,,,3.07,,
2021-07-01 04:00:00+00:00,3.938,3.34,12.82,1.17,3.0,2.88,1.17,2.11,4.53,0.05,5.11,2.13,2.88,252.5,332.5,106.9,117.5,110.1,19.9,233.1,200.8,164.5,39.4,59.0,42.5,82.8,3.7,3.27,1.3,0.38
2021-07-01 04:05:00+00:00,3.419,,11.93,0.95,3.15,2.17,0.95,2.13,,0.35,5.16,2.15,,167.5,167.5,100.1,115.0,109.9,19.6,208.8,,140.5,90.8,,48.1,111.4,3.1,3.51,1.81,
2021-07-01 04:10:00+00:00,4.012,3.43,12.64,0.75,2.63,2.85,0.75,2.2,4.57,0.1,5.21,2.22,,235.0,332.5,106.8,120.0,110.1,19.8,233.7,194.6,158.9,57.9,56.0,48.9,98.4,4.3,3.16,1.51,0.25
2021-07-01 04:15:00+00:00,3.925,,11.76,1.15,3.22,2.92,1.15,2.26,4.47,0.05,5.26,2.28,2.92,385.0,385.0,100.6,115.0,107.6,17.3,305.4,,198.8,59.4,,60.2,172.0,5.5,2.99,1.0,
2021-07-01 04:20:00+00:00,4.026,3.09,11.04,1.23,3.25,2.25,1.23,2.23,4.57,,5.31,2.25,,194.0,390.0,101.2,115.0,105.1,14.8,350.5,229.4,195.7,154.8,96.0,105.3,200.9,9.1,2.74,1.68,0.57
2021-07-01 04:25:00+00:00,3.5,,13.08,0.73,3.05,2.83,0.73,2.23,4.0,0.08,5.36,2.25,2.83,217.5,217.5,97.4,120.0,107.1,16.9,205.3,,139.5,97.4,,50.2,75.9,3.4,3.74,4.54,
2021-07-01 04:30:00+00:00,3.55,,13.04,1.23,3.2,3.03,1.23,2.26,4.25,0.05,5.42,2.28,3.03,235.0,235.0,102.0,117.5,106.3,16.1,203.6,,138.5,91.1,,48.3,64.8,3.4,3.67,5.51,
2021-07-01 04:35:00+00:00,3.55,,12.9,1.27,3.6,3.4,1.27,2.26,4.3,0.17,5.47,2.28,3.4,280.0,280.0,102.1,115.0,107.5,17.2,194.5,,137.1,75.5,,41.3,81.7,2.9,3.63,2.19,
2021-07-01 04:40:00+00:00,4.25,,13.05,1.17,4.03,3.3,1.17,2.51,4.93,0.05,5.52,2.53,3.3,260.0,260.0,103.5,112.5,107.2,16.9,276.3,,156.4,145.7,,82.6,203.6,8.0,3.07,1.42,
2021-07-01 04:45:00+00:00,3.575,,13.07,1.5,4.45,3.25,1.5,2.51,4.68,0.55,5.57,2.53,3.25,252.5,252.5,102.9,112.5,106.7,16.4,217.0,,127.9,126.1,,66.6,120.1,4.6,3.65,3.55,
2021-07-01 04:50:00+00:00,4.45,,12.09,1.5,5.38,4.35,1.5,2.48,5.05,0.03,5.63,2.5,4.35,475.0,475.0,102.6,110.0,104.8,14.5,251.8,,153.8,127.2,,71.3,143.9,7.5,2.72,1.97,
2021-07-01 04:55:00+00:00,6.75,,,1.27,6.72,4.57,1.27,2.53,7.03,,5.68,2.55,4.57,112.5,112.5,100.2,110.0,105.6,15.3,111.8,,111.2,0.6,,8.2,5.0,1.5,,1.0,
2021-07-01 05:00:00+00:00,,,,1.65,5.15,,1.65,2.63,,,5.73,2.65,,,,103.9,110.0,106.8,16.5,,,,,,,,,,,
2021-07-01 05:05:00+00:00,,,,0.7,7.28,,0.7,2.68,,,5.78,2.7,,,,96.4,116.5,108.3,17.9,,,,,,,,,,,
2021-07-01 05:10:00+00:00,,,,1.23,6.5,,1.23,2.73,,,5.82,2.55,,,,102.1,118.8,103.6,13.3,,,,,,,,,,,
2021-07-01 05:15:00+00:00,4.957,3.68,15.79,1.27,5.93,3.55,1.27,2.7,5.63,0.08,5.87,2.72,3.55,262.5,305.0,99.6,110.0,106.5,16.2,238.7,161.4,148.7,67.2,47.0,54.5,143.8,7.2,3.19,1.11,0.15
2021-07-01 05:20:00+00:00,5.075,3.78,16.43,0.7,4.78,2.85,0.7,2.78,5.63,0.05,5.91,2.8,,150.0,317.5,96.0,112.5,104.6,14.3,,,,,,,,,3.24,,
2021-07-01 05:25:00+00:00,5.238,3.91,17.19,0.73,7.05,2.85,0.73,2.83,6.05,0.17,5.96,2.85,,170.4,302.5,100.7,110.0,104.0,13.7,236.9,176.7,156.6,66.8,70.6,51.4,92.9,7.7,3.29,1.67,0.79
2021-07-01 05:30:00+00:00,5.1,,17.56,0.63,6.55,4.22,0.63,2.86,5.65,0.1,6.0,2.88,4.22,295.0,295.0,95.7,107.5,104.6,14.3,206.4,,140.9,65.2,,41.4,119.6,6.0,3.44,1.04,
2021-07-01 05:35:00+00:00,,,,2.08,4.75,,2.08,2.86,,,6.03,2.88,,,,104.6,107.5,103.1,12.9,,,,,,,,,,,
2021-07-01 05:40:00+00:00,5.05,,15.94,1.2,5.8,4.03,1.2,2.88,5.75,0.08,6.07,2.9,4.03,332.5,332.5,97.7,107.5,103.9,13.6,237.6,,145.5,94.8,,59.9,155.6,8.3,3.16,1.21,
2021-07-01 05:45:00+00:00,5.325,,15.67,1.5,5.32,5.1,1.5,2.86,5.95,0.08,6.11,2.88,5.1,402.7,402.7,99.3,110.0,102.7,12.5,235.9,,147.4,112.9,,63.6,136.1,9.6,2.94,1.74,
2021-07-01 05:50:00+00:00,5.225,,16.95,2.7,4.97,4.38,,,5.97,0.05,6.14,2.7,4.38,335.0,335.0,,116.7,110.0,20.0,226.3,,149.4,77.1,,48.5,139.3,7.3,3.24,1.04,
2021-07-01 05:55:00+00:00,5.512,4.21,17.98,2.45,3.65,3.8,,,6.15,0.05,6.17,2.45,,277.5,312.5,,116.7,110.0,20.0,251.5,201.5,170.0,69.6,88.0,52.8,73.1,8.8,3.27,2.3,1.05
2021-07-01 06:00:00+00:00,5.45,3.88,18.45,0.95,3.4,3.2,0.95,2.78,6.1,0.08,6.19,2.8,3.2,192.5,295.0,96.2,124.2,100.3,10.1,226.9,157.8,155.2,41.4,45.4,41.6,108.4,6.9,3.39,1.0,0.45
2021-07-01 06:05:00+00:00,5.45,4.03,18.71,1.98,3.47,3.3,1.98,2.95,6.1,0.05,6.22,2.97,3.3,197.5,290.0,100.0,115.0,103.1,12.8,222.5,167.2,153.2,45.1,57.9,42.1,98.8,6.9,3.43,1.06,0.53
2021-07-01 06:10:00+00:00,5.438,4.14,18.12,1.7,5.75,3.7,1.7,3.01,6.15,0.05,6.24,3.03,3.7,247.5,292.5,100.2,105.0,103.2,12.9,228.6,173.3,148.9,64.5,68.9,50.0,88.0,8.0,3.34,1.72,0.78
2021-07-01 06:15:00+00:00,5.425,4.14,18.36,1.7,4.5,3.9,1.7,3.03,6.13,0.08,6.26,3.05,3.9,265.0,297.5,100.1,110.0,103.3,13.0,219.1,163.8,143.5,53.3,56.9,46.0,104.6,7.4,3.38,1.21,0.44
2021-07-01 06:20:00+00:00,4.875,,17.53,2.95,3.53,4.13,,,6.0,0.03,6.28,2.95,,297.5,297.5,,122.5,110.0,20.0,201.7,,133.7,53.5,,39.2,122.2,5.3,3.6,1.0,
2021-07-01 06:25:00+00:00,4.725,,17.0,2.95,3.7,4.22,,,5.4,0.1,6.3,2.95,,295.0,295.0,,126.3,110.0,20.0,193.0,,129.4,56.0,,38.0,124.2,4.8,3.6,1.0,
2021-07-01 06:30:00+00:00,5.338,4.24,16.94,3.03,3.35,3.55,,,5.88,0.17,6.32,3.03,,217.5,325.0,,127.5,110.0,20.0,244.3,171.5,144.7,89.3,59.7,65.0,145.7,9.8,3.18,1.49,0.19
2021-07-01 06:35:00+00:00,5.15,3.65,16.53,1.83,3.33,3.45,1.83,2.53,5.78,0.05,6.33,3.0,,210.0,355.0,100.5,125.0,97.3,7.2,216.2,140.2,139.5,68.7,31.5,51.1,130.0,7.2,3.21,1.22,
2021-07-01 06:40:00+00:00,5.225,,17.83,3.15,3.38,3.42,,,5.68,0.03,6.35,3.15,,197.5,197.5,,127.5,110.0,20.0,210.0,,138.8,75.9,,46.4,128.6,6.9,3.41,1.16,
2021-07-01 06:45:00+00:00,,,,2.97,3.4,,,,,,6.36,2.97,,,,,131.3,,,,,,,,,,,,,
2021-07-01 06:50:00+00:00,4.975,,16.86,3.25,3.67,4.15,,,5.72,0.05,6.37,3.25,,330.0,330.0,,112.5,110.0,20.0,213.4,,132.1,62.0,,46.5,145.4,6.4,3.39,1.0,
2021-07-01 06:55:00+00:00,,,,3.3,3.72,,,,,,6.38,3.3,,,,,115.0,,,,,,,,,,,,,
2021-07-01 07:00:00+00:00,4.075,,17.05,3.53,,3.53,,,4.65,0.13,6.39,,,187.5,187.5,,,110.0,20.0,151.8,,101.6,40.8,,24.0,60.1,2.3,4.18,1.58,
2021-07-01 07:05:00+00:00,5.063,4.39,15.43,4.13,,4.13,,,5.6,0.03,6.4,,,287.5,357.5,,,110.0,20.0,247.5,176.9,131.1,120.6,66.5,79.2,169.3,10.5,3.06,1.75,0.15
2021-07-01 07:10:00+00:00,4.15,,16.86,2.05,3.6,3.9,2.05,2.81,4.82,0.1,6.41,2.83,,230.0,230.0,101.7,112.5,98.4,8.2,149.4,,110.0,44.4,,26.0,71.1,2.5,4.06,1.32,
2021-07-01 07:15:00+00:00,5.175,,17.79,3.03,3.65,4.13,3.03,3.2,5.72,0.05,6.43,3.42,,222.5,222.5,127.8,117.5,104.4,14.1,209.9,,128.6,75.3,,49.7,155.7,7.2,3.44,1.0,
2021-07-01 07:20:00+00:00,4.9,,15.77,3.28,4.2,4.38,,,5.47,0.03,6.44,3.28,,367.5,367.5,,112.5,110.0,20.0,227.8,,127.8,67.6,,55.2,178.4,7.3,3.22,1.0,
2021-07-01 07:25:00+00:00,5.088,4.56,16.98,3.47,5.3,4.18,,,5.65,0.05,6.45,3.47,4.18,247.5,332.5,,110.0,110.0,20.0,218.0,201.2,132.5,29.1,100.9,49.9,57.8,7.0,3.35,1.18,1.04
2021-07-01 07:30:00+00:00,4.2,,16.33,3.33,5.72,4.15,,,4.75,0.03,6.46,3.33,4.15,262.5,262.5,,107.5,110.0,20.0,148.7,,101.6,44.0,,23.5,58.6,2.4,3.89,1.72,
2021-07-01 07:35:00+00:00,,,,2.9,6.88,,2.9,3.03,,,6.47,4.0,,,,115.5,107.5,98.8,8.6,,,,,,,,,,,
2021-07-01 07:40:00+00:00,5.2,,17.62,3.5,5.18,4.35,,,5.88,0.05,6.49,3.5,4.35,320.0,320.0,,110.0,110.0,20.0,219.0,,131.9,60.3,,49.0,148.2,7.3,3.39,1.0,
2021-07-01 07:45:00+00:00,5.175,,17.77,3.4,4.43,4.38,,,5.72,0.05,6.5,3.4,4.38,307.5,307.5,,112.5,110.0,20.0,202.9,,127.1,61.6,,44.4,140.2,6.5,3.43,1.0,
2021-07-01 07:50:00+00:00,4.475,,15.7,3.5,4.43,4.32,,,5.03,0.13,6.51,3.5,4.32,302.5,302.5,,112.5,110.0,20.0,167.9,,103.8,62.8,,34.7,102.1,3.8,3.51,1.37,
2021-07-01 07:55:00+00:00,4.45,,16.42,2.03,4.45,4.1,2.03,2.73,5.05,0.05,6.53,3.5,4.1,267.5,267.5,100.3,112.5,97.1,7.0,171.8,,115.4,65.2,,38.1,94.8,4.0,3.69,1.4,
2021-07-01 08:00:00+00:00,4.6,,17.37,3.5,4.68,4.0,,,5.18,0.05,6.55,3.5,4.0,235.0,235.0,,112.5,110.0,20.0,185.2,,105.1,96.5,,49.2,82.6,5.5,3.78,3.39,
2021-07-01 08:05:00+00:00,5.15,,18.45,2.9,4.25,4.1,,,5.7,0.08,6.57,2.9,4.1,215.0,215.0,,122.5,110.0,20.0,226.2,,128.5,126.7,,68.4,206.2,9.5,3.58,1.25,
2021-07-01 08:10:00+00:00,,,,3.47,4.15,,,,,,6.59,3.47,,,,,115.0,,,,,,,,,,,,,
2021-07-01 08:15:00+00:00,,,,3.45,4.15,,,,,,6.61,3.45,,,,,110.0,,,,,,,,,,,,,
2021-07-01 08:20:00+00:00,,,,3.47,4.93,,,,,,6.63,3.47,,,,,107.5,,,,,,,,,,,,,
2021-07-01 08:25:00+00:00,,,,2.85,6.88,,2.85,2.88,,,6.66,3.47,,,,106.9,107.5,110.0,20.0,,,,,,,,,,,
2021-07-01 08:30:00+00:00,,,,3.6,8.52,,,,,,6.68,3.6,,,,,105.0,,,,,,,,,,,,,
2021-07-01 08:35:00+00:00,,,,2.8,9.3,,2.8,3.2,,,6.71,3.22,,,,105.5,105.0,99.1,8.9,,,,,,,,,,,
2021-07-01 08:40:00+00:00,,,,3.5,8.38,,,,,,6.73,3.5,,,,,105.0,,,,,,,,,,,,,
2021-07-01 08:45:00+00:00,,,,4.53,7.95,,,,,,6.76,4.53,,,,,102.5,,,,,,,,,,,,,
2021-07-01 08:50:00+00:00,,,,3.58,4.45,,,,,,6.79,3.58,,,,,107.5,,,,,,,,,,,,,
2021-07-01 08:55:00+00:00,,,,3.45,5.05,,,,,,6.82,3.45,,,,,105.0,,,,,,,,,,,,,
2021-07-01 09:00:00+00:00,4.4,,19.09,2.17,4.35,4.07,2.17,3.23,4.95,0.03,6.85,3.25,4.07,195.0,195.0,98.6,110.0,100.0,9.7,139.4,,97.4,39.9,,23.1,62.3,2.4,4.34,1.43,
2021-07-01 09:05:00+00:00,4.475,,19.22,3.5,4.15,3.9,,,5.03,0.08,6.87,3.5,3.9,190.0,190.0,,110.0,110.0,20.0,158.6,,101.8,68.3,,33.3,63.7,3.6,4.3,3.2,
2021-07-01 09:10:00+00:00,,,,2.58,4.18,,2.58,3.08,,,6.9,3.55,,,,102.7,110.0,97.1,6.9,,,,,,,,,,,
2021-07-01 09:15:00+00:00,,,,3.55,4.25,,3.55,3.58,,,6.93,3.6,,,,114.5,107.5,110.0,20.0,,,,,,,,,,,
2021-07-01 09:20:00+00:00,,,,3.53,4.63,,,,,,6.96,3.53,,,,,107.5,,,,,,,,,,,,,
2021-07-01 09:25:00+00:00,5.025,4.43,19.5,3.55,4.55,4.13,3.55,3.58,5.6,0.03,6.99,3.55,4.13,192.5,445.0,119.5,107.5,110.0,20.0,204.1,142.1,107.6,75.5,39.2,61.9,247.0,8.0,3.88,1.08,
2021-07-01 09:30:00+00:00,,,,3.45,4.47,,,,,,7.01,3.45,,,,,107.5,,,,,,,,,,,,,
2021-07-01 09:35:00+00:00,,,,2.85,5.53,,2.85,3.08,,,7.04,3.1,,,,105.3,105.0,96.4,6.3,,,,,,,,,,,
2021-07-01 09:40:00+00:00,,,,3.33,5.03,,,,,,7.07,3.33,,,,,107.5,,,,,,,,,,,,,
2021-07-01 09:45:00+00:00,5.55,,15.97,2.17,5.63,4.95,2.17,3.03,5.97,0.03,7.09,3.47,4.95,410.0,410.0,99.8,112.5,97.1,7.0,233.0,,133.5,112.4,,65.5,176.9,10.6,2.88,1.18,
2021-07-01 09:50:00+00:00,5.175,,16.27,2.65,7.63,4.93,2.65,3.61,5.75,0.05,7.11,3.8,4.93,382.5,382.5,101.8,105.0,100.4,10.1,188.7,,107.2,88.6,,52.0,167.3,7.3,3.14,1.14,
2021-07-01 09:55:00+00:00,,,,3.72,7.25,,,,,,7.13,3.72,,,,,105.0,,,,,,,,,,,,,
2021-07-01 10:00:00+00:00,,,,2.83,8.27,,2.83,3.56,,,7.15,4.2,,,,103.1,102.5,99.4,9.1,,,,,,,,,,,
2021-07-01 10:05:00+00:00,,,,4.05,9.45,,,,,,7.17,4.05,,,,,100.0,,,,,,,,,,,,,
2021-07-01 10:10:00+00:00,,,,2.63,9.05,,2.63,3.51,,,7.19,3.53,,,,101.6,100.0,99.0,8.8,,,,,,,,,,,
2021-07-01 10:15:00+00:00,,,,3.28,6.85,,,,,,7.2,3.28,,,,,102.5,,,,,,,,,,,,,
2021-07-01 10:20:00+00:00,,,,3.45,6.18,,,,,,7.22,3.45,,,,,102.5,,,,,,,,,,,,,
2021-07-01 10:25:00+00:00,5.475,,17.04,3.58,6.32,5.05,,,6.03,0.05,7.23,3.58,5.05,375.0,375.0,,102.5,110.0,20.0,210.3,,125.9,88.3,,54.1,161.2,8.6,3.11,1.12,
2021-07-01 10:30:00+00:00,,,,3.25,8.38,,,,,,7.24,3.25,,,,,111.3,,,,,,,,,,,,,
2021-07-01 10:35:00+00:00,,,,3.4,8.43,,,,,,7.24,3.4,,,,,102.5,,,,,,,,,,,,,
2021-07-01 10:40:00+00:00,,,,3.42,7.72,,,,,,7.25,3.42,,,,,100.0,,,,,,,,,,,,,
2021-07-01 10:45:00+00:00,,,,3.4,8.8,,3.4,3.61,,,7.25,3.63,,,,106.1,102.5,97.3,7.1,,,,,,,,,,,
2021-07-01 10:50:00+00:00,,,,3.35,9.27,,3.35,3.51,,,7.26,3.8,,,,107.4,100.0,96.7,6.6,,,,,,,,,,,
2021-07-01 10:55:00+00:00,,,,3.33,7.22,,,,,,7.26,3.33,,,,,111.3,,,,,,,,,,,,,
