Time,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2021-04-01 00:00:00+00:00,3.55,,11.04,1.65,,1.65,,,4.15,0.05,3.22,,,270.0,270.0,,,110.0,20.0,306.8,,266.2,57.9,,30.6,53.7,2.0,3.11,2.68,
2021-04-01 00:05:00+00:00,3.4,,10.95,1.2,,1.2,,,4.05,0.15,3.21,,,260.0,260.0,,,110.0,20.0,293.4,,262.9,43.7,,22.2,44.5,1.4,3.22,1.88,
2021-04-01 00:10:00+00:00,3.55,,10.83,1.6,,1.6,,,4.2,0.15,3.2,,,265.0,265.0,,,110.0,20.0,311.7,,266.5,64.2,,34.0,56.6,2.2,3.05,3.15,
2021-04-01 00:15:00+00:00,3.55,,10.88,1.65,,1.65,,,4.1,0.15,3.19,,,267.5,267.5,,,110.0,20.0,309.0,,266.3,60.8,,32.0,56.0,2.1,3.06,2.71,
2021-04-01 00:20:00+00:00,3.55,,11.01,1.7,,1.7,,,4.3,0.15,3.18,,,267.5,267.5,,,110.0,20.0,304.5,,265.8,55.1,,28.9,51.7,1.9,3.1,2.52,
2021-04-01 00:25:00+00:00,3.55,,11.23,1.65,,1.65,,,4.35,0.15,3.17,,,267.5,267.5,,,110.0,20.0,298.1,,262.7,50.6,,26.5,48.0,1.8,3.16,2.46,
2021-04-01 00:30:00+00:00,3.65,,11.25,1.75,,1.75,,,4.35,0.15,3.16,,,265.0,265.0,,,110.0,20.0,308.0,,262.3,64.8,,34.7,54.9,2.4,3.08,3.68,
2021-04-01 00:35:00+00:00,3.65,,11.3,1.65,,1.65,,,4.25,0.2,3.15,,,260.0,260.0,,,110.0,20.0,308.5,,259.6,69.0,,37.3,56.6,2.5,3.1,4.11,
2021-04-01 00:40:00+00:00,3.6,,11.47,1.7,,1.7,,,4.5,0.2,3.13,,,257.5,257.5,,,110.0,20.0,296.7,,256.4,57.2,,30.6,49.6,2.0,3.19,3.39,
2021-04-01 00:45:00+00:00,3.65,,11.32,1.65,,1.65,,,4.45,0.2,3.12,,,252.5,252.5,,,110.0,20.0,302.3,,255.8,65.9,,35.2,54.7,2.4,3.1,3.79,
2021-04-01 00:50:00+00:00,3.55,,11.35,1.7,,1.7,,,4.15,0.15,3.11,,,252.5,252.5,,,110.0,20.0,291.0,,252.1,55.3,,29.3,48.8,1.9,3.2,3.16,
2021-04-01 00:55:00+00:00,3.5,,11.35,1.75,,1.75,,,4.3,0.15,3.09,,,255.0,255.0,,,110.0,20.0,287.1,,251.8,50.2,,26.5,45.8,1.7,3.24,2.82,
2021-04-01 01:00:00+00:00,3.5,,11.23,1.75,,1.75,,,4.2,0.1,3.08,,,257.5,257.5,,,110.0,20.0,292.4,,254.4,54.0,,28.3,48.9,1.8,3.21,2.83,
2021-04-01 01:05:00+00:00,3.5,,11.03,1.65,,1.65,,,4.2,0.15,3.07,,,255.0,255.0,,,110.0,20.0,294.2,,253.9,57.1,,30.1,51.3,1.9,3.15,2.96,
2021-04-01 01:10:00+00:00,3.55,,11.03,1.75,,1.75,,,4.2,0.15,3.06,,,257.5,257.5,,,110.0,20.0,301.7,,256.4,64.2,,34.3,53.2,2.2,3.11,3.84,
2021-04-01 01:15:00+00:00,3.5,,10.96,1.7,,1.7,,,4.1,0.1,3.04,,,257.5,257.5,,,110.0,20.0,299.8,,255.8,62.3,,33.3,52.7,2.1,3.13,3.73,
2021-04-01 01:20:00+00:00,3.5,,10.86,1.65,,1.65,,,4.2,0.25,3.03,,,257.5,257.5,,,110.0,20.0,302.2,,256.2,65.1,,34.7,54.9,2.2,3.1,3.76,
2021-04-01 01:25:00+00:00,3.5,,11.03,1.9,,1.9,,,4.1,0.15,3.02,,,260.0,260.0,,,110.0,20.0,296.7,,256.6,56.9,,30.5,48.8,1.9,3.15,3.45,
2021-04-01 01:30:00+00:00,3.5,,11.05,1.7,,1.7,,,4.1,0.2,3.01,,,257.5,257.5,,,110.0,20.0,292.8,,253.5,55.8,,29.5,48.9,1.9,3.16,3.23,
2021-04-01 01:35:00+00:00,3.45,,11.13,1.65,,1.65,,,4.05,0.1,2.99,,,252.5,252.5,,,110.0,20.0,286.8,,250.1,52.2,,27.5,47.6,1.7,3.22,2.83,
2021-04-01 01:40:00+00:00,3.5,,11.2,1.65,,1.65,,,4.25,0.2,2.98,,,247.5,247.5,,,110.0,20.0,291.5,,247.8,61.8,,33.3,51.7,2.1,3.2,3.87,
2021-04-01 01:45:00+00:00,3.5,,11.59,1.25,,1.25,,,4.1,0.05,2.97,,,237.5,237.5,,,110.0,20.0,275.9,,242.3,48.0,,25.1,46.2,1.6,3.31,2.32,
2021-04-01 01:50:00+00:00,3.5,,11.78,1.6,,1.6,,,4.2,0.1,2.96,,,240.0,240.0,,,110.0,20.0,269.6,,239.2,43.3,,22.6,40.7,1.5,3.37,2.51,
2021-04-01 01:55:00+00:00,3.6,,12.12,1.75,,1.75,,,4.3,0.1,2.96,,,240.0,240.0,,,110.0,20.0,271.1,,236.7,48.8,,26.1,41.6,1.7,3.37,3.58,
2021-04-01 02:00:00+00:00,3.7,,12.47,1.7,,1.7,,,4.45,0.15,2.95,,,232.5,232.5,,,110.0,20.0,268.5,,230.5,53.7,,29.1,44.5,2.0,3.37,4.08,
2021-04-01 02:05:00+00:00,3.75,,12.96,1.65,,1.65,,,4.5,0.25,2.95,,,225.0,225.0,,,110.0,20.0,258.1,,225.1,46.8,,25.1,39.4,1.8,3.45,3.65,
2021-04-01 02:10:00+00:00,3.8,,13.66,1.8,,1.8,,,4.5,0.1,2.94,,,220.0,220.0,,,110.0,20.0,246.9,,218.4,40.5,,21.8,35.2,1.6,3.59,3.46,
2021-04-01 02:15:00+00:00,3.85,,14.16,1.25,,1.25,,,4.6,0.1,2.94,,,207.5,207.5,,,110.0,20.0,236.9,,210.2,38.2,,20.4,34.9,1.6,3.68,2.97,
2021-04-01 02:20:00+00:00,3.8,,14.4,1.55,,1.55,,,4.5,0.15,2.94,,,205.0,205.0,,,110.0,20.0,227.2,,204.8,32.0,,17.1,29.4,1.3,3.79,2.88,
2021-04-01 02:25:00+00:00,3.85,,14.48,1.75,,1.75,,,4.45,0.25,2.95,,,202.5,202.5,,,110.0,20.0,232.1,,201.9,42.7,,23.1,34.8,1.7,3.76,4.14,
2021-04-01 02:30:00+00:00,3.65,,13.95,1.75,,1.75,,,4.4,0.1,2.95,,,200.0,200.0,,,110.0,20.0,220.2,,196.8,33.2,,17.8,28.5,1.2,3.82,3.61,
2021-04-01 02:35:00+00:00,3.5,,13.31,1.6,,1.6,,,4.15,0.1,2.96,,,195.0,195.0,,,110.0,20.0,232.2,,187.7,62.3,,34.5,50.3,2.1,3.8,6.71,
2021-04-01 02:40:00+00:00,3.25,,12.57,1.8,,1.8,,,3.9,0.15,2.97,,,195.0,195.0,,,110.0,20.0,222.2,,189.5,46.0,,25.4,36.4,1.4,3.87,5.78,
2021-04-01 02:45:00+00:00,3.0,,11.72,1.2,,1.2,,,3.7,0.1,2.99,,,182.5,182.5,,,110.0,20.0,208.6,,182.8,36.6,,19.6,32.6,0.9,3.91,3.27,
2021-04-01 02:50:00+00:00,2.9,,10.88,1.5,,1.5,,,3.55,0.1,3.0,,,187.5,187.5,,,110.0,20.0,222.7,,185.1,53.3,,29.3,42.4,1.2,3.75,5.96,
2021-04-01 02:55:00+00:00,2.7,,10.13,1.75,,1.75,,,3.35,0.1,3.02,,,197.5,197.5,,,110.0,20.0,230.5,,192.7,53.6,,29.6,42.8,1.1,3.75,5.78,
2021-04-01 03:00:00+00:00,2.6,,9.47,1.65,,1.65,,,3.2,0.15,3.05,,,197.5,197.5,,,110.0,20.0,249.6,,191.4,79.3,,46.0,68.9,1.6,3.64,6.71,
2021-04-01 03:05:00+00:00,2.25,,8.48,1.75,,1.75,,,2.95,0.15,3.07,,,207.5,207.5,,,110.0,20.0,245.9,,196.0,68.8,,40.1,60.7,1.0,3.77,6.46,
2021-04-01 03:10:00+00:00,2.25,,7.88,1.7,,1.7,,,2.9,0.1,3.1,,,217.5,217.5,,,110.0,20.0,278.7,,208.6,95.3,,56.4,85.8,1.4,3.5,6.49,
2021-04-01 03:15:00+00:00,2.2,,7.4,1.75,,1.75,,,2.85,0.1,3.13,,,245.0,245.0,,,110.0,20.0,297.6,,228.4,100.9,,55.7,83.9,1.4,3.36,5.53,
2021-04-01 03:20:00+00:00,2.15,,6.97,1.65,,1.65,,,2.85,0.1,3.17,,,242.5,242.5,,,110.0,20.0,311.1,,230.3,118.1,,65.2,98.9,1.5,3.24,5.48,
2021-04-01 03:25:00+00:00,2.1,,6.98,1.65,,1.65,,,2.75,0.1,3.21,,,252.5,252.5,,,110.0,20.0,280.2,,225.4,81.1,,44.8,68.2,1.0,3.33,4.63,
2021-04-01 03:30:00+00:00,2.1,,6.82,1.75,,1.75,,,2.7,0.05,3.25,,,290.0,290.0,,,110.0,20.0,275.4,,230.6,62.8,,34.5,61.8,0.8,3.25,2.46,
2021-04-01 03:35:00+00:00,2.2,,6.86,1.8,,1.8,,,2.8,0.05,3.29,,,290.0,290.0,,,110.0,20.0,297.1,,234.7,89.8,,49.5,67.8,1.3,3.12,5.36,
2021-04-01 03:40:00+00:00,2.25,,7.28,1.75,,1.75,,,2.95,0.1,3.34,,,295.0,295.0,,,110.0,20.0,275.8,,227.1,67.5,,37.1,68.2,1.0,3.24,2.3,
2021-04-01 03:45:00+00:00,2.2,,7.38,1.75,,1.75,,,3.0,0.2,3.39,,,270.0,270.0,,,110.0,20.0,258.1,,215.7,57.9,,31.9,60.5,0.9,3.36,2.14,
2021-04-01 03:50:00+00:00,2.5,,8.25,1.75,,1.75,,,3.15,0.1,3.44,,,252.5,252.5,,,110.0,20.0,260.3,,212.7,66.2,,36.0,65.2,1.2,3.3,2.45,
