Time,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2024-10-01 01:15:00+00:00,6.44,19.04,1.75,,1.75,,,7.13,0.14,3.25,,255.0,255.0,,,110.0,20.0,319.9,274.7,65.1,33.4,60.6,7.2,2.96,2.51
2024-10-01 01:20:00+00:00,6.35,19.08,1.65,,1.65,,,7.0,0.08,3.22,,252.5,252.5,,,110.0,20.0,313.6,272.3,59.8,30.5,56.8,6.4,3.01,2.34
2024-10-01 01:25:00+00:00,6.16,18.92,1.72,,1.72,,,6.81,0.1,3.19,,250.0,250.0,,,110.0,20.0,303.5,267.1,53.0,26.8,51.5,5.4,3.07,2.14
2024-10-01 01:30:00+00:00,6.335,18.78,1.78,,1.78,,,7.02,0.14,3.15,,247.5,247.5,,,110.0,20.0,317.8,267.2,72.5,37.6,65.5,7.8,2.96,2.83
2024-10-01 01:35:00+00:00,5.15,17.86,1.9,,1.9,,,6.82,0.15,3.12,,247.5,247.5,,,110.0,20.0,273.5,253.7,29.2,14.4,32.3,2.1,3.47,1.46
2024-10-01 01:40:00+00:00,6.02,18.28,1.58,,1.58,,,6.81,0.1,3.09,,240.0,240.0,,,110.0,20.0,308.0,258.1,71.5,37.2,64.5,6.9,3.04,2.88
2024-10-01 01:45:00+00:00,6.125,17.96,1.64,,1.64,,,6.78,0.07,3.06,,237.5,237.5,,,110.0,20.0,319.2,258.8,86.1,44.9,75.8,8.6,2.93,3.19
2024-10-01 01:50:00+00:00,6.0,17.66,1.85,,1.85,,,6.57,,3.02,,237.5,237.5,,,110.0,20.0,314.6,261.5,75.9,39.3,66.7,7.3,2.94,3.06
2024-10-01 01:55:00+00:00,5.915,17.23,1.75,,1.75,,,6.6,0.14,2.99,,232.5,232.5,,,110.0,20.0,317.6,257.3,86.1,44.7,76.1,8.0,2.91,3.09
2024-10-01 02:00:00+00:00,5.88,17.27,1.78,,1.78,,,6.6,0.28,2.96,,232.5,232.5,,,110.0,20.0,313.7,259.2,78.3,40.2,71.4,7.2,2.94,2.71
2024-10-01 02:05:00+00:00,6.075,17.26,1.85,,1.85,,,6.65,0.05,2.94,,235.0,235.0,,,110.0,20.0,,,,,,,2.84,
2024-10-01 02:10:00+00:00,5.985,17.1,1.54,,1.54,,,6.6,0.04,2.91,,230.0,230.0,,,110.0,20.0,325.4,259.7,94.1,48.3,85.2,8.9,2.86,2.8
2024-10-01 02:15:00+00:00,5.845,17.05,1.82,,1.82,,,6.64,0.14,2.89,,235.0,235.0,,,110.0,20.0,317.8,262.6,79.2,40.7,72.1,7.2,2.92,2.72
2024-10-01 02:20:00+00:00,6.075,17.16,2.1,,2.1,,,6.68,0.05,2.88,,245.0,245.0,,,110.0,20.0,,,,,,,2.83,
2024-10-01 02:25:00+00:00,5.985,17.27,1.89,,1.89,,,6.78,0.25,2.86,,242.5,242.5,,,110.0,20.0,332.1,268.3,90.9,47.6,77.9,8.7,2.89,3.49
2024-10-01 02:30:00+00:00,5.915,17.5,1.61,,1.61,,,6.67,0.25,2.85,,237.5,237.5,,,110.0,20.0,315.9,264.4,74.1,38.0,68.4,6.9,2.96,2.6
2024-10-01 02:35:00+00:00,5.3,17.34,2.03,,2.03,,,6.05,0.03,2.85,,247.5,247.5,,,110.0,20.0,286.1,258.9,39.7,20.0,41.0,3.0,3.27,1.78
2024-10-01 02:40:00+00:00,5.95,17.74,1.72,,1.72,,,6.67,0.14,2.84,,240.0,240.0,,,110.0,20.0,310.3,262.3,69.0,35.4,63.5,6.5,2.98,2.61
2024-10-01 02:45:00+00:00,5.88,17.68,1.64,,1.64,,,6.64,0.14,2.85,,240.0,240.0,,,110.0,20.0,310.3,258.3,74.2,38.7,65.7,6.9,3.01,3.07
2024-10-01 02:50:00+00:00,5.675,17.67,1.6,,1.6,,,6.55,0.17,2.86,,235.0,235.0,,,110.0,20.0,295.1,254.8,58.2,29.7,55.1,5.0,3.11,2.37
2024-10-01 02:55:00+00:00,5.705,17.81,2.03,,2.03,,,6.46,0.14,2.87,,242.5,242.5,,,110.0,20.0,294.8,257.0,54.3,28.0,50.8,4.7,3.12,2.48
2024-10-01 03:00:00+00:00,5.705,17.84,1.86,,1.86,,,6.32,0.07,2.89,,237.5,237.5,,,110.0,20.0,292.9,253.1,57.3,29.5,53.0,5.0,3.13,2.57
2024-10-01 03:05:00+00:00,5.25,17.24,2.5,,2.5,,,5.82,0.05,2.91,,247.5,247.5,,,110.0,20.0,279.5,251.1,41.0,21.1,40.3,3.1,3.28,2.11
2024-10-01 03:10:00+00:00,5.32,17.2,1.72,,1.72,,,6.11,0.17,2.94,,232.5,232.5,,,110.0,20.0,280.9,245.7,50.7,25.9,48.3,3.8,3.23,2.3
2024-10-01 03:15:00+00:00,5.355,17.03,1.89,,1.89,,,6.04,0.17,2.97,,235.0,235.0,,,110.0,20.0,285.5,247.0,55.2,28.5,50.8,4.3,3.18,2.62
2024-10-01 03:20:00+00:00,5.125,16.7,2.15,,2.15,,,5.8,0.1,3.01,,237.5,237.5,,,110.0,20.0,276.5,246.2,43.7,22.4,42.6,3.1,3.26,2.15
2024-10-01 03:25:00+00:00,5.04,16.44,1.82,,1.82,,,5.8,0.14,3.05,,232.5,232.5,,,110.0,20.0,276.0,240.2,51.1,26.5,47.5,3.5,3.26,2.56
2024-10-01 03:30:00+00:00,5.04,15.95,1.89,,1.89,,,5.76,0.21,3.09,,230.0,230.0,,,110.0,20.0,284.6,239.4,64.0,33.5,55.9,4.4,3.17,3.18
2024-10-01 03:35:00+00:00,5.0,15.54,1.8,,1.8,,,5.68,0.17,3.14,,227.5,227.5,,,110.0,20.0,290.6,240.1,71.4,37.4,62.2,4.8,3.11,3.22
2024-10-01 03:40:00+00:00,4.76,15.21,1.78,,1.78,,,5.3,0.1,3.2,,227.5,227.5,,,110.0,20.0,275.3,236.1,55.4,28.3,53.2,3.4,3.19,2.25
2024-10-01 03:45:00+00:00,5.145,15.23,2.2,,2.2,,,5.76,0.07,3.26,,235.0,235.0,,,110.0,20.0,305.6,247.7,81.8,42.6,73.3,5.8,2.96,2.87
2024-10-01 03:50:00+00:00,5.0,15.43,1.25,2.1,2.0,,,5.72,0.2,3.32,1.25,232.5,232.5,,100.0,110.0,20.0,287.8,241.5,65.2,33.7,62.7,4.4,3.09,2.27
2024-10-01 03:55:00+00:00,5.075,15.78,1.58,1.96,1.89,,,5.76,0.17,3.39,1.58,232.5,232.5,,97.5,110.0,20.0,283.3,236.2,66.2,34.1,64.1,4.6,3.11,2.22
2024-10-01 04:00:00+00:00,5.145,16.12,1.89,,1.89,,,5.93,0.25,3.45,,227.5,227.5,,,110.0,20.0,277.8,232.4,63.4,32.2,63.3,4.5,3.13,1.99
2024-10-01 04:05:00+00:00,5.625,16.74,1.63,,1.63,,,6.22,0.05,3.53,,230.0,230.0,,,110.0,20.0,300.5,235.0,91.9,47.7,87.3,7.9,2.98,2.41
2024-10-01 04:10:00+00:00,5.74,17.92,1.96,,1.96,,,6.32,0.38,3.6,,227.5,227.5,,,110.0,20.0,280.1,230.0,69.8,35.7,71.1,6.3,3.12,1.92
2024-10-01 04:15:00+00:00,6.02,18.57,2.03,,2.03,,,6.78,0.21,3.67,,230.0,230.0,,,110.0,20.0,290.5,227.6,88.8,47.4,83.3,9.0,3.09,2.65
2024-10-01 04:20:00+00:00,6.4,19.69,2.17,,2.17,,,7.0,0.08,3.75,,227.5,227.5,,,110.0,20.0,284.5,223.9,84.7,44.3,83.5,9.6,3.08,2.18
2024-10-01 04:25:00+00:00,6.72,21.25,2.13,,2.13,,,7.37,0.1,3.83,,227.5,227.5,,,110.0,20.0,283.7,221.3,88.4,47.6,81.2,11.2,3.16,2.84
2024-10-01 04:30:00+00:00,6.86,22.45,1.78,2.13,2.41,,,7.65,0.17,3.91,1.78,227.5,227.5,,97.5,110.0,20.0,264.8,213.9,71.9,38.7,70.7,9.7,3.27,2.32
2024-10-01 04:35:00+00:00,7.05,23.11,1.65,,2.53,1.65,1.8,7.68,0.08,3.99,,222.5,222.5,96.0,,93.1,3.0,254.5,197.6,78.1,42.1,80.0,11.3,3.28,2.03
2024-10-01 04:40:00+00:00,7.315,23.66,1.86,2.28,2.48,1.86,1.9,7.89,0.1,4.07,1.92,220.0,220.0,96.2,97.5,110.0,20.0,261.0,199.5,84.8,44.7,78.8,12.7,3.23,2.48
2024-10-01 04:45:00+00:00,7.7,23.96,1.78,2.28,2.56,1.78,1.93,8.21,0.1,4.15,1.96,212.5,212.5,95.1,97.5,92.4,2.4,268.5,193.9,102.4,54.0,98.1,16.9,3.11,2.32
2024-10-01 04:50:00+00:00,7.8,24.85,1.85,2.17,2.58,1.85,2.03,8.43,0.1,4.23,2.05,207.5,207.5,95.3,97.5,92.8,2.7,259.2,195.0,87.2,46.4,89.3,15.1,3.19,1.97
2024-10-01 04:55:00+00:00,8.12,26.33,1.82,2.13,2.66,1.82,1.93,8.88,0.21,4.31,1.96,212.5,212.5,96.2,97.5,92.5,2.5,258.7,200.2,80.7,43.4,83.5,15.4,3.24,1.96
2024-10-01 05:00:00+00:00,8.4,27.45,1.82,,2.66,1.82,1.93,9.12,0.14,4.39,,215.0,215.0,95.0,,92.3,2.2,261.4,202.8,81.8,44.4,77.9,16.7,3.27,2.36
2024-10-01 05:05:00+00:00,8.4,28.37,2.75,,2.75,,,9.18,0.17,4.47,,217.5,217.5,,,110.0,20.0,245.6,204.8,56.0,29.9,63.5,11.6,3.38,1.55
2024-10-01 05:10:00+00:00,8.785,28.89,2.13,,3.08,2.13,2.28,9.4,0.17,4.55,,222.5,222.5,113.6,,99.0,8.9,250.6,198.2,71.8,39.1,75.2,16.4,3.29,1.92
2024-10-01 05:15:00+00:00,8.925,29.22,2.13,2.41,2.87,2.13,2.28,9.65,0.14,4.63,2.31,220.0,220.0,112.1,116.9,98.2,8.1,253.8,197.8,76.4,40.8,73.5,17.5,3.27,2.09
2024-10-01 05:20:00+00:00,9.125,29.58,2.88,,2.88,,,9.9,0.2,4.7,,217.5,217.5,,,110.0,20.0,255.3,203.1,71.4,37.6,74.2,16.9,3.24,1.86
2024-10-01 05:25:00+00:00,9.415,30.81,1.78,,3.05,1.78,1.83,10.14,0.28,4.78,,220.0,220.0,97.3,,110.0,20.0,259.8,206.8,74.2,39.7,75.6,18.7,3.27,2.04
2024-10-01 05:30:00+00:00,9.66,31.02,3.15,,3.15,,,10.41,0.14,4.85,,217.5,217.5,,,110.0,20.0,264.0,204.9,82.1,43.8,82.2,21.7,3.21,2.12
2024-10-01 05:35:00+00:00,9.975,31.94,2.55,2.7,3.47,2.55,2.61,10.6,0.08,4.92,2.63,215.0,215.0,114.0,117.5,110.0,20.0,259.5,202.3,77.1,41.6,86.5,22.4,3.2,1.65
2024-10-01 05:40:00+00:00,10.22,33.3,2.17,2.77,3.05,2.17,2.49,10.9,0.21,4.99,2.59,145.0,145.0,108.8,115.0,98.8,8.6,255.8,203.1,71.6,38.9,82.4,22.2,3.26,1.55
2024-10-01 05:45:00+00:00,10.325,34.33,2.48,2.84,3.36,2.48,2.63,11.08,0.14,5.06,2.66,212.5,212.5,112.9,115.0,98.3,8.1,249.0,202.9,61.9,33.9,73.5,20.0,3.33,1.45
2024-10-01 05:50:00+00:00,10.3,34.94,2.13,,4.1,2.13,2.26,10.98,0.05,5.13,,222.5,222.5,97.5,,92.7,2.7,239.5,199.4,54.6,30.0,75.8,17.9,3.39,1.0
2024-10-01 05:55:00+00:00,10.29,35.88,1.96,,4.03,1.96,2.25,10.94,0.07,5.19,,222.5,222.5,95.8,,92.9,2.8,233.8,198.1,48.6,26.8,69.3,16.1,3.49,1.0
2024-10-01 06:00:00+00:00,10.71,36.42,4.09,,4.09,,,11.11,0.14,5.25,,225.0,225.0,,,110.0,20.0,245.2,204.5,56.4,31.0,69.4,19.6,3.4,1.32
2024-10-01 06:05:00+00:00,10.35,36.39,4.05,,4.05,,,11.0,0.05,5.32,,230.0,230.0,,,110.0,20.0,232.0,199.3,44.5,24.8,61.5,15.0,3.52,1.0
2024-10-01 06:10:00+00:00,10.395,36.14,2.17,,4.09,2.17,2.28,11.05,0.07,5.38,,225.0,225.0,98.3,,93.0,2.9,230.5,191.8,53.3,29.5,69.8,17.7,3.48,1.12
2024-10-01 06:15:00+00:00,10.745,35.11,3.74,,3.74,,,11.29,0.14,5.44,,222.5,222.5,,,110.0,20.0,259.7,197.8,86.8,47.0,83.2,28.6,3.27,2.46
2024-10-01 06:20:00+00:00,10.25,34.38,5.0,,5.0,,,10.95,0.03,5.5,,222.5,222.5,,,110.0,20.0,235.8,190.1,61.4,33.0,75.8,19.0,3.36,1.3
2024-10-01 06:25:00+00:00,10.71,34.02,4.06,,4.06,,,11.22,0.1,5.55,,220.0,220.0,,,110.0,20.0,258.7,196.7,84.8,45.0,90.5,27.5,3.18,1.8
2024-10-01 06:30:00+00:00,10.71,34.03,2.66,3.18,3.92,2.66,3.02,11.15,0.14,5.61,3.05,220.0,220.0,105.7,112.5,98.0,7.8,252.5,192.7,78.3,42.2,90.9,26.4,3.18,1.5
2024-10-01 06:35:00+00:00,10.375,34.71,2.63,3.28,3.92,2.63,3.03,10.98,0.05,5.67,3.05,222.5,222.5,105.3,112.5,98.3,8.1,239.5,192.0,60.6,33.6,80.6,20.3,3.35,1.18
2024-10-01 06:40:00+00:00,10.85,35.28,2.48,,4.34,2.48,2.53,11.4,0.1,5.72,,220.0,220.0,98.9,,110.0,20.0,252.2,202.8,66.4,35.5,82.4,23.0,3.25,1.27
2024-10-01 06:45:00+00:00,11.13,35.71,4.38,,4.38,,,11.68,0.17,5.78,,220.0,220.0,,,110.0,20.0,257.0,203.9,71.5,38.3,86.6,25.9,3.21,1.35
2024-10-01 06:50:00+00:00,11.075,36.32,4.07,,4.07,,,11.13,0.05,5.83,,217.5,217.5,,,110.0,20.0,251.2,203.5,63.7,34.3,80.9,23.3,3.28,1.21
2024-10-01 06:55:00+00:00,11.445,37.39,4.06,,4.06,,,12.23,0.21,5.88,,220.0,220.0,,,110.0,20.0,255.3,207.6,64.5,34.9,80.3,25.2,3.27,1.27
2024-10-01 07:00:00+00:00,11.27,37.82,2.77,3.33,4.38,2.77,3.05,11.78,0.07,5.94,3.08,220.0,220.0,105.1,107.5,96.7,6.5,240.5,197.2,57.0,32.3,79.4,23.0,3.36,1.06
2024-10-01 07:05:00+00:00,11.075,37.41,4.75,,4.75,,,11.0,0.05,5.99,,222.5,222.5,,,110.0,20.0,238.7,197.1,55.8,30.9,75.1,21.1,3.38,1.09
2024-10-01 07:10:00+00:00,11.305,36.84,2.97,4.03,4.16,2.97,3.19,11.85,0.21,6.04,3.22,220.0,220.0,104.1,110.0,96.4,6.3,244.2,191.5,69.5,38.1,81.5,26.7,3.26,1.49
2024-10-01 07:15:00+00:00,11.445,36.63,3.15,4.2,4.69,3.15,3.33,11.99,0.1,6.09,3.92,222.5,222.5,105.8,112.5,96.8,6.6,248.9,187.5,80.7,44.2,96.6,31.4,3.2,1.46
2024-10-01 07:20:00+00:00,11.05,36.46,4.03,4.22,4.28,,,11.6,0.05,6.14,4.03,220.0,220.0,,112.5,110.0,20.0,243.5,194.6,65.6,35.5,80.0,23.7,3.3,1.35
2024-10-01 07:25:00+00:00,11.41,36.18,4.69,,4.69,,,11.95,0.14,6.19,,217.5,217.5,,,110.0,20.0,256.0,195.6,81.5,43.4,92.6,30.4,3.17,1.56
2024-10-01 07:30:00+00:00,11.34,35.47,2.77,,4.38,2.77,2.91,11.89,0.14,6.24,,212.5,212.5,95.8,,92.3,2.2,254.8,189.0,88.0,47.1,101.9,32.7,3.13,1.51
2024-10-01 07:35:00+00:00,11.025,34.81,4.55,,4.55,,,11.57,0.05,6.29,,215.0,215.0,,,110.0,20.0,252.1,192.1,79.5,42.1,93.7,27.7,3.16,1.43
2024-10-01 07:40:00+00:00,11.305,34.87,2.66,3.5,4.8,2.66,3.37,11.26,0.1,6.34,3.39,215.0,215.0,96.5,113.1,97.3,7.1,258.9,189.4,90.0,49.0,110.7,34.0,3.08,1.37
2024-10-01 07:45:00+00:00,11.34,34.55,5.53,,5.53,,,11.89,0.14,6.38,,217.5,217.5,,,110.0,20.0,268.5,200.4,91.1,48.5,107.2,33.6,3.05,1.45
2024-10-01 07:50:00+00:00,11.025,34.16,4.22,,4.22,,,11.57,0.03,6.43,,210.0,210.0,,,110.0,20.0,258.4,197.7,79.5,42.2,96.9,28.0,3.1,1.34
2024-10-01 07:55:00+00:00,11.445,34.27,2.69,,4.97,2.69,2.74,11.99,0.17,6.47,,217.5,217.5,97.8,,110.0,20.0,273.9,204.2,93.0,48.8,108.9,34.5,2.99,1.43
2024-10-01 08:00:00+00:00,11.41,34.42,5.01,,5.01,,,11.22,0.14,6.52,,215.0,215.0,,,110.0,20.0,271.2,204.4,88.0,46.6,108.0,33.1,3.02,1.32
2024-10-01 08:05:00+00:00,11.025,34.59,6.05,,6.05,,,11.52,0.05,6.56,,232.5,232.5,,,110.0,20.0,256.9,199.0,74.4,40.0,102.0,27.0,3.14,1.08
2024-10-01 08:10:00+00:00,11.025,34.74,2.69,,4.69,2.69,2.91,10.94,0.04,6.6,,212.5,212.5,97.3,,93.0,2.9,256.5,195.8,78.6,42.6,105.7,28.6,3.15,1.11
2024-10-01 08:15:00+00:00,12.11,35.12,4.9,,4.9,,,12.73,0.14,6.64,,217.5,217.5,,,110.0,20.0,292.5,215.1,103.7,54.9,121.5,43.4,2.9,1.45
2024-10-01 08:20:00+00:00,11.575,35.52,2.78,,4.97,2.78,2.86,12.38,0.05,6.68,,215.0,215.0,97.1,,92.2,2.1,267.3,203.9,83.3,45.0,112.9,33.3,3.07,1.07
2024-10-01 08:25:00+00:00,11.515,36.01,2.69,,5.28,2.69,2.98,12.1,0.07,6.72,,222.5,222.5,95.7,,93.0,2.9,262.3,203.1,76.6,42.0,109.2,31.0,3.13,1.0
2024-10-01 08:30:00+00:00,12.145,35.84,5.07,,5.07,,,11.26,0.07,6.75,,220.0,220.0,,,110.0,20.0,286.8,217.1,93.1,49.9,115.2,40.0,2.95,1.29
2024-10-01 08:35:00+00:00,12.05,35.56,6.07,,6.07,,,11.07,0.05,6.79,,240.0,240.0,,,110.0,20.0,283.1,214.7,91.0,49.0,116.8,38.9,2.95,1.21
2024-10-01 08:40:00+00:00,12.145,35.51,2.84,,5.95,2.84,2.98,12.73,0.14,6.82,,242.5,242.5,97.0,,92.6,2.6,284.1,211.1,97.5,52.9,125.9,42.6,2.92,1.2
2024-10-01 08:45:00+00:00,12.18,35.43,2.8,,5.46,2.8,3.02,12.9,0.17,6.85,,227.5,227.5,97.7,,93.1,3.0,286.8,212.7,98.7,53.5,126.4,43.3,2.91,1.22
2024-10-01 08:50:00+00:00,12.25,35.32,6.1,,6.1,,,10.95,0.13,6.88,,252.5,252.5,,,110.0,20.0,291.3,219.3,95.7,51.4,122.5,42.1,2.88,1.21
2024-10-01 08:55:00+00:00,12.25,35.33,4.97,,4.97,,,12.86,0.17,6.9,,220.0,220.0,,,110.0,20.0,293.7,222.4,94.8,50.8,118.8,41.6,2.88,1.26
2024-10-01 09:00:00+00:00,12.355,35.3,3.01,,5.88,3.01,3.05,13.04,0.25,6.93,,247.5,247.5,96.9,,110.0,20.0,296.1,222.4,97.8,52.5,124.6,43.8,2.86,1.22
2024-10-01 09:05:00+00:00,9.975,32.61,6.1,,6.1,,,11.05,0.05,6.95,,250.0,250.0,,,110.0,20.0,252.1,189.2,80.8,44.6,105.8,24.2,3.27,1.25
2024-10-01 09:10:00+00:00,12.6,36.25,5.95,,5.95,,,13.01,0.1,6.97,,247.5,247.5,,,110.0,20.0,297.7,228.4,92.1,49.7,122.1,43.5,2.88,1.12
2024-10-01 09:15:00+00:00,12.46,36.57,2.66,,5.01,2.66,2.7,12.9,0.14,6.99,,225.0,225.0,97.4,,110.0,20.0,293.0,230.7,83.7,44.4,110.3,38.3,2.93,1.09
2024-10-01 09:20:00+00:00,12.6,36.49,5.82,,5.82,,,11.13,0.08,7.0,,247.5,247.5,,,110.0,20.0,292.9,226.7,87.7,47.5,119.4,41.7,2.9,1.06
2024-10-01 09:25:00+00:00,12.81,36.52,4.97,,4.97,,,13.04,0.17,7.02,,225.0,225.0,,,110.0,20.0,302.5,232.0,93.8,50.3,120.8,45.4,2.85,1.18
2024-10-01 09:30:00+00:00,12.775,36.96,3.05,,6.13,3.05,3.26,13.43,0.14,7.03,,252.5,252.5,96.3,,92.9,2.8,291.0,222.1,89.8,49.6,129.6,45.0,2.89,1.0
2024-10-01 09:35:00+00:00,12.6,37.34,6.3,,6.3,,,11.07,0.03,7.04,,265.0,265.0,,,110.0,20.0,288.4,226.1,81.7,44.4,117.1,39.4,2.96,1.0
2024-10-01 09:40:00+00:00,12.95,37.9,3.08,,6.09,3.08,3.23,13.53,0.07,7.05,,262.5,262.5,94.8,,91.8,1.8,289.0,224.3,84.9,47.1,124.9,44.2,2.93,1.0
2024-10-01 09:45:00+00:00,13.055,38.19,2.97,,4.8,2.97,3.09,13.77,0.14,7.06,,217.5,217.5,95.7,,92.1,2.0,293.6,232.3,81.8,45.2,115.3,43.1,2.92,1.0
2024-10-01 09:50:00+00:00,12.9,38.17,2.97,,5.03,2.97,3.06,13.45,0.03,7.06,,227.5,227.5,95.4,,91.7,1.7,286.7,227.9,78.2,43.3,114.7,40.6,2.96,1.0
2024-10-01 09:55:00+00:00,13.02,38.25,5.84,,5.84,,,13.88,0.1,7.07,,255.0,255.0,,,110.0,20.0,293.2,231.9,81.9,44.8,113.8,42.3,2.94,1.0
2024-10-01 10:00:00+00:00,12.88,38.51,2.84,,5.36,2.84,2.88,13.67,0.07,7.07,,240.0,240.0,94.8,,110.0,20.0,291.4,233.7,78.0,42.5,107.7,39.3,2.99,1.0
2024-10-01 10:05:00+00:00,13.075,38.44,6.1,,6.1,,,13.6,0.05,7.07,,267.5,267.5,,,110.0,20.0,290.1,229.4,80.8,44.0,114.6,42.0,2.94,1.0
2024-10-01 10:10:00+00:00,13.335,38.58,5.01,,5.01,,,14.06,0.14,7.08,,232.5,232.5,,,110.0,20.0,300.9,237.8,85.1,46.3,112.4,45.6,2.89,1.11
2024-10-01 10:15:00+00:00,13.37,38.65,5.95,,5.95,,,13.88,0.14,7.08,,265.0,265.0,,,110.0,20.0,298.9,233.5,88.2,47.9,117.3,47.3,2.89,1.09
2024-10-01 10:20:00+00:00,12.85,38.5,6.07,,6.07,,,13.52,0.05,7.08,,270.0,270.0,,,110.0,20.0,282.7,224.5,76.8,41.9,110.2,38.8,3.0,1.0
2024-10-01 10:25:00+00:00,13.3,38.65,6.37,,6.37,,,13.95,0.14,7.08,,272.5,272.5,,,110.0,20.0,292.6,228.5,85.7,46.2,115.5,45.3,2.91,1.06
2024-10-01 10:30:00+00:00,13.335,38.51,5.22,,5.22,,,13.77,0.1,7.08,,247.5,247.5,,,110.0,20.0,297.9,232.4,88.1,47.4,113.4,46.5,2.89,1.17
2024-10-01 10:35:00+00:00,12.6,38.16,4.95,,4.95,,,13.2,0.05,7.07,,240.0,240.0,,,110.0,20.0,279.9,224.1,73.2,39.8,103.4,35.5,3.03,1.0
2024-10-01 10:40:00+00:00,12.88,38.05,6.13,,6.13,,,13.43,0.07,7.07,,255.0,255.0,,,110.0,20.0,285.7,223.1,83.1,44.8,112.8,41.2,2.95,1.05
2024-10-01 10:45:00+00:00,13.16,37.79,2.73,,7.39,2.73,2.84,13.04,0.1,7.07,,277.5,277.5,94.5,,91.6,1.6,289.2,214.3,100.9,53.0,128.6,50.2,2.87,1.17
2024-10-01 10:50:00+00:00,12.875,37.43,5.57,,5.57,,,13.43,0.03,7.07,,242.5,242.5,,,110.0,20.0,290.7,225.5,86.1,46.1,116.3,42.4,2.91,1.06
2024-10-01 10:55:00+00:00,13.3,37.4,5.14,,5.14,,,11.05,0.07,7.07,,235.0,235.0,,,110.0,20.0,308.5,233.0,101.4,53.8,125.2,52.0,2.81,1.27
2024-10-01 11:00:00+00:00,13.125,37.52,2.8,,6.13,2.8,2.91,13.7,0.21,7.07,,250.0,250.0,93.4,,91.4,1.4,295.9,224.0,96.3,51.3,129.0,48.9,2.86,1.06
2024-10-01 11:05:00+00:00,12.925,37.51,5.43,,5.43,,,13.35,0.05,7.07,,240.0,240.0,,,110.0,20.0,295.6,230.3,86.8,46.8,117.8,43.4,2.9,1.06
