column,mean_availability
foF2p,100.0
CS,100.0
Time,100.0
fmin,99.18764886641286
hmE,97.17838399719521
yE,97.17838399719521
fminF,93.58329325760616
foF2,93.58329325760616
hF,93.5823596553954
hF2,93.5823596553954
MD,93.5617695809127
MUFD,93.5617695809127
fxI,93.4225862138552
FF,93.37522769785336
halfNm,91.67096442993312
caleF2,91.67096442993312
hmF2,91.67096442993312
B0,91.67096442993312
B1,91.67096442993312
yF2,91.66902150349068
TEC,91.65842004209925
minEs,40.24877305463874
foEs,40.24877305463874
hEs,40.24877305463874
foE,37.675902781978515
fminE,37.675902781978515
hE,37.675902781978515
foF1,17.276580802963952
hmF1,16.619162043160134
yF1,16.60966798086446
D1,16.087039782037937
fbEs,13.128307712892179
QF,0.312994312186667
peEs,0.0
hEa_QD,0.0
yF1_QD,0.0
hEs_QD,0.0
yE_QD,0.0
peEs_QD,0.0
hEa,0.0
hmF1_QD,0.0
hmE_QD,0.0
hF_QD,0.0
minEs_QD,0.0
hP,0.0
hP_QD,0.0
hmF2_QD,0.0
halfNm_QD,0.0
hF2_QD,0.0
foF1_QD,0.0
hE_QD,0.0
fxI_QD,0.0
B1_QD,0.0
D1_QD,0.0
FE,0.0
FE_QD,0.0
FF_QD,0.0
MD_QD,0.0
MUFD_QD,0.0
QE,0.0
QE_QD,0.0
QF_QD,0.0
TEC_QD,0.0
caleF2_QD,0.0
fbEs_QD,0.0
fminE_QD,0.0
fminF_QD,0.0
fmin_QD,0.0
foE_QD,0.0
foEa,0.0
foEa_QD,0.0
foEs_QD,0.0
B0_QD,0.0
foF2_QD,0.0
foF2p_QD,0.0
foP,0.0
foP_QD,0.0
yF2_QD,0.0
