Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2016-01-01 00:00:00+00:00,70,4.55,,12.8,2.85,,2.85,,,5.35,0.08,3.38,,348.0,348.0,,,110.0,20.0,359.8,,309.7,72.4,,37.5,73.5,4.1,2.81,1.93,
2016-01-01 00:05:00+00:00,80,4.675,,12.73,2.28,,2.28,,,5.4,0.17,3.4,,334.0,334.0,,,110.0,20.0,372.9,,317.1,80.5,,41.8,81.1,4.8,2.72,1.99,
2016-01-01 00:10:00+00:00,80,4.65,,12.64,2.17,,2.17,,,5.22,0.15,3.41,,331.0,331.0,,,110.0,20.0,374.5,,317.9,81.6,,42.5,82.0,4.9,2.72,2.01,
2016-01-01 00:15:00+00:00,80,4.675,,12.46,2.45,,2.45,,,5.28,0.22,3.42,,344.5,344.5,,,110.0,20.0,389.4,,321.2,97.9,,52.1,92.8,5.9,2.66,2.55,
2016-01-01 00:20:00+00:00,90,4.6,,12.32,2.75,,2.75,,,5.2,0.1,3.43,,354.0,354.0,,,110.0,20.0,379.7,,318.9,87.4,,45.9,86.0,5.1,2.68,2.19,
2016-01-01 00:25:00+00:00,80,4.575,,12.46,1.85,,1.85,,,5.15,0.08,3.44,,329.3,329.3,,,110.0,20.0,372.4,,319.4,76.7,,39.8,79.3,4.4,2.72,1.82,
2016-01-01 00:30:00+00:00,80,4.625,,12.58,2.65,,2.65,,,5.22,0.22,3.44,,349.0,349.0,,,110.0,20.0,379.0,,319.2,86.1,,45.3,84.9,5.1,2.72,2.18,
2016-01-01 00:35:00+00:00,90,4.525,,12.61,2.05,,2.05,,,5.25,0.32,3.44,,328.0,328.0,,,110.0,20.0,368.9,,312.5,81.2,,42.9,79.7,4.6,2.79,2.24,
2016-01-01 00:40:00+00:00,80,4.275,,12.69,2.0,,2.0,,,4.95,0.15,3.44,,320.5,320.5,,,110.0,20.0,340.3,,301.8,56.1,,28.6,61.1,2.8,2.97,1.53,
2016-01-01 00:45:00+00:00,65,4.625,,13.07,2.28,,2.28,,,5.22,0.05,3.44,,316.0,316.0,,,110.0,20.0,347.6,,302.9,64.8,,33.2,67.3,3.8,2.83,1.77,
2016-01-01 00:50:00+00:00,40,4.275,,13.25,2.5,,2.5,,,5.35,0.1,3.43,,313.0,313.0,,,110.0,20.0,320.6,,286.1,50.0,,25.6,52.4,2.5,3.1,1.74,
2016-01-01 00:55:00+00:00,60,4.7,,13.88,1.92,,1.92,,,5.38,0.25,3.42,,291.0,291.0,,,110.0,20.0,329.9,,289.9,57.7,,29.8,58.5,3.5,2.95,1.93,
2016-01-01 01:00:00+00:00,70,4.825,,14.27,2.85,,2.85,,,5.6,0.08,3.4,,303.5,303.5,,,110.0,20.0,335.5,,287.8,68.1,,36.6,62.4,4.4,2.96,2.92,
2016-01-01 01:05:00+00:00,80,4.925,,14.62,3.25,,3.25,,,5.5,0.03,3.39,,306.3,306.3,,,110.0,20.0,328.9,,286.0,61.6,,32.7,59.1,4.1,2.97,2.42,
2016-01-01 01:10:00+00:00,85,5.0,,15.43,2.58,,2.58,,,5.6,0.05,3.37,,284.0,284.0,,,110.0,20.0,318.1,,277.8,57.7,,30.8,53.5,4.0,3.09,2.76,
2016-01-01 01:15:00+00:00,90,5.075,,15.84,2.45,,2.45,,,5.65,0.03,3.35,,276.0,276.0,,,110.0,20.0,312.6,,271.7,58.2,,31.4,49.9,4.2,3.12,3.55,
2016-01-01 01:20:00+00:00,80,5.175,,16.52,2.33,,2.33,,,5.72,0.28,3.32,,266.0,266.0,,,110.0,20.0,299.3,,265.1,48.8,,26.0,43.0,3.6,3.19,3.17,
2016-01-01 01:25:00+00:00,95,5.275,,17.71,2.08,,2.08,,,5.82,0.08,3.29,,253.0,253.0,,,110.0,20.0,278.7,,253.1,36.9,,19.2,36.4,2.8,3.36,2.13,
2016-01-01 01:30:00+00:00,90,5.475,,18.89,1.92,,1.92,,,6.13,0.05,3.27,,242.0,242.0,,,110.0,20.0,267.8,,242.6,36.2,,19.0,34.8,3.0,3.45,2.35,
2016-01-01 01:35:00+00:00,95,5.65,,20.45,2.3,,2.3,,,6.38,0.08,3.23,,233.0,233.0,,,110.0,20.0,253.5,,232.0,31.0,,16.3,30.3,2.7,3.62,2.21,
2016-01-01 01:40:00+00:00,80,5.675,,21.51,2.3,,2.3,,,6.22,0.08,3.2,,226.0,226.0,,,110.0,20.0,240.0,,223.1,24.6,,12.8,24.8,2.2,3.79,1.95,
2016-01-01 01:45:00+00:00,95,6.0,,22.38,2.15,,2.15,,,6.47,0.05,3.17,,219.0,219.0,,,110.0,20.0,238.6,,218.4,29.0,,15.3,27.3,2.9,3.73,2.57,
2016-01-01 01:50:00+00:00,95,6.0,,22.57,1.7,,1.7,,,6.45,0.05,3.13,,214.0,214.0,,,110.0,20.0,234.9,,214.7,28.9,,15.4,26.8,2.9,3.76,2.74,
2016-01-01 01:55:00+00:00,95,5.85,,22.55,1.8,,1.8,,,6.45,0.08,3.09,,211.0,211.0,,,110.0,20.0,228.0,,210.9,24.8,,13.0,24.4,2.3,3.85,2.18,
2016-01-01 02:00:00+00:00,95,5.625,,21.89,1.9,,1.9,,,6.25,0.05,3.06,,209.0,209.0,,,110.0,20.0,224.5,,207.7,24.2,,12.8,23.5,2.1,3.89,2.32,
2016-01-01 02:05:00+00:00,95,5.275,,20.87,1.7,,1.7,,,5.82,0.08,3.02,,204.0,204.0,,,110.0,20.0,218.0,,202.3,22.6,,12.0,22.1,1.8,3.96,2.26,
2016-01-01 02:10:00+00:00,95,4.85,,19.45,1.75,,1.75,,,5.45,0.08,2.98,,200.0,200.0,,,110.0,20.0,214.0,,198.2,22.7,,12.1,22.0,1.5,4.01,2.39,
2016-01-01 02:15:00+00:00,95,4.225,,17.16,2.35,,2.35,,,4.85,0.08,2.94,,201.5,201.5,,,110.0,20.0,210.2,,196.3,20.1,,10.6,19.9,1.0,4.06,2.12,
2016-01-01 02:20:00+00:00,95,3.775,,14.72,2.05,,2.05,,,4.3,0.05,2.91,,203.0,203.0,,,110.0,20.0,220.1,,197.6,31.8,,17.6,24.9,1.3,3.9,4.56,
2016-01-01 02:25:00+00:00,100,3.325,,12.81,1.88,,1.88,,,3.92,0.08,2.87,,204.0,204.0,,,110.0,20.0,218.8,,198.0,29.5,,16.0,25.3,0.9,3.85,3.61,
2016-01-01 02:30:00+00:00,100,2.875,,11.27,2.13,,2.13,,,3.53,0.05,2.84,,211.0,211.0,,,110.0,20.0,217.0,,200.6,23.5,,12.7,21.3,0.6,3.92,3.06,
2016-01-01 02:35:00+00:00,100,2.7,,10.22,2.15,,2.15,,,3.33,0.05,2.8,,216.5,216.5,,,110.0,20.0,230.1,,210.6,27.8,,15.0,26.5,0.6,3.79,2.55,
2016-01-01 02:40:00+00:00,95,2.5,,9.46,1.77,,1.77,,,3.17,0.08,2.77,,211.0,211.0,,,110.0,20.0,226.6,,203.6,32.9,,18.2,26.5,0.6,3.78,4.49,
2016-01-01 02:45:00+00:00,100,2.35,,8.9,1.73,,1.73,,,2.97,0.05,2.74,,215.0,215.0,,,110.0,20.0,223.7,,205.2,26.2,,14.1,25.3,0.4,3.79,2.47,
2016-01-01 02:50:00+00:00,95,2.325,,8.7,1.67,,1.67,,,2.97,0.1,2.71,,217.0,217.0,,,110.0,20.0,230.6,,207.7,32.8,,18.1,26.5,0.5,3.74,4.42,
2016-01-01 02:55:00+00:00,10,,,,,,,,,,,2.69,,,,,,,,,,,,,,,,,,
2016-01-01 03:00:00+00:00,80,2.05,,7.88,1.8,,1.8,,,2.72,0.03,2.67,,230.0,230.0,,,110.0,20.0,224.8,,210.9,19.5,,10.6,20.1,0.3,3.85,2.0,
2016-01-01 03:05:00+00:00,45,2.15,,7.49,1.92,,1.92,,,2.72,0.13,2.65,,270.5,270.5,,,110.0,20.0,261.9,,240.0,30.9,,16.5,31.7,0.4,3.48,2.03,
2016-01-01 03:10:00+00:00,45,2.45,,7.27,2.05,,2.05,,,3.03,0.13,2.64,,318.5,318.5,,,110.0,20.0,331.1,,277.3,76.8,,41.6,72.8,1.3,2.97,2.72,
2016-01-01 03:15:00+00:00,50,2.425,,7.38,2.0,,2.0,,,3.05,0.13,2.63,,305.1,305.1,,,110.0,20.0,314.7,,267.4,67.4,,36.6,62.4,1.1,3.04,2.86,
2016-01-01 03:20:00+00:00,95,2.55,,7.89,1.48,,1.48,,,3.1,0.05,2.62,,239.5,239.5,,,110.0,20.0,294.7,,246.0,68.6,,36.3,62.2,1.2,3.1,2.86,
2016-01-01 03:25:00+00:00,95,2.55,,8.32,2.15,,2.15,,,3.2,0.05,2.62,,300.0,300.0,,,110.0,20.0,284.4,,252.2,45.7,,24.3,45.6,0.8,3.27,2.18,
