Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2016-02-01 00:00:00+00:00,95,3.65,,10.73,1.92,,1.92,,,4.35,0.13,3.63,,296.0,296.0,,,110.0,20.0,332.8,,284.4,69.1,,37.0,63.5,2.6,2.94,2.83,
2016-02-01 00:05:00+00:00,95,3.675,,10.9,1.88,,1.88,,,4.35,0.13,3.64,,291.0,291.0,,,110.0,20.0,327.1,,281.2,65.5,,34.8,61.3,2.5,2.96,2.62,
2016-02-01 00:10:00+00:00,95,3.725,,11.15,1.88,,1.88,,,4.45,0.13,3.66,,286.0,286.0,,,110.0,20.0,327.1,,277.7,70.3,,37.8,60.4,2.7,2.99,3.5,
2016-02-01 00:15:00+00:00,80,3.675,,11.14,1.83,,1.83,,,4.35,0.13,3.67,,278.8,278.8,,,110.0,20.0,315.1,,273.7,59.0,,31.2,54.8,2.2,3.03,2.66,
2016-02-01 00:20:00+00:00,95,3.65,,11.15,1.88,,1.88,,,4.38,0.13,3.69,,276.5,276.5,,,110.0,20.0,312.2,,272.2,56.9,,30.1,52.4,2.1,3.06,2.77,
2016-02-01 00:25:00+00:00,95,3.65,,11.03,1.98,,1.98,,,4.3,0.08,3.7,,279.0,279.0,,,110.0,20.0,317.6,,273.6,62.5,,33.6,53.5,2.3,3.02,3.53,
2016-02-01 00:30:00+00:00,100,3.65,,11.07,1.73,,1.73,,,4.35,0.1,3.7,,271.0,271.0,,,110.0,20.0,316.9,,270.8,65.4,,35.0,56.7,2.4,3.03,3.36,
2016-02-01 00:35:00+00:00,100,3.675,,11.03,1.8,,1.8,,,4.3,0.1,3.71,,274.0,274.0,,,110.0,20.0,324.9,,271.2,76.0,,41.4,62.9,2.9,3.0,4.08,
2016-02-01 00:40:00+00:00,100,3.6,,10.94,1.92,,1.92,,,4.35,0.13,3.71,,279.0,279.0,,,110.0,20.0,314.2,,273.2,58.4,,30.9,54.7,2.1,3.04,2.6,
2016-02-01 00:45:00+00:00,80,3.625,,10.87,1.85,,1.85,,,4.3,0.1,3.71,,279.0,279.0,,,110.0,20.0,321.4,,275.2,65.7,,35.1,58.1,2.4,3.0,3.2,
2016-02-01 00:50:00+00:00,95,3.6,,10.86,1.88,,1.88,,,4.28,0.1,3.7,,281.5,281.5,,,110.0,20.0,315.8,,275.8,57.1,,29.9,55.3,2.0,3.02,2.28,
2016-02-01 00:55:00+00:00,100,3.65,,10.91,1.88,,1.88,,,4.4,0.15,3.69,,284.0,284.0,,,110.0,20.0,320.8,,276.3,63.4,,33.7,58.7,2.3,2.99,2.71,
2016-02-01 01:00:00+00:00,100,3.65,,11.06,1.92,,1.92,,,4.32,0.1,3.68,,284.0,284.0,,,110.0,20.0,314.7,,275.6,55.8,,29.2,54.4,2.1,3.03,2.25,
2016-02-01 01:05:00+00:00,95,3.725,,11.23,1.8,,1.8,,,4.47,0.15,3.67,,279.0,279.0,,,110.0,20.0,317.6,,274.0,62.0,,32.9,56.4,2.4,3.02,2.87,
