Time,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2023-10-01 00:00:00+00:00,4.48,12.71,3.01,,3.01,,,5.09,0.07,3.38,,,367.5,367.5,,,110.0,20.0,356.1,313.8,62.2,30.6,68.7,3.4,2.84,1.46
2023-10-01 00:05:00+00:00,4.45,12.76,3.03,,3.03,,,5.0,0.03,3.39,,,367.5,367.5,,,110.0,20.0,351.6,310.9,59.9,29.3,66.3,3.2,2.87,1.45
2023-10-01 00:10:00+00:00,4.06,12.16,2.2,,2.2,,,4.68,0.07,3.41,,,337.5,337.5,,,110.0,20.0,342.0,308.9,49.1,24.0,58.7,2.2,3.0,1.18
2023-10-01 00:15:00+00:00,4.725,13.11,2.1,,2.1,,,5.34,0.07,3.41,,,332.5,332.5,,,110.0,20.0,370.3,320.4,72.8,37.4,76.5,4.5,2.77,1.7
2023-10-01 00:20:00+00:00,4.575,13.16,1.88,,1.88,,,5.13,0.03,3.42,,,325.0,325.0,,,110.0,20.0,354.0,317.3,54.6,26.9,63.5,3.1,2.88,1.24
2023-10-01 00:25:00+00:00,4.375,12.85,1.82,,1.82,,,4.92,0.04,3.42,,,320.0,320.0,,,110.0,20.0,345.9,311.2,51.4,25.6,59.5,2.7,2.94,1.24
2023-10-01 00:30:00+00:00,4.06,12.31,2.0,,2.0,,,4.71,0.1,3.42,,,322.5,322.5,,,110.0,20.0,333.5,301.2,47.8,23.7,56.1,2.2,3.03,1.24
2023-10-01 00:35:00+00:00,5.075,13.59,2.17,,2.17,,,5.7,0.08,3.41,,,325.0,325.0,,,110.0,20.0,374.9,323.8,74.8,37.8,78.9,5.2,2.68,1.65
2023-10-01 00:40:00+00:00,4.69,13.53,2.07,,2.07,,,5.24,0.04,3.4,,,320.0,320.0,,,110.0,20.0,349.5,310.4,57.6,29.0,63.7,3.5,2.89,1.43
2023-10-01 00:45:00+00:00,5.075,13.58,1.86,,1.86,,,5.76,0.07,3.39,,,312.5,312.5,,,110.0,20.0,369.8,317.2,76.6,39.1,78.2,5.4,2.68,1.85
2023-10-01 00:50:00+00:00,4.025,12.64,3.05,,3.05,,,4.72,0.03,3.37,,,342.5,342.5,,,110.0,20.0,311.7,280.8,45.0,22.2,49.0,2.0,3.14,1.52
2023-10-01 00:55:00+00:00,5.18,14.18,2.41,,2.41,,,5.83,0.1,3.35,,,322.5,322.5,,,110.0,20.0,362.0,313.7,70.6,35.8,73.4,5.1,2.74,1.72
2023-10-01 01:00:00+00:00,5.145,14.38,1.89,,1.89,,,5.8,0.1,3.33,,,307.5,307.5,,,110.0,20.0,354.6,309.8,65.5,33.2,68.6,4.7,2.79,1.68
2023-10-01 01:05:00+00:00,4.475,13.88,1.63,1.85,2.03,,,5.05,0.03,3.31,1.63,,305.0,305.0,,95.0,110.0,20.0,322.2,293.3,43.0,21.1,50.3,2.4,3.1,1.24
2023-10-01 01:10:00+00:00,4.13,12.89,2.94,,2.94,,,5.76,0.07,3.28,,,322.5,322.5,,,110.0,20.0,314.7,279.1,51.5,26.6,52.9,2.4,3.12,1.87
2023-10-01 01:15:00+00:00,5.145,14.12,1.92,,1.92,,,5.72,0.07,3.25,,,297.5,297.5,,,110.0,20.0,357.7,304.2,77.3,39.7,75.9,5.5,2.74,2.12
2023-10-01 01:20:00+00:00,5.1,13.98,2.05,,2.05,,,5.7,0.05,3.22,,,300.0,300.0,,,110.0,20.0,356.9,306.0,73.8,37.8,74.1,5.2,2.74,1.95
2023-10-01 01:25:00+00:00,4.41,13.5,2.41,,2.41,,,4.95,0.04,3.19,,,310.0,310.0,,,110.0,20.0,323.7,291.3,47.7,23.7,53.5,2.5,3.06,1.41
2023-10-01 01:30:00+00:00,4.095,13.34,1.86,,1.86,,,5.86,0.25,3.15,,,297.5,297.5,,,110.0,20.0,310.7,286.2,36.6,17.8,44.7,1.7,3.26,1.1
2023-10-01 01:35:00+00:00,4.1,13.46,1.8,,1.8,,,5.82,0.15,3.12,,,295.0,295.0,,,110.0,20.0,305.9,282.7,34.6,16.9,42.6,1.6,3.28,1.09
2023-10-01 01:40:00+00:00,4.34,13.85,1.64,2.07,2.2,,,4.85,0.04,3.09,1.64,,295.0,295.0,,95.0,110.0,20.0,308.2,280.3,41.2,20.4,46.6,2.1,3.19,1.37
2023-10-01 01:45:00+00:00,4.62,14.08,1.78,2.2,3.12,,,5.2,0.04,3.06,1.78,,315.0,315.0,,95.0,110.0,20.0,322.9,282.5,58.3,30.4,58.1,3.4,3.05,2.07
2023-10-01 01:50:00+00:00,6.3,13.63,1.75,2.2,3.17,,,6.07,0.1,3.02,1.75,,317.5,317.5,,95.0,110.0,20.0,,,,,,,2.16,
2023-10-01 01:55:00+00:00,4.025,13.43,1.5,2.1,2.41,,,4.64,0.07,2.99,1.5,,297.5,297.5,,95.0,110.0,20.0,293.7,270.3,34.6,17.0,40.1,1.5,3.34,1.29
2023-10-01 02:00:00+00:00,4.305,14.19,2.38,,2.38,,,4.85,0.04,2.96,,,287.5,287.5,,,110.0,20.0,293.4,269.2,35.6,17.7,40.1,1.8,3.3,1.39
2023-10-01 02:05:00+00:00,4.1,14.22,2.38,,2.38,,,5.8,0.1,2.94,,,280.0,280.0,,,110.0,20.0,280.6,260.2,30.1,14.6,34.8,1.4,3.47,1.33
2023-10-01 02:10:00+00:00,5.18,15.06,1.75,2.17,4.9,,,5.72,0.17,2.91,1.75,,401.8,401.8,,95.0,110.0,20.0,337.9,292.7,65.5,33.9,65.4,4.8,2.91,2.02
2023-10-01 02:15:00+00:00,5.075,15.26,1.64,2.52,2.69,,,5.66,0.07,2.89,1.64,,277.5,277.5,,95.0,110.0,20.0,313.9,274.4,56.9,29.5,54.9,4.0,3.01,2.25
2023-10-01 02:20:00+00:00,3.975,14.1,1.75,2.17,2.4,,,5.75,0.08,2.88,1.75,,267.5,267.5,,95.0,110.0,20.0,270.0,251.1,27.7,13.6,31.1,1.2,3.55,1.41
2023-10-01 02:25:00+00:00,5.145,15.65,1.89,2.41,3.46,,,5.83,0.1,2.86,1.89,,290.0,290.0,,95.0,110.0,20.0,311.4,274.0,54.1,28.0,53.4,3.9,3.04,2.08
2023-10-01 02:30:00+00:00,4.41,15.07,1.78,2.69,3.08,,,5.09,0.1,2.85,1.78,,275.0,275.0,,95.0,110.0,20.0,274.4,252.1,32.5,16.4,34.1,1.7,3.42,1.7
2023-10-01 02:35:00+00:00,4.575,15.75,1.67,2.53,3.33,,,5.15,0.03,2.85,1.67,,275.0,275.0,,95.0,110.0,20.0,272.0,250.4,31.5,15.9,32.9,1.8,3.44,1.71
2023-10-01 02:40:00+00:00,3.99,14.44,1.64,2.52,2.59,,,4.53,0.07,2.84,1.64,,252.5,252.5,,95.0,110.0,20.0,257.1,239.9,24.9,12.6,26.3,1.1,3.62,1.67
2023-10-01 02:45:00+00:00,4.62,15.05,1.86,2.41,3.12,,,5.24,0.1,2.85,1.86,,267.5,267.5,,95.0,110.0,20.0,285.9,255.6,43.6,22.8,42.5,2.6,3.26,2.22
2023-10-01 02:50:00+00:00,4.575,15.08,3.7,,3.7,,,5.1,0.03,2.86,,,305.0,305.0,,,110.0,20.0,286.9,259.1,40.4,20.5,41.8,2.3,3.3,1.76
2023-10-01 02:55:00+00:00,3.885,13.47,1.78,2.24,2.48,,,4.61,0.17,2.87,1.78,,257.5,257.5,,95.0,110.0,20.0,266.2,243.9,32.3,16.6,33.1,1.3,3.47,1.85
2023-10-01 03:00:00+00:00,4.375,14.7,1.47,2.24,2.45,,,4.99,0.07,2.89,1.47,,255.0,255.0,,95.0,110.0,20.0,274.4,247.3,39.0,20.3,38.3,2.0,3.36,2.16
2023-10-01 03:05:00+00:00,4.075,14.14,1.88,2.22,2.42,,,4.78,0.05,2.91,1.88,,245.0,245.0,,95.0,110.0,20.0,261.4,238.9,32.3,16.7,31.9,1.5,3.47,2.09
2023-10-01 03:10:00+00:00,4.13,13.66,2.41,,2.41,,,5.06,0.17,2.94,,,240.0,240.0,,,110.0,20.0,273.5,240.0,47.5,25.6,39.1,2.2,3.31,4.02
2023-10-01 03:15:00+00:00,4.62,13.54,1.75,2.07,2.13,,,5.24,0.07,2.97,1.75,,232.5,232.5,,97.5,110.0,20.0,,,,,,,2.93,
2023-10-01 03:20:00+00:00,4.325,13.68,1.73,2.0,3.03,,,4.93,0.08,3.01,1.73,,280.0,280.0,,97.5,110.0,20.0,292.6,258.9,48.5,24.7,50.6,2.5,3.16,1.76
2023-10-01 03:25:00+00:00,4.55,13.47,2.97,,2.97,,,5.13,0.07,3.05,,,282.5,282.5,,,110.0,20.0,318.9,268.7,71.7,38.1,67.8,4.1,2.96,2.55
2023-10-01 03:30:00+00:00,4.41,13.19,1.86,,1.86,,,4.99,0.04,3.09,,,237.5,237.5,,,110.0,20.0,302.4,253.3,69.7,35.9,65.3,3.6,2.99,2.44
2023-10-01 03:35:00+00:00,4.525,13.24,2.15,,2.15,,,5.2,0.13,3.14,,,257.5,257.5,,,110.0,20.0,310.2,259.8,71.5,37.0,68.8,4.0,2.93,2.26
2023-10-01 03:40:00+00:00,4.55,13.49,1.78,,1.78,,,5.24,0.25,3.2,,,242.5,242.5,,,110.0,20.0,305.2,253.7,72.6,36.8,71.2,4.0,2.96,2.09
2023-10-01 03:45:00+00:00,4.585,13.87,1.96,,1.96,,,5.27,0.17,3.26,,,240.0,240.0,,,110.0,20.0,299.1,252.3,66.0,33.5,67.1,3.8,3.02,1.9
2023-10-01 03:50:00+00:00,4.325,14.28,2.2,,2.2,,,4.85,0.03,3.32,,,250.0,250.0,,,110.0,20.0,276.1,244.2,44.8,22.8,52.1,2.4,3.3,1.36
2023-10-01 03:55:00+00:00,4.935,15.15,1.82,,1.82,,,5.59,0.14,3.39,,,237.5,237.5,,,110.0,20.0,293.4,249.0,62.4,32.0,65.8,4.2,3.07,1.74
2023-10-01 04:00:00+00:00,5.11,16.22,1.96,,1.96,,,5.97,0.28,3.45,,,250.0,250.0,,,110.0,20.0,283.8,245.6,53.8,28.0,59.0,4.0,3.17,1.6
2023-10-01 04:05:00+00:00,5.325,17.41,2.22,,2.22,,,5.93,0.05,3.53,,,250.0,250.0,,,110.0,20.0,272.9,238.2,48.7,25.4,55.7,4.0,3.27,1.44
2023-10-01 04:10:00+00:00,5.46,18.58,2.52,,2.52,,,6.25,0.1,3.6,,,247.5,247.5,,,110.0,20.0,259.9,228.2,44.7,23.7,52.0,3.9,3.4,1.41
2023-10-01 04:15:00+00:00,5.67,20.2,2.1,,2.1,,,6.25,0.04,3.67,,,242.5,242.5,,,110.0,20.0,248.0,223.7,34.0,18.2,44.0,3.4,3.56,1.06
2023-10-01 04:20:00+00:00,6.3,21.35,2.2,,2.2,,,6.95,0.08,3.75,,,237.5,237.5,,,110.0,20.0,255.8,218.4,53.0,28.7,55.6,6.2,3.39,2.02
2023-10-01 04:25:00+00:00,6.475,22.32,2.41,,2.41,,,7.2,0.17,3.83,,,227.5,227.5,,,110.0,20.0,248.9,210.3,54.7,29.7,54.9,6.7,3.45,2.26
2023-10-01 04:30:00+00:00,6.405,23.27,2.41,,2.41,,,7.05,0.1,3.91,,,225.0,225.0,,,110.0,20.0,233.3,206.0,38.0,20.7,45.6,4.8,3.63,1.43
2023-10-01 04:35:00+00:00,6.725,23.26,2.4,,2.4,,,7.32,0.05,3.99,,,222.5,222.5,,,110.0,20.0,243.0,203.6,55.5,30.1,56.3,7.3,3.46,2.15
2023-10-01 04:40:00+00:00,6.685,23.69,2.41,,2.41,,,7.34,0.1,4.07,,,217.5,217.5,,,110.0,20.0,233.0,199.9,46.1,25.0,47.9,6.1,3.54,1.95
2023-10-01 04:45:00+00:00,6.895,23.52,2.69,,2.69,,,7.41,0.07,4.15,,,215.0,215.0,,,110.0,20.0,240.7,195.5,62.5,33.3,63.8,8.5,3.41,2.04
2023-10-01 04:50:00+00:00,7.025,23.59,2.97,,2.97,,,7.68,0.13,4.23,,,215.0,215.0,,,110.0,20.0,250.0,194.4,78.4,42.4,73.8,11.0,3.36,2.68
2023-10-01 04:55:00+00:00,7.105,23.73,2.97,,2.97,,,7.86,0.17,4.31,,,212.5,212.5,,,110.0,20.0,244.5,192.2,72.4,38.7,72.9,10.4,3.34,2.13
2023-10-01 05:00:00+00:00,7.21,24.17,2.97,,2.97,,,7.97,0.17,4.39,,,207.5,207.5,,,110.0,20.0,246.5,192.2,74.8,40.0,77.0,11.1,3.35,2.03
2023-10-01 05:05:00+00:00,7.6,24.43,3.0,,3.0,,,8.23,0.15,4.47,,,207.5,207.5,,,110.0,20.0,261.1,198.1,86.2,45.6,90.5,14.0,3.21,1.89
2023-10-01 05:10:00+00:00,8.015,26.25,1.64,,3.01,1.64,1.97,8.63,0.1,4.55,,,207.5,207.5,109.6,,100.8,10.7,253.7,201.6,70.4,38.1,83.1,13.4,3.28,1.46
2023-10-01 05:15:00+00:00,8.435,28.46,3.12,,3.12,,,8.98,0.07,4.63,,,212.5,212.5,,,110.0,20.0,252.6,210.3,58.6,32.5,70.6,12.7,3.37,1.43
2023-10-01 05:20:00+00:00,8.5,30.0,2.17,,2.97,2.17,2.26,9.27,0.05,4.7,,,217.5,217.5,117.4,,98.5,8.4,236.3,202.8,45.1,25.9,61.2,10.7,3.53,1.15
2023-10-01 05:25:00+00:00,8.82,30.87,3.22,,3.22,,,9.47,0.1,4.78,,,230.0,230.0,,,110.0,20.0,239.0,204.9,47.1,26.3,59.0,11.5,3.5,1.31
2023-10-01 05:30:00+00:00,9.065,31.3,3.01,,3.01,,,9.61,0.07,4.85,,,230.0,230.0,,,110.0,20.0,247.7,205.5,59.6,33.1,57.2,14.7,3.45,2.42
2023-10-01 05:35:00+00:00,9.025,31.92,3.08,,3.08,,,9.82,0.1,4.92,,,230.0,230.0,,,110.0,20.0,237.0,203.3,46.8,26.4,52.7,12.0,3.54,1.87
2023-10-01 05:40:00+00:00,9.415,32.7,3.22,,3.22,,,10.03,0.07,4.99,,,227.5,227.5,,,110.0,20.0,242.0,203.2,54.4,30.3,55.1,14.7,3.47,2.23
2023-10-01 05:45:00+00:00,9.31,33.13,3.05,,3.05,,,10.03,0.1,5.06,,,222.5,222.5,,,110.0,20.0,234.0,201.0,45.4,25.2,48.4,12.2,3.56,1.91
2023-10-01 05:50:00+00:00,9.4,33.17,3.4,,3.4,,,9.98,0.03,5.13,,,225.0,225.0,,,110.0,20.0,231.8,197.3,47.7,26.7,58.2,13.1,3.53,1.42
2023-10-01 05:55:00+00:00,9.275,32.57,3.33,,3.33,,,9.85,0.1,5.19,,,225.0,225.0,,,110.0,20.0,236.6,196.5,55.4,30.6,59.2,14.4,3.51,1.9
2023-10-01 06:00:00+00:00,9.1,32.27,3.5,,3.5,,,9.89,0.1,5.25,,,225.0,225.0,,,110.0,20.0,235.2,194.4,57.4,32.4,50.0,14.6,3.55,3.19
2023-10-01 06:05:00+00:00,9.075,32.16,3.03,3.42,3.45,,,9.7,0.08,5.32,3.03,,225.0,225.0,,122.5,110.0,20.0,226.0,192.5,44.9,25.2,58.3,11.7,3.54,1.23
2023-10-01 06:10:00+00:00,9.03,31.55,3.15,3.43,3.46,,,9.75,0.21,5.38,3.15,,222.5,222.5,,122.5,110.0,20.0,232.3,192.6,53.7,29.8,63.2,13.4,3.49,1.52
2023-10-01 06:15:00+00:00,9.03,31.29,3.26,3.61,3.61,,,9.78,0.14,5.44,3.26,,220.0,220.0,,120.0,110.0,20.0,234.6,191.7,58.3,32.4,68.1,14.5,3.46,1.57
2023-10-01 06:20:00+00:00,9.075,31.21,3.22,3.47,3.6,,,9.8,0.17,5.5,3.22,,220.0,220.0,,120.0,110.0,20.0,234.7,192.4,56.8,31.6,69.7,14.4,3.44,1.4
2023-10-01 06:25:00+00:00,9.065,31.37,3.22,3.61,3.74,,,9.78,0.25,5.55,3.22,,225.0,225.0,,120.0,110.0,20.0,233.8,193.1,54.4,30.5,68.4,13.9,3.46,1.34
2023-10-01 06:30:00+00:00,9.345,32.02,3.29,3.78,3.92,,,9.96,0.07,5.61,3.29,,227.5,227.5,,117.5,110.0,20.0,238.3,193.7,60.9,34.1,71.7,16.3,3.43,1.57
2023-10-01 06:35:00+00:00,9.35,31.92,3.28,3.85,3.88,,,9.95,0.05,5.67,3.28,,227.5,227.5,,117.5,110.0,20.0,238.7,190.6,66.0,36.8,74.1,17.4,3.41,1.76
2023-10-01 06:40:00+00:00,9.205,31.09,3.5,4.09,4.16,,,9.93,0.14,5.72,3.5,,220.0,220.0,,115.0,110.0,20.0,236.2,186.3,67.1,36.9,78.1,17.0,3.38,1.58
2023-10-01 06:45:00+00:00,8.96,30.41,3.26,3.92,3.67,,,9.72,0.17,5.78,3.26,3.67,217.5,217.5,,117.5,110.0,20.0,232.6,186.4,61.2,33.6,71.7,14.8,3.39,1.52
2023-10-01 06:50:00+00:00,8.9,29.49,6.1,,6.1,,,9.5,0.05,5.83,,,235.0,235.0,,,110.0,20.0,234.8,178.6,73.1,39.5,88.8,17.0,3.31,1.43
2023-10-01 06:55:00+00:00,9.38,29.17,2.41,4.09,4.2,2.41,2.63,9.96,0.07,5.88,3.46,,215.0,215.0,102.0,117.5,95.3,5.2,260.8,188.4,97.5,53.2,110.7,25.0,3.11,1.66
2023-10-01 07:00:00+00:00,9.59,30.5,3.5,4.09,5.43,,,10.27,0.14,5.94,3.5,,240.0,240.0,,117.5,110.0,20.0,255.3,195.1,79.2,43.3,99.5,21.7,3.18,1.32
2023-10-01 07:05:00+00:00,9.7,31.24,3.58,4.35,5.85,,,10.4,0.13,5.99,3.58,,245.0,245.0,,117.5,110.0,20.0,249.0,190.6,76.5,41.6,96.6,21.3,3.22,1.3
2023-10-01 07:10:00+00:00,9.975,31.81,3.57,4.09,5.67,,,10.59,0.1,6.04,3.57,,242.5,242.5,,120.0,110.0,20.0,253.8,193.4,80.5,43.9,97.8,23.6,3.19,1.42
2023-10-01 07:15:00+00:00,9.94,32.71,3.74,4.8,4.62,,,10.66,0.14,6.09,3.74,4.62,222.5,222.5,,115.0,110.0,20.0,254.9,198.8,76.1,42.6,92.7,22.8,3.29,1.46
2023-10-01 07:20:00+00:00,9.975,32.32,3.67,4.55,6.57,,,10.68,0.15,6.14,3.67,,257.5,257.5,,112.5,110.0,20.0,245.2,185.9,78.2,42.2,94.7,22.7,3.24,1.41
2023-10-01 07:25:00+00:00,9.94,32.25,3.71,4.09,5.84,,,10.73,0.25,6.19,3.71,,245.0,245.0,,115.0,110.0,20.0,246.7,188.2,77.5,42.3,94.3,22.6,3.24,1.42
2023-10-01 07:30:00+00:00,10.063,31.74,3.64,4.09,3.78,,,10.77,0.17,6.24,3.64,3.78,205.0,230.2,,117.5,110.0,20.0,259.5,196.8,81.4,45.4,91.6,24.6,3.16,1.75
2023-10-01 07:35:00+00:00,10.05,31.0,4.88,,4.88,,,10.52,0.08,6.29,,,230.0,230.0,,,110.0,20.0,256.6,195.0,79.8,43.1,101.5,23.8,3.09,1.26
2023-10-01 07:40:00+00:00,10.605,32.32,3.67,4.2,4.2,,,11.26,0.17,6.34,3.67,,217.5,217.5,,115.0,110.0,20.0,276.1,205.3,95.2,51.6,109.1,31.2,3.05,1.59
2023-10-01 07:45:00+00:00,10.78,33.76,3.78,4.09,6.44,,,11.5,0.17,6.38,3.78,,260.0,260.0,,115.0,110.0,20.0,263.8,201.0,82.7,44.8,106.1,28.4,3.13,1.24
2023-10-01 07:50:00+00:00,10.8,34.49,5.43,,5.43,,,11.35,0.08,6.43,,,245.0,245.0,,,110.0,20.0,256.8,203.7,69.7,38.7,96.7,25.0,3.19,1.06
2023-10-01 07:55:00+00:00,10.92,34.96,5.49,,5.49,,,11.47,0.21,6.47,,,247.5,247.5,,,110.0,20.0,256.6,203.2,70.6,39.1,95.2,25.8,3.2,1.13
2023-10-01 08:00:00+00:00,10.99,35.28,5.6,,5.6,,,11.53,0.21,6.52,,,245.0,245.0,,,110.0,20.0,254.6,201.0,70.5,38.8,94.7,25.9,3.21,1.13
2023-10-01 08:05:00+00:00,10.975,35.37,5.55,,5.55,,,11.52,0.05,6.56,,,240.0,240.0,,,110.0,20.0,251.5,200.2,66.6,36.8,93.8,24.7,3.22,1.03
2023-10-01 08:10:00+00:00,11.235,36.12,5.84,,5.84,,,11.78,0.1,6.6,,,250.0,250.0,,,110.0,20.0,255.5,202.5,69.6,38.3,95.4,26.8,3.21,1.08
2023-10-01 08:15:00+00:00,11.375,36.59,6.34,,6.34,,,11.92,0.28,6.64,,,260.0,260.0,,,110.0,20.0,256.3,200.4,74.1,40.6,97.8,28.8,3.22,1.16
2023-10-01 08:20:00+00:00,11.25,36.46,6.1,,6.1,,,11.82,0.1,6.68,,,260.0,260.0,,,110.0,20.0,249.3,197.1,68.3,37.5,93.9,26.3,3.24,1.08
2023-10-01 08:25:00+00:00,11.375,36.39,5.49,,5.49,,,11.92,0.21,6.72,,,252.5,252.5,,,110.0,20.0,258.6,204.5,72.4,40.2,95.5,28.6,3.2,1.18
2023-10-01 08:30:00+00:00,11.48,36.59,6.09,,6.09,,,11.29,0.17,6.75,,,255.0,255.0,,,110.0,20.0,259.2,200.7,78.3,43.0,99.4,30.9,3.19,1.28
2023-10-01 08:35:00+00:00,11.45,36.39,5.57,,5.57,,,12.02,0.08,6.79,,,250.0,250.0,,,110.0,20.0,257.6,203.1,72.3,40.0,96.9,28.8,3.18,1.13
2023-10-01 08:40:00+00:00,11.445,36.59,5.84,,5.84,,,12.2,0.21,6.82,,,252.5,252.5,,,110.0,20.0,256.8,202.4,72.0,39.8,96.9,28.7,3.2,1.12
2023-10-01 08:45:00+00:00,11.48,36.67,5.84,,5.84,,,12.02,0.21,6.85,,,257.5,257.5,,,110.0,20.0,256.6,202.3,71.9,39.7,96.6,28.8,3.19,1.12
2023-10-01 08:50:00+00:00,11.375,36.69,6.35,,6.35,,,11.93,0.08,6.88,,,255.0,255.0,,,110.0,20.0,249.9,195.2,71.2,38.8,97.0,27.7,3.22,1.1
2023-10-01 08:55:00+00:00,11.48,37.07,6.13,,6.13,,,11.99,0.17,6.9,,,257.5,257.5,,,110.0,20.0,252.8,199.6,70.0,38.6,95.5,28.1,3.23,1.09
2023-10-01 09:00:00+00:00,11.34,37.19,3.61,,6.2,3.61,3.65,11.89,0.07,6.93,,,257.5,257.5,110.1,,110.0,20.0,243.8,192.7,62.8,36.6,97.0,26.4,3.28,1.0
2023-10-01 09:05:00+00:00,11.375,37.41,6.3,,6.3,,,12.07,0.05,6.95,,,255.0,255.0,,,110.0,20.0,244.2,193.2,65.8,36.1,92.6,25.9,3.29,1.03
2023-10-01 09:10:00+00:00,11.515,37.8,5.95,,5.95,,,12.38,0.17,6.97,,,252.5,252.5,,,110.0,20.0,248.1,198.3,65.6,36.5,91.3,26.8,3.28,1.06
2023-10-01 09:15:00+00:00,11.34,37.5,5.84,,5.84,,,11.89,0.14,6.99,,,250.0,250.0,,,110.0,20.0,244.0,195.1,64.7,36.2,88.3,25.7,3.31,1.1
2023-10-01 09:20:00+00:00,10.95,36.68,5.9,,5.9,,,11.5,0.05,7.0,,,247.5,247.5,,,110.0,20.0,235.4,188.0,60.7,33.7,87.0,22.5,3.35,1.01
2023-10-01 09:25:00+00:00,10.99,35.88,3.57,,6.09,3.57,3.61,11.5,0.17,7.02,,,242.5,242.5,107.5,,110.0,20.0,240.2,183.5,71.6,40.6,98.3,26.8,3.27,1.18
2023-10-01 09:30:00+00:00,10.99,34.93,3.57,,6.13,3.57,3.61,11.5,0.25,7.03,,,240.0,240.0,104.9,,110.0,20.0,247.4,184.8,79.2,44.4,105.5,29.2,3.18,1.24
2023-10-01 09:35:00+00:00,10.975,34.27,6.55,,6.55,,,11.63,0.2,7.04,,,242.5,242.5,,,110.0,20.0,254.3,189.7,84.4,45.6,105.5,29.7,3.12,1.32
2023-10-01 09:40:00+00:00,10.955,34.04,5.6,,5.6,,,11.47,0.17,7.05,,,237.5,237.5,,,110.0,20.0,260.3,196.8,83.2,45.4,105.5,29.6,3.11,1.29
2023-10-01 09:45:00+00:00,11.025,33.92,6.13,,6.13,,,11.71,0.21,7.06,,,242.5,242.5,,,110.0,20.0,265.5,198.1,88.4,48.2,111.8,31.8,3.08,1.3
2023-10-01 09:50:00+00:00,10.95,33.76,6.07,,6.07,,,11.48,0.1,7.06,,,242.5,242.5,,,110.0,20.0,262.9,197.3,85.3,46.6,110.8,30.4,3.08,1.23
2023-10-01 09:55:00+00:00,10.745,33.5,3.57,,5.64,3.57,3.65,11.15,0.28,7.07,,,240.0,240.0,106.5,,110.0,20.0,255.9,192.9,78.1,44.7,110.8,28.4,3.12,1.12
2023-10-01 10:00:00+00:00,10.99,33.21,6.34,,6.34,,,11.53,0.21,7.07,,,255.0,255.0,,,110.0,20.0,271.7,200.6,93.5,51.0,117.1,33.3,3.02,1.33
2023-10-01 10:05:00+00:00,10.875,33.12,6.03,,6.03,,,11.45,0.1,7.07,,,247.5,247.5,,,110.0,20.0,265.3,199.6,84.4,46.2,113.3,29.9,3.05,1.15
2023-10-01 10:10:00+00:00,11.13,33.61,5.6,,5.6,,,11.78,0.21,7.08,,,237.5,237.5,,,110.0,20.0,274.8,207.8,87.4,48.0,115.0,32.5,3.02,1.19
2023-10-01 10:15:00+00:00,11.375,34.27,6.2,,6.2,,,11.92,0.07,7.08,,,260.0,260.0,,,110.0,20.0,277.9,210.6,88.3,48.6,117.2,34.4,3.01,1.17
2023-10-01 10:20:00+00:00,11.275,34.65,6.07,,6.07,,,11.85,0.05,7.08,,,272.5,272.5,,,110.0,20.0,266.9,206.0,78.9,43.6,109.9,30.6,3.07,1.06
2023-10-01 10:25:00+00:00,11.06,35.05,5.6,,5.6,,,11.68,0.1,7.08,,,255.0,255.0,,,110.0,20.0,261.4,206.8,70.4,39.6,102.1,27.0,3.17,1.0
2023-10-01 10:30:00+00:00,11.48,35.13,6.09,,6.09,,,11.57,0.14,7.08,,,262.5,262.5,,,110.0,20.0,272.0,208.4,83.9,46.3,111.1,33.4,3.06,1.17
2023-10-01 10:35:00+00:00,11.275,35.09,6.13,,6.13,,,11.82,0.05,7.07,,,262.5,262.5,,,110.0,20.0,261.5,202.4,76.2,42.0,106.6,29.5,3.11,1.05
2023-10-01 10:40:00+00:00,11.445,35.39,5.88,,5.88,,,11.99,0.21,7.07,,,257.5,257.5,,,110.0,20.0,267.8,208.0,78.4,43.4,107.0,31.3,3.09,1.1
2023-10-01 10:45:00+00:00,11.095,35.45,5.6,,5.6,,,11.68,0.07,7.07,,,252.5,252.5,,,110.0,20.0,258.4,205.0,69.1,38.9,99.5,26.6,3.19,1.0
2023-10-01 10:50:00+00:00,11.075,35.44,7.93,,7.93,,,11.63,0.05,7.07,,,282.5,282.5,,,110.0,20.0,246.3,183.9,80.1,42.4,100.8,28.3,3.2,1.28
2023-10-01 10:55:00+00:00,11.445,35.52,4.72,,4.72,,,11.95,0.31,7.07,,,227.5,227.5,,,110.0,20.0,271.6,211.8,80.4,44.9,100.9,32.1,3.1,1.34
2023-10-01 11:00:00+00:00,11.34,34.64,3.88,4.72,6.13,,,11.11,0.07,7.07,3.88,,255.0,255.0,,107.5,110.0,20.0,267.1,200.9,87.3,47.5,110.0,33.1,3.06,1.29
2023-10-01 11:05:00+00:00,11.35,34.42,6.3,,6.3,,,11.63,0.17,7.07,,,250.0,250.0,,,110.0,20.0,269.1,201.1,89.3,48.4,113.6,33.9,3.03,1.26
2023-10-01 11:10:00+00:00,11.375,34.52,6.13,,6.13,,,11.92,0.21,7.07,,,255.0,255.0,,,110.0,20.0,271.5,204.8,87.7,47.8,112.7,33.7,3.04,1.24
