Time,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2023-10-18 08:45:00+00:00,11.375,36.75,2.77,4.86,4.86,2.77,3.19,11.85,0.14,6.85,4.13,,235.0,235.0,97.7,110.0,94.2,4.1,251.6,200.9,65.7,37.6,95.7,27.2,3.23,1.01
2023-10-18 08:50:00+00:00,11.525,36.94,2.78,4.93,5.38,2.78,3.11,12.07,0.05,6.88,3.13,,250.0,250.0,97.9,100.4,93.8,3.7,252.0,198.4,70.4,39.9,101.7,29.5,3.2,1.0
2023-10-18 08:55:00+00:00,11.55,36.91,3.05,5.36,5.32,3.05,3.44,12.13,0.14,6.9,3.46,5.32,245.0,245.0,95.3,107.5,93.6,3.5,252.1,197.2,70.5,40.6,102.6,30.1,3.2,1.02
2023-10-18 09:00:00+00:00,11.41,36.84,3.05,5.39,6.16,3.05,3.4,11.92,0.07,6.93,3.74,,252.5,252.5,95.0,107.5,93.1,3.0,244.8,188.7,70.2,40.1,106.0,29.1,3.23,1.0
2023-10-18 09:05:00+00:00,11.225,37.26,3.9,5.55,5.32,,,11.8,0.05,6.95,3.9,5.32,242.5,242.5,,107.5,110.0,20.0,249.1,204.1,58.2,32.7,87.5,23.3,3.32,1.0
2023-10-18 09:10:00+00:00,12.25,38.68,2.94,5.39,5.88,2.94,3.33,12.86,0.21,6.97,3.36,,257.5,257.5,98.4,102.8,95.1,4.9,261.8,202.2,79.0,44.7,109.1,36.9,3.16,1.09
2023-10-18 09:15:00+00:00,12.215,38.66,3.18,5.43,5.81,3.18,3.3,12.69,0.21,6.99,3.33,,260.0,260.0,99.8,102.8,93.5,3.4,259.5,200.7,78.3,44.3,107.5,36.3,3.16,1.1
2023-10-18 09:20:00+00:00,12.3,38.44,3.0,5.55,5.88,3.0,3.06,12.85,0.1,7.0,4.03,,252.5,252.5,101.6,107.5,110.0,20.0,269.4,206.6,85.5,46.9,103.8,38.3,3.13,1.4
2023-10-18 09:25:00+00:00,12.32,38.83,3.01,5.18,5.11,3.01,3.26,13.07,0.28,7.02,4.55,5.11,242.5,242.5,99.3,107.5,94.0,3.9,260.8,204.2,75.3,42.2,101.4,35.4,3.15,1.13
2023-10-18 09:30:00+00:00,12.285,39.27,3.99,4.97,5.57,,,12.86,0.17,7.03,3.99,,247.5,247.5,,107.5,110.0,20.0,261.0,210.2,68.3,37.7,92.5,31.5,3.2,1.07
2023-10-18 09:35:00+00:00,12.225,39.29,3.3,5.15,5.85,3.3,3.45,12.8,0.1,7.04,3.47,,252.5,252.5,98.1,100.5,93.1,3.1,249.7,195.9,69.4,39.8,103.3,33.1,3.21,1.01
2023-10-18 09:40:00+00:00,12.285,39.18,3.08,6.05,6.44,3.08,3.4,12.76,0.17,7.05,3.43,,260.0,260.0,100.1,102.8,94.8,4.7,253.7,193.1,79.6,44.7,108.1,36.9,3.19,1.14
2023-10-18 09:45:00+00:00,11.865,39.04,2.94,7.14,7.14,2.94,3.05,12.41,0.07,7.06,4.09,,255.0,255.0,101.7,102.5,94.0,3.9,238.5,182.2,73.4,39.6,98.7,30.6,3.29,1.11
2023-10-18 09:50:00+00:00,11.65,38.77,3.1,6.45,6.43,3.1,3.15,10.93,0.05,7.06,3.95,6.43,247.5,247.5,99.2,105.0,110.0,20.0,239.6,190.0,63.9,35.1,89.2,26.5,3.33,1.06
2023-10-18 09:55:00+00:00,11.795,38.46,4.13,6.93,7.0,,,12.65,0.14,7.07,4.13,,250.0,250.0,,102.5,110.0,20.0,246.5,191.5,72.7,39.1,92.7,29.7,3.26,1.23
2023-10-18 10:00:00+00:00,12.215,37.5,3.01,6.93,6.82,3.01,3.19,12.76,0.07,7.07,4.09,6.82,250.0,250.0,98.7,102.5,93.7,3.6,273.6,191.8,112.6,61.5,123.8,48.5,3.07,1.8
2023-10-18 10:05:00+00:00,11.675,36.81,3.83,7.25,6.95,,,12.32,0.05,7.07,3.83,6.95,250.0,250.0,,102.5,110.0,20.0,255.4,194.3,80.5,43.1,101.2,32.0,3.15,1.27
2023-10-18 10:10:00+00:00,11.9,36.93,4.2,6.37,6.02,,,11.19,0.17,7.08,4.2,6.02,245.0,245.0,,102.5,110.0,20.0,263.7,204.9,77.9,42.2,101.9,32.8,3.1,1.16
2023-10-18 10:15:00+00:00,12.18,37.23,3.74,5.57,6.05,,,12.73,0.07,7.08,3.74,,245.0,245.0,,105.0,110.0,20.0,273.9,210.0,85.7,46.4,107.8,37.5,3.06,1.27
2023-10-18 10:20:00+00:00,9.75,23.27,4.35,5.18,7.03,,,10.2,,7.08,4.35,,537.5,537.5,,105.0,110.0,20.0,387.2,257.2,155.3,83.3,226.1,43.7,2.39,1.01
2023-10-18 10:25:00+00:00,,,,4.55,,,,,,12.41,3.74,,,,,107.5,,,,,,,,,,
2023-10-18 10:30:00+00:00,11.375,37.58,5.07,,5.07,,,10.98,0.07,7.08,,,240.0,240.0,,,110.0,20.0,250.5,206.7,57.0,32.2,85.3,23.6,3.3,1.0
2023-10-18 10:35:00+00:00,11.05,36.99,5.18,,5.18,,,11.52,0.03,7.07,,,245.0,245.0,,,110.0,20.0,245.7,202.5,55.8,31.8,85.1,22.0,3.35,1.0
2023-10-18 10:40:00+00:00,11.34,36.29,4.13,4.55,5.53,,,11.71,0.07,7.07,4.13,,245.0,245.0,,105.0,110.0,20.0,255.2,203.4,67.7,37.5,94.4,26.8,3.2,1.05
2023-10-18 10:45:00+00:00,11.935,36.01,3.15,4.51,4.55,3.15,3.61,12.52,0.14,7.07,3.64,,222.5,222.5,100.9,105.0,96.8,6.6,274.4,205.2,90.6,50.4,108.8,39.1,3.02,1.46
2023-10-18 10:50:00+00:00,11.3,35.97,3.08,,5.35,3.08,3.33,11.85,0.03,7.07,,,245.0,245.0,100.1,,94.3,4.2,250.3,195.4,68.8,39.3,104.3,28.1,3.18,1.0
2023-10-18 10:55:00+00:00,11.76,36.18,3.22,3.5,5.81,3.22,3.37,12.31,0.14,7.07,3.39,,250.0,250.0,97.6,97.5,93.0,3.0,261.9,199.1,80.6,45.3,115.1,34.6,3.08,1.03
2023-10-18 11:00:00+00:00,12.11,36.47,3.12,3.95,4.83,3.12,3.61,12.8,0.14,7.07,3.64,,242.5,242.5,95.8,107.5,95.2,5.1,280.7,208.4,95.9,53.7,115.5,42.7,3.01,1.48
2023-10-18 11:05:00+00:00,10.5,35.57,3.22,,6.0,3.22,3.33,11.1,0.03,7.07,,,250.0,250.0,97.3,,92.4,2.4,232.2,178.0,65.2,37.7,103.4,23.3,3.39,1.0
2023-10-18 11:10:00+00:00,11.235,36.41,3.22,3.71,4.55,3.22,3.37,11.05,0.04,7.07,3.39,,227.5,227.5,97.2,97.5,92.7,2.7,252.6,201.0,65.1,37.5,96.5,26.7,3.24,1.0
2023-10-18 11:15:00+00:00,11.725,36.46,3.05,3.61,5.36,3.05,3.37,12.41,0.07,7.07,3.39,,245.0,245.0,95.0,97.5,92.9,2.8,261.2,201.8,76.6,43.5,110.2,33.2,3.11,1.02
2023-10-18 11:20:00+00:00,11.875,36.25,3.53,4.32,5.18,,,12.7,0.17,7.06,3.53,,245.0,245.0,,105.0,110.0,20.0,273.3,214.1,79.0,43.1,103.7,33.5,3.05,1.16
2023-10-18 11:25:00+00:00,12.005,36.44,2.87,4.2,4.55,2.87,3.12,12.83,0.31,7.06,3.15,,230.0,230.0,95.2,98.4,92.7,2.6,276.4,212.6,85.1,47.1,109.0,37.2,3.04,1.25
2023-10-18 11:30:00+00:00,11.41,36.49,4.27,,4.27,,,11.78,0.07,7.06,,,222.5,222.5,,,110.0,20.0,264.9,215.6,65.4,36.4,88.9,26.5,3.2,1.09
2023-10-18 11:35:00+00:00,11.55,36.54,3.53,3.9,5.35,,,12.13,0.05,7.06,3.53,,250.0,250.0,,107.5,110.0,20.0,260.9,210.6,66.1,36.7,94.8,27.4,3.16,1.01
2023-10-18 11:40:00+00:00,11.445,36.29,2.56,3.82,5.04,,,11.99,0.07,7.07,2.56,,245.0,245.0,,97.5,110.0,20.0,260.5,210.6,65.9,36.5,91.8,26.7,3.17,1.03
2023-10-18 11:45:00+00:00,11.34,35.7,4.09,,4.09,,,11.89,0.1,7.07,,,215.0,215.0,,,110.0,20.0,263.6,212.6,67.3,36.8,87.9,26.3,3.15,1.17
2023-10-18 11:50:00+00:00,11.375,35.35,3.5,3.75,4.57,,,11.93,0.05,7.07,3.5,,235.0,235.0,,107.5,110.0,20.0,265.0,210.3,72.1,39.3,95.3,28.2,3.11,1.14
2023-10-18 11:55:00+00:00,11.48,35.05,4.83,,4.83,,,11.36,0.25,7.07,,,237.5,237.5,,,110.0,20.0,272.0,212.0,79.5,43.0,101.4,31.1,3.05,1.22
2023-10-18 12:00:00+00:00,11.48,35.0,4.2,,4.2,,,11.64,0.1,7.07,,,222.5,222.5,,,110.0,20.0,275.0,216.7,76.7,41.2,98.6,30.1,3.05,1.19
2023-10-18 12:05:00+00:00,11.45,35.4,4.93,,4.93,,,12.02,0.05,7.07,,,235.0,235.0,,,110.0,20.0,271.0,216.4,71.5,39.0,100.4,28.6,3.09,1.0
2023-10-18 12:10:00+00:00,11.445,36.21,5.01,,5.01,,,11.99,0.07,7.07,,,240.0,240.0,,,110.0,20.0,267.8,218.6,64.6,35.8,94.3,26.5,3.16,1.0
2023-10-18 12:15:00+00:00,11.62,36.62,5.95,,5.95,,,12.65,0.1,7.07,,,265.0,265.0,,,110.0,20.0,268.1,213.2,73.5,40.4,99.7,30.2,3.15,1.08
2023-10-18 12:20:00+00:00,11.475,36.57,5.38,,5.38,,,12.02,0.05,7.07,,,255.0,255.0,,,110.0,20.0,261.6,212.7,64.6,35.6,93.3,26.4,3.19,1.0
2023-10-18 12:25:00+00:00,11.375,36.65,3.43,3.74,5.14,,,11.92,0.07,7.06,3.43,,247.5,247.5,,107.5,110.0,20.0,260.3,213.8,61.2,33.8,88.7,24.7,3.22,1.0
2023-10-18 12:30:00+00:00,11.55,36.8,2.94,3.71,5.18,2.94,3.05,12.13,0.07,7.06,3.36,,250.0,250.0,108.7,107.5,96.1,6.0,258.2,207.7,65.6,37.0,97.8,27.9,3.19,1.0
2023-10-18 12:35:00+00:00,11.025,36.74,3.78,,3.78,,,11.57,0.03,7.06,,,217.5,217.5,,,110.0,20.0,256.1,216.9,51.6,29.0,75.0,20.2,3.33,1.01
2023-10-18 12:40:00+00:00,11.13,36.67,3.29,,5.14,3.29,3.33,11.71,0.07,7.05,,,247.5,247.5,114.6,,110.0,20.0,250.9,204.9,58.2,33.8,87.8,23.7,3.3,1.01
2023-10-18 12:45:00+00:00,11.445,36.59,3.88,,3.88,,,11.99,0.07,7.05,,,220.0,220.0,,,110.0,20.0,262.7,216.5,61.4,33.3,80.6,24.5,3.2,1.13
2023-10-18 12:50:00+00:00,11.5,36.78,4.3,,4.3,,,12.38,0.05,7.04,,,235.0,235.0,,,110.0,20.0,264.1,215.7,65.1,35.7,86.8,26.3,3.2,1.1
2023-10-18 12:55:00+00:00,11.935,36.95,4.09,,4.09,,,12.69,0.17,7.03,,,232.5,232.5,,,110.0,20.0,273.6,220.1,72.3,38.8,89.3,30.5,3.1,1.28
2023-10-18 13:00:00+00:00,11.62,36.84,4.13,,4.13,,,12.62,0.1,7.02,,,225.0,225.0,,,110.0,20.0,267.1,216.8,68.1,37.0,86.1,27.7,3.17,1.23
2023-10-18 13:05:00+00:00,11.525,36.74,5.4,,5.4,,,12.07,0.03,7.01,,,245.0,245.0,,,110.0,20.0,259.5,210.7,65.1,35.1,89.9,26.1,3.19,1.01
2023-10-18 13:10:00+00:00,11.585,37.03,2.48,,4.13,2.48,2.6,12.62,0.14,7.0,,,227.5,227.5,105.1,,95.1,5.0,263.3,214.8,65.9,36.1,87.8,27.1,3.2,1.08
2023-10-18 13:15:00+00:00,11.55,37.38,4.2,,4.2,,,12.62,0.1,6.99,,,232.5,232.5,,,110.0,20.0,262.8,217.1,62.1,33.9,81.0,25.2,3.24,1.13
2023-10-18 13:20:00+00:00,10.375,36.2,4.9,,4.9,,,10.95,0.03,6.97,,,242.5,242.5,,,110.0,20.0,238.9,200.5,50.5,28.4,75.1,17.4,3.49,1.0
2023-10-18 13:25:00+00:00,11.48,36.87,3.74,,3.74,,,11.99,0.1,6.95,,,230.0,230.0,,,110.0,20.0,260.8,214.5,62.2,33.2,77.1,24.3,3.21,1.25
2023-10-18 13:30:00+00:00,11.445,36.48,2.17,,4.13,2.17,2.56,11.99,0.1,6.93,,,230.0,230.0,103.6,,96.9,6.8,258.5,209.0,66.7,35.8,86.3,26.1,3.19,1.14
2023-10-18 13:35:00+00:00,11.5,36.06,2.5,3.2,3.53,2.5,2.65,11.8,0.08,6.91,2.67,,220.0,220.0,106.3,109.6,96.2,6.1,264.1,211.8,69.9,37.2,86.4,27.3,3.14,1.26
2023-10-18 13:40:00+00:00,11.55,36.34,2.56,,3.26,2.56,2.6,12.34,0.14,6.89,,,220.0,220.0,108.0,,110.0,20.0,270.2,218.7,69.4,36.6,79.2,26.9,3.15,1.48
2023-10-18 13:45:00+00:00,11.445,36.52,2.9,3.29,3.39,2.9,2.95,11.99,0.14,6.87,2.97,,212.5,212.5,112.5,107.5,110.0,20.0,265.4,217.0,63.8,34.5,76.3,25.2,3.19,1.38
2023-10-18 13:50:00+00:00,10.975,36.5,2.95,3.25,4.35,2.95,2.98,11.55,0.05,6.84,3.0,,235.0,235.0,107.0,107.5,110.0,20.0,252.0,208.9,56.3,31.7,80.0,21.6,3.33,1.01
2023-10-18 13:55:00+00:00,11.48,36.2,2.41,3.08,3.46,2.41,2.81,11.99,0.28,6.81,2.84,,222.5,222.5,109.1,110.0,99.5,9.3,267.5,214.5,71.2,38.3,79.5,27.8,3.15,1.57
2023-10-18 14:00:00+00:00,10.92,35.93,2.8,3.05,4.27,2.8,2.91,11.47,0.1,6.78,2.94,,235.0,235.0,107.3,107.5,96.4,6.3,248.8,202.8,60.0,33.4,82.6,22.4,3.29,1.07
2023-10-18 14:05:00+00:00,11.35,35.38,2.58,2.95,3.35,2.58,2.7,11.9,0.1,6.75,2.72,,225.0,225.0,107.5,107.5,96.1,6.0,267.1,211.3,74.6,39.5,83.5,28.0,3.12,1.53
2023-10-18 14:10:00+00:00,11.48,35.31,2.59,2.87,3.05,2.59,2.74,11.99,0.21,6.72,2.77,,225.0,225.0,103.2,105.0,95.0,4.9,276.3,214.9,82.6,43.6,84.8,31.2,3.08,1.75
2023-10-18 14:15:00+00:00,11.48,35.53,2.56,2.9,2.94,2.56,2.7,11.99,0.28,6.68,2.73,,225.0,225.0,103.1,105.0,95.0,4.9,274.1,216.5,77.2,40.7,82.0,29.4,3.1,1.64
2023-10-18 14:20:00+00:00,11.4,35.95,2.67,2.75,3.13,2.67,2.7,11.95,0.08,6.64,2.72,,222.5,222.5,104.3,105.0,110.0,20.0,270.3,220.7,66.3,35.3,77.0,25.5,3.15,1.44
2023-10-18 14:25:00+00:00,11.48,36.6,2.24,2.97,3.12,2.24,2.28,11.99,0.17,6.61,2.59,,227.5,227.5,109.4,102.5,110.0,20.0,270.4,224.7,62.6,33.0,73.0,24.1,3.19,1.4
2023-10-18 14:30:00+00:00,11.463,36.99,2.52,2.77,2.77,2.52,2.6,11.99,0.17,6.57,2.63,,225.0,225.0,100.5,102.5,110.0,20.0,266.1,222.9,58.2,31.0,64.1,22.7,3.23,1.53
2023-10-18 14:35:00+00:00,11.325,36.87,2.45,2.63,2.85,2.45,2.53,11.85,0.05,6.52,2.55,,227.5,227.5,100.7,102.5,93.6,3.6,260.3,217.5,57.5,30.4,62.0,21.8,3.26,1.49
2023-10-18 14:40:00+00:00,11.48,36.79,2.13,2.69,2.69,2.13,2.28,12.02,0.25,6.48,2.31,,232.5,232.5,104.9,102.5,95.5,5.4,268.4,219.5,66.7,34.7,65.1,25.0,3.2,1.72
2023-10-18 14:45:00+00:00,11.445,36.63,1.78,2.63,2.84,1.78,2.0,11.99,0.14,6.43,2.03,,232.5,232.5,106.2,100.0,96.6,6.5,267.5,219.7,66.4,34.8,69.5,24.8,3.2,1.75
2023-10-18 14:50:00+00:00,11.375,36.33,2.05,2.53,2.63,2.05,2.26,11.8,0.13,6.38,2.28,,230.0,230.0,100.1,102.5,94.6,4.5,267.3,217.6,67.9,35.3,66.1,24.9,3.19,1.76
2023-10-18 14:55:00+00:00,11.375,36.1,2.13,2.41,2.66,2.13,2.25,11.92,0.04,6.33,2.28,,230.0,230.0,99.2,102.5,93.8,3.8,271.1,217.3,73.8,38.4,70.7,26.9,3.17,1.87
2023-10-18 15:00:00+00:00,11.375,36.07,1.96,2.28,2.59,1.96,2.14,11.92,0.1,6.28,2.17,,227.5,227.5,100.4,102.5,94.6,4.5,271.9,219.3,72.4,37.5,70.2,26.3,3.17,1.86
2023-10-18 15:05:00+00:00,10.725,36.38,1.9,2.42,2.47,1.9,2.06,11.35,0.05,6.23,2.08,,227.5,227.5,100.8,102.5,94.5,4.4,252.7,216.8,48.5,24.9,53.4,16.2,3.39,1.41
2023-10-18 15:10:00+00:00,11.41,36.43,1.89,2.31,2.45,1.89,1.97,11.95,0.1,6.18,2.0,,227.5,227.5,99.2,102.5,110.0,20.0,275.4,223.6,71.9,37.5,65.9,26.0,3.19,2.17
2023-10-18 15:15:00+00:00,11.27,36.46,1.92,2.28,2.59,1.92,2.11,11.74,0.14,6.12,2.13,,227.5,227.5,100.5,102.5,94.6,4.6,265.9,217.7,66.3,34.4,64.0,23.7,3.23,1.86
2023-10-18 15:20:00+00:00,10.825,36.33,1.85,2.4,2.4,1.85,2.01,11.4,0.05,6.06,2.03,,225.0,225.0,100.7,102.5,94.5,4.4,252.6,215.7,50.4,25.9,51.4,16.9,3.36,1.57
2023-10-18 15:25:00+00:00,10.85,36.26,2.59,,2.59,,,11.4,0.1,6.0,,,222.5,222.5,,,110.0,20.0,256.3,219.1,52.7,27.3,55.8,17.4,3.34,1.72
2023-10-18 15:30:00+00:00,10.5,36.13,1.89,2.38,2.69,,,11.08,0.07,5.94,1.89,,220.0,220.0,,100.0,110.0,20.0,250.4,215.9,49.1,25.5,53.1,15.2,3.44,1.62
2023-10-18 15:35:00+00:00,10.725,36.03,2.47,,2.47,,,11.27,0.05,5.88,,,215.0,215.0,,,110.0,20.0,252.1,217.8,48.9,24.6,53.2,15.4,3.36,1.54
2023-10-18 15:40:00+00:00,10.675,36.18,1.89,2.28,2.38,,,11.11,0.07,5.81,1.89,,212.5,212.5,,102.5,110.0,20.0,252.1,217.5,49.4,25.0,52.0,15.4,3.39,1.7
2023-10-18 15:45:00+00:00,10.745,36.02,1.78,2.97,3.08,,,11.26,0.07,5.75,1.78,,207.5,207.5,,100.0,110.0,20.0,254.7,217.8,52.9,26.6,54.8,16.5,3.35,1.78
2023-10-18 15:50:00+00:00,10.325,35.94,1.8,2.78,2.67,,,10.9,0.05,5.68,1.8,2.67,207.5,207.5,,100.0,110.0,20.0,248.3,218.0,43.6,21.6,46.4,12.5,3.48,1.62
2023-10-18 15:55:00+00:00,10.78,36.46,1.78,3.33,3.22,,,11.6,0.14,5.61,1.78,3.22,207.5,207.5,,100.0,110.0,20.0,257.7,223.5,49.2,25.0,48.8,15.4,3.38,2.01
2023-10-18 16:00:00+00:00,10.29,35.84,1.96,3.67,3.85,,,10.98,0.07,5.54,1.96,,215.0,215.0,,100.0,110.0,20.0,248.5,222.4,37.7,19.2,38.3,10.8,3.48,1.9
2023-10-18 16:05:00+00:00,10.375,34.23,1.95,4.47,4.68,,,11.02,0.1,5.47,1.95,,217.5,217.5,,100.0,110.0,20.0,263.9,229.7,48.8,25.8,43.9,14.4,3.3,2.91
2023-10-18 16:10:00+00:00,10.115,22.48,2.0,3.88,4.16,,,10.73,0.07,5.4,2.0,,212.5,212.5,,100.0,110.0,20.0,,,,,,,2.22,
2023-10-18 16:15:00+00:00,9.135,31.75,1.78,4.27,2.2,,,10.63,0.1,5.33,1.78,2.2,207.5,207.5,,100.0,110.0,20.0,251.9,215.3,52.2,27.1,47.5,11.7,3.47,2.8
2023-10-18 16:20:00+00:00,9.8,30.86,1.9,3.15,1.9,,,10.43,0.08,5.26,2.17,,202.5,202.5,,100.0,110.0,20.0,279.7,224.4,78.9,40.7,71.5,20.1,3.15,2.84
2023-10-18 16:25:00+00:00,9.24,30.28,1.96,3.33,2.87,,,10.14,0.1,5.18,1.96,2.87,205.0,205.0,,102.5,110.0,20.0,269.9,228.5,59.4,30.6,54.1,13.5,3.28,2.72
2023-10-18 16:30:00+00:00,8.995,29.54,2.45,3.57,3.15,,,9.23,0.14,5.11,2.45,3.15,215.0,215.0,,102.5,110.0,20.0,268.5,235.1,48.2,24.6,45.8,10.4,3.28,2.31
2023-10-18 16:35:00+00:00,9.025,28.97,1.83,3.33,2.88,,,9.35,0.1,5.03,1.83,2.88,215.0,215.0,,102.5,110.0,20.0,,,,,,,3.21,
2023-10-18 16:40:00+00:00,8.26,28.19,1.78,3.29,1.82,,,9.36,0.14,4.95,1.78,1.82,205.0,205.0,,102.5,110.0,20.0,259.4,226.8,47.4,23.9,45.9,8.6,3.41,2.17
2023-10-18 16:45:00+00:00,8.715,27.44,2.13,3.15,2.48,,,9.4,0.14,4.88,2.13,2.48,215.0,215.0,,105.0,110.0,20.0,290.5,237.6,75.3,39.5,63.9,15.3,3.15,3.63
2023-10-18 16:50:00+00:00,8.45,26.65,2.08,2.88,2.67,,,9.15,0.15,4.8,2.08,2.67,217.5,217.5,,102.5,110.0,20.0,,,,,,,3.15,
2023-10-18 16:55:00+00:00,8.4,26.4,1.78,3.08,2.66,,,9.12,0.1,4.72,1.78,2.66,220.0,220.0,,102.5,110.0,20.0,,,,,,,3.14,
2023-10-18 17:00:00+00:00,8.4,26.41,1.86,3.5,3.43,,,9.12,0.14,4.64,1.86,3.43,232.5,232.5,,100.0,110.0,20.0,,,,,,,3.14,
2023-10-18 17:05:00+00:00,8.375,26.31,1.92,3.8,2.75,,,9.02,0.1,4.56,1.92,2.75,232.5,232.5,,100.0,110.0,20.0,,,,,,,3.14,
2023-10-18 17:10:00+00:00,8.365,26.18,1.92,3.39,3.92,,,9.05,0.14,4.49,1.92,,240.0,240.0,,100.0,110.0,20.0,,,,,,,3.13,
2023-10-18 17:15:00+00:00,8.47,26.62,2.13,2.97,4.13,,,9.19,0.17,4.41,2.13,,245.0,245.0,,100.0,110.0,20.0,,,,,,,3.14,
2023-10-18 17:20:00+00:00,8.15,26.76,1.95,3.42,3.42,,,9.1,0.1,4.33,1.95,,237.5,237.5,,100.0,110.0,20.0,281.2,250.6,44.1,23.0,41.1,7.9,3.28,2.56
2023-10-18 17:25:00+00:00,8.47,26.96,1.78,3.08,2.73,,,9.09,0.21,4.26,1.78,2.73,230.0,230.0,,100.0,110.0,20.0,290.0,247.3,61.0,32.0,51.8,11.7,3.18,3.59
2023-10-18 17:30:00+00:00,8.085,26.96,1.96,3.57,3.5,,,8.94,0.21,4.18,1.96,3.5,235.0,235.0,,97.5,110.0,20.0,272.8,244.7,40.6,21.1,38.1,7.2,3.34,2.49
2023-10-18 17:35:00+00:00,7.675,26.94,1.7,3.53,3.97,,,8.23,0.08,4.11,1.7,,237.5,237.5,,97.5,110.0,20.0,264.5,240.9,34.1,17.8,32.7,5.5,3.51,2.33
2023-10-18 17:40:00+00:00,8.015,27.85,1.82,5.81,4.27,,,8.52,0.07,4.03,1.82,4.27,102.5,102.5,,97.5,110.0,20.0,,,,,,,3.47,
2023-10-18 17:45:00+00:00,7.455,25.59,1.75,5.01,6.61,,,8.1,0.1,3.96,1.75,,282.5,282.5,,97.5,110.0,20.0,273.6,252.3,31.1,16.0,30.9,4.7,3.43,2.03
2023-10-18 17:50:00+00:00,7.0,24.42,1.85,5.72,6.55,,,8.13,0.15,3.89,1.85,,295.0,295.0,,97.5,110.0,20.0,273.4,251.7,31.4,16.3,31.0,4.2,3.49,2.12
2023-10-18 17:55:00+00:00,7.14,23.04,1.86,4.93,3.08,,,7.82,0.28,3.82,1.86,3.08,222.5,222.5,,100.0,110.0,20.0,,,,,,,3.23,
2023-10-18 18:00:00+00:00,6.86,21.85,1.78,3.88,3.12,,,7.44,0.14,3.75,1.78,3.12,222.5,222.5,,97.5,110.0,20.0,,,,,,,3.18,
2023-10-18 18:05:00+00:00,6.225,20.37,1.92,3.2,1.92,,,6.9,0.1,3.69,2.1,,210.0,210.0,,100.0,110.0,20.0,261.9,228.2,48.7,24.8,45.3,5.0,3.27,2.48
2023-10-18 18:10:00+00:00,6.37,19.83,1.72,3.08,2.56,,,7.05,0.17,3.62,1.72,2.56,222.5,222.5,,106.3,110.0,20.0,,,,,,,3.11,
2023-10-18 18:15:00+00:00,6.545,19.8,1.75,2.73,2.24,,,7.23,0.1,3.56,1.75,2.24,225.0,225.0,,100.0,110.0,20.0,,,,,,,3.03,
2023-10-18 18:20:00+00:00,6.275,19.63,2.22,,2.22,,,7.03,0.1,3.5,,,232.5,232.5,,,110.0,20.0,292.6,255.1,54.3,27.8,51.6,5.7,3.13,2.34
2023-10-18 18:25:00+00:00,6.335,19.76,1.75,2.28,2.28,,,7.13,0.25,3.44,1.75,,240.0,240.0,,102.5,110.0,20.0,295.0,258.0,53.6,27.3,51.1,5.7,3.12,2.29
2023-10-18 18:30:00+00:00,6.335,19.65,1.75,2.73,2.48,,,7.09,0.21,3.38,1.75,2.48,247.5,247.5,,97.5,110.0,20.0,298.1,262.2,51.9,26.7,49.0,5.6,3.1,2.38
2023-10-18 18:35:00+00:00,6.3,19.55,1.8,2.38,2.42,,,7.0,0.1,3.33,1.8,,247.5,247.5,,100.0,110.0,20.0,296.4,262.0,49.7,25.5,47.3,5.3,3.1,2.32
2023-10-18 18:40:00+00:00,6.51,19.81,1.75,3.39,2.59,,,7.2,0.14,3.28,1.75,2.59,250.0,250.0,,97.5,110.0,20.0,311.3,264.4,66.6,35.1,56.1,7.6,3.04,3.56
2023-10-18 18:45:00+00:00,6.335,19.53,1.82,3.54,2.9,,,6.99,0.1,3.22,1.82,2.9,257.5,257.5,,97.5,110.0,20.0,304.4,266.2,54.6,28.8,47.6,5.9,3.08,3.19
2023-10-18 18:50:00+00:00,6.275,19.22,1.75,2.95,3.45,,,6.95,0.13,3.18,1.75,,265.0,265.0,,97.5,110.0,20.0,310.3,272.4,54.1,28.9,49.2,5.9,3.06,2.96
2023-10-18 18:55:00+00:00,6.23,18.77,1.75,3.92,3.18,,,6.84,0.07,3.13,1.75,3.18,260.0,260.0,,97.5,110.0,20.0,,,,,,,3.01,
2023-10-18 19:00:00+00:00,6.09,18.5,1.78,4.55,3.22,,,6.7,0.04,3.09,1.78,3.22,260.0,260.0,,97.5,110.0,20.0,,,,,,,3.04,
2023-10-18 19:05:00+00:00,5.725,19.85,1.88,3.4,2.7,,,6.38,0.1,3.04,1.88,2.7,97.5,97.5,,97.5,110.0,20.0,,,,,,,3.47,
2023-10-18 19:10:00+00:00,5.67,17.66,1.78,3.99,3.26,,,6.49,0.28,3.0,1.78,3.26,262.5,262.5,,97.5,110.0,20.0,299.9,267.6,46.4,24.3,43.5,4.1,3.11,2.51
2023-10-18 19:15:00+00:00,5.705,17.4,1.72,3.26,2.63,,,6.46,0.14,2.96,1.72,2.63,255.0,255.0,,97.5,110.0,20.0,306.1,266.5,56.6,29.7,50.3,5.0,3.05,2.97
2023-10-18 19:20:00+00:00,5.175,17.03,1.67,2.38,2.42,,,5.7,0.05,2.93,1.67,,250.0,250.0,,95.0,110.0,20.0,282.9,256.8,38.2,19.3,38.9,2.8,3.29,1.83
