Time,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2020-02-01 01:20:00+00:00,2.95,,9.49,1.75,,1.75,,,3.6,0.1,3.31,,240.0,240.0,,,110.0,20.0,301.8,,235.4,93.7,,51.8,75.5,2.3,3.22,5.9,
2020-02-01 01:25:00+00:00,2.95,,9.49,1.8,,1.8,,,3.6,0.1,3.29,,245.0,245.0,,,110.0,20.0,298.9,,240.2,82.9,,45.7,65.8,2.0,3.22,5.74,
2020-02-01 01:30:00+00:00,3.0,,9.89,1.65,,1.65,,,3.75,0.1,3.27,,242.5,242.5,,,110.0,20.0,278.9,,237.5,58.8,,32.0,44.8,1.5,3.3,5.7,
2020-02-01 01:35:00+00:00,3.05,,9.94,1.6,,1.6,,,3.7,0.1,3.24,,240.0,240.0,,,110.0,20.0,282.6,,235.6,66.6,,36.6,51.8,1.7,3.26,5.7,
2020-02-01 01:40:00+00:00,3.0,,10.02,1.65,,1.65,,,3.7,0.1,3.21,,242.5,242.5,,,110.0,20.0,273.4,,236.9,51.9,,28.0,43.8,1.3,3.34,3.82,
2020-02-01 01:45:00+00:00,3.05,,10.07,1.7,,1.7,,,3.7,0.1,3.18,,242.5,242.5,,,110.0,20.0,276.6,,235.7,57.8,,31.5,47.3,1.5,3.3,4.38,
2020-02-01 01:50:00+00:00,3.0,,10.08,1.6,,1.6,,,3.7,0.1,3.15,,237.5,237.5,,,110.0,20.0,270.1,,231.6,54.6,,29.7,45.0,1.4,3.36,4.22,
2020-02-01 01:55:00+00:00,2.95,,9.94,1.8,,1.8,,,3.65,0.1,3.12,,237.5,237.5,,,110.0,20.0,271.4,,233.4,54.1,,29.7,41.2,1.3,3.37,5.53,
2020-02-01 02:00:00+00:00,2.95,,9.85,1.6,,1.6,,,3.6,0.1,3.09,,235.0,235.0,,,110.0,20.0,273.0,,231.4,59.0,,32.2,44.8,1.4,3.34,5.71,
2020-02-01 02:05:00+00:00,3.0,,9.76,1.65,,1.65,,,3.65,0.15,3.06,,237.5,237.5,,,110.0,20.0,281.7,,234.2,67.2,,36.8,52.4,1.7,3.25,5.5,
2020-02-01 02:10:00+00:00,3.0,,9.85,1.65,,1.65,,,3.65,0.1,3.03,,237.5,237.5,,,110.0,20.0,296.7,,229.2,95.1,,52.6,76.9,2.4,3.28,6.33,
2020-02-01 02:15:00+00:00,2.95,,9.94,1.7,,1.7,,,3.65,0.1,2.99,,240.0,240.0,,,110.0,20.0,271.5,,233.8,53.5,,29.4,41.0,1.3,3.37,5.49,
2020-02-01 02:20:00+00:00,2.95,,9.8,1.65,,1.65,,,3.6,0.1,2.96,,237.5,237.5,,,110.0,20.0,273.1,,232.6,57.2,,31.1,46.7,1.4,3.32,4.25,
2020-02-01 02:25:00+00:00,2.95,,9.76,1.65,,1.65,,,3.6,0.15,2.93,,237.5,237.5,,,110.0,20.0,273.3,,233.2,56.7,,30.7,46.5,1.4,3.31,4.12,
2020-02-01 02:30:00+00:00,2.95,,9.9,1.75,,1.75,,,3.65,0.1,2.9,,237.5,237.5,,,110.0,20.0,269.9,,231.4,54.6,,29.9,41.5,1.3,3.36,5.67,
2020-02-01 02:35:00+00:00,2.95,,9.99,1.6,,1.6,,,3.65,0.1,2.87,,232.5,232.5,,,110.0,20.0,265.0,,227.7,52.8,,28.7,43.4,1.3,3.39,4.12,
2020-02-01 02:40:00+00:00,2.95,,9.95,1.65,,1.65,,,3.65,0.1,2.85,,230.0,230.0,,,110.0,20.0,277.8,,222.8,77.7,,43.0,62.4,1.9,3.37,5.96,
2020-02-01 02:45:00+00:00,2.85,,9.77,1.6,,1.6,,,3.6,0.1,2.82,,225.0,225.0,,,110.0,20.0,262.0,,221.8,57.0,,31.3,44.2,1.3,3.43,5.5,
2020-02-01 02:50:00+00:00,2.8,,9.9,1.65,,1.65,,,3.6,0.1,2.8,,230.0,230.0,,,110.0,20.0,250.8,,223.7,38.5,,20.5,34.4,0.8,3.54,3.09,
2020-02-01 02:55:00+00:00,2.85,,9.85,1.6,,1.6,,,3.55,0.1,2.78,,227.5,227.5,,,110.0,20.0,257.3,,222.8,49.0,,26.6,40.4,1.1,3.46,4.03,
2020-02-01 03:00:00+00:00,2.85,,9.81,1.7,,1.7,,,3.55,0.1,2.77,,227.5,227.5,,,110.0,20.0,265.8,,221.8,62.3,,34.2,48.6,1.4,3.44,5.87,
2020-02-01 03:05:00+00:00,2.75,,9.67,1.65,,1.65,,,3.45,0.15,2.76,,227.5,227.5,,,110.0,20.0,249.2,,220.3,41.0,,22.2,35.0,0.9,3.52,3.63,
2020-02-01 03:10:00+00:00,2.9,,9.81,1.8,,1.8,,,3.55,0.25,2.75,,232.5,232.5,,,110.0,20.0,263.9,,227.9,51.0,,27.9,38.4,1.2,3.38,5.54,
2020-02-01 03:15:00+00:00,2.9,,9.77,1.65,,1.65,,,3.55,0.1,2.74,,222.5,222.5,,,110.0,20.0,275.3,,218.6,80.1,,44.2,64.1,1.9,3.37,6.03,
2020-02-01 03:20:00+00:00,2.85,,9.77,1.25,,1.25,,,3.55,0.15,2.74,,212.5,212.5,,,110.0,20.0,257.9,,211.6,65.8,,36.1,51.7,1.5,3.43,5.85,
2020-02-01 03:25:00+00:00,2.8,,9.97,1.75,,1.75,,,3.5,0.1,2.74,,225.0,225.0,,,110.0,20.0,254.7,,217.1,53.3,,29.3,41.2,1.2,3.56,5.89,
2020-02-01 03:30:00+00:00,2.8,,10.05,1.75,,1.75,,,3.45,0.05,2.75,,225.0,225.0,,,110.0,20.0,245.7,,216.7,41.3,,22.7,31.1,0.9,3.59,5.69,
2020-02-01 03:35:00+00:00,2.8,,10.1,2.0,,2.0,,,3.5,0.05,2.76,,230.0,230.0,,,110.0,20.0,254.7,,216.9,53.4,,29.4,41.5,1.2,3.61,6.28,
2020-02-01 03:40:00+00:00,2.85,,10.18,1.7,,1.7,,,3.55,0.1,2.77,,217.5,217.5,,,110.0,20.0,260.4,,208.8,72.9,,40.5,59.5,1.6,3.57,6.13,
2020-02-01 03:45:00+00:00,2.85,,10.32,1.65,,1.65,,,3.5,0.1,2.79,,215.0,215.0,,,110.0,20.0,254.9,,207.1,67.5,,37.5,54.7,1.5,3.62,5.99,
2020-02-01 03:50:00+00:00,2.85,,10.46,1.6,,1.6,,,3.55,0.1,2.82,,212.5,212.5,,,110.0,20.0,235.0,,206.9,39.8,,21.7,32.9,0.9,3.67,4.03,
2020-02-01 03:55:00+00:00,2.9,,10.65,1.7,,1.7,,,3.55,0.1,2.84,,210.0,210.0,,,110.0,20.0,242.5,,203.0,55.8,,30.8,44.2,1.3,3.67,6.01,
2020-02-01 04:00:00+00:00,2.8,,10.65,1.65,,1.65,,,3.5,0.1,2.88,,205.0,205.0,,,110.0,20.0,222.4,,198.9,33.4,,18.2,28.2,0.7,3.81,3.92,
2020-02-01 04:05:00+00:00,2.85,,10.75,1.65,,1.65,,,3.5,0.1,2.91,,200.0,200.0,,,110.0,20.0,231.0,,194.7,51.4,,28.4,40.1,1.2,3.77,6.27,
2020-02-01 04:10:00+00:00,2.7,,10.61,1.55,,1.55,,,3.4,0.05,2.95,,195.0,195.0,,,110.0,20.0,212.2,,190.2,31.2,,16.8,27.1,0.6,3.93,3.49,
2020-02-01 04:15:00+00:00,2.6,,9.87,1.7,,1.7,,,3.25,0.1,2.99,,197.5,197.5,,,110.0,20.0,226.1,,189.5,52.1,,28.7,41.9,1.0,3.8,5.95,
2020-02-01 04:20:00+00:00,2.5,,9.26,1.75,,1.75,,,3.15,0.1,3.04,,200.0,200.0,,,110.0,20.0,234.3,,193.1,58.8,,32.4,47.2,1.0,3.7,6.15,
2020-02-01 04:25:00+00:00,2.45,,8.8,1.6,,1.6,,,3.1,0.05,3.09,,202.5,202.5,,,110.0,20.0,252.5,,193.4,79.0,,46.8,70.3,1.4,3.59,6.64,
2020-02-01 04:30:00+00:00,2.35,,8.54,1.2,,1.2,,,3.05,0.1,3.15,,190.0,190.0,,,110.0,20.0,230.5,,187.3,61.9,,33.6,49.5,1.0,3.63,5.61,
2020-02-01 04:35:00+00:00,2.3,,8.35,1.7,,1.7,,,2.95,0.1,3.2,,220.0,220.0,,,110.0,20.0,247.2,,206.1,59.9,,32.9,49.0,0.9,3.63,5.64,
2020-02-01 04:40:00+00:00,2.4,,8.31,1.55,,1.55,,,3.0,0.15,3.26,,215.0,215.0,,,110.0,20.0,265.1,,209.7,83.7,,41.5,77.4,1.2,3.46,2.36,
2020-02-01 04:45:00+00:00,2.4,,8.67,1.65,,1.65,,,3.0,0.1,3.32,,217.5,217.5,,,110.0,20.0,240.6,,205.1,51.7,,28.3,42.0,0.9,3.61,5.03,
2020-02-01 04:50:00+00:00,2.3,,8.55,1.7,,1.7,,,3.0,0.1,3.39,,222.5,222.5,,,110.0,20.0,233.1,,206.5,38.8,,21.3,30.9,0.6,3.72,4.9,
2020-02-01 04:55:00+00:00,2.4,,8.7,1.65,,1.65,,,3.1,0.05,3.45,,217.5,217.5,,,110.0,20.0,238.3,,201.8,53.7,,29.2,44.6,0.9,3.63,4.88,
2020-02-01 05:00:00+00:00,2.55,,8.95,1.55,,1.55,,,3.2,0.1,3.52,,210.0,210.0,,,110.0,20.0,251.4,,198.3,74.7,,42.8,66.1,1.4,3.51,5.42,
2020-02-01 05:05:00+00:00,2.7,,9.89,1.6,,1.6,,,3.4,0.05,3.59,,207.5,207.5,,,110.0,20.0,229.0,,196.1,47.1,,25.3,40.2,1.0,3.66,3.79,
2020-02-01 05:10:00+00:00,3.0,,10.82,1.65,,1.65,,,3.6,0.1,3.66,,205.0,205.0,,,110.0,20.0,235.2,,194.9,58.8,,31.8,47.2,1.5,3.61,5.21,
2020-02-01 05:15:00+00:00,3.15,,11.86,1.65,,1.65,,,3.75,0.15,3.73,,197.5,197.5,,,110.0,20.0,217.5,,186.5,44.6,,24.0,38.6,1.3,3.77,3.8,
2020-02-01 05:20:00+00:00,3.45,,12.74,1.8,,1.8,,,4.05,0.1,3.8,,195.0,195.0,,,110.0,20.0,223.5,,184.3,56.4,,30.2,48.6,1.9,3.69,3.93,
2020-02-01 05:25:00+00:00,3.75,,13.55,1.75,,1.75,,,4.3,0.1,3.87,,195.0,195.0,,,110.0,20.0,234.8,,183.5,75.3,,40.9,62.4,3.0,3.61,4.85,
2020-02-01 05:30:00+00:00,3.95,,15.01,1.65,,1.65,,,4.55,0.1,3.94,,197.5,197.5,,,110.0,20.0,215.8,,182.3,48.3,,26.7,34.8,2.3,3.8,5.54,
2020-02-01 05:35:00+00:00,4.1,,16.13,1.7,,1.7,,,4.75,0.1,4.01,,197.5,197.5,,,110.0,20.0,206.7,,179.4,39.9,,22.5,30.2,2.1,3.93,4.44,
2020-02-01 05:40:00+00:00,4.2,,16.74,1.65,,1.65,,,4.85,0.1,4.08,,195.0,195.0,,,110.0,20.0,200.9,,176.7,34.4,,19.2,28.7,2.0,3.99,3.13,
2020-02-01 05:45:00+00:00,4.25,,16.95,1.75,,1.75,,,4.95,0.1,4.15,,195.0,195.0,,,110.0,20.0,199.5,,176.0,33.2,,18.6,28.4,2.0,3.99,2.7,
2020-02-01 06:00:00+00:00,4.4,,17.58,1.25,,1.95,1.25,1.51,5.1,0.1,4.35,,195.0,195.0,112.5,,105.6,15.5,199.3,,174.1,37.4,,21.3,23.2,2.4,3.99,4.55,
2020-02-01 06:05:00+00:00,4.475,,18.22,1.5,,1.95,1.5,1.76,5.1,0.1,4.42,,197.5,197.5,116.6,,107.9,17.7,192.5,,170.4,29.9,,17.6,29.3,2.1,4.09,1.8,
2020-02-01 06:10:00+00:00,4.5,,18.34,1.25,,2.1,1.25,1.81,5.2,0.1,4.48,,195.0,195.0,108.2,,103.0,12.9,189.0,,165.8,31.7,,18.8,30.8,2.3,4.08,1.99,
2020-02-01 06:15:00+00:00,4.713,2.57,18.75,1.35,,1.9,1.35,1.71,5.35,0.1,4.54,,192.5,202.5,107.7,,102.4,12.3,205.1,165.0,173.8,47.7,15.5,26.6,41.2,3.2,3.99,4.24,0.33
2020-02-01 06:20:00+00:00,4.75,,19.53,1.55,,2.15,1.55,1.76,5.45,0.1,4.6,,202.5,202.5,110.0,,99.9,9.8,191.3,,169.5,30.0,,18.6,29.4,2.5,4.11,2.12,
2020-02-01 06:25:00+00:00,4.713,2.62,19.65,1.55,,2.15,1.55,1.71,5.4,0.1,4.66,,190.0,197.5,106.0,,97.2,7.1,186.8,153.2,166.4,27.8,21.8,17.8,33.5,2.3,4.18,1.87,0.63
2020-02-01 06:30:00+00:00,4.575,2.67,19.69,2.2,,2.2,,,5.15,0.1,4.72,,190.0,195.0,,,110.0,20.0,178.4,153.8,163.2,17.7,22.8,12.8,28.1,1.7,4.33,1.25,0.54
2020-02-01 06:35:00+00:00,4.475,2.72,19.02,2.2,,2.2,,,5.15,0.1,4.77,,182.5,192.5,,,110.0,20.0,178.1,151.7,159.3,24.4,25.3,16.0,29.9,1.9,4.28,1.9,0.69
2020-02-01 06:40:00+00:00,4.575,2.7,17.47,1.4,,2.45,1.4,2.16,5.15,0.2,4.82,,177.5,195.0,104.8,,102.1,11.9,199.3,143.6,154.9,64.6,22.7,35.8,58.9,4.0,3.84,3.23,0.62
2020-02-01 06:45:00+00:00,4.813,2.67,19.22,1.5,,2.4,1.5,2.06,5.45,0.05,4.87,,177.5,202.5,103.0,,99.8,9.7,188.6,142.8,159.2,31.2,27.1,21.6,52.8,2.9,4.0,1.1,0.31
2020-02-01 06:50:00+00:00,4.775,3.27,19.97,1.5,,2.7,1.5,2.16,5.45,0.1,4.92,,200.0,205.0,105.1,,100.5,10.4,180.2,156.2,157.9,22.5,21.0,17.8,34.7,2.4,4.2,1.4,0.4
2020-02-01 06:55:00+00:00,4.75,,19.29,1.8,,2.6,1.8,2.21,5.45,0.1,4.97,,200.0,200.0,107.1,,104.4,14.2,188.4,,158.5,40.8,,24.9,37.2,3.3,4.06,2.49,
2020-02-01 07:00:00+00:00,4.675,2.97,18.42,1.65,,2.45,1.65,2.26,5.4,0.15,5.02,,172.5,205.0,104.5,,103.9,13.7,191.4,146.7,153.8,50.2,23.4,30.0,52.6,3.6,3.96,2.38,0.48
2020-02-01 07:05:00+00:00,4.925,3.12,18.83,1.3,2.25,2.55,1.3,2.26,5.5,0.1,5.06,1.65,185.0,212.5,99.9,116.7,101.2,11.0,201.4,152.1,160.7,57.3,21.7,33.5,56.3,4.4,3.84,2.72,0.42
2020-02-01 07:10:00+00:00,5.125,3.05,20.3,1.35,1.85,2.8,1.35,2.26,5.7,0.05,5.11,1.4,180.0,215.0,100.1,102.5,100.5,10.4,192.1,139.5,157.6,42.1,20.2,27.6,58.8,4.0,3.98,1.51,0.38
2020-02-01 07:15:00+00:00,5.1,,21.18,1.6,2.25,3.05,1.6,2.16,5.7,0.1,5.15,2.2,202.5,202.5,102.3,107.5,98.5,8.4,184.5,,157.9,34.2,,22.5,28.1,3.4,4.15,3.26,
2020-02-01 07:20:00+00:00,4.925,,20.82,1.2,2.65,2.6,1.2,2.41,5.5,0.1,5.19,2.45,180.0,180.0,98.8,125.0,102.3,12.1,177.8,,151.3,34.2,,22.0,32.1,3.1,4.25,2.39,
2020-02-01 07:25:00+00:00,4.675,,19.37,1.7,2.6,2.7,1.7,2.51,5.25,0.1,5.23,2.55,187.5,187.5,103.0,132.5,103.1,12.9,173.5,,145.3,33.2,,21.7,37.0,2.8,4.16,1.95,
2020-02-01 07:30:00+00:00,4.475,3.47,17.92,1.3,2.6,2.55,1.3,2.26,5.3,0.3,5.27,2.3,172.5,200.0,98.4,122.9,98.9,8.8,188.2,149.7,142.4,61.1,18.3,36.3,54.2,3.8,4.03,4.28,0.1
2020-02-01 07:35:00+00:00,4.525,3.12,17.9,1.55,,2.85,1.55,2.56,5.3,0.15,5.3,,172.5,207.5,101.1,,103.4,13.1,179.0,132.9,136.5,45.5,14.3,29.3,64.7,3.3,3.98,1.54,0.19
2020-02-01 07:40:00+00:00,4.5,,17.06,1.35,2.65,3.4,1.35,2.26,5.2,0.1,5.34,2.45,205.0,205.0,98.6,139.2,98.3,8.2,194.3,,138.7,75.0,,41.7,78.7,4.5,3.79,2.23,
2020-02-01 07:45:00+00:00,4.775,,17.81,1.2,2.6,2.65,1.2,2.46,5.35,0.1,5.37,2.5,155.0,155.0,98.3,127.5,101.0,10.8,190.8,,139.8,56.6,,33.7,78.7,4.3,3.75,1.4,
2020-02-01 07:50:00+00:00,4.975,3.77,19.1,1.55,,3.2,1.55,2.56,5.5,0.1,5.41,,220.0,232.5,97.8,,102.7,12.5,191.7,160.1,151.6,36.9,30.2,28.8,52.9,4.0,3.86,1.6,0.4
2020-02-01 07:55:00+00:00,5.025,3.62,19.79,1.2,2.6,2.7,1.2,2.61,5.55,0.1,5.44,2.25,202.5,217.5,98.2,116.3,102.6,12.4,188.0,155.9,152.9,38.5,26.0,26.9,45.2,3.8,3.96,2.01,0.49
2020-02-01 08:00:00+00:00,4.9,,19.6,1.7,2.55,3.3,1.7,2.61,5.6,0.15,5.47,1.7,205.0,205.0,102.0,102.5,102.2,12.0,185.2,,143.8,50.2,,31.4,45.3,4.2,4.0,2.94,
2020-02-01 08:05:00+00:00,4.8,,19.58,1.2,,3.3,1.2,2.61,5.5,0.1,5.51,,202.5,202.5,98.1,,101.8,11.6,177.9,,141.1,36.3,,25.3,64.1,3.4,4.08,1.1,
2020-02-01 08:10:00+00:00,4.575,3.47,18.96,1.85,,3.1,1.85,2.56,5.25,0.1,5.54,,205.0,215.0,101.0,,100.7,10.5,171.5,146.2,138.2,24.8,25.7,22.5,48.0,2.7,4.17,1.23,0.34
2020-02-01 08:15:00+00:00,4.5,3.35,17.17,1.55,2.55,2.9,1.55,2.71,5.25,0.15,5.57,1.55,155.4,207.5,100.4,100.0,103.6,13.3,,,,,,,,,3.82,,
2020-02-01 08:20:00+00:00,4.875,,17.44,1.55,2.95,2.85,1.55,2.66,5.55,0.2,5.6,1.9,155.0,155.0,98.5,100.0,98.7,8.6,198.5,,137.2,69.9,,42.6,97.5,5.5,3.6,1.47,
2020-02-01 08:25:00+00:00,4.847,,18.0,1.35,2.5,2.8,1.35,2.71,5.45,0.15,5.63,1.65,150.0,150.0,98.8,100.0,102.7,12.4,190.9,,133.7,67.4,,39.8,87.1,5.1,3.75,1.67,
2020-02-01 08:30:00+00:00,4.975,,17.99,1.65,2.8,2.9,1.65,2.76,5.5,0.1,5.66,1.8,152.5,152.5,104.0,102.5,102.7,12.5,208.7,,136.6,97.0,,53.9,95.4,7.1,3.63,2.7,
2020-02-01 08:35:00+00:00,5.025,3.37,17.58,1.7,2.9,3.05,1.7,2.61,5.55,0.35,5.68,2.65,152.5,200.0,104.1,102.5,100.4,10.2,197.0,131.1,137.6,58.2,21.8,39.7,99.8,5.4,3.52,1.23,
2020-02-01 08:40:00+00:00,5.175,4.12,19.18,1.75,3.0,3.35,1.75,2.81,5.8,0.1,5.71,1.75,197.5,250.0,98.8,100.0,104.4,14.1,198.5,164.0,146.5,46.9,36.4,35.5,61.1,5.2,3.72,1.8,0.42
2020-02-01 08:45:00+00:00,5.275,4.02,20.31,1.55,2.95,3.5,1.55,2.81,5.95,0.1,5.74,2.4,210.0,235.0,100.0,113.8,103.7,13.4,188.2,155.2,144.9,35.8,32.2,29.5,58.3,4.6,3.87,1.43,0.38
2020-02-01 08:50:00+00:00,5.175,4.07,19.92,1.55,,2.85,1.55,2.81,5.8,0.1,5.76,,140.0,230.0,103.3,,102.9,12.7,184.7,155.5,142.2,36.7,31.0,29.5,53.7,4.4,3.87,1.59,0.39
2020-02-01 08:55:00+00:00,5.025,3.92,18.71,1.65,2.75,2.9,1.65,2.86,5.7,0.1,5.79,1.65,172.5,230.0,100.5,108.5,103.7,13.4,205.4,151.1,137.3,86.9,32.3,51.2,78.5,6.7,3.74,3.65,0.32
2020-02-01 09:00:00+00:00,5.0,3.1,17.53,1.2,2.8,2.95,1.2,2.86,5.85,0.05,5.81,1.55,165.0,192.5,97.7,100.0,103.9,13.6,,,,,,,,,3.51,,
2020-02-01 09:05:00+00:00,5.025,,18.01,1.65,2.75,3.05,1.65,2.86,5.65,0.1,5.84,1.65,182.5,182.5,103.7,105.0,102.9,12.6,194.6,,136.0,65.6,,39.9,94.1,5.5,3.6,1.41,
2020-02-01 09:10:00+00:00,5.225,4.07,19.26,1.25,2.85,3.0,1.25,2.86,5.65,0.35,5.86,1.7,172.5,255.0,97.0,107.5,100.3,10.1,193.6,154.7,136.5,40.9,42.5,35.5,74.8,5.3,3.7,1.33,0.39
2020-02-01 09:15:00+00:00,5.025,3.92,18.11,1.35,2.85,2.95,1.35,2.91,5.65,0.15,5.88,1.7,177.5,257.5,98.4,100.0,103.9,13.6,202.2,153.1,134.0,68.0,43.3,45.0,81.9,6.0,3.62,1.99,0.43
2020-02-01 09:20:00+00:00,5.0,,19.08,1.2,2.5,3.05,1.2,2.71,5.75,0.05,5.9,1.55,172.5,172.5,97.0,106.3,100.2,10.0,187.3,,135.3,50.0,,33.2,93.0,4.6,3.82,1.01,
2020-02-01 09:25:00+00:00,5.0,,18.68,1.7,2.8,3.65,1.7,2.91,5.65,0.05,5.92,1.75,232.5,232.5,98.8,105.0,100.1,9.9,188.1,,133.9,50.9,,34.9,95.3,4.9,3.74,1.05,
2020-02-01 09:30:00+00:00,5.05,,18.68,2.0,,3.55,2.0,2.76,5.65,0.05,5.94,,215.0,215.0,100.6,,98.0,7.8,196.5,,138.6,62.3,,40.1,89.9,5.6,3.7,1.43,
2020-02-01 09:35:00+00:00,5.0,3.2,18.4,1.5,,2.95,1.5,2.86,5.65,0.1,5.96,,140.0,165.8,97.9,,99.5,9.3,,,,,,,,,3.68,,
2020-02-01 09:40:00+00:00,5.006,,18.59,1.95,2.85,2.95,2.0,2.91,5.65,0.1,5.98,1.95,135.0,135.0,98.4,100.0,100.8,10.6,186.4,,129.8,52.2,,35.1,103.8,4.9,3.72,1.01,
2020-02-01 09:45:00+00:00,5.075,,18.49,1.7,,3.0,1.7,2.96,5.75,0.1,5.99,,170.0,170.0,100.5,,103.8,13.5,200.3,,135.2,72.1,,44.7,83.2,6.2,3.66,2.09,
2020-02-01 09:50:00+00:00,4.9,,18.2,2.05,2.75,3.35,2.05,2.96,5.55,0.1,6.01,2.4,195.0,195.0,98.6,107.5,100.9,10.6,190.5,,131.5,61.5,,39.6,83.3,5.2,3.71,1.6,
2020-02-01 09:55:00+00:00,5.025,,17.57,1.55,2.6,3.0,1.55,2.96,5.6,0.15,6.02,1.75,167.5,167.5,94.4,97.5,100.9,10.7,198.2,,131.4,69.3,,43.8,112.3,6.0,3.51,1.24,
2020-02-01 10:00:00+00:00,5.075,,18.04,1.7,2.55,3.05,1.7,2.96,5.6,0.1,6.04,2.15,172.5,172.5,95.5,107.5,100.9,10.7,200.8,,134.4,68.5,,44.1,106.2,6.2,3.57,1.33,
2020-02-01 10:05:00+00:00,4.975,,18.4,1.65,3.0,3.05,1.65,2.96,5.65,0.1,6.05,1.7,177.5,177.5,95.1,108.8,100.9,10.7,190.3,,131.5,54.5,,37.4,101.6,5.1,3.72,1.08,
2020-02-01 10:10:00+00:00,5.025,4.07,18.68,1.85,2.95,3.0,1.85,2.96,5.65,0.1,6.06,1.9,190.0,260.0,93.9,105.7,101.7,11.6,191.3,157.3,135.5,38.1,38.8,35.3,73.1,4.9,3.74,1.32,0.35
2020-02-01 10:15:00+00:00,4.95,,18.31,1.8,,3.35,1.8,2.96,5.55,0.45,6.07,,205.0,205.0,96.2,,100.9,10.7,188.0,,134.0,48.8,,34.5,95.6,4.8,3.7,1.03,
2020-02-01 10:20:00+00:00,4.775,,17.1,1.75,2.2,3.05,2.0,2.96,5.3,0.1,6.07,1.75,170.0,170.0,95.7,100.0,101.9,11.6,199.1,,126.0,92.3,,51.8,103.1,6.3,3.6,2.08,
2020-02-01 10:25:00+00:00,5.2,,16.67,1.9,,3.55,1.9,2.96,5.75,0.15,6.08,,205.0,205.0,104.7,,102.7,12.4,310.4,,136.2,212.5,,113.6,406.5,15.9,3.21,1.0,
