year,month,column,availability
2010,1,Time,100.0
2010,1,CS,100.0
2010,1,foF2,96.35506003430532
2010,1,foF2_QD,0.0
2010,1,foF1,11.063464837049741
2010,1,foF1_QD,0.0
2010,1,MUFD,96.35506003430532
2010,1,MUFD_QD,0.0
2010,1,fmin,99.48542024013722
2010,1,fmin_QD,0.0
2010,1,foEs,18.096054888507716
2010,1,foEs_QD,0.0
2010,1,fminF,96.35506003430532
2010,1,fminF_QD,0.0
2010,1,fminE,8.79073756432247
2010,1,fminE_QD,0.0
2010,1,foE,8.79073756432247
2010,1,foE_QD,0.0
2010,1,fxI,94.81132075471697
2010,1,fxI_QD,0.0
2010,1,FF,35.12006861063465
2010,1,FF_QD,0.0
2010,1,FE,7.804459691252141
2010,1,FE_QD,0.0
2010,1,foF2p,95.06861063464838
2010,1,foF2p_QD,0.0
2010,1,minEs,18.353344768439108
2010,1,minEs_QD,0.0
2010,1,foEa,0.0
2010,1,foEa_QD,0.0
2010,1,foP,0.0
2010,1,foP_QD,0.0
2010,1,fbEs,0.042881646655235084
2010,1,fbEs_QD,0.0
2010,1,hF,96.35506003430532
2010,1,hF_QD,0.0
2010,1,hF2,19.511149228130364
2010,1,hF2_QD,0.0
2010,1,hE,8.79073756432247
2010,1,hE_QD,0.0
2010,1,hEs,18.053173241852484
2010,1,hEs_QD,0.0
2010,1,hmE,88.76500857632934
2010,1,hmE_QD,0.0
2010,1,yE,88.76500857632934
2010,1,yE_QD,0.0
2010,1,QF,0.34305317324184736
2010,1,QF_QD,0.0
2010,1,QE,0.08576329331045907
2010,1,QE_QD,0.0
2010,1,hmF2,94.25385934819897
2010,1,hmF2_QD,0.0
2010,1,hmF1,9.048027444253858
2010,1,hmF1_QD,0.0
2010,1,halfNm,94.25385934819897
2010,1,halfNm_QD,0.0
2010,1,yF2,94.25385934819897
2010,1,yF2_QD,0.0
2010,1,yF1,9.048027444253858
2010,1,yF1_QD,0.0
2010,1,caleF2,94.25385934819897
2010,1,caleF2_QD,0.0
2010,1,B0,94.25385934819897
2010,1,B0_QD,0.0
2010,1,hEa,0.0
2010,1,hEa_QD,0.0
2010,1,hP,0.0
2010,1,hP_QD,0.0
2010,1,TEC,94.21097770154374
2010,1,TEC_QD,0.0
2010,1,MD,96.35506003430532
2010,1,MD_QD,0.0
2010,1,B1,94.25385934819897
2010,1,B1_QD,0.0
2010,1,D1,9.048027444253858
2010,1,D1_QD,0.0
2010,1,peEs,0.0
2010,1,peEs_QD,0.0
2010,2,Time,100.0
2010,2,CS,100.0
2010,2,foF2,98.93267651888341
2010,2,foF2_QD,0.0
2010,2,foF1,17.98029556650246
2010,2,foF1_QD,0.0
2010,2,MUFD,98.93267651888341
2010,2,MUFD_QD,0.0
2010,2,fmin,99.91789819376025
2010,2,fmin_QD,0.0
2010,2,foEs,16.009852216748765
2010,2,foEs_QD,0.0
2010,2,fminF,98.93267651888341
2010,2,fminF_QD,0.0
2010,2,fminE,7.758620689655171
2010,2,fminE_QD,0.0
2010,2,foE,7.758620689655171
2010,2,foE_QD,0.0
2010,2,fxI,98.27586206896551
2010,2,fxI_QD,0.0
2010,2,FF,42.28243021346469
2010,2,FF_QD,0.0
2010,2,FE,6.280788177339902
2010,2,FE_QD,0.0
2010,2,foF2p,95.89490968801314
2010,2,foF2p_QD,0.0
2010,2,minEs,16.37931034482759
2010,2,minEs_QD,0.0
2010,2,foEa,0.0
2010,2,foEa_QD,0.0
2010,2,foP,0.0
2010,2,foP_QD,0.0
2010,2,fbEs,0.0
2010,2,fbEs_QD,0.0
2010,2,hF,98.93267651888341
2010,2,hF_QD,0.0
2010,2,hF2,27.011494252873558
2010,2,hF2_QD,0.0
2010,2,hE,7.758620689655171
2010,2,hE_QD,0.0
