DATE,TIME (GMT),LAT. (N),LONG. (E),DEPTH (km),MAGNITUDE (Local)
2022 SEP 27,11 37 41.9,37.8346,22.8658,12,1.6
2022 SEP 27,12 59 00.3,38.7872,23.3002,12,1.8
2022 SEP 27,13 40 18.6,39.7957,20.6969,21,2.0
2022 SEP 27,14 12 11.8,37.8163,22.9088,12,1.4
2022 SEP 27,15 46 33.2,36.9791,27.9483,7,3.4
2022 SEP 27,17 06 40.8,36.9406,27.8860,17,3.6
2022 SEP 27,17 50 01.2,38.5442,21.8358,18,1.5
2022 SEP 27,18 22 33.1,35.5687,25.8476,18,2.3
2022 SEP 27,19 11 04.5,36.9022,23.7607,75,2.6
2022 SEP 27,19 18 41.4,37.7243,21.1679,20,1.9
2022 SEP 27,20 17 43.1,37.8900,20.2020,21,2.5
2022 SEP 27,20 32 23.2,37.8818,20.1443,13,2.2
2022 SEP 27,20 57 50.9,35.5646,25.8453,18,2.0
2022 SEP 27,22 15 10.5,34.9210,24.9582,18,2.4
2022 SEP 27,23 59 56.6,40.6773,23.1047,13,1.2
2022 SEP 28,01 50 10.3,35.9161,22.2308,16,3.9
2022 SEP 28,01 55 20.0,37.8859,20.1631,19,2.2
2022 SEP 28,02 28 04.9,39.7417,22.0921,9,1.7
2022 SEP 28,02 29 38.2,39.7554,22.0848,10,1.3
2022 SEP 28,02 40 20.8,35.1997,25.3432,9,2.1
2022 SEP 28,03 02 32.3,34.8820,24.9586,13,2.0
2022 SEP 28,04 19 00.5,37.8406,20.0574,15,2.2
2022 SEP 28,06 48 33.0,37.8584,23.1761,20,1.5
2022 SEP 28,07 00 13.3,38.4055,22.3251,12,1.8
2022 SEP 28,07 26 53.3,37.8488,20.0089,31,2.2
2022 SEP 28,07 46 05.0,40.4233,23.0081,15,1.2
2022 SEP 28,08 41 24.2,35.7770,25.4425,20,1.8
2022 SEP 28,09 26 55.3,37.9967,22.0445,9,2.0
2022 SEP 28,10 59 56.5,40.2859,23.6032,13,1.3
2022 SEP 28,11 04 59.7,38.3098,23.3949,14,2.9
2022 SEP 28,11 26 46.2,40.2791,23.5945,14,1.3
2022 SEP 28,11 33 13.7,38.3144,23.4233,10,1.3
2022 SEP 28,11 47 21.4,38.4851,23.3679,16,2.5
2022 SEP 28,11 50 39.9,38.3034,23.3904,9,1.8
2022 SEP 28,13 41 33.7,38.3061,23.3235,5,1.7
2022 SEP 28,14 09 16.9,38.3006,23.3226,5,2.6
2022 SEP 28,14 17 53.7,38.3015,23.3849,11,1.2
2022 SEP 28,15 56 13.5,37.8465,21.2700,15,1.5
2022 SEP 28,17 13 25.8,35.1787,25.2718,14,1.4
2022 SEP 28,17 27 09.0,36.0010,21.2578,26,2.8
2022 SEP 28,19 08 48.8,41.1461,23.3354,10,1.6
2022 SEP 28,21 22 02.6,38.2823,23.4160,8,0.8
2022 SEP 28,21 54 36.5,36.8884,23.1921,65,2.0
2022 SEP 28,22 58 43.2,37.9120,20.1324,16,1.8
2022 SEP 29,00 22 39.2,36.7653,21.9283,8,2.3
2022 SEP 29,00 26 52.0,35.7042,23.4920,14,1.9
2022 SEP 29,00 27 46.3,37.9024,21.1015,19,1.3
2022 SEP 29,00 50 07.1,38.3208,23.3537,10,1.2
2022 SEP 29,00 59 36.5,37.7747,19.8816,16,2.1
2022 SEP 29,01 06 07.2,35.2853,22.9257,16,3.9
2022 SEP 29,01 17 47.3,37.8580,20.0363,14,2.2
2022 SEP 29,01 29 49.4,38.9653,21.2425,15,1.3
2022 SEP 29,01 49 18.1,37.8479,20.0500,10,2.4
2022 SEP 29,02 00 11.3,38.8390,24.9239,19,2.3
2022 SEP 29,02 10 56.3,38.1651,21.6582,20,1.0
2022 SEP 29,02 14 56.3,38.3171,23.3702,10,1.9
2022 SEP 29,02 44 25.4,35.3787,23.0447,25,3.1
2022 SEP 29,03 04 22.5,38.9529,21.1844,16,1.4
2022 SEP 29,03 45 28.2,35.7555,25.4704,16,3.1
2022 SEP 29,04 01 20.6,37.8781,20.0107,10,3.7
2022 SEP 29,05 40 58.9,34.7649,25.3011,18,1.7
2022 SEP 29,06 19 28.4,38.2942,23.3299,6,1.9
2022 SEP 29,06 49 41.5,37.8342,20.3256,8,2.0
2022 SEP 29,07 05 18.6,38.9763,21.1977,19,1.9
2022 SEP 29,07 18 45.8,38.3958,21.8221,7,1.4
2022 SEP 29,07 40 44.6,38.0031,20.2757,19,2.3
2022 SEP 29,08 13 07.7,39.0047,22.3119,14,1.9
2022 SEP 29,08 13 59.9,38.9493,21.2320,20,1.3
2022 SEP 29,09 05 30.9,35.3641,22.9916,22,3.1
2022 SEP 29,09 16 10.3,38.9680,21.1821,18,1.4
2022 SEP 29,09 21 52.6,40.3377,23.9946,14,1.8
2022 SEP 29,09 44 36.3,37.8790,20.0555,13,2.2
2022 SEP 29,09 50 03.6,35.1686,25.4832,12,2.8
2022 SEP 29,10 24 49.6,38.9653,21.2086,15,1.6
2022 SEP 29,10 33 58.2,38.2983,22.1411,10,1.6
2022 SEP 29,10 47 53.8,38.9694,21.1935,18,1.3
2022 SEP 29,11 03 37.2,38.9699,21.2453,19,1.4
2022 SEP 29,11 36 29.5,39.1342,21.7923,10,1.4
2022 SEP 29,11 45 18.9,38.3006,23.3904,11,1.6
2022 SEP 29,12 38 40.3,35.3732,23.0502,34,3.2
2022 SEP 29,12 43 50.7,38.9845,22.1791,19,1.7
2022 SEP 29,13 03 32.3,35.3851,23.0585,47,3.8
2022 SEP 29,13 44 07.3,38.1317,20.5023,19,1.9
2022 SEP 29,13 50 31.5,35.9299,22.8268,18,2.1
2022 SEP 29,13 55 22.2,38.3963,26.6464,18,2.5
2022 SEP 29,14 01 33.4,38.3025,23.3830,10,1.5
2022 SEP 29,14 21 15.8,38.2260,20.3568,18,1.9
2022 SEP 29,14 51 06.9,35.2936,23.1134,17,2.1
2022 SEP 29,15 13 10.5,35.3668,23.0511,19,2.7
2022 SEP 29,15 29 01.5,37.7701,21.3052,31,1.6
2022 SEP 29,15 48 28.6,37.6685,22.0386,44,1.7
2022 SEP 29,16 19 58.9,35.1663,25.4874,13,2.5
2022 SEP 29,16 40 50.1,36.6110,21.6000,9,2.2
2022 SEP 29,16 50 24.6,37.7444,21.1533,27,1.8
2022 SEP 29,17 05 54.9,38.5423,21.5419,30,1.4
2022 SEP 29,17 31 25.4,38.2851,23.3849,10,1.5
2022 SEP 29,18 08 33.8,35.9601,22.2968,24,1.9
2022 SEP 29,18 11 01.3,38.3803,23.2402,4,1.6
2022 SEP 29,19 35 31.9,39.5055,23.5579,16,2.8
2022 SEP 29,19 59 20.2,37.8328,20.6181,18,2.3
2022 SEP 29,20 04 38.6,37.7985,20.5170,15,1.6
2022 SEP 29,20 14 13.6,37.9715,20.2908,8,2.1
2022 SEP 29,20 26 10.2,39.5425,23.6966,29,1.4
2022 SEP 29,20 47 50.7,38.2997,22.2194,8,1.0
2022 SEP 29,20 56 05.3,38.0653,22.8996,7,1.1
2022 SEP 29,21 14 05.9,37.9239,20.5179,8,1.5
2022 SEP 29,21 46 16.8,37.8397,20.1535,8,2.2
2022 SEP 29,21 55 58.6,38.7827,20.6735,13,0.5
2022 SEP 29,22 45 54.6,37.8506,20.0693,14,2.3
2022 SEP 29,23 05 01.8,34.8715,23.4970,12,2.2
2022 SEP 29,23 35 44.1,34.7960,24.1878,15,2.2
2022 SEP 29,23 54 32.7,37.8236,20.5962,15,1.5
2022 SEP 30,00 08 01.5,36.6229,25.6769,13,1.8
2022 SEP 30,01 13 26.4,38.4856,21.8678,18,1.0
2022 SEP 30,01 28 47.1,38.3876,21.8211,8,0.8
2022 SEP 30,01 30 05.8,39.5151,23.6087,25,1.6
2022 SEP 30,02 25 15.4,34.7726,24.8593,14,1.9
2022 SEP 30,02 54 28.8,35.1068,25.1971,10,0.9
2022 SEP 30,02 58 37.2,38.1001,22.7760,15,1.4
2022 SEP 30,03 26 26.4,38.9433,21.1794,14,1.3
2022 SEP 30,03 49 23.7,38.9575,21.1890,16,1.5
2022 SEP 30,03 59 37.0,38.3748,22.0317,11,0.7
2022 SEP 30,04 10 50.8,37.8415,20.0693,11,2.0
2022 SEP 30,04 37 00.8,38.0315,20.2428,33,2.2
2022 SEP 30,04 46 50.6,39.7874,21.9987,19,1.5
2022 SEP 30,05 04 15.9,38.9516,21.2105,17,3.0
2022 SEP 30,05 11 00.3,38.9662,21.2022,18,1.8
2022 SEP 30,05 11 22.8,38.9635,21.2050,18,2.3
2022 SEP 30,05 25 08.3,38.9726,21.1931,18,1.8
2022 SEP 30,05 26 17.1,38.9662,21.2032,18,1.8
2022 SEP 30,05 54 00.4,38.9726,21.1903,18,1.6
2022 SEP 30,06 04 10.7,38.9571,21.2151,19,1.7
2022 SEP 30,06 15 03.5,38.9703,21.1908,18,1.6
2022 SEP 30,06 24 03.7,38.3153,23.4004,9,2.3
2022 SEP 30,07 07 03.0,38.9662,21.1995,19,1.7
2022 SEP 30,07 29 30.5,37.8525,23.1784,18,1.5
2022 SEP 30,07 29 33.7,38.3025,23.4178,10,1.5
2022 SEP 30,08 39 31.8,35.1118,25.2187,10,2.8
2022 SEP 30,09 11 46.5,38.3794,22.0088,11,2.0
2022 SEP 30,09 50 31.1,37.8488,20.0455,7,2.7
2022 SEP 30,11 12 41.3,38.0177,21.3908,13,1.7
2022 SEP 30,11 23 15.4,38.9630,21.2091,18,1.7
2022 SEP 30,11 34 34.1,37.8214,22.8049,18,1.6
2022 SEP 30,11 56 18.7,38.9717,21.1867,18,1.6
2022 SEP 30,12 22 59.2,34.6774,26.3736,51,2.7
2022 SEP 30,12 28 05.0,40.4860,23.2750,7,1.3
2022 SEP 30,12 31 56.2,37.2931,20.5499,17,1.8
2022 SEP 30,14 05 01.7,38.3162,23.4151,9,1.4
2022 SEP 30,14 19 34.9,38.9662,21.1729,16,1.1
2022 SEP 30,14 30 12.5,37.4661,20.5600,10,2.0
2022 SEP 30,14 59 41.4,37.7948,20.1361,8,1.7
2022 SEP 30,15 21 27.1,35.9921,27.6132,11,2.7
2022 SEP 30,15 27 24.3,37.8598,21.5799,38,1.1
2022 SEP 30,15 44 30.3,38.2315,24.2386,13,1.6
2022 SEP 30,15 52 21.6,35.6241,23.0466,13,2.2
2022 SEP 30,15 52 50.8,38.9713,21.1661,17,1.3
2022 SEP 30,15 54 59.8,38.9621,21.1313,12,2.9
2022 SEP 30,15 58 42.6,35.4245,27.2653,9,3.5
2022 SEP 30,16 18 14.6,37.6524,23.6522,13,1.2
2022 SEP 30,16 40 27.2,35.3632,27.4457,55,2.6
2022 SEP 30,16 55 42.9,38.9680,21.1949,17,1.4
2022 SEP 30,17 16 37.5,38.9397,21.1839,18,1.3
2022 SEP 30,17 34 33.6,40.8243,23.7955,8,1.2
2022 SEP 30,17 39 55.3,38.9662,21.1794,18,1.2
2022 SEP 30,18 58 43.0,34.7836,24.8978,9,1.2
2022 SEP 30,19 09 44.1,39.8163,21.4288,10,1.6
2022 SEP 30,20 00 52.3,38.4746,22.0482,10,1.0
2022 SEP 30,20 06 34.2,38.0988,20.4071,10,1.9
2022 SEP 30,20 21 57.0,39.3672,21.5675,17,1.1
2022 SEP 30,20 32 48.4,38.3157,23.4219,8,1.2
2022 SEP 30,21 40 32.8,38.3235,23.3894,10,1.1
2022 SEP 30,21 45 17.9,39.9797,21.2819,15,1.2
2022 SEP 30,21 47 09.6,34.9173,27.0639,2,2.1
2022 SEP 30,21 50 55.9,38.3990,20.4913,11,0.8
2022 SEP 30,21 54 55.0,34.7452,24.9582,5,2.5
2022 SEP 30,21 57 03.6,35.4611,27.1939,10,2.2
2022 SEP 30,22 04 00.3,40.2020,19.8003,5,2.1
2022 SEP 30,22 12 17.6,37.8699,20.1233,12,1.6
2022 SEP 30,22 14 41.1,38.9497,21.1839,23,1.3
2022 SEP 30,22 30 08.9,38.2892,23.3807,8,1.3
2022 SEP 30,22 36 51.5,38.3107,23.4096,12,1.7
2022 SEP 30,22 47 15.3,38.9626,21.1977,31,1.2
2022 SEP 30,23 06 20.1,38.1239,22.7092,15,1.4
2022 SEP 30,23 15 56.2,34.7333,23.5931,24,1.8
2022 SEP 30,23 19 44.7,39.4327,20.7834,38,1.5
2022 SEP 30,23 40 32.3,38.9548,21.1972,19,1.1
2022 SEP 30,23 49 36.0,37.3434,24.1232,2,0.7
2022 SEP 30,23 57 06.9,39.0514,23.4425,12,1.3
2022 OCT  1,00 01 58.6,38.9470,21.1949,18,1.2
2022 OCT  1,00 04 04.6,38.9621,21.2192,20,1.3
2022 OCT  1,00 06 51.7,38.0296,24.0752,11,2.4
2022 OCT  1,00 08 16.5,38.0324,24.0752,12,2.3
2022 OCT  1,00 09 21.9,38.9626,21.1830,20,1.5
2022 OCT  1,00 21 06.9,38.9603,21.2247,17,1.4
2022 OCT  1,00 28 02.1,38.0260,24.0761,7,1.2
2022 OCT  1,00 35 14.3,39.9440,20.6923,18,1.3
2022 OCT  1,01 02 54.4,38.9561,21.1903,18,1.6
2022 OCT  1,01 11 39.2,38.3171,23.3107,6,0.7
2022 OCT  1,01 13 27.9,38.9690,21.2187,16,1.6
2022 OCT  1,01 51 48.3,35.0972,23.8271,17,2.3
2022 OCT  1,02 03 50.9,38.9534,21.1867,18,1.6
2022 OCT  1,02 13 18.8,38.9635,21.2013,17,1.0
2022 OCT  1,03 01 55.9,39.9619,20.6662,20,1.3
2022 OCT  1,03 48 30.6,38.3098,23.4160,10,2.2
2022 OCT  1,05 25 51.2,38.3070,23.4178,11,1.1
2022 OCT  1,06 43 19.5,38.9621,21.1899,18,1.9
2022 OCT  1,06 54 08.2,35.5536,25.8563,25,1.9
2022 OCT  1,07 02 43.2,38.2828,24.0591,8,1.1
2022 OCT  1,08 15 47.9,37.8671,20.0436,19,2.8
2022 OCT  1,08 54 13.3,35.9326,27.7002,12,2.0
2022 OCT  1,08 57 20.5,39.7101,24.0143,14,1.6
2022 OCT  1,10 45 35.0,38.9580,21.1931,18,1.7
2022 OCT  1,10 49 11.8,38.0685,22.7188,13,2.1
2022 OCT  1,10 59 43.9,37.9637,22.5966,13,2.0
2022 OCT  1,11 02 00.2,37.9683,22.6076,12,1.7
2022 OCT  1,11 14 16.9,38.9561,21.1794,18,1.2
2022 OCT  1,11 27 14.7,38.2100,26.6377,19,2.6
2022 OCT  1,11 34 44.0,37.8525,20.1041,17,2.0
2022 OCT  1,11 45 09.2,35.9885,26.8918,24,2.4
2022 OCT  1,13 43 11.6,38.3583,21.8788,9,1.4
2022 OCT  1,14 19 41.2,37.8310,20.1082,16,2.0
2022 OCT  1,14 20 10.3,36.9315,23.0923,13,1.3
2022 OCT  1,14 23 13.5,37.4963,20.7751,13,1.8
2022 OCT  1,15 19 16.0,38.3038,23.4210,7,1.4
2022 OCT  1,16 01 54.7,38.3171,23.3125,10,0.8
2022 OCT  1,16 33 54.0,34.6413,24.0486,18,1.7
2022 OCT  1,16 34 35.3,35.0908,24.0678,18,1.3
2022 OCT  1,17 00 41.9,37.8282,20.0221,16,2.1
2022 OCT  1,18 00 06.2,38.8545,20.6099,12,1.4
2022 OCT  1,18 01 09.2,35.2762,23.0063,31,1.7
2022 OCT  1,18 06 03.0,38.0035,27.1820,11,2.8
2022 OCT  1,18 23 17.5,37.9330,21.8930,21,2.0
2022 OCT  1,19 39 10.9,38.9616,21.2187,17,1.4
2022 OCT  1,19 41 42.0,39.7847,20.7033,18,2.7
2022 OCT  1,21 28 04.8,38.9708,21.1858,17,2.0
2022 OCT  1,21 46 06.8,38.9566,21.2192,34,1.9
2022 OCT  1,21 52 02.9,38.9236,21.2210,51,1.7
2022 OCT  1,22 33 43.1,35.5765,25.8206,13,1.6
2022 OCT  2,00 10 38.3,39.5128,23.6760,15,2.2
2022 OCT  2,00 27 04.8,39.0811,21.2485,18,1.7
2022 OCT  2,01 19 04.3,39.0408,21.8784,38,1.8
2022 OCT  2,02 25 59.5,38.4096,22.0500,12,1.0
2022 OCT  2,02 43 04.5,38.7794,23.2979,18,1.9
2022 OCT  2,03 00 02.0,39.1978,23.3748,12,1.8
2022 OCT  2,03 38 29.6,38.8536,21.2178,18,2.8
2022 OCT  2,04 00 54.2,38.3867,22.0143,9,1.3
2022 OCT  2,04 04 00.6,34.2654,26.2253,8,5.0
2022 OCT  2,04 32 15.9,34.4733,26.1310,16,3.1
2022 OCT  2,04 40 49.7,34.7223,26.0175,26,2.4
2022 OCT  2,04 48 42.7,38.3762,22.0761,9,1.5
2022 OCT  2,05 00 23.9,36.9589,27.3605,13,2.2
2022 OCT  2,05 14 41.1,38.5281,20.5399,15,2.5
2022 OCT  2,05 19 28.4,35.6259,27.2104,17,2.7
2022 OCT  2,05 39 40.9,38.3235,22.0747,11,2.9
2022 OCT  2,06 26 16.4,36.6412,21.5717,26,2.3
2022 OCT  2,06 31 29.0,35.1219,25.2040,9,1.5
2022 OCT  2,06 45 21.5,39.1864,23.3514,11,2.2
2022 OCT  2,07 05 48.2,37.3737,20.6451,18,2.6
2022 OCT  2,08 47 52.7,35.6305,26.3507,34,2.5
2022 OCT  2,09 03 42.1,38.9507,21.1967,19,1.9
2022 OCT  2,09 10 26.7,34.3542,26.1218,15,2.9
2022 OCT  2,09 32 58.3,39.8058,22.0116,7,2.5
2022 OCT  2,11 10 26.3,38.4041,20.4762,14,2.0
2022 OCT  2,11 35 11.1,39.7014,23.9864,12,2.0
2022 OCT  2,14 10 31.0,37.8607,26.9989,9,3.1
2022 OCT  2,14 31 27.3,37.8021,20.0043,15,2.3
2022 OCT  2,15 19 42.9,36.3968,23.1125,60,2.4
2022 OCT  2,15 36 13.7,38.3231,23.4293,12,1.1
2022 OCT  2,16 20 24.3,38.3180,23.2896,7,1.9
2022 OCT  2,16 58 25.5,38.3157,23.4348,27,1.7
2022 OCT  2,17 07 34.6,38.5515,21.6087,18,0.9
2022 OCT  2,17 07 45.2,35.5299,21.7628,12,3.0
2022 OCT  2,17 38 42.1,37.8690,20.2487,10,2.1
2022 OCT  2,18 31 44.0,37.7362,19.8761,10,2.3
2022 OCT  2,18 42 43.6,37.7902,19.9924,5,2.6
2022 OCT  2,20 12 40.7,37.8305,20.9665,23,1.8
2022 OCT  2,20 46 20.2,39.1187,23.3130,16,1.7
2022 OCT  2,21 48 59.3,36.6252,28.3781,16,2.6
2022 OCT  2,21 54 44.7,37.8113,20.1892,11,2.4
2022 OCT  2,22 17 29.9,39.0092,22.4290,13,1.5
2022 OCT  2,22 18 36.9,37.8854,20.2908,11,2.2
2022 OCT  2,22 23 07.9,38.6705,20.0569,13,2.3
2022 OCT  2,23 08 53.0,41.5860,23.3633,14,1.1
2022 OCT  3,00 14 28.2,39.1905,23.3537,13,1.8
2022 OCT  3,00 57 35.3,38.3684,21.8834,7,1.1
2022 OCT  3,01 30 34.9,40.9872,22.1951,7,1.6
2022 OCT  3,03 03 10.5,38.6412,21.6298,18,0.8
2022 OCT  3,03 25 59.8,38.3720,21.7625,11,1.4
2022 OCT  3,03 45 02.9,38.2828,22.2501,34,1.4
2022 OCT  3,04 30 24.3,39.4954,24.6547,15,2.5
2022 OCT  3,04 44 30.6,38.3116,23.3043,8,1.7
2022 OCT  3,05 53 53.2,38.2993,23.3670,9,1.7
2022 OCT  3,06 22 04.0,39.3764,20.8928,15,1.3
2022 OCT  3,07 35 52.0,37.8836,20.1883,18,1.6
2022 OCT  3,09 23 45.1,38.3249,23.4348,12,1.4
2022 OCT  3,09 52 41.5,37.2821,20.6744,14,2.1
2022 OCT  3,09 54 34.9,37.3283,20.6337,18,2.5
2022 OCT  3,11 52 02.9,37.3096,20.7568,6,2.5
2022 OCT  3,11 56 55.5,35.6529,23.2127,15,2.2
2022 OCT  3,12 26 18.8,38.3505,23.2608,9,0.9
2022 OCT  3,13 52 43.8,38.2576,21.6243,29,2.0
2022 OCT  3,14 08 34.6,34.6152,26.6776,5,2.8
2022 OCT  3,14 20 42.4,34.9356,24.8245,21,2.4
2022 OCT  3,14 24 22.5,38.2658,21.6142,28,2.7
2022 OCT  3,14 34 07.5,38.6879,23.4068,16,1.7
2022 OCT  3,16 07 01.1,34.9411,24.8392,32,2.2
2022 OCT  3,16 20 06.1,39.9266,25.7872,12,1.9
2022 OCT  3,16 35 04.8,37.7980,21.2947,15,1.9
2022 OCT  3,17 59 49.5,36.4545,20.6671,26,2.5
2022 OCT  3,18 02 14.4,36.3995,20.7220,12,2.9
2022 OCT  3,18 45 13.7,39.6346,20.5229,6,2.0
2022 OCT  3,20 28 18.3,38.2613,22.5435,11,1.7
2022 OCT  3,20 37 42.3,35.7147,22.8278,33,2.2
2022 OCT  3,21 38 08.6,34.3890,24.8016,20,2.0
2022 OCT  3,21 54 13.8,37.8909,20.0876,7,3.1
2022 OCT  3,22 13 49.7,37.9266,20.1105,16,2.0
2022 OCT  3,22 45 15.0,39.5270,23.5162,13,2.1
2022 OCT  3,23 06 48.4,37.9276,20.1443,12,2.0
2022 OCT  3,23 12 35.4,35.7843,22.7728,28,2.6
2022 OCT  4,00 47 45.6,37.8900,20.0995,11,2.1
2022 OCT  4,01 11 15.0,39.4345,26.2454,10,2.0
2022 OCT  4,03 21 44.4,38.3707,21.6824,32,1.1
2022 OCT  4,03 24 48.9,38.3725,21.6733,33,1.3
2022 OCT  4,03 38 39.6,34.8724,23.4796,23,2.1
2022 OCT  4,04 20 30.2,39.7838,22.0308,8,2.2
2022 OCT  4,06 10 06.4,37.8383,21.1299,29,2.0
2022 OCT  4,06 54 15.0,34.4293,26.0651,13,2.8
2022 OCT  4,07 49 28.7,38.6819,19.8715,12,2.5
2022 OCT  4,07 55 19.2,39.9893,24.3100,17,2.4
2022 OCT  4,08 53 11.6,38.2622,21.6216,34,1.4
2022 OCT  4,10 17 12.1,34.6536,24.0445,23,2.6
2022 OCT  4,11 45 42.3,37.4821,22.2945,16,1.6
2022 OCT  4,11 57 31.8,37.4821,22.2853,17,1.9
2022 OCT  4,12 03 46.1,38.3798,23.2022,15,1.2
2022 OCT  4,12 22 45.8,39.8021,22.1004,22,1.4
2022 OCT  4,13 28 18.4,38.3574,23.2118,16,1.6
2022 OCT  4,13 28 28.5,36.3593,26.5521,122,3.1
2022 OCT  4,15 10 51.5,38.2695,22.0894,6,1.2
2022 OCT  4,15 52 21.8,37.9271,20.9230,26,2.0
2022 OCT  4,16 47 31.3,35.2377,23.2352,29,2.5
2022 OCT  4,17 11 02.1,37.9605,20.1846,23,2.1
2022 OCT  4,17 12 23.6,35.1814,25.2892,11,2.4
2022 OCT  4,17 20 36.8,38.9854,22.4565,14,1.7
2022 OCT  4,17 46 30.4,38.2681,21.1954,61,1.9
2022 OCT  4,18 20 01.4,39.3796,20.6241,23,1.9
2022 OCT  4,19 13 30.5,38.4357,25.4608,15,2.5
2022 OCT  4,19 42 16.2,38.2915,22.1965,9,0.8
2022 OCT  4,19 54 20.9,34.9448,25.6174,27,1.6
2022 OCT  4,21 37 57.9,38.3125,23.3839,11,0.6
2022 OCT  4,21 38 11.6,37.6488,22.1315,16,1.6
2022 OCT  4,21 38 22.8,37.6213,21.0036,15,1.7
2022 OCT  4,21 40 43.7,38.9612,21.1853,19,1.3
2022 OCT  4,21 43 20.8,35.7294,22.7509,34,2.4
2022 OCT  4,22 03 52.9,37.6103,20.8269,9,1.9
2022 OCT  4,22 08 02.1,38.8692,20.7097,33,1.6
2022 OCT  4,22 08 36.5,38.8715,20.7404,32,2.4
2022 OCT  5,00 41 20.9,38.3913,21.8541,7,0.7
2022 OCT  5,01 22 53.7,38.9561,21.2004,18,1.4
2022 OCT  5,01 23 33.3,38.9561,21.2178,16,1.5
2022 OCT  5,01 23 47.3,38.9488,21.1977,16,1.8
2022 OCT  5,01 24 10.2,38.9745,21.2462,15,1.6
2022 OCT  5,01 25 48.4,38.3652,22.3087,15,1.1
2022 OCT  5,01 27 02.2,38.9479,21.2041,19,2.5
2022 OCT  5,01 45 17.6,38.9507,21.1967,18,1.7
2022 OCT  5,02 11 07.9,38.9360,21.1638,15,1.5
2022 OCT  5,03 26 09.8,38.9525,21.2114,18,1.7
2022 OCT  5,03 26 29.0,38.9616,21.2361,18,1.7
2022 OCT  5,03 31 49.3,38.9470,21.1830,19,2.1
2022 OCT  5,03 34 40.7,38.3061,23.2997,8,1.3
2022 OCT  5,03 35 30.1,38.9552,21.1894,18,1.4
2022 OCT  5,03 38 50.1,38.9351,21.1967,18,1.6
2022 OCT  5,03 41 59.4,38.9470,21.2141,18,2.0
2022 OCT  5,03 46 36.8,38.9360,21.1977,19,2.2
2022 OCT  5,03 52 35.8,38.9500,21.1817,18,2.1
2022 OCT  5,03 54 21.8,37.9129,22.6053,9,1.6
2022 OCT  5,04 19 11.5,37.6675,20.2890,15,2.6
2022 OCT  5,04 43 19.1,38.0516,22.8804,11,3.7
2022 OCT  5,04 50 14.7,38.9534,21.1940,18,2.1
2022 OCT  5,05 29 14.1,38.9621,21.1954,30,2.2
2022 OCT  5,07 15 03.5,38.9561,21.2169,19,1.9
2022 OCT  5,08 16 53.6,39.4386,20.3746,11,2.2
2022 OCT  5,09 34 19.6,38.2997,23.3839,10,2.0
2022 OCT  5,11 06 04.3,39.1910,20.6131,10,1.3
2022 OCT  5,11 42 35.4,38.3089,23.4169,10,2.1
2022 OCT  5,13 56 15.1,37.8159,20.1187,6,2.0
2022 OCT  5,14 40 31.0,38.2933,22.4107,11,1.3
2022 OCT  5,17 39 20.0,38.1656,20.5966,9,3.5
2022 OCT  5,18 58 38.9,38.9191,21.6595,10,1.1
2022 OCT  5,19 20 03.0,39.1022,23.1610,11,1.5
2022 OCT  5,19 32 20.1,39.0999,23.1871,17,1.7
2022 OCT  5,19 49 43.7,39.1017,23.1990,15,1.8
2022 OCT  5,20 01 20.2,37.8511,22.5920,10,2.0
2022 OCT  5,20 30 13.3,39.1141,23.3176,12,2.2
2022 OCT  5,20 36 45.4,38.4210,20.4071,27,1.7
2022 OCT  5,21 27 35.1,34.5026,32.0929,14,2.7
2022 OCT  5,22 10 09.6,40.0067,20.6232,8,1.7
2022 OCT  5,22 15 09.3,38.3885,21.8129,10,0.8
2022 OCT  5,23 10 14.3,38.2855,23.3405,6,0.6
2022 OCT  6,00 25 37.5,38.2631,22.5380,12,1.8
2022 OCT  6,01 28 15.2,34.5465,32.1259,28,2.5
2022 OCT  6,01 49 07.5,34.8660,25.2255,10,1.7
2022 OCT  6,01 49 45.4,36.3602,21.6879,9,2.5
2022 OCT  6,01 55 09.8,38.9543,21.2141,18,1.4
2022 OCT  6,03 42 21.9,38.9017,20.6754,10,1.4
2022 OCT  6,05 16 48.9,39.2020,20.5710,34,1.7
2022 OCT  6,06 17 46.6,39.3443,20.5019,14,2.2
2022 OCT  6,06 40 49.6,37.3553,21.2787,28,2.2
2022 OCT  6,07 51 42.5,37.9326,21.8275,30,1.7
2022 OCT  6,08 40 06.1,38.1555,22.5256,9,3.2
2022 OCT  6,10 05 26.0,37.8964,20.1242,29,2.9
2022 OCT  6,10 45 09.6,38.1541,22.5627,13,1.6
2022 OCT  6,11 32 04.6,38.1610,22.5238,16,2.0
2022 OCT  6,12 35 50.6,37.8854,20.1791,25,2.6
2022 OCT  6,12 59 45.9,39.6634,22.1146,9,1.3
2022 OCT  6,13 22 57.0,38.5323,20.4808,18,1.6
2022 OCT  6,13 48 52.9,38.4000,22.0285,11,1.6
2022 OCT  6,14 28 15.9,37.9074,20.1151,29,2.3
2022 OCT  6,14 45 03.4,35.4034,22.7509,30,2.4
2022 OCT  6,14 45 41.6,35.3448,22.6776,43,2.7
2022 OCT  6,14 51 43.6,37.9449,20.0336,35,1.9
2022 OCT  6,17 18 17.1,39.8167,21.3725,6,2.6
2022 OCT  6,17 53 28.3,38.3290,22.4950,15,1.7
