Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2015-02-01 00:00:00+00:00,90,4.175,,11.72,1.67,,1.67,,,4.85,0.1,3.73,,287.0,287.0,,,110.0,20.0,346.2,,294.0,74.6,,38.8,71.7,3.5,2.81,2.31,
2015-02-01 00:07:30+00:00,100,4.3,,11.53,1.8,,1.8,,,4.9,0.1,3.76,,295.0,295.0,,,110.0,20.0,381.7,,298.7,117.5,,63.5,97.0,6.0,2.68,4.1,
2015-02-01 00:15:00+00:00,95,4.2,,11.47,1.7,,1.7,,,4.88,0.08,3.78,,299.0,299.0,,,110.0,20.0,361.3,,302.7,83.7,,43.8,80.0,4.0,2.73,2.37,
2015-02-01 00:22:30+00:00,95,4.25,,11.56,1.65,,1.65,,,4.9,0.1,3.8,,300.0,300.0,,,110.0,20.0,368.5,,302.2,94.5,,49.9,87.5,4.7,2.72,2.69,
2015-02-01 00:30:00+00:00,95,4.2,,11.57,1.7,,1.7,,,4.88,0.1,3.81,,301.0,301.0,,,110.0,20.0,356.4,,303.1,76.4,,39.6,76.1,3.7,2.76,2.05,
2015-02-01 00:37:30+00:00,95,4.2,,11.71,1.75,,1.75,,,4.9,0.15,3.81,,302.5,302.5,,,110.0,20.0,353.8,,301.7,74.8,,38.7,74.7,3.6,2.79,2.04,
2015-02-01 00:45:00+00:00,100,4.225,,11.77,1.65,,1.65,,,4.93,0.13,3.81,,298.0,298.0,,,110.0,20.0,352.9,,301.4,74.0,,38.3,74.1,3.6,2.79,2.02,
2015-02-01 00:52:30+00:00,95,4.3,,11.73,1.6,,1.6,,,4.95,0.1,3.8,,297.5,297.5,,,110.0,20.0,364.5,,302.9,88.2,,46.2,83.9,4.5,2.73,2.41,
2015-02-01 01:00:00+00:00,95,4.275,,11.82,1.67,,1.67,,,5.0,0.15,3.78,,298.0,298.0,,,110.0,20.0,357.1,,302.6,78.3,,40.8,77.2,3.9,2.77,2.14,
2015-02-01 01:07:30+00:00,100,4.35,,11.88,1.65,,1.65,,,5.05,0.2,3.76,,300.0,300.0,,,110.0,20.0,364.5,,302.7,88.4,,46.4,83.8,4.6,2.73,2.45,
2015-02-01 01:15:00+00:00,100,4.375,,12.12,1.7,,1.7,,,5.1,0.17,3.72,,299.0,299.0,,,110.0,20.0,358.6,,302.7,80.2,,41.8,77.9,4.2,2.77,2.24,
2015-02-01 01:22:30+00:00,90,4.45,,12.22,1.65,,1.65,,,5.1,0.1,3.69,,297.5,297.5,,,110.0,20.0,366.9,,300.0,95.3,,50.8,85.0,5.2,2.75,3.1,
2015-02-01 01:30:00+00:00,90,4.5,,12.52,1.65,,1.65,,,5.13,0.08,3.64,,291.5,291.5,,,110.0,20.0,358.6,,296.3,88.7,,47.1,79.3,4.9,2.78,3.0,
2015-02-01 01:37:30+00:00,95,4.5,,12.71,1.6,,1.6,,,5.2,0.15,3.59,,287.5,287.5,,,110.0,20.0,349.4,,292.5,81.3,,42.8,76.3,4.5,2.82,2.57,
2015-02-01 01:45:00+00:00,100,4.525,,12.84,1.75,,1.75,,,5.18,0.08,3.54,,286.5,286.5,,,110.0,20.0,351.4,,287.6,90.5,,48.8,77.5,5.1,2.84,3.64,
2015-02-01 01:52:30+00:00,100,4.5,,12.79,1.7,,1.7,,,5.1,0.15,3.49,,280.0,280.0,,,110.0,20.0,343.1,,283.9,84.3,,44.5,76.2,4.7,2.84,2.93,
2015-02-01 02:00:00+00:00,95,4.525,,12.9,1.8,,1.8,,,5.3,0.13,3.43,,279.0,279.0,,,110.0,20.0,349.1,,282.9,93.8,,50.5,78.1,5.3,2.85,3.9,
2015-02-01 02:07:30+00:00,95,4.55,,13.2,1.5,,1.5,,,5.2,0.1,3.37,,272.5,272.5,,,110.0,20.0,341.2,,280.1,86.8,,46.7,74.7,4.9,2.9,3.62,
2015-02-01 02:15:00+00:00,95,4.5,,13.6,1.65,,1.65,,,5.3,0.15,3.31,,269.0,269.0,,,110.0,20.0,313.9,,274.4,56.6,,29.4,54.8,3.1,3.02,2.24,
2015-02-01 02:22:30+00:00,100,4.6,,13.74,1.6,,1.6,,,5.35,0.15,3.26,,265.0,265.0,,,110.0,20.0,325.2,,270.3,77.8,,41.7,65.7,4.5,2.99,3.8,
2015-02-01 02:30:00+00:00,95,4.625,,14.22,1.73,,1.73,,,5.4,0.15,3.21,,258.5,258.5,,,110.0,20.0,310.0,,263.3,66.3,,35.3,56.6,3.9,3.08,3.55,
2015-02-01 02:37:30+00:00,100,4.65,,14.36,1.65,,1.65,,,5.4,0.15,3.16,,252.5,252.5,,,110.0,20.0,308.3,,258.4,70.9,,38.0,60.2,4.2,3.09,3.76,
