column,mean_availability
foF2p,100.0
CS,100.0
Time,100.0
fmin,95.88799447305023
fminF,95.78161527395673
foF2,95.78161527395673
hF,95.78161527395673
hF2,95.78161527395673
hmE,95.7797483471483
yE,95.7797483471483
MD,95.75013786578383
MUFD,95.75013786578383
fxI,95.30537628613904
FF,95.14747783190124
TEC,93.61777360242343
caleF2,93.61777360242343
hmF2,93.61777360242343
B0,93.61777360242343
halfNm,93.61777360242343
B1,93.61777360242343
yF2,93.61601462084924
minEs,36.249146155289644
foEs,36.249146155289644
hEs,36.249146155289644
foE,26.865209543633956
fminE,26.865209543633956
hE,25.389445317982716
fbEs,12.23293910502251
foF1,8.922579678735032
hmF1,8.615564816893112
yF1,8.589949830358506
D1,8.275872267022672
QF,0.005713838877224875
peEs,0.0
hEa_QD,0.0
yF1_QD,0.0
hEs_QD,0.0
yE_QD,0.0
peEs_QD,0.0
hEa,0.0
hmF1_QD,0.0
hmE_QD,0.0
hF_QD,0.0
minEs_QD,0.0
hP,0.0
hP_QD,0.0
hmF2_QD,0.0
halfNm_QD,0.0
hF2_QD,0.0
foF1_QD,0.0
hE_QD,0.0
fxI_QD,0.0
B1_QD,0.0
D1_QD,0.0
FE,0.0
FE_QD,0.0
FF_QD,0.0
MD_QD,0.0
MUFD_QD,0.0
QE,0.0
QE_QD,0.0
QF_QD,0.0
TEC_QD,0.0
caleF2_QD,0.0
fbEs_QD,0.0
fminE_QD,0.0
fminF_QD,0.0
fmin_QD,0.0
foE_QD,0.0
foEa,0.0
foEa_QD,0.0
foEs_QD,0.0
B0_QD,0.0
foF2_QD,0.0
foF2p_QD,0.0
foP,0.0
foP_QD,0.0
yF2_QD,0.0
