Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2018-03-13 10:00:00+00:00,65,4.35,,17.37,1.75,3.25,3.45,1.75,3.16,5.0,0.25,6.65,3.2,194.5,194.5,106.9,110.0,105.1,14.7,163.7,,101.8,57.6,,33.0,80.9,3.4,3.99,1.56,
2018-03-13 10:05:00+00:00,70,4.45,,17.5,1.85,3.2,3.5,1.85,2.91,5.8,0.8,6.65,2.95,189.5,189.5,104.0,115.8,102.1,11.8,174.2,,116.9,74.8,,40.5,93.7,4.3,3.93,1.72,
2018-03-13 10:10:00+00:00,70,5.55,,17.85,1.95,3.2,3.55,1.95,3.06,6.1,0.2,6.66,3.1,188.5,188.5,104.6,117.5,103.7,13.4,368.8,,135.4,308.0,,181.2,424.3,27.8,3.22,2.03,
2018-03-13 10:15:00+00:00,85,4.35,,17.85,2.05,3.25,3.45,2.05,2.96,5.05,0.15,6.66,3.0,181.0,181.0,105.3,110.0,102.1,11.8,159.8,,112.9,55.8,,31.6,73.7,3.2,4.1,1.63,
2018-03-13 10:20:00+00:00,90,4.2,,17.78,1.85,3.2,3.45,1.85,2.91,5.15,0.4,6.65,2.95,178.0,178.0,103.2,110.0,101.3,11.1,151.1,,110.7,45.6,,26.6,62.7,2.6,4.23,1.58,
2018-03-13 10:25:00+00:00,50,,,,1.8,3.15,,1.8,2.71,,,6.65,2.75,,,97.2,110.0,98.0,7.8,,,,,,,,,,,
2018-03-13 10:30:00+00:00,50,4.25,,17.96,2.4,,3.45,2.4,2.86,5.6,0.1,6.65,,181.0,181.0,103.8,,98.0,7.8,154.1,,109.4,51.6,,29.7,64.0,2.9,4.22,1.79,
2018-03-13 10:35:00+00:00,100,5.15,,17.93,3.4,,3.4,,,5.75,0.05,6.64,,180.0,180.0,,,110.0,20.0,208.1,,129.3,85.9,,50.4,155.4,7.2,3.48,1.09,
2018-03-13 10:40:00+00:00,50,4.1,,18.32,2.15,,3.5,2.15,3.06,4.65,0.1,6.63,,177.0,177.0,104.7,,100.9,10.7,140.3,,97.6,34.5,,20.8,49.3,2.0,4.47,1.59,
2018-03-13 10:45:00+00:00,100,5.45,4.17,18.08,2.1,3.1,3.45,2.1,2.91,5.9,0.1,6.62,2.95,179.0,341.8,104.0,107.5,100.5,10.3,227.4,149.0,132.1,62.5,45.3,56.9,169.2,9.0,3.32,1.0,
2018-03-13 10:50:00+00:00,100,5.5,3.97,18.47,3.45,,3.45,,,6.15,0.1,6.61,,176.0,327.0,,,110.0,20.0,227.6,136.9,133.9,52.5,19.4,50.0,149.0,8.2,3.36,1.0,0.21
2018-03-13 10:55:00+00:00,100,5.625,4.07,18.16,2.1,,3.4,2.1,2.76,6.2,0.1,6.61,,171.0,308.0,101.1,,97.5,7.4,228.7,145.6,136.0,68.6,47.2,55.1,148.5,9.3,3.24,1.06,0.11
2018-03-13 11:00:00+00:00,100,5.65,4.07,18.17,2.05,2.9,3.4,2.05,2.81,6.3,0.1,6.59,2.85,169.0,319.0,101.0,105.0,98.2,8.0,229.1,146.1,140.8,60.5,45.3,52.6,146.0,9.0,3.22,1.0,0.14
2018-03-13 11:05:00+00:00,100,5.975,4.32,18.45,1.8,2.9,3.35,1.8,2.71,6.5,0.1,6.58,2.75,173.0,322.0,103.4,102.5,99.7,9.5,252.7,171.9,159.7,85.0,78.3,61.9,121.0,11.8,3.1,1.6,0.69
2018-03-13 11:10:00+00:00,100,6.15,4.07,19.69,2.6,3.15,3.4,,,6.7,0.1,6.57,2.6,178.0,311.0,,105.0,110.0,20.0,242.7,149.0,165.9,69.1,41.5,52.3,140.4,10.7,3.2,1.01,0.18
2018-03-13 11:15:00+00:00,100,6.4,3.97,20.99,1.9,2.95,3.35,1.9,2.71,6.9,0.1,6.56,2.75,171.5,301.5,104.4,102.5,99.8,9.6,242.1,144.0,176.1,64.7,41.0,48.9,128.2,10.9,3.28,1.0,0.19
2018-03-13 11:20:00+00:00,100,6.475,4.35,22.09,2.7,,3.35,2.7,3.01,7.1,0.15,6.55,,171.0,289.0,105.0,,96.9,6.8,233.5,173.8,185.7,49.1,81.9,41.1,78.0,9.6,3.43,1.33,1.07
2018-03-13 11:25:00+00:00,100,6.6,,22.77,2.55,3.05,3.95,,,7.2,0.1,6.54,2.55,267.0,267.0,,97.5,110.0,20.0,239.6,,194.8,50.6,,37.4,82.1,9.3,3.45,1.25,
2018-03-13 11:30:00+00:00,100,6.65,3.82,23.09,2.55,3.1,3.45,,,7.2,0.1,6.53,2.55,179.0,270.0,,97.5,110.0,20.0,230.3,136.7,187.5,49.0,23.0,36.7,97.6,9.1,3.47,1.0,0.67
2018-03-13 11:35:00+00:00,100,6.675,4.17,23.24,1.8,3.0,3.45,1.8,2.61,7.3,0.1,6.52,2.65,172.0,268.0,102.3,100.0,98.5,8.3,231.4,170.0,190.0,50.5,76.6,37.2,70.2,9.3,3.49,1.55,1.14
2018-03-13 11:40:00+00:00,100,6.575,4.16,22.76,2.65,,3.35,2.65,2.91,7.25,0.1,6.51,,169.0,266.5,104.7,,96.5,6.3,226.3,161.2,181.9,51.8,66.8,38.6,77.9,9.3,3.47,1.36,0.97
2018-03-13 11:45:00+00:00,100,6.475,4.12,22.58,2.8,,3.55,2.8,3.06,7.15,0.2,6.5,,181.5,267.0,103.0,,96.0,5.9,221.5,158.0,177.4,46.7,59.5,36.8,82.3,8.6,3.5,1.12,0.75
2018-03-13 11:50:00+00:00,100,6.525,4.22,22.47,2.05,3.2,3.35,2.5,3.06,7.2,0.2,6.49,2.05,171.5,266.8,102.6,97.5,98.2,8.1,226.5,163.9,177.2,56.1,61.4,40.8,78.2,9.6,3.46,1.52,0.86
2018-03-13 11:55:00+00:00,100,6.525,4.27,22.62,2.1,3.3,3.35,2.1,3.06,7.2,0.1,6.49,2.6,171.5,269.5,106.2,100.0,104.3,13.9,228.9,168.7,180.4,55.1,58.8,40.2,75.0,9.5,3.48,1.61,0.87
2018-03-13 12:00:00+00:00,95,6.475,4.22,22.58,1.8,,3.3,1.8,3.11,7.15,0.1,6.48,,169.3,266.0,102.0,,102.1,11.8,226.7,165.6,179.0,56.0,56.7,40.4,73.7,9.3,3.5,1.69,0.93
2018-03-13 12:05:00+00:00,95,6.275,4.17,22.24,2.05,,3.5,2.05,3.11,6.95,0.1,6.47,,227.0,262.0,104.7,,102.6,12.3,217.6,164.3,174.9,43.0,49.6,34.6,73.5,7.7,3.56,1.22,0.63
2018-03-13 12:10:00+00:00,100,6.275,4.22,21.2,2.4,,3.45,2.4,3.11,6.95,0.1,6.47,,224.0,261.3,107.6,,101.9,11.6,231.0,165.5,173.2,72.6,49.0,47.3,82.6,10.1,3.39,2.04,0.67
2018-03-13 12:15:00+00:00,95,6.15,4.22,20.71,2.4,2.95,3.5,2.4,3.01,6.85,0.1,6.47,2.6,216.0,271.0,106.8,107.5,103.3,13.0,230.2,166.0,169.0,70.0,50.0,47.5,89.1,9.7,3.37,1.76,0.53
2018-03-13 12:20:00+00:00,100,6.175,4.17,20.76,2.5,,3.3,2.5,3.01,6.8,0.1,6.46,,197.3,277.0,106.4,,102.1,11.8,231.1,165.4,173.5,61.7,52.2,44.7,91.1,9.3,3.38,1.46,0.55
2018-03-13 12:25:00+00:00,100,6.175,4.12,21.18,1.2,2.9,3.2,1.2,3.01,6.8,0.1,6.46,2.15,182.3,274.5,92.3,102.5,102.7,12.4,228.0,164.1,174.2,58.6,56.2,42.7,85.2,8.9,3.44,1.5,0.69
2018-03-13 12:30:00+00:00,90,5.975,4.07,21.03,1.2,3.05,3.45,1.2,2.96,6.8,0.3,6.46,3.0,216.5,266.0,102.6,125.0,103.2,12.9,221.9,163.1,169.3,58.0,49.7,41.5,76.6,8.1,3.54,1.74,0.71
2018-03-13 12:35:00+00:00,100,5.775,4.12,20.56,1.6,,3.2,1.6,3.01,6.45,0.15,6.46,,203.0,266.8,104.6,,106.2,15.9,211.9,163.9,160.6,41.5,45.5,35.4,78.4,6.6,3.58,1.18,0.45
2018-03-13 12:40:00+00:00,95,5.775,4.17,20.28,1.85,,3.3,1.85,2.66,6.4,0.1,6.46,,192.0,268.0,102.9,,99.4,9.2,218.4,171.5,166.4,48.9,50.6,38.3,69.4,7.1,3.53,1.57,0.62
2018-03-13 12:45:00+00:00,100,5.525,4.22,18.97,1.45,3.1,3.4,1.45,2.81,6.35,0.2,6.46,2.85,233.0,262.0,98.1,117.5,100.5,10.3,214.7,170.6,156.7,54.2,43.9,41.4,77.1,6.9,3.45,1.59,0.4
2018-03-13 12:50:00+00:00,85,5.6,,18.02,1.75,3.05,3.5,1.75,2.81,6.4,0.45,6.46,2.85,227.0,227.0,102.2,117.5,101.5,11.3,227.4,,157.3,76.8,,47.9,120.6,8.2,3.22,1.16,
2018-03-13 12:55:00+00:00,90,5.7,,18.08,1.8,,3.4,1.8,3.01,6.55,0.15,6.46,,219.0,219.0,105.6,,106.4,16.0,240.6,,159.1,92.3,,56.9,128.2,10.0,3.17,1.44,
2018-03-13 13:00:00+00:00,100,5.725,4.42,18.65,1.85,,3.3,1.85,2.96,6.5,0.1,6.46,,209.0,304.0,104.2,,105.1,14.8,233.9,176.6,157.2,69.6,52.3,51.7,99.5,9.1,3.27,1.63,0.38
2018-03-13 13:05:00+00:00,95,5.75,,18.74,1.95,3.05,3.4,1.95,2.91,6.45,0.1,6.46,2.95,212.0,212.0,104.4,120.0,103.4,13.1,235.9,,162.5,81.7,,51.8,118.9,9.3,3.26,1.34,
2018-03-13 13:10:00+00:00,90,5.9,3.87,18.74,2.05,2.9,3.4,2.05,2.76,6.45,0.15,6.46,2.8,201.5,295.0,105.1,117.5,101.2,10.9,241.4,149.4,161.1,84.4,35.5,56.5,128.6,10.5,3.18,1.39,0.07
2018-03-13 13:15:00+00:00,95,5.975,4.17,20.23,1.2,2.85,3.15,1.2,2.66,6.65,0.1,6.46,2.7,196.5,299.0,101.0,115.0,101.8,11.5,232.9,173.4,175.7,43.8,58.1,40.2,96.9,8.0,3.4,1.04,0.4
2018-03-13 13:20:00+00:00,95,6.125,4.3,20.61,1.9,,3.15,1.9,2.71,6.7,0.1,6.46,,186.5,279.3,104.8,,101.6,11.4,240.0,186.5,188.1,58.2,70.0,43.1,68.1,9.0,3.38,1.91,1.0
2018-03-13 13:25:00+00:00,100,6.125,4.15,20.51,1.75,,3.45,1.75,2.91,6.7,0.15,6.46,,211.3,270.0,104.7,,105.8,15.5,230.8,170.3,177.0,59.2,46.6,41.9,83.0,8.7,3.36,1.52,0.53
2018-03-13 13:30:00+00:00,95,6.175,4.17,20.25,1.8,2.6,2.95,1.8,2.81,6.75,0.2,6.46,2.2,172.0,271.0,101.0,105.0,104.4,14.1,237.8,173.8,179.3,67.5,49.4,45.8,87.7,9.5,3.29,1.65,0.53
2018-03-13 13:35:00+00:00,100,6.125,4.12,20.4,2.1,,3.25,2.1,2.81,6.75,0.15,6.46,,211.0,279.0,109.0,,103.8,13.5,236.5,171.7,179.2,63.1,46.7,44.3,87.8,9.1,3.34,1.57,0.48
2018-03-13 13:40:00+00:00,95,6.175,3.92,20.69,1.85,,2.9,1.85,2.81,6.8,0.1,6.46,,166.0,277.0,105.9,,104.3,14.0,237.1,166.9,182.8,61.7,48.6,42.9,89.4,9.0,3.37,1.44,0.55
2018-03-13 13:45:00+00:00,100,6.175,3.82,20.96,1.95,,3.0,1.95,2.76,6.85,0.1,6.45,,214.0,270.0,107.5,,104.3,14.0,235.2,161.1,184.1,59.0,37.0,40.9,90.1,8.6,3.41,1.33,0.4
2018-03-13 13:50:00+00:00,100,6.175,3.87,21.09,2.0,,2.95,2.0,2.71,6.85,0.1,6.45,,209.5,268.0,107.4,,102.9,12.6,235.3,169.5,186.8,59.7,48.7,40.3,80.4,8.5,3.43,1.59,0.55
2018-03-13 13:55:00+00:00,100,6.275,3.76,21.12,1.8,,2.95,1.8,2.66,6.9,0.15,6.44,,198.8,268.0,106.9,,103.6,13.4,237.8,165.3,189.9,57.3,45.7,39.0,83.0,8.5,3.38,1.39,0.56
2018-03-13 14:00:00+00:00,100,6.375,3.92,21.52,1.6,,2.8,1.6,2.66,7.05,0.1,6.43,,184.5,268.0,105.8,,104.5,14.2,239.3,172.2,189.0,61.6,44.3,40.8,78.9,9.1,3.39,1.67,0.61
2018-03-13 14:05:00+00:00,95,6.475,3.97,22.25,1.75,,2.8,1.75,2.71,7.1,0.15,6.42,,189.5,265.0,106.1,,105.5,15.2,237.0,177.7,192.9,54.0,51.0,36.8,70.3,8.6,3.45,1.63,0.7
2018-03-13 14:10:00+00:00,95,6.475,3.87,22.8,1.9,,2.75,1.9,2.46,7.15,0.15,6.41,,187.0,259.0,107.3,,100.7,10.5,232.0,177.5,194.7,45.7,49.0,31.8,60.1,7.5,3.54,1.62,0.78
2018-03-13 14:15:00+00:00,100,6.575,3.57,22.5,1.4,,2.75,1.4,2.66,7.1,0.1,6.39,,192.0,256.0,102.8,,105.4,15.1,241.4,163.9,193.7,65.8,43.3,40.4,77.3,9.6,3.43,1.83,0.81
2018-03-13 14:20:00+00:00,95,6.575,3.77,23.48,1.65,,2.8,1.65,2.61,7.25,0.15,6.38,,215.3,254.0,105.4,,104.4,14.1,229.1,175.0,194.5,42.6,38.6,29.2,58.8,7.2,3.58,1.45,0.66
2018-03-13 14:25:00+00:00,0,6.55,3.6,23.64,1.5,,2.75,1.5,2.56,7.25,0.1,6.36,,168.0,246.0,103.0,,103.8,13.5,,,,,,,,,3.61,,
2018-03-13 14:30:00+00:00,75,6.475,3.65,23.22,1.25,2.1,2.65,1.25,2.46,7.2,0.15,6.34,1.65,160.0,243.0,106.8,105.0,103.7,13.4,224.6,169.3,189.5,44.5,34.2,29.2,58.0,6.9,3.6,1.53,0.65
2018-03-13 14:35:00+00:00,0,6.45,3.65,22.91,1.5,,2.7,1.5,2.51,7.2,0.15,6.32,,148.0,244.5,104.1,,104.0,13.7,,,,,,,,,3.55,,
2018-03-13 14:40:00+00:00,95,6.375,3.82,22.23,1.8,,2.55,1.8,2.41,7.1,0.15,6.29,,142.0,241.0,107.7,,102.6,12.4,229.4,169.6,182.7,62.4,40.4,38.2,68.4,8.5,3.5,2.07,0.62
2018-03-13 14:45:00+00:00,0,6.3,3.55,21.84,1.2,,2.6,1.2,2.36,7.0,0.1,6.27,,135.0,241.5,101.5,,102.5,12.3,,,,,,,,,3.47,,
2018-03-13 14:50:00+00:00,95,6.425,3.62,22.1,1.5,2.8,2.8,1.5,2.26,6.95,0.1,6.24,2.3,214.5,231.5,105.2,125.0,101.9,11.7,245.4,171.6,190.1,80.9,37.5,46.4,75.7,10.2,3.45,3.07,0.68
2018-03-13 14:55:00+00:00,95,6.225,3.57,21.65,1.7,2.85,2.85,1.7,2.21,6.9,0.15,6.21,2.25,214.8,243.0,107.6,120.0,100.9,10.8,232.3,171.3,188.3,57.5,36.7,35.6,66.2,7.6,3.49,1.93,0.56
2018-03-13 15:00:00+00:00,95,6.275,3.52,21.68,1.85,2.8,2.85,1.85,2.21,6.95,0.2,6.17,2.25,224.8,244.5,112.0,115.0,102.3,12.1,236.1,171.8,190.8,58.4,32.6,36.1,69.8,7.8,3.47,1.79,0.45
2018-03-13 15:05:00+00:00,95,6.475,3.57,22.5,1.7,2.7,2.75,1.7,2.21,7.05,0.1,6.14,2.25,224.0,249.0,108.6,115.0,101.9,11.8,237.1,174.0,195.1,54.0,32.6,33.9,65.8,7.8,3.49,1.76,0.49
2018-03-13 15:10:00+00:00,95,6.512,3.27,23.64,1.7,2.85,2.85,1.7,2.11,7.15,0.05,6.1,2.15,227.0,241.0,104.3,115.0,101.1,10.9,228.6,167.7,194.6,45.0,37.3,28.3,56.7,6.7,3.64,1.62,0.73
2018-03-13 15:15:00+00:00,95,6.4,,23.0,1.25,2.9,2.9,1.25,2.26,7.05,0.1,6.06,2.3,236.0,236.0,108.4,112.5,105.8,15.5,229.0,,192.2,51.5,,30.7,50.2,7.1,3.59,2.11,
2018-03-13 15:20:00+00:00,95,6.35,,22.61,1.25,2.9,2.9,1.25,2.21,7.1,0.1,6.02,2.25,234.3,234.3,104.0,112.5,106.1,15.8,230.3,,189.9,55.4,,32.6,55.5,7.3,3.56,2.24,
2018-03-13 15:25:00+00:00,95,6.413,3.12,23.24,1.3,2.65,2.65,1.3,2.21,7.15,0.1,5.98,2.35,232.0,237.0,107.9,105.0,105.0,14.7,226.6,166.3,193.2,43.6,28.4,27.2,55.7,6.3,3.63,1.56,0.58
2018-03-13 15:30:00+00:00,95,6.45,,23.62,1.7,2.4,2.6,1.7,1.91,7.2,0.1,5.93,1.95,234.0,234.0,111.3,115.0,100.7,10.6,229.7,,196.1,47.6,,28.1,45.4,6.6,3.66,2.29,
2018-03-13 15:35:00+00:00,100,6.4,,23.66,2.4,,2.4,,,7.0,0.05,5.88,,229.0,229.0,,,110.0,20.0,224.0,,195.3,39.8,,23.2,39.7,5.5,3.7,1.75,
