Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2018-05-01 00:00:00+00:00,70,3.05,,10.49,1.25,2.3,1.75,,,3.7,0.1,3.74,1.25,1.75,268.0,268.0,,97.5,110.0,20.0,276.4,,254.4,31.6,,16.2,34.6,0.8,3.44,1.54,
2018-05-01 00:05:00+00:00,70,3.5,,10.68,1.65,2.1,2.45,,,4.3,0.2,3.72,1.65,,284.0,284.0,,102.5,110.0,20.0,313.1,,267.9,64.4,,35.0,56.9,2.2,3.05,3.4,
2018-05-01 00:10:00+00:00,85,3.5,,10.74,1.45,,1.45,,,4.25,0.25,3.7,,,261.5,261.5,,,110.0,20.0,310.4,,261.6,69.2,,37.4,58.7,2.3,3.07,3.76,
2018-05-01 00:15:00+00:00,85,3.35,,10.83,2.05,,2.05,,,3.95,0.1,3.68,,,266.5,266.5,,,110.0,20.0,288.3,,255.1,47.3,,25.0,43.7,1.5,3.23,2.69,
2018-05-01 00:20:00+00:00,95,3.15,,9.85,2.35,,2.35,,,3.85,0.15,3.66,,,297.0,297.0,,,110.0,20.0,300.0,,263.5,52.1,,27.5,51.0,1.4,3.13,2.26,
2018-05-01 00:25:00+00:00,90,3.2,,10.14,2.2,,2.2,,,3.9,0.2,3.64,,,272.3,272.3,,,110.0,20.0,300.7,,258.4,60.3,,33.2,49.1,1.8,3.17,4.44,
2018-05-01 00:30:00+00:00,60,3.1,,10.5,1.65,,1.65,,,3.9,0.25,3.62,,,257.0,257.0,,,110.0,20.0,276.3,,250.3,37.1,,19.2,37.5,1.0,3.39,1.97,
2018-05-01 00:35:00+00:00,80,3.3,,10.58,1.75,,1.75,,,3.95,0.1,3.6,,,265.5,265.5,,,110.0,20.0,293.0,,255.8,52.9,,28.6,46.6,1.6,3.21,3.32,
2018-05-01 00:40:00+00:00,90,3.2,,10.44,1.65,,1.65,,,3.95,0.1,3.58,,,264.0,264.0,,,110.0,20.0,288.5,,255.4,47.2,,24.9,45.7,1.3,3.26,2.33,
2018-05-01 00:45:00+00:00,90,3.25,,10.06,1.95,,1.95,,,3.85,0.3,3.56,,,254.0,254.0,,,110.0,20.0,301.3,,251.2,70.7,,38.3,57.2,2.1,3.09,4.35,
2018-05-01 00:50:00+00:00,90,3.15,,9.93,1.65,,1.65,,,3.8,0.25,3.54,,,253.0,253.0,,,110.0,20.0,296.3,,248.8,67.1,,36.3,54.8,1.8,3.15,4.3,
2018-05-01 00:55:00+00:00,90,3.1,,9.93,1.6,,1.6,,,3.75,0.15,3.53,,,246.5,246.5,,,110.0,20.0,291.2,,245.3,65.0,,35.2,53.9,1.7,3.2,4.15,
2018-05-01 01:00:00+00:00,90,3.1,,9.59,1.65,,1.65,,,3.7,0.1,3.51,,,247.0,247.0,,,110.0,20.0,298.5,,247.2,72.4,,38.7,60.1,1.9,3.09,4.06,
2018-05-01 01:05:00+00:00,90,3.1,,9.22,1.45,,1.45,,,3.7,0.2,3.49,,,242.5,242.5,,,110.0,20.0,323.0,,247.7,106.3,,57.8,84.3,2.8,2.97,5.64,
2018-05-01 01:10:00+00:00,90,3.05,,9.23,1.65,,1.65,,,3.7,0.15,3.48,,,258.0,258.0,,,110.0,20.0,311.8,,254.5,81.1,,43.9,66.7,2.1,3.03,4.41,
2018-05-01 01:15:00+00:00,85,3.15,,9.57,1.7,,1.7,,,3.75,0.1,3.47,,,269.0,269.0,,,110.0,20.0,310.9,,261.8,69.7,,37.1,61.8,1.9,3.04,3.18,
2018-05-01 01:20:00+00:00,90,3.1,,9.63,2.1,,2.1,,,3.85,0.1,3.45,,,285.0,285.0,,,110.0,20.0,319.1,,258.9,85.3,,46.7,65.6,2.3,3.11,5.56,
2018-05-01 01:25:00+00:00,60,3.15,,9.76,2.5,,2.5,,,3.7,0.1,3.44,,,309.0,309.0,,,110.0,20.0,304.8,,265.4,56.5,,29.9,56.3,1.6,3.1,2.14,
2018-05-01 01:30:00+00:00,90,3.1,,9.42,1.9,,1.9,,,3.75,0.15,3.43,,,279.0,279.0,,,110.0,20.0,339.9,,255.4,119.1,,66.0,96.3,3.2,3.04,5.5,
2018-05-01 01:35:00+00:00,90,3.05,,9.59,1.7,,1.7,,,3.8,0.2,3.43,,,272.0,272.0,,,110.0,20.0,300.4,,258.7,59.5,,32.0,55.7,1.6,3.14,2.74,
2018-05-01 01:40:00+00:00,90,3.1,,9.76,1.75,,1.75,,,3.9,0.2,3.42,,,276.5,276.5,,,110.0,20.0,301.9,,257.7,63.0,,34.3,55.3,1.7,3.15,3.48,
2018-05-01 01:45:00+00:00,40,3.15,,9.85,2.05,,2.05,,,3.7,0.3,3.41,,,298.5,298.5,,,110.0,20.0,302.1,,263.9,54.6,,28.8,55.3,1.5,3.13,2.03,
2018-05-01 01:50:00+00:00,80,3.1,,9.76,1.75,,1.75,,,3.8,0.1,3.41,,,278.0,278.0,,,110.0,20.0,300.8,,256.7,63.0,,34.3,56.0,1.7,3.15,3.37,
2018-05-01 01:55:00+00:00,95,3.0,,9.89,1.8,,1.8,,,3.7,0.1,3.41,,,257.5,257.5,,,110.0,20.0,281.7,,246.8,49.9,,26.6,46.9,1.3,3.3,2.62,
2018-05-01 02:00:00+00:00,90,2.95,,9.76,1.65,,1.65,,,3.75,0.15,3.41,,,259.0,259.0,,,110.0,20.0,277.9,,245.0,46.9,,25.0,44.6,1.1,3.31,2.55,
2018-05-01 02:05:00+00:00,90,3.0,,9.59,1.65,,1.65,,,3.75,0.1,3.42,,,257.3,257.3,,,110.0,20.0,289.6,,247.9,59.4,,31.9,53.3,1.5,3.19,3.1,
2018-05-01 02:10:00+00:00,90,3.0,,9.46,1.65,,1.65,,,3.5,0.1,3.42,,,254.0,254.0,,,110.0,20.0,296.3,,246.2,71.3,,39.0,54.4,1.8,3.15,5.53,
2018-05-01 02:15:00+00:00,80,2.95,,9.24,1.7,,1.7,,,3.55,0.1,3.43,,,262.3,262.3,,,110.0,20.0,298.9,,249.0,71.0,,38.8,59.9,1.7,3.13,3.92,
2018-05-01 02:20:00+00:00,90,3.0,,9.24,1.65,,1.65,,,3.6,0.1,3.44,,,263.5,263.5,,,110.0,20.0,304.0,,250.1,76.7,,41.7,65.3,1.9,3.08,3.8,
2018-05-01 02:25:00+00:00,70,3.0,,9.05,1.75,,1.75,,,3.7,0.2,3.46,,,273.5,273.5,,,110.0,20.0,316.0,,253.7,88.8,,48.5,66.9,2.2,3.02,5.49,
2018-05-01 02:30:00+00:00,70,2.95,,9.13,1.35,,1.35,,,3.65,0.2,3.48,,,260.0,260.0,,,110.0,20.0,300.4,,248.8,73.5,,39.9,65.9,1.8,3.09,3.22,
2018-05-01 02:35:00+00:00,90,2.95,,9.33,1.6,,1.6,,,3.65,0.2,3.49,,,261.5,261.5,,,110.0,20.0,290.8,,246.4,63.0,,33.9,60.5,1.6,3.16,2.51,
2018-05-01 02:40:00+00:00,95,2.9,,9.35,1.5,,1.5,,,3.6,0.15,3.52,,,257.0,257.0,,,110.0,20.0,281.5,,241.6,56.0,,29.8,57.2,1.3,3.22,2.04,
2018-05-01 02:45:00+00:00,100,3.05,,9.3,2.4,,2.4,,,3.6,0.15,3.54,,,299.5,299.5,,,110.0,20.0,307.2,,249.2,82.7,,45.2,75.4,2.2,3.05,3.12,
2018-05-01 02:50:00+00:00,95,2.95,,9.22,1.65,,1.65,,,3.6,0.15,3.57,,,262.0,262.0,,,110.0,20.0,291.3,,239.5,73.3,,39.7,69.7,1.8,3.12,2.64,
2018-05-01 02:55:00+00:00,75,3.0,,9.46,2.1,,2.1,,,3.65,0.1,3.6,,,276.0,276.0,,,110.0,20.0,286.1,,238.1,67.1,,36.2,68.0,1.8,3.15,2.17,
2018-05-01 03:00:00+00:00,100,3.1,,9.63,1.7,,1.7,,,3.8,0.15,3.63,,,266.5,266.5,,,110.0,20.0,290.3,,236.3,75.9,,41.2,73.7,2.1,3.11,2.49,
2018-05-01 03:05:00+00:00,100,3.1,,9.76,1.8,,1.8,,,3.65,0.1,3.67,,,264.0,264.0,,,110.0,20.0,281.2,,232.6,67.0,,36.3,71.0,1.9,3.15,1.95,
2018-05-01 03:10:00+00:00,95,3.2,,9.84,1.75,,1.75,,,3.8,0.2,3.71,,,265.0,265.0,,,110.0,20.0,289.6,,231.9,80.3,,43.7,80.1,2.4,3.08,2.31,
2018-05-01 03:15:00+00:00,100,3.15,,10.19,1.7,,1.7,,,3.85,0.1,3.75,,,261.0,261.0,,,110.0,20.0,272.1,,226.0,62.7,,35.0,71.1,1.9,3.23,1.74,
