Time,CS,foF2,foF1,MUFD,fmin,fminF,fxI,foF2p,hF,hF2,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2011-04-25 23:15:00+00:00,100,4.675,,14.06,3.42,3.42,5.22,3.22,324.5,,110.0,20.0,324.1,284.4,57.3,29.8,57.6,3.4,3.01,1.99
2011-04-25 23:30:00+00:00,100,4.725,,14.34,2.97,2.97,5.28,3.21,308.5,,110.0,20.0,322.4,282.9,57.1,29.8,56.8,3.5,3.04,2.08
2011-04-25 23:45:00+00:00,100,4.625,,14.37,3.25,3.25,5.18,3.19,318.5,,110.0,20.0,313.8,279.5,49.9,25.5,51.7,2.9,3.11,1.77
2011-04-26 00:00:00+00:00,100,4.475,,14.52,3.45,3.45,5.03,3.17,313.5,,110.0,20.0,297.8,268.6,42.3,21.6,44.0,2.3,3.24,1.76
2011-04-26 00:15:00+00:00,100,4.225,,14.4,3.45,3.45,4.78,3.14,301.0,,110.0,20.0,279.3,256.2,33.5,17.1,35.0,1.6,3.41,1.72
2011-04-26 00:30:00+00:00,100,4.375,,14.39,3.4,3.4,4.93,3.11,296.0,,110.0,20.0,289.0,260.9,40.6,21.1,40.9,2.1,3.29,1.99
2011-04-26 00:45:00+00:00,100,4.675,,14.88,3.88,3.88,5.22,3.08,307.5,,110.0,20.0,300.0,267.2,47.3,24.7,46.9,2.8,3.18,2.11
2011-04-26 01:15:00+00:00,100,4.825,,15.4,3.42,3.42,5.38,3.01,281.0,,110.0,20.0,298.2,263.5,49.8,26.5,47.6,3.2,3.19,2.49
2011-04-26 01:30:00+00:00,100,4.8,,15.1,3.4,3.4,5.35,2.98,279.5,,110.0,20.0,297.8,263.8,49.0,25.9,47.3,3.1,3.15,2.35
2011-04-26 01:45:00+00:00,100,4.775,,15.37,3.5,3.5,5.32,2.95,272.0,,110.0,20.0,291.8,257.8,48.7,26.0,46.0,3.1,3.22,2.65
2011-04-26 02:00:00+00:00,100,4.65,,14.83,2.85,2.85,5.2,2.93,254.5,,110.0,20.0,293.5,254.5,55.5,30.1,49.5,3.3,3.19,3.6
2011-04-26 02:15:00+00:00,100,3.9,,14.3,3.38,3.38,4.45,2.93,266.0,,110.0,20.0,250.3,232.2,26.1,13.6,26.4,1.1,3.67,1.97
2011-04-26 02:45:00+00:00,100,4.65,,14.17,3.85,3.85,5.2,2.98,302.5,,110.0,20.0,305.6,261.8,62.6,33.1,62.6,3.8,3.05,2.12
2011-04-26 03:00:00+00:00,100,3.825,,13.4,3.47,3.47,4.38,3.04,287.0,,110.0,20.0,253.0,225.3,39.0,20.7,40.5,1.6,3.5,1.94
2011-04-26 03:15:00+00:00,50,4.35,,13.59,3.65,3.65,4.9,3.13,302.5,,110.0,20.0,292.5,240.5,73.3,39.5,74.0,4.0,3.12,2.17
2011-04-26 03:30:00+00:00,50,4.4,,14.73,3.65,3.65,4.95,3.24,269.5,,110.0,20.0,251.3,206.6,62.2,33.7,64.4,3.5,3.35,2.07
2011-04-26 03:45:00+00:00,70,4.75,,16.86,3.25,3.25,5.3,3.38,238.8,,110.0,20.0,228.8,190.5,51.3,27.8,59.0,3.5,3.55,1.61
2011-04-26 04:00:00+00:00,70,5.2,,18.03,3.25,3.25,5.75,3.54,232.0,,110.0,20.0,231.4,187.2,59.8,33.0,66.8,4.9,3.47,1.77
2011-04-26 04:15:00+00:00,70,5.375,,20.51,3.28,3.28,5.93,3.72,227.0,,110.0,20.0,207.7,177.0,38.8,22.4,54.2,3.8,3.82,1.14
2011-04-26 04:30:00+00:00,70,6.025,,21.75,3.55,3.55,6.57,3.91,218.8,,110.0,20.0,219.6,178.2,54.8,30.8,65.3,6.2,3.61,1.57
2011-04-26 04:45:00+00:00,70,5.725,,22.27,3.88,3.88,6.28,4.1,229.5,,110.0,20.0,199.4,166.8,37.9,22.2,58.7,4.3,3.89,1.0
2011-04-26 05:00:00+00:00,70,5.325,,20.92,3.4,3.4,5.88,4.28,221.0,,110.0,20.0,195.3,163.3,36.2,22.8,59.5,3.8,3.93,1.0
2011-04-26 05:15:00+00:00,70,6.25,,20.84,3.38,3.38,6.8,4.46,208.5,,110.0,20.0,240.6,174.9,89.2,49.5,95.3,10.3,3.34,2.07
2011-04-26 05:30:00+00:00,70,5.425,,21.61,4.0,4.0,5.97,4.61,236.0,,110.0,20.0,189.8,153.3,37.8,23.7,63.4,4.1,3.98,1.02
2011-04-26 05:45:00+00:00,70,6.3,,20.55,3.47,3.47,6.85,4.75,214.5,,110.0,20.0,243.2,174.4,91.4,51.7,99.0,11.0,3.26,2.01
2011-04-26 06:00:00+00:00,70,5.275,,20.58,4.05,4.05,5.82,4.86,242.0,,110.0,20.0,187.1,145.9,41.1,26.2,67.8,4.2,3.9,1.12
2011-04-26 06:15:00+00:00,100,7.25,,22.56,3.75,3.75,7.8,4.96,222.0,,110.0,20.0,271.6,181.2,124.0,68.0,135.6,18.7,3.11,2.03
2011-04-26 06:30:00+00:00,0,6.8,4.13,21.77,3.92,3.92,7.35,,207.0,252.0,110.0,20.0,,,,,,,3.2,
2011-04-26 06:45:00+00:00,0,6.9,4.32,23.06,4.03,4.03,7.45,,218.0,259.5,110.0,20.0,,,,,,,3.34,
2011-04-26 07:00:00+00:00,50,7.25,,23.99,6.05,6.05,7.8,5.19,282.5,,110.0,20.0,230.3,163.3,86.6,48.2,99.5,13.5,3.31,1.71
2011-04-26 07:15:00+00:00,50,7.3,,23.85,6.25,6.25,7.85,5.26,298.5,,110.0,20.0,230.0,162.2,87.0,48.3,102.1,13.7,3.27,1.63
2011-04-26 07:30:00+00:00,100,7.538,4.29,23.35,3.65,3.65,8.07,5.34,175.5,229.5,110.0,20.0,265.2,191.7,95.1,58.5,121.1,17.7,3.1,1.58
2011-04-26 07:45:00+00:00,50,8.125,,25.2,6.15,6.15,8.68,5.45,301.0,,110.0,20.0,256.3,176.4,103.0,57.3,113.7,20.1,3.1,1.73
2011-04-26 08:00:00+00:00,0,8.375,4.35,26.34,4.03,4.03,8.95,,187.0,237.0,110.0,20.0,,,,,,,3.14,
2011-04-26 08:15:00+00:00,70,8.4,,28.0,6.0,6.0,9.05,5.69,276.0,,110.0,20.0,233.4,170.0,78.3,44.3,97.9,16.9,3.33,1.37
2011-04-26 08:30:00+00:00,50,8.125,,27.26,6.13,6.13,8.68,5.84,268.5,,110.0,20.0,226.9,162.7,80.6,45.1,97.6,15.9,3.36,1.49
2011-04-26 08:45:00+00:00,50,8.1,,25.51,6.22,6.22,8.65,5.99,282.0,,110.0,20.0,248.0,169.7,101.0,56.4,111.8,19.6,3.15,1.77
2011-04-26 09:00:00+00:00,50,8.675,,25.22,6.3,6.3,9.23,6.15,311.0,,110.0,20.0,280.4,187.6,119.3,66.3,128.6,26.5,2.91,1.74
2011-04-26 09:15:00+00:00,50,8.975,,27.03,6.68,6.68,9.52,6.31,318.5,,110.0,20.0,266.4,182.4,107.2,59.4,117.8,25.5,3.01,1.64
2011-04-26 09:30:00+00:00,70,8.95,,28.91,6.13,6.13,9.5,6.45,293.5,,110.0,20.0,245.2,178.9,79.6,45.4,106.1,19.9,3.23,1.18
2011-04-26 09:45:00+00:00,50,8.875,,28.51,6.25,6.25,9.43,6.58,278.5,,110.0,20.0,244.6,173.7,89.6,50.3,101.7,21.2,3.21,1.59
2011-04-26 10:00:00+00:00,70,9.125,,27.7,5.75,5.75,9.68,6.69,276.0,,110.0,20.0,269.0,188.1,105.0,59.4,111.3,26.4,3.04,1.84
2011-04-26 10:15:00+00:00,50,9.175,,28.24,6.3,6.3,9.73,6.78,296.0,,110.0,20.0,260.8,184.3,96.1,54.0,108.0,24.5,3.08,1.55
2011-04-26 10:30:00+00:00,70,9.1,,28.95,6.15,6.15,9.65,6.84,291.0,,110.0,20.0,250.4,181.1,85.6,48.6,101.5,21.8,3.18,1.42
2011-04-26 10:45:00+00:00,70,9.35,,28.42,5.88,5.88,9.9,6.88,280.0,,110.0,20.0,267.9,188.9,101.7,57.3,109.1,26.8,3.04,1.74
2011-04-26 11:00:00+00:00,50,9.05,,27.87,6.53,6.53,9.6,6.9,289.5,,110.0,20.0,257.8,179.2,100.5,55.8,111.1,24.4,3.08,1.65
2011-04-26 11:15:00+00:00,70,8.85,,26.54,5.75,5.75,9.4,6.9,287.0,,110.0,20.0,272.1,187.8,108.4,61.2,115.8,25.6,3.0,1.79
2011-04-26 11:30:00+00:00,70,8.825,,26.06,6.03,6.03,9.38,6.89,311.0,,110.0,20.0,276.1,190.5,107.2,60.6,116.5,25.3,2.95,1.63
2011-04-26 11:45:00+00:00,70,8.925,,26.92,6.15,6.15,9.48,6.88,311.0,,110.0,20.0,268.2,187.9,100.2,56.5,111.6,24.2,3.02,1.55
2011-04-26 12:00:00+00:00,50,9.1,,27.82,6.3,6.3,9.65,6.86,296.0,,110.0,20.0,264.5,186.4,99.0,55.4,109.4,24.6,3.06,1.6
2011-04-26 12:15:00+00:00,50,9.125,,28.07,7.43,7.43,9.68,6.84,321.0,,110.0,20.0,254.0,176.7,99.9,54.5,112.5,24.1,3.08,1.6
2011-04-26 12:30:00+00:00,70,9.325,,29.75,5.85,5.85,9.88,6.82,296.0,,110.0,20.0,255.7,191.4,78.9,45.3,101.2,21.6,3.19,1.22
2011-04-26 12:45:00+00:00,50,9.375,,30.51,6.07,6.07,9.93,6.8,286.0,,110.0,20.0,247.6,185.4,77.5,43.8,98.7,21.0,3.25,1.25
2011-04-26 13:00:00+00:00,50,9.2,,30.35,7.25,7.25,9.75,6.78,281.0,,110.0,20.0,235.3,171.2,83.3,45.4,96.8,20.5,3.3,1.55
2011-04-26 13:15:00+00:00,50,9.425,,30.34,6.0,6.0,9.98,6.76,275.0,,110.0,20.0,251.3,186.8,83.4,46.7,94.5,22.4,3.22,1.57
2011-04-26 13:30:00+00:00,50,9.125,,29.83,6.05,6.05,9.68,6.74,271.0,,110.0,20.0,244.8,181.7,81.2,45.1,95.1,20.3,3.27,1.49
2011-04-26 13:45:00+00:00,70,8.938,5.39,29.31,5.4,5.4,9.48,6.72,267.5,267.5,110.0,20.0,247.3,191.1,66.0,43.3,93.7,18.8,3.28,1.41
2011-04-26 14:00:00+00:00,100,8.663,4.36,27.63,3.85,3.85,9.2,6.7,222.0,269.5,110.0,20.0,267.9,216.6,65.4,39.9,80.6,16.4,3.19,1.63
2011-04-26 14:15:00+00:00,70,8.325,,26.65,4.35,4.35,8.88,6.68,267.0,,110.0,20.0,257.6,200.3,74.0,43.7,84.1,16.7,3.2,1.67
2011-04-26 14:30:00+00:00,100,8.65,,26.62,3.92,3.92,9.2,6.65,243.5,,110.0,20.0,279.8,211.6,93.9,54.1,95.8,21.8,3.08,2.25
2011-04-26 14:45:00+00:00,100,8.35,,26.34,3.53,3.53,8.9,6.62,218.5,,110.0,20.0,268.8,212.5,75.1,43.9,82.3,16.8,3.15,1.84
2011-04-26 15:00:00+00:00,70,8.35,,26.39,4.1,4.1,8.9,6.59,267.0,,110.0,20.0,265.5,208.2,76.3,44.2,83.5,16.9,3.16,1.81
2011-04-26 15:15:00+00:00,70,8.675,,26.78,3.95,3.95,9.23,6.56,266.0,,110.0,20.0,278.1,215.8,84.9,48.3,89.0,19.7,3.09,1.97
2011-04-26 15:30:00+00:00,70,8.675,,27.29,4.0,4.0,9.23,6.52,272.0,,110.0,20.0,271.9,216.9,74.9,42.9,81.1,17.7,3.15,1.84
2011-04-26 15:45:00+00:00,70,8.725,,28.59,3.8,3.8,9.27,6.48,271.0,,110.0,20.0,263.7,219.4,60.6,35.1,73.7,14.9,3.28,1.43
2011-04-26 16:00:00+00:00,70,9.05,,29.53,3.45,3.45,9.6,6.43,264.5,,110.0,20.0,266.8,225.6,57.3,32.8,68.6,15.0,3.26,1.45
2011-04-26 16:15:00+00:00,50,9.9,,31.65,6.35,6.35,10.45,6.36,263.5,,110.0,20.0,267.3,208.0,82.7,44.1,88.1,23.0,3.2,1.83
2011-04-26 16:30:00+00:00,70,9.8,,33.12,3.4,3.4,10.35,6.28,247.0,,110.0,20.0,256.1,219.6,52.1,28.9,58.1,15.3,3.38,1.65
2011-04-26 16:45:00+00:00,70,9.2,,32.71,3.45,3.45,9.75,6.18,237.0,,110.0,20.0,241.6,212.9,41.0,22.5,49.0,10.7,3.56,1.34
2011-04-26 17:00:00+00:00,50,8.975,,31.31,3.45,3.45,9.52,6.05,227.0,,110.0,20.0,245.7,210.7,50.0,26.8,53.4,11.7,3.49,1.78
2011-04-26 17:15:00+00:00,50,8.825,,29.82,3.45,3.45,9.38,5.89,227.0,,110.0,20.0,258.2,217.4,58.3,30.9,58.3,12.7,3.38,2.14
2011-04-26 17:30:00+00:00,50,9.05,,30.24,3.45,3.45,9.6,5.71,237.0,,110.0,20.0,267.9,230.8,53.1,28.1,51.5,12.1,3.34,2.35
2011-04-26 17:45:00+00:00,100,8.9,,29.8,3.42,3.42,9.45,5.49,234.5,,110.0,20.0,270.7,235.1,50.8,27.0,47.2,11.0,3.35,2.82
2011-04-26 18:00:00+00:00,100,8.5,,28.65,3.1,3.1,9.05,5.25,227.0,,110.0,20.0,268.0,233.0,49.7,26.5,45.1,9.8,3.37,3.22
2011-04-26 18:15:00+00:00,100,7.425,,26.26,3.53,3.53,7.97,4.99,229.5,,110.0,20.0,253.5,229.4,34.4,18.3,31.9,5.2,3.54,2.87
2011-04-26 18:30:00+00:00,100,7.0,,25.04,3.45,3.45,7.55,4.71,224.5,,110.0,20.0,250.3,225.8,35.0,18.7,32.1,4.7,3.58,3.05
2011-04-26 18:45:00+00:00,100,6.625,,24.69,4.65,4.65,7.18,4.43,244.5,,110.0,20.0,247.8,232.6,22.1,11.5,21.8,2.7,3.73,2.08
2011-04-26 19:00:00+00:00,100,7.05,,24.7,3.5,3.5,7.6,4.16,230.5,,110.0,20.0,260.3,234.8,36.7,19.3,35.0,5.0,3.5,2.47
2011-04-26 19:15:00+00:00,100,6.7,,22.16,3.45,3.45,7.25,3.9,234.5,,110.0,20.0,274.2,241.6,46.5,25.0,41.9,5.7,3.31,3.35
2011-04-26 19:30:00+00:00,100,5.975,,21.34,5.0,5.0,6.53,3.67,272.0,,110.0,20.0,262.8,244.3,26.9,13.9,27.0,2.6,3.57,1.97
2011-04-26 19:45:00+00:00,100,4.775,,17.31,4.05,4.05,5.32,3.48,267.0,,110.0,20.0,257.1,240.2,24.4,12.7,24.4,1.5,3.63,2.03
2011-04-26 20:00:00+00:00,100,4.9,,16.09,2.9,2.9,5.45,3.31,259.5,,110.0,20.0,282.8,254.6,40.5,21.5,38.4,2.7,3.28,2.57
2011-04-26 20:15:00+00:00,100,4.5,,15.13,3.13,3.13,5.05,3.19,267.0,,110.0,20.0,277.1,252.3,35.7,18.8,34.7,2.0,3.36,2.31
2011-04-26 20:30:00+00:00,100,4.7,,14.96,2.88,2.88,5.25,3.11,267.0,,110.0,20.0,293.5,260.6,47.0,25.1,43.5,2.9,3.18,2.9
2011-04-26 20:45:00+00:00,100,4.7,,15.04,3.5,3.5,5.25,3.06,299.5,,110.0,20.0,298.7,266.8,46.0,24.0,45.7,2.8,3.2,2.1
2011-04-26 21:00:00+00:00,100,4.675,,14.66,3.67,3.67,5.22,3.04,318.0,,110.0,20.0,308.1,274.0,49.3,25.6,49.5,3.0,3.14,1.99
2011-04-26 21:30:00+00:00,100,4.875,,15.74,3.7,3.7,5.43,3.07,318.0,,110.0,20.0,300.6,271.9,41.8,21.1,44.2,2.7,3.23,1.63
2011-04-26 21:45:00+00:00,100,4.625,,14.77,3.38,3.38,5.18,3.1,302.0,,110.0,20.0,301.3,269.7,45.7,23.8,45.6,2.7,3.19,2.05
2011-04-26 22:00:00+00:00,100,4.775,,14.9,3.67,3.67,5.32,3.13,310.5,,110.0,20.0,309.9,275.0,50.3,26.3,49.9,3.2,3.12,2.1
2011-04-26 22:15:00+00:00,100,4.85,,14.15,3.33,3.33,5.4,3.16,307.0,,110.0,20.0,330.4,287.3,62.1,32.7,60.5,4.0,2.92,2.27
2011-04-26 22:30:00+00:00,100,4.925,,14.72,3.5,3.5,5.47,3.19,322.0,,110.0,20.0,330.5,287.7,61.8,32.3,61.2,4.1,2.99,2.12
2011-04-26 23:00:00+00:00,100,4.275,,14.02,4.05,4.05,4.82,3.22,338.0,,110.0,20.0,289.0,262.2,38.7,20.0,39.3,1.9,3.28,1.93
2011-04-26 23:15:00+00:00,100,4.75,,14.62,4.05,4.05,5.3,3.22,342.0,,110.0,20.0,315.1,279.7,51.3,26.4,52.2,3.2,3.08,1.89
2011-04-26 23:45:00+00:00,100,4.975,,14.62,3.3,3.3,5.53,3.19,324.5,,110.0,20.0,336.1,292.1,63.7,33.1,63.8,4.3,2.94,2.02
2011-04-27 00:00:00+00:00,100,4.675,,13.28,3.3,3.3,5.22,3.17,333.5,,110.0,20.0,344.3,295.5,70.4,36.9,69.4,4.2,2.84,2.16
2011-04-27 00:30:00+00:00,100,4.55,,13.94,3.88,3.88,5.1,3.11,349.5,,110.0,20.0,315.2,279.2,52.3,26.8,54.0,3.0,3.06,1.8
2011-04-27 00:45:00+00:00,100,4.75,,13.7,3.55,3.55,5.3,3.08,329.5,,110.0,20.0,337.9,290.7,68.1,35.7,67.0,4.2,2.88,2.17
2011-04-27 01:15:00+00:00,100,4.6,,13.5,3.4,3.4,5.15,3.01,314.5,,110.0,20.0,326.9,282.5,64.0,33.5,63.0,3.7,2.93,2.17
2011-04-27 01:30:00+00:00,100,4.325,,13.97,3.4,3.4,4.88,2.98,302.5,,110.0,20.0,294.8,262.6,46.4,24.2,46.5,2.4,3.23,2.03
2011-04-27 01:45:00+00:00,100,4.325,,14.09,3.4,3.4,4.88,2.95,297.0,,110.0,20.0,290.9,259.4,45.4,23.7,45.3,2.3,3.26,2.07
2011-04-27 02:00:00+00:00,100,3.875,,13.8,3.4,3.4,4.43,2.93,288.5,,110.0,20.0,260.1,239.8,29.3,15.0,30.3,1.2,3.56,1.81
2011-04-27 02:15:00+00:00,100,4.875,,14.32,3.4,3.4,5.43,2.93,287.0,,110.0,20.0,327.6,276.8,72.8,39.0,68.0,4.8,2.94,2.8
2011-04-27 02:45:00+00:00,100,3.875,,13.45,3.45,3.45,4.43,2.98,293.5,,110.0,20.0,261.6,234.8,38.1,19.8,40.2,1.6,3.47,1.78
2011-04-27 03:00:00+00:00,100,4.575,,14.2,3.65,3.65,5.13,3.04,305.0,,110.0,20.0,296.4,250.6,65.1,34.5,65.9,3.8,3.1,2.06
2011-04-27 03:15:00+00:00,50,4.2,,14.11,3.47,3.47,4.75,3.13,294.5,,110.0,20.0,261.4,224.1,51.5,27.2,55.9,2.6,3.36,1.75
2011-04-27 03:30:00+00:00,50,4.825,,16.02,3.45,3.45,5.38,3.24,267.0,,110.0,20.0,255.4,211.3,60.7,32.4,66.6,4.1,3.32,1.73
2011-04-27 03:45:00+00:00,50,5.1,,17.68,3.42,3.42,5.65,3.38,244.5,,110.0,20.0,235.4,194.9,54.4,29.4,63.1,4.2,3.47,1.55
2011-04-27 04:00:00+00:00,70,5.5,,18.97,3.4,3.4,6.05,3.54,237.0,,110.0,20.0,236.3,190.6,61.8,34.0,69.5,5.6,3.45,1.73
2011-04-27 04:15:00+00:00,70,6.3,,22.33,3.4,3.4,6.85,3.72,237.0,,110.0,20.0,228.6,191.2,50.1,28.2,62.9,6.3,3.54,1.34
2011-04-27 04:30:00+00:00,70,6.325,,22.62,3.5,3.5,6.88,3.91,237.0,,110.0,20.0,224.9,186.9,48.7,27.8,66.7,6.3,3.58,1.15
2011-04-27 04:45:00+00:00,70,6.6,,24.5,3.4,3.4,7.18,4.1,233.5,,110.0,20.0,218.0,187.0,39.2,23.7,59.9,6.0,3.71,1.0
2011-04-27 05:00:00+00:00,70,6.725,,24.66,3.7,3.7,7.28,4.28,232.0,,110.0,20.0,216.6,180.2,46.8,27.6,65.0,7.1,3.67,1.17
2011-04-27 05:15:00+00:00,50,6.675,,24.27,4.8,4.8,7.22,4.46,247.0,,110.0,20.0,211.7,168.2,53.3,29.9,73.6,7.5,3.63,1.17
2011-04-27 05:30:00+00:00,70,6.9,,24.49,4.05,4.05,7.5,4.61,244.5,,110.0,20.0,222.9,179.5,54.3,32.3,76.6,8.6,3.55,1.17
2011-04-27 05:45:00+00:00,50,6.9,,23.62,6.18,6.18,7.45,4.75,280.0,,110.0,20.0,228.6,168.1,81.8,45.3,87.9,11.5,3.42,2.02
2011-04-27 06:00:00+00:00,70,7.0,,24.19,4.2,4.2,7.57,4.86,249.5,,110.0,20.0,229.0,178.6,63.1,37.6,81.8,10.2,3.46,1.39
2011-04-27 06:15:00+00:00,100,7.012,4.18,23.04,3.7,3.7,7.55,4.96,215.0,247.0,110.0,20.0,247.4,190.8,72.7,43.7,83.3,11.6,3.29,1.96
2011-04-27 06:30:00+00:00,0,7.375,6.07,23.27,6.1,6.1,7.93,,301.0,301.0,110.0,20.0,,,,,,,3.15,
2011-04-27 06:45:00+00:00,50,7.625,,25.69,6.25,6.25,8.18,5.12,279.5,,110.0,20.0,224.2,164.3,76.0,41.9,95.0,13.1,3.37,1.42
2011-04-27 07:00:00+00:00,50,7.5,,25.29,6.25,6.25,8.05,5.19,273.5,,110.0,20.0,223.4,161.7,79.1,43.7,94.8,13.2,3.37,1.56
2011-04-27 07:15:00+00:00,50,7.55,,25.51,6.35,6.35,8.1,5.26,289.5,,110.0,20.0,219.0,159.3,74.5,41.1,97.4,12.6,3.38,1.33
2011-04-27 07:30:00+00:00,50,6.975,,25.17,6.2,6.2,7.53,5.34,277.0,,110.0,20.0,196.2,147.1,60.2,33.5,79.0,8.9,3.61,1.36
2011-04-27 07:45:00+00:00,100,8.125,,24.78,4.22,4.22,8.68,5.45,212.0,,110.0,20.0,273.5,181.0,125.6,69.4,136.7,24.0,3.05,2.01
2011-04-27 08:00:00+00:00,50,7.625,,23.72,6.15,6.15,8.18,5.56,307.0,,110.0,20.0,241.9,165.6,94.7,52.6,114.4,16.3,3.11,1.47
2011-04-27 08:15:00+00:00,50,7.9,,24.42,6.32,6.32,8.45,5.69,303.5,,110.0,20.0,252.6,170.9,104.7,58.2,117.3,19.3,3.09,1.71
2011-04-27 08:30:00+00:00,50,8.075,,24.39,6.32,6.32,8.63,5.84,307.5,,110.0,20.0,265.5,176.7,115.5,64.3,126.2,22.1,3.02,1.82
2011-04-27 08:45:00+00:00,70,7.925,,24.53,5.13,5.13,8.48,5.99,292.0,,110.0,20.0,258.8,184.0,90.2,53.6,101.4,18.2,3.1,1.63
2011-04-27 09:00:00+00:00,70,8.05,,24.51,6.05,6.05,8.6,6.15,302.5,,110.0,20.0,257.6,173.6,105.1,59.0,118.3,20.4,3.05,1.63
2011-04-27 09:15:00+00:00,50,8.3,,25.0,6.53,6.53,8.85,6.31,324.5,,110.0,20.0,258.6,174.2,105.3,58.5,120.8,21.5,3.01,1.54
2011-04-27 09:30:00+00:00,50,8.75,,26.59,6.5,6.5,9.3,6.45,314.5,,110.0,20.0,261.4,179.3,103.0,57.4,115.6,23.5,3.04,1.57
2011-04-27 09:45:00+00:00,50,8.475,,26.93,6.63,6.63,9.02,6.58,294.5,,110.0,20.0,242.0,168.0,93.0,51.7,108.3,19.8,3.18,1.54
2011-04-27 10:00:00+00:00,70,8.825,,26.49,6.05,6.05,9.38,6.69,297.0,,110.0,20.0,267.9,185.3,103.4,58.4,114.1,24.4,3.0,1.61
2011-04-27 10:15:00+00:00,50,8.85,,27.28,6.22,6.22,9.4,6.78,302.5,,110.0,20.0,258.4,180.9,95.9,54.1,109.9,22.8,3.08,1.5
2011-04-27 10:30:00+00:00,50,9.175,,27.48,6.53,6.53,9.73,6.84,307.0,,110.0,20.0,269.2,185.5,106.0,58.9,116.6,26.5,2.99,1.6
2011-04-27 10:45:00+00:00,50,8.75,,27.7,6.53,6.53,9.3,6.88,304.5,,110.0,20.0,245.5,172.5,89.2,49.7,111.6,20.5,3.17,1.31
2011-04-27 11:00:00+00:00,50,9.025,,28.26,6.38,6.38,9.57,6.9,289.5,,110.0,20.0,252.3,178.3,93.1,52.1,106.5,22.8,3.13,1.53
2011-04-27 11:15:00+00:00,50,8.8,,27.67,6.53,6.53,9.35,6.9,297.0,,110.0,20.0,247.9,174.1,91.6,50.9,109.3,21.2,3.14,1.42
2011-04-27 11:30:00+00:00,50,8.475,,26.62,7.47,7.47,9.02,6.89,331.0,,110.0,20.0,235.8,164.4,92.5,50.8,106.1,19.3,3.14,1.65
2011-04-27 11:45:00+00:00,50,9.15,,26.82,6.18,6.18,9.7,6.88,312.0,,110.0,20.0,279.2,193.5,108.3,60.6,117.1,27.3,2.93,1.62
2011-04-27 12:00:00+00:00,70,9.0,,28.32,6.0,6.0,9.55,6.86,298.5,,110.0,20.0,254.9,184.5,86.5,49.1,103.9,21.6,3.15,1.37
2011-04-27 12:15:00+00:00,70,9.0,,28.03,6.0,6.0,9.55,6.84,287.0,,110.0,20.0,257.5,184.2,92.7,52.1,104.2,22.7,3.12,1.57
2011-04-27 12:30:00+00:00,70,8.813,5.84,28.03,5.85,5.85,9.35,6.82,289.5,289.5,110.0,20.0,252.1,187.8,63.2,46.7,111.0,19.7,3.19,1.15
2011-04-27 12:45:00+00:00,50,8.85,,27.9,6.25,6.25,9.4,6.8,285.0,,110.0,20.0,252.5,179.9,92.5,51.4,104.8,21.6,3.15,1.57
2011-04-27 13:00:00+00:00,50,8.7,,27.0,6.35,6.35,9.25,6.78,291.0,,110.0,20.0,257.6,180.6,99.3,55.0,109.8,22.2,3.1,1.67
2011-04-27 13:15:00+00:00,50,8.675,,27.23,6.32,6.32,9.23,6.76,287.5,,110.0,20.0,253.3,179.5,95.2,52.6,106.2,21.2,3.14,1.64
2011-04-27 13:30:00+00:00,70,8.75,,27.03,4.47,4.47,9.3,6.74,287.0,,110.0,20.0,271.5,208.8,81.5,48.5,87.2,20.4,3.09,1.86
2011-04-27 13:45:00+00:00,100,8.413,4.39,27.12,3.95,3.95,8.95,6.72,237.0,282.0,110.0,20.0,260.7,210.9,60.4,40.0,89.6,15.8,3.23,1.21
2011-04-27 14:00:00+00:00,50,8.0,,26.02,6.03,6.03,8.55,6.7,288.5,,110.0,20.0,240.0,173.5,83.3,46.0,103.9,15.9,3.25,1.36
2011-04-27 14:15:00+00:00,0,8.3,4.28,26.08,3.85,3.85,8.85,,227.5,262.0,110.0,20.0,,,,,,,3.14,
2011-04-27 14:30:00+00:00,100,8.387,4.11,26.59,3.42,3.42,8.93,6.65,207.0,287.0,110.0,20.0,273.0,222.8,65.8,40.8,83.2,15.9,3.17,1.48
2011-04-27 14:45:00+00:00,50,8.025,,26.49,6.2,6.2,8.57,6.62,283.5,,110.0,20.0,237.9,176.2,79.3,43.3,97.7,15.1,3.3,1.4
2011-04-27 15:00:00+00:00,70,7.875,,27.0,4.25,4.25,8.43,6.59,267.0,,110.0,20.0,238.2,195.8,52.7,31.9,79.7,11.3,3.43,1.0
2011-04-27 15:15:00+00:00,100,8.163,3.61,24.83,3.4,3.4,8.7,6.56,235.0,244.5,110.0,20.0,282.5,215.9,88.3,50.7,98.2,18.1,3.05,1.93
2011-04-27 15:30:00+00:00,70,7.85,,24.91,3.42,3.42,8.4,6.52,232.0,,110.0,20.0,265.9,215.4,67.1,39.4,80.0,13.5,3.17,1.54
2011-04-27 15:45:00+00:00,70,7.725,,25.6,3.75,3.75,8.27,6.48,274.5,,110.0,20.0,253.9,212.2,54.3,32.4,77.2,11.0,3.31,1.07
2011-04-27 16:00:00+00:00,70,7.325,,25.57,3.45,3.45,7.88,6.43,257.0,,110.0,20.0,240.2,204.9,46.6,27.9,66.1,8.6,3.49,1.09
