Time,CS,foF2,foF1,MUFD,fmin,fminF,fxI,foF2p,hF,hF2,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2011-04-27 16:15:00+00:00,70,7.95,,25.5,3.58,3.58,8.5,6.36,249.5,,110.0,20.0,264.5,212.1,72.5,40.4,79.0,13.9,3.21,1.83
2011-04-27 16:30:00+00:00,70,7.975,,24.86,3.5,3.5,8.52,6.28,244.5,,110.0,20.0,275.8,215.8,83.9,45.9,86.8,15.6,3.12,2.04
2011-04-27 16:45:00+00:00,50,7.95,,25.91,3.83,3.83,8.5,6.18,254.5,,110.0,20.0,265.1,217.6,66.3,35.9,75.5,12.4,3.26,1.55
2011-04-27 17:00:00+00:00,70,8.425,,27.11,2.95,2.95,8.98,6.05,249.5,,110.0,20.0,274.7,228.4,66.2,36.0,69.0,13.7,3.22,1.94
2011-04-27 17:15:00+00:00,50,8.525,,26.59,3.45,3.45,9.07,5.89,237.5,,110.0,20.0,285.9,228.7,81.4,43.4,78.4,16.5,3.12,2.47
2011-04-27 17:30:00+00:00,50,8.525,,26.76,4.05,4.05,9.07,5.71,252.0,,110.0,20.0,291.7,243.3,69.1,36.8,66.5,13.9,3.14,2.46
2011-04-27 17:45:00+00:00,50,8.65,,27.75,3.45,3.45,9.2,5.49,242.0,,110.0,20.0,286.9,244.2,61.0,32.4,56.9,12.5,3.21,2.78
2011-04-27 18:00:00+00:00,100,7.85,,28.0,5.07,5.07,8.4,5.25,259.5,,110.0,20.0,258.2,236.5,31.6,16.0,33.1,5.3,3.57,1.69
2011-04-27 18:15:00+00:00,100,8.325,,28.28,3.4,3.4,8.88,4.99,237.0,,110.0,20.0,268.8,239.1,42.4,22.6,38.7,8.0,3.4,3.11
2011-04-27 18:30:00+00:00,100,4.2,,17.07,3.45,3.45,4.75,4.71,230.5,,110.0,20.0,221.0,211.4,13.9,10.6,14.5,0.9,4.07,1.76
2011-04-27 18:45:00+00:00,100,7.725,,25.98,3.45,3.45,8.27,4.43,227.0,,110.0,20.0,268.3,234.4,48.1,25.9,42.5,7.9,3.36,3.78
2011-04-27 19:00:00+00:00,100,5.4,,13.99,4.6,4.6,5.95,4.16,491.0,,110.0,20.0,391.2,332.4,86.3,43.2,92.3,6.8,2.59,1.54
2011-04-27 19:15:00+00:00,100,6.825,,21.26,3.28,3.28,7.38,3.9,244.5,,110.0,20.0,292.7,253.4,55.7,30.0,49.3,7.1,3.12,3.75
2011-04-27 19:30:00+00:00,100,5.5,,18.17,3.08,3.08,6.05,3.67,244.5,,110.0,20.0,278.6,247.3,44.7,23.9,41.3,3.7,3.3,2.92
2011-04-27 19:45:00+00:00,100,6.6,,20.13,3.4,3.4,7.15,3.48,262.0,,110.0,20.0,306.1,265.9,57.3,30.8,51.7,6.9,3.05,3.33
2011-04-27 20:00:00+00:00,100,4.95,,17.35,4.13,4.13,5.5,3.31,287.0,,110.0,20.0,269.8,249.6,29.4,15.1,30.2,2.0,3.51,1.83
2011-04-27 20:15:00+00:00,100,5.1,,16.96,4.05,4.05,5.65,3.19,286.3,,110.0,20.0,284.2,258.0,37.9,19.7,37.6,2.7,3.33,2.07
2011-04-27 20:30:00+00:00,0,6.55,,18.5,2.9,2.9,7.1,3.11,269.5,,110.0,20.0,344.9,283.3,87.1,47.0,76.5,10.2,2.82,3.93
2011-04-27 20:45:00+00:00,100,4.525,,15.93,2.9,2.9,5.07,3.06,272.0,,110.0,20.0,269.9,250.6,28.0,14.3,29.5,1.6,3.52,1.68
2011-04-27 21:00:00+00:00,100,4.55,,15.42,3.75,3.75,5.1,3.04,302.0,,110.0,20.0,281.1,257.7,33.9,17.4,35.1,1.9,3.39,1.79
2011-04-27 21:15:00+00:00,0,6.4,,18.07,3.4,3.4,6.95,3.05,292.0,,110.0,20.0,353.4,295.6,82.3,44.4,74.0,9.3,2.82,3.43
2011-04-27 21:45:00+00:00,100,5.425,,17.47,3.65,3.65,5.97,3.1,297.0,,110.0,20.0,300.1,270.1,43.5,22.5,43.6,3.5,3.22,1.98
2011-04-27 22:00:00+00:00,100,4.15,,14.68,3.4,3.4,4.72,3.13,295.0,,110.0,20.0,270.2,251.7,26.9,13.5,29.2,1.3,3.54,1.51
2011-04-27 22:15:00+00:00,0,6.425,,18.36,3.88,3.88,6.97,3.16,302.0,,110.0,20.0,345.6,295.6,71.8,38.1,67.8,8.1,2.86,2.61
2011-04-27 22:30:00+00:00,100,4.85,,16.42,3.42,3.42,5.4,3.19,299.5,,110.0,20.0,285.9,263.6,32.7,16.3,35.8,2.1,3.38,1.43
2011-04-27 22:45:00+00:00,100,4.475,,15.04,3.25,3.25,5.03,3.21,298.5,,110.0,20.0,286.8,262.7,35.1,17.8,37.2,1.9,3.36,1.62
2011-04-27 23:00:00+00:00,100,6.325,,18.19,3.42,3.42,6.88,3.22,297.0,,110.0,20.0,340.7,292.2,69.5,36.8,65.6,7.6,2.88,2.61
2011-04-27 23:15:00+00:00,100,5.425,,17.17,3.85,3.85,5.97,3.22,309.5,,110.0,20.0,306.9,274.9,46.5,24.0,47.0,3.7,3.16,1.93
2011-04-27 23:30:00+00:00,100,6.3,,18.08,3.75,3.75,6.85,3.21,307.0,,110.0,20.0,346.1,297.0,70.8,37.4,67.6,7.7,2.87,2.46
2011-04-27 23:45:00+00:00,100,4.775,,15.67,3.08,3.08,5.32,3.19,289.5,,110.0,20.0,292.9,265.4,40.0,20.5,40.9,2.5,3.28,1.85
2011-04-28 00:00:00+00:00,100,4.75,,16.52,3.67,3.67,5.3,3.17,296.0,,110.0,20.0,275.5,255.4,29.4,14.7,31.8,1.8,3.48,1.51
2011-04-28 00:15:00+00:00,100,5.3,,17.07,4.05,4.05,5.85,3.14,302.0,,110.0,20.0,298.0,267.6,44.0,22.8,44.0,3.4,3.22,2.02
2011-04-28 00:30:00+00:00,100,4.625,,15.96,2.9,2.9,5.18,3.11,279.5,,110.0,20.0,276.7,255.3,31.2,15.8,33.4,1.8,3.45,1.57
2011-04-28 00:45:00+00:00,100,4.8,,16.42,3.4,3.4,5.35,3.08,284.5,,110.0,20.0,278.7,255.5,33.7,17.2,34.9,2.1,3.42,1.76
2011-04-28 01:00:00+00:00,100,4.8,,16.18,3.4,3.4,5.35,3.05,287.0,,110.0,20.0,282.6,258.0,35.8,18.2,37.3,2.3,3.37,1.73
2011-04-28 01:15:00+00:00,100,4.25,,15.13,3.47,3.47,4.8,3.01,284.5,,110.0,20.0,263.1,244.6,26.9,13.6,28.6,1.3,3.56,1.61
2011-04-28 01:30:00+00:00,100,5.525,,17.38,3.4,3.4,6.07,2.98,274.5,,110.0,20.0,303.4,266.6,52.9,28.2,49.8,4.5,3.14,2.66
2011-04-28 01:45:00+00:00,100,5.35,,16.68,3.4,3.4,5.9,2.95,267.0,,110.0,20.0,305.3,264.5,58.2,31.3,53.1,4.6,3.12,3.15
2011-04-28 02:00:00+00:00,100,4.325,,15.18,3.3,3.3,4.88,2.93,271.0,,110.0,20.0,277.4,245.7,45.1,25.0,38.8,2.4,3.51,4.65
2011-04-28 02:15:00+00:00,100,4.775,,15.65,3.4,3.4,5.32,2.93,284.5,,110.0,20.0,285.7,254.9,44.5,23.1,44.8,2.8,3.28,1.99
2011-04-28 02:30:00+00:00,100,4.875,,15.99,3.05,3.05,5.43,2.94,255.0,,110.0,20.0,277.6,244.0,48.0,25.7,44.7,3.2,3.28,2.86
2011-04-28 02:45:00+00:00,100,4.975,,14.51,2.9,2.9,5.53,2.98,262.0,,110.0,20.0,320.4,260.8,84.7,45.8,75.5,5.8,2.92,3.62
2011-04-28 03:00:00+00:00,100,4.75,,14.84,3.4,3.4,5.3,3.04,279.5,,110.0,20.0,289.2,245.1,62.8,33.5,62.2,4.0,3.12,2.23
2011-04-28 03:15:00+00:00,70,4.5,,15.24,2.22,2.22,5.05,3.13,254.5,,110.0,20.0,262.7,229.6,46.3,25.0,51.9,2.8,3.39,1.61
2011-04-28 03:45:00+00:00,50,5.225,,17.91,3.38,3.38,5.78,3.38,242.0,,110.0,20.0,240.1,196.3,59.8,32.5,66.1,4.9,3.43,1.76
2011-04-28 04:00:00+00:00,70,5.05,,16.93,3.4,3.4,5.6,3.54,237.0,,110.0,20.0,237.4,187.1,67.7,37.2,74.7,5.2,3.35,1.84
2011-04-28 04:15:00+00:00,70,6.05,,20.04,3.75,3.75,6.6,3.72,259.5,,110.0,20.0,248.1,196.8,67.5,37.5,84.3,7.6,3.31,1.37
2011-04-28 04:30:00+00:00,70,6.175,,21.72,3.65,3.65,6.72,3.91,246.0,,110.0,20.0,228.5,186.7,53.8,30.9,71.7,6.6,3.52,1.24
2011-04-28 04:45:00+00:00,70,6.4,,22.0,4.03,4.03,6.95,4.1,244.5,,110.0,20.0,230.2,181.9,62.2,35.0,79.8,7.9,3.44,1.34
2011-04-28 05:00:00+00:00,70,6.7,,21.83,3.45,3.45,7.25,4.28,238.5,,110.0,20.0,251.4,193.2,77.3,44.0,85.5,10.8,3.26,1.85
2011-04-28 05:15:00+00:00,50,6.55,,23.73,4.82,4.82,7.1,4.46,259.5,,110.0,20.0,213.9,168.1,54.7,30.7,80.3,7.4,3.62,1.06
2011-04-28 05:30:00+00:00,70,6.9,,25.1,4.25,4.25,7.45,4.61,263.5,,110.0,20.0,221.9,182.5,45.1,27.9,74.3,7.7,3.64,1.0
2011-04-28 05:45:00+00:00,50,8.425,,30.0,6.57,6.57,8.98,4.75,269.5,,110.0,20.0,217.6,170.0,60.3,32.2,80.8,12.5,3.56,1.16
2011-04-28 06:00:00+00:00,50,8.025,,29.25,6.32,6.32,8.57,4.86,242.5,,110.0,20.0,208.4,162.7,59.6,32.5,70.4,11.4,3.64,1.56
2011-04-28 06:15:00+00:00,100,7.738,4.03,27.22,3.75,3.75,8.3,4.96,215.0,234.5,110.0,20.0,234.9,198.5,46.0,28.2,56.3,9.4,3.52,1.69
2011-04-28 06:30:00+00:00,100,7.65,,27.18,3.97,3.97,8.2,5.04,222.5,,110.0,20.0,229.9,192.6,45.4,29.9,72.3,10.0,3.55,1.0
2011-04-28 06:45:00+00:00,50,7.475,,26.44,6.25,6.25,8.05,5.12,255.0,,110.0,20.0,210.4,157.3,68.8,38.0,82.4,11.4,3.54,1.58
2011-04-28 07:00:00+00:00,70,7.075,,23.47,5.22,5.22,7.63,5.19,259.5,,110.0,20.0,231.0,164.7,84.1,47.6,97.7,12.8,3.32,1.67
2011-04-28 07:15:00+00:00,100,7.5,,22.75,3.95,3.95,8.05,5.26,209.5,,110.0,20.0,277.3,178.5,133.3,73.3,146.8,21.6,3.03,1.95
2011-04-28 07:30:00+00:00,50,7.225,,24.1,6.1,6.1,7.78,5.34,287.0,,110.0,20.0,221.2,157.3,80.4,44.8,99.1,12.5,3.34,1.5
2011-04-28 07:45:00+00:00,100,7.012,3.96,23.8,3.85,3.85,7.55,5.45,197.5,199.5,110.0,20.0,234.3,185.8,51.0,36.6,93.7,10.1,3.4,1.0
2011-04-28 08:00:00+00:00,50,7.65,,25.14,6.25,6.25,8.23,5.56,290.0,,110.0,20.0,230.7,162.1,86.5,48.3,102.9,15.1,3.29,1.56
2011-04-28 08:15:00+00:00,100,7.713,4.46,24.34,3.92,3.92,8.25,5.69,192.0,249.5,110.0,20.0,269.0,195.1,106.4,60.6,105.1,19.0,3.16,2.5
2011-04-28 08:30:00+00:00,70,7.925,,25.18,5.97,5.97,8.48,5.84,290.0,,110.0,20.0,245.0,169.7,94.0,53.0,108.5,17.8,3.18,1.59
2011-04-28 09:00:00+00:00,50,7.725,,23.28,6.3,6.3,8.27,6.15,309.5,,110.0,20.0,261.2,171.2,116.6,65.1,128.7,20.5,3.01,1.82
2011-04-28 09:15:00+00:00,50,7.9,,24.05,6.78,6.78,8.45,6.31,337.5,,110.0,20.0,246.4,165.9,101.7,56.4,119.1,18.7,3.05,1.57
2011-04-28 09:30:00+00:00,70,7.95,,26.07,5.88,5.88,8.5,6.45,292.0,,110.0,20.0,231.9,164.5,78.9,45.3,109.6,15.5,3.28,1.18
2011-04-28 09:45:00+00:00,50,8.3,,26.02,6.53,6.53,8.85,6.58,283.8,,110.0,20.0,250.0,169.6,105.3,58.6,115.3,21.3,3.13,1.85
2011-04-28 10:00:00+00:00,50,8.325,,25.87,6.32,6.32,8.88,6.69,297.0,,110.0,20.0,250.3,170.6,100.4,56.1,113.7,20.7,3.11,1.62
2011-04-28 10:15:00+00:00,50,7.9,,25.64,6.25,6.25,8.45,6.78,291.0,,110.0,20.0,233.9,161.3,90.7,50.9,106.7,16.9,3.25,1.57
2011-04-28 10:30:00+00:00,70,8.125,,24.61,6.0,6.0,8.68,6.84,285.0,,110.0,20.0,263.0,174.6,113.2,63.4,124.7,22.1,3.03,1.76
2011-04-28 10:45:00+00:00,70,7.875,,24.11,6.18,6.18,8.43,6.88,305.0,,110.0,20.0,255.0,169.1,109.1,61.2,121.6,20.1,3.06,1.73
2011-04-28 11:00:00+00:00,0,7.975,4.93,24.57,4.55,4.55,8.52,,222.5,295.0,110.0,20.0,,,,,,,3.08,
2011-04-28 11:15:00+00:00,50,8.05,,23.04,6.25,6.25,8.6,6.9,327.5,,110.0,20.0,287.7,183.4,136.2,76.1,147.1,25.9,2.86,1.89
2011-04-28 11:30:00+00:00,70,7.825,,23.52,5.85,5.85,8.38,6.89,334.5,,110.0,20.0,260.1,174.6,100.5,57.5,124.2,19.0,3.01,1.34
2011-04-28 11:45:00+00:00,50,8.475,,24.56,6.53,6.53,9.02,6.88,348.5,,110.0,20.0,277.0,184.3,115.7,64.4,128.5,24.7,2.9,1.58
2011-04-28 12:00:00+00:00,50,8.275,,25.75,6.35,6.35,8.82,6.86,315.0,,110.0,20.0,249.6,172.4,94.3,52.7,114.4,19.4,3.11,1.39
2011-04-28 12:15:00+00:00,50,8.775,,26.35,7.43,7.43,9.32,6.84,332.5,,110.0,20.0,265.0,179.6,113.0,62.2,122.9,25.3,3.0,1.83
2011-04-28 12:30:00+00:00,50,8.75,,27.03,6.1,6.1,9.4,6.82,316.0,,110.0,20.0,260.9,186.0,90.9,51.3,112.8,21.4,3.09,1.28
2011-04-28 12:45:00+00:00,50,8.975,,27.54,6.25,6.25,9.52,6.8,303.5,,110.0,20.0,264.4,187.2,97.6,54.5,108.9,23.6,3.07,1.56
2011-04-28 13:00:00+00:00,50,9.025,,28.67,6.15,6.15,9.57,6.78,293.5,,110.0,20.0,252.5,185.2,83.2,46.6,105.2,20.7,3.18,1.26
2011-04-28 13:15:00+00:00,50,9.05,,29.15,6.25,6.25,9.6,6.76,286.0,,110.0,20.0,248.9,182.4,84.3,46.9,99.9,20.8,3.22,1.43
2011-04-28 13:30:00+00:00,70,8.9,,28.61,5.75,5.75,9.45,6.74,273.5,,110.0,20.0,251.3,185.5,84.3,47.5,96.2,20.3,3.21,1.56
2011-04-28 13:45:00+00:00,70,8.925,,28.22,5.63,5.63,9.48,6.72,278.5,,110.0,20.0,258.0,190.2,87.9,49.5,96.9,21.3,3.16,1.67
2011-04-28 14:00:00+00:00,100,8.75,,27.18,4.32,4.32,9.3,6.7,274.5,,110.0,20.0,270.3,207.4,83.6,48.9,88.1,20.4,3.11,1.96
2011-04-28 14:15:00+00:00,50,8.7,,27.24,5.93,5.93,9.25,6.68,283.5,,110.0,20.0,259.7,188.9,92.3,50.9,102.8,20.7,3.13,1.63
2011-04-28 14:30:00+00:00,0,8.5,6.22,27.77,6.25,6.25,9.05,,278.5,278.5,110.0,20.0,,,,,,,3.27,
2011-04-28 14:45:00+00:00,100,8.35,,26.85,4.13,4.13,8.9,6.62,269.5,,110.0,20.0,259.6,205.4,72.2,42.5,78.7,16.3,3.22,1.88
2011-04-28 15:00:00+00:00,50,8.375,,26.45,3.35,4.18,8.93,6.59,267.0,,110.0,20.0,266.3,205.9,81.2,46.7,86.2,17.8,3.16,1.94
2011-04-28 15:15:00+00:00,70,8.125,,26.13,4.53,4.53,8.68,6.56,272.0,,110.0,20.0,258.0,201.2,74.2,42.4,88.1,15.4,3.22,1.49
2011-04-28 15:30:00+00:00,70,7.95,,26.57,4.0,4.0,8.5,6.52,274.5,,110.0,20.0,252.4,208.5,56.9,33.8,79.5,12.1,3.34,1.11
2011-04-28 15:45:00+00:00,70,8.425,,28.31,3.63,3.63,9.1,6.48,263.5,,110.0,20.0,253.9,214.5,53.8,31.7,68.2,12.7,3.36,1.33
2011-04-28 16:00:00+00:00,70,8.3,,27.84,3.42,3.42,8.85,6.43,249.5,,110.0,20.0,251.9,210.1,58.1,33.3,67.3,12.7,3.35,1.61
2011-04-28 16:15:00+00:00,50,7.85,,26.69,3.55,4.55,8.4,6.36,247.0,,110.0,20.0,240.6,195.6,60.2,32.7,75.5,11.1,3.4,1.28
2011-04-28 16:30:00+00:00,70,8.025,,26.31,3.42,3.42,8.57,6.28,244.5,,110.0,20.0,260.7,212.7,67.0,37.1,74.0,13.0,3.28,1.74
2011-04-28 16:45:00+00:00,70,7.95,,25.9,3.5,3.5,8.5,6.18,243.5,,110.0,20.0,263.5,213.1,71.0,38.7,74.9,13.1,3.26,1.93
2011-04-28 17:00:00+00:00,70,8.125,,25.66,3.3,3.3,8.68,6.05,243.5,,110.0,20.0,278.5,224.1,77.2,41.5,79.1,14.6,3.16,2.04
2011-04-28 17:15:00+00:00,70,7.85,,25.82,2.92,2.92,8.4,5.89,247.0,,110.0,20.0,270.3,230.9,56.4,30.2,60.5,10.1,3.29,1.75
2011-04-28 17:30:00+00:00,50,8.4,,26.62,3.25,3.25,8.95,5.71,244.5,,110.0,20.0,286.6,240.4,66.1,35.0,64.7,12.9,3.17,2.28
2011-04-28 17:45:00+00:00,50,8.225,,26.81,3.47,3.47,8.77,5.49,247.0,,110.0,20.0,281.1,243.2,54.3,28.7,52.5,10.1,3.26,2.38
2011-04-28 18:00:00+00:00,100,7.825,,27.48,6.53,6.53,8.38,5.25,287.0,,110.0,20.0,260.8,238.0,33.2,16.9,34.5,5.5,3.51,1.73
2011-04-28 18:15:00+00:00,100,8.525,,28.24,4.05,4.05,9.07,4.99,249.5,,110.0,20.0,280.9,248.2,46.9,25.0,43.5,9.4,3.31,2.85
2011-04-28 18:30:00+00:00,100,8.1,,27.14,5.57,5.57,8.65,4.71,259.5,,110.0,20.0,278.5,251.7,38.8,20.3,37.8,7.0,3.35,2.21
2011-04-28 18:45:00+00:00,100,8.175,,26.42,3.42,3.42,8.73,4.43,242.0,,110.0,20.0,290.4,251.2,55.5,29.9,48.8,10.2,3.23,3.88
2011-04-28 19:00:00+00:00,100,5.45,,20.31,3.45,3.45,6.0,4.16,242.0,,110.0,20.0,247.8,231.5,23.6,12.3,23.4,1.9,3.73,2.09
2011-04-28 19:15:00+00:00,100,7.725,,24.33,3.7,3.7,8.27,3.9,247.5,,110.0,20.0,303.1,259.8,61.1,33.3,53.1,10.1,3.15,4.24
2011-04-28 19:30:00+00:00,0,7.675,,23.02,3.25,3.25,8.23,3.67,249.5,,110.0,20.0,319.0,265.6,75.3,40.8,65.1,12.1,3.0,4.34
2011-04-28 19:45:00+00:00,100,4.925,,17.68,3.42,3.42,5.47,3.48,254.5,,110.0,20.0,258.7,240.7,25.9,13.5,25.6,1.7,3.59,2.12
2011-04-28 20:00:00+00:00,0,7.525,,22.49,3.75,3.75,8.07,3.31,262.0,,110.0,20.0,327.1,275.4,73.2,39.8,63.6,11.4,2.99,4.21
2011-04-28 20:15:00+00:00,100,5.575,,18.74,3.42,3.42,6.13,3.19,259.5,,110.0,20.0,277.1,252.2,35.8,18.9,34.3,3.1,3.36,2.43
2011-04-28 20:30:00+00:00,100,4.65,,16.3,3.4,3.4,5.2,3.11,282.0,,110.0,20.0,270.6,251.2,28.3,14.3,30.0,1.7,3.51,1.62
2011-04-28 20:45:00+00:00,100,5.425,,17.61,3.58,3.58,5.97,3.06,292.0,,110.0,20.0,296.2,266.8,42.6,22.1,42.6,3.4,3.25,2.02
2011-04-28 21:00:00+00:00,100,5.375,,17.04,3.4,3.4,5.93,3.04,299.5,,110.0,20.0,304.0,272.9,45.3,23.3,46.1,3.6,3.17,1.87
2011-04-28 21:15:00+00:00,0,6.825,,19.08,3.45,3.45,7.38,3.05,307.0,,110.0,20.0,357.7,302.5,79.2,42.0,74.4,10.1,2.8,2.66
2011-04-28 21:30:00+00:00,100,6.0,,18.43,3.45,3.45,6.55,3.07,312.0,,110.0,20.0,321.2,285.9,51.6,26.3,52.9,5.0,3.07,1.8
2011-04-28 21:45:00+00:00,0,6.975,,19.48,3.25,3.25,7.53,3.1,307.0,,110.0,20.0,363.6,306.6,81.9,43.1,77.9,10.9,2.79,2.48
2011-04-28 22:00:00+00:00,0,6.975,,20.2,3.4,3.4,7.53,3.13,307.0,,110.0,20.0,348.6,299.9,70.4,36.8,68.3,9.3,2.9,2.25
2011-04-28 22:15:00+00:00,0,6.925,,18.84,4.15,4.15,7.47,3.16,324.5,,110.0,20.0,361.0,309.4,74.8,38.9,73.3,9.8,2.72,2.16
2011-04-28 22:30:00+00:00,100,4.725,,15.37,3.4,3.4,5.28,3.19,310.0,,110.0,20.0,297.7,270.2,40.1,20.3,42.6,2.4,3.25,1.61
2011-04-28 23:00:00+00:00,100,3.775,,13.15,3.4,3.4,4.32,3.22,303.0,,110.0,20.0,271.9,251.4,29.6,15.1,31.0,1.2,3.48,1.72
2011-04-28 23:15:00+00:00,100,4.725,,16.66,3.4,3.4,5.28,3.22,292.0,,110.0,20.0,275.0,256.8,26.8,13.1,30.7,1.6,3.53,1.23
2011-04-28 23:30:00+00:00,100,5.175,,17.39,3.4,3.4,5.72,3.21,297.0,,110.0,20.0,287.9,264.8,33.9,16.9,36.9,2.5,3.36,1.46
2011-04-28 23:45:00+00:00,0,6.65,,19.62,4.05,4.05,7.2,3.19,304.5,,110.0,20.0,327.5,287.6,57.8,30.1,56.9,7.0,2.95,2.13
2011-04-29 00:00:00+00:00,0,6.5,,19.03,3.45,3.45,7.05,3.17,302.0,,110.0,20.0,332.5,289.0,62.9,32.9,61.2,7.3,2.93,2.23
2011-04-29 00:15:00+00:00,100,6.15,,18.57,3.65,3.65,6.7,3.14,302.0,,110.0,20.0,322.1,282.3,57.5,30.0,56.3,5.9,3.02,2.18
2011-04-29 00:30:00+00:00,100,6.2,,19.06,3.45,3.45,6.75,3.11,294.5,,110.0,20.0,314.0,277.4,53.0,27.6,52.3,5.6,3.07,2.12
2011-04-29 01:00:00+00:00,0,6.7,,20.68,3.4,3.4,7.25,3.05,274.5,,110.0,20.0,313.4,272.4,58.7,31.3,54.1,7.2,3.09,2.93
2011-04-29 01:15:00+00:00,0,6.7,,20.31,2.9,2.9,7.25,3.01,254.5,,110.0,20.0,304.0,261.5,60.3,32.3,54.0,7.4,3.03,3.46
2011-04-29 01:30:00+00:00,100,5.825,,18.87,3.4,3.4,6.38,2.98,259.5,,110.0,20.0,286.1,255.4,44.1,23.5,41.2,4.1,3.24,2.73
2011-04-29 01:45:00+00:00,100,5.775,,20.53,3.08,3.08,6.32,2.95,257.0,,110.0,20.0,264.2,244.6,28.6,14.7,29.1,2.6,3.56,1.87
2011-04-29 02:00:00+00:00,100,5.05,,18.14,3.72,3.72,5.6,2.93,252.0,,110.0,20.0,256.1,236.9,27.7,14.5,27.1,1.9,3.59,2.19
2011-04-29 02:15:00+00:00,100,5.325,,17.52,3.65,3.65,5.88,2.93,264.5,,110.0,20.0,282.6,251.2,45.2,24.0,43.4,3.6,3.29,2.44
2011-04-29 02:30:00+00:00,100,5.425,,18.02,3.67,3.67,5.97,2.94,269.5,,110.0,20.0,279.5,248.5,44.6,23.4,44.2,3.6,3.32,2.14
2011-04-29 02:45:00+00:00,100,4.25,,15.3,3.72,3.72,4.8,2.98,273.8,,110.0,20.0,249.0,226.9,31.4,16.4,32.5,1.6,3.6,1.89
2011-04-29 03:00:00+00:00,50,5.25,,16.37,3.05,3.05,5.8,3.04,274.5,,110.0,20.0,295.7,250.4,64.6,34.3,64.4,5.0,3.12,2.16
2011-04-29 03:15:00+00:00,70,4.95,,15.54,2.88,2.88,5.5,3.13,267.0,,110.0,20.0,283.3,235.9,66.7,35.6,68.8,4.7,3.14,2.0
2011-04-29 03:30:00+00:00,70,4.85,,16.09,3.05,3.05,5.4,3.24,272.0,,110.0,20.0,258.1,215.5,57.6,30.8,69.8,4.0,3.32,1.34
2011-04-29 03:45:00+00:00,50,4.9,,16.27,3.67,3.67,5.45,3.38,272.5,,110.0,20.0,249.1,198.7,67.3,36.4,76.9,4.8,3.32,1.64
2011-04-29 04:00:00+00:00,50,5.425,,17.81,4.05,4.05,5.97,3.54,288.5,,110.0,20.0,251.0,196.9,70.4,38.2,89.4,6.2,3.28,1.3
2011-04-29 04:15:00+00:00,70,6.1,,19.87,3.47,3.47,6.65,3.72,266.0,,110.0,20.0,256.4,203.3,70.7,39.8,84.6,8.2,3.26,1.52
2011-04-29 04:30:00+00:00,70,5.75,,20.94,3.65,3.65,6.3,3.91,257.5,,110.0,20.0,221.7,183.0,46.3,27.3,71.9,5.2,3.64,1.0
2011-04-29 04:45:00+00:00,70,6.625,,22.17,3.42,3.42,7.18,4.1,239.5,,110.0,20.0,239.8,192.1,62.5,35.7,78.7,8.7,3.35,1.39
2011-04-29 05:15:00+00:00,70,4.85,,19.3,3.72,3.72,5.4,4.46,238.5,,110.0,20.0,186.9,149.3,37.2,23.7,62.4,3.3,3.98,1.09
2011-04-29 05:30:00+00:00,70,6.575,,20.49,3.6,3.6,7.13,4.61,219.5,,110.0,20.0,261.4,181.8,108.0,59.9,116.2,13.7,3.12,2.05
2011-04-29 05:45:00+00:00,70,6.85,,21.66,4.32,4.32,7.43,4.75,269.5,,110.0,20.0,255.9,188.9,81.5,47.2,104.1,12.2,3.16,1.32
2011-04-29 06:00:00+00:00,100,5.675,,16.2,3.4,3.4,6.22,4.86,204.5,,110.0,20.0,280.9,170.3,136.0,75.5,163.2,12.9,2.85,1.53
2011-04-29 06:15:00+00:00,100,5.213,3.86,19.54,3.58,3.58,5.75,4.96,213.0,227.5,110.0,20.0,205.6,163.1,25.6,27.5,68.4,4.3,3.76,1.0
2011-04-29 06:30:00+00:00,0,5.325,4.97,20.02,5.0,5.0,5.88,,275.0,275.0,110.0,20.0,,,,,,,3.76,
2011-04-29 06:45:00+00:00,100,6.938,4.07,24.65,3.78,3.78,7.47,5.12,201.0,235.0,110.0,20.0,221.1,178.2,42.1,32.0,82.4,8.7,3.56,1.0
2011-04-29 07:00:00+00:00,100,7.488,4.66,24.58,3.7,3.7,8.02,5.19,201.3,282.0,110.0,20.0,249.9,196.9,65.1,44.0,81.6,13.5,3.29,1.76
2011-04-29 07:15:00+00:00,100,7.637,4.64,25.48,4.07,4.07,8.18,5.26,212.5,277.0,110.0,20.0,257.5,217.5,56.2,36.1,61.7,11.8,3.34,2.06
2011-04-29 07:30:00+00:00,0,7.4,4.22,25.08,3.95,3.95,7.95,,200.5,264.5,110.0,20.0,,,,,,,3.39,
2011-04-29 07:45:00+00:00,70,7.225,,24.24,4.57,4.57,7.78,5.45,269.5,,110.0,20.0,232.7,173.6,69.2,42.6,89.0,12.2,3.35,1.41
2011-04-29 08:00:00+00:00,70,7.262,5.56,23.41,5.57,5.57,7.8,5.56,278.5,278.5,110.0,20.0,243.7,164.7,92.1,57.4,110.0,15.9,3.23,1.95
2011-04-29 08:15:00+00:00,70,6.875,,23.45,5.53,5.53,7.43,5.69,269.5,,110.0,20.0,215.6,151.7,77.5,44.3,98.5,11.2,3.41,1.46
2011-04-29 08:30:00+00:00,70,6.725,,20.82,5.53,5.53,7.28,5.84,297.5,,110.0,20.0,253.4,161.9,118.9,66.9,131.9,15.9,3.1,1.92
