Time,CS,foF2,foF1,MUFD,fmin,fminF,fxI,FF,foF2p,hF,hF2,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2011-03-13 11:30:00+00:00,100,6.762,4.64,24.69,4.05,4.05,7.3,,6.42,210.0,257.0,110.0,20.0,208.5,160.5,164.3,37.2,40.8,31.7,77.8,8.1,3.66,1.01,0.5
2011-03-13 11:45:00+00:00,100,8.637,4.39,29.4,3.78,3.78,9.2,0.03,6.39,192.5,248.5,110.0,20.0,246.2,157.0,206.6,50.3,31.2,33.5,74.8,14.1,3.41,1.15,1.0
2011-03-13 12:00:00+00:00,0,8.275,4.43,28.97,3.85,3.85,8.82,,,217.0,247.0,110.0,20.0,,,,,,,,,3.5,,
2011-03-13 12:15:00+00:00,70,8.725,,29.94,5.75,5.75,9.3,0.03,6.36,265.0,,110.0,20.0,228.6,,174.6,66.5,,37.8,92.6,15.8,3.43,1.14,
2011-03-13 12:30:00+00:00,70,8.375,,29.65,5.25,5.25,8.93,,6.35,250.0,,110.0,20.0,220.7,,172.8,58.7,,34.4,84.4,13.3,3.54,1.11,
2011-03-13 12:45:00+00:00,70,7.85,,27.66,5.38,5.38,8.4,,6.34,248.5,,110.0,20.0,217.5,,165.5,63.5,,36.4,88.8,12.3,3.52,1.18,
2011-03-13 13:00:00+00:00,70,7.75,,27.14,5.13,5.13,8.3,,6.34,254.5,,110.0,20.0,221.1,,169.9,61.7,,36.0,89.2,11.9,3.5,1.12,
2011-03-13 13:15:00+00:00,70,7.75,,27.03,5.55,5.55,8.38,0.08,6.34,258.5,,110.0,20.0,220.8,,166.5,67.2,,37.9,91.2,12.4,3.49,1.23,
2011-03-13 13:30:00+00:00,100,7.6,,27.74,4.07,4.07,8.15,,6.33,239.5,,110.0,20.0,217.9,,180.5,46.0,,29.0,70.7,9.5,3.65,1.04,
2011-03-13 13:45:00+00:00,0,7.375,4.1,25.23,4.0,4.0,7.93,,,235.0,238.5,110.0,20.0,,,,,,,,,3.42,,
2011-03-13 14:00:00+00:00,50,6.925,,25.49,3.17,4.25,7.47,,6.29,246.0,,110.0,20.0,212.3,,172.1,46.6,,29.0,75.3,7.9,3.68,1.0,
2011-03-13 14:15:00+00:00,50,7.325,,26.17,3.2,4.7,7.88,,6.25,246.0,,110.0,20.0,218.2,,173.4,54.0,,31.4,81.7,9.4,3.57,1.02,
2011-03-13 14:30:00+00:00,50,7.275,,25.54,3.13,3.95,7.82,,6.19,241.0,,110.0,20.0,227.6,,183.2,57.2,,33.8,74.8,10.0,3.51,1.34,
2011-03-13 14:45:00+00:00,50,6.9,,25.32,4.25,6.25,7.45,,6.11,261.0,,110.0,20.0,200.4,,159.2,54.1,,29.6,60.3,7.7,3.67,1.83,
2011-03-13 15:00:00+00:00,50,7.475,,25.33,2.97,4.0,8.02,,6.02,232.0,,110.0,20.0,239.0,,188.1,67.6,,38.2,79.5,11.7,3.39,1.6,
2011-03-13 15:15:00+00:00,70,7.975,,27.64,3.55,3.55,8.55,0.03,5.9,243.5,,110.0,20.0,239.7,,201.0,52.6,,30.5,65.8,10.8,3.47,1.37,
2011-03-13 15:30:00+00:00,70,7.85,,28.4,3.4,3.4,8.45,0.05,5.76,231.0,,110.0,20.0,228.0,,195.1,45.1,,25.9,56.2,9.0,3.62,1.36,
2011-03-13 15:45:00+00:00,70,7.875,,29.84,3.2,3.2,8.45,0.03,5.61,226.0,,110.0,20.0,219.4,,194.9,33.8,,19.6,44.0,7.0,3.79,1.21,
2011-03-13 16:00:00+00:00,50,7.45,,28.39,2.45,3.7,8.0,,5.45,213.5,,110.0,20.0,212.9,,184.6,39.1,,21.5,45.9,6.6,3.81,1.48,
2011-03-13 16:15:00+00:00,70,6.775,,24.3,3.38,3.38,7.32,,5.27,206.0,,110.0,20.0,228.5,,187.9,57.1,,30.9,56.6,7.6,3.59,2.34,
2011-03-13 16:30:00+00:00,50,6.625,,23.88,3.25,4.07,7.18,,5.08,222.0,,110.0,20.0,231.5,,197.2,48.3,,25.7,49.9,6.1,3.6,1.99,
2011-03-13 16:45:00+00:00,50,6.225,,22.17,3.25,4.07,6.78,,4.89,226.0,,110.0,20.0,240.5,,210.2,43.0,,23.1,42.0,4.7,3.56,2.38,
2011-03-13 17:00:00+00:00,0,,,,2.97,,,,,,,,,,,,,,,,,,,
2011-03-13 17:15:00+00:00,0,,,,3.25,,,,,,,,,,,,,,,,,,,
2011-03-13 17:30:00+00:00,100,4.775,,16.11,2.88,4.05,5.32,,4.3,282.0,,110.0,20.0,273.1,,244.3,41.4,,21.8,41.2,2.6,3.38,2.13,
2011-03-13 17:45:00+00:00,100,4.325,,14.7,3.33,3.33,4.88,,4.11,262.0,,110.0,20.0,270.1,,243.9,37.7,,19.9,37.0,2.0,3.4,2.22,
2011-03-13 18:00:00+00:00,100,4.475,,14.57,2.15,2.15,5.03,,3.93,244.5,,110.0,20.0,282.3,,246.0,51.6,,27.8,46.0,2.9,3.26,3.56,
2011-03-13 18:15:00+00:00,100,4.2,,13.84,2.65,2.65,4.75,,3.76,257.0,,110.0,20.0,280.7,,250.0,43.9,,23.6,40.2,2.2,3.29,3.1,
2011-03-13 18:30:00+00:00,100,3.75,,12.86,3.47,3.47,4.3,,3.6,311.0,,110.0,20.0,272.5,,248.9,34.0,,17.6,34.8,1.3,3.43,1.89,
2011-03-13 18:45:00+00:00,100,3.875,,13.18,3.4,3.4,4.43,,3.45,303.5,,110.0,20.0,276.4,,252.2,35.0,,18.1,35.9,1.5,3.4,1.87,
2011-03-13 19:15:00+00:00,100,3.625,,11.97,3.3,3.3,4.18,,3.19,320.0,,110.0,20.0,286.6,,259.0,39.7,,20.7,40.5,1.4,3.3,1.93,
2011-03-13 19:30:00+00:00,100,3.85,,10.67,2.8,2.8,4.4,,3.08,318.0,,110.0,20.0,348.9,,295.6,76.5,,40.4,74.9,3.1,2.77,2.25,
2011-03-13 20:00:00+00:00,100,3.7,,10.49,3.33,3.33,4.25,,2.89,395.0,,110.0,20.0,349.6,,298.2,73.9,,38.7,74.0,2.8,2.83,2.07,
2011-03-13 21:00:00+00:00,100,3.775,,11.08,3.53,3.53,4.32,,2.68,414.5,,110.0,20.0,330.3,,289.7,58.5,,30.0,61.1,2.3,2.93,1.76,
2011-03-13 21:15:00+00:00,100,3.9,,10.95,2.08,2.08,4.45,,2.66,319.5,,110.0,20.0,350.4,,299.0,73.9,,38.9,72.9,3.1,2.81,2.18,
2011-03-13 22:45:00+00:00,100,3.875,,12.0,3.28,3.28,4.43,,2.87,328.5,,110.0,20.0,312.6,,277.2,50.9,,26.6,50.9,2.1,3.1,2.07,
2011-03-13 23:00:00+00:00,100,3.875,,12.32,3.28,3.28,4.43,,2.94,317.5,,110.0,20.0,302.9,,271.2,45.7,,23.9,45.6,1.9,3.18,2.08,
2011-03-13 23:15:00+00:00,100,3.9,,12.59,3.3,3.3,4.45,,3.02,307.5,,110.0,20.0,296.5,,266.9,42.5,,22.3,42.2,1.8,3.23,2.13,
2011-03-13 23:30:00+00:00,100,3.8,,12.8,3.3,3.3,4.35,,3.09,295.0,,110.0,20.0,281.8,,257.7,34.6,,18.1,34.5,1.4,3.37,2.1,
2011-03-13 23:45:00+00:00,100,3.825,,12.69,3.25,3.25,4.38,,3.15,292.5,,110.0,20.0,285.9,,259.9,37.3,,19.6,36.9,1.5,3.32,2.16,
2011-03-14 00:00:00+00:00,100,3.8,,12.03,2.83,2.83,4.35,,3.2,280.0,,110.0,20.0,301.2,,266.7,49.4,,26.6,45.9,2.0,3.17,2.89,
2011-03-14 00:15:00+00:00,100,3.725,,11.43,3.33,3.33,4.28,,3.23,336.0,,110.0,20.0,316.7,,279.1,54.0,,28.2,54.3,2.1,3.07,2.03,
2011-03-14 00:30:00+00:00,100,3.625,,11.63,3.33,3.33,4.2,0.03,3.23,330.0,,110.0,20.0,297.9,,267.1,44.3,,23.2,44.5,1.6,3.21,2.05,
2011-03-14 00:45:00+00:00,100,3.4,,11.14,2.83,2.83,4.0,0.05,3.21,298.5,,110.0,20.0,290.1,,261.5,41.1,,21.6,41.0,1.3,3.28,2.11,
2011-03-14 01:00:00+00:00,100,3.475,,10.33,3.35,3.35,4.03,,3.17,400.0,,110.0,20.0,326.8,,283.9,61.6,,32.3,61.7,2.1,2.97,2.07,
2011-03-14 01:15:00+00:00,100,3.325,,10.89,2.83,2.83,3.88,,3.1,328.0,,110.0,20.0,290.7,,263.1,39.6,,20.2,42.1,1.2,3.28,1.67,
2011-03-14 04:15:00+00:00,50,3.225,,10.79,2.95,2.95,3.78,,3.23,317.0,,110.0,20.0,258.4,,222.0,49.3,,26.3,54.3,1.5,3.35,1.74,
2011-03-14 04:30:00+00:00,70,3.925,,12.92,2.85,2.85,4.47,,3.42,263.5,,110.0,20.0,259.8,,211.0,67.7,,36.8,70.1,3.1,3.29,2.09,
2011-03-14 04:45:00+00:00,70,4.7,,16.28,2.92,2.92,5.25,,3.63,238.5,,110.0,20.0,239.6,,195.8,60.0,,32.9,65.2,4.0,3.46,1.87,
2011-03-14 05:00:00+00:00,70,5.225,,19.36,3.08,3.08,5.78,,3.85,226.0,,110.0,20.0,217.7,,183.8,45.1,,25.3,54.8,3.9,3.71,1.47,
2011-03-14 05:15:00+00:00,70,6.025,,20.96,3.25,3.25,6.57,,4.06,224.5,,110.0,20.0,229.1,,187.3,56.2,,31.4,65.6,6.3,3.48,1.6,
2011-03-14 05:30:00+00:00,70,6.175,,23.7,3.08,3.08,6.72,,4.27,227.0,,110.0,20.0,210.6,,184.6,33.1,,20.2,50.5,4.5,3.84,1.0,
2011-03-14 05:45:00+00:00,70,6.25,,24.1,3.22,3.22,6.8,,4.47,226.0,,110.0,20.0,207.5,,180.2,34.2,,21.1,53.0,4.8,3.86,1.0,
2011-03-14 06:00:00+00:00,70,6.65,,24.88,3.38,3.38,7.2,,4.65,229.5,,110.0,20.0,213.7,,182.1,40.4,,24.5,59.0,6.2,3.74,1.08,
2011-03-14 06:15:00+00:00,70,6.675,,24.82,3.53,3.53,7.22,,4.83,229.5,,110.0,20.0,212.2,,178.6,42.5,,25.9,62.7,6.6,3.72,1.08,
2011-03-14 06:30:00+00:00,100,6.313,3.69,24.56,3.35,3.35,6.85,,4.99,215.0,224.5,110.0,20.0,202.4,159.8,175.1,27.4,26.5,21.0,51.8,4.9,3.9,1.0,0.5
2011-03-14 06:45:00+00:00,70,6.625,,26.28,3.72,3.72,7.18,,5.14,237.0,,110.0,20.0,202.4,,175.4,29.4,,20.3,57.0,5.4,3.97,1.0,
2011-03-14 07:00:00+00:00,70,6.475,,23.45,4.03,4.03,7.03,,5.28,231.0,,110.0,20.0,211.5,,166.0,56.3,,33.6,76.4,7.8,3.62,1.32,
2011-03-14 07:15:00+00:00,0,6.575,3.65,23.24,3.45,3.45,7.13,,,202.5,227.5,110.0,20.0,,,,,,,,,3.54,,
2011-03-14 07:30:00+00:00,100,6.913,4.09,24.95,3.6,3.6,7.53,0.08,5.56,194.5,235.0,110.0,20.0,216.8,154.0,176.9,42.3,29.1,30.7,75.7,8.2,3.62,1.03,0.19
2011-03-14 07:45:00+00:00,100,6.832,4.26,23.11,3.55,3.55,7.38,,5.69,192.0,212.0,110.0,20.0,231.6,161.6,175.6,69.6,14.9,42.3,85.1,10.6,3.39,1.79,0.5
2011-03-14 08:00:00+00:00,0,6.475,4.25,23.43,3.92,3.92,7.03,,,221.0,239.5,110.0,20.0,,,,,,,,,3.62,,
2011-03-14 08:15:00+00:00,70,5.9,,22.04,4.63,4.63,6.45,,5.95,247.0,,110.0,20.0,192.7,,144.4,51.7,,31.5,85.2,6.1,3.73,1.06,
2011-03-14 08:30:00+00:00,0,6.775,6.13,22.1,6.15,6.15,7.32,,,318.8,320.6,110.0,20.0,,,,,,,,,3.26,,
2011-03-14 08:45:00+00:00,70,7.3,,24.03,4.68,4.68,7.85,,6.19,274.5,,110.0,20.0,237.5,,176.7,70.9,,43.2,94.8,12.7,3.29,1.29,
2011-03-14 09:00:00+00:00,50,7.8,,25.93,6.13,6.13,8.35,,6.29,273.5,,110.0,20.0,230.6,,164.7,83.7,,46.6,99.0,15.2,3.32,1.57,
2011-03-14 09:15:00+00:00,0,8.0,4.65,27.07,4.25,4.25,8.55,,,242.0,264.5,110.0,20.0,,,,,,,,,3.38,,
2011-03-14 09:30:00+00:00,50,7.975,,27.89,6.22,6.22,8.52,,6.44,258.5,,110.0,20.0,216.0,,158.6,72.4,,40.3,90.8,13.8,3.5,1.43,
2011-03-14 09:45:00+00:00,50,7.875,,27.61,6.13,6.13,8.43,,6.49,253.5,,110.0,20.0,214.9,,157.5,72.0,,40.3,90.4,13.4,3.51,1.44,
2011-03-14 10:00:00+00:00,50,7.475,,26.69,6.28,6.28,8.02,,6.52,242.0,,110.0,20.0,205.8,,151.0,71.0,,39.5,83.3,11.8,3.57,1.69,
2011-03-14 10:15:00+00:00,0,7.575,4.6,25.31,4.3,4.3,8.13,,,223.8,252.0,110.0,20.0,,,,,,,,,3.34,,
2011-03-14 10:30:00+00:00,50,8.025,,24.2,7.28,7.28,8.57,,6.53,365.0,,110.0,20.0,248.9,,170.0,102.4,,56.5,115.7,19.3,3.02,1.71,
2011-03-14 10:45:00+00:00,50,8.275,,26.93,6.3,6.3,8.9,0.08,6.51,302.0,,110.0,20.0,236.7,,168.7,82.4,,45.9,109.9,17.0,3.25,1.22,
2011-03-14 11:00:00+00:00,0,8.725,6.15,28.36,6.18,6.18,9.27,,,274.5,274.5,110.0,20.0,,,,,,,,,3.25,,
2011-03-14 11:15:00+00:00,0,8.9,4.32,29.22,4.15,4.15,9.45,,,205.0,253.5,110.0,20.0,,,,,,,,,3.28,,
2011-03-14 11:30:00+00:00,0,8.975,4.2,30.56,4.0,4.0,9.52,,,206.0,234.5,110.0,20.0,,,,,,,,,3.4,,
2011-03-14 11:45:00+00:00,50,9.275,,31.92,6.15,6.15,9.82,,6.39,262.0,,110.0,20.0,227.4,,174.3,65.8,,36.9,93.0,17.4,3.44,1.09,
2011-03-14 12:00:00+00:00,70,9.225,,31.62,5.97,5.97,9.77,,6.37,258.5,,110.0,20.0,229.5,,175.8,67.6,,38.1,90.2,17.7,3.43,1.21,
2011-03-14 12:15:00+00:00,100,9.025,,31.74,4.03,4.03,9.57,,6.36,247.0,,110.0,20.0,232.3,,194.9,47.9,,29.6,67.6,13.7,3.52,1.15,
2011-03-14 12:30:00+00:00,0,9.325,4.07,32.56,3.95,3.95,9.88,,,220.0,248.5,110.0,20.0,,,,,,,,,3.49,,
2011-03-14 12:45:00+00:00,0,8.7,4.3,32.26,4.2,4.2,9.25,,,255.0,239.5,110.0,20.0,,,,,,,,,3.71,,
2011-03-14 13:00:00+00:00,100,7.238,4.36,26.91,3.85,3.85,7.78,,6.34,226.0,234.5,110.0,20.0,212.1,165.1,180.2,39.2,36.3,27.1,52.6,8.0,3.72,1.52,0.66
2011-03-14 13:15:00+00:00,70,8.163,4.39,25.6,3.58,4.25,8.7,,6.34,235.0,244.5,110.0,20.0,264.4,173.2,199.7,82.5,26.7,49.3,97.2,17.6,3.14,1.82,0.5
2011-03-14 13:30:00+00:00,0,8.475,6.1,29.05,6.13,6.13,9.02,,,263.5,263.5,110.0,20.0,,,,,,,,,3.43,,
2011-03-14 13:45:00+00:00,100,8.063,3.96,28.92,3.47,3.47,8.63,0.03,6.32,206.0,252.0,110.0,20.0,233.5,168.0,203.1,36.9,24.9,24.5,54.9,9.2,3.59,1.14,0.5
2011-03-14 14:00:00+00:00,70,7.275,,27.26,3.92,3.92,7.82,,6.29,249.5,,110.0,20.0,215.4,,183.4,36.6,,24.2,63.7,7.6,3.75,1.0,
2011-03-14 14:15:00+00:00,70,7.7,,28.22,4.03,4.03,8.25,,6.25,243.5,,110.0,20.0,219.1,,185.1,42.0,,26.1,65.9,8.9,3.66,1.0,
2011-03-14 14:30:00+00:00,70,7.725,,27.03,3.47,3.47,8.27,,6.19,225.0,,110.0,20.0,232.3,,190.6,56.4,,33.2,66.7,11.0,3.5,1.63,
2011-03-14 14:45:00+00:00,70,7.9,,27.25,3.92,3.92,8.45,,6.11,238.5,,110.0,20.0,235.4,,190.5,59.8,,34.6,73.2,11.9,3.45,1.48,
2011-03-14 15:00:00+00:00,70,7.925,,27.91,3.4,3.4,8.48,,6.02,235.0,,110.0,20.0,233.4,,197.3,48.2,,28.3,63.1,10.1,3.52,1.26,
2011-03-14 15:15:00+00:00,70,8.25,,28.73,3.42,3.42,8.8,,5.9,237.0,,110.0,20.0,237.7,,199.9,51.8,,29.7,63.2,11.3,3.48,1.43,
2011-03-14 15:30:00+00:00,70,7.825,,29.68,3.22,3.22,8.45,0.08,5.76,229.5,,110.0,20.0,218.5,,195.0,31.7,,18.9,45.3,6.8,3.79,1.03,
2011-03-14 15:45:00+00:00,100,7.25,,28.35,2.78,2.78,7.8,,5.61,218.5,,110.0,20.0,212.0,,191.7,27.4,,16.2,37.8,5.1,3.91,1.09,
2011-03-14 16:00:00+00:00,70,6.15,,24.53,3.25,3.25,6.7,,5.45,213.5,,110.0,20.0,203.1,,180.6,29.4,,17.0,42.2,3.8,3.99,1.02,
2011-03-14 16:15:00+00:00,70,7.8,,27.22,3.25,3.25,8.35,,5.27,218.5,,110.0,20.0,240.5,,202.1,54.2,,29.3,57.6,9.6,3.49,1.86,
2011-03-14 16:30:00+00:00,50,7.775,,27.93,3.35,3.35,8.32,,5.08,217.0,,110.0,20.0,237.4,,202.4,50.0,,27.0,49.8,8.7,3.59,2.23,
2011-03-14 16:45:00+00:00,70,6.925,,25.69,2.47,2.47,7.47,,4.89,207.0,,110.0,20.0,229.6,,204.2,36.2,,19.3,35.4,4.9,3.71,2.35,
2011-03-14 17:00:00+00:00,50,6.325,,22.52,2.83,2.83,6.88,,4.69,204.5,,110.0,20.0,238.0,,206.3,44.9,,24.1,40.2,5.0,3.56,3.47,
2011-03-14 17:15:00+00:00,100,4.825,,17.81,2.45,2.45,5.38,,4.49,204.5,,110.0,20.0,230.5,,203.5,38.3,,20.7,33.9,2.5,3.69,3.73,
2011-03-14 17:30:00+00:00,100,4.775,,16.92,3.42,3.42,5.32,,4.3,239.5,,110.0,20.0,253.9,,229.9,34.3,,18.5,31.5,2.2,3.54,3.06,
2011-03-14 17:45:00+00:00,100,4.925,,16.43,3.33,3.33,5.47,,4.11,251.0,,110.0,20.0,277.9,,246.1,45.5,,24.6,41.2,3.1,3.34,3.32,
2011-03-14 18:00:00+00:00,100,4.25,,15.65,3.25,3.25,4.8,,3.93,243.5,,110.0,20.0,246.1,,230.0,23.2,,12.2,23.0,1.2,3.68,2.15,
2011-03-14 18:15:00+00:00,0,4.525,,13.63,3.0,3.0,5.07,,,254.5,,110.0,20.0,,,,,,,,,3.01,,
2011-03-14 18:30:00+00:00,100,4.25,,13.65,3.25,3.25,4.8,,3.6,286.0,,110.0,20.0,292.0,,261.3,44.3,,23.2,44.0,2.2,3.21,2.1,
2011-03-14 18:45:00+00:00,100,4.25,,14.46,3.42,3.42,4.8,,3.45,278.5,,110.0,20.0,276.2,,251.3,35.9,,18.9,35.5,1.8,3.4,2.16,
2011-03-14 19:00:00+00:00,100,4.225,,14.3,3.4,3.4,4.78,,3.31,279.5,,110.0,20.0,276.7,,252.7,34.5,,18.0,34.6,1.7,3.38,2.04,
2011-03-14 19:15:00+00:00,100,3.1,,11.42,1.92,1.92,3.65,,3.19,234.5,,110.0,20.0,244.9,,225.0,28.4,,15.0,28.3,0.8,3.68,2.14,
2011-03-14 19:30:00+00:00,100,4.175,,13.59,3.28,3.28,4.72,,3.08,279.5,,110.0,20.0,290.1,,260.6,42.4,,22.5,40.9,2.1,3.26,2.39,
2011-03-14 19:45:00+00:00,100,4.3,,13.18,3.58,3.58,4.85,,2.98,303.0,,110.0,20.0,323.3,,280.5,61.4,,32.7,58.6,3.2,3.07,2.51,
2011-03-14 20:00:00+00:00,100,3.725,,12.62,2.8,2.8,4.28,,2.89,267.5,,110.0,20.0,276.6,,251.8,35.5,,19.0,33.7,1.4,3.39,2.6,
2011-03-14 21:15:00+00:00,100,3.475,,10.46,2.88,2.88,4.03,,2.66,324.5,,110.0,20.0,323.3,,281.9,59.5,,31.4,58.9,2.0,3.01,2.17,
2011-03-14 22:00:00+00:00,100,3.2,,9.67,1.88,1.88,3.75,,2.7,292.0,,110.0,20.0,317.8,,274.7,61.5,,32.9,58.1,1.8,3.02,2.7,
2011-03-14 22:15:00+00:00,100,3.2,,9.83,2.95,2.95,3.75,,2.74,367.0,,110.0,20.0,312.3,,276.8,50.9,,26.4,52.8,1.4,3.07,1.84,
2011-03-14 22:30:00+00:00,100,3.3,,10.06,2.97,2.97,3.85,,2.8,363.0,,110.0,20.0,317.3,,280.1,53.4,,27.7,55.1,1.6,3.05,1.86,
2011-03-14 22:45:00+00:00,100,3.35,,9.27,3.25,3.25,3.95,0.05,2.87,455.0,,110.0,20.0,347.4,,297.6,71.4,,37.4,72.2,2.2,2.77,2.01,
2011-03-14 23:30:00+00:00,100,3.25,,9.76,2.85,2.85,3.8,,3.09,374.5,,110.0,20.0,324.2,,285.5,55.6,,28.4,59.3,1.6,3.0,1.66,
2011-03-14 23:45:00+00:00,100,3.55,,9.66,3.45,3.45,4.1,,3.15,472.5,,110.0,20.0,349.9,,299.9,71.9,,37.5,72.8,2.5,2.72,1.98,
2011-03-15 00:00:00+00:00,100,3.55,,10.23,3.42,3.42,4.1,,3.2,422.5,,110.0,20.0,333.4,,289.3,63.4,,33.1,64.0,2.2,2.88,2.01,
2011-03-15 00:45:00+00:00,100,3.675,,10.73,2.17,2.17,4.22,,3.21,312.0,,110.0,20.0,336.0,,290.3,65.7,,34.3,66.1,2.5,2.92,2.03,
2011-03-15 01:30:00+00:00,100,3.6,,10.81,3.33,3.33,4.15,,3.03,371.0,,110.0,20.0,323.4,,281.6,60.1,,31.5,60.4,2.2,3.0,2.04,
2011-03-15 02:30:00+00:00,100,3.6,,11.61,3.42,3.42,4.15,,2.72,345.0,,110.0,20.0,292.2,,260.6,45.4,,23.8,45.8,1.6,3.22,2.02,
2011-03-15 03:00:00+00:00,100,3.575,,11.54,3.35,3.35,4.13,,2.68,332.5,,110.0,20.0,291.3,,258.4,47.3,,24.8,47.5,1.7,3.23,2.05,
2011-03-15 03:15:00+00:00,100,3.575,,11.81,2.1,2.1,4.13,,2.72,247.0,,110.0,20.0,281.3,,247.6,48.1,,25.7,44.8,1.7,3.3,2.84,
2011-03-15 04:30:00+00:00,50,3.875,,13.97,3.3,3.3,4.43,,3.42,250.0,,110.0,20.0,228.9,,194.6,47.3,,25.7,49.7,2.1,3.6,2.02,
2011-03-15 04:45:00+00:00,70,4.45,,16.1,2.97,2.97,5.0,,3.63,221.0,,110.0,20.0,223.0,,184.3,53.3,,29.2,55.8,3.2,3.62,2.07,
2011-03-15 05:00:00+00:00,70,4.9,,18.2,3.22,3.22,5.45,,3.85,218.5,,110.0,20.0,213.1,,176.7,48.7,,27.1,55.0,3.6,3.71,1.76,
2011-03-15 05:15:00+00:00,70,5.325,,19.36,2.97,2.97,5.88,,4.06,214.5,,110.0,20.0,217.2,,177.0,54.4,,30.7,61.0,4.8,3.64,1.82,
2011-03-15 05:30:00+00:00,70,5.7,,21.01,3.25,3.25,6.25,,4.27,221.0,,110.0,20.0,213.8,,176.2,49.3,,28.4,61.5,5.2,3.69,1.46,
2011-03-15 05:45:00+00:00,70,6.2,,21.98,3.25,3.25,6.75,,4.47,223.5,,110.0,20.0,224.0,,180.3,58.3,,33.4,68.8,7.1,3.55,1.64,
2011-03-15 06:00:00+00:00,70,6.5,,23.62,3.3,3.3,7.05,,4.65,223.5,,110.0,20.0,219.7,,180.5,51.9,,30.5,65.0,7.2,3.63,1.46,
2011-03-15 06:15:00+00:00,100,6.675,,24.4,3.25,3.25,7.22,,4.83,226.0,,110.0,20.0,218.9,,183.2,45.3,,27.4,63.9,7.0,3.66,1.17,
2011-03-15 06:30:00+00:00,70,6.825,,25.17,3.85,3.85,7.38,,4.99,228.5,,110.0,20.0,213.1,,173.6,50.7,,30.1,67.7,7.8,3.69,1.31,
2011-03-15 06:45:00+00:00,70,6.7,,24.18,3.95,3.95,7.25,,5.14,232.0,,110.0,20.0,214.9,,171.6,54.6,,32.5,73.1,8.1,3.61,1.33,
2011-03-15 07:00:00+00:00,70,5.85,,23.61,3.92,3.92,6.4,,5.28,228.8,,110.0,20.0,187.9,,155.5,31.8,,21.6,61.1,4.4,4.04,1.0,
2011-03-15 07:15:00+00:00,70,6.7,,23.78,4.53,4.53,7.25,,5.42,245.0,,110.0,20.0,215.6,,164.8,61.0,,35.8,87.0,8.9,3.55,1.19,
2011-03-15 07:30:00+00:00,70,6.6,,22.45,4.8,4.8,7.15,,5.56,247.0,,110.0,20.0,224.6,,162.7,78.8,,44.8,91.1,10.5,3.4,1.74,
2011-03-15 07:45:00+00:00,50,7.1,,25.39,6.28,6.28,7.65,,5.69,262.5,,110.0,20.0,206.7,,154.9,67.7,,37.6,78.1,10.2,3.58,1.74,
2011-03-15 08:00:00+00:00,100,6.713,4.18,25.2,3.58,3.58,7.25,,5.82,211.0,242.0,110.0,20.0,212.2,168.6,180.5,29.8,21.2,23.9,58.9,6.3,3.76,1.0,0.5
2011-03-15 08:45:00+00:00,70,6.85,,21.59,4.5,4.5,7.4,,6.19,249.5,,110.0,20.0,251.6,,171.1,101.9,,58.8,111.3,14.7,3.15,1.9,
2011-03-15 09:00:00+00:00,50,6.9,,24.03,6.35,6.35,7.45,,6.29,306.0,,110.0,20.0,199.4,,147.5,64.9,,36.1,83.0,9.3,3.48,1.44,
2011-03-15 09:15:00+00:00,50,8.075,,27.74,6.4,6.4,8.63,,6.38,281.0,,110.0,20.0,219.4,,160.6,72.0,,39.8,99.6,14.0,3.43,1.19,
2011-03-15 09:30:00+00:00,70,8.375,,30.28,4.68,4.68,8.93,,6.44,284.5,,110.0,20.0,230.6,,193.2,39.3,,27.3,69.3,11.3,3.62,1.0,
2011-03-15 09:45:00+00:00,50,8.675,,29.09,6.38,6.38,9.23,,6.49,254.5,,110.0,20.0,224.5,,165.2,74.7,,41.3,94.7,16.8,3.35,1.35,
2011-03-15 10:00:00+00:00,70,8.7,,29.18,5.25,5.25,9.25,,6.52,254.5,,110.0,20.0,235.5,,178.0,73.3,,42.5,85.0,17.5,3.35,1.62,
2011-03-15 10:15:00+00:00,50,8.275,,28.19,6.3,6.3,8.82,,6.53,264.5,,110.0,20.0,222.0,,161.6,75.8,,42.1,94.8,15.5,3.41,1.41,
2011-03-15 10:30:00+00:00,70,8.9,,28.97,6.05,6.05,9.45,,6.53,268.5,,110.0,20.0,243.4,,177.3,83.8,,47.0,97.9,20.1,3.26,1.51,
2011-03-15 10:45:00+00:00,100,8.775,,29.86,4.53,4.53,9.32,,6.51,256.0,,110.0,20.0,237.7,,189.8,61.1,,37.4,74.9,16.0,3.4,1.53,
2011-03-15 11:00:00+00:00,70,8.85,,29.73,6.05,6.05,9.4,,6.48,253.5,,110.0,20.0,232.2,,171.3,78.0,,43.7,91.5,18.4,3.36,1.55,
2011-03-15 11:15:00+00:00,50,8.575,,28.51,6.3,6.3,9.13,,6.45,255.0,,110.0,20.0,234.1,,168.0,86.5,,48.0,96.4,18.8,3.33,1.76,
2011-03-15 11:30:00+00:00,70,8.275,,27.28,5.1,5.1,8.82,,6.42,258.5,,110.0,20.0,240.8,,177.8,80.4,,46.6,89.3,17.2,3.3,1.77,
2011-03-15 11:45:00+00:00,50,8.3,,28.15,6.05,6.05,8.88,0.03,6.39,265.0,,110.0,20.0,226.2,,166.3,74.2,,41.6,96.2,15.5,3.39,1.31,
