Time,CS,foF2,foF1,MUFD,fmin,fminF,fxI,FF,foF2p,hF,hF2,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2011-03-07 01:45:00+00:00,100,3.475,,9.75,1.85,1.85,4.03,,2.94,322.0,,110.0,20.0,351.2,,296.5,78.5,,41.4,77.5,2.6,2.81,2.19,
2011-03-07 02:00:00+00:00,100,3.55,,10.07,2.28,2.28,4.13,0.03,2.85,330.0,,110.0,20.0,346.4,,293.3,76.1,,40.1,75.2,2.7,2.84,2.18,
2011-03-07 02:15:00+00:00,100,3.55,,10.53,3.22,3.22,4.13,0.03,2.78,385.0,,110.0,20.0,325.0,,283.3,60.0,,30.9,62.4,2.1,2.96,1.8,
2011-03-07 02:30:00+00:00,100,3.55,,10.65,3.4,3.4,4.13,0.03,2.72,390.0,,110.0,20.0,320.9,,278.4,61.1,,32.0,61.3,2.1,3.0,2.05,
2011-03-07 02:45:00+00:00,100,3.5,,9.87,3.4,3.4,4.07,0.03,2.68,442.5,,110.0,20.0,334.5,,286.5,68.9,,36.0,69.6,2.3,2.82,2.0,
2011-03-07 03:00:00+00:00,100,3.0,,10.69,2.13,2.13,3.55,,2.68,242.5,,110.0,20.0,254.1,,231.8,31.9,,17.2,29.8,0.8,3.56,2.85,
2011-03-07 03:30:00+00:00,100,3.35,,9.89,2.17,2.17,3.9,,2.8,254.5,,110.0,20.0,325.2,,262.8,88.3,,48.5,74.4,2.8,2.95,5.13,
2011-03-07 03:45:00+00:00,100,3.3,,10.55,3.1,3.1,3.85,,2.91,340.0,,110.0,20.0,288.8,,252.7,51.5,,27.1,52.4,1.6,3.2,2.01,
2011-03-07 04:00:00+00:00,100,3.4,,11.39,2.75,2.75,3.95,,3.06,272.5,,110.0,20.0,268.7,,237.1,44.8,,23.9,45.0,1.5,3.35,2.15,
2011-03-07 04:15:00+00:00,100,3.375,,11.84,2.1,2.1,3.97,0.05,3.23,233.5,,110.0,20.0,249.8,,218.7,44.1,,23.9,40.8,1.4,3.51,3.06,
2011-03-07 04:30:00+00:00,70,3.9,,13.39,2.1,2.1,4.45,,3.42,223.5,,110.0,20.0,251.7,,211.6,57.0,,30.8,51.1,2.5,3.43,3.48,
2011-03-07 04:45:00+00:00,70,4.6,,15.81,2.1,2.1,5.15,,3.63,216.0,,110.0,20.0,244.2,,198.5,64.6,,35.1,61.3,4.0,3.44,2.76,
2011-03-07 05:00:00+00:00,70,5.275,,18.97,2.97,2.97,5.82,,3.85,221.0,,110.0,20.0,227.9,,190.6,51.1,,28.0,56.4,4.3,3.6,1.78,
2011-03-07 05:15:00+00:00,70,5.75,,21.56,2.72,2.72,6.3,,4.06,212.5,,110.0,20.0,214.7,,184.0,42.3,,23.9,48.3,4.4,3.75,1.68,
2011-03-07 05:30:00+00:00,70,5.8,,22.22,2.88,2.88,6.35,,4.27,215.0,,110.0,20.0,208.1,,180.3,37.1,,21.7,47.8,4.2,3.83,1.33,
2011-03-07 05:45:00+00:00,70,5.825,,23.2,3.2,3.2,6.38,,4.47,215.0,,110.0,20.0,198.8,,174.1,30.3,,18.5,47.6,3.8,3.98,1.0,
2011-03-07 06:00:00+00:00,100,6.4,,21.55,3.0,3.0,6.95,,4.65,213.5,,110.0,20.0,239.8,,182.7,78.3,,43.5,81.6,9.6,3.37,2.14,
2011-03-07 06:15:00+00:00,70,7.15,,25.51,3.2,3.2,7.7,,4.83,228.5,,110.0,20.0,228.0,,190.4,50.8,,29.9,62.5,8.6,3.57,1.48,
2011-03-07 06:30:00+00:00,70,7.125,,26.24,3.5,3.5,7.7,0.03,4.99,221.0,,110.0,20.0,216.3,,180.9,47.2,,28.1,60.9,8.0,3.68,1.36,
2011-03-07 06:45:00+00:00,70,6.875,,26.12,3.6,3.6,7.45,0.03,5.14,228.5,,110.0,20.0,207.7,,177.0,38.0,,23.8,59.9,6.5,3.8,1.0,
2011-03-07 07:00:00+00:00,100,6.637,3.66,24.75,3.33,3.33,7.18,,5.28,217.5,222.5,110.0,20.0,215.7,171.9,185.9,37.7,14.6,24.0,47.8,6.0,3.74,1.61,0.5
2011-03-07 07:15:00+00:00,70,7.275,,24.12,4.32,4.32,7.82,,5.42,235.0,,110.0,20.0,241.3,,178.0,84.7,,47.9,90.5,13.6,3.32,2.02,
2011-03-07 07:30:00+00:00,100,7.538,4.28,25.09,3.53,3.53,8.07,,5.56,208.8,230.0,110.0,20.0,248.7,179.3,197.5,66.2,19.2,39.7,76.9,12.2,3.33,1.88,0.5
2011-03-07 07:45:00+00:00,100,7.613,4.19,27.11,3.72,3.72,8.15,,5.69,213.5,253.5,110.0,20.0,227.7,164.8,191.0,43.7,46.6,30.1,65.9,9.8,3.57,1.22,0.65
2011-03-07 08:00:00+00:00,100,7.2,,27.15,4.1,4.1,7.95,0.2,5.82,227.5,,110.0,20.0,205.8,,170.0,41.9,,26.7,68.5,7.9,3.77,1.0,
2011-03-07 08:15:00+00:00,0,7.825,4.28,25.3,4.03,4.03,8.4,0.03,,222.5,226.0,110.0,20.0,,,,,,,,,3.23,,
2011-03-07 08:30:00+00:00,70,8.4,,26.28,4.97,4.97,8.98,0.03,6.07,267.5,,110.0,20.0,260.6,,192.1,88.1,,50.6,96.4,19.3,3.13,1.74,
2011-03-07 08:45:00+00:00,100,8.85,,30.33,4.0,4.0,9.43,0.03,6.19,191.0,,110.0,20.0,240.9,,197.5,54.1,,33.2,78.9,14.7,3.43,1.07,
2011-03-07 09:00:00+00:00,100,8.938,4.44,30.35,3.9,3.9,9.48,,6.29,188.5,252.5,110.0,20.0,241.9,164.6,197.3,57.8,60.1,36.0,72.2,15.9,3.4,1.55,1.1
2011-03-07 09:15:00+00:00,100,9.063,4.53,30.3,4.35,4.35,9.6,,6.38,230.0,251.0,110.0,20.0,258.0,197.1,214.6,61.0,20.3,34.9,59.2,15.7,3.35,2.61,0.5
2011-03-07 09:30:00+00:00,70,8.825,,29.54,5.95,5.95,9.38,,6.44,255.0,,110.0,20.0,233.9,,173.8,77.2,,43.2,91.4,18.1,3.35,1.52,
2011-03-07 09:45:00+00:00,100,9.038,4.43,28.0,3.85,3.85,9.57,,6.49,184.5,253.5,110.0,20.0,268.9,156.0,197.4,94.4,41.2,55.3,108.7,24.1,3.1,1.81,0.5
2011-03-07 10:00:00+00:00,0,9.15,5.05,29.75,5.07,5.07,9.7,,,270.0,270.0,110.0,20.0,,,,,,,,,3.25,,
2011-03-07 10:15:00+00:00,50,9.65,,33.57,6.5,6.5,10.2,,6.53,301.0,,110.0,20.0,235.4,,182.1,62.9,,35.1,92.8,18.4,3.48,1.0,
2011-03-07 10:30:00+00:00,70,9.725,,33.83,5.85,5.85,10.27,,6.53,250.0,,110.0,20.0,228.3,,179.1,62.8,,35.8,83.3,18.6,3.48,1.22,
2011-03-07 10:45:00+00:00,50,9.775,,32.43,6.53,6.53,10.32,,6.51,242.5,,110.0,20.0,238.0,,176.7,80.6,,44.4,91.3,22.7,3.32,1.63,
2011-03-07 11:00:00+00:00,0,9.5,4.8,32.88,4.5,4.5,10.05,,,248.5,255.0,110.0,20.0,,,,,,,,,3.46,,
2011-03-07 11:15:00+00:00,100,8.85,,33.11,4.5,4.5,9.4,,6.45,247.5,,110.0,20.0,216.9,,187.8,34.8,,23.5,59.6,10.8,3.74,1.0,
2011-03-07 11:30:00+00:00,70,8.288,5.09,29.63,5.1,5.1,8.82,,6.42,242.5,242.5,110.0,20.0,218.0,155.0,173.8,51.4,4.1,34.6,75.0,13.0,3.58,1.36,0.5
2011-03-07 11:45:00+00:00,70,8.375,,25.87,4.57,4.57,8.93,,6.39,243.5,,110.0,20.0,270.1,,185.1,115.1,,64.1,123.8,23.7,3.09,2.02,
2011-03-07 12:00:00+00:00,70,7.7,,27.62,4.55,4.55,8.4,0.15,6.37,256.0,,110.0,20.0,220.4,,176.5,50.7,,32.2,81.3,10.8,3.59,1.0,
2011-03-07 12:15:00+00:00,0,8.2,4.22,25.47,4.25,4.25,8.75,,,231.0,231.0,110.0,20.0,,,,,,,,,3.11,,
2011-03-07 12:30:00+00:00,100,8.45,,27.74,4.07,4.07,9.1,0.1,6.35,211.0,,110.0,20.0,250.3,,193.7,73.3,,43.4,81.7,17.0,3.28,1.79,
2011-03-07 12:45:00+00:00,70,8.613,5.53,28.43,5.55,5.55,9.18,0.03,6.34,275.0,275.0,110.0,20.0,243.2,170.9,186.7,62.0,11.0,42.7,94.3,17.2,3.31,1.33,0.5
2011-03-07 13:00:00+00:00,70,8.375,,29.51,5.38,5.38,8.95,0.03,6.34,247.5,,110.0,20.0,221.8,,172.8,61.2,,35.0,84.6,13.5,3.52,1.17,
2011-03-07 13:15:00+00:00,100,8.0,,27.0,3.53,3.53,8.55,,6.34,171.0,,110.0,20.0,239.4,,184.9,72.9,,42.4,78.1,14.7,3.37,2.04,
2011-03-07 13:30:00+00:00,100,7.913,3.98,25.73,2.5,3.72,8.45,,6.33,213.5,256.0,102.0,11.8,249.7,150.3,193.3,69.1,39.3,43.7,96.8,15.0,3.26,1.31,0.5
2011-03-07 13:45:00+00:00,0,8.225,4.45,26.95,2.8,3.95,8.77,,,226.0,268.5,100.1,10.0,,,,,,,,,3.28,,
2011-03-07 14:00:00+00:00,50,8.425,,27.79,5.28,5.28,8.98,,6.29,261.0,,110.0,20.0,245.6,,186.8,76.9,,42.9,89.8,16.6,3.3,1.55,
2011-03-07 14:15:00+00:00,50,8.675,,29.37,5.25,5.25,9.23,,6.25,238.5,,110.0,20.0,237.7,,184.6,70.7,,39.2,82.3,16.0,3.38,1.59,
2011-03-07 14:30:00+00:00,70,8.275,,28.77,3.6,3.6,8.82,,6.19,238.5,,110.0,20.0,237.0,,196.8,54.0,,31.6,67.0,12.1,3.48,1.43,
2011-03-07 14:45:00+00:00,50,8.625,,28.86,5.25,5.25,9.27,0.1,6.11,243.5,,110.0,20.0,244.6,,188.4,76.3,,41.8,83.8,16.7,3.35,1.79,
2011-03-07 15:00:00+00:00,70,8.625,,28.86,3.83,3.83,9.2,0.03,6.02,233.5,,110.0,20.0,248.1,,197.1,71.1,,39.8,74.2,15.9,3.35,2.08,
2011-03-07 15:15:00+00:00,70,8.65,,30.02,3.25,3.25,9.23,0.03,5.9,236.0,,110.0,20.0,241.4,,203.4,53.1,,30.1,60.0,12.4,3.47,1.68,
2011-03-07 15:30:00+00:00,70,8.625,,29.65,1.9,3.25,9.23,0.05,5.76,228.5,,103.7,13.5,242.2,,199.5,59.7,,33.2,65.1,13.5,3.44,1.81,
2011-03-07 15:45:00+00:00,70,8.475,,28.82,3.25,3.25,9.02,,5.61,221.0,,110.0,20.0,246.6,,200.7,64.6,,35.4,67.3,13.6,3.4,2.02,
2011-03-07 16:00:00+00:00,100,8.575,,29.42,2.28,2.28,9.2,0.08,5.45,221.0,,110.0,20.0,249.4,,208.4,57.8,,31.3,56.2,12.3,3.43,2.45,
2011-03-07 16:15:00+00:00,70,8.4,,30.01,2.95,2.95,8.98,0.03,5.27,216.0,,110.0,20.0,237.0,,204.2,46.8,,25.3,48.8,9.6,3.57,1.94,
2011-03-07 16:30:00+00:00,100,7.775,,28.13,1.92,1.92,8.35,0.03,5.08,214.5,,110.0,20.0,234.4,,206.9,39.2,,21.1,38.2,6.8,3.62,2.39,
2011-03-07 16:45:00+00:00,70,6.9,,25.4,2.2,2.2,7.45,,4.89,201.0,,110.0,20.0,230.8,,201.7,41.3,,22.0,38.0,5.4,3.68,3.02,
2011-03-07 17:00:00+00:00,100,6.325,,22.92,2.17,2.17,6.88,,4.69,193.5,,110.0,20.0,232.0,,200.1,45.2,,24.1,41.2,5.0,3.62,3.18,
2011-03-07 17:15:00+00:00,100,4.875,,18.2,1.83,1.83,5.43,,4.49,191.0,,110.0,20.0,223.8,,194.8,41.1,,21.9,37.6,2.7,3.73,3.11,
2011-03-07 17:30:00+00:00,100,4.575,,15.23,2.33,2.33,5.13,,4.3,206.0,,110.0,20.0,263.4,,216.6,66.0,,36.1,55.1,3.8,3.33,5.52,
2011-03-07 17:45:00+00:00,100,3.975,,12.83,1.88,1.88,4.53,,4.11,206.3,,110.0,20.0,274.6,,219.9,76.9,,41.9,64.5,3.3,3.23,5.31,
2011-03-07 18:00:00+00:00,100,3.9,,11.14,3.28,3.28,4.45,,3.93,348.5,,110.0,20.0,345.7,,291.8,77.5,,40.8,76.6,3.3,2.86,2.17,
2011-03-07 18:15:00+00:00,100,3.7,,11.4,3.45,3.45,4.25,,3.76,377.0,,110.0,20.0,310.5,,272.1,55.3,,28.6,56.5,2.1,3.08,1.91,
2011-03-07 18:30:00+00:00,100,3.7,,11.15,2.28,2.28,4.25,,3.6,287.0,,110.0,20.0,316.8,,271.0,65.5,,35.1,61.0,2.5,3.01,2.84,
2011-03-07 18:45:00+00:00,100,3.95,,11.53,2.65,2.65,4.5,,3.45,298.8,,110.0,20.0,334.0,,282.2,74.1,,39.9,68.4,3.2,2.92,3.0,
2011-03-07 19:00:00+00:00,100,3.8,,11.72,2.85,2.85,4.35,,3.31,304.5,,110.0,20.0,309.5,,271.5,54.6,,28.9,53.7,2.2,3.09,2.23,
2011-03-07 19:15:00+00:00,100,3.95,,11.82,2.85,2.85,4.5,,3.19,299.5,,110.0,20.0,322.4,,278.5,62.9,,33.6,59.7,2.7,2.99,2.59,
2011-03-07 19:30:00+00:00,100,3.825,,11.51,2.72,2.72,4.38,,3.08,299.5,,110.0,20.0,320.8,,277.1,62.7,,33.6,59.2,2.6,3.01,2.67,
2011-03-07 19:45:00+00:00,100,3.475,,10.99,3.15,3.15,4.03,,2.98,343.5,,110.0,20.0,302.5,,269.4,47.5,,24.7,48.6,1.6,3.16,1.91,
2011-03-07 20:00:00+00:00,100,3.725,,10.49,3.08,3.08,4.28,,2.89,359.5,,110.0,20.0,349.5,,297.9,74.2,,39.0,73.7,2.8,2.82,2.12,
2011-03-07 20:15:00+00:00,100,3.725,,10.49,2.55,2.55,4.28,,2.82,336.3,,110.0,20.0,350.5,,298.3,74.9,,39.5,73.8,2.9,2.82,2.2,
2011-03-07 20:45:00+00:00,100,3.55,,10.56,3.25,3.25,4.1,,2.71,393.5,,110.0,20.0,326.4,,286.9,56.8,,29.1,59.8,2.0,2.97,1.72,
2011-03-07 21:15:00+00:00,100,3.875,,10.67,2.35,2.35,4.43,,2.66,339.5,,110.0,20.0,360.7,,306.7,77.7,,40.6,77.8,3.2,2.75,2.05,
2011-03-07 21:30:00+00:00,100,3.775,,10.41,2.65,2.65,4.32,,2.66,352.0,,110.0,20.0,361.1,,305.4,80.0,,42.1,79.1,3.2,2.76,2.17,
2011-03-07 21:45:00+00:00,100,3.475,,10.37,3.25,3.25,4.03,,2.67,398.0,,110.0,20.0,322.6,,284.1,55.3,,28.5,57.5,1.8,2.98,1.8,
2011-03-07 22:30:00+00:00,100,3.925,,11.44,3.4,3.4,4.47,,2.8,402.0,,110.0,20.0,336.7,,295.7,59.3,,30.2,62.9,2.5,2.92,1.66,
2011-03-07 23:30:00+00:00,100,3.5,,10.53,2.65,2.65,4.05,,3.09,345.0,,110.0,20.0,326.6,,287.1,56.8,,29.3,59.2,1.9,3.01,1.79,
2011-03-08 00:00:00+00:00,100,3.675,,11.36,3.38,3.38,4.22,,3.2,371.0,,110.0,20.0,312.6,,278.5,49.1,,25.2,51.2,1.8,3.09,1.77,
2011-03-08 00:15:00+00:00,100,4.075,,11.52,2.13,2.13,4.63,,3.23,299.5,,110.0,20.0,347.5,,291.1,80.3,,43.1,73.6,3.7,2.83,3.1,
2011-03-08 00:30:00+00:00,100,4.2,,12.01,3.15,3.15,4.75,,3.23,331.0,,110.0,20.0,345.0,,296.1,70.3,,37.1,68.8,3.4,2.86,2.25,
2011-03-08 00:45:00+00:00,100,3.925,,12.23,3.67,3.67,4.47,,3.21,360.0,,110.0,20.0,307.8,,274.3,48.3,,25.1,49.1,2.1,3.12,1.94,
2011-03-08 01:00:00+00:00,100,4.2,,12.09,2.85,2.85,4.75,,3.17,304.5,,110.0,20.0,333.3,,286.5,67.1,,35.7,64.3,3.3,2.88,2.47,
2011-03-08 01:45:00+00:00,100,3.95,,12.52,2.6,2.6,4.5,,2.94,276.3,,110.0,20.0,299.6,,264.2,50.7,,27.2,47.6,2.2,3.17,2.76,
2011-03-08 03:00:00+00:00,100,3.325,,11.55,2.05,2.05,3.88,,2.68,222.0,,110.0,20.0,251.9,,220.7,44.2,,24.1,38.6,1.4,3.47,4.09,
2011-03-08 10:15:00+00:00,50,8.95,,28.49,2.58,6.15,9.52,0.03,6.53,284.5,,116.9,26.4,254.4,,190.1,82.9,,45.5,100.6,19.7,3.18,1.38,
2011-03-08 10:30:00+00:00,70,9.125,,29.32,5.35,5.35,9.68,,6.53,282.0,,110.0,20.0,253.4,,193.0,76.5,,44.8,88.0,20.4,3.21,1.56,
2011-03-08 10:45:00+00:00,0,,,,2.65,,,,,,,115.6,25.1,,,,,,,,,,,
2011-03-08 11:15:00+00:00,70,8.675,,30.47,5.63,5.63,9.23,,6.45,257.0,,110.0,20.0,219.5,,170.7,58.5,,33.9,88.7,14.1,3.51,1.01,
2011-03-08 11:30:00+00:00,50,9.125,,28.69,6.1,6.1,9.68,,6.42,279.5,,110.0,20.0,255.6,,184.8,90.7,,50.5,102.4,22.6,3.14,1.57,
2011-03-08 11:45:00+00:00,50,9.525,,30.87,7.4,7.4,10.07,,6.39,283.5,,110.0,20.0,243.1,,176.1,88.1,,48.0,99.2,23.2,3.24,1.64,
2011-03-08 12:00:00+00:00,50,9.0,,31.11,6.07,6.07,9.55,,6.37,264.5,,110.0,20.0,226.3,,173.9,64.6,,36.4,92.3,16.2,3.46,1.08,
2011-03-08 12:15:00+00:00,50,8.8,,30.26,6.18,6.18,9.35,,6.36,257.0,,110.0,20.0,226.6,,170.4,71.5,,39.8,90.4,16.7,3.44,1.35,
2011-03-08 12:30:00+00:00,50,9.175,,28.4,6.03,6.03,9.73,,6.35,270.0,,110.0,20.0,263.1,,188.8,97.9,,54.2,105.5,24.4,3.1,1.77,
2011-03-08 12:45:00+00:00,70,9.125,,30.28,2.45,5.35,9.68,,6.34,269.5,,121.9,31.2,251.2,,199.8,67.5,,37.8,86.7,17.3,3.32,1.27,
2011-03-08 13:00:00+00:00,50,8.85,,29.4,2.47,6.15,9.4,,6.34,259.5,,123.4,32.7,242.2,,186.2,72.9,,40.1,90.1,17.0,3.32,1.42,
2011-03-08 13:15:00+00:00,70,8.825,,29.1,4.72,4.72,9.38,,6.34,264.5,,110.0,20.0,243.0,,193.7,62.9,,37.1,83.3,16.1,3.3,1.24,
2011-03-08 13:30:00+00:00,70,8.875,,30.34,5.55,5.55,9.43,,6.33,264.5,,110.0,20.0,234.4,,184.1,63.1,,35.6,89.6,15.6,3.42,1.07,
2011-03-08 13:45:00+00:00,100,9.0,,30.23,3.13,3.13,9.55,,6.32,252.0,,110.0,20.0,256.5,,215.8,55.9,,31.1,54.8,14.1,3.36,2.37,
2011-03-08 14:00:00+00:00,70,8.975,,31.13,4.32,4.32,9.52,,6.29,251.0,,110.0,20.0,237.7,,197.2,53.7,,31.8,71.4,14.4,3.47,1.23,
2011-03-08 14:15:00+00:00,70,8.775,,30.94,2.85,4.9,9.32,,6.25,247.0,,110.0,20.0,227.2,,184.5,54.0,,31.9,76.7,13.8,3.53,1.12,
2011-03-08 14:30:00+00:00,70,8.1,,28.96,4.9,4.9,8.65,,6.19,232.0,,110.0,20.0,219.7,,176.9,55.1,,30.8,72.7,11.2,3.58,1.23,
2011-03-08 14:45:00+00:00,70,7.95,,29.22,2.65,4.28,8.5,,6.11,241.0,,110.0,20.0,220.3,,185.6,44.7,,26.2,65.2,9.4,3.68,1.03,
2011-03-08 15:00:00+00:00,70,7.75,,26.31,3.72,3.72,8.3,,6.02,227.0,,110.0,20.0,239.8,,187.7,71.6,,40.0,75.9,12.9,3.39,2.03,
2011-03-08 15:15:00+00:00,70,8.4,,27.35,3.97,3.97,8.95,,5.9,239.5,,110.0,20.0,258.2,,204.7,73.3,,40.7,80.7,15.6,3.26,1.78,
2011-03-08 15:30:00+00:00,70,8.675,,30.24,3.28,3.28,9.23,,5.76,241.0,,110.0,20.0,243.9,,208.8,49.0,,27.8,57.9,11.7,3.49,1.49,
2011-03-08 15:45:00+00:00,70,8.775,,32.11,3.25,3.25,9.32,,5.61,231.0,,110.0,20.0,230.8,,203.6,38.3,,21.7,46.5,9.4,3.66,1.36,
2011-03-08 16:00:00+00:00,70,7.3,,27.99,2.63,2.63,7.85,,5.45,214.5,,110.0,20.0,216.3,,194.7,30.2,,17.1,37.1,5.3,3.83,1.34,
2011-03-08 16:15:00+00:00,70,6.95,,26.66,3.25,3.25,7.5,,5.27,218.5,,110.0,20.0,217.6,,194.5,32.2,,17.6,40.1,4.8,3.84,1.24,
2011-03-08 16:30:00+00:00,50,7.775,,26.93,3.25,3.25,8.32,,5.08,217.0,,110.0,20.0,241.1,,206.6,49.0,,26.0,49.7,8.4,3.46,2.05,
2011-03-08 16:45:00+00:00,50,6.95,,25.17,3.13,3.13,7.5,,4.89,212.0,,110.0,20.0,238.3,,210.3,39.8,,21.3,37.0,5.4,3.62,2.88,
2011-03-08 17:00:00+00:00,100,5.375,,20.81,2.95,2.95,5.93,,4.69,212.0,,110.0,20.0,223.0,,205.1,25.5,,13.6,25.1,2.1,3.87,2.28,
2011-03-08 17:15:00+00:00,100,5.575,,18.4,2.9,2.9,6.13,,4.49,217.5,,110.0,20.0,264.0,,224.0,56.5,,30.7,48.7,4.9,3.3,4.38,
2011-03-08 17:30:00+00:00,100,4.3,,16.52,3.25,3.25,4.85,,4.3,231.0,,110.0,20.0,232.4,,217.6,21.2,,11.2,21.0,1.1,3.84,2.16,
2011-03-08 17:45:00+00:00,100,4.7,,17.54,3.7,3.7,5.25,,4.11,248.8,,110.0,20.0,246.2,,230.0,23.4,,12.3,23.1,1.4,3.73,2.15,
2011-03-08 18:00:00+00:00,100,4.85,,16.86,3.28,3.28,5.4,,3.93,236.0,,110.0,20.0,262.4,,235.7,38.2,,20.6,34.4,2.5,3.48,3.39,
2011-03-08 18:15:00+00:00,100,4.825,,15.7,2.8,2.8,5.38,,3.76,242.0,,110.0,20.0,283.1,,246.8,51.6,,28.1,45.2,3.3,3.25,4.0,
2011-03-08 18:30:00+00:00,100,4.6,,15.27,3.1,3.1,5.15,,3.6,248.0,,110.0,20.0,276.9,,247.2,42.3,,22.9,38.4,2.5,3.32,3.26,
2011-03-08 18:45:00+00:00,100,4.175,,13.96,3.25,3.25,4.72,,3.45,274.5,,110.0,20.0,278.7,,253.0,37.0,,19.5,36.4,1.8,3.34,2.21,
2011-03-08 19:00:00+00:00,100,4.325,,14.34,2.42,2.42,4.88,,3.31,238.5,,110.0,20.0,275.3,,240.3,49.7,,27.0,43.3,2.6,3.32,4.1,
2011-03-08 19:15:00+00:00,100,4.225,,13.3,2.8,2.8,4.78,,3.19,264.5,,110.0,20.0,300.5,,261.4,55.6,,30.2,49.2,2.8,3.15,3.79,
2011-03-08 19:30:00+00:00,100,3.975,,12.69,2.67,2.67,4.53,,3.08,262.0,,110.0,20.0,294.8,,258.4,51.8,,28.3,45.5,2.3,3.19,3.97,
2011-03-08 20:00:00+00:00,100,3.65,,11.51,3.38,3.38,4.2,,2.89,348.0,,110.0,20.0,304.2,,270.8,48.0,,25.0,48.6,1.8,3.15,1.97,
2011-03-08 20:15:00+00:00,100,3.525,,11.15,3.3,3.3,4.07,,2.82,355.5,,110.0,20.0,300.9,,269.1,45.7,,23.7,46.8,1.6,3.16,1.9,
2011-03-08 20:30:00+00:00,100,3.7,,11.28,3.33,3.33,4.25,,2.76,354.5,,110.0,20.0,317.3,,279.6,54.2,,28.2,55.0,2.0,3.05,1.96,
2011-03-08 20:45:00+00:00,100,3.525,,11.12,3.22,3.22,4.07,,2.71,347.0,,110.0,20.0,303.8,,271.6,46.3,,24.0,47.4,1.6,3.15,1.9,
2011-03-08 21:00:00+00:00,100,3.475,,11.03,3.25,3.25,4.03,,2.68,355.0,,110.0,20.0,300.2,,269.6,44.0,,22.8,45.4,1.5,3.17,1.86,
2011-03-08 22:00:00+00:00,100,3.475,,10.26,3.28,3.28,4.03,,2.7,402.5,,110.0,20.0,325.4,,285.8,56.8,,29.4,58.7,1.9,2.95,1.85,
2011-03-08 23:30:00+00:00,100,3.65,,10.91,3.38,3.38,4.2,,3.09,391.0,,110.0,20.0,325.1,,286.4,55.8,,28.7,58.0,2.0,2.99,1.79,
2011-03-08 23:45:00+00:00,100,4.05,,11.81,3.45,3.45,4.6,,3.15,397.0,,110.0,20.0,337.6,,296.6,59.4,,30.0,63.3,2.6,2.92,1.61,
2011-03-09 00:15:00+00:00,100,3.575,,10.76,3.33,3.33,4.13,,3.23,381.0,,110.0,20.0,321.0,,282.3,55.6,,28.8,56.8,2.0,3.01,1.91,
2011-03-09 00:30:00+00:00,100,3.8,,10.84,3.47,3.47,4.35,,3.23,396.0,,110.0,20.0,349.1,,299.0,72.1,,37.8,72.0,2.9,2.85,2.08,
2011-03-09 00:45:00+00:00,100,3.55,,11.32,3.25,3.25,4.1,,3.21,347.5,,110.0,20.0,301.0,,270.0,44.6,,23.0,46.1,1.6,3.19,1.83,
2011-03-09 01:00:00+00:00,100,4.275,,14.36,3.25,3.25,4.82,,3.17,324.5,,110.0,20.0,291.6,,268.6,33.8,,16.4,39.3,1.7,3.36,1.18,
2011-03-09 01:15:00+00:00,100,3.9,,12.46,3.4,3.4,4.45,,3.1,320.0,,110.0,20.0,299.7,,268.1,45.4,,23.8,45.5,1.9,3.2,2.05,
2011-03-09 01:30:00+00:00,100,3.575,,12.65,3.25,3.25,4.15,0.03,3.03,296.3,,110.0,20.0,281.8,,251.8,42.8,,23.8,36.6,1.6,3.54,4.77,
2011-03-09 01:45:00+00:00,100,4.125,,14.39,3.75,3.75,4.68,,2.94,296.3,,110.0,20.0,270.9,,250.5,29.4,,15.2,30.2,1.4,3.49,1.85,
2011-03-09 02:00:00+00:00,100,4.225,,14.43,2.88,2.88,4.78,,2.85,243.5,,110.0,20.0,268.8,,239.9,41.2,,22.5,36.7,2.1,3.42,3.7,
2011-03-09 02:15:00+00:00,100,4.075,,14.62,3.2,3.2,4.63,,2.78,253.5,,110.0,20.0,256.4,,239.2,24.8,,13.0,24.5,1.2,3.59,2.15,
2011-03-09 02:30:00+00:00,100,4.225,,14.8,3.25,3.25,4.78,,2.72,237.5,,110.0,20.0,259.9,,235.0,35.7,,19.2,32.6,1.8,3.5,3.13,
2011-03-09 02:45:00+00:00,100,3.875,,13.64,3.25,3.25,4.43,,2.68,247.5,,110.0,20.0,266.6,,241.5,35.9,,19.5,32.8,1.5,3.52,3.23,
2011-03-09 03:00:00+00:00,100,3.875,,13.42,3.0,3.0,4.43,,2.68,242.0,,110.0,20.0,262.6,,237.3,36.1,,19.5,33.0,1.5,3.46,3.15,
2011-03-09 03:15:00+00:00,100,3.7,,13.87,3.35,3.35,4.25,,2.72,251.0,,110.0,20.0,242.6,,228.2,20.7,,10.9,20.6,0.8,3.75,2.13,
2011-03-09 04:00:00+00:00,100,2.325,,8.22,2.13,2.13,2.88,,3.06,287.5,,110.0,20.0,249.9,,223.5,36.4,,19.4,38.9,0.6,3.54,1.86,
2011-03-09 04:45:00+00:00,70,4.175,,15.04,2.95,2.95,4.72,,3.63,233.5,,110.0,20.0,227.5,,191.9,48.3,,26.3,53.0,2.6,3.6,1.81,
2011-03-09 05:00:00+00:00,70,4.725,,17.62,3.0,3.0,5.28,,3.85,213.5,,110.0,20.0,212.7,,179.8,44.1,,24.3,50.1,3.0,3.73,1.7,
