Time,CS,foF2,MUFD,fmin,fminF,fxI,FF,foF2p,hF,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2011-11-11 04:45:00+00:00,50,5.475,16.26,3.63,3.63,6.03,,3.63,270.0,110.0,20.0,312.3,249.0,90.1,48.6,84.8,7.6,2.97,2.8
2011-11-11 05:00:00+00:00,50,5.225,19.46,3.72,3.72,5.78,,3.88,244.0,110.0,20.0,224.7,196.3,38.4,20.1,45.7,3.1,3.72,1.36
2011-11-11 05:15:00+00:00,50,6.6,24.78,4.1,4.1,7.15,,4.15,230.0,110.0,20.0,221.7,192.1,40.4,21.4,48.4,5.2,3.76,1.34
2011-11-11 06:15:00+00:00,50,8.75,30.89,7.47,7.47,9.3,,5.12,260.0,110.0,20.0,224.4,180.4,60.6,32.5,64.4,13.4,3.53,1.91
2011-11-11 06:30:00+00:00,50,9.2,32.44,7.5,7.5,9.75,,5.32,255.0,110.0,20.0,226.1,180.3,62.8,33.6,67.6,15.3,3.53,1.84
2011-11-11 06:45:00+00:00,70,7.25,29.37,3.9,3.9,7.8,,5.5,224.0,110.0,20.0,198.7,175.9,27.4,17.1,46.8,5.4,4.05,1.0
2011-11-11 07:00:00+00:00,50,9.75,33.01,7.55,7.55,10.3,,5.65,254.0,110.0,20.0,236.7,183.5,72.9,39.1,80.0,19.9,3.39,1.77
2011-11-11 07:30:00+00:00,50,9.95,34.69,7.32,7.32,10.5,,5.9,259.0,110.0,20.0,226.9,178.4,64.4,34.1,79.6,18.3,3.49,1.32
2011-11-11 08:00:00+00:00,50,8.375,32.14,6.95,6.95,8.93,,6.08,240.0,110.0,20.0,195.5,157.4,48.9,26.4,57.9,10.2,3.84,1.54
2011-11-11 08:15:00+00:00,50,9.45,34.76,7.5,7.5,10.0,,6.16,245.0,110.0,20.0,210.2,165.9,58.5,31.4,67.8,15.2,3.68,1.57
2011-11-11 09:00:00+00:00,50,9.5,32.87,7.43,7.43,10.05,,6.32,270.0,110.0,20.0,224.4,171.1,69.4,37.2,87.9,18.1,3.46,1.31
2011-11-11 09:30:00+00:00,50,9.8,32.72,6.5,6.5,10.35,,6.4,250.0,110.0,20.0,238.8,181.4,75.3,41.0,90.5,21.3,3.34,1.43
2011-11-11 10:00:00+00:00,50,8.925,30.67,7.85,7.85,9.48,,6.47,299.0,110.0,20.0,214.9,164.0,66.1,35.7,81.9,15.3,3.44,1.4
2011-11-11 10:15:00+00:00,50,9.8,32.23,6.9,6.9,10.35,,6.51,274.0,110.0,20.0,245.3,183.9,80.3,43.6,95.2,22.6,3.29,1.44
2011-11-11 10:30:00+00:00,50,10.45,32.6,7.55,7.55,11.0,,6.54,290.0,110.0,20.0,262.4,192.4,93.1,50.0,102.9,29.3,3.12,1.6
2011-11-11 10:45:00+00:00,50,9.475,32.23,6.28,6.28,10.02,,6.56,274.0,110.0,20.0,236.9,183.4,67.0,36.9,95.6,18.3,3.4,1.04
2011-11-11 11:00:00+00:00,100,9.863,33.52,3.95,3.95,10.4,,6.58,215.0,110.0,20.0,257.6,222.6,43.7,27.2,60.0,15.1,3.4,1.28
2011-11-11 11:15:00+00:00,70,9.6,32.31,4.55,4.55,10.15,,6.59,245.0,110.0,20.0,247.7,199.9,63.1,36.7,78.6,18.7,3.37,1.38
2011-11-11 11:30:00+00:00,70,10.075,32.23,5.0,5.0,10.63,,6.59,249.0,110.0,20.0,262.7,202.3,81.3,45.5,88.0,25.0,3.2,1.77
2011-11-11 11:45:00+00:00,50,9.775,32.66,7.0,7.0,10.32,,6.57,285.0,110.0,20.0,241.1,184.0,73.5,39.4,97.9,20.6,3.34,1.15
2011-11-11 12:15:00+00:00,50,11.0,34.26,6.03,6.03,11.55,,6.49,260.0,110.0,20.0,271.4,206.0,89.3,48.5,95.1,31.6,3.11,1.76
2011-11-11 12:30:00+00:00,50,10.925,34.8,6.07,6.07,11.48,,6.41,259.0,110.0,20.0,264.4,203.2,83.7,45.5,90.4,29.3,3.19,1.73
2011-11-11 12:45:00+00:00,50,11.225,34.84,7.72,7.72,11.77,,6.3,279.0,110.0,20.0,270.3,202.6,92.6,49.4,99.4,33.2,3.1,1.73
2011-11-11 13:00:00+00:00,50,9.225,32.32,5.15,5.15,9.77,,6.18,239.0,110.0,20.0,230.5,186.8,57.9,32.2,74.6,15.1,3.5,1.25
2011-11-11 13:15:00+00:00,70,7.8,28.83,3.45,3.45,8.35,,6.02,229.0,110.0,20.0,221.1,190.1,39.7,23.9,59.1,8.4,3.7,1.01
2011-11-11 13:30:00+00:00,70,7.7,29.64,2.45,4.03,8.25,,5.85,239.0,100.7,10.5,210.2,182.3,32.6,21.1,57.6,7.5,3.85,1.0
2011-11-11 13:45:00+00:00,70,10.725,31.92,3.22,3.22,11.27,,5.65,224.0,110.0,20.0,294.3,217.2,106.5,56.2,113.3,34.2,2.98,1.82
2011-11-11 14:00:00+00:00,50,7.975,30.01,2.25,4.63,8.52,,5.44,235.0,105.6,15.3,213.3,179.9,42.2,24.2,62.7,8.8,3.76,1.0
2011-11-11 14:15:00+00:00,70,7.8,30.46,1.9,3.2,8.38,0.03,5.21,235.0,101.1,10.9,216.2,196.0,26.4,16.3,42.7,6.1,3.9,1.0
2011-11-11 14:30:00+00:00,70,6.775,26.89,3.85,3.85,7.32,,4.97,229.0,110.0,20.0,205.7,182.1,29.7,17.0,45.8,4.7,3.97,1.0
2011-11-11 14:45:00+00:00,70,7.075,27.8,3.22,3.22,7.63,,4.73,219.0,110.0,20.0,210.7,190.5,27.4,15.8,39.2,4.7,3.93,1.0
2011-11-11 15:00:00+00:00,0,9.275,31.56,3.15,3.15,9.82,,4.49,214.0,110.0,20.0,250.1,206.8,61.6,33.0,61.8,15.0,3.4,2.16
2011-11-11 15:15:00+00:00,70,7.8,28.79,3.03,3.03,8.35,,4.25,209.0,110.0,20.0,226.4,199.6,38.1,20.3,40.6,6.7,3.69,1.78
2011-11-11 15:30:00+00:00,0,8.15,27.21,3.45,3.45,8.7,,4.03,215.0,110.0,20.0,263.6,218.5,63.9,34.2,57.8,11.7,3.34,3.3
2011-11-11 15:45:00+00:00,50,5.7,22.05,3.92,3.92,6.25,,3.81,234.0,110.0,20.0,228.7,212.5,23.0,11.9,25.0,2.1,3.87,1.62
2011-11-11 16:00:00+00:00,100,6.825,21.8,1.75,2.8,7.38,,3.61,219.0,110.0,20.0,281.4,229.8,72.6,39.2,62.5,9.2,3.19,4.43
2011-11-11 16:15:00+00:00,100,6.45,20.69,3.85,3.85,7.0,,3.43,245.0,110.0,20.0,289.3,249.4,56.7,30.7,50.5,6.6,3.21,3.64
2011-11-11 16:30:00+00:00,100,5.975,19.08,2.58,2.58,6.53,,3.26,224.0,110.0,20.0,284.7,235.6,69.1,37.5,59.4,6.8,3.19,4.5
2011-11-11 16:45:00+00:00,100,5.55,17.89,3.55,3.55,6.1,,3.12,260.0,110.0,20.0,293.2,257.3,51.3,27.7,46.7,4.4,3.22,3.22
2011-11-11 17:15:00+00:00,0,6.05,18.92,1.75,3.25,6.6,,2.88,259.0,110.0,20.0,303.5,263.3,57.3,30.8,51.5,5.8,3.13,3.4
2011-11-11 17:30:00+00:00,100,5.5,18.62,2.7,2.7,6.05,,2.78,250.0,110.0,20.0,275.3,247.3,40.0,21.4,36.8,3.3,3.39,3.01
2011-11-11 17:45:00+00:00,0,5.525,18.8,2.65,2.65,6.07,,2.71,239.0,110.0,20.0,269.0,239.5,42.0,22.5,38.1,3.5,3.4,3.24
2011-11-11 18:00:00+00:00,100,3.325,12.59,2.58,2.58,3.88,,2.64,240.0,110.0,20.0,238.7,223.7,21.4,11.3,21.4,0.7,3.79,2.09
2011-11-11 18:45:00+00:00,100,4.875,15.91,2.45,2.45,5.43,,2.52,229.0,110.0,20.0,277.4,235.6,59.0,32.2,50.4,3.9,3.26,4.72
2011-11-11 19:00:00+00:00,100,4.725,15.8,3.03,3.03,5.28,,2.5,254.0,110.0,20.0,276.2,249.3,38.5,20.6,35.7,2.4,3.34,2.87
2011-11-11 19:15:00+00:00,100,3.675,13.39,2.7,2.7,4.22,,2.48,258.0,110.0,20.0,255.5,239.6,22.9,11.9,23.2,0.9,3.64,1.97
2011-11-11 19:45:00+00:00,100,4.0,13.3,2.9,2.9,4.55,,2.46,268.0,110.0,20.0,282.4,257.4,35.9,19.1,34.5,1.6,3.32,2.44
2011-11-11 20:00:00+00:00,100,3.85,12.32,3.0,3.0,4.43,0.03,2.45,294.0,110.0,20.0,298.6,267.9,44.1,23.3,43.2,1.8,3.2,2.25
2011-11-11 20:15:00+00:00,100,3.625,12.17,1.9,1.9,4.18,,2.45,255.0,110.0,20.0,278.0,248.2,42.4,22.8,38.9,1.6,3.36,3.11
2011-11-11 20:45:00+00:00,100,3.525,10.57,3.0,3.0,4.07,,2.45,345.0,110.0,20.0,326.5,285.0,59.6,31.4,59.2,2.1,3.0,2.14
2011-11-11 21:15:00+00:00,100,3.65,10.89,3.42,3.42,4.2,,2.49,380.0,110.0,20.0,328.6,287.4,59.2,31.0,59.2,2.2,2.98,2.07
2011-11-11 21:30:00+00:00,100,3.75,10.9,2.5,2.5,4.3,,2.52,304.0,110.0,20.0,336.3,287.2,70.1,37.8,64.4,2.8,2.91,3.06
2011-11-11 21:45:00+00:00,100,4.475,12.82,3.63,3.63,5.03,,2.56,410.0,110.0,20.0,353.3,310.8,62.2,30.9,68.4,3.4,2.86,1.42
2011-11-11 22:00:00+00:00,100,3.9,11.47,2.88,2.88,4.53,0.08,2.62,320.0,110.0,20.0,334.5,290.1,63.7,33.9,61.5,2.7,2.94,2.41
2011-11-11 22:15:00+00:00,100,3.9,11.47,2.47,2.47,4.45,,2.69,299.0,110.0,20.0,329.1,283.5,65.1,34.9,60.6,2.8,2.94,2.85
2011-11-11 23:30:00+00:00,100,3.9,12.39,2.63,2.63,4.45,,3.13,279.0,110.0,20.0,299.6,266.6,47.1,25.3,43.7,2.0,3.18,2.92
2011-11-12 00:00:00+00:00,100,3.925,12.03,2.1,2.1,4.57,0.1,3.27,268.0,110.0,20.0,310.8,268.2,60.4,32.8,53.0,2.6,3.07,3.96
2011-11-12 00:45:00+00:00,100,3.85,11.48,1.83,1.83,4.43,0.03,3.29,264.0,110.0,20.0,320.4,269.4,72.2,39.0,63.5,3.0,2.98,3.89
2011-11-12 01:00:00+00:00,100,3.9,12.2,2.45,2.45,4.45,,3.24,282.0,110.0,20.0,307.3,268.3,55.6,30.0,50.5,2.4,3.13,3.26
2011-11-12 01:45:00+00:00,100,3.875,12.58,2.97,2.97,4.5,0.08,2.98,292.0,110.0,20.0,294.0,263.9,43.3,22.8,43.0,1.8,3.25,2.14
2011-11-12 04:30:00+00:00,100,3.925,12.03,2.47,2.47,4.47,,3.39,264.0,110.0,20.0,298.6,244.6,76.9,41.7,71.0,3.3,3.07,3.06
2011-11-12 04:45:00+00:00,70,4.725,15.2,2.63,2.63,5.28,,3.63,254.0,110.0,20.0,276.9,230.8,65.2,35.1,64.1,4.2,3.22,2.37
2011-11-12 05:00:00+00:00,50,5.6,19.15,3.8,3.8,6.15,,3.88,245.0,110.0,20.0,250.9,209.2,58.6,31.5,60.2,5.3,3.42,2.06
2011-11-12 05:30:00+00:00,50,6.05,23.69,4.03,4.03,6.6,,4.41,229.0,110.0,20.0,206.1,179.2,34.7,18.6,46.8,3.9,3.92,1.09
2011-11-12 06:00:00+00:00,50,8.625,32.33,4.72,4.72,9.18,,4.9,225.0,110.0,20.0,216.0,185.4,41.5,22.4,52.9,9.4,3.75,1.19
2011-11-12 06:15:00+00:00,50,8.3,31.5,4.47,4.47,8.85,,5.12,220.0,110.0,20.0,213.1,182.4,41.0,22.8,54.0,8.8,3.8,1.16
2011-11-12 06:45:00+00:00,50,9.15,33.38,6.93,6.93,9.7,,5.5,245.0,110.0,20.0,215.1,174.1,54.9,29.2,63.0,13.3,3.65,1.56
2011-11-12 07:00:00+00:00,50,8.825,32.4,7.6,7.6,9.38,,5.65,265.0,110.0,20.0,207.8,168.0,52.7,28.0,59.9,11.9,3.67,1.62
2011-11-12 07:45:00+00:00,50,9.675,33.79,7.5,7.5,10.23,,6.0,260.0,110.0,20.0,224.8,175.3,65.9,35.2,78.9,17.8,3.49,1.44
2011-11-12 08:30:00+00:00,50,9.7,35.87,7.53,7.53,10.25,,6.22,259.0,110.0,20.0,208.3,165.7,54.3,28.6,69.6,14.8,3.7,1.22
2011-11-12 09:45:00+00:00,50,8.925,32.13,6.7,6.7,9.48,,6.44,259.0,110.0,20.0,215.2,166.4,61.1,33.1,84.8,14.5,3.6,1.12
2011-11-12 10:00:00+00:00,70,8.55,31.96,4.6,4.6,9.1,,6.47,240.0,110.0,20.0,215.5,182.0,40.0,25.0,65.2,10.6,3.74,1.0
2011-11-12 10:30:00+00:00,50,9.675,35.33,7.78,7.78,10.23,,6.54,260.0,110.0,20.0,208.9,163.8,58.0,31.0,73.1,15.8,3.65,1.3
2011-11-12 10:45:00+00:00,50,9.65,31.72,9.4,9.4,10.2,,6.56,345.0,110.0,20.0,218.5,167.5,69.3,37.8,75.1,18.7,3.29,1.89
2011-11-12 11:00:00+00:00,50,7.825,28.08,6.03,6.03,8.38,,6.58,255.0,110.0,20.0,213.0,161.8,63.4,35.1,86.7,11.7,3.59,1.21
2011-11-12 11:45:00+00:00,50,9.75,35.42,7.43,7.43,10.3,,6.57,270.0,110.0,20.0,215.9,170.1,58.0,30.6,80.0,16.0,3.63,1.07
2011-11-12 12:15:00+00:00,50,9.55,33.97,7.88,7.88,10.1,,6.49,280.0,110.0,20.0,215.4,169.6,59.3,31.3,74.6,15.6,3.56,1.28
2011-11-12 12:45:00+00:00,50,9.325,33.38,6.07,6.07,9.88,,6.3,260.0,110.0,20.0,226.2,182.6,55.2,29.9,79.6,14.6,3.58,1.0
2011-11-12 13:00:00+00:00,50,9.5,32.46,8.15,8.15,10.05,,6.18,280.0,110.0,20.0,228.3,177.6,68.6,36.8,77.3,17.8,3.42,1.67
2011-11-12 13:15:00+00:00,50,10.275,32.2,7.53,7.53,10.82,,6.02,280.0,110.0,20.0,268.0,200.5,92.6,49.6,99.1,27.9,3.13,1.81
2011-11-12 14:00:00+00:00,50,9.075,33.92,4.65,4.65,9.63,,5.44,230.0,110.0,20.0,220.1,189.8,40.6,22.5,56.2,10.6,3.74,1.03
2011-11-12 14:15:00+00:00,50,9.275,32.87,6.9,6.9,9.82,,5.21,249.0,110.0,20.0,227.4,185.6,57.2,30.1,63.9,14.0,3.54,1.62
2011-11-12 14:30:00+00:00,50,8.85,31.83,6.22,6.22,9.4,,4.97,235.0,110.0,20.0,226.6,186.5,55.6,29.6,59.8,12.5,3.6,1.81
2011-11-12 15:00:00+00:00,70,6.725,27.51,3.05,3.05,7.28,,4.49,215.0,110.0,20.0,204.8,189.0,21.7,12.3,30.9,3.3,4.09,1.0
2011-11-12 15:15:00+00:00,50,8.35,28.83,3.72,3.72,8.9,,4.25,220.0,110.0,20.0,248.1,210.3,53.8,28.5,55.1,10.6,3.45,1.99
2011-11-12 15:30:00+00:00,50,5.325,21.02,3.6,3.6,5.88,,4.03,224.0,110.0,20.0,216.8,199.2,24.5,12.8,27.7,2.0,3.95,1.5
2011-11-12 16:00:00+00:00,100,6.875,22.8,3.75,3.75,7.43,,3.61,230.0,110.0,20.0,275.3,235.9,55.8,30.6,47.5,7.3,3.32,4.81
2011-11-12 16:15:00+00:00,100,5.125,19.78,3.6,3.6,5.68,,3.43,234.0,110.0,20.0,233.7,220.0,19.7,10.6,20.2,1.5,3.86,1.87
2011-11-12 16:45:00+00:00,100,4.65,16.26,3.92,3.92,5.2,,3.12,279.0,110.0,20.0,266.0,243.8,32.1,16.6,32.4,1.9,3.5,1.97
2011-11-12 17:45:00+00:00,100,5.1,16.03,2.83,2.83,5.65,,2.71,260.0,110.0,20.0,301.8,261.7,57.0,31.0,50.0,4.1,3.14,3.98
2011-11-12 18:30:00+00:00,0,5.2,16.86,3.8,3.8,5.75,,2.55,275.0,110.0,20.0,293.9,263.5,43.7,23.2,41.4,3.3,3.24,2.55
2011-11-12 22:45:00+00:00,100,3.85,12.12,2.7,2.7,4.43,0.03,2.86,279.0,110.0,20.0,305.3,269.2,51.5,28.0,46.6,2.1,3.15,3.36
2011-11-12 23:00:00+00:00,100,3.75,12.68,1.83,1.83,4.3,,2.95,249.0,110.0,20.0,272.3,243.4,41.2,21.9,38.5,1.6,3.38,2.78
2011-11-12 23:30:00+00:00,100,3.5,11.25,2.42,2.42,4.07,0.03,3.13,262.0,110.0,20.0,295.0,258.1,52.5,28.9,45.5,1.8,3.21,4.35
2011-11-12 23:45:00+00:00,100,3.475,10.8,1.9,1.9,4.03,,3.21,245.0,110.0,20.0,299.2,249.4,70.4,38.6,59.2,2.4,3.11,5.21
2011-11-13 00:00:00+00:00,100,3.325,10.44,2.55,2.55,3.9,0.03,3.27,293.0,110.0,20.0,301.6,269.0,46.7,24.8,45.9,1.4,3.14,2.25
2011-11-13 00:15:00+00:00,100,3.125,10.01,2.28,2.28,3.67,,3.3,284.0,110.0,20.0,296.2,263.6,46.7,25.2,44.0,1.3,3.2,2.74
2011-11-13 00:30:00+00:00,100,3.5,10.18,2.45,2.45,4.1,0.05,3.31,309.0,110.0,20.0,337.3,287.6,71.1,38.4,66.2,2.4,2.91,2.89
2011-11-13 00:45:00+00:00,100,3.575,10.66,2.1,2.1,4.2,0.08,3.29,284.0,110.0,20.0,320.9,275.7,64.3,34.7,58.4,2.3,2.98,3.27
2011-11-13 01:00:00+00:00,100,3.575,11.01,1.85,1.85,4.13,,3.24,270.0,110.0,20.0,311.0,267.6,61.7,33.1,56.2,2.2,3.08,3.19
2011-11-13 01:15:00+00:00,100,3.5,11.27,2.7,2.7,4.07,0.03,3.17,302.0,110.0,20.0,297.5,266.0,45.2,23.8,44.9,1.5,3.22,2.15
2011-11-13 01:30:00+00:00,100,3.6,11.54,1.83,1.83,4.18,0.03,3.08,262.0,110.0,20.0,295.2,257.9,52.9,28.4,47.9,1.9,3.21,3.29
2011-11-13 01:45:00+00:00,100,3.575,11.3,1.85,1.85,4.2,0.08,2.98,255.0,110.0,20.0,294.0,253.6,57.3,30.9,50.7,2.0,3.16,3.74
2011-11-13 02:00:00+00:00,100,3.5,11.13,2.1,2.1,4.07,0.03,2.88,268.0,110.0,20.0,295.5,258.2,53.1,28.8,47.4,1.8,3.18,3.61
2011-11-13 02:15:00+00:00,100,3.5,11.12,2.45,2.45,4.07,0.03,2.78,278.0,110.0,20.0,294.8,261.1,48.2,25.8,45.7,1.7,3.18,2.63
2011-11-13 02:30:00+00:00,100,4.475,13.73,2.88,2.88,5.03,,2.7,300.0,110.0,20.0,316.2,276.4,57.3,30.1,56.3,3.2,3.07,2.2
2011-11-13 02:45:00+00:00,100,3.45,11.51,1.9,1.9,4.03,0.03,2.65,248.0,110.0,20.0,274.8,243.9,43.9,23.7,39.6,1.5,3.34,3.38
2011-11-13 03:00:00+00:00,100,3.5,11.46,2.53,2.53,4.07,0.03,2.64,259.0,110.0,20.0,282.4,250.8,45.2,24.4,41.4,1.6,3.27,3.13
2011-11-13 03:15:00+00:00,100,3.5,10.98,2.3,2.3,4.18,0.13,2.66,255.0,110.0,20.0,300.3,254.7,64.6,35.6,54.7,2.2,3.14,5.06
2011-11-13 03:30:00+00:00,100,3.875,13.6,2.7,2.7,4.43,,2.73,264.0,110.0,20.0,264.6,242.9,31.3,16.2,32.1,1.3,3.51,1.87
2011-11-13 03:45:00+00:00,0,3.4,9.77,1.85,1.85,3.95,,,230.0,110.0,20.0,,,,,,,2.87,
2011-11-13 04:00:00+00:00,100,3.15,9.27,1.83,1.83,3.72,0.03,2.99,245.0,110.0,20.0,319.7,249.1,100.1,54.6,82.4,2.7,2.94,5.84
2011-11-13 04:15:00+00:00,100,3.175,9.69,1.85,1.85,3.72,,3.17,263.0,110.0,20.0,299.9,247.2,74.9,40.4,68.1,2.1,3.05,3.25
2011-11-13 04:30:00+00:00,100,3.875,10.76,1.83,1.83,4.43,,3.39,245.0,110.0,20.0,337.2,250.1,123.3,66.0,110.3,5.1,2.78,3.57
2011-11-13 04:45:00+00:00,70,4.475,14.18,2.45,2.45,5.03,,3.63,263.0,110.0,20.0,283.3,237.1,65.0,34.9,67.1,3.7,3.17,2.02
2011-11-13 05:00:00+00:00,70,5.675,18.46,2.65,2.65,6.22,,3.88,243.0,110.0,20.0,266.1,219.0,66.3,35.6,68.0,6.1,3.25,2.06
2011-11-13 05:15:00+00:00,70,6.65,23.29,2.55,2.55,7.2,,4.15,223.0,110.0,20.0,243.1,206.4,51.6,28.2,55.1,6.8,3.5,1.87
2011-11-13 05:30:00+00:00,70,7.4,25.82,2.88,2.88,7.95,,4.41,212.0,110.0,20.0,239.6,196.6,60.5,32.9,61.6,9.6,3.49,2.15
2011-11-13 05:45:00+00:00,70,6.975,27.29,3.22,3.22,7.53,,4.66,223.0,110.0,20.0,210.7,190.0,27.6,16.1,40.8,4.7,3.91,1.0
2011-11-13 06:00:00+00:00,70,6.95,27.91,3.0,3.0,8.07,0.57,4.9,223.0,110.0,20.0,205.7,188.9,21.8,13.7,35.0,4.1,4.01,1.0
2011-11-13 06:15:00+00:00,100,8.375,30.12,2.92,2.92,9.1,0.17,5.12,240.0,110.0,20.0,238.0,210.5,37.5,21.7,48.5,8.9,3.6,1.22
2011-11-13 06:30:00+00:00,70,7.275,28.28,1.83,3.13,7.82,,5.32,228.0,101.6,11.4,209.9,187.6,28.8,18.0,45.9,5.7,3.89,1.0
2011-11-13 06:45:00+00:00,70,8.75,32.92,3.63,3.63,9.32,0.03,5.5,218.0,110.0,20.0,215.6,188.5,36.8,21.4,48.6,9.4,3.76,1.2
2011-11-13 07:00:00+00:00,100,9.325,32.07,3.22,3.22,9.88,,5.65,229.0,110.0,20.0,243.6,203.6,54.7,30.6,63.0,14.8,3.44,1.59
2011-11-13 07:15:00+00:00,70,9.175,32.47,3.58,3.58,9.73,,5.79,223.0,110.0,20.0,231.9,194.9,50.5,28.9,61.2,13.5,3.54,1.45
2011-11-13 07:30:00+00:00,100,8.85,32.4,2.65,3.53,9.4,,5.9,219.0,102.9,12.6,220.5,186.6,44.6,26.5,58.2,11.8,3.66,1.3
2011-11-13 07:45:00+00:00,100,10.137,32.55,3.5,3.5,10.68,,6.0,211.0,110.0,20.0,263.0,203.6,80.7,45.0,84.8,24.5,3.21,2.11
2011-11-13 08:00:00+00:00,100,8.375,30.52,3.53,3.53,8.95,0.03,6.08,210.0,110.0,20.0,234.6,202.1,47.6,30.6,56.8,12.0,3.64,1.69
2011-11-13 08:15:00+00:00,70,8.35,31.75,5.28,5.28,8.93,0.03,6.16,242.0,110.0,20.0,208.8,172.1,44.0,25.4,68.3,10.1,3.8,1.0
2011-11-13 08:30:00+00:00,70,7.8,30.36,4.32,4.32,8.35,,6.22,243.0,110.0,20.0,206.9,177.8,32.7,21.5,59.6,7.8,3.89,1.0
2011-11-13 08:45:00+00:00,100,8.663,20.93,3.67,3.67,9.2,,6.27,227.0,110.0,20.0,402.7,315.3,101.9,68.8,172.5,29.2,2.42,1.0
2011-11-13 09:00:00+00:00,70,10.85,38.49,5.0,5.0,11.4,,6.32,238.0,110.0,20.0,231.3,195.8,47.6,27.6,65.6,18.3,3.55,1.09
2011-11-13 09:15:00+00:00,100,10.087,35.42,4.13,4.13,10.63,,6.36,220.0,110.0,20.0,238.4,201.3,49.0,28.3,54.9,15.8,3.52,1.89
2011-11-13 09:30:00+00:00,0,10.8,33.55,3.88,3.88,11.35,,,215.0,110.0,20.0,,,,,,,3.11,
2011-11-13 09:45:00+00:00,100,10.038,33.79,3.72,3.72,10.57,,6.44,205.0,110.0,20.0,255.0,213.9,53.8,31.3,62.9,17.4,3.37,1.71
2011-11-13 10:00:00+00:00,70,9.625,32.7,5.85,5.85,10.18,,6.47,238.0,110.0,20.0,234.3,180.6,71.0,39.4,83.7,19.7,3.4,1.53
2011-11-13 10:15:00+00:00,0,9.6,30.64,4.47,4.47,10.15,,,227.0,110.0,20.0,,,,,,,3.19,
2011-11-13 10:30:00+00:00,50,9.975,29.19,7.45,7.45,10.52,,6.54,316.0,110.0,20.0,286.9,201.7,114.4,61.9,121.1,32.7,2.93,1.8
2011-11-13 10:45:00+00:00,0,10.3,31.52,6.0,6.0,10.85,,,275.0,110.0,20.0,,,,,,,3.06,
2011-11-13 11:00:00+00:00,0,10.85,32.99,6.6,6.6,11.4,,,279.0,110.0,20.0,,,,,,,3.04,
2011-11-13 11:15:00+00:00,100,10.913,35.05,3.9,3.9,11.45,,6.59,219.0,110.0,20.0,270.7,221.8,67.3,39.0,74.9,25.2,3.22,1.82
2011-11-13 11:30:00+00:00,100,10.85,33.24,4.2,4.2,11.4,,6.59,233.0,110.0,20.0,278.7,207.5,99.3,54.7,103.5,34.1,3.06,2.11
2011-11-13 11:45:00+00:00,0,10.825,33.91,2.65,3.85,11.38,,,230.0,101.6,11.4,,,,,,,3.13,
2011-11-13 12:00:00+00:00,100,10.712,32.67,2.65,3.9,11.25,,6.54,223.0,101.6,11.3,281.3,209.3,97.7,54.3,100.5,32.9,3.05,2.25
2011-11-13 12:15:00+00:00,50,10.375,34.67,6.75,6.75,10.93,,6.49,269.0,110.0,20.0,243.9,190.0,70.7,37.8,93.0,22.3,3.34,1.15
2011-11-13 12:30:00+00:00,70,10.325,32.78,4.03,4.03,10.9,0.03,6.41,233.0,110.0,20.0,265.5,205.5,83.2,46.1,86.5,26.3,3.17,2.04
2011-11-13 12:45:00+00:00,100,10.363,32.08,2.6,3.6,10.9,,6.3,222.0,101.2,10.9,280.5,218.4,84.4,47.0,87.5,26.8,3.1,2.2
2011-11-13 13:15:00+00:00,50,7.45,27.06,2.95,4.78,8.0,,6.02,249.0,110.0,20.0,218.8,177.6,50.5,28.8,75.5,9.0,3.63,1.0
2011-11-13 13:30:00+00:00,100,10.2,32.18,2.53,3.28,10.75,,5.85,229.0,102.4,12.2,271.3,210.3,84.0,46.0,90.0,25.8,3.15,1.91
2011-11-13 13:45:00+00:00,70,8.8,30.16,3.7,3.7,9.35,,5.65,234.0,110.0,20.0,238.9,200.1,53.0,30.0,64.7,12.9,3.43,1.4
2011-11-13 14:00:00+00:00,100,10.3,32.49,2.17,2.95,10.85,,5.44,235.0,101.1,11.0,275.4,220.0,77.0,42.0,81.5,24.1,3.15,1.93
2011-11-13 14:15:00+00:00,70,8.625,31.55,3.4,3.4,9.18,,5.21,239.0,110.0,20.0,233.5,207.3,36.1,21.1,49.8,9.1,3.66,1.06
2011-11-13 15:00:00+00:00,50,8.775,29.19,2.03,2.72,9.32,,4.49,208.0,110.0,20.0,254.5,203.1,72.9,39.1,68.9,15.7,3.33,2.72
2011-11-13 15:30:00+00:00,50,5.375,21.47,3.2,3.2,5.93,,4.03,219.0,110.0,20.0,216.6,200.3,22.9,12.1,25.9,2.0,3.99,1.52
2011-11-13 16:00:00+00:00,100,6.65,21.46,2.53,2.53,7.2,,3.61,214.0,110.0,20.0,275.6,226.9,68.8,36.8,61.1,8.3,3.23,3.6
2011-11-13 16:15:00+00:00,100,4.8,18.69,3.0,3.0,5.35,,3.43,230.0,110.0,20.0,233.2,218.8,20.8,10.7,21.5,1.3,3.89,1.82
2011-11-13 16:30:00+00:00,100,5.775,18.54,2.22,2.22,6.32,,3.26,213.0,110.0,20.0,279.2,227.2,73.2,39.4,63.6,6.6,3.21,4.15
2011-11-13 16:45:00+00:00,100,4.675,17.01,2.5,2.5,5.22,,3.12,240.0,110.0,20.0,251.4,232.9,26.7,13.9,26.8,1.6,3.64,2.01
