Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2011-02-01 00:00:00+00:00,100,3.9,,12.89,2.15,,2.15,,,4.45,,,3.25,,251.0,,,,110.0,20.0,280.7,,247.4,47.4,,25.7,41.9,2.0,3.31,3.75,
2011-02-01 00:15:00+00:00,100,3.9,,12.77,2.53,,2.53,,,4.45,,,3.3,,256.0,,,,110.0,20.0,283.6,,250.8,46.7,,25.3,41.5,2.0,3.28,3.68,
2011-02-01 00:30:00+00:00,100,3.575,,12.26,2.05,,2.05,,,4.13,,,3.34,,242.0,,,,110.0,20.0,265.2,,236.8,40.5,,21.8,36.7,1.4,3.43,3.28,
2011-02-01 00:45:00+00:00,100,3.825,,12.49,2.9,,2.9,,,4.38,,,3.35,,277.5,,,,110.0,20.0,290.4,,262.1,40.6,,21.7,38.7,1.7,3.27,2.55,
2011-02-01 01:00:00+00:00,100,3.75,,12.63,2.05,,2.05,,,4.3,,,3.33,,247.0,,,,110.0,20.0,273.0,,242.9,42.9,,23.1,39.0,1.7,3.37,3.23,
2011-02-01 01:15:00+00:00,100,3.675,,12.51,2.45,,2.45,,,4.22,,,3.3,,256.0,,,,110.0,20.0,272.3,,246.8,36.4,,19.6,33.6,1.4,3.4,3.01,
2011-02-01 01:30:00+00:00,100,3.75,,13.01,3.4,,3.4,,,4.3,,,3.23,,298.5,,,,110.0,20.0,273.6,,252.8,29.9,,15.6,30.4,1.2,3.47,1.95,
2011-02-01 01:45:00+00:00,100,3.925,,13.37,1.73,,1.73,,,4.47,,,3.16,,221.0,,,,110.0,20.0,260.5,,223.5,52.4,,28.3,46.1,2.2,3.41,3.87,
2011-02-01 02:00:00+00:00,100,3.925,,13.57,2.45,,2.45,,,4.47,,,3.07,,234.5,,,,110.0,20.0,257.4,,231.4,37.0,,20.0,33.5,1.6,3.46,3.29,
2011-02-01 02:15:00+00:00,100,3.45,,12.61,2.45,,2.45,,,4.0,,,2.98,,237.0,,,,110.0,20.0,245.3,,226.2,27.4,,14.7,26.3,0.9,3.66,2.51,
2011-02-01 02:30:00+00:00,100,3.575,,11.69,1.73,,1.73,,,4.13,,,2.89,,223.5,,,,110.0,20.0,273.9,,228.2,64.5,,34.9,55.8,2.3,3.27,4.27,
2011-02-01 02:45:00+00:00,100,3.5,,11.78,2.0,,2.0,,,4.05,,,2.82,,235.0,,,,110.0,20.0,269.5,,234.5,49.7,,27.1,43.3,1.7,3.37,4.18,
2011-02-01 03:00:00+00:00,100,3.5,,12.1,1.83,,1.83,,,4.05,,,2.76,,222.0,,,,110.0,20.0,254.9,,221.8,46.9,,25.4,41.3,1.6,3.46,3.89,
2011-02-01 03:15:00+00:00,100,3.45,,11.79,1.73,,1.73,,,4.0,,,2.74,,220.0,,,,110.0,20.0,258.6,,221.4,52.7,,28.5,46.0,1.7,3.42,4.06,
2011-02-01 03:30:00+00:00,100,3.475,,11.71,1.75,,1.75,,,4.03,,,2.75,,217.0,,,,110.0,20.0,262.0,,220.1,59.2,,32.2,50.3,2.0,3.37,4.79,
2011-02-01 03:45:00+00:00,100,3.1,,10.78,2.22,,2.22,,,3.65,,,2.79,,238.5,,,,110.0,20.0,259.5,,231.6,39.8,,21.8,35.1,1.1,3.48,3.92,
2011-02-01 04:00:00+00:00,100,3.25,,10.23,1.88,,1.88,,,3.8,,,2.87,,247.0,,,,110.0,20.0,293.5,,246.8,66.2,,36.2,56.1,1.9,3.15,4.93,
2011-02-01 04:15:00+00:00,100,3.275,,10.22,2.97,,2.97,,,3.83,,,2.99,,338.0,,,,110.0,20.0,301.2,,261.1,57.3,,30.2,57.4,1.7,3.12,2.1,
2011-02-01 04:30:00+00:00,100,3.275,,10.39,2.7,,2.7,,,3.83,,,3.13,,302.0,,,,110.0,20.0,289.9,,251.9,54.1,,28.6,55.0,1.6,3.17,2.03,
2011-02-01 04:45:00+00:00,100,3.4,,10.95,1.9,,1.9,,,3.95,,,3.3,,254.5,,,,110.0,20.0,284.5,,238.9,64.9,,35.2,58.9,2.1,3.22,3.34,
2011-02-01 05:00:00+00:00,50,3.475,,11.26,3.38,,3.38,,,4.05,0.03,,3.49,,350.0,,,,110.0,20.0,267.5,,229.9,52.5,,28.1,54.6,1.8,3.24,1.99,
2011-02-01 05:15:00+00:00,50,3.575,,12.95,3.3,,3.3,,,4.13,,,3.69,,277.5,,,,110.0,20.0,231.9,,203.3,38.8,,20.9,42.0,1.5,3.62,1.85,
2011-02-01 05:30:00+00:00,70,3.85,,14.23,2.83,,2.83,,,4.55,0.15,,3.89,,238.5,,,,110.0,20.0,219.6,,187.6,41.6,,22.8,50.2,1.9,3.69,1.48,
2011-02-01 05:45:00+00:00,100,4.575,,16.11,2.05,,2.05,,,5.13,,,4.1,,218.5,,,,110.0,20.0,231.7,,189.8,58.7,,32.8,60.1,3.8,3.52,2.22,
2011-02-01 06:00:00+00:00,100,4.875,,17.73,1.85,1.95,2.22,1.85,1.96,5.43,,0.05,4.29,1.85,221.0,,142.5,142.5,108.2,18.0,218.8,,181.4,50.1,,29.1,58.5,4.0,3.64,1.69,
2011-02-01 06:15:00+00:00,100,5.65,,21.4,2.65,,2.65,,,6.2,,,4.47,,225.0,,,,110.0,20.0,215.4,,187.1,36.5,,21.8,51.6,4.1,3.79,1.12,
2011-02-01 06:30:00+00:00,100,6.175,,23.15,2.22,2.33,3.22,2.22,2.33,6.72,,0.08,4.64,2.22,216.0,,152.5,152.5,111.9,21.5,210.2,,176.1,45.3,,26.7,56.0,5.8,3.75,1.52,
2011-02-01 06:45:00+00:00,70,6.1,,24.47,3.25,,3.25,,,6.65,,,4.79,,216.0,,,,110.0,20.0,197.4,,173.4,29.1,,18.1,46.9,4.1,4.01,1.0,
2011-02-01 07:00:00+00:00,100,6.125,,23.42,3.08,,3.08,,,6.68,,,4.93,,213.5,,,,110.0,20.0,205.9,,175.3,40.3,,24.5,54.3,5.3,3.82,1.28,
2011-02-01 07:15:00+00:00,100,5.7,,22.62,3.08,,3.08,,,6.28,0.03,,5.06,,215.0,,,,110.0,20.0,195.4,,168.8,31.2,,20.5,52.9,4.0,3.97,1.0,
2011-02-01 07:30:00+00:00,100,5.85,,24.39,3.3,,3.3,,,6.4,,,5.18,,217.0,,,,110.0,20.0,187.3,,164.8,23.5,,16.6,47.1,3.5,4.17,1.0,
2011-02-01 07:45:00+00:00,70,5.175,,20.16,3.47,,3.47,,,5.72,,,5.28,,215.0,,,,110.0,20.0,189.1,,151.2,43.9,,27.2,63.0,4.2,3.9,1.32,
2011-02-01 08:00:00+00:00,100,6.25,,21.36,3.47,,3.47,,,6.8,,,5.38,,231.0,,,,110.0,20.0,229.9,,176.7,66.4,,39.7,82.9,8.6,3.42,1.55,
2011-02-01 08:15:00+00:00,100,5.813,3.91,22.54,3.42,,3.42,,,6.35,,,5.48,,220.0,228.5,,,110.0,20.0,203.2,172.8,176.1,30.5,22.9,22.5,40.2,4.4,3.89,1.69,0.5
2011-02-01 08:30:00+00:00,100,5.65,,21.01,3.17,,3.17,,,6.2,,,5.56,,208.5,,,,110.0,20.0,202.2,,158.8,54.9,,33.1,69.9,5.9,3.72,1.57,
2011-02-01 08:45:00+00:00,0,5.7,3.92,21.36,3.28,,3.28,,,6.25,,,,,188.5,236.0,,,110.0,20.0,,,,,,,,,3.75,,
2011-02-01 09:00:00+00:00,100,5.363,3.88,19.59,3.38,,3.38,,,5.9,,,5.72,,216.0,223.8,,,110.0,20.0,210.7,171.3,169.1,54.2,15.5,33.4,58.2,5.3,3.66,2.22,0.5
2011-02-01 09:15:00+00:00,0,5.375,3.85,19.97,3.55,,3.55,,,5.93,,,,,209.5,233.5,,,110.0,20.0,,,,,,,,,3.71,,
2011-02-01 09:30:00+00:00,100,5.075,,18.1,3.78,,3.78,,,5.65,0.03,,5.86,,207.0,,,,110.0,20.0,203.6,,141.2,80.7,,45.4,90.4,6.3,3.57,2.01,
2011-02-01 09:45:00+00:00,100,5.387,4.31,18.97,3.45,,3.45,,,5.95,0.03,,5.91,,197.0,277.5,,,110.0,20.0,208.8,169.6,151.7,44.6,37.8,37.6,78.6,6.0,3.53,1.39,0.5
2011-02-01 10:00:00+00:00,0,5.7,4.07,21.18,3.75,,3.75,,,6.28,0.03,,,,223.5,243.5,,,110.0,20.0,,,,,,,,,3.71,,
2011-02-01 10:15:00+00:00,70,5.682,4.46,18.48,4.47,,4.47,,,6.22,,,5.99,,275.0,275.5,,,110.0,20.0,226.0,168.9,153.1,70.5,12.2,50.3,104.7,8.7,3.26,1.58,0.5
2011-02-01 10:30:00+00:00,0,5.925,4.03,21.7,3.7,,3.7,,,6.55,0.08,,,,223.5,245.0,,,110.0,20.0,,,,,,,,,3.66,,
2011-02-01 10:45:00+00:00,100,6.281,4.28,22.23,3.4,,3.4,,,6.82,,,6.02,,199.5,253.5,,,110.0,20.0,220.8,169.7,173.7,54.0,35.3,36.4,66.9,7.9,3.54,1.84,0.5
2011-02-01 11:00:00+00:00,100,6.213,4.06,22.38,3.35,,3.35,,,6.8,0.05,,6.01,,206.0,247.5,,,110.0,20.0,220.7,174.9,182.1,44.1,25.5,30.6,58.7,6.7,3.61,1.64,0.5
2011-02-01 11:15:00+00:00,100,6.363,4.11,23.8,3.4,,3.4,,,6.93,0.03,,6.0,,222.0,240.0,,,110.0,20.0,213.8,175.4,183.8,37.2,35.7,26.6,43.8,6.2,3.75,1.99,0.6
2011-02-01 11:30:00+00:00,100,5.856,4.01,22.16,3.35,,3.35,,,6.4,,,5.97,,207.0,227.5,,,110.0,20.0,205.5,170.0,172.6,42.1,35.1,28.4,45.1,5.5,3.79,2.23,0.56
2011-02-01 11:45:00+00:00,100,5.288,3.91,19.87,3.4,,3.4,,,5.88,0.05,,5.93,,204.5,232.0,,,110.0,20.0,194.5,156.9,151.5,38.5,26.8,30.1,62.6,4.7,3.77,1.39,0.5
2011-02-01 12:00:00+00:00,0,5.2,3.95,18.99,3.67,,3.67,,,5.75,,,,,220.5,233.5,,,110.0,20.0,,,,,,,,,3.65,,
2011-02-01 12:15:00+00:00,100,5.288,3.91,19.37,2.95,3.0,3.25,2.95,3.01,5.88,0.05,0.1,5.82,2.95,200.0,230.0,162.5,162.5,110.0,20.0,198.0,153.0,146.9,53.5,26.9,36.0,70.6,5.5,3.67,1.73,0.5
2011-02-01 12:30:00+00:00,0,4.85,3.75,18.82,3.38,,3.38,,,5.4,,,,,192.5,227.5,,,110.0,20.0,,,,,,,,,3.88,,
2011-02-01 12:45:00+00:00,100,5.375,,17.78,2.45,2.65,3.08,2.45,2.65,5.93,,0.05,5.67,2.45,191.0,,112.5,112.5,101.1,10.9,229.6,,153.1,97.5,,56.1,108.6,8.6,3.31,1.95,
2011-02-01 13:00:00+00:00,100,5.731,3.88,21.27,3.7,,3.7,,,6.3,0.03,,5.58,,268.5,262.5,,,110.0,20.0,228.1,202.8,205.9,20.9,18.9,19.8,37.1,4.1,3.71,1.14,0.5
2011-02-01 13:15:00+00:00,100,5.175,,20.0,3.47,,3.47,,,5.75,0.03,,5.48,,231.0,,,,110.0,20.0,192.4,,153.1,40.2,,27.0,72.6,4.2,3.87,1.0,
2011-02-01 13:30:00+00:00,100,6.012,3.81,21.81,3.22,,3.22,,,6.55,,,5.37,,228.8,260.0,,,110.0,20.0,227.2,187.6,197.2,31.7,27.4,24.5,52.3,5.2,3.64,1.19,0.5
2011-02-01 13:45:00+00:00,100,5.7,,21.43,3.13,,3.13,,,6.25,,,5.24,,230.0,,,,110.0,20.0,206.3,,171.4,42.6,,27.2,65.1,5.1,3.76,1.11,
2011-02-01 14:00:00+00:00,70,5.65,,20.56,3.4,,3.4,,,6.22,0.03,,5.11,,227.5,,,,110.0,20.0,212.1,,167.5,56.8,,33.9,72.1,6.0,3.64,1.54,
2011-02-01 14:15:00+00:00,100,5.15,,19.31,2.42,2.53,3.1,2.42,2.53,5.72,0.03,0.03,4.96,2.42,220.0,,137.5,137.5,109.7,19.4,200.0,,160.2,48.7,,29.9,67.9,4.6,3.75,1.34,
2011-02-01 14:30:00+00:00,70,5.625,,20.38,2.28,2.35,3.38,2.28,2.36,6.18,,0.03,4.81,2.28,241.0,,135.0,135.0,104.1,13.8,215.2,,172.7,48.5,,30.7,79.3,5.6,3.62,1.0,
2011-02-01 14:45:00+00:00,100,5.325,,21.53,1.85,2.33,2.45,1.85,1.98,5.88,,0.17,4.64,2.0,218.5,,120.0,120.0,102.1,11.9,198.7,,179.0,24.6,,16.3,40.5,2.9,4.04,1.0,
2011-02-01 15:00:00+00:00,100,4.738,3.21,17.8,2.0,2.22,2.85,2.0,2.18,5.28,,0.25,4.48,2.2,207.0,210.0,115.0,112.5,101.4,11.3,205.0,168.1,169.8,48.4,12.0,28.5,49.3,3.6,3.77,2.44,0.5
2011-02-01 15:15:00+00:00,100,4.45,,17.49,1.85,2.08,2.78,1.85,2.03,5.0,,0.43,4.31,2.05,211.0,,115.0,110.0,101.5,11.3,192.5,,159.4,38.1,,23.6,57.9,2.8,3.93,1.15,
2011-02-01 15:30:00+00:00,100,4.575,,17.61,1.88,,1.88,,,5.13,,,4.14,,216.0,,,,110.0,20.0,211.3,,186.6,32.7,,19.0,40.6,2.4,3.85,1.43,
2011-02-01 15:45:00+00:00,100,3.85,,14.68,1.95,,1.95,,,4.4,,,3.98,,198.5,,,,110.0,20.0,208.8,,177.1,44.6,,24.6,44.0,2.0,3.81,2.5,
2011-02-01 16:00:00+00:00,70,4.275,,14.91,2.5,,2.5,,,4.88,0.05,,3.82,,243.5,,,,110.0,20.0,246.6,,210.7,49.4,,26.8,55.0,2.7,3.49,1.7,
2011-02-01 16:15:00+00:00,70,3.975,,14.99,1.73,,1.73,,,4.53,,,3.66,,221.0,,,,110.0,20.0,231.5,,211.3,28.5,,15.5,29.7,1.4,3.77,1.99,
2011-02-01 16:30:00+00:00,100,3.9,,12.57,1.95,,1.95,,,4.45,,,3.52,,224.5,,,,110.0,20.0,276.1,,226.7,70.0,,37.6,60.7,2.9,3.22,4.09,
2011-02-01 16:45:00+00:00,100,3.55,,11.64,1.88,,1.88,,,4.1,,,3.39,,247.0,,,,110.0,20.0,276.3,,238.5,53.7,,28.8,50.2,1.9,3.28,2.85,
2011-02-01 17:00:00+00:00,100,4.225,,12.38,1.9,,1.9,,,4.78,,,3.27,,260.0,,,,110.0,20.0,323.1,,263.9,83.9,,44.7,76.1,4.1,2.93,3.23,
2011-02-01 17:15:00+00:00,100,4.2,,12.77,2.13,,2.13,,,4.75,,,3.15,,264.5,,,,110.0,20.0,309.0,,261.8,67.0,,36.1,60.2,3.3,3.04,3.45,
2011-02-01 17:30:00+00:00,100,4.125,,12.8,2.85,,2.85,,,4.68,,,3.06,,293.5,,,,110.0,20.0,306.1,,267.6,55.4,,29.3,54.1,2.6,3.1,2.26,
2011-02-01 17:45:00+00:00,100,4.2,,13.15,1.8,,1.8,,,4.75,,,2.97,,264.5,,,,110.0,20.0,301.3,,261.5,56.9,,30.2,53.8,2.8,3.13,2.61,
2011-02-01 18:00:00+00:00,100,4.55,,13.62,2.67,,2.67,,,5.1,,,2.89,,282.0,,,,110.0,20.0,317.4,,272.6,64.0,,34.3,59.1,3.7,2.99,2.96,
2011-02-01 18:15:00+00:00,100,4.5,,13.92,2.17,,2.17,,,5.05,,,2.83,,274.5,,,,110.0,20.0,309.6,,268.4,58.9,,31.4,54.8,3.3,3.09,2.84,
2011-02-01 18:30:00+00:00,100,4.475,,13.78,2.2,,2.2,,,5.03,,,2.77,,269.5,,,,110.0,20.0,306.2,,266.1,57.3,,30.5,53.1,3.2,3.08,2.88,
2011-02-01 18:45:00+00:00,100,4.65,,14.94,1.88,,1.88,,,5.22,0.03,,2.72,,254.5,,,,110.0,20.0,291.7,,255.1,52.1,,27.7,47.9,3.1,3.21,3.0,
2011-02-01 19:00:00+00:00,100,4.575,,15.41,2.13,,2.13,,,5.13,,,2.68,,247.0,,,,110.0,20.0,273.8,,244.2,42.2,,22.5,38.9,2.4,3.37,2.95,
2011-02-01 19:15:00+00:00,100,4.55,,15.02,1.95,,1.95,,,5.1,,,2.64,,234.5,,,,110.0,20.0,272.3,,236.9,50.3,,26.8,45.7,2.8,3.3,3.2,
2011-02-01 19:30:00+00:00,100,4.4,,14.11,2.03,,2.03,,,4.95,,,2.61,,238.5,,,,110.0,20.0,285.6,,242.0,61.5,,33.2,53.7,3.3,3.21,4.06,
2011-02-01 19:45:00+00:00,100,3.875,,13.36,2.7,,2.7,,,4.43,,,2.59,,261.0,,,,110.0,20.0,271.8,,249.0,32.6,,17.4,31.1,1.4,3.45,2.55,
2011-02-01 20:00:00+00:00,100,3.825,,13.68,2.65,,2.65,,,4.38,,,2.57,,262.0,,,,110.0,20.0,262.3,,244.6,25.4,,13.3,25.4,1.0,3.58,2.07,
2011-02-01 20:15:00+00:00,100,3.775,,14.68,2.53,,2.53,,,4.32,,,2.56,,234.5,,,,110.0,20.0,232.8,,220.3,18.2,,10.6,19.3,0.8,3.89,1.65,
2011-02-01 20:30:00+00:00,100,3.8,,15.51,2.8,,2.8,,,4.4,0.05,,2.55,,221.0,,,,110.0,20.0,217.2,,206.6,15.3,,10.6,16.1,0.8,4.08,1.72,
2011-02-01 20:45:00+00:00,100,4.175,,15.21,1.92,,1.92,,,4.72,,,2.54,,206.3,,,,110.0,20.0,237.1,,208.2,41.0,,22.0,36.5,2.0,3.64,3.57,
2011-02-01 21:00:00+00:00,100,3.8,,14.48,1.73,,1.73,,,4.35,,,2.55,,217.0,,,,110.0,20.0,229.8,,211.6,26.0,,13.8,25.4,1.0,3.81,2.31,
2011-02-01 21:15:00+00:00,100,3.9,,14.5,1.77,,1.77,,,4.65,0.2,,2.56,,211.0,,,,110.0,20.0,233.4,,209.5,34.0,,18.2,31.3,1.4,3.72,3.0,
2011-02-01 21:30:00+00:00,100,3.55,,13.6,2.0,,2.0,,,4.18,0.08,,2.58,,209.5,,,,110.0,20.0,224.0,,204.3,28.1,,15.1,26.0,1.0,3.83,2.98,
