Time,CS,foF2,MUFD,fmin,fminF,fxI,foF2p,hF,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2011-12-01 18:45:00+00:00,100,4.425,14.97,3.3,3.3,4.97,2.55,248.0,110.0,20.0,271.9,245.4,37.8,20.3,35.3,2.1,3.38,2.82
2011-12-01 19:00:00+00:00,100,3.875,13.81,3.0,3.0,4.43,2.57,235.0,110.0,20.0,251.2,229.3,31.3,16.7,29.7,1.3,3.56,2.62
2011-12-01 19:15:00+00:00,100,3.55,10.73,3.33,3.33,4.1,2.6,373.0,110.0,20.0,319.9,280.8,56.2,29.4,56.7,2.0,3.02,2.01
2011-12-01 19:30:00+00:00,0,,,1.8,,,,,,,,,,,,,,
2011-12-01 20:00:00+00:00,100,3.325,10.02,2.3,2.3,3.9,2.65,298.0,110.0,20.0,317.8,276.5,59.1,31.8,55.6,1.8,3.01,2.75
2011-12-01 20:45:00+00:00,100,3.35,9.38,2.2,2.2,3.9,2.66,314.0,110.0,20.0,350.3,293.8,80.6,43.4,74.4,2.5,2.8,3.01
2011-12-01 21:45:00+00:00,100,3.55,10.05,3.08,3.08,4.1,2.68,380.0,110.0,20.0,349.8,300.5,70.8,37.1,71.1,2.5,2.83,2.05
2011-12-01 22:00:00+00:00,100,3.5,10.19,3.33,3.33,4.07,2.72,405.0,110.0,20.0,332.1,290.0,60.4,31.5,61.3,2.0,2.91,1.97
2011-12-01 22:30:00+00:00,100,3.85,10.97,2.42,2.42,4.43,2.84,314.0,110.0,20.0,346.2,293.3,75.6,40.7,69.4,3.1,2.85,3.08
2011-12-01 22:45:00+00:00,100,3.925,11.45,3.6,3.6,4.47,2.91,382.0,110.0,20.0,342.6,296.6,66.2,34.7,65.9,2.8,2.92,2.11
2011-12-01 23:00:00+00:00,100,4.425,11.59,2.6,2.6,4.97,3.0,295.0,110.0,20.0,377.0,306.9,99.8,53.5,90.9,5.4,2.62,3.17
2011-12-01 23:45:00+00:00,100,6.1,13.6,3.33,3.33,6.65,3.26,355.0,110.0,20.0,463.6,366.9,138.7,73.3,132.0,14.1,2.23,2.53
2011-12-02 00:15:00+00:00,100,4.425,13.7,3.53,3.53,4.97,3.35,359.0,110.0,20.0,320.6,288.4,47.0,23.3,52.1,2.5,3.1,1.39
2011-12-02 00:30:00+00:00,100,4.075,12.35,3.75,3.75,4.63,3.36,369.0,110.0,20.0,321.5,284.2,53.9,28.0,54.6,2.5,3.03,1.95
2011-12-02 00:45:00+00:00,100,3.9,12.52,2.65,2.65,4.47,3.35,295.0,110.0,20.0,300.3,269.4,44.4,23.3,44.2,1.9,3.21,2.11
2011-12-02 01:00:00+00:00,100,3.975,12.96,2.47,2.47,4.53,3.3,273.0,110.0,20.0,291.0,261.2,42.7,22.9,40.0,1.9,3.26,2.76
2011-12-02 01:15:00+00:00,100,4.15,13.15,3.03,3.03,4.7,3.23,280.0,110.0,20.0,304.2,267.5,52.4,28.4,47.6,2.5,3.17,3.28
2011-12-02 01:30:00+00:00,100,3.85,12.8,3.0,3.0,4.4,3.14,285.0,110.0,20.0,283.9,258.9,36.0,18.9,36.1,1.5,3.33,2.06
2011-12-02 01:45:00+00:00,100,4.0,12.52,3.45,3.45,4.55,3.03,323.0,110.0,20.0,307.8,273.0,50.0,26.3,49.7,2.2,3.13,2.12
2011-12-02 02:00:00+00:00,100,3.6,12.22,3.08,3.08,4.15,2.92,307.0,110.0,20.0,281.5,256.9,35.3,18.3,36.2,1.3,3.39,1.89
2011-12-02 02:15:00+00:00,100,4.475,14.4,3.3,3.3,5.03,2.81,330.0,110.0,20.0,305.5,276.3,42.7,21.3,47.0,2.3,3.22,1.42
2011-12-02 02:30:00+00:00,100,4.475,11.79,3.7,3.7,5.03,2.71,415.0,110.0,20.0,384.4,324.1,87.4,44.9,89.8,4.8,2.63,1.83
2011-12-02 02:45:00+00:00,100,3.575,11.83,2.7,2.7,4.13,2.64,288.0,110.0,20.0,283.8,256.4,39.3,20.5,39.6,1.4,3.31,2.02
2011-12-02 03:00:00+00:00,100,3.875,12.63,1.85,1.85,4.43,2.59,245.0,110.0,20.0,281.8,244.2,53.3,28.7,47.4,2.2,3.26,3.65
2011-12-02 03:30:00+00:00,100,3.875,10.7,1.77,1.77,4.43,2.58,240.0,110.0,20.0,344.6,264.2,113.3,60.9,98.3,4.6,2.76,4.16
2011-12-02 04:00:00+00:00,100,4.575,12.08,3.8,3.8,5.13,2.71,410.0,110.0,20.0,381.2,316.1,94.1,48.9,94.8,5.4,2.64,1.98
2011-12-02 04:30:00+00:00,100,3.7,10.98,3.3,3.3,4.25,2.96,359.0,110.0,20.0,318.0,267.1,72.5,38.4,73.2,2.8,2.97,2.08
2011-12-02 04:45:00+00:00,100,4.475,13.94,4.05,4.05,5.03,3.13,349.0,110.0,20.0,294.1,252.2,59.3,30.8,62.7,3.3,3.12,1.78
2011-12-02 05:00:00+00:00,50,4.7,16.14,3.4,3.4,5.25,3.31,249.0,110.0,20.0,254.2,222.2,45.2,24.2,45.4,2.9,3.43,2.17
2011-12-02 05:30:00+00:00,70,5.575,21.19,3.13,3.13,6.13,3.69,219.0,110.0,20.0,223.0,189.5,48.2,26.8,45.7,4.5,3.8,2.89
2011-12-02 05:45:00+00:00,0,7.8,27.78,3.03,3.03,8.35,3.89,213.0,110.0,20.0,232.9,196.7,51.1,27.8,52.8,9.1,3.56,2.04
2011-12-02 06:00:00+00:00,70,7.8,28.08,3.2,3.2,8.35,4.09,209.0,110.0,20.0,229.3,191.0,53.9,29.4,56.4,9.7,3.6,1.99
2011-12-02 06:15:00+00:00,50,6.4,26.26,3.92,3.92,6.95,4.29,214.0,110.0,20.0,194.1,171.5,28.3,16.0,42.2,3.9,4.1,1.0
2011-12-02 06:30:00+00:00,70,8.375,32.14,3.63,3.63,8.93,4.47,214.0,110.0,20.0,213.6,187.0,36.4,20.6,46.5,8.2,3.84,1.25
2011-12-02 06:45:00+00:00,70,8.475,30.85,3.85,3.85,9.02,4.64,209.0,110.0,20.0,220.9,183.2,52.4,29.1,57.8,11.4,3.64,1.79
2011-12-02 07:15:00+00:00,70,8.7,30.52,3.83,3.83,9.25,4.94,215.0,110.0,20.0,231.7,185.8,63.5,35.3,68.4,14.4,3.51,1.92
2011-12-02 07:30:00+00:00,70,6.475,26.26,3.85,3.85,7.03,5.07,209.0,110.0,20.0,189.5,163.1,30.8,19.1,50.3,4.7,4.06,1.0
2011-12-02 07:45:00+00:00,50,8.375,30.85,5.93,5.93,8.93,5.18,239.0,110.0,20.0,212.6,170.8,53.8,29.3,67.9,11.3,3.68,1.32
2011-12-02 08:00:00+00:00,50,8.45,30.01,6.5,6.5,9.0,5.28,234.0,110.0,20.0,218.8,169.8,66.4,36.3,72.1,13.9,3.55,1.89
2011-12-02 08:15:00+00:00,50,8.325,28.45,6.5,6.5,8.88,5.36,250.0,110.0,20.0,231.6,174.5,76.9,42.1,84.6,15.6,3.42,1.84
2011-12-02 08:30:00+00:00,50,9.125,31.1,5.6,5.6,9.68,5.42,235.0,110.0,20.0,235.3,181.3,72.3,39.8,82.6,17.9,3.41,1.65
2011-12-02 08:45:00+00:00,50,8.75,30.57,7.5,7.5,9.3,5.47,272.0,110.0,20.0,218.2,168.2,66.1,35.7,77.6,14.7,3.49,1.56
2011-12-02 09:00:00+00:00,50,8.25,29.1,6.5,6.5,8.8,5.52,255.0,110.0,20.0,216.2,166.0,64.6,35.1,81.8,13.0,3.53,1.35
2011-12-02 09:15:00+00:00,50,9.2,31.75,7.0,7.0,9.75,5.56,289.0,110.0,20.0,227.9,174.8,66.6,35.5,95.2,16.5,3.45,1.04
2011-12-02 09:30:00+00:00,70,9.7,36.23,4.57,4.57,10.25,5.59,254.0,110.0,20.0,225.5,199.7,32.0,20.4,55.5,11.6,3.73,1.0
2011-12-02 09:45:00+00:00,100,10.65,40.95,4.1,4.1,11.2,5.63,239.0,110.0,20.0,220.7,200.3,26.7,16.7,43.5,11.6,3.85,1.0
2011-12-02 10:00:00+00:00,70,10.075,36.24,5.53,5.53,10.63,5.66,229.0,110.0,20.0,220.4,178.8,55.4,30.9,69.6,17.2,3.6,1.33
2011-12-02 10:15:00+00:00,70,9.1,31.92,4.95,4.95,9.65,5.69,218.0,110.0,20.0,225.0,175.1,67.6,37.8,73.8,16.8,3.51,1.9
2011-12-02 10:30:00+00:00,100,8.863,31.21,4.05,4.05,9.4,5.73,225.0,110.0,20.0,237.5,201.7,46.6,27.5,53.5,12.0,3.53,1.84
2011-12-02 10:45:00+00:00,50,8.7,27.32,6.05,6.05,9.25,5.76,248.0,110.0,20.0,260.1,184.8,102.6,56.4,109.8,22.5,3.14,1.99
2011-12-02 11:00:00+00:00,50,7.45,28.67,5.93,5.93,8.0,5.79,249.0,110.0,20.0,194.2,153.5,48.7,26.9,63.7,8.3,3.85,1.32
2011-12-02 11:30:00+00:00,70,7.725,28.68,4.05,4.05,8.27,5.83,220.0,110.0,20.0,209.9,173.3,46.4,27.8,64.9,9.3,3.71,1.19
2011-12-02 11:45:00+00:00,50,7.05,25.5,6.32,6.32,7.6,5.83,279.0,110.0,20.0,207.6,158.0,66.3,36.8,72.3,9.8,3.62,1.96
2011-12-02 12:00:00+00:00,70,7.7,28.85,4.95,4.95,8.25,5.8,244.0,110.0,20.0,209.7,171.2,45.6,26.7,71.1,9.0,3.75,1.0
2011-12-02 12:15:00+00:00,50,8.85,32.44,7.35,7.35,9.4,5.76,264.0,110.0,20.0,206.4,164.5,54.2,28.9,63.9,12.4,3.66,1.51
2011-12-02 12:30:00+00:00,50,9.1,34.21,6.7,6.7,9.65,5.68,250.0,110.0,20.0,208.8,169.3,50.0,26.6,65.6,12.2,3.76,1.17
2011-12-02 12:45:00+00:00,50,8.225,31.5,7.4,7.4,8.77,5.58,250.0,110.0,20.0,192.5,158.2,45.2,24.4,51.0,9.0,3.83,1.71
2011-12-02 13:00:00+00:00,70,7.375,29.31,4.05,4.05,7.93,5.45,225.0,110.0,20.0,201.8,176.3,30.2,19.0,51.9,6.2,3.97,1.0
2011-12-02 13:30:00+00:00,50,8.525,28.2,7.5,7.5,9.07,5.12,293.0,110.0,20.0,242.0,185.9,77.0,41.7,82.6,16.2,3.31,1.9
2011-12-02 13:45:00+00:00,70,9.05,30.63,3.2,3.2,9.6,4.92,224.0,110.0,20.0,248.9,202.1,65.3,36.1,69.0,16.0,3.38,1.96
2011-12-02 14:00:00+00:00,70,6.25,25.05,3.4,3.4,6.8,4.71,229.0,110.0,20.0,202.9,180.3,26.9,17.0,46.4,4.1,4.01,1.0
2011-12-02 14:15:00+00:00,70,8.5,28.55,3.13,3.13,9.05,4.48,214.0,110.0,20.0,247.3,196.1,72.0,39.1,71.9,15.0,3.36,2.28
2011-12-02 14:30:00+00:00,70,8.125,31.69,2.67,2.67,8.68,4.26,224.0,110.0,20.0,218.0,200.7,24.1,13.9,31.7,5.5,3.9,1.14
2011-12-02 14:45:00+00:00,50,7.925,28.75,3.6,3.6,8.48,4.03,209.0,110.0,20.0,226.4,191.2,49.5,26.6,51.6,9.0,3.63,1.96
2011-12-02 15:00:00+00:00,70,7.125,26.53,2.6,2.6,7.68,3.81,208.0,110.0,20.0,222.7,195.9,38.0,20.7,40.3,5.7,3.72,1.88
2011-12-02 15:15:00+00:00,70,5.25,21.09,2.6,2.6,5.8,3.6,200.0,110.0,20.0,207.5,189.6,25.0,13.4,27.5,2.1,4.02,1.7
2011-12-02 15:30:00+00:00,50,5.15,19.09,3.03,3.03,5.7,3.4,209.0,110.0,20.0,236.1,204.2,45.9,25.8,36.9,3.5,3.71,6.0
2011-12-02 15:45:00+00:00,100,4.825,18.1,2.63,2.63,5.38,3.22,214.0,110.0,20.0,230.4,208.0,31.9,17.1,30.0,2.1,3.75,2.75
2011-12-02 16:00:00+00:00,100,4.475,15.47,3.05,3.05,5.03,3.07,228.0,110.0,20.0,257.8,226.4,44.8,24.6,38.8,2.5,3.46,4.3
2011-12-02 16:15:00+00:00,100,5.225,16.69,2.6,2.6,5.78,2.92,255.0,110.0,20.0,291.9,252.4,56.3,30.2,51.9,4.3,3.19,2.99
2011-12-02 17:15:00+00:00,100,4.725,18.1,1.85,1.85,5.28,2.57,210.0,110.0,20.0,227.4,208.4,27.3,14.3,26.5,1.7,3.83,2.28
2011-12-02 17:45:00+00:00,100,4.0,13.81,3.15,3.15,4.55,2.51,260.0,110.0,20.0,271.0,247.9,33.1,17.6,31.9,1.5,3.45,2.42
2011-12-02 18:00:00+00:00,100,3.725,12.92,2.5,2.5,4.28,2.5,240.0,110.0,20.0,260.8,234.3,37.7,20.4,34.2,1.5,3.47,3.3
2011-12-02 18:15:00+00:00,100,3.75,13.67,2.47,2.47,4.3,2.51,240.0,110.0,20.0,250.2,230.2,28.7,15.2,27.9,1.1,3.64,2.34
2011-12-02 18:30:00+00:00,100,3.9,13.28,2.17,2.17,4.45,2.52,234.0,110.0,20.0,264.8,232.1,46.3,25.3,40.0,2.0,3.4,4.39
2011-12-02 18:45:00+00:00,100,4.425,14.6,1.77,1.77,4.97,2.55,225.0,110.0,20.0,268.3,229.2,55.4,29.5,50.2,3.0,3.3,3.24
2011-12-02 19:45:00+00:00,100,3.225,9.56,1.9,1.9,3.78,2.64,280.0,110.0,20.0,321.6,272.3,70.0,37.8,62.9,2.0,2.96,3.46
2011-12-02 20:15:00+00:00,100,2.25,4.97,1.73,1.73,2.8,2.66,550.0,110.0,20.0,473.3,374.0,139.8,72.3,155.2,2.0,2.21,1.51
2011-12-02 20:45:00+00:00,100,2.825,8.11,2.15,2.15,3.38,2.66,330.0,110.0,20.0,340.3,289.7,72.4,38.8,70.1,1.6,2.87,2.42
2011-12-02 22:30:00+00:00,100,3.125,8.35,2.47,2.47,3.67,2.84,399.0,110.0,20.0,378.1,316.0,88.8,46.7,89.6,2.4,2.67,2.04
2011-12-02 23:45:00+00:00,100,3.25,9.01,2.17,2.17,3.8,3.26,345.0,110.0,20.0,356.9,302.1,78.4,41.3,77.8,2.3,2.77,2.16
2011-12-03 00:00:00+00:00,100,3.4,9.59,2.53,2.53,3.97,3.32,348.0,110.0,20.0,348.7,298.3,72.3,38.0,72.1,2.3,2.82,2.11
2011-12-03 00:30:00+00:00,100,3.825,12.05,2.75,2.75,4.38,3.36,340.0,110.0,20.0,314.0,283.5,44.4,22.0,50.4,1.8,3.15,1.31
2011-12-03 00:45:00+00:00,100,4.425,10.75,2.88,2.88,4.97,3.35,334.0,110.0,20.0,412.5,333.8,112.8,59.9,107.1,6.1,2.43,2.56
2011-12-03 01:15:00+00:00,100,3.725,11.98,1.88,1.88,4.28,3.23,263.0,110.0,20.0,292.2,258.8,47.5,25.3,44.4,1.8,3.22,2.79
2011-12-03 01:30:00+00:00,100,4.175,13.73,2.08,2.08,4.75,3.14,249.0,110.0,20.0,281.8,247.3,49.0,26.4,43.6,2.4,3.29,3.6
2011-12-03 01:45:00+00:00,100,4.5,15.78,2.2,2.2,5.05,3.03,234.0,110.0,20.0,257.9,231.8,37.2,19.9,34.3,2.1,3.51,3.0
2011-12-03 02:00:00+00:00,100,4.125,16.07,3.1,3.1,4.68,2.92,230.0,110.0,20.0,231.3,217.1,20.5,10.8,20.2,1.0,3.9,2.21
2011-12-03 02:15:00+00:00,100,3.825,14.8,2.72,2.72,4.38,2.81,220.0,110.0,20.0,227.0,210.9,23.1,12.3,22.2,1.0,3.87,2.46
2011-12-03 02:30:00+00:00,100,4.15,14.55,1.77,1.77,4.7,2.71,200.0,110.0,20.0,242.7,207.0,50.5,26.7,46.1,2.4,3.51,3.08
2011-12-03 04:45:00+00:00,100,3.15,8.96,2.63,2.63,3.7,3.13,355.0,110.0,20.0,328.1,264.4,89.3,47.9,91.7,2.5,2.84,2.06
2011-12-03 05:00:00+00:00,50,4.15,11.57,3.0,3.0,4.7,3.31,308.0,110.0,20.0,348.1,266.3,116.5,63.6,104.9,5.7,2.79,3.42
2011-12-03 05:15:00+00:00,100,4.875,15.58,1.75,1.75,5.43,3.5,253.0,110.0,20.0,277.3,232.0,64.0,35.2,64.6,4.5,3.19,2.21
2011-12-03 05:30:00+00:00,70,5.225,20.17,2.63,2.63,5.78,3.69,234.0,110.0,20.0,222.0,200.1,29.4,16.6,41.9,2.7,3.86,1.0
2011-12-03 05:45:00+00:00,50,6.675,23.15,3.7,3.7,7.22,3.89,230.0,110.0,20.0,241.8,199.0,59.4,32.1,64.3,7.8,3.47,1.81
2011-12-03 06:00:00+00:00,70,7.8,26.26,3.15,3.15,8.35,4.09,223.0,110.0,20.0,248.9,200.9,67.8,37.1,69.0,12.0,3.37,2.16
2011-12-03 06:15:00+00:00,70,7.775,28.84,3.0,3.0,8.32,4.29,218.0,110.0,20.0,221.7,194.2,38.0,21.5,46.0,7.4,3.71,1.41
2011-12-03 06:30:00+00:00,70,6.7,26.58,3.03,3.03,7.25,4.47,219.0,110.0,20.0,206.4,185.8,26.6,16.5,41.3,4.5,3.97,1.0
2011-12-03 06:45:00+00:00,100,6.938,27.29,2.17,2.97,7.47,4.64,220.0,110.0,20.0,214.1,196.2,20.6,14.1,34.2,4.2,3.94,1.0
2011-12-03 07:00:00+00:00,0,9.8,34.62,3.4,3.4,10.35,4.8,229.0,110.0,20.0,237.9,204.8,46.0,26.0,54.6,14.0,3.53,1.46
2011-12-03 07:15:00+00:00,0,,,2.5,,,,,102.6,12.4,,,,,,,,
2011-12-03 07:30:00+00:00,70,9.975,36.23,3.63,3.63,10.52,5.07,224.0,110.0,20.0,230.1,198.6,43.5,24.8,53.1,13.9,3.63,1.39
2011-12-03 07:45:00+00:00,0,10.775,35.65,4.8,4.8,11.32,5.18,234.0,110.0,20.0,252.0,200.1,72.3,39.8,76.4,24.9,3.31,1.94
2011-12-03 08:00:00+00:00,0,10.575,36.89,3.45,3.45,11.13,5.28,219.0,110.0,20.0,237.5,195.3,58.6,32.4,62.4,19.6,3.49,1.92
2011-12-03 08:15:00+00:00,70,9.55,34.11,4.47,4.47,10.1,5.36,219.0,110.0,20.0,224.6,185.2,53.5,30.3,64.6,15.2,3.57,1.47
