Time,CS,foF2,MUFD,fmin,foEs,fminF,fxI,FF,foF2p,minEs,hF,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2011-06-01 09:45:00+00:00,50,6.55,21.27,6.3,,6.3,7.1,,5.91,,350.0,,110.0,20.0,203.8,141.5,79.1,44.4,96.1,10.1,3.25,1.65
2011-06-01 10:00:00+00:00,100,7.188,19.57,4.57,,4.57,7.72,,5.97,,267.5,,110.0,20.0,300.2,189.3,122.5,80.5,175.3,22.0,2.73,1.47
2011-06-01 10:15:00+00:00,70,7.275,22.32,5.57,,5.57,7.82,,6.02,,347.0,,110.0,20.0,248.9,164.9,91.8,54.4,133.2,15.6,3.07,1.12
2011-06-01 10:30:00+00:00,70,7.25,22.57,5.9,,5.9,7.95,0.15,6.06,,327.0,,110.0,20.0,238.9,158.1,94.6,54.1,122.5,15.2,3.11,1.34
2011-06-01 10:45:00+00:00,50,6.775,20.76,4.55,5.15,5.75,7.32,,6.08,4.55,342.5,106.0,110.0,20.0,236.8,152.4,100.0,57.0,129.7,13.9,3.06,1.39
2011-06-01 11:15:00+00:00,50,7.35,21.12,5.53,6.45,7.05,7.9,,6.09,5.53,421.0,105.0,110.0,20.0,244.4,160.5,108.6,60.5,123.9,17.2,2.87,1.76
2011-06-01 11:30:00+00:00,50,7.45,20.77,3.95,6.43,5.4,8.0,,6.07,3.95,342.0,105.0,110.0,20.0,281.6,180.5,114.2,66.9,142.3,20.0,2.79,1.3
2011-06-01 11:45:00+00:00,70,7.6,24.28,5.85,,5.85,8.15,,6.05,,316.0,,110.0,20.0,238.6,163.5,86.2,49.6,121.4,15.5,3.19,1.16
2011-06-01 12:00:00+00:00,70,7.65,23.24,6.03,,6.03,8.2,,6.03,,312.5,,110.0,20.0,259.0,169.7,114.2,64.1,125.9,19.8,3.04,1.8
2011-06-01 12:15:00+00:00,0,,,3.78,4.35,,,,,3.78,,116.0,,,,,,,,,,
2011-06-01 12:30:00+00:00,70,7.3,23.15,5.25,,5.25,8.13,0.28,5.96,,306.0,,110.0,20.0,243.0,168.2,85.4,50.6,110.8,14.6,3.17,1.31
2011-06-01 12:45:00+00:00,50,7.425,23.24,5.8,6.78,6.05,7.97,,5.93,5.8,303.5,104.0,110.0,20.0,246.1,165.5,102.1,57.3,115.6,16.8,3.13,1.71
2011-06-01 13:00:00+00:00,50,7.475,25.9,5.55,6.2,6.35,8.02,,5.9,5.55,309.5,101.0,110.0,20.0,211.5,152.5,69.3,38.4,107.0,11.7,3.46,1.05
2011-06-01 13:15:00+00:00,0,6.8,22.19,4.55,,4.55,7.35,,,,333.5,,110.0,20.0,,,,,,,3.26,
2011-06-01 13:30:00+00:00,50,6.5,20.88,3.88,5.82,5.25,7.05,,5.85,3.88,305.0,121.0,110.0,20.0,230.5,156.9,85.8,49.6,114.4,11.3,3.21,1.33
2011-06-01 13:45:00+00:00,50,6.85,21.99,4.35,5.63,5.75,7.4,,5.83,4.35,312.5,121.0,110.0,20.0,231.5,159.4,88.5,49.7,110.6,12.5,3.21,1.45
2011-06-01 14:00:00+00:00,70,6.7,20.76,4.97,,4.97,7.25,,5.82,,309.5,,110.0,20.0,251.2,171.1,93.8,54.7,115.9,13.3,3.1,1.42
2011-06-01 14:15:00+00:00,50,6.925,22.36,4.47,6.35,5.85,7.47,,5.82,4.47,305.0,114.0,110.0,20.0,231.7,162.3,87.4,48.7,105.6,12.5,3.23,1.54
2011-06-01 14:30:00+00:00,0,,,5.28,7.13,,,,,5.28,,107.0,,,,,,,,,,
2011-06-01 14:45:00+00:00,50,9.8,40.25,5.28,6.4,8.63,10.35,,5.86,5.28,227.0,112.0,110.0,20.0,176.6,149.1,36.2,19.2,41.4,10.1,4.11,1.6
2011-06-01 15:00:00+00:00,50,8.025,32.88,5.55,6.63,6.72,8.57,,5.9,5.55,227.0,110.0,110.0,20.0,179.2,148.8,37.9,20.4,46.9,7.3,4.1,1.4
2011-06-01 15:15:00+00:00,0,,,4.75,7.07,,,,,4.75,,105.0,,,,,,,,,,
2011-06-01 15:30:00+00:00,50,8.9,37.16,3.63,6.63,7.78,9.45,,6.0,3.63,222.0,107.0,110.0,20.0,176.4,150.8,33.6,17.8,38.6,7.8,4.18,1.58
2011-06-01 15:45:00+00:00,50,9.875,40.8,4.78,5.97,6.5,10.43,,6.06,4.78,219.5,107.0,110.0,20.0,191.7,165.6,33.4,17.5,47.3,9.8,4.13,1.0
2011-06-01 16:00:00+00:00,70,6.375,20.28,4.35,,4.35,6.93,,6.11,,291.0,,110.0,20.0,253.0,188.0,80.2,45.7,103.4,10.2,3.18,1.31
2011-06-01 16:15:00+00:00,50,8.1,33.78,6.28,,6.28,8.65,,6.17,,217.0,,110.0,20.0,183.5,158.2,32.3,16.9,41.2,6.3,4.17,1.21
2011-06-01 16:30:00+00:00,50,6.425,19.53,4.25,5.8,5.07,6.97,,6.22,4.25,307.0,105.0,110.0,20.0,269.7,195.4,98.7,54.0,109.2,12.0,3.04,1.75
2011-06-01 16:45:00+00:00,50,6.475,20.52,3.35,3.85,4.07,7.03,,6.26,3.35,293.5,110.0,110.0,20.0,265.0,206.9,74.5,41.5,99.7,9.7,3.17,1.17
2011-06-01 17:00:00+00:00,50,6.95,20.94,3.63,4.35,6.28,7.5,,6.29,3.63,350.0,107.0,110.0,20.0,293.9,216.2,108.1,58.8,113.0,15.0,3.01,2.07
2011-06-01 17:15:00+00:00,50,6.85,28.14,3.47,5.18,3.47,7.4,,6.31,4.55,217.0,104.0,110.0,20.0,203.8,183.7,28.1,16.1,36.2,4.3,4.11,1.22
2011-06-01 17:30:00+00:00,50,5.175,21.22,3.17,5.78,3.17,5.72,,6.31,4.25,222.0,103.0,110.0,20.0,200.4,181.0,24.7,13.5,36.4,2.2,4.1,1.0
2011-06-01 17:45:00+00:00,50,10.125,42.61,7.63,,7.63,10.68,,6.29,,214.5,,110.0,20.0,197.9,183.7,20.4,10.7,22.8,5.9,4.21,1.41
2011-06-01 18:00:00+00:00,50,8.45,25.44,4.55,5.7,6.5,9.0,,6.26,4.55,311.0,99.0,110.0,20.0,308.9,256.3,75.4,39.6,75.8,14.9,3.01,2.06
2011-06-01 18:15:00+00:00,50,8.2,25.9,5.28,5.78,6.5,9.0,0.25,6.22,5.28,308.5,105.0,110.0,20.0,295.0,254.4,58.5,30.4,59.1,10.8,3.16,1.98
2011-06-01 18:30:00+00:00,100,8.225,26.26,7.88,,7.88,8.82,0.05,6.16,,352.5,,110.0,20.0,288.6,254.5,49.4,25.6,49.8,9.1,3.19,1.96
2011-06-01 18:45:00+00:00,100,6.725,23.85,2.85,,2.85,7.28,,6.1,,239.5,,110.0,20.0,257.0,234.4,32.6,17.0,32.3,4.0,3.55,2.1
2011-06-01 19:00:00+00:00,100,7.775,24.85,2.85,5.18,2.85,8.4,0.08,6.02,4.6,242.0,105.0,110.0,20.0,289.2,249.0,57.2,30.5,51.7,9.4,3.2,3.28
2011-06-01 19:15:00+00:00,100,6.375,23.07,2.88,4.68,4.97,6.93,,5.94,2.88,284.5,102.0,110.0,20.0,260.9,243.4,25.9,12.7,28.4,2.8,3.62,1.38
2011-06-01 19:30:00+00:00,100,6.875,21.04,2.85,3.55,3.45,7.43,,5.85,2.85,246.0,102.0,110.0,20.0,310.9,260.6,70.8,38.7,60.3,9.2,3.06,4.89
2011-06-01 19:45:00+00:00,100,6.95,20.43,3.4,,3.4,7.5,,5.75,,268.5,,110.0,20.0,330.5,275.8,77.6,41.9,68.4,10.3,2.94,3.83
2011-06-01 20:00:00+00:00,100,6.6,19.44,3.58,,3.58,7.15,,5.65,,274.5,,110.0,20.0,323.4,277.6,65.5,34.9,60.9,7.8,2.94,2.81
2011-06-01 20:30:00+00:00,100,6.9,20.77,3.5,,3.5,7.45,,5.43,,262.0,,110.0,20.0,321.0,271.4,70.2,38.1,61.7,9.2,3.01,3.95
2011-06-01 20:45:00+00:00,100,6.925,20.94,3.22,,3.22,7.47,,5.32,,249.5,,110.0,20.0,316.6,264.5,73.3,40.0,62.6,9.7,3.02,4.74
2011-06-01 21:00:00+00:00,100,6.6,19.58,2.9,,2.9,7.15,,5.2,,251.0,,110.0,20.0,320.7,265.7,77.4,42.1,66.4,9.2,2.97,4.59
2011-06-01 21:15:00+00:00,100,6.325,18.25,3.5,,3.5,6.88,,5.08,,272.0,,110.0,20.0,326.7,279.9,66.9,35.7,61.6,7.4,2.88,2.96
2011-06-01 21:30:00+00:00,100,6.325,18.08,3.45,,3.45,6.88,,4.95,,278.5,,110.0,20.0,345.8,288.2,81.9,44.2,73.0,9.0,2.86,3.6
2011-06-01 21:45:00+00:00,100,5.775,17.47,3.25,,3.25,6.32,,4.83,,291.0,,110.0,20.0,320.7,279.7,59.0,31.0,57.0,5.4,3.03,2.32
2011-06-01 22:00:00+00:00,100,6.2,17.55,3.65,,3.65,6.75,,4.71,,304.5,,110.0,20.0,352.7,298.7,77.6,41.2,73.0,8.2,2.83,2.65
2011-06-01 22:15:00+00:00,100,6.075,18.0,3.47,,3.47,6.63,,4.59,,303.5,,110.0,20.0,333.6,288.6,65.0,34.2,62.8,6.6,2.96,2.32
2011-06-01 22:30:00+00:00,100,6.025,17.69,3.53,,3.53,6.57,,4.48,,297.5,,110.0,20.0,332.3,286.9,65.2,34.5,62.1,6.5,2.94,2.5
2011-06-01 22:45:00+00:00,100,5.75,17.46,4.32,,4.32,6.3,,4.37,,318.5,,110.0,20.0,322.8,283.0,57.6,30.0,56.7,5.2,3.04,2.13
2011-06-01 23:00:00+00:00,100,6.0,17.89,3.47,,3.47,6.55,,4.27,,298.5,,110.0,20.0,328.3,285.9,61.2,32.1,59.4,6.0,2.98,2.28
2011-06-01 23:15:00+00:00,100,5.8,17.09,3.45,,3.45,6.38,0.03,4.18,,298.5,,110.0,20.0,333.3,287.0,66.5,35.3,63.1,6.2,2.95,2.55
2011-06-01 23:30:00+00:00,100,5.825,16.66,3.5,,3.5,6.38,,4.09,,313.5,,110.0,20.0,346.5,295.7,73.2,38.5,70.8,6.8,2.86,2.32
2011-06-01 23:45:00+00:00,100,5.05,15.08,3.03,,3.03,5.6,,4.01,,307.0,,110.0,20.0,324.9,283.1,60.4,31.5,59.8,4.2,2.99,2.11
2011-06-02 00:00:00+00:00,100,5.55,15.98,2.92,,2.92,6.1,,3.93,,309.5,,110.0,20.0,343.7,293.4,72.5,38.1,70.0,6.1,2.88,2.33
2011-06-02 00:15:00+00:00,100,5.35,15.77,2.97,,2.97,5.9,,3.85,,312.0,,110.0,20.0,335.0,289.2,66.2,34.6,65.3,5.2,2.95,2.13
2011-06-02 00:30:00+00:00,100,5.475,16.78,3.63,,3.63,6.03,,3.78,,304.5,,110.0,20.0,315.4,276.6,56.1,29.3,55.2,4.6,3.07,2.15
2011-06-02 00:45:00+00:00,100,6.0,17.88,2.95,,2.95,6.55,,3.71,,277.0,,110.0,20.0,323.9,275.6,68.9,36.9,62.6,6.8,2.98,3.18
2011-06-02 01:00:00+00:00,100,5.525,17.64,3.0,,3.0,6.07,,3.64,,262.0,,110.0,20.0,295.7,258.6,53.0,28.4,48.3,4.5,3.19,3.16
2011-06-02 01:15:00+00:00,100,5.325,16.53,3.35,,3.35,5.88,,3.59,,263.5,,110.0,20.0,307.0,263.6,61.8,33.5,55.2,4.9,3.11,3.58
2011-06-02 01:30:00+00:00,100,5.125,16.05,2.9,,2.9,5.68,,3.54,,256.0,,110.0,20.0,301.2,257.2,62.4,34.0,54.4,4.6,3.13,4.14
2011-06-02 01:45:00+00:00,100,4.9,15.31,3.05,,3.05,5.5,0.05,3.51,,276.0,,110.0,20.0,300.5,260.7,57.2,30.4,55.0,3.8,3.13,2.42
2011-06-02 02:00:00+00:00,100,4.575,14.26,3.08,,3.08,5.13,,3.49,,274.5,,110.0,20.0,295.9,255.0,58.6,31.1,56.6,3.4,3.12,2.4
2011-06-02 02:15:00+00:00,100,4.525,13.71,3.1,,3.1,5.07,,3.5,,282.0,,110.0,20.0,307.5,257.8,71.0,38.2,67.4,4.1,3.03,2.64
2011-06-02 02:30:00+00:00,50,4.15,13.64,3.47,,3.47,4.7,,3.53,,297.0,,110.0,20.0,275.4,236.9,54.4,28.9,55.8,2.7,3.29,2.01
2011-06-02 02:45:00+00:00,50,4.45,13.49,3.45,,3.45,5.0,,3.59,,302.0,,110.0,20.0,296.9,241.1,78.4,42.1,79.5,4.4,3.03,2.14
2011-06-02 03:00:00+00:00,50,4.575,13.22,4.43,,4.43,5.13,,3.68,,425.0,,110.0,20.0,288.7,225.8,87.2,47.0,91.6,5.3,2.89,1.97
2011-06-02 03:15:00+00:00,70,4.825,15.38,3.08,,3.08,5.38,,3.8,,253.5,,110.0,20.0,265.1,206.4,81.0,44.1,85.1,5.5,3.19,2.02
2011-06-02 03:45:00+00:00,70,4.925,16.11,3.45,,3.45,5.47,,4.09,,257.5,,110.0,20.0,248.5,187.7,81.1,44.9,90.2,5.9,3.27,1.84
2011-06-02 04:00:00+00:00,50,4.85,16.69,3.95,,3.95,5.43,0.03,4.25,,261.0,,110.0,20.0,225.9,172.4,69.9,39.0,80.4,5.0,3.44,1.76
2011-06-02 04:30:00+00:00,0,,,4.25,5.03,,,,,4.25,,105.0,,,,,,,,,,
2011-06-02 04:45:00+00:00,50,4.975,13.7,4.6,,4.6,5.53,,4.74,,438.0,,110.0,20.0,272.3,177.4,116.9,65.9,143.6,8.8,2.75,1.51
2011-06-02 05:00:00+00:00,50,5.3,14.24,3.65,5.03,5.07,5.85,,4.88,3.65,466.3,107.0,110.0,20.0,287.3,182.1,138.9,77.7,153.5,11.6,2.69,1.96
2011-06-02 05:15:00+00:00,70,5.425,16.08,4.88,,4.88,5.97,,5.0,,376.0,,110.0,20.0,249.0,166.9,101.9,57.1,125.7,9.1,2.96,1.52
2011-06-02 05:30:00+00:00,0,,,3.47,5.15,,,,,3.47,,107.0,,,,,,,,,,
2011-06-02 05:45:00+00:00,50,7.475,30.97,4.25,6.0,5.8,8.02,,5.16,4.25,219.5,100.0,110.0,20.0,179.8,148.8,36.8,20.2,50.1,6.4,4.14,1.2
2011-06-02 06:00:00+00:00,0,,,3.58,6.93,,,,,3.58,,105.0,,,,,,,,,,
2011-06-02 06:15:00+00:00,0,,,5.53,7.13,,,,,5.53,,100.0,,,,,,,,,,
2011-06-02 06:30:00+00:00,50,8.7,36.53,4.47,7.13,7.45,9.25,,5.25,4.47,217.0,105.0,110.0,20.0,171.4,143.6,35.2,18.9,41.9,7.9,4.2,1.51
2011-06-02 06:45:00+00:00,50,6.975,29.36,6.07,,6.07,7.53,,5.26,,217.0,,110.0,20.0,167.9,138.1,35.7,19.9,44.6,5.4,4.21,1.52
2011-06-02 07:00:00+00:00,50,8.5,36.12,3.75,6.43,7.55,9.05,,5.27,3.75,212.5,104.0,110.0,20.0,166.6,139.8,33.9,18.4,40.1,7.4,4.25,1.58
2011-06-02 07:15:00+00:00,50,8.725,37.34,4.97,6.43,7.53,9.27,,5.28,4.97,212.0,101.0,110.0,20.0,166.3,139.5,33.8,18.3,40.2,7.7,4.28,1.55
2011-06-02 07:30:00+00:00,0,,,4.93,6.9,,,,,4.93,,103.0,,,,,,,,,,
2011-06-02 07:45:00+00:00,0,,,4.5,5.38,,,,,4.5,,103.0,,,,,,,,,,
2011-06-02 08:00:00+00:00,50,6.425,17.93,5.55,6.43,6.32,6.97,,5.38,5.55,460.0,100.0,110.0,20.0,232.6,152.8,104.5,58.6,117.5,12.7,2.79,1.92
2011-06-02 08:15:00+00:00,0,,,5.78,6.43,,,,,5.78,,102.0,,,,,,,,,,
2011-06-02 08:30:00+00:00,0,,,5.53,6.43,,,,,5.53,,102.0,,,,,,,,,,
2011-06-02 09:00:00+00:00,0,,,5.55,6.43,,,,,5.55,,99.0,,,,,,,,,,
2011-06-02 10:30:00+00:00,0,,,3.95,4.75,,,,,3.95,,107.0,,,,,,,,,,
2011-06-02 10:45:00+00:00,70,6.45,18.53,5.9,,5.9,7.0,,6.08,,392.5,,110.0,20.0,253.3,154.8,123.8,69.9,145.8,15.2,2.87,1.71
2011-06-02 11:00:00+00:00,70,6.3,18.53,6.07,,6.07,6.88,0.03,6.09,,407.5,,110.0,20.0,229.6,146.7,106.4,59.8,124.4,12.4,2.94,1.79
2011-06-02 12:00:00+00:00,50,6.4,17.18,6.3,,6.3,6.95,,6.03,,490.0,,110.0,20.0,242.7,153.4,116.6,65.5,131.4,14.0,2.68,1.93
2011-06-02 12:15:00+00:00,50,6.45,18.66,4.15,5.43,5.63,7.0,,6.0,4.15,371.0,98.0,110.0,20.0,257.1,158.8,120.0,68.4,143.1,15.0,2.89,1.61
2011-06-02 12:30:00+00:00,50,6.4,18.86,3.72,4.7,5.75,6.95,,5.96,3.72,374.5,100.0,110.0,20.0,243.2,154.5,108.7,61.5,134.8,13.3,2.95,1.53
2011-06-02 12:45:00+00:00,50,6.35,19.2,3.8,4.38,5.15,6.93,0.03,5.93,3.8,353.5,110.0,110.0,20.0,246.2,157.6,97.1,57.7,137.5,12.5,3.02,1.22
2011-06-02 13:00:00+00:00,70,6.463,18.76,4.97,,4.97,7.0,,5.9,,378.5,,110.0,20.0,274.3,171.4,84.7,67.5,134.2,15.1,2.91,1.46
2011-06-02 13:15:00+00:00,100,4.25,17.58,4.0,,4.0,4.8,,5.87,,220.5,,110.0,20.0,152.2,106.9,39.4,23.2,55.3,2.4,4.14,1.57
2011-06-02 13:30:00+00:00,100,6.788,19.89,3.83,,3.83,7.35,0.03,5.85,,218.8,,110.0,20.0,273.4,188.3,94.4,63.1,143.1,15.6,2.94,1.31
2011-06-02 13:45:00+00:00,70,7.075,21.69,5.25,,5.25,7.63,,5.83,,341.0,,110.0,20.0,256.6,176.5,89.4,52.6,129.2,14.4,3.07,1.1
2011-06-02 14:00:00+00:00,70,7.225,23.81,5.0,,5.0,7.78,,5.82,,326.0,,110.0,20.0,244.3,179.9,68.3,42.0,107.1,12.3,3.3,1.0
2011-06-02 14:15:00+00:00,50,7.1,22.52,3.78,4.3,5.75,7.65,,5.82,3.78,306.3,133.0,110.0,20.0,243.6,168.7,94.2,52.7,110.0,14.2,3.17,1.6
2011-06-02 14:30:00+00:00,50,7.3,23.18,3.78,5.88,5.88,7.85,,5.84,3.78,308.5,120.0,110.0,20.0,243.1,171.5,89.0,49.5,109.5,14.2,3.17,1.42
2011-06-02 14:45:00+00:00,50,6.75,21.64,3.92,5.43,5.57,7.3,,5.86,3.92,313.5,122.0,110.0,20.0,235.9,166.3,85.4,47.6,110.2,11.7,3.21,1.35
2011-06-02 15:00:00+00:00,50,7.475,21.88,6.8,,6.8,8.02,,5.9,,372.0,,110.0,20.0,286.5,192.4,126.2,69.6,136.2,20.5,2.93,1.93
2011-06-02 15:15:00+00:00,50,6.85,23.86,3.58,5.82,4.65,7.4,,5.95,3.58,294.5,116.0,110.0,20.0,230.8,178.8,57.0,34.3,91.7,9.2,3.48,1.0
2011-06-02 15:30:00+00:00,50,6.85,22.66,3.92,4.7,4.78,7.4,,6.0,3.92,283.5,113.0,110.0,20.0,239.0,179.3,71.8,41.0,103.0,10.6,3.31,1.11
2011-06-02 15:45:00+00:00,50,6.8,22.61,3.95,5.13,5.32,7.35,,6.06,3.95,277.5,111.0,110.0,20.0,234.1,173.6,77.9,43.0,94.6,10.8,3.33,1.5
2011-06-02 16:00:00+00:00,50,5.8,15.58,4.97,,4.97,6.35,,6.11,,442.5,,110.0,20.0,295.8,195.4,121.3,67.5,152.2,12.3,2.69,1.32
2011-06-02 16:15:00+00:00,50,10.275,41.98,3.75,5.93,6.28,10.82,,6.17,3.75,224.5,108.0,110.0,20.0,198.8,173.5,33.4,17.2,46.7,10.4,4.09,1.0
2011-06-02 16:30:00+00:00,50,10.45,42.71,4.53,5.8,6.18,11.0,,6.22,4.53,222.0,105.0,110.0,20.0,199.7,176.3,31.4,16.1,43.7,10.1,4.09,1.0
2011-06-02 16:45:00+00:00,50,5.65,19.7,4.03,5.8,4.65,6.2,,6.26,4.03,282.5,104.0,110.0,20.0,224.7,175.7,63.0,34.5,75.2,6.1,3.49,1.55
2011-06-02 17:00:00+00:00,50,6.15,15.42,3.22,4.13,3.97,6.7,,6.29,3.22,446.0,107.0,110.0,20.0,366.4,268.2,123.6,68.2,141.8,14.3,2.51,1.26
2011-06-02 17:15:00+00:00,50,6.775,22.59,3.33,5.2,5.35,7.32,,6.31,3.33,287.5,102.0,110.0,20.0,247.6,199.1,65.7,34.7,74.6,8.7,3.33,1.57
2011-06-02 17:30:00+00:00,50,7.525,24.03,3.33,4.9,5.07,8.07,,6.31,3.33,270.0,103.0,110.0,20.0,271.5,217.5,75.8,40.2,79.9,12.1,3.19,1.87
2011-06-02 17:45:00+00:00,50,7.425,24.3,3.75,4.88,4.43,7.97,,6.29,3.75,243.5,104.0,110.0,20.0,267.2,218.7,68.9,36.9,68.4,10.7,3.27,2.23
2011-06-02 18:00:00+00:00,50,7.1,22.54,3.95,4.85,5.07,7.65,,6.26,3.95,262.5,98.0,110.0,20.0,285.7,239.6,65.8,35.1,65.1,9.3,3.17,2.23
2011-06-02 18:15:00+00:00,50,5.2,14.83,4.8,,4.8,5.78,0.03,6.22,,427.5,,110.0,20.0,324.0,269.1,77.7,40.0,83.8,5.8,2.85,1.65
