Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fxI,FF,foF2p,minEs,hF,hF2,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2011-05-01 05:00:00+00:00,70,6.125,,21.68,4.32,,4.32,6.68,,4.73,,289.5,,,110.0,20.0,226.7,,178.5,53.6,,31.4,87.0,6.8,3.54,1.0,
2011-05-01 05:15:00+00:00,70,6.4,,23.57,3.8,,3.8,6.95,,4.87,,268.5,,,110.0,20.0,223.4,,186.7,40.6,,26.6,71.0,6.4,3.68,1.0,
2011-05-01 05:30:00+00:00,70,5.4,,21.08,3.83,,3.83,5.95,,4.98,,251.0,,,110.0,20.0,195.8,,156.8,37.5,,24.9,70.8,4.3,3.9,1.0,
2011-05-01 05:45:00+00:00,70,5.425,,20.72,4.25,,4.25,5.97,,5.08,,251.0,,,110.0,20.0,192.9,,149.2,46.0,,28.0,72.8,4.7,3.82,1.11,
2011-05-01 06:00:00+00:00,70,6.4,,19.77,4.15,,4.15,6.95,,5.16,,252.0,,,110.0,20.0,260.9,,177.6,109.0,,61.4,119.3,13.4,3.09,1.92,
2011-05-01 06:15:00+00:00,100,6.575,,21.08,4.0,,4.0,7.13,,5.22,,227.5,,,110.0,20.0,251.2,,178.1,94.1,,54.7,100.9,12.7,3.21,2.01,
2011-05-01 06:30:00+00:00,50,6.95,,21.35,6.05,,6.05,7.5,,5.28,,340.0,,,110.0,20.0,246.9,,170.5,96.8,,53.7,113.9,13.9,3.07,1.58,
2011-05-01 07:00:00+00:00,70,7.625,,25.49,5.88,,5.88,8.18,,5.36,,280.0,,,110.0,20.0,229.1,,165.7,78.5,,43.8,100.4,13.8,3.34,1.35,
2011-05-01 07:15:00+00:00,50,7.525,,24.55,4.0,4.6,6.15,8.07,,5.4,4.0,284.5,,112.0,110.0,20.0,230.7,,163.7,84.3,,46.8,102.5,14.2,3.26,1.49,
2011-05-01 07:30:00+00:00,50,7.875,,25.62,3.7,4.2,6.13,8.45,0.03,5.45,3.7,278.5,,112.0,110.0,20.0,238.8,,168.1,91.3,,50.8,103.2,16.8,3.25,1.71,
2011-05-01 07:45:00+00:00,50,8.15,,25.49,3.65,4.32,4.47,8.7,,5.51,3.65,254.5,,112.0,110.0,20.0,276.4,,208.9,90.5,,55.9,83.9,20.1,3.13,2.93,
2011-05-01 08:00:00+00:00,70,7.75,,25.6,4.85,,4.85,8.3,,5.59,,272.0,,,110.0,20.0,239.9,,179.3,72.8,,44.3,88.0,14.6,3.3,1.52,
2011-05-01 08:15:00+00:00,70,8.0,,25.47,5.63,,5.63,8.55,,5.67,,299.5,,,110.0,20.0,246.5,,175.9,82.9,,48.0,109.9,16.7,3.18,1.22,
2011-05-01 08:30:00+00:00,50,8.425,,26.5,3.72,4.35,6.3,8.98,,5.77,3.72,293.5,,108.0,110.0,20.0,250.2,,173.7,97.1,,54.1,109.6,20.5,3.15,1.62,
2011-05-01 08:45:00+00:00,70,8.375,,27.26,6.15,,6.15,8.93,,5.87,,276.0,,,110.0,20.0,237.6,,168.5,86.6,,48.5,102.2,18.2,3.26,1.52,
2011-05-01 09:00:00+00:00,50,7.725,,25.73,6.25,,6.25,8.27,,5.99,,288.5,,,110.0,20.0,223.2,,156.5,81.9,,45.8,104.1,14.6,3.33,1.39,
2011-05-01 09:15:00+00:00,70,8.2,,25.68,5.82,,5.82,8.75,,6.1,,294.5,,,110.0,20.0,250.5,,174.7,92.1,,52.7,108.4,19.1,3.13,1.48,
2011-05-01 09:30:00+00:00,70,8.025,,26.04,6.05,,6.05,8.57,,6.2,,276.0,,,110.0,20.0,235.8,,164.0,89.6,,50.4,105.0,17.3,3.24,1.57,
2011-05-01 09:45:00+00:00,70,7.775,,23.84,5.97,,5.97,8.32,,6.3,,287.5,,,110.0,20.0,255.4,,169.4,109.5,,61.5,122.4,19.7,3.07,1.74,
2011-05-01 10:00:00+00:00,50,7.9,,23.1,6.65,,6.65,8.45,,6.39,,341.0,,,110.0,20.0,270.9,,174.5,125.1,,69.7,137.5,22.9,2.92,1.82,
2011-05-01 10:15:00+00:00,70,8.025,,23.81,6.13,,6.13,8.6,0.03,6.46,,326.0,,,110.0,20.0,266.6,,176.3,112.2,,63.3,125.6,21.7,2.97,1.63,
2011-05-01 10:30:00+00:00,50,8.15,,24.26,6.25,,6.25,8.7,,6.52,,329.5,,,110.0,20.0,264.3,,175.7,109.4,,61.6,123.4,21.8,2.98,1.58,
2011-05-01 10:45:00+00:00,50,8.35,,25.71,6.3,,6.3,8.9,,6.55,,311.0,,,110.0,20.0,254.7,,173.1,101.7,,57.0,115.5,21.2,3.08,1.58,
2011-05-01 11:00:00+00:00,70,8.625,,25.6,6.03,,6.03,9.25,0.08,6.57,,308.5,,,110.0,20.0,271.8,,185.1,108.5,,61.2,118.7,24.4,2.97,1.64,
2011-05-01 11:15:00+00:00,70,8.625,,26.89,5.97,,5.97,9.2,0.03,6.57,,298.5,,,110.0,20.0,255.7,,180.3,92.5,,52.7,107.4,21.2,3.12,1.48,
2011-05-01 11:30:00+00:00,100,8.663,4.89,27.21,4.3,,4.3,9.23,0.03,6.55,,242.0,299.5,,110.0,20.0,272.2,184.2,218.2,68.4,52.1,45.0,91.0,18.7,3.14,1.47,0.6
2011-05-01 11:45:00+00:00,50,8.775,,26.19,6.32,,6.32,9.32,,6.52,,283.5,,,110.0,20.0,278.8,,185.0,126.1,,70.0,135.2,28.3,2.98,1.99,
2011-05-01 12:00:00+00:00,70,8.8,,26.06,5.85,,5.85,9.35,,6.49,,298.5,,,110.0,20.0,276.8,,191.1,109.4,,61.7,117.1,25.6,2.96,1.74,
2011-05-01 12:15:00+00:00,50,8.825,,27.03,6.18,,6.18,9.38,,6.45,,303.5,,,110.0,20.0,262.0,,184.0,97.7,,54.8,110.3,22.9,3.06,1.54,
2011-05-01 12:30:00+00:00,70,8.775,,27.39,6.0,,6.0,9.35,0.03,6.41,,292.5,,,110.0,20.0,256.0,,183.3,90.6,,51.2,105.1,21.3,3.12,1.48,
2011-05-01 12:45:00+00:00,70,8.675,,26.67,5.97,,5.97,9.23,,6.38,,288.5,,,110.0,20.0,262.1,,184.2,99.7,,55.8,109.4,22.5,3.08,1.68,
2011-05-01 13:00:00+00:00,50,8.45,,25.79,6.07,,6.07,9.0,,6.35,,303.5,,,110.0,20.0,263.2,,183.1,101.4,,56.7,112.6,21.7,3.05,1.62,
2011-05-01 13:15:00+00:00,50,8.625,,26.22,6.15,,6.15,9.18,,6.34,,302.5,,,110.0,20.0,264.4,,185.7,99.9,,55.5,112.1,22.2,3.04,1.57,
2011-05-01 13:30:00+00:00,70,8.663,5.56,26.26,5.57,,5.57,9.2,,6.33,,296.0,296.0,,110.0,20.0,274.9,180.0,197.6,94.4,24.2,59.4,115.8,23.7,3.04,1.83,0.5
2011-05-01 13:45:00+00:00,50,8.45,,26.02,3.65,4.38,5.82,9.0,,6.33,3.65,295.0,,119.0,110.0,20.0,261.7,,187.1,94.8,,52.9,107.1,20.4,3.08,1.56,
2011-05-01 14:00:00+00:00,70,8.3,,25.63,4.57,,4.57,8.85,,6.35,,286.0,,,110.0,20.0,269.9,,203.5,85.1,,50.1,92.3,18.9,3.09,1.77,
2011-05-01 14:15:00+00:00,50,8.6,,25.42,3.45,4.28,4.57,9.15,,6.37,3.45,291.0,,118.0,110.0,20.0,289.8,,213.8,100.6,,58.1,103.8,23.2,2.96,1.98,
2011-05-01 14:30:00+00:00,50,8.65,,26.27,3.75,4.63,6.25,9.2,,6.4,3.75,306.0,,115.0,110.0,20.0,270.2,,193.1,100.6,,55.1,110.6,22.1,3.04,1.64,
2011-05-01 14:45:00+00:00,50,8.825,,27.28,3.75,5.15,6.2,9.38,,6.43,3.75,296.0,,109.0,110.0,20.0,265.9,,194.1,94.0,,51.4,104.6,21.5,3.09,1.6,
2011-05-01 15:00:00+00:00,50,8.8,,27.99,3.75,4.8,4.82,9.35,,6.46,3.75,278.5,,111.0,110.0,20.0,263.9,,205.5,77.0,,43.8,87.8,18.6,3.18,1.58,
2011-05-01 15:15:00+00:00,50,9.0,,28.05,3.55,5.05,5.57,9.55,,6.49,3.55,276.0,,108.0,110.0,20.0,268.1,,201.9,88.3,,48.3,97.7,21.2,3.12,1.63,
2011-05-01 15:30:00+00:00,50,9.05,,28.61,3.75,4.57,4.65,9.6,,6.51,3.75,277.0,,112.0,110.0,20.0,269.0,,212.9,75.8,,42.6,85.3,19.2,3.16,1.62,
2011-05-01 15:45:00+00:00,50,9.35,,29.45,3.75,4.38,4.97,9.9,,6.52,3.75,263.5,,110.0,110.0,20.0,270.7,,210.9,81.9,,45.0,88.5,21.3,3.15,1.76,
2011-05-01 16:00:00+00:00,50,9.175,,29.45,3.55,4.88,5.1,9.73,,6.52,3.55,266.0,,104.0,110.0,20.0,263.9,,208.4,75.5,,40.9,88.6,18.8,3.21,1.45,
2011-05-01 16:15:00+00:00,50,9.275,,29.54,3.55,5.15,5.35,9.82,,6.5,3.55,272.0,,104.0,110.0,20.0,266.7,,212.7,73.7,,39.3,90.0,18.5,3.18,1.3,
2011-05-01 16:30:00+00:00,50,9.275,,30.04,3.55,5.28,5.35,9.82,,6.46,3.55,263.5,,107.0,110.0,20.0,264.0,,211.4,72.9,,38.8,83.5,18.1,3.24,1.51,
2011-05-01 16:45:00+00:00,50,9.125,,29.66,3.75,,3.75,9.68,,6.41,,252.0,,,110.0,20.0,267.9,,223.2,63.3,,34.4,70.7,15.6,3.25,1.61,
2011-05-01 17:00:00+00:00,50,9.3,,29.49,3.45,,3.45,9.85,,6.33,,246.0,,,110.0,20.0,279.6,,229.8,71.1,,38.2,74.3,17.7,3.17,1.9,
2011-05-01 17:15:00+00:00,50,9.475,,30.42,3.72,,3.72,10.02,,6.24,,252.0,,,110.0,20.0,278.4,,233.8,64.1,,33.9,67.3,16.3,3.21,1.82,
2011-05-01 17:30:00+00:00,50,9.575,,30.9,3.28,,3.28,10.13,,6.14,,244.5,,,110.0,20.0,281.5,,240.3,59.3,,31.3,59.3,15.2,3.23,2.09,
2011-05-01 17:45:00+00:00,50,8.125,,28.77,6.53,,6.53,8.68,,6.02,,274.5,,,110.0,20.0,253.3,,228.8,35.4,,18.1,36.9,6.4,3.54,1.76,
2011-05-01 18:00:00+00:00,100,8.825,,30.03,3.22,3.88,4.05,9.38,,5.89,3.22,244.5,,105.0,110.0,20.0,269.8,,240.6,42.0,,22.0,41.0,9.0,3.4,2.25,
2011-05-01 18:15:00+00:00,100,8.825,,29.44,5.57,,5.57,9.38,,5.75,,257.0,,,110.0,20.0,278.2,,249.3,41.8,,21.9,40.6,8.9,3.34,2.24,
2011-05-01 18:30:00+00:00,100,8.475,,27.13,7.6,,7.6,9.02,,5.62,,320.0,,,110.0,20.0,304.9,,269.9,51.0,,26.4,50.5,10.0,3.2,2.06,
2011-05-01 18:45:00+00:00,0,8.5,,24.62,3.45,,3.45,9.05,,,,249.5,,,110.0,20.0,,,,,,,,,2.9,,
2011-05-01 19:00:00+00:00,100,8.0,,24.92,3.5,4.07,7.65,8.55,,5.34,3.5,371.0,,100.0,110.0,20.0,307.8,,274.4,48.8,,25.0,48.9,8.5,3.12,1.95,
2011-05-01 19:15:00+00:00,100,8.6,,25.48,3.5,,3.5,9.15,,5.21,,274.5,,,110.0,20.0,330.4,,280.8,70.9,,37.7,64.9,14.3,2.96,3.04,
2011-05-01 19:30:00+00:00,100,8.7,,26.51,3.45,,3.45,9.25,,5.09,,274.5,,,110.0,20.0,319.9,,277.4,61.0,,32.2,57.1,12.6,3.05,2.69,
2011-05-01 19:45:00+00:00,100,8.9,,27.41,2.9,,2.9,9.45,,4.97,,262.0,,,110.0,20.0,313.1,,269.9,61.6,,32.7,56.6,13.2,3.08,2.97,
2011-05-01 20:00:00+00:00,100,8.7,,26.67,2.9,,2.9,9.25,,4.86,,254.5,,,110.0,20.0,312.4,,266.7,64.9,,34.6,58.5,13.3,3.07,3.32,
2011-05-01 20:15:00+00:00,100,6.85,,23.45,6.28,,6.28,7.4,,4.75,,304.5,,,110.0,20.0,277.6,,255.5,32.3,,16.6,32.3,4.1,3.42,1.97,
2011-05-01 20:30:00+00:00,100,7.975,,23.78,3.25,,3.25,8.52,,4.66,,259.5,,,110.0,20.0,323.0,,272.6,71.2,,38.4,62.5,12.4,2.98,3.94,
2011-05-01 20:45:00+00:00,100,7.7,,23.61,5.57,,5.57,8.25,,4.56,,302.0,,,110.0,20.0,319.5,,282.7,53.4,,27.8,52.2,8.6,3.07,2.17,
2011-05-01 21:00:00+00:00,100,7.9,,23.46,3.4,,3.4,8.45,,4.48,,264.5,,,110.0,20.0,325.8,,275.6,71.0,,38.4,62.3,12.2,2.97,3.96,
2011-05-01 21:15:00+00:00,100,7.725,,23.43,3.42,,3.42,8.27,,4.39,,262.0,,,110.0,20.0,319.6,,272.3,66.8,,36.1,58.7,10.9,3.03,3.94,
2011-05-01 21:30:00+00:00,100,7.65,,23.08,3.4,,3.4,8.2,,4.31,,262.0,,,110.0,20.0,320.1,,272.6,67.1,,36.3,58.8,10.8,3.02,3.98,
2011-05-01 21:45:00+00:00,100,6.825,,20.0,3.4,,3.4,7.38,,4.23,,269.5,,,110.0,20.0,321.9,,277.2,63.8,,34.2,57.8,8.2,2.93,3.25,
2011-05-01 22:00:00+00:00,100,6.8,,19.65,3.4,,3.4,7.35,,4.16,,274.5,,,110.0,20.0,341.0,,284.0,80.6,,43.8,69.9,10.3,2.89,4.27,
2011-05-01 22:15:00+00:00,100,6.625,,18.68,3.42,,3.42,7.18,,4.08,,297.0,,,110.0,20.0,349.9,,296.5,76.4,,40.7,70.8,9.2,2.82,2.88,
2011-05-01 22:30:00+00:00,100,6.0,,16.88,3.4,,3.4,6.55,,4.01,,297.0,,,110.0,20.0,344.7,,294.1,72.6,,38.4,68.6,7.2,2.81,2.59,
2011-05-01 22:45:00+00:00,100,6.55,,18.17,3.05,,3.05,7.1,,3.94,,302.0,,,110.0,20.0,357.4,,301.1,80.6,,42.8,74.9,9.5,2.77,2.81,
2011-05-01 23:00:00+00:00,100,5.95,,16.91,3.4,,3.4,6.5,,3.87,,304.5,,,110.0,20.0,343.9,,294.8,70.6,,37.2,67.7,6.9,2.84,2.41,
2011-05-01 23:15:00+00:00,100,5.675,,17.25,3.35,,3.35,6.22,,3.81,,297.5,,,110.0,20.0,317.2,,280.2,53.5,,27.9,52.9,4.7,3.04,2.11,
2011-05-01 23:30:00+00:00,100,6.4,,18.22,3.4,,3.4,6.95,,3.74,,294.5,,,110.0,20.0,350.5,,294.8,79.5,,42.7,72.0,9.0,2.85,3.25,
2011-05-01 23:45:00+00:00,100,6.275,,18.01,3.4,,3.4,6.82,,3.68,,289.5,,,110.0,20.0,345.0,,290.2,78.1,,42.1,70.4,8.5,2.87,3.37,
2011-05-02 00:00:00+00:00,100,5.825,,16.74,2.9,,2.9,6.38,,3.61,,282.0,,,110.0,20.0,338.5,,284.4,76.9,,41.3,69.3,7.2,2.87,3.37,
2011-05-02 00:15:00+00:00,100,6.1,,17.52,3.4,,3.4,6.65,,3.55,,294.5,,,110.0,20.0,343.2,,291.2,74.4,,39.7,69.1,7.6,2.87,2.84,
2011-05-02 00:30:00+00:00,100,5.575,,17.03,3.4,,3.4,6.13,,3.49,,279.5,,,110.0,20.0,316.5,,275.0,59.5,,31.8,55.3,5.1,3.05,2.83,
2011-05-02 00:45:00+00:00,100,4.95,,16.31,3.75,,3.75,5.5,,3.44,,299.5,,,110.0,20.0,290.4,,262.7,40.3,,20.7,41.1,2.7,3.3,1.87,
2011-05-02 01:00:00+00:00,100,5.125,,16.11,4.7,,4.7,5.68,,3.38,,347.0,,,110.0,20.0,304.5,,271.4,48.0,,24.8,48.7,3.4,3.14,1.91,
2011-05-02 01:15:00+00:00,100,4.75,,14.66,3.42,,3.42,5.3,,3.34,,283.5,,,110.0,20.0,306.8,,268.1,55.5,,29.6,52.5,3.5,3.09,2.62,
2011-05-02 01:30:00+00:00,100,4.775,,13.73,2.97,,2.97,5.32,,3.31,,289.5,,,110.0,20.0,337.5,,284.2,76.2,,40.8,70.4,4.8,2.88,2.95,
2011-05-02 01:45:00+00:00,100,4.325,,13.71,3.6,,3.6,4.88,,3.29,,325.0,,,110.0,20.0,300.8,,266.0,50.3,,26.1,51.1,2.6,3.17,1.93,
2011-05-02 02:00:00+00:00,100,4.45,,14.14,4.05,,4.05,5.0,,3.29,,347.0,,,110.0,20.0,298.2,,264.7,48.5,,24.8,50.1,2.6,3.18,1.79,
2011-05-02 02:15:00+00:00,100,4.4,,13.55,4.07,,4.07,4.95,,3.31,,379.5,,,110.0,20.0,305.6,,267.9,54.4,,27.8,57.1,2.9,3.08,1.72,
2011-05-02 02:30:00+00:00,100,4.625,,12.6,3.5,,3.5,5.18,,3.36,,339.5,,,110.0,20.0,367.1,,298.4,98.5,,52.6,95.3,5.9,2.72,2.4,
2011-05-02 02:45:00+00:00,100,4.075,,11.4,3.75,,3.75,4.65,0.03,3.42,,410.5,,,110.0,20.0,340.9,,278.1,89.3,,47.2,90.7,4.1,2.8,2.04,
2011-05-02 03:45:00+00:00,70,3.95,,10.37,3.25,,3.25,4.5,,3.92,,459.5,,,110.0,20.0,322.6,,224.8,118.6,,65.3,155.3,5.6,2.63,1.2,
2011-05-02 05:00:00+00:00,50,5.0,,16.69,4.63,,4.63,5.55,,4.73,,312.5,,,110.0,20.0,222.3,,161.4,78.4,,44.0,92.1,6.0,3.34,1.73,
2011-05-02 05:15:00+00:00,70,3.8,,13.61,3.3,,3.3,4.35,,4.87,,252.0,,,110.0,20.0,194.9,,137.9,68.6,,39.3,86.8,3.2,3.58,1.7,
2011-05-02 05:30:00+00:00,70,4.575,,14.26,4.3,,4.3,5.13,,4.98,,371.0,,,110.0,20.0,222.0,,150.7,85.8,,49.0,116.9,5.6,3.12,1.41,
2011-05-02 06:15:00+00:00,100,4.15,,15.72,3.78,,3.78,4.7,,5.22,,240.5,,,110.0,20.0,179.6,,128.4,62.8,,35.3,76.5,3.4,3.79,1.82,
2011-05-02 06:30:00+00:00,100,4.175,,16.13,3.75,,3.75,4.72,,5.28,,228.0,,,110.0,20.0,171.9,,125.9,52.9,,31.1,71.6,3.1,3.86,1.59,
2011-05-02 06:45:00+00:00,100,4.275,,16.76,3.75,,3.75,4.82,,5.32,,217.5,,,110.0,20.0,169.7,,125.0,52.5,,30.5,68.6,3.1,3.92,1.66,
2011-05-02 07:00:00+00:00,100,4.275,,16.94,3.72,,3.72,4.82,,5.36,,212.5,,,110.0,20.0,169.1,,122.9,57.0,,32.1,68.3,3.3,3.96,1.89,
2011-05-02 10:45:00+00:00,70,6.675,,20.04,5.82,,5.82,7.22,,6.55,,350.0,,,110.0,20.0,246.9,,156.5,111.8,,63.4,131.7,14.9,3.0,1.65,
2011-05-02 11:00:00+00:00,70,7.325,,22.88,5.1,,5.1,7.88,,6.57,,359.5,,,110.0,20.0,259.6,,180.5,78.1,,50.5,121.6,15.1,3.12,1.0,
2011-05-02 11:15:00+00:00,70,6.65,,20.28,5.88,,5.88,7.2,,6.57,,363.5,,,110.0,20.0,235.7,,152.9,98.7,,56.1,131.0,13.2,3.05,1.36,
2011-05-02 11:30:00+00:00,70,6.675,,20.69,5.82,,5.82,7.22,,6.55,,334.5,,,110.0,20.0,233.5,,153.0,97.6,,55.5,121.5,13.1,3.1,1.5,
2011-05-02 11:45:00+00:00,50,6.55,,19.73,6.3,,6.3,7.1,,6.52,,390.0,,,110.0,20.0,234.6,,152.7,106.7,,59.8,120.9,13.5,3.01,1.88,
2011-05-02 12:00:00+00:00,70,6.625,,21.08,5.15,,5.15,7.18,,6.49,,343.0,,,110.0,20.0,239.4,,157.5,84.3,,51.2,139.7,12.2,3.18,1.0,
2011-05-02 12:15:00+00:00,70,6.375,,19.46,5.57,,5.57,6.93,,6.45,,340.0,,,110.0,20.0,242.0,,154.6,107.8,,61.3,128.2,13.2,3.05,1.65,
2011-05-02 12:30:00+00:00,70,6.375,,18.17,5.93,,5.93,6.93,,6.41,,410.0,,,110.0,20.0,262.8,,161.9,128.9,,72.6,147.4,15.5,2.85,1.8,
2011-05-02 13:15:00+00:00,100,4.225,,17.26,3.97,,3.97,4.78,,6.34,,222.5,,,110.0,20.0,155.1,,108.7,41.9,,24.4,56.6,2.5,4.09,1.63,
2011-05-02 13:30:00+00:00,50,6.925,,22.12,6.2,,6.2,7.47,,6.33,,330.0,,,110.0,20.0,228.1,,158.9,87.4,,48.6,106.2,12.5,3.19,1.54,
2011-05-02 13:45:00+00:00,50,7.275,,22.79,5.97,,5.97,7.82,,6.33,,312.0,,,110.0,20.0,244.2,,168.8,94.5,,52.6,111.9,14.9,3.13,1.54,
2011-05-02 14:00:00+00:00,0,6.9,4.22,23.24,4.05,,4.05,7.45,,,,255.0,274.5,,110.0,20.0,,,,,,,,,3.37,,
2011-05-02 14:15:00+00:00,70,6.525,,22.91,4.55,,4.55,7.07,,6.37,,288.5,,,110.0,20.0,223.7,,167.7,59.8,,37.2,98.6,8.9,3.51,1.0,
2011-05-02 14:30:00+00:00,0,6.8,6.1,21.22,6.13,,6.13,7.35,,,,332.5,336.3,,110.0,20.0,,,,,,,,,3.12,,
2011-05-02 14:45:00+00:00,50,6.575,,20.69,3.4,3.97,4.53,7.13,,6.43,3.4,297.0,,115.0,110.0,20.0,251.0,,180.1,84.4,,49.4,105.4,11.7,3.15,1.4,
2011-05-02 15:00:00+00:00,70,6.6,,20.79,4.0,,4.0,7.15,,6.46,,279.5,,,110.0,20.0,258.1,,192.1,81.1,,48.7,93.3,11.7,3.15,1.67,
2011-05-02 15:15:00+00:00,70,6.6,,20.28,4.55,,4.55,7.15,,6.49,,303.5,,,110.0,20.0,261.5,,188.1,90.2,,51.5,108.6,12.3,3.07,1.45,
2011-05-02 15:30:00+00:00,70,6.75,,21.72,3.83,,3.83,7.3,,6.51,,291.0,,,110.0,20.0,259.2,,204.6,67.4,,41.1,90.5,10.5,3.22,1.25,
2011-05-02 15:45:00+00:00,70,6.675,,23.56,4.0,,4.0,7.22,,6.52,,289.5,,,110.0,20.0,237.4,,196.7,46.1,,28.8,76.5,7.5,3.53,1.0,
2011-05-02 16:00:00+00:00,50,6.9,,22.29,3.45,3.95,4.25,7.45,,6.52,3.45,273.5,,105.0,110.0,20.0,255.5,,197.0,76.4,,43.1,91.1,11.2,3.23,1.51,
2011-05-02 16:30:00+00:00,50,6.9,,22.72,3.45,4.4,4.57,7.45,,6.46,3.45,274.5,,107.0,110.0,20.0,251.0,,198.8,68.8,,37.2,87.9,9.8,3.29,1.25,
2011-05-02 16:45:00+00:00,50,6.875,,22.85,3.35,5.03,5.32,7.43,,6.41,3.35,282.0,,103.0,110.0,20.0,246.0,,195.9,67.7,,35.9,77.2,9.2,3.32,1.57,
2011-05-02 17:00:00+00:00,50,6.875,,23.31,3.35,5.8,6.53,7.43,,6.33,3.35,320.0,,101.0,110.0,20.0,236.9,,194.9,58.2,,30.9,61.8,7.9,3.39,1.86,
2011-05-02 17:15:00+00:00,0,,,,4.25,5.7,,,,,4.25,,,102.0,,,,,,,,,,,,,
2011-05-02 17:30:00+00:00,50,7.575,,24.28,3.35,4.8,5.55,8.13,,6.14,3.35,273.5,,100.0,110.0,20.0,278.8,,233.9,64.1,,33.8,64.8,10.3,3.2,2.05,
2011-05-02 17:45:00+00:00,50,6.85,,23.88,5.13,5.78,6.5,7.4,,6.02,5.13,305.0,,100.0,110.0,20.0,253.9,,227.1,38.4,,20.0,39.4,5.0,3.49,1.91,
