Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2011-01-01 00:00:00+00:00,100,3.425,,10.78,2.42,,2.42,,,3.97,,,3.14,,283.8,,,,110.0,20.0,306.7,,269.3,53.5,,29.0,48.9,1.8,3.15,3.19,
2011-01-01 00:15:00+00:00,100,3.475,,11.04,2.1,,2.1,,,4.03,,,3.18,,267.5,,,,110.0,20.0,298.0,,260.9,52.6,,28.6,46.3,1.8,3.18,3.91,
2011-01-01 00:30:00+00:00,100,3.375,,11.29,2.17,,2.17,,,3.95,0.03,,3.2,,271.0,,,,110.0,20.0,283.8,,256.8,38.5,,20.6,36.8,1.2,3.34,2.55,
2011-01-01 01:00:00+00:00,100,3.45,,11.49,2.58,,2.58,,,4.03,0.03,,3.17,,262.5,,,,110.0,20.0,279.7,,252.5,38.9,,21.0,35.8,1.3,3.33,3.06,
2011-01-01 01:15:00+00:00,100,3.4,,11.28,2.25,,2.25,,,3.97,0.03,,3.12,,255.0,,,,110.0,20.0,279.6,,247.6,45.5,,24.9,39.4,1.5,3.32,4.3,
2011-01-01 01:30:00+00:00,100,3.35,,11.2,1.75,,1.75,,,3.92,0.03,,3.05,,233.5,,,,110.0,20.0,269.4,,232.6,52.1,,28.2,45.6,1.6,3.34,4.03,
2011-01-01 01:45:00+00:00,100,3.35,,11.17,1.73,,1.73,,,3.95,0.05,,2.96,,231.0,,,,110.0,20.0,270.3,,230.0,57.0,,31.1,47.9,1.8,3.34,5.14,
2011-01-01 02:00:00+00:00,100,3.175,,11.0,2.45,,2.45,,,3.88,0.15,,2.86,,261.0,,,,110.0,20.0,267.5,,246.1,30.6,,16.3,29.7,0.9,3.46,2.36,
2011-01-01 02:15:00+00:00,100,3.275,,10.8,1.75,,1.75,,,3.83,,,2.75,,237.5,,,,110.0,20.0,279.9,,236.7,61.2,,33.7,50.5,1.8,3.3,5.97,
2011-01-01 02:30:00+00:00,100,3.2,,10.7,1.75,,1.75,,,3.85,0.1,,2.65,,242.5,,,,110.0,20.0,271.5,,237.4,48.4,,26.1,43.1,1.4,3.34,3.59,
2011-01-01 02:45:00+00:00,100,3.125,,10.57,1.63,,1.63,,,3.78,0.1,,2.57,,242.5,,,,110.0,20.0,269.2,,237.7,44.8,,24.0,41.2,1.2,3.38,3.05,
2011-01-01 03:00:00+00:00,100,3.05,,10.17,1.73,,1.73,,,3.6,,,2.5,,237.5,,,,110.0,20.0,271.3,,233.9,53.1,,28.7,46.4,1.4,3.33,3.97,
2011-01-01 03:15:00+00:00,100,2.875,,9.12,1.75,,1.75,,,3.5,0.08,,2.46,,247.5,,,,110.0,20.0,291.6,,245.3,65.7,,36.2,54.7,1.5,3.17,5.57,
2011-01-01 03:30:00+00:00,100,2.85,,8.82,2.03,,2.03,,,3.47,0.08,,2.44,,261.3,,,,110.0,20.0,304.5,,255.7,69.5,,38.4,58.3,1.6,3.09,5.32,
2011-01-01 03:45:00+00:00,100,2.7,,8.52,1.8,,1.8,,,3.3,0.05,,2.46,,259.5,,,,110.0,20.0,295.2,,250.0,64.4,,35.5,54.3,1.3,3.16,5.13,
2011-01-01 04:00:00+00:00,100,2.725,,8.68,1.73,,1.73,,,3.42,0.15,,2.51,,257.0,,,,110.0,20.0,289.6,,247.8,59.6,,32.6,51.5,1.3,3.19,4.34,
2011-01-01 04:15:00+00:00,100,2.8,,8.94,1.7,,1.7,,,3.35,,,2.6,,251.0,,,,110.0,20.0,286.4,,244.3,59.8,,32.5,52.2,1.3,3.19,4.06,
2011-01-01 04:30:00+00:00,100,2.925,,9.85,1.83,,1.83,,,3.58,0.1,,2.72,,245.0,,,,110.0,20.0,269.7,,236.1,48.0,,26.2,42.5,1.2,3.37,3.78,
2011-01-01 04:45:00+00:00,100,3.075,,11.34,1.73,,1.73,,,3.7,0.08,,2.86,,223.5,,,,110.0,20.0,237.6,,214.3,33.1,,17.8,31.7,0.9,3.69,2.58,
2011-01-01 05:00:00+00:00,100,3.175,,12.03,1.7,,1.7,,,3.8,0.08,,3.03,,208.5,,,,110.0,20.0,224.6,,200.4,34.3,,18.5,31.5,1.0,3.79,3.12,
2011-01-01 05:15:00+00:00,70,3.15,,11.84,1.75,,1.75,,,3.72,0.03,,3.22,,198.5,,,,110.0,20.0,219.4,,190.9,40.4,,21.7,36.3,1.2,3.76,3.42,
2011-01-01 05:30:00+00:00,100,3.925,,14.2,1.75,,1.75,,,4.57,0.1,,3.43,,203.5,,,,110.0,20.0,230.5,,196.8,47.2,,25.4,46.0,2.1,3.62,2.49,
2011-01-01 05:45:00+00:00,100,4.475,,17.26,1.73,,1.73,,,5.03,,,3.64,,195.0,,,,110.0,20.0,207.1,,179.9,38.5,,21.1,35.7,2.3,3.86,3.05,
2011-01-01 06:00:00+00:00,100,4.65,,19.16,2.22,,2.22,,,5.22,0.03,,3.86,,198.5,,,,110.0,20.0,193.3,,174.8,24.6,,14.3,31.2,1.9,4.12,1.37,
2011-01-01 06:15:00+00:00,100,4.475,,18.89,1.73,1.92,2.08,1.73,1.93,5.05,0.03,0.05,4.07,1.73,199.5,,137.5,137.5,112.6,22.3,184.7,,168.0,20.6,,13.0,30.4,1.7,4.22,1.14,
2011-01-01 06:30:00+00:00,70,4.475,,18.32,3.03,,3.03,,,5.05,0.03,,4.29,,197.5,,,,110.0,20.0,184.6,,158.8,32.4,,18.9,41.1,2.3,4.09,1.5,
2011-01-01 06:45:00+00:00,100,5.0,,19.64,1.73,2.22,2.42,1.73,2.23,5.55,,0.03,4.49,1.73,202.5,,125.0,125.0,118.6,28.1,196.5,,168.1,37.1,,21.6,44.5,3.2,3.93,1.65,
