column,mean_availability
Time,100.0
CS,100.0
fmin,100.0
hmE,96.57734393143345
yE,96.57734393143345
fxI,96.53838498396117
hF,96.53838498396117
foF2,96.53838498396117
fminF,96.53838498396117
MD,96.53838498396117
MUFD,96.53838498396117
B0,93.31766104802257
foF2p,93.31766104802257
halfNm,93.31766104802257
caleF2,93.31766104802257
hmF2,93.31766104802257
B1,93.31766104802257
yF2,93.31766104802257
TEC,93.29744679971634
FF,16.188281815381256
foEs,15.546798189590413
hEs,15.528946180083961
minEs,15.38358440369584
hF2,8.44819794022676
foF1,8.44388887190223
hmF1,5.587095828597259
yF1,5.587095828597259
D1,5.573689688984616
fminE,3.5146278756562794
foE,3.5146278756562794
hE,3.5088226974373096
FE,3.2702676607233627
QF,0.20856919332290133
QE,0.0067606138008435845
fbEs,0.002902589109485265
hF_QD,0.0
hEs_QD,0.0
minEs_QD,0.0
peEs_QD,0.0
hF2_QD,0.0
hmF2_QD,0.0
yF1_QD,0.0
hP,0.0
hmF1_QD,0.0
hP_QD,0.0
halfNm_QD,0.0
hmE_QD,0.0
hEa_QD,0.0
yE_QD,0.0
peEs,0.0
foF1_QD,0.0
hEa,0.0
fminE_QD,0.0
B1_QD,0.0
D1_QD,0.0
FE_QD,0.0
FF_QD,0.0
MD_QD,0.0
MUFD_QD,0.0
QE_QD,0.0
QF_QD,0.0
TEC_QD,0.0
caleF2_QD,0.0
fbEs_QD,0.0
fminF_QD,0.0
hE_QD,0.0
fmin_QD,0.0
foE_QD,0.0
foEa,0.0
foEa_QD,0.0
foEs_QD,0.0
B0_QD,0.0
foF2_QD,0.0
foF2p_QD,0.0
foP,0.0
foP_QD,0.0
fxI_QD,0.0
yF2_QD,0.0
