Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2023-09-09 23:45:00+00:00,90,6.16,17.57,1.82,,1.82,,,6.84,0.14,3.45,,,275.0,275.0,,,110.0,20.0,339.2,294.0,65.7,33.4,64.2,6.7,2.85,2.11
2023-09-09 23:50:00+00:00,90,6.075,17.53,1.88,,1.88,,,6.75,0.1,3.45,,,277.5,277.5,,,110.0,20.0,334.5,294.0,59.1,29.9,59.5,5.9,2.88,1.91
2023-09-09 23:55:00+00:00,90,6.16,17.7,1.82,,1.82,,,6.78,0.07,3.45,,,275.0,275.0,,,110.0,20.0,339.1,293.5,66.2,33.8,64.5,6.7,2.87,2.16
2023-09-10 00:00:00+00:00,90,6.195,17.62,1.82,,1.82,,,6.81,0.07,3.45,,,275.0,275.0,,,110.0,20.0,344.5,294.7,72.1,37.0,68.8,7.4,2.84,2.32
2023-09-10 00:05:00+00:00,85,6.175,17.45,1.92,,1.92,,,6.82,0.1,3.44,,,277.5,277.5,,,110.0,20.0,345.2,296.4,70.6,36.3,67.6,7.2,2.83,2.28
2023-09-10 00:10:00+00:00,90,6.16,17.53,1.82,,1.82,,,6.78,0.07,3.43,,,277.5,277.5,,,110.0,20.0,342.9,294.8,69.6,35.7,67.0,7.1,2.85,2.23
2023-09-10 00:15:00+00:00,85,6.195,17.62,1.78,,1.78,,,6.81,0.07,3.42,,,277.5,277.5,,,110.0,20.0,344.5,294.4,72.4,37.4,68.5,7.5,2.84,2.41
2023-09-10 00:20:00+00:00,90,6.15,17.47,1.7,,1.7,,,6.72,0.05,3.41,,,275.0,275.0,,,110.0,20.0,362.7,290.5,102.3,54.8,84.7,10.5,2.84,4.07
2023-09-10 00:25:00+00:00,90,6.195,17.47,1.78,,1.78,,,6.81,0.07,3.4,,,275.0,275.0,,,110.0,20.0,346.4,293.0,76.9,39.7,71.4,7.9,2.82,2.54
2023-09-10 00:30:00+00:00,90,6.16,17.49,1.82,,1.82,,,6.78,0.07,3.38,,,275.0,275.0,,,110.0,20.0,343.2,292.9,72.6,37.4,68.6,7.4,2.84,2.4
2023-09-10 00:35:00+00:00,90,6.1,17.59,1.85,,1.85,,,6.75,0.08,3.37,,,275.0,275.0,,,110.0,20.0,336.3,292.5,63.6,32.5,62.6,6.4,2.88,2.08
2023-09-10 00:40:00+00:00,85,6.16,17.62,1.82,,1.82,,,6.74,0.04,3.35,,,275.0,275.0,,,110.0,20.0,339.4,291.9,68.8,35.3,65.8,7.0,2.86,2.3
2023-09-10 00:45:00+00:00,100,6.02,17.69,1.86,,1.86,,,6.81,0.17,3.33,,,275.0,275.0,,,110.0,20.0,336.3,287.6,69.9,36.5,65.0,6.9,2.94,2.6
2023-09-10 00:50:00+00:00,80,5.9,17.63,1.7,,1.7,,,6.7,0.08,3.31,,,270.0,270.0,,,110.0,20.0,324.6,284.4,58.4,30.0,57.2,5.5,2.99,2.13
2023-09-10 00:55:00+00:00,90,5.985,17.45,1.78,,1.78,,,6.6,0.17,3.29,,,267.5,267.5,,,110.0,20.0,329.6,283.6,66.3,34.2,62.4,6.4,2.91,2.44
2023-09-10 01:00:00+00:00,90,5.74,17.14,1.96,,1.96,,,6.43,0.14,3.26,,,267.5,267.5,,,110.0,20.0,319.2,281.0,55.5,28.2,54.9,4.9,2.99,2.02
2023-09-10 01:05:00+00:00,90,5.675,17.21,1.8,,1.8,,,6.3,0.1,3.24,,,265.0,265.0,,,110.0,20.0,317.1,281.0,52.6,26.6,53.2,4.6,3.03,1.9
2023-09-10 01:10:00+00:00,90,5.74,16.84,1.72,,1.72,,,6.49,0.21,3.21,,,262.5,262.5,,,110.0,20.0,322.8,281.1,60.4,30.6,59.0,5.3,2.93,2.11
2023-09-10 01:15:00+00:00,100,5.67,16.73,1.72,,1.72,,,6.46,0.17,3.19,,,262.5,262.5,,,110.0,20.0,321.6,280.7,59.3,30.0,58.2,5.1,2.95,2.08
2023-09-10 01:20:00+00:00,70,5.65,17.02,1.67,,1.67,,,6.28,0.22,3.16,,,262.5,262.5,,,110.0,20.0,318.2,281.4,53.8,27.1,54.4,4.6,3.01,1.88
2023-09-10 01:25:00+00:00,85,5.775,17.06,1.92,,1.92,,,6.43,0.1,3.14,,,267.5,267.5,,,110.0,20.0,322.7,282.4,58.7,29.8,57.9,5.2,2.95,2.03
2023-09-10 01:30:00+00:00,70,5.355,16.96,1.82,,1.82,,,6.39,0.1,3.12,,,265.0,265.0,,,110.0,20.0,305.1,273.9,45.5,23.1,46.8,3.5,3.17,1.79
2023-09-10 01:35:00+00:00,70,5.65,17.49,1.7,,1.7,,,6.25,0.35,3.09,,,260.0,260.0,,,110.0,20.0,308.0,275.5,47.6,23.9,48.7,4.1,3.1,1.81
2023-09-10 01:40:00+00:00,70,5.285,17.06,1.82,,1.82,,,6.43,0.17,3.07,,,260.0,260.0,,,110.0,20.0,298.0,267.7,44.1,22.5,44.5,3.3,3.23,1.91
2023-09-10 01:45:00+00:00,90,5.74,17.34,1.78,,1.78,,,6.49,0.21,3.05,,,255.0,255.0,,,110.0,20.0,310.9,272.2,56.2,28.5,54.4,4.9,3.02,2.17
2023-09-10 01:50:00+00:00,80,5.65,17.04,2.1,,2.1,,,6.32,0.2,3.03,,,260.0,260.0,,,110.0,20.0,311.5,273.4,55.1,28.3,53.4,4.7,3.02,2.19
2023-09-10 01:55:00+00:00,90,5.705,17.14,1.78,,1.78,,,6.46,0.21,3.01,,,255.0,255.0,,,110.0,20.0,311.5,271.8,57.6,29.3,55.6,5.0,3.01,2.2
2023-09-10 02:00:00+00:00,95,5.355,17.01,1.78,,1.78,,,5.93,0.07,2.99,,,255.0,255.0,,,110.0,20.0,298.7,266.6,46.6,23.6,46.7,3.6,3.18,1.96
2023-09-10 02:05:00+00:00,100,5.15,16.96,1.8,,1.8,,,5.72,0.05,2.97,,,255.0,255.0,,,110.0,20.0,289.1,264.5,36.3,18.0,39.2,2.6,3.29,1.52
2023-09-10 02:10:00+00:00,70,5.355,17.1,1.72,,1.72,,,6.28,0.17,2.96,,,252.5,252.5,,,110.0,20.0,296.9,264.6,47.0,23.9,46.8,3.6,3.19,2.0
2023-09-10 02:15:00+00:00,100,5.67,17.32,1.92,,1.92,,,6.46,0.21,2.95,,,255.0,255.0,,,110.0,20.0,306.7,269.0,54.6,27.8,53.1,4.7,3.06,2.15
2023-09-10 02:20:00+00:00,100,5.275,17.34,2.03,,2.03,,,5.88,0.05,2.94,,,257.5,257.5,,,110.0,20.0,289.4,263.2,38.5,19.4,40.8,2.9,3.29,1.63
2023-09-10 02:25:00+00:00,90,5.74,17.84,1.82,,1.82,,,6.32,0.04,2.94,,,252.5,252.5,,,110.0,20.0,299.4,264.5,50.6,25.8,49.5,4.5,3.11,2.12
2023-09-10 02:30:00+00:00,90,5.705,17.68,1.89,,1.89,,,6.43,0.17,2.94,,,250.0,250.0,,,110.0,20.0,297.9,261.8,52.3,26.7,50.2,4.6,3.1,2.25
2023-09-10 02:35:00+00:00,90,5.65,17.61,2.05,,2.05,,,6.38,0.15,2.94,,,250.0,250.0,,,110.0,20.0,298.0,262.6,51.2,26.2,49.5,4.4,3.12,2.21
2023-09-10 02:40:00+00:00,70,5.355,17.3,1.86,,1.86,,,6.43,0.14,2.95,,,247.5,247.5,,,110.0,20.0,293.5,256.8,52.7,27.5,49.3,4.1,3.23,2.52
2023-09-10 02:45:00+00:00,100,5.705,17.51,1.89,,1.89,,,6.53,0.21,2.96,,,247.5,247.5,,,110.0,20.0,303.5,262.4,59.2,30.6,55.1,5.2,3.07,2.53
2023-09-10 02:50:00+00:00,45,5.175,17.3,1.7,,1.7,,,6.1,0.05,2.97,,,247.5,247.5,,,110.0,20.0,280.3,254.3,37.9,19.2,39.5,2.8,3.34,1.72
2023-09-10 02:55:00+00:00,90,5.565,17.45,1.78,,1.78,,,6.25,0.14,2.98,,,245.0,245.0,,,110.0,20.0,292.5,257.0,51.3,26.1,50.0,4.3,3.14,2.14
2023-09-10 03:00:00+00:00,90,5.635,17.35,1.78,,1.78,,,6.39,0.21,3.0,,,245.0,245.0,,,110.0,20.0,299.6,256.5,61.8,32.0,57.3,5.3,3.08,2.58
2023-09-10 03:05:00+00:00,65,5.225,17.22,1.75,,1.75,,,6.15,0.13,3.03,,,242.5,242.5,,,110.0,20.0,280.7,250.8,43.3,22.1,44.0,3.2,3.3,1.87
2023-09-10 03:10:00+00:00,100,5.495,17.13,1.78,,1.78,,,6.25,0.14,3.05,,,242.5,242.5,,,110.0,20.0,295.4,252.4,61.5,31.9,57.1,5.0,3.12,2.57
2023-09-10 03:15:00+00:00,100,5.32,17.15,1.72,,1.72,,,6.11,0.1,3.08,,,240.0,240.0,,,110.0,20.0,284.3,248.3,51.6,26.6,50.8,4.0,3.22,2.11
2023-09-10 03:20:00+00:00,70,5.225,17.29,1.63,,1.63,,,6.1,0.08,3.12,,,237.5,237.5,,,110.0,20.0,276.4,245.2,44.7,22.8,46.1,3.3,3.31,1.82
2023-09-10 03:25:00+00:00,100,5.6,17.67,1.82,,1.82,,,6.46,0.21,3.15,,,240.0,240.0,,,110.0,20.0,291.8,246.8,64.0,33.7,60.4,5.5,3.15,2.51
2023-09-10 03:30:00+00:00,90,5.67,17.94,2.41,,2.41,,,6.39,0.21,3.19,,,247.5,247.5,,,110.0,20.0,286.9,245.6,58.8,30.8,56.7,5.2,3.16,2.32
2023-09-10 03:35:00+00:00,95,5.175,17.84,1.83,,1.83,,,5.85,0.05,3.23,,,237.5,237.5,,,110.0,20.0,261.1,234.3,38.1,19.7,41.6,2.9,3.45,1.59
2023-09-10 03:40:00+00:00,85,5.32,18.01,1.82,,1.82,,,5.97,0.1,3.28,,,232.5,232.5,,,110.0,20.0,264.5,232.1,45.8,23.9,47.7,3.6,3.38,1.84
2023-09-10 03:45:00+00:00,95,5.74,18.53,1.78,,1.78,,,6.57,0.21,3.33,,,235.0,235.0,,,110.0,20.0,273.7,235.0,54.5,28.1,56.3,5.0,3.23,1.86
2023-09-10 03:50:00+00:00,95,5.9,19.17,1.9,,1.9,,,6.68,0.08,3.38,,,237.5,237.5,,,110.0,20.0,273.4,232.4,58.0,30.6,59.2,5.7,3.25,1.99
2023-09-10 03:55:00+00:00,100,6.16,20.06,2.1,,2.1,,,6.84,0.1,3.43,,,237.5,237.5,,,110.0,20.0,271.0,228.6,59.9,31.8,61.6,6.5,3.26,1.98
2023-09-10 04:00:00+00:00,100,6.3,21.15,1.86,,1.86,,,7.02,0.21,3.48,,,240.0,240.0,,,110.0,20.0,261.6,226.2,49.7,26.5,51.7,5.7,3.36,1.91
2023-09-10 04:05:00+00:00,95,6.4,21.95,1.98,,1.98,,,7.18,0.1,3.54,,,235.0,235.0,,,110.0,20.0,253.0,219.8,46.9,25.5,48.9,5.7,3.43,2.04
2023-09-10 04:10:00+00:00,100,6.685,22.56,2.2,,2.2,,,7.34,0.07,3.59,,,230.0,230.0,,,110.0,20.0,262.7,213.6,70.4,39.0,57.3,9.1,3.38,3.78
2023-09-10 04:15:00+00:00,100,6.72,23.02,2.38,,2.38,,,7.37,0.14,3.65,,,225.0,225.0,,,110.0,20.0,246.0,206.8,55.0,29.7,56.5,7.3,3.43,2.06
2023-09-10 04:20:00+00:00,95,6.95,23.57,2.4,,2.4,,,7.53,0.1,3.71,,,225.0,225.0,,,110.0,20.0,251.8,206.4,64.2,35.0,63.1,9.0,3.39,2.38
2023-09-10 04:25:00+00:00,95,7.14,24.47,2.38,,2.38,,,7.76,0.1,3.77,,,225.0,225.0,,,110.0,20.0,256.7,205.4,74.0,41.3,54.3,11.0,3.43,4.62
2023-09-10 04:30:00+00:00,100,7.14,25.12,2.38,,2.38,,,7.79,0.17,3.83,,,220.0,220.0,,,110.0,20.0,237.6,200.5,52.0,28.4,50.4,7.9,3.52,2.29
2023-09-10 04:35:00+00:00,95,7.175,25.42,2.47,,2.47,,,7.82,0.17,3.89,,,217.5,217.5,,,110.0,20.0,235.8,197.6,53.6,29.4,52.2,8.2,3.54,2.35
2023-09-10 04:40:00+00:00,90,7.28,25.26,1.96,,2.69,1.96,2.04,8.0,0.1,3.94,,,217.5,217.5,108.2,,110.0,20.0,238.5,192.8,63.5,34.7,60.1,10.0,3.47,2.39
2023-09-10 04:45:00+00:00,100,7.315,25.64,2.59,,2.59,,,8.0,0.14,4.0,,,217.5,217.5,,,110.0,20.0,236.0,194.7,57.6,31.5,55.0,9.1,3.51,2.38
