Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2023-11-06 08:40:00+00:00,95,11.655,40.35,2.73,3.71,4.69,2.73,2.98,12.34,0.1,6.25,3.29,,242.5,242.5,107.4,105.0,97.2,7.0,235.9,198.0,50.9,29.4,74.5,22.6,3.46,1.0
2023-11-06 08:45:00+00:00,95,11.655,41.56,4.62,,4.62,,,12.27,0.1,6.27,,,240.0,240.0,,,110.0,20.0,231.8,201.2,41.5,24.0,61.9,18.6,3.57,1.0
2023-11-06 08:50:00+00:00,65,11.4,41.66,5.03,,5.03,,,12.23,0.03,6.28,,,235.0,235.0,,,110.0,20.0,221.7,192.4,39.4,22.9,61.0,17.1,3.65,1.01
2023-11-06 08:55:00+00:00,95,11.06,40.99,5.01,,5.01,,,11.43,0.07,6.3,,,225.0,225.0,,,110.0,20.0,215.2,187.1,37.7,22.0,57.0,15.4,3.71,1.0
2023-11-06 09:00:00+00:00,95,10.5,39.24,4.13,,4.13,,,11.19,0.04,6.32,,,220.0,220.0,,,110.0,20.0,214.8,188.0,36.3,21.2,50.9,13.4,3.74,1.08
2023-11-06 09:05:00+00:00,45,9.175,37.1,3.28,3.55,4.4,3.28,3.38,10.95,0.03,6.33,3.4,,215.0,215.0,105.3,105.0,95.0,4.9,190.5,166.1,28.2,19.1,52.4,9.6,4.04,1.0
2023-11-06 09:10:00+00:00,85,10.395,36.87,3.26,3.64,4.09,,,11.01,0.1,6.35,3.26,,212.5,212.5,,105.0,110.0,20.0,222.0,184.0,50.3,27.8,62.4,16.7,3.55,1.34
2023-11-06 09:15:00+00:00,95,10.01,34.47,3.43,,4.34,3.43,3.51,10.9,0.25,6.36,,,215.0,215.0,104.8,,110.0,20.0,231.4,177.4,73.0,40.5,75.0,21.9,3.44,2.03
2023-11-06 09:20:00+00:00,95,9.775,32.55,3.33,,4.32,3.33,3.36,10.57,0.2,6.37,,,217.5,217.5,104.0,,110.0,20.0,235.4,178.5,74.2,41.1,86.0,21.3,3.33,1.62
2023-11-06 09:25:00+00:00,85,9.73,32.38,3.26,3.5,4.83,3.26,3.33,10.35,0.07,6.39,3.36,,220.0,220.0,104.5,102.5,110.0,20.0,235.6,179.7,72.1,40.5,89.8,20.9,3.33,1.43
2023-11-06 09:30:00+00:00,70,9.135,31.97,4.16,,4.16,,,10.45,0.1,6.4,,,212.5,212.5,,,110.0,20.0,229.6,183.4,62.1,35.6,74.7,16.2,3.5,1.58
2023-11-06 09:35:00+00:00,85,9.3,30.9,5.15,,5.15,,,9.93,0.05,6.41,,,220.0,220.0,,,110.0,20.0,231.3,178.2,68.0,37.5,88.2,17.7,3.32,1.27
2023-11-06 09:40:00+00:00,90,9.695,29.99,3.22,,5.46,3.22,3.4,10.41,0.17,6.43,,,222.5,222.5,103.2,,95.1,5.0,249.5,173.5,96.4,53.6,122.5,27.1,3.09,1.38
2023-11-06 09:45:00+00:00,90,9.87,30.4,3.18,,4.16,3.18,3.23,10.52,0.1,6.44,,,212.5,212.5,107.6,,110.0,20.0,270.9,194.8,101.7,56.3,113.7,29.3,3.08,1.78
2023-11-06 09:50:00+00:00,90,9.875,30.99,4.85,,4.85,,,10.6,0.17,6.45,,,227.5,227.5,,,110.0,20.0,264.2,198.6,87.1,48.5,107.3,25.5,3.14,1.42
2023-11-06 09:55:00+00:00,90,10.045,30.9,4.83,,4.83,,,10.66,0.07,6.46,,,230.0,230.0,,,110.0,20.0,271.2,201.6,93.2,51.5,110.4,28.0,3.08,1.54
2023-11-06 10:00:00+00:00,50,10.115,31.47,3.12,,5.07,3.12,3.16,10.73,0.07,6.47,,,237.5,237.5,104.7,,110.0,20.0,262.5,198.5,82.7,46.4,108.0,25.9,3.11,1.28
2023-11-06 10:05:00+00:00,45,10.275,31.53,4.78,,4.78,,,10.95,0.13,6.49,,,230.0,230.0,,,110.0,20.0,266.3,204.6,80.8,44.7,105.8,25.9,3.07,1.22
2023-11-06 10:10:00+00:00,85,10.395,32.85,2.94,,4.9,2.94,2.98,11.05,0.14,6.5,,,240.0,240.0,102.3,,110.0,20.0,260.8,204.8,73.5,41.4,98.5,24.7,3.16,1.18
2023-11-06 10:15:00+00:00,45,9.205,32.68,5.81,,5.81,,,11.01,0.1,6.51,,,250.0,250.0,,,110.0,20.0,224.6,180.0,53.6,30.4,82.7,14.6,3.55,1.0
2023-11-06 10:20:00+00:00,85,10.4,32.78,4.68,,4.68,,,11.02,0.05,6.52,,,237.5,237.5,,,110.0,20.0,256.4,201.8,70.7,39.1,95.9,23.4,3.15,1.12
2023-11-06 10:25:00+00:00,95,10.255,33.55,4.2,,4.2,,,10.94,0.07,6.53,,,230.0,230.0,,,110.0,20.0,252.4,204.6,61.8,34.7,85.6,20.4,3.27,1.09
2023-11-06 10:30:00+00:00,85,10.99,34.13,4.93,,4.93,,,11.53,0.21,6.54,,,237.5,237.5,,,110.0,20.0,268.5,209.6,78.2,43.1,101.0,28.5,3.11,1.23
2023-11-06 10:35:00+00:00,100,10.375,34.94,4.95,,4.95,,,10.8,0.03,6.55,,,242.5,242.5,,,110.0,20.0,245.4,202.1,54.6,31.2,85.2,19.1,3.37,1.0
2023-11-06 10:40:00+00:00,90,11.34,35.81,2.94,,5.14,2.94,3.12,11.85,0.25,6.55,,,247.5,247.5,96.6,,92.8,2.7,257.9,202.9,71.7,40.6,103.4,29.1,3.16,1.0
2023-11-06 10:45:00+00:00,90,11.55,36.99,2.59,,4.16,2.59,2.91,12.06,0.14,6.56,,,225.0,225.0,96.6,,93.2,3.1,259.9,212.2,63.2,35.5,88.8,26.6,3.2,1.01
2023-11-06 10:50:00+00:00,85,11.475,37.8,2.92,,4.18,2.92,2.98,12.02,0.05,6.57,,,230.0,230.0,99.6,,110.0,20.0,254.3,214.1,52.7,29.8,77.4,22.4,3.29,1.0
2023-11-06 10:55:00+00:00,95,11.9,38.21,3.01,,5.01,3.01,3.16,12.41,0.1,6.58,,,247.5,247.5,100.6,,93.8,3.7,254.5,202.9,68.5,38.7,95.1,30.5,3.21,1.06
2023-11-06 11:00:00+00:00,95,12.11,38.58,3.05,,5.01,3.05,3.16,13.11,0.28,6.58,,,245.0,245.0,98.9,,93.1,3.1,257.5,202.4,73.7,41.3,97.8,33.3,3.19,1.17
2023-11-06 11:05:00+00:00,65,12.0,38.87,3.17,3.5,4.68,3.17,3.38,12.82,0.08,6.59,3.4,,240.0,240.0,98.3,100.0,93.8,3.7,250.4,200.7,65.0,37.0,90.6,29.8,3.24,1.07
2023-11-06 11:10:00+00:00,85,11.97,39.0,2.77,3.36,4.86,2.77,3.02,12.48,0.21,6.59,3.05,,240.0,240.0,98.1,100.0,93.5,3.4,249.3,200.0,66.0,36.9,89.7,29.3,3.26,1.08
2023-11-06 11:15:00+00:00,95,11.97,38.37,2.8,3.5,4.2,2.8,3.16,12.73,0.1,6.59,3.18,,230.0,230.0,95.1,97.5,93.4,3.3,257.4,201.8,74.5,40.9,86.5,32.1,3.2,1.53
2023-11-06 11:20:00+00:00,65,11.475,37.92,4.55,,4.55,,,11.02,0.05,6.59,,,235.0,235.0,,,110.0,20.0,246.9,203.2,57.9,31.8,79.3,23.5,3.31,1.05
2023-11-06 11:25:00+00:00,85,11.97,38.46,2.94,3.99,4.09,2.94,3.23,12.76,0.21,6.59,3.26,,227.5,227.5,95.1,97.5,92.8,2.7,257.4,203.9,71.0,39.1,85.1,30.9,3.21,1.42
2023-11-06 11:30:00+00:00,85,11.9,38.58,2.94,4.55,5.84,2.94,3.3,12.55,0.1,6.59,3.33,,242.5,242.5,95.1,97.5,93.3,3.2,246.5,191.4,72.1,40.5,99.7,31.6,3.24,1.09
2023-11-06 11:35:00+00:00,65,11.5,38.07,3.1,3.85,4.4,3.1,3.31,11.63,0.08,6.59,3.33,,235.0,235.0,97.8,97.5,93.5,3.4,242.0,195.9,59.7,34.0,82.8,25.2,3.31,1.1
2023-11-06 11:40:00+00:00,95,11.48,37.27,3.15,3.82,5.25,3.15,3.23,12.27,0.21,6.58,3.26,,235.0,235.0,95.5,97.5,110.0,20.0,249.0,196.5,68.9,38.2,88.8,27.7,3.25,1.26
2023-11-06 11:45:00+00:00,85,11.48,36.75,2.94,4.72,4.93,2.94,3.3,12.02,0.21,6.57,3.33,,230.0,230.0,95.5,97.5,93.5,3.4,249.3,191.3,75.9,42.3,98.1,30.5,3.2,1.26
2023-11-06 11:50:00+00:00,65,11.425,36.35,2.88,4.1,6.13,2.88,3.11,10.95,0.08,6.57,3.13,,237.5,237.5,95.2,97.5,92.5,2.5,246.9,186.8,78.1,42.8,105.4,30.7,3.18,1.13
2023-11-06 11:55:00+00:00,90,11.48,36.52,3.01,3.74,5.39,3.01,3.16,12.02,0.14,6.55,3.18,,235.0,235.0,96.8,97.5,92.6,2.6,252.6,194.6,75.9,42.2,102.9,30.7,3.18,1.13
2023-11-06 12:00:00+00:00,65,11.515,36.91,2.9,3.67,4.48,2.9,3.16,11.64,0.25,6.54,3.18,,230.0,230.0,95.4,97.5,92.7,2.7,254.9,201.4,69.9,39.0,94.4,28.8,3.2,1.13
2023-11-06 12:05:00+00:00,85,11.4,37.36,3.13,4.35,4.15,3.13,3.28,11.95,0.05,6.52,3.3,4.15,225.0,225.0,94.6,97.5,92.3,2.2,248.8,202.3,59.7,34.0,84.4,25.0,3.28,1.05
2023-11-06 12:10:00+00:00,85,11.48,37.22,2.66,4.38,3.99,2.66,3.02,12.02,0.17,6.51,3.05,3.99,222.5,222.5,93.2,95.0,92.2,2.1,254.8,205.5,65.7,36.6,83.0,26.8,3.24,1.29
2023-11-06 12:15:00+00:00,85,10.325,36.38,3.18,5.28,6.13,,,10.9,0.04,6.49,3.18,,245.0,245.0,,95.0,110.0,20.0,229.4,186.9,54.3,29.5,77.8,17.7,3.52,1.0
2023-11-06 12:20:00+00:00,65,11.35,36.25,3.97,,3.97,,,11.6,0.08,6.46,,,230.0,230.0,,,110.0,20.0,259.8,210.2,66.6,36.0,83.0,25.7,3.19,1.27
2023-11-06 12:25:00+00:00,85,11.515,36.99,5.36,,5.36,,,12.02,0.21,6.44,,,237.5,237.5,,,110.0,20.0,257.9,207.3,68.1,36.9,88.3,27.0,3.21,1.16
2023-11-06 12:30:00+00:00,85,11.48,37.35,2.94,,5.11,2.94,3.23,11.99,0.21,6.41,,,237.5,237.5,102.7,,96.4,6.2,248.4,198.5,64.8,36.8,93.0,27.1,3.25,1.02
2023-11-06 12:35:00+00:00,85,11.45,37.34,4.2,,4.2,,,12.0,0.05,6.38,,,232.5,232.5,,,110.0,20.0,253.4,210.0,58.4,31.8,77.7,23.4,3.26,1.09
2023-11-06 12:40:00+00:00,85,11.55,37.79,4.2,,4.2,,,12.1,0.1,6.34,,,230.0,230.0,,,110.0,20.0,255.0,210.7,59.8,32.4,77.3,24.1,3.27,1.16
2023-11-06 12:45:00+00:00,65,11.795,38.73,4.24,,4.24,,,12.76,0.21,6.3,,,232.5,232.5,,,110.0,20.0,257.0,212.8,60.4,33.0,77.1,25.4,3.28,1.19
2023-11-06 12:50:00+00:00,65,11.525,39.28,5.1,,5.1,,,11.52,0.05,6.26,,,240.0,240.0,,,110.0,20.0,242.6,204.2,51.5,28.1,73.5,21.2,3.41,1.0
2023-11-06 12:55:00+00:00,85,11.13,39.33,2.9,,4.13,2.9,2.95,11.71,0.07,6.22,,,235.0,235.0,102.6,,110.0,20.0,236.8,203.4,43.6,24.7,62.7,17.6,3.53,1.01
2023-11-06 13:00:00+00:00,85,11.585,40.17,2.69,,4.06,2.69,2.77,12.13,0.07,6.18,,,232.5,232.5,103.9,,110.0,20.0,241.4,205.4,48.5,26.8,64.2,20.3,3.47,1.13
2023-11-06 13:05:00+00:00,80,12.125,39.55,3.25,,3.25,,,12.77,0.05,6.13,,,222.5,222.5,,,110.0,20.0,258.0,209.7,66.1,34.8,68.1,27.7,3.26,1.81
2023-11-06 13:10:00+00:00,85,12.04,39.69,4.13,,4.13,,,12.76,0.14,6.08,,,225.0,225.0,,,110.0,20.0,252.8,206.8,63.2,33.8,74.6,26.8,3.3,1.4
2023-11-06 13:15:00+00:00,85,11.48,39.55,4.09,,4.09,,,12.02,0.07,6.02,,,227.5,227.5,,,110.0,20.0,239.9,204.1,48.6,26.2,63.9,19.5,3.44,1.09
2023-11-06 13:20:00+00:00,85,11.525,39.02,4.13,,4.13,,,12.07,0.05,5.97,,,225.0,225.0,,,110.0,20.0,242.2,203.0,53.6,28.9,68.0,21.3,3.39,1.18
2023-11-06 13:25:00+00:00,85,11.515,38.69,3.36,,3.36,,,12.02,0.17,5.91,,,222.5,222.5,,,110.0,20.0,247.4,206.0,56.5,29.9,62.8,21.8,3.36,1.57
2023-11-06 13:30:00+00:00,85,11.48,38.81,4.03,,4.03,,,11.99,0.1,5.85,,,220.0,220.0,,,110.0,20.0,244.4,204.2,54.9,29.3,68.1,21.4,3.38,1.24
2023-11-06 13:35:00+00:00,85,11.475,38.85,2.63,,3.95,2.63,2.68,12.02,0.1,5.78,,,222.5,222.5,112.6,,110.0,20.0,242.9,202.6,54.5,29.6,68.0,21.7,3.38,1.27
2023-11-06 13:40:00+00:00,85,11.445,39.26,2.13,,3.33,2.13,2.18,11.95,0.17,5.72,,,222.5,222.5,107.5,,110.0,20.0,244.0,206.6,51.9,27.7,58.7,19.9,3.43,1.54
2023-11-06 13:45:00+00:00,95,10.99,38.43,2.48,,3.22,2.48,2.53,11.6,0.07,5.65,,,220.0,220.0,111.8,,110.0,20.0,235.6,200.0,48.1,25.5,49.9,17.1,3.5,1.71
2023-11-06 13:50:00+00:00,95,10.85,37.04,3.1,,3.1,,,11.5,0.05,5.58,,,215.0,215.0,,,110.0,20.0,239.9,199.1,55.8,29.4,58.8,18.9,3.41,1.77
2023-11-06 13:55:00+00:00,95,10.78,36.52,2.03,,3.18,2.03,2.49,11.57,0.14,5.51,,,212.5,212.5,106.6,,98.8,8.6,242.7,196.2,63.2,33.7,64.5,21.3,3.39,1.86
2023-11-06 14:00:00+00:00,95,10.605,34.93,2.1,,2.87,2.1,2.28,11.15,0.17,5.44,,,212.5,212.5,107.7,,96.7,6.6,249.5,197.6,71.1,37.2,66.9,22.5,3.29,2.03
2023-11-06 14:05:00+00:00,45,9.175,34.46,3.45,,3.45,,,10.95,0.05,5.36,,,210.0,210.0,,,110.0,20.0,220.0,191.5,37.4,20.1,52.5,9.8,3.76,1.0
2023-11-06 14:10:00+00:00,95,10.5,36.13,2.9,,2.9,,,11.05,0.1,5.28,,,212.5,212.5,,,110.0,20.0,242.8,205.7,50.7,26.6,57.2,16.3,3.44,1.5
2023-11-06 14:15:00+00:00,95,10.29,36.3,2.13,,2.94,2.13,2.18,11.01,0.07,5.21,,,217.5,217.5,112.6,,110.0,20.0,236.1,203.9,43.8,23.3,50.5,13.8,3.53,1.44
2023-11-06 14:20:00+00:00,45,9.15,35.25,3.0,,3.0,,,10.98,0.05,5.13,,,217.5,217.5,,,110.0,20.0,217.3,196.1,28.5,15.6,41.0,7.7,3.85,1.0
2023-11-06 14:25:00+00:00,45,10.29,34.55,2.8,,2.8,,,10.98,0.14,5.05,,,210.0,210.0,,,110.0,20.0,245.9,200.6,62.7,32.8,61.3,18.6,3.36,2.08
2023-11-06 14:30:00+00:00,45,10.15,35.03,2.66,,2.66,,,10.8,0.1,4.97,,,210.0,210.0,,,110.0,20.0,242.0,202.3,55.0,28.9,55.3,16.1,3.45,1.94
2023-11-06 14:35:00+00:00,85,9.75,34.55,3.1,,3.1,,,10.35,0.05,4.89,,,212.5,212.5,,,110.0,20.0,232.2,199.1,46.1,24.7,53.5,12.9,3.54,1.45
2023-11-06 14:40:00+00:00,85,8.925,32.0,2.48,,2.48,,,9.47,0.14,4.81,,,207.5,207.5,,,110.0,20.0,226.6,194.1,44.5,23.2,42.3,10.1,3.59,1.96
2023-11-06 14:45:00+00:00,100,8.89,30.77,2.77,,2.77,,,9.33,0.21,4.73,,,202.5,202.5,,,110.0,20.0,235.3,194.5,56.3,29.4,59.0,12.6,3.46,1.81
2023-11-06 14:50:00+00:00,95,8.825,29.67,2.65,,2.65,,,9.32,0.13,4.65,,,205.0,205.0,,,110.0,20.0,250.2,199.5,70.9,37.7,70.2,15.5,3.36,2.22
2023-11-06 14:55:00+00:00,90,8.68,29.6,2.56,,2.56,,,9.44,0.21,4.57,,,207.5,207.5,,,110.0,20.0,247.1,204.0,60.1,31.7,62.8,12.8,3.41,1.87
2023-11-06 15:00:00+00:00,95,8.54,29.52,2.48,,2.48,,,9.26,0.14,4.49,,,210.0,210.0,,,110.0,20.0,243.4,206.1,52.1,27.5,55.7,10.9,3.46,1.76
2023-11-06 15:05:00+00:00,95,8.375,28.73,2.47,,2.47,,,9.15,0.13,4.41,,,210.0,210.0,,,110.0,20.0,243.3,204.8,54.0,28.5,56.9,10.8,3.43,1.83
2023-11-06 15:10:00+00:00,95,8.295,27.84,1.92,,1.92,,,9.05,0.17,4.33,,,210.0,210.0,,,110.0,20.0,254.4,208.9,63.1,32.5,52.9,11.8,3.36,2.43
2023-11-06 15:15:00+00:00,95,8.19,27.83,2.13,,2.13,,,8.94,0.28,4.25,,,210.0,210.0,,,110.0,20.0,249.2,208.8,56.6,29.5,56.7,10.6,3.4,2.02
2023-11-06 15:20:00+00:00,85,7.6,27.16,2.0,,2.0,,,8.15,0.08,4.18,,,210.0,210.0,,,110.0,20.0,235.8,206.1,41.7,21.7,44.2,6.8,3.57,1.73
2023-11-06 15:25:00+00:00,85,7.84,25.67,1.89,,1.89,,,8.42,0.04,4.1,,,207.5,207.5,,,110.0,20.0,263.8,209.3,76.9,40.7,69.4,12.9,3.28,2.94
2023-11-06 15:30:00+00:00,90,7.56,24.71,1.82,,1.82,,,8.24,0.14,4.03,,,207.5,207.5,,,110.0,20.0,260.5,213.6,66.0,33.9,63.8,10.2,3.27,2.22
2023-11-06 15:35:00+00:00,85,7.5,23.97,3.63,,3.63,,,8.13,0.05,3.95,,,222.5,222.5,,,110.0,20.0,276.9,228.8,68.1,36.2,61.4,10.6,3.2,2.9
2023-11-06 15:40:00+00:00,100,7.455,23.57,1.58,,1.58,,,8.14,0.14,3.88,,,205.0,205.0,,,110.0,20.0,277.8,222.6,78.1,40.3,74.3,11.6,3.16,2.39
2023-11-06 15:45:00+00:00,100,7.35,23.73,1.82,,1.82,,,8.03,0.14,3.81,,,205.0,205.0,,,110.0,20.0,275.9,225.4,71.8,37.5,68.3,10.5,3.23,2.46
2023-11-06 15:50:00+00:00,95,7.15,23.43,1.75,,1.75,,,7.97,0.2,3.74,,,207.5,207.5,,,110.0,20.0,270.8,226.4,63.2,33.0,59.6,8.8,3.28,2.49
2023-11-06 15:55:00+00:00,85,7.0,22.62,1.61,,1.61,,,7.55,0.14,3.68,,,210.0,210.0,,,110.0,20.0,271.0,223.5,67.6,35.1,63.2,8.9,3.23,2.57
2023-11-06 16:00:00+00:00,100,6.895,21.57,1.92,,1.92,,,7.37,0.17,3.61,,,207.5,207.5,,,110.0,20.0,280.7,225.0,79.0,41.0,71.4,10.0,3.13,2.85
2023-11-06 16:05:00+00:00,90,6.75,21.21,1.95,,1.95,,,7.3,0.15,3.55,,,205.0,205.0,,,110.0,20.0,277.1,229.4,68.0,34.6,63.6,8.2,3.14,2.44
2023-11-06 16:10:00+00:00,95,6.72,21.15,1.78,,1.78,,,7.41,0.14,3.49,,,210.0,210.0,,,110.0,20.0,280.6,232.0,69.6,35.5,64.7,8.3,3.15,2.51
2023-11-06 16:15:00+00:00,90,6.51,21.12,1.78,,1.78,,,7.23,0.17,3.43,,,210.0,210.0,,,110.0,20.0,269.8,230.8,56.2,28.1,54.2,6.3,3.24,2.17
2023-11-06 16:20:00+00:00,45,5.7,20.22,1.75,,1.75,,,7.15,0.1,3.37,,,207.5,207.5,,,110.0,20.0,250.5,225.4,36.5,17.8,38.6,3.1,3.55,1.64
2023-11-06 16:25:00+00:00,90,6.51,20.53,1.75,,1.75,,,7.23,0.17,3.32,,,210.0,210.0,,,110.0,20.0,282.6,237.5,65.0,33.0,61.5,7.3,3.15,2.36
2023-11-06 16:30:00+00:00,90,6.37,20.33,1.82,,1.82,,,7.02,0.14,3.26,,,220.0,220.0,,,110.0,20.0,280.3,240.2,57.8,29.4,54.5,6.2,3.19,2.39
2023-11-06 16:35:00+00:00,65,5.875,19.69,1.77,,1.77,,,6.97,0.13,3.21,,,220.0,220.0,,,110.0,20.0,269.2,235.6,48.3,24.9,45.8,4.5,3.35,2.37
2023-11-06 16:40:00+00:00,85,6.3,19.39,1.64,,1.64,,,6.99,0.14,3.16,,,220.0,220.0,,,110.0,20.0,293.4,242.1,73.5,37.9,66.2,7.7,3.08,2.85
2023-11-06 16:45:00+00:00,85,6.3,19.2,1.78,,1.78,,,6.95,0.1,3.12,,,222.5,222.5,,,110.0,20.0,299.5,246.8,75.4,39.1,66.7,8.0,3.05,3.06
2023-11-06 16:50:00+00:00,85,6.175,19.21,1.8,,1.8,,,6.9,0.15,3.07,,,225.0,225.0,,,110.0,20.0,289.8,249.0,59.0,30.0,55.4,6.0,3.11,2.41
2023-11-06 16:55:00+00:00,85,6.23,19.51,1.89,,1.89,,,6.88,0.14,3.03,,,232.5,232.5,,,110.0,20.0,291.3,251.5,57.4,29.4,53.4,5.9,3.13,2.5
2023-11-06 17:00:00+00:00,85,6.16,19.47,1.96,,1.96,,,6.91,0.21,2.99,,,235.0,235.0,,,110.0,20.0,290.2,249.8,57.9,30.0,52.4,5.9,3.16,2.8
2023-11-06 17:05:00+00:00,45,5.175,18.7,1.8,2.13,2.13,,,6.88,0.15,2.95,1.8,,235.0,235.0,,107.5,110.0,20.0,257.3,239.2,26.8,13.2,29.4,1.9,3.61,1.49
2023-11-06 17:10:00+00:00,90,6.195,19.35,1.72,2.28,2.41,,,6.91,0.17,2.91,1.72,,240.0,240.0,,107.5,110.0,20.0,293.4,253.8,56.7,29.5,50.3,5.8,3.12,2.95
2023-11-06 17:15:00+00:00,90,6.23,19.43,1.78,2.28,2.48,,,6.88,0.14,2.88,1.78,,242.5,242.5,,107.5,110.0,20.0,294.7,255.8,55.7,29.0,49.8,5.8,3.12,2.9
2023-11-06 17:20:00+00:00,0,6.625,19.37,1.8,2.42,2.53,,,7.4,0.22,2.84,1.8,,242.5,242.5,,105.0,110.0,20.0,,,,,,,2.92,
2023-11-06 17:25:00+00:00,90,6.195,19.27,1.72,2.52,2.45,,,6.78,0.04,2.81,1.72,2.45,245.0,245.0,,105.0,110.0,20.0,296.6,256.5,57.3,30.0,50.0,5.9,3.11,3.14
2023-11-06 17:30:00+00:00,90,6.195,19.26,1.75,2.97,2.97,,,6.78,0.04,2.78,1.75,,255.0,255.0,,105.0,110.0,20.0,299.7,263.2,52.1,27.4,46.2,5.4,3.11,3.15
2023-11-06 17:35:00+00:00,85,6.2,19.37,1.95,,1.95,,,6.8,0.05,2.76,,,240.0,240.0,,,110.0,20.0,293.9,256.1,54.5,28.0,50.7,5.6,3.13,2.51
2023-11-06 17:40:00+00:00,85,6.23,19.55,1.82,,1.82,,,6.84,0.07,2.73,,,235.0,235.0,,,110.0,20.0,292.8,250.6,60.5,31.4,54.3,6.3,3.14,2.88
2023-11-06 17:45:00+00:00,85,6.195,19.75,1.78,,1.78,,,6.78,0.04,2.71,,,232.5,232.5,,,110.0,20.0,286.5,247.4,56.1,29.0,51.4,5.8,3.19,2.68
2023-11-06 17:50:00+00:00,95,5.675,19.43,1.63,,1.63,,,6.15,0.05,2.68,,,232.5,232.5,,,110.0,20.0,267.3,243.9,34.3,17.1,35.6,3.0,3.42,1.73
2023-11-06 17:55:00+00:00,95,5.67,18.86,1.78,,1.78,,,6.07,0.21,2.66,,,237.5,237.5,,,110.0,20.0,274.5,246.4,40.8,20.8,40.0,3.5,3.33,2.1
2023-11-06 18:00:00+00:00,95,5.67,18.1,1.78,,1.78,,,6.14,0.1,2.64,,,237.5,237.5,,,110.0,20.0,284.4,248.6,51.4,26.5,47.7,4.4,3.19,2.54
2023-11-06 18:05:00+00:00,65,5.5,17.75,1.8,,1.8,,,5.8,0.13,2.63,,,235.0,235.0,,,110.0,20.0,280.0,248.1,46.2,23.5,44.6,3.7,3.23,2.2
2023-11-06 18:10:00+00:00,95,5.46,17.54,1.89,,1.89,,,6.11,0.14,2.61,,,235.0,235.0,,,110.0,20.0,281.3,247.2,49.2,25.2,46.5,3.9,3.21,2.38
2023-11-06 18:15:00+00:00,95,5.495,17.24,1.82,,1.82,,,6.01,0.1,2.59,,,232.5,232.5,,,110.0,20.0,288.5,247.6,58.6,30.3,53.2,4.7,3.14,2.73
2023-11-06 18:20:00+00:00,100,5.225,16.83,1.85,,1.85,,,5.88,0.1,2.58,,,235.0,235.0,,,110.0,20.0,279.9,247.5,46.8,23.9,45.3,3.4,3.22,2.19
2023-11-06 18:25:00+00:00,100,5.39,16.61,1.92,,1.92,,,6.14,0.17,2.57,,,237.5,237.5,,,110.0,20.0,295.1,253.0,60.3,31.1,54.7,4.7,3.08,2.73
2023-11-06 18:30:00+00:00,100,5.145,16.47,1.89,,1.89,,,5.97,0.35,2.55,,,237.5,237.5,,,110.0,20.0,283.8,250.3,48.5,24.7,46.9,3.4,3.2,2.19
2023-11-06 18:35:00+00:00,70,4.85,16.08,1.73,,1.73,,,5.43,0.05,2.54,,,235.0,235.0,,,110.0,20.0,277.5,246.6,44.7,22.9,43.7,2.8,3.31,2.13
2023-11-06 18:40:00+00:00,85,5.145,15.82,1.82,,1.82,,,5.9,0.17,2.53,,,240.0,240.0,,,110.0,20.0,294.6,255.0,57.0,29.0,53.8,4.0,3.08,2.36
2023-11-06 18:45:00+00:00,90,5.145,15.58,1.78,2.17,2.0,,,5.83,0.14,2.52,1.78,2.0,245.0,245.0,,102.5,110.0,20.0,301.2,259.7,59.6,30.6,55.5,4.2,3.03,2.5
2023-11-06 18:50:00+00:00,65,5.15,15.28,1.67,1.88,1.92,,,5.75,0.03,2.52,1.67,,245.0,245.0,,102.5,110.0,20.0,308.5,264.0,63.8,32.9,58.2,4.5,2.97,2.67
2023-11-06 18:55:00+00:00,100,4.795,14.94,1.78,,1.78,,,5.51,0.35,2.51,,,245.0,245.0,,,110.0,20.0,293.9,256.9,53.2,27.1,50.8,3.3,3.12,2.28
2023-11-06 19:00:00+00:00,95,4.725,14.19,1.72,,1.72,,,5.48,0.25,2.5,,,240.0,240.0,,,110.0,20.0,302.0,257.1,64.2,33.0,59.1,3.8,3.0,2.58
2023-11-06 19:05:00+00:00,80,4.3,13.38,1.83,,1.83,,,4.93,0.08,2.5,,,242.5,242.5,,,110.0,20.0,292.4,255.6,52.9,27.1,50.7,2.6,3.11,2.27
2023-11-06 19:10:00+00:00,100,4.27,12.71,1.82,,1.82,,,5.09,0.25,2.49,,,245.0,245.0,,,110.0,20.0,309.1,262.9,66.0,33.8,61.8,3.2,2.98,2.43
2023-11-06 19:15:00+00:00,100,4.27,12.31,1.89,,1.89,,,5.2,0.25,2.48,,,257.5,257.5,,,110.0,20.0,325.0,277.0,68.8,35.1,65.3,3.4,2.88,2.31
2023-11-06 19:20:00+00:00,90,4.2,12.04,1.8,,1.8,,,4.85,0.08,2.48,,,262.5,262.5,,,110.0,20.0,329.9,285.5,63.9,32.2,63.7,3.0,2.87,1.98
2023-11-06 19:25:00+00:00,100,4.2,11.85,1.82,,1.82,,,4.99,0.28,2.48,,,275.0,275.0,,,110.0,20.0,341.2,293.9,68.1,34.3,68.2,3.2,2.82,1.94
