Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2019-04-01 00:00:00+00:00,100,3.1,,9.81,2.2,,2.2,,,3.9,0.1,3.26,,,298.0,298.0,,,110.0,20.0,301.1,,267.4,48.1,,25.2,48.5,1.3,3.16,2.04,
2019-04-01 00:05:00+00:00,95,3.05,,9.85,1.95,,1.95,,,3.75,0.1,3.25,,,286.0,286.0,,,110.0,20.0,294.7,,263.0,45.4,,24.0,45.2,1.2,3.23,2.15,
2019-04-01 00:10:00+00:00,50,3.05,,9.93,2.45,,2.45,,,3.85,0.45,3.24,,,304.7,304.7,,,110.0,20.0,291.9,,263.5,40.5,,20.9,42.6,1.1,3.26,1.75,
2019-04-01 00:15:00+00:00,100,3.15,,9.6,2.2,,2.2,,,3.85,0.1,3.23,,,291.0,291.0,,,110.0,20.0,312.0,,270.1,59.9,,32.1,55.9,1.7,3.05,2.73,
2019-04-01 00:20:00+00:00,95,3.1,,9.85,2.45,,2.45,,,3.85,0.1,3.22,,,307.5,307.5,,,110.0,20.0,299.2,,265.1,48.8,,25.9,48.4,1.3,3.18,2.19,
2019-04-01 00:25:00+00:00,95,3.1,,9.81,1.75,,1.75,,,3.85,0.15,3.21,,,274.0,274.0,,,110.0,20.0,298.5,,262.6,51.1,,27.0,49.2,1.4,3.16,2.38,
2019-04-01 00:30:00+00:00,95,3.15,,9.72,2.0,,2.0,,,3.75,0.2,3.2,,,281.3,281.3,,,110.0,20.0,305.3,,265.3,56.8,,30.4,52.5,1.6,3.09,2.79,
2019-04-01 00:35:00+00:00,90,3.0,,9.72,2.4,,2.4,,,3.7,0.15,3.18,,,299.0,299.0,,,110.0,20.0,290.8,,261.6,41.8,,21.7,43.2,1.1,3.24,1.86,
2019-04-01 00:40:00+00:00,100,3.1,,9.76,1.65,,1.65,,,3.85,0.1,3.17,,,270.0,270.0,,,110.0,20.0,300.4,,260.3,57.0,,30.6,51.0,1.5,3.15,3.13,
2019-04-01 00:45:00+00:00,90,2.5,,8.63,2.15,,2.15,,,3.1,0.05,3.16,,,280.0,280.0,,,110.0,20.0,266.8,,245.1,31.0,,16.4,31.4,0.6,3.45,2.05,
2019-04-01 00:50:00+00:00,100,3.15,,9.93,2.1,,2.1,,,3.75,0.15,3.15,,,279.0,279.0,,,110.0,20.0,298.4,,261.1,53.1,,28.3,49.4,1.5,3.15,2.74,
2019-04-01 00:55:00+00:00,100,3.1,,9.81,1.95,,1.95,,,3.7,0.1,3.13,,,272.0,272.0,,,110.0,20.0,294.5,,259.1,50.4,,26.8,47.0,1.4,3.16,2.65,
2019-04-01 01:00:00+00:00,100,3.0,,9.8,2.15,,2.15,,,3.65,0.1,3.12,,,275.0,275.0,,,110.0,20.0,285.0,,254.1,43.9,,23.3,42.2,1.1,3.27,2.42,
2019-04-01 01:05:00+00:00,100,3.05,,9.63,1.8,,1.8,,,3.65,0.1,3.11,,,264.0,264.0,,,110.0,20.0,298.7,,254.9,62.2,,33.9,46.6,1.6,3.16,5.57,
2019-04-01 01:10:00+00:00,100,3.05,,9.72,2.2,,2.2,,,3.65,0.15,3.09,,,272.5,272.5,,,110.0,20.0,291.6,,254.1,53.3,,29.0,46.0,1.4,3.18,3.6,
2019-04-01 01:15:00+00:00,100,3.05,,9.77,2.1,,2.1,,,3.55,0.1,3.08,,,271.0,271.0,,,110.0,20.0,290.1,,257.9,45.8,,23.9,45.0,1.2,3.2,2.17,
2019-04-01 01:20:00+00:00,100,2.95,,9.38,2.4,,2.4,,,3.55,0.1,3.07,,,294.0,294.0,,,110.0,20.0,294.0,,258.9,50.1,,26.8,48.2,1.2,3.18,2.46,
2019-04-01 01:25:00+00:00,95,2.9,,9.38,2.1,,2.1,,,3.55,0.05,3.05,,,277.0,277.0,,,110.0,20.0,287.1,,253.5,47.8,,25.5,44.9,1.1,3.24,2.63,
2019-04-01 01:30:00+00:00,100,2.9,,9.41,1.75,,1.75,,,3.55,0.1,3.04,,,260.5,260.5,,,110.0,20.0,285.4,,250.6,49.4,,26.4,44.3,1.2,3.24,3.02,
2019-04-01 01:35:00+00:00,100,2.85,,9.4,1.9,,1.9,,,3.55,0.1,3.03,,,260.8,260.8,,,110.0,20.0,281.5,,249.4,45.8,,24.8,41.6,1.1,3.3,3.07,
2019-04-01 01:40:00+00:00,100,3.05,,9.44,1.8,,1.8,,,3.6,0.1,3.02,,,259.5,259.5,,,110.0,20.0,295.3,,255.7,56.1,,29.5,49.8,1.4,3.1,2.96,
2019-04-01 01:45:00+00:00,50,2.95,,9.8,2.05,,2.05,,,3.55,0.1,3.01,,,278.2,278.2,,,110.0,20.0,280.5,,251.3,41.8,,22.3,41.1,1.0,3.32,2.28,
2019-04-01 01:50:00+00:00,100,2.95,,9.67,1.9,,1.9,,,3.65,0.1,3.0,,,256.3,256.3,,,110.0,20.0,280.8,,246.9,48.1,,26.0,41.8,1.2,3.28,3.48,
2019-04-01 01:55:00+00:00,100,2.95,,9.8,2.15,,2.15,,,3.55,0.05,2.99,,,260.0,260.0,,,110.0,20.0,276.1,,243.5,46.5,,25.5,39.0,1.1,3.32,4.01,
2019-04-01 02:00:00+00:00,100,2.8,,9.58,1.75,,1.75,,,3.55,0.15,2.99,,,243.5,243.5,,,110.0,20.0,262.8,,234.3,40.4,,21.4,36.7,0.9,3.42,2.86,
2019-04-01 02:05:00+00:00,90,2.85,,9.44,1.7,,1.7,,,3.5,0.2,2.98,,,232.5,232.5,,,110.0,20.0,271.5,,231.2,57.1,,30.9,47.1,1.3,3.31,4.01,
2019-04-01 02:10:00+00:00,100,2.7,,9.01,2.4,,2.4,,,3.5,0.15,2.98,,,296.0,296.0,,,110.0,20.0,276.4,,248.5,39.9,,21.0,40.3,0.8,3.34,2.05,
2019-04-01 02:15:00+00:00,100,2.75,,9.18,1.75,,1.75,,,3.4,0.15,2.98,,,254.0,254.0,,,110.0,20.0,274.3,,245.3,41.2,,21.5,40.1,0.9,3.34,2.24,
