Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2019-03-01 00:00:00+00:00,95,3.95,,13.13,2.05,,2.05,,,4.65,0.15,3.3,,249.5,249.5,,,110.0,20.0,276.2,,245.8,43.3,,22.8,38.7,1.9,3.32,2.98,
2019-03-01 00:05:00+00:00,100,3.95,,13.55,1.95,,1.95,,,4.6,0.15,3.31,,239.0,239.0,,,110.0,20.0,264.0,,237.1,38.4,,20.1,36.1,1.6,3.43,2.51,
2019-03-01 00:10:00+00:00,100,3.9,,13.74,1.85,,1.85,,,4.6,0.1,3.32,,231.0,231.0,,,110.0,20.0,254.6,,229.8,35.5,,18.5,34.2,1.5,3.52,2.28,
2019-03-01 00:15:00+00:00,100,4.0,,13.88,2.05,,2.05,,,4.7,0.15,3.32,,231.5,231.5,,,110.0,20.0,257.5,,229.2,40.2,,21.2,35.4,1.8,3.47,3.15,
2019-03-01 00:20:00+00:00,100,4.05,,13.9,1.85,,1.85,,,4.7,0.1,3.33,,226.0,226.0,,,110.0,20.0,260.7,,225.1,50.3,,27.1,41.5,2.3,3.43,4.03,
2019-03-01 00:25:00+00:00,100,4.0,,14.42,2.15,,2.15,,,4.65,0.1,3.33,,225.8,225.8,,,110.0,20.0,246.0,,221.9,34.3,,18.2,31.0,1.5,3.6,2.96,
2019-03-01 00:30:00+00:00,100,3.9,,14.33,2.05,,2.05,,,4.55,0.15,3.33,,218.5,218.5,,,110.0,20.0,237.3,,214.7,32.2,,17.0,29.8,1.3,3.67,2.68,
2019-03-01 00:35:00+00:00,100,3.8,,13.94,1.65,,1.65,,,4.5,0.1,3.32,,209.0,209.0,,,110.0,20.0,235.5,,209.8,36.6,,19.3,32.2,1.4,3.67,3.18,
2019-03-01 00:40:00+00:00,100,3.75,,13.48,2.15,,2.15,,,4.55,0.1,3.31,,219.5,219.5,,,110.0,20.0,242.1,,215.1,38.2,,20.6,31.4,1.5,3.6,4.02,
2019-03-01 00:45:00+00:00,100,3.75,,13.43,2.2,,2.2,,,4.45,0.15,3.3,,218.0,218.0,,,110.0,20.0,246.7,,214.8,45.1,,25.0,34.4,1.8,3.58,5.53,
2019-03-01 00:50:00+00:00,100,3.65,,13.23,2.0,,2.0,,,4.3,0.1,3.29,,217.0,217.0,,,110.0,20.0,241.0,,213.2,39.3,,21.3,32.4,1.5,3.63,4.05,
2019-03-01 00:55:00+00:00,100,3.45,,12.93,1.75,,1.75,,,4.1,0.1,3.28,,213.0,213.0,,,110.0,20.0,231.1,,208.0,32.8,,17.6,28.5,1.1,3.75,3.38,
