Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,fbEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2019-08-01 00:00:00+00:00,70,3.25,,10.27,1.6,2.95,2.55,,,4.2,0.35,3.47,1.6,2.55,296.0,296.0,,95.0,110.0,20.0,300.0,,263.4,52.3,,28.0,50.4,1.6,3.16,2.5,
2019-08-01 00:05:00+00:00,40,3.3,,10.38,1.6,2.6,2.8,,,5.7,1.85,3.45,1.6,,292.5,292.5,,92.5,110.0,20.0,303.8,,266.3,53.6,,28.7,51.3,1.6,3.15,2.53,
2019-08-01 00:10:00+00:00,70,3.3,,10.71,1.65,2.55,2.45,,,4.05,0.15,3.43,1.65,2.45,288.5,288.5,,92.5,110.0,20.0,290.3,,260.1,43.2,,22.6,44.0,1.3,3.24,1.96,
2019-08-01 00:15:00+00:00,65,3.2,,11.07,1.6,2.25,1.95,,,3.7,0.1,3.41,1.6,1.95,252.0,252.0,,90.0,110.0,20.0,269.3,,245.1,34.5,,17.8,34.7,1.0,3.46,1.99,
2019-08-01 00:20:00+00:00,35,3.2,,10.1,1.65,2.5,2.4,,,3.55,0.35,3.39,1.65,2.4,280.0,280.0,,92.5,110.0,20.0,308.9,,256.2,74.6,,40.8,57.6,2.1,3.16,5.52,
2019-08-01 00:25:00+00:00,65,3.2,,9.97,1.65,2.15,2.75,,,4.25,0.35,3.37,1.65,,317.5,317.5,,92.5,110.0,20.0,303.9,,267.7,51.9,,27.3,52.6,1.5,3.12,2.01,
2019-08-01 00:30:00+00:00,90,3.05,,10.55,1.65,,1.65,,,3.8,0.15,3.34,,,262.0,262.0,,,110.0,20.0,274.4,,251.7,32.5,,16.6,35.1,0.8,3.46,1.61,
2019-08-01 00:35:00+00:00,80,2.95,,10.53,1.75,,1.75,,,3.7,0.25,3.32,,,269.5,269.5,,,110.0,20.0,266.7,,250.1,24.0,,12.0,29.0,0.6,3.57,1.2,
2019-08-01 00:40:00+00:00,80,3.15,,10.36,1.8,,1.8,,,3.65,0.15,3.3,,,270.0,270.0,,,110.0,20.0,287.1,,256.3,44.0,,23.1,44.0,1.2,3.29,2.08,
2019-08-01 00:45:00+00:00,40,3.2,,10.39,2.0,3.05,2.95,,,3.9,0.15,3.28,2.0,2.95,329.0,329.0,,97.5,110.0,20.0,291.2,,259.4,45.6,,23.9,46.0,1.3,3.25,2.02,
2019-08-01 00:50:00+00:00,35,3.15,,9.97,1.8,2.5,1.8,,,4.3,0.6,3.26,1.8,,261.0,261.0,,95.0,110.0,20.0,298.9,,252.8,65.3,,35.7,49.1,1.8,3.17,5.58,
2019-08-01 00:55:00+00:00,90,3.15,,10.27,2.4,,2.4,,,3.85,0.25,3.24,,,294.0,294.0,,,110.0,20.0,289.0,,257.1,45.8,,24.2,45.7,1.3,3.26,2.14,
2019-08-01 01:00:00+00:00,85,3.2,,10.41,2.65,,2.65,,,3.8,0.3,3.22,,,296.0,296.0,,,110.0,20.0,286.3,,255.4,44.1,,23.2,44.0,1.3,3.25,2.12,
2019-08-01 01:05:00+00:00,70,3.2,,10.22,1.65,2.45,2.7,,,3.6,0.05,3.2,1.65,,320.0,320.0,,95.0,110.0,20.0,298.0,,262.4,50.9,,26.9,50.9,1.5,3.19,2.11,
