Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2024-11-01 00:00:00+00:00,90,4.305,11.31,1.86,,1.86,,,4.89,0.07,3.27,,352.5,352.5,,,110.0,20.0,392.4,342.5,73.5,36.7,83.1,3.7,2.63,1.35
2024-11-01 00:05:00+00:00,50,3.675,10.6,2.42,,2.42,,,4.88,0.05,3.28,,380.0,380.0,,,110.0,20.0,358.4,317.4,60.2,29.0,70.3,2.2,2.88,1.28
2024-11-01 00:10:00+00:00,90,4.34,11.47,1.82,,1.82,,,4.92,0.1,3.29,,360.0,360.0,,,110.0,20.0,396.3,348.5,70.8,35.1,82.3,3.7,2.64,1.24
2024-11-01 00:15:00+00:00,90,4.375,11.46,1.78,,1.78,,,5.06,0.21,3.3,,360.0,360.0,,,110.0,20.0,399.8,350.6,72.7,36.2,83.8,3.8,2.62,1.26
2024-11-01 00:20:00+00:00,90,4.3,11.56,2.78,,2.78,,,4.82,0.03,3.3,,400.0,400.0,,,110.0,20.0,382.6,332.2,74.1,36.2,82.5,3.7,2.69,1.44
2024-11-01 00:25:00+00:00,100,4.34,11.37,2.28,,2.28,,,4.89,0.1,3.31,,377.5,377.5,,,110.0,20.0,396.1,344.1,76.7,37.9,87.0,3.9,2.62,1.36
2024-11-01 00:30:00+00:00,100,4.375,11.39,2.17,,2.17,,,5.16,0.1,3.31,,372.5,372.5,,,110.0,20.0,397.8,344.7,78.3,39.1,87.8,4.1,2.6,1.39
2024-11-01 00:35:00+00:00,90,4.15,11.44,2.25,,2.25,,,4.68,0.03,3.3,,372.5,372.5,,,110.0,20.0,376.5,332.5,65.4,31.8,77.1,3.1,2.76,1.25
2024-11-01 00:40:00+00:00,90,4.445,11.85,1.92,,1.92,,,5.03,0.07,3.3,,357.5,357.5,,,110.0,20.0,389.9,341.7,71.1,35.7,80.8,3.9,2.67,1.32
2024-11-01 00:45:00+00:00,50,3.675,11.01,2.48,,2.48,,,5.09,0.07,3.29,,370.0,370.0,,,110.0,20.0,344.1,307.4,53.9,25.9,63.5,2.0,3.0,1.26
2024-11-01 00:50:00+00:00,50,3.55,10.83,2.4,,2.4,,,4.88,,3.27,,362.5,362.5,,,110.0,20.0,335.5,300.7,50.8,24.4,59.8,1.7,3.05,1.26
