Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2024-01-01 00:00:00+00:00,95,4.305,13.73,1.68,,1.68,,,4.99,0.21,3.14,,255.0,255.0,,,110.0,20.0,293.5,260.5,47.4,24.4,46.0,2.4,3.19,2.2
2024-01-01 00:05:00+00:00,95,4.325,13.8,2.1,,2.1,,,5.05,0.1,3.16,,260.0,260.0,,,110.0,20.0,292.6,261.3,44.9,23.5,42.6,2.3,3.19,2.43
2024-01-01 00:10:00+00:00,100,4.27,13.96,1.72,,1.72,,,5.06,0.17,3.17,,247.5,247.5,,,110.0,20.0,282.6,251.7,44.4,22.9,43.0,2.2,3.27,2.23
2024-01-01 00:15:00+00:00,100,4.34,14.14,1.72,,1.72,,,5.06,0.14,3.18,,245.0,245.0,,,110.0,20.0,280.9,250.0,44.4,22.8,42.9,2.3,3.26,2.21
2024-01-01 00:20:00+00:00,100,4.3,14.33,1.77,,1.77,,,5.03,0.08,3.19,,242.5,242.5,,,110.0,20.0,275.4,247.2,40.5,20.9,39.9,2.0,3.33,2.1
2024-01-01 00:25:00+00:00,95,4.375,14.58,1.82,,1.82,,,5.03,0.1,3.2,,240.0,240.0,,,110.0,20.0,273.0,244.0,41.7,21.6,40.0,2.2,3.33,2.29
2024-01-01 00:30:00+00:00,100,4.34,14.65,1.72,,1.72,,,5.09,0.17,3.2,,235.0,235.0,,,110.0,20.0,266.6,239.0,39.6,20.3,38.6,2.0,3.38,2.15
2024-01-01 00:35:00+00:00,100,4.45,14.51,1.7,,1.7,,,5.1,0.08,3.21,,230.0,230.0,,,110.0,20.0,274.8,238.8,51.3,26.8,46.1,2.7,3.26,2.86
2024-01-01 00:40:00+00:00,100,4.48,14.52,1.75,,1.75,,,5.13,0.14,3.2,,227.5,227.5,,,110.0,20.0,278.1,237.3,58.0,30.4,50.0,3.1,3.24,3.28
2024-01-01 00:45:00+00:00,100,4.305,14.53,1.75,,1.75,,,5.06,0.17,3.2,,227.5,227.5,,,110.0,20.0,263.7,234.6,41.8,21.4,40.6,2.1,3.38,2.19
2024-01-01 00:50:00+00:00,90,4.25,14.55,1.75,,1.75,,,4.82,0.13,3.19,,227.5,227.5,,,110.0,20.0,260.4,234.7,37.1,18.9,37.3,1.8,3.42,1.93
2024-01-01 00:55:00+00:00,100,4.34,14.46,1.78,,1.78,,,5.03,0.17,3.18,,227.5,227.5,,,110.0,20.0,266.7,235.6,44.5,22.9,42.2,2.3,3.33,2.37
2024-01-01 01:00:00+00:00,100,4.445,14.53,1.68,,1.68,,,5.13,0.14,3.17,,227.5,227.5,,,110.0,20.0,275.2,236.7,54.8,28.7,48.9,2.9,3.27,2.97
2024-01-01 01:05:00+00:00,95,4.275,14.41,1.75,,1.75,,,5.05,0.15,3.16,,230.0,230.0,,,110.0,20.0,265.1,235.9,41.8,21.6,39.8,2.1,3.37,2.34
2024-01-01 01:10:00+00:00,100,4.375,14.51,2.13,,2.13,,,5.09,0.17,3.14,,237.5,237.5,,,110.0,20.0,271.6,241.7,42.8,22.2,40.4,2.2,3.32,2.43
2024-01-01 01:15:00+00:00,95,4.55,14.79,1.82,,1.82,,,5.24,0.1,3.12,,232.5,232.5,,,110.0,20.0,278.3,241.9,52.0,27.0,47.3,2.9,3.25,2.73
2024-01-01 01:20:00+00:00,100,4.575,15.24,1.75,,1.75,,,5.07,0.17,3.1,,232.5,232.5,,,110.0,20.0,270.6,241.3,42.3,21.7,41.3,2.4,3.33,2.14
2024-01-01 01:25:00+00:00,100,4.585,15.74,1.78,,1.78,,,5.24,0.17,3.07,,232.5,232.5,,,110.0,20.0,263.7,238.1,36.9,19.0,36.7,2.1,3.43,2.03
2024-01-01 01:30:00+00:00,100,4.55,15.94,1.54,,1.54,,,5.2,0.14,3.05,,227.5,227.5,,,110.0,20.0,256.4,232.7,34.3,17.4,34.4,1.9,3.5,1.94
2024-01-01 01:35:00+00:00,100,4.575,16.01,1.8,,1.8,,,5.15,0.08,3.02,,227.5,227.5,,,110.0,20.0,255.1,231.9,33.6,17.2,33.7,1.9,3.5,1.95
2024-01-01 01:40:00+00:00,100,4.795,16.06,1.64,,1.64,,,5.34,0.1,2.99,,222.5,222.5,,,110.0,20.0,269.9,229.6,57.1,30.4,48.0,3.6,3.35,3.78
2024-01-01 01:45:00+00:00,100,4.83,16.36,1.68,,1.68,,,5.38,0.14,2.96,,222.5,222.5,,,110.0,20.0,263.2,229.6,48.0,25.1,43.0,3.0,3.39,2.94
2024-01-01 01:50:00+00:00,95,4.825,16.89,1.8,,1.8,,,5.3,0.08,2.92,,222.5,222.5,,,110.0,20.0,253.3,228.9,35.3,18.2,34.8,2.2,3.5,2.09
2024-01-01 01:55:00+00:00,100,4.9,17.32,1.78,,1.78,,,5.59,0.1,2.89,,220.0,220.0,,,110.0,20.0,250.3,225.6,35.7,18.5,34.3,2.3,3.53,2.28
2024-01-01 02:00:00+00:00,95,5.04,17.66,2.0,,2.0,,,5.69,0.14,2.86,,220.0,220.0,,,110.0,20.0,255.1,223.9,44.3,23.6,37.5,3.1,3.5,3.6
2024-01-01 02:05:00+00:00,95,5.0,17.95,1.9,,1.9,,,5.68,0.1,2.82,,217.5,217.5,,,110.0,20.0,244.7,221.5,33.4,17.3,32.0,2.3,3.59,2.32
2024-01-01 02:10:00+00:00,100,5.04,18.38,1.72,,1.72,,,5.72,0.1,2.79,,212.5,212.5,,,110.0,20.0,241.3,216.8,35.2,18.4,32.8,2.4,3.65,2.59
2024-01-01 02:15:00+00:00,100,5.005,18.38,1.86,,1.86,,,5.69,0.1,2.75,,210.0,210.0,,,110.0,20.0,237.9,214.2,34.0,17.8,31.7,2.3,3.67,2.59
2024-01-01 02:20:00+00:00,95,4.975,18.59,1.65,,1.65,,,5.68,0.05,2.72,,210.0,210.0,,,110.0,20.0,232.7,213.0,28.4,14.7,28.0,1.9,3.74,2.11
2024-01-01 02:25:00+00:00,100,5.005,18.86,1.64,,1.64,,,5.66,0.1,2.69,,207.5,207.5,,,110.0,20.0,230.4,209.8,29.7,15.5,28.3,2.0,3.77,2.36
2024-01-01 02:30:00+00:00,90,4.935,18.86,1.58,,1.58,,,5.69,0.25,2.65,,202.5,202.5,,,110.0,20.0,225.8,206.5,27.9,14.5,27.1,1.9,3.82,2.24
2024-01-01 02:35:00+00:00,95,4.775,18.2,1.9,,1.9,,,5.2,0.1,2.62,,202.5,202.5,,,110.0,20.0,223.2,202.7,29.3,15.4,26.4,1.8,3.81,2.96
2024-01-01 02:40:00+00:00,100,4.585,17.26,1.78,,1.78,,,5.2,0.1,2.6,,197.5,197.5,,,110.0,20.0,222.9,199.5,33.2,17.5,28.9,1.9,3.76,3.32
2024-01-01 02:45:00+00:00,95,4.27,16.56,1.82,,1.82,,,4.92,0.07,2.57,,195.0,195.0,,,110.0,20.0,215.8,196.4,27.6,14.5,25.7,1.4,3.88,2.61
2024-01-01 02:50:00+00:00,95,3.975,15.32,1.77,,1.77,,,4.63,0.1,2.54,,195.0,195.0,,,110.0,20.0,217.1,196.0,30.1,15.9,26.6,1.3,3.85,3.05
2024-01-01 02:55:00+00:00,95,3.64,14.33,1.78,,1.78,,,4.22,0.1,2.52,,195.0,195.0,,,110.0,20.0,211.9,193.9,25.7,13.4,24.4,0.9,3.94,2.44
2024-01-01 03:00:00+00:00,100,3.57,13.6,1.86,,1.86,,,4.22,0.14,2.5,,197.5,197.5,,,110.0,20.0,221.2,196.9,34.4,18.5,28.8,1.2,3.81,3.81
2024-01-01 03:05:00+00:00,80,3.375,13.1,2.15,,2.15,,,3.95,0.05,2.48,,207.5,207.5,,,110.0,20.0,218.4,201.7,23.8,12.5,22.9,0.8,3.88,2.4
2024-01-01 03:10:00+00:00,100,3.22,12.26,1.72,,1.72,,,3.9,0.07,2.47,,197.5,197.5,,,110.0,20.0,218.8,194.8,34.1,18.4,28.9,1.0,3.81,3.75
2024-01-01 03:15:00+00:00,90,2.87,11.52,1.78,,1.78,,,3.48,0.07,2.46,,195.0,195.0,,,110.0,20.0,206.1,190.0,22.8,12.0,21.4,0.5,4.01,2.63
