Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2024-02-01 00:00:00+00:00,90,4.235,12.97,1.78,,1.78,,,4.85,0.07,3.25,,277.5,277.5,,,110.0,20.0,314.1,279.8,49.5,25.3,50.2,2.4,3.06,1.9
2024-02-01 00:05:00+00:00,65,4.3,13.23,1.8,,1.8,,,4.88,0.03,3.27,,272.5,272.5,,,110.0,20.0,309.7,277.3,46.9,23.9,47.7,2.4,3.08,1.88
2024-02-01 00:10:00+00:00,90,4.27,13.47,1.72,,1.72,,,4.99,0.21,3.29,,267.5,267.5,,,110.0,20.0,302.0,272.0,43.3,22.0,44.1,2.1,3.15,1.87
2024-02-01 00:15:00+00:00,100,4.27,13.52,1.82,,1.82,,,5.06,0.21,3.3,,265.0,265.0,,,110.0,20.0,298.4,268.4,43.4,22.1,43.5,2.2,3.16,1.96
2024-02-01 00:20:00+00:00,80,4.225,13.71,1.8,,1.8,,,4.82,0.05,3.32,,262.5,262.5,,,110.0,20.0,291.6,264.9,38.7,19.6,39.9,1.9,3.24,1.78
2024-02-01 00:25:00+00:00,100,4.305,13.84,1.78,,1.78,,,4.95,0.17,3.33,,257.5,257.5,,,110.0,20.0,292.6,261.3,45.1,23.3,44.1,2.3,3.21,2.16
2024-02-01 00:30:00+00:00,100,4.375,14.02,1.82,,1.82,,,5.16,0.17,3.34,,255.0,255.0,,,110.0,20.0,293.5,259.3,49.0,25.5,46.1,2.6,3.2,2.48
2024-02-01 00:35:00+00:00,80,4.275,14.09,1.83,,1.83,,,5.03,0.08,3.34,,252.5,252.5,,,110.0,20.0,283.6,256.1,39.8,20.4,40.2,2.0,3.3,1.95
2024-02-01 00:40:00+00:00,100,4.375,14.08,1.72,,1.72,,,5.09,0.14,3.35,,247.5,247.5,,,110.0,20.0,287.7,253.7,48.9,25.3,46.5,2.5,3.22,2.36
2024-02-01 00:45:00+00:00,90,4.235,14.2,1.78,,1.78,,,4.85,0.07,3.35,,247.5,247.5,,,110.0,20.0,277.7,251.8,37.5,19.0,38.4,1.8,3.35,1.82
2024-02-01 00:50:00+00:00,100,4.4,14.13,1.8,,1.8,,,4.88,0.08,3.35,,250.0,250.0,,,110.0,20.0,286.3,256.3,43.3,22.1,43.0,2.3,3.21,2.03
