Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2024-09-13 12:35:00+00:00,100,12.25,35.54,6.35,,6.35,,,12.73,0.08,5.95,,270.0,270.0,,,110.0,20.0,290.4,222.7,89.1,47.9,120.7,39.7,2.9,1.07
2024-09-13 12:40:00+00:00,100,12.32,35.13,5.57,,5.57,,,13.07,0.28,5.96,,255.0,255.0,,,110.0,20.0,301.7,229.1,97.4,52.6,123.7,43.7,2.85,1.23
2024-09-13 12:45:00+00:00,100,12.25,34.73,5.88,,5.88,,,12.94,0.28,5.96,,260.0,260.0,,,110.0,20.0,302.9,228.8,98.4,52.8,127.0,43.4,2.84,1.18
2024-09-13 12:50:00+00:00,90,12.425,34.6,5.5,,5.5,,,13.05,0.05,5.97,,252.5,252.5,,,110.0,20.0,314.4,233.3,108.9,58.2,134.4,48.8,2.79,1.29
2024-09-13 12:55:00+00:00,100,12.215,34.55,5.99,,5.99,,,13.04,0.25,5.98,,260.0,260.0,,,110.0,20.0,305.3,230.8,99.7,53.7,127.7,43.8,2.83,1.2
2024-09-13 13:00:00+00:00,100,12.285,34.38,6.23,,6.23,,,12.97,0.17,5.99,,265.0,265.0,,,110.0,20.0,311.7,232.5,106.7,57.4,133.0,47.1,2.8,1.28
2024-09-13 13:05:00+00:00,95,12.1,34.27,5.53,,5.53,,,12.7,0.17,6.01,,250.0,250.0,,,110.0,20.0,304.2,231.7,96.6,52.0,126.5,41.9,2.83,1.14
2024-09-13 13:10:00+00:00,100,11.97,34.18,5.43,,5.43,,,12.55,0.14,6.02,,242.5,242.5,,,110.0,20.0,300.8,233.1,89.8,48.6,121.1,38.5,2.86,1.08
2024-09-13 13:15:00+00:00,100,12.285,34.42,5.49,,5.49,,,12.86,0.17,6.03,,250.0,250.0,,,110.0,20.0,315.5,237.6,105.9,57.3,130.5,47.0,2.8,1.31
2024-09-13 13:20:00+00:00,95,11.55,34.4,5.38,,5.38,,,12.15,0.03,6.05,,250.0,250.0,,,110.0,20.0,286.4,228.0,76.3,41.8,111.4,31.4,2.98,1.0
2024-09-13 13:25:00+00:00,90,12.075,35.08,5.53,,5.53,,,12.76,0.21,6.06,,255.0,255.0,,,110.0,20.0,300.4,234.7,88.4,48.2,118.2,38.8,2.91,1.09
2024-09-13 13:30:00+00:00,100,12.25,34.7,5.43,,5.43,,,12.94,0.07,6.07,,252.5,252.5,,,110.0,20.0,312.2,236.6,103.1,55.9,126.1,45.5,2.83,1.34
2024-09-13 13:35:00+00:00,100,11.925,34.5,5.45,,5.45,,,12.4,0.13,6.09,,265.0,265.0,,,110.0,20.0,295.1,231.1,85.5,46.3,115.8,36.5,2.89,1.06
2024-09-13 13:40:00+00:00,50,10.99,34.64,5.36,,5.36,,,12.65,0.14,6.11,,257.5,257.5,,,110.0,20.0,271.0,219.7,66.3,36.6,99.4,25.1,3.15,1.0
2024-09-13 13:45:00+00:00,50,11.06,34.97,5.18,,5.18,,,12.86,0.21,6.12,,252.5,252.5,,,110.0,20.0,271.9,222.2,64.5,35.6,97.3,24.8,3.16,1.0
