Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2024-03-01 00:00:00+00:00,100,3.5,10.59,1.86,,1.86,,,4.15,0.14,3.2,,270.0,270.0,,,110.0,20.0,310.6,269.9,57.9,30.3,52.9,1.9,3.03,2.7
2024-03-01 00:05:00+00:00,80,3.325,10.3,2.03,,2.03,,,4.2,0.2,3.21,,275.0,275.0,,,110.0,20.0,305.3,268.8,52.0,27.5,48.8,1.6,3.1,2.56
2024-03-01 00:10:00+00:00,100,3.15,9.96,1.78,,1.78,,,3.69,0.1,3.22,,267.5,267.5,,,110.0,20.0,296.9,264.4,46.3,24.0,45.5,1.3,3.16,2.14
2024-03-01 00:15:00+00:00,100,3.535,10.05,2.13,,2.13,,,4.22,0.14,3.23,,292.5,292.5,,,110.0,20.0,340.8,287.7,75.6,40.1,68.6,2.6,2.84,2.87
2024-03-01 00:20:00+00:00,80,3.075,9.78,2.47,,2.47,,,3.63,0.05,3.23,,320.0,320.0,,,110.0,20.0,298.9,269.1,42.7,21.8,44.9,1.1,3.18,1.71
2024-03-01 00:25:00+00:00,100,3.535,10.36,2.07,,2.07,,,4.22,0.1,3.23,,297.5,297.5,,,110.0,20.0,326.5,285.2,59.2,30.4,60.1,2.0,2.93,1.91
2024-03-01 00:30:00+00:00,65,3.535,10.65,1.64,,1.64,,,3.94,0.14,3.23,,282.5,282.5,,,110.0,20.0,317.5,280.5,53.2,27.0,54.7,1.8,3.01,1.81
2024-03-01 00:35:00+00:00,70,2.8,9.32,2.0,,2.0,,,4.07,0.05,3.23,,292.5,292.5,,,110.0,20.0,286.2,260.1,37.3,19.4,39.2,0.8,3.33,1.79
2024-03-01 00:40:00+00:00,85,3.57,11.02,1.75,,1.75,,,4.29,0.31,3.22,,280.0,280.0,,,110.0,20.0,309.6,275.7,48.6,24.8,50.2,1.7,3.09,1.8
2024-03-01 00:45:00+00:00,100,3.605,10.9,2.73,,2.73,,,4.18,0.1,3.21,,317.5,317.5,,,110.0,20.0,316.6,280.3,52.2,26.8,53.9,1.9,3.03,1.83
2024-03-01 00:50:00+00:00,100,3.55,10.85,1.88,,1.88,,,4.13,0.05,3.2,,282.5,282.5,,,110.0,20.0,310.7,276.4,49.4,25.2,51.4,1.7,3.06,1.78
2024-03-01 00:55:00+00:00,100,3.57,10.91,2.07,,2.07,,,4.26,0.17,3.18,,287.5,287.5,,,110.0,20.0,311.7,276.0,51.4,26.4,52.2,1.8,3.06,1.91
2024-03-01 01:00:00+00:00,100,3.5,10.74,2.0,,2.0,,,4.22,0.07,3.17,,285.0,285.0,,,110.0,20.0,310.5,274.8,51.2,26.5,52.0,1.7,3.07,1.94
2024-03-01 01:05:00+00:00,70,2.975,9.8,2.1,,2.1,,,3.53,,3.15,,292.5,292.5,,,110.0,20.0,288.9,262.5,37.8,19.4,40.4,0.9,3.3,1.66
2024-03-01 01:10:00+00:00,100,3.535,10.87,2.66,,2.66,,,4.22,0.14,3.13,,317.5,317.5,,,110.0,20.0,312.2,277.7,49.6,25.3,51.8,1.7,3.07,1.75
2024-03-01 01:15:00+00:00,100,3.605,11.05,2.07,,2.07,,,4.29,0.21,3.1,,292.5,292.5,,,110.0,20.0,313.5,278.9,49.8,25.4,52.5,1.8,3.06,1.72
2024-03-01 01:20:00+00:00,70,3.45,10.9,2.2,,2.2,,,4.05,0.05,3.08,,297.5,297.5,,,110.0,20.0,303.6,273.9,43.0,21.6,46.8,1.4,3.16,1.55
2024-03-01 01:25:00+00:00,100,3.535,11.13,1.82,,1.82,,,3.9,0.17,3.05,,285.0,285.0,,,110.0,20.0,305.5,274.9,44.2,22.4,47.6,1.5,3.15,1.6
2024-03-01 01:30:00+00:00,100,3.64,11.15,2.1,,2.1,,,4.15,0.14,3.03,,295.0,295.0,,,110.0,20.0,312.3,277.9,49.8,25.4,52.2,1.8,3.07,1.73
2024-03-01 01:35:00+00:00,80,3.475,10.96,1.75,,1.75,,,4.2,0.08,3.0,,280.0,280.0,,,110.0,20.0,303.9,272.8,44.9,22.9,47.9,1.5,3.15,1.65
2024-03-01 01:40:00+00:00,100,3.535,11.06,1.82,,1.82,,,4.26,0.14,2.97,,282.5,282.5,,,110.0,20.0,306.0,273.7,46.6,23.8,49.1,1.6,3.13,1.71
2024-03-01 01:45:00+00:00,100,3.045,10.14,1.78,,1.78,,,3.73,0.07,2.94,,282.5,282.5,,,110.0,20.0,287.8,263.1,35.5,18.1,39.5,0.9,3.33,1.48
2024-03-01 01:50:00+00:00,45,,,,,,,,,,5.38,,,,,,,,,,,,,,,
