Time,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2022-12-01 01:50:00+00:00,1.9,8.19,1.65,,1.65,,,3.1,0.03,2.99,,215.0,215.0,,,110.0,20.0,203.7,195.4,11.4,10.6,12.9,0.2,4.31,1.46
2022-12-01 01:55:00+00:00,2.38,8.91,1.92,,1.92,,,3.1,0.04,2.96,,230.0,230.0,,,110.0,20.0,231.7,214.6,24.4,13.2,22.9,0.4,3.74,2.82
2022-12-01 02:00:00+00:00,,,,,,,,,,3.89,,,,,,,,,,,,,,,
2022-12-01 02:05:00+00:00,2.425,8.41,1.85,,1.85,,,3.15,0.08,2.88,,237.5,237.5,,,110.0,20.0,258.3,230.4,40.0,22.0,34.0,0.7,3.47,3.85
2022-12-01 02:10:00+00:00,2.275,8.05,1.64,,1.64,,,2.92,0.14,2.85,,227.5,227.5,,,110.0,20.0,244.9,217.6,38.7,21.0,33.3,0.6,3.54,3.59
2022-12-01 02:15:00+00:00,,,,,,,,,,3.76,,,,,,,,,,,,,,,
2022-12-01 02:20:00+00:00,2.225,7.06,2.08,,2.08,,,2.97,0.05,2.78,,342.5,342.5,,,110.0,20.0,296.9,261.3,50.6,26.9,51.3,0.7,3.17,2.08
2022-12-01 02:25:00+00:00,2.485,7.18,1.96,,1.96,,,3.03,0.04,2.75,,310.0,310.0,,,110.0,20.0,325.4,276.0,70.1,37.3,68.4,1.2,2.89,2.33
2022-12-01 02:30:00+00:00,2.45,7.3,1.54,1.86,1.92,,,3.13,0.25,2.71,1.54,305.0,305.0,,95.0,110.0,20.0,320.0,270.6,70.5,38.2,65.1,1.2,2.98,2.9
2022-12-01 02:35:00+00:00,2.325,7.24,1.65,1.95,1.95,,,3.03,0.05,2.69,1.65,307.5,307.5,,95.0,110.0,20.0,300.2,262.4,53.8,28.8,53.1,0.8,3.12,2.28
2022-12-01 02:40:00+00:00,2.52,7.55,1.68,1.96,2.03,,,3.1,0.04,2.66,1.68,307.5,307.5,,95.0,110.0,20.0,310.3,268.3,59.7,31.6,59.1,1.1,3.0,2.2
2022-12-01 02:45:00+00:00,2.345,7.74,1.54,1.89,1.82,,,3.13,0.17,2.64,1.54,280.0,280.0,,97.5,110.0,20.0,280.3,250.5,42.3,22.6,42.0,0.7,3.3,2.23
2022-12-01 02:50:00+00:00,2.55,7.87,1.98,,1.98,,,3.2,0.08,2.62,,292.5,292.5,,,110.0,20.0,299.9,262.3,53.4,28.2,53.0,1.0,3.09,2.16
2022-12-01 02:55:00+00:00,2.555,8.18,1.64,1.96,2.0,,,3.17,0.1,2.6,1.64,282.5,282.5,,95.0,110.0,20.0,289.9,254.7,50.2,27.0,47.4,0.9,3.2,2.65
2022-12-01 03:00:00+00:00,2.52,8.18,1.54,1.92,1.92,,,3.2,0.1,2.59,1.54,270.0,270.0,,95.0,110.0,20.0,283.7,249.7,48.5,26.4,43.5,0.9,3.25,3.21
2022-12-01 03:05:00+00:00,,,,1.88,,,,,,3.5,1.6,,,,95.0,,,,,,,,,,
2022-12-01 03:10:00+00:00,2.45,7.8,1.68,2.03,2.0,,,3.1,0.1,2.57,1.68,287.5,287.5,,97.5,110.0,20.0,292.2,254.9,53.2,28.8,49.8,0.9,3.19,2.8
2022-12-01 03:15:00+00:00,2.52,7.86,1.61,2.1,2.1,,,3.1,0.04,2.57,1.61,308.9,308.9,,95.0,110.0,20.0,298.7,260.8,53.9,28.6,53.9,1.0,3.12,2.14
2022-12-01 03:20:00+00:00,,,,2.1,,,,,,3.52,1.88,,,,95.0,,,,,,,,,,
2022-12-01 03:25:00+00:00,,,,2.17,,,,,,3.54,1.68,,,,95.0,,,,,,,,,,
2022-12-01 03:30:00+00:00,2.415,7.57,2.07,,2.07,,,3.03,0.04,2.58,,302.5,302.5,,,110.0,20.0,300.0,261.1,55.3,29.4,54.9,0.9,3.14,2.19
2022-12-01 03:35:00+00:00,2.325,7.16,1.85,,1.85,,,3.0,0.1,2.59,,290.0,290.0,,,110.0,20.0,304.1,260.7,61.7,33.3,59.5,1.0,3.08,2.5
2022-12-01 03:40:00+00:00,2.17,6.86,1.68,,1.68,,,2.89,0.25,2.61,,282.5,282.5,,,110.0,20.0,287.6,250.4,52.8,28.3,50.8,0.7,3.16,2.47
2022-12-01 03:45:00+00:00,2.485,6.87,1.82,,1.82,,,2.99,0.07,2.63,,310.0,310.0,,,110.0,20.0,349.1,282.3,94.9,51.1,86.7,1.6,2.77,2.91
2022-12-01 03:50:00+00:00,2.35,6.95,1.65,,1.65,,,2.97,0.1,2.65,,295.0,295.0,,,110.0,20.0,317.4,266.2,72.7,38.9,69.6,1.1,2.96,2.49
2022-12-01 03:55:00+00:00,2.24,6.93,1.86,,1.86,,,2.89,0.17,2.68,,310.0,310.0,,,110.0,20.0,296.2,256.9,55.6,29.3,57.3,0.8,3.09,1.94
2022-12-01 04:00:00+00:00,2.31,6.87,2.0,,2.0,,,2.92,0.07,2.71,,337.5,337.5,,,110.0,20.0,313.9,266.2,67.5,35.7,69.1,1.0,2.97,2.0
2022-12-01 04:05:00+00:00,2.325,6.76,1.73,,1.73,,,2.92,0.05,2.74,,302.5,302.5,,,110.0,20.0,315.7,265.5,70.7,37.2,71.9,1.1,2.91,2.01
2022-12-01 04:10:00+00:00,,,,,,,,,,4.09,,,,,,,,,,,,,,,
2022-12-01 04:15:00+00:00,,,,,,,,,,4.18,,,,,,,,,,,,,,,
2022-12-01 04:20:00+00:00,,,,,,,,,,4.29,,,,,,,,,,,,,,,
2022-12-01 04:25:00+00:00,2.45,6.91,1.78,,1.78,,,2.99,0.14,2.91,,327.5,327.5,,,110.0,20.0,327.5,269.1,81.3,43.1,86.1,1.4,2.82,1.84
2022-12-01 04:30:00+00:00,,,,,,,,,,4.53,,,,,,,,,,,,,,,
2022-12-01 04:35:00+00:00,,,,,,,,,,4.66,,,,,,,,,,,,,,,
2022-12-01 04:40:00+00:00,2.45,7.61,2.0,,2.0,,,3.1,0.07,3.07,,317.5,317.5,,,110.0,20.0,287.5,243.4,59.5,31.8,67.9,1.1,3.11,1.57
2022-12-01 04:45:00+00:00,,,,1.92,,,,,,4.94,1.64,,,,97.5,,,,,,,,,,
2022-12-01 04:50:00+00:00,2.925,8.91,2.03,,2.03,,,3.6,0.1,3.18,,290.0,290.0,,,110.0,20.0,292.7,242.7,68.3,36.5,74.8,1.7,3.05,1.74
2022-12-01 04:55:00+00:00,3.115,9.94,1.43,1.92,2.07,,,3.8,0.17,3.24,1.43,275.0,275.0,,95.0,110.0,20.0,275.8,234.1,56.6,30.3,64.4,1.6,3.19,1.59
2022-12-01 05:00:00+00:00,3.5,11.08,1.86,,1.86,,,4.11,0.1,3.31,,255.0,255.0,,,110.0,20.0,275.2,230.9,60.6,32.3,65.4,2.2,3.16,1.79
2022-12-01 05:05:00+00:00,3.075,11.32,2.53,,2.53,,,3.65,0.03,3.37,,260.0,260.0,,,110.0,20.0,229.8,203.9,33.5,17.9,40.4,1.0,3.68,1.42
2022-12-01 05:10:00+00:00,4.095,13.54,1.72,2.1,2.77,,,4.85,0.28,3.43,1.72,255.0,255.0,,95.0,110.0,20.0,258.5,218.5,54.5,29.1,60.8,2.7,3.31,1.66
2022-12-01 05:15:00+00:00,4.27,14.61,1.72,2.2,2.2,,,5.13,0.1,3.5,1.72,237.5,237.5,,95.0,110.0,20.0,248.9,212.2,50.0,27.1,58.2,2.8,3.42,1.53
2022-12-01 05:20:00+00:00,4.75,16.01,1.65,2.17,2.72,,,5.22,0.05,3.56,1.65,237.5,237.5,,95.0,110.0,20.0,246.8,207.7,52.9,28.2,62.0,3.5,3.37,1.46
2022-12-01 05:25:00+00:00,5.285,17.52,1.75,2.13,2.77,,,5.86,0.14,3.63,1.75,235.0,235.0,,97.5,110.0,20.0,257.0,210.2,64.7,34.8,70.2,5.3,3.31,1.79
2022-12-01 05:30:00+00:00,5.74,20.01,2.59,,2.59,,,6.36,0.1,3.69,,232.5,232.5,,,110.0,20.0,248.8,210.5,54.2,30.3,60.6,5.5,3.49,1.82
2022-12-01 05:35:00+00:00,6.0,22.1,2.72,,2.72,,,6.75,0.05,3.76,,230.0,230.0,,,110.0,20.0,228.4,202.2,35.7,19.8,48.8,4.1,3.68,1.04
2022-12-01 05:40:00+00:00,6.65,24.14,2.56,,2.56,,,7.26,0.14,3.83,,227.5,227.5,,,110.0,20.0,231.7,203.4,39.8,22.2,47.3,5.5,3.63,1.5
2022-12-01 05:45:00+00:00,7.035,24.3,1.58,,2.13,1.58,1.65,7.72,0.1,3.89,,222.5,222.5,96.9,,110.0,20.0,239.9,203.4,50.1,26.7,46.1,7.3,3.45,2.02
2022-12-01 05:50:00+00:00,7.075,25.89,2.5,,2.5,,,7.72,0.08,3.96,,222.5,222.5,,,110.0,20.0,228.4,199.8,40.2,22.5,43.4,6.3,3.66,2.12
2022-12-01 05:55:00+00:00,7.42,27.37,1.75,,2.48,1.75,1.79,8.03,0.14,4.03,,220.0,220.0,139.8,,110.0,20.0,224.6,197.2,37.5,20.6,40.7,6.4,3.69,1.74
2022-12-01 06:00:00+00:00,7.315,27.0,1.89,,1.89,,,7.93,0.14,4.09,,145.0,145.0,,,110.0,20.0,224.9,190.2,49.5,27.8,44.4,8.0,3.69,2.76
2022-12-01 06:05:00+00:00,7.325,27.44,2.13,,2.58,2.13,2.15,8.05,0.08,4.16,,210.0,210.0,148.1,,110.0,20.0,214.6,186.1,38.0,21.0,39.8,6.5,3.75,1.79
2022-12-01 06:10:00+00:00,7.35,27.72,2.07,,2.07,,,8.03,0.14,4.22,,137.5,137.5,,,110.0,20.0,213.3,184.7,39.4,22.2,48.0,6.7,3.77,1.46
2022-12-01 06:15:00+00:00,7.35,28.19,2.17,,2.17,,,8.03,0.14,4.29,,130.0,130.0,,,110.0,20.0,,,,,,,3.84,
2022-12-01 06:20:00+00:00,7.325,27.0,2.08,2.7,2.75,2.08,2.18,7.9,0.03,4.35,2.4,202.5,202.5,135.0,132.5,108.3,18.0,212.0,179.4,44.0,24.1,44.8,7.2,3.68,1.93
2022-12-01 06:25:00+00:00,7.21,25.35,2.45,2.56,2.77,,,8.03,0.25,4.41,2.45,202.5,202.5,,135.0,110.0,20.0,224.8,180.5,60.3,32.1,59.5,9.0,3.52,2.13
2022-12-01 06:30:00+00:00,7.49,24.33,2.9,,2.9,,,8.14,0.25,4.47,,202.5,202.5,,,110.0,20.0,254.2,184.7,95.7,50.6,92.9,14.9,3.25,2.34
2022-12-01 06:35:00+00:00,7.65,26.56,2.03,3.0,3.13,2.03,2.06,8.3,0.1,4.53,2.5,210.0,210.0,126.0,130.0,110.0,20.0,235.6,193.5,55.8,30.6,69.7,9.9,3.47,1.32
2022-12-01 06:40:00+00:00,7.875,28.3,2.48,3.18,3.22,2.48,2.56,8.49,0.1,4.59,2.59,217.5,217.5,139.8,125.0,110.0,20.0,225.6,188.7,49.1,28.1,56.8,9.8,3.59,1.66
2022-12-01 06:45:00+00:00,7.805,28.61,2.1,3.33,3.36,2.1,2.21,8.56,0.14,4.64,2.24,215.0,215.0,121.6,120.0,101.1,10.9,217.1,183.7,44.3,25.3,59.7,8.7,3.67,1.17
2022-12-01 06:50:00+00:00,7.975,28.84,2.75,3.2,3.25,,,8.6,0.1,4.7,2.75,217.5,217.5,,120.0,110.0,20.0,223.7,189.4,46.3,26.2,58.3,9.4,3.62,1.36
2022-12-01 06:55:00+00:00,8.12,29.02,2.8,3.12,3.22,,,8.7,0.07,4.75,2.8,220.0,220.0,,122.5,110.0,20.0,232.1,190.5,58.3,32.9,57.0,11.8,3.57,2.47
2022-12-01 07:00:00+00:00,8.155,29.39,2.9,3.36,3.43,,,8.84,0.07,4.8,2.9,217.5,217.5,,120.0,110.0,20.0,225.6,187.7,52.4,29.6,57.4,10.8,3.6,1.94
2022-12-01 07:05:00+00:00,8.375,29.44,2.95,3.5,3.58,,,9.0,0.13,4.85,2.95,217.5,217.5,,117.5,110.0,20.0,232.7,187.0,63.0,35.0,68.5,13.3,3.52,1.91
2022-12-01 07:10:00+00:00,8.61,30.31,2.87,3.57,3.92,,,9.23,0.1,4.9,2.87,220.0,220.0,,117.5,110.0,20.0,228.2,188.0,54.2,30.2,66.8,12.3,3.52,1.4
2022-12-01 07:15:00+00:00,8.82,31.63,2.84,3.5,3.92,,,9.44,0.1,4.94,2.84,222.5,222.5,,120.0,110.0,20.0,227.2,189.9,50.6,28.5,64.3,12.3,3.59,1.32
2022-12-01 07:20:00+00:00,8.825,32.34,3.03,3.42,4.2,,,9.43,0.13,4.99,3.03,225.0,225.0,,120.0,110.0,20.0,219.6,186.9,43.3,24.7,61.8,10.9,3.66,1.02
2022-12-01 07:25:00+00:00,8.82,32.56,2.9,4.03,4.06,,,9.54,0.14,5.03,2.9,222.5,222.5,,115.0,110.0,20.0,218.6,186.4,43.4,25.0,58.8,10.9,3.69,1.16
2022-12-01 07:30:00+00:00,8.68,31.47,3.18,4.16,4.48,,,9.4,0.14,5.07,3.18,220.0,220.0,,112.5,110.0,20.0,220.4,179.7,55.4,31.0,65.5,12.8,3.63,1.58
2022-12-01 07:35:00+00:00,7.5,29.82,2.9,7.0,6.68,2.9,2.93,8.07,0.05,5.11,3.17,232.5,232.5,128.5,107.5,110.0,20.0,181.6,149.7,39.9,22.0,50.1,7.0,3.98,1.42
2022-12-01 07:40:00+00:00,8.61,30.07,5.39,,5.39,,,9.26,0.1,5.14,,222.5,222.5,,,110.0,20.0,226.0,177.2,65.2,35.6,75.6,14.3,3.49,1.6
2022-12-01 07:45:00+00:00,8.575,29.58,2.97,3.5,3.92,,,9.3,0.17,5.18,2.97,220.0,220.0,,115.0,110.0,20.0,231.2,184.6,62.5,34.6,73.1,13.9,3.45,1.58
2022-12-01 07:50:00+00:00,8.775,30.24,3.03,3.4,3.95,3.03,3.06,9.48,0.08,5.21,3.08,222.5,222.5,126.5,117.5,110.0,20.0,233.0,184.9,62.7,35.9,77.0,15.3,3.45,1.51
2022-12-01 07:55:00+00:00,9.1,31.52,3.15,3.67,3.43,,,9.85,0.14,5.24,3.15,212.5,212.5,,115.0,110.0,20.0,238.5,195.5,58.6,33.0,66.2,15.0,3.46,1.76
2022-12-01 08:00:00+00:00,9.24,32.51,3.05,5.88,4.27,,,9.96,0.1,5.28,3.05,227.5,227.5,,112.5,110.0,20.0,232.1,190.5,56.5,32.1,71.2,15.1,3.52,1.38
2022-12-01 08:05:00+00:00,9.325,33.54,3.15,3.85,4.8,,,10.0,0.03,5.3,3.15,225.0,225.0,,115.0,110.0,20.0,221.1,184.0,47.7,26.7,68.9,13.1,3.6,1.0
2022-12-01 08:10:00+00:00,9.345,34.01,3.29,4.86,4.9,,,9.99,0.07,5.33,3.29,227.5,227.5,,112.5,110.0,20.0,219.1,184.0,45.2,25.5,66.2,12.7,3.64,1.0
2022-12-01 08:15:00+00:00,9.485,34.79,3.33,6.76,6.3,,,10.06,0.04,5.36,3.33,237.5,237.5,,110.0,110.0,20.0,215.0,175.4,50.8,27.6,68.2,13.8,3.67,1.14
2022-12-01 08:20:00+00:00,9.8,35.89,3.15,7.57,5.03,,,10.35,0.03,5.38,3.15,232.5,232.5,,110.0,110.0,20.0,217.7,184.7,42.6,24.2,64.1,13.3,3.66,1.0
2022-12-01 08:25:00+00:00,10.01,36.25,3.12,3.71,3.82,,,10.59,0.14,5.4,3.12,225.0,225.0,,112.5,110.0,20.0,225.1,193.4,43.1,24.6,55.2,13.9,3.62,1.32
2022-12-01 08:30:00+00:00,8.82,35.38,3.05,3.5,3.92,,,9.4,0.04,5.42,3.05,220.0,220.0,,120.0,110.0,20.0,205.3,186.0,23.9,15.5,45.8,7.4,4.01,1.0
2022-12-01 08:35:00+00:00,8.7,34.66,3.2,3.58,3.97,3.2,3.26,9.27,0.03,5.44,3.28,215.0,215.0,121.8,117.5,110.0,20.0,199.9,175.6,29.5,18.9,47.4,8.6,3.98,1.01
2022-12-01 08:40:00+00:00,9.065,34.07,3.22,7.53,4.09,3.22,3.26,9.68,0.07,5.46,3.29,217.5,217.5,118.6,107.5,110.0,20.0,211.0,178.5,39.7,23.8,58.7,11.4,3.76,1.08
2022-12-01 08:45:00+00:00,9.345,34.35,3.26,4.76,6.44,,,10.14,0.25,5.47,3.26,237.5,237.5,,107.5,110.0,20.0,215.3,173.1,53.3,28.8,71.5,14.0,3.68,1.15
2022-12-01 08:50:00+00:00,8.7,34.3,3.22,,6.1,3.22,3.26,9.23,,5.49,,235.0,235.0,112.7,,110.0,20.0,195.8,158.7,41.3,24.0,66.6,10.4,3.94,1.0
2022-12-01 08:55:00+00:00,6.965,27.17,3.5,4.24,4.62,,,7.68,0.17,5.51,3.5,222.5,222.5,,107.5,110.0,20.0,262.7,169.8,126.1,66.5,139.0,16.9,3.9,1.82
2022-12-01 09:00:00+00:00,9.24,38.23,3.57,7.39,6.09,,,9.78,0.04,5.52,3.57,215.0,215.0,,105.0,110.0,20.0,187.4,160.6,32.7,18.2,49.4,8.9,4.14,1.0
2022-12-01 09:05:00+00:00,9.025,38.03,3.28,5.4,6.35,,,9.75,0.03,5.53,3.28,215.0,215.0,,105.0,110.0,20.0,182.5,155.2,32.8,17.8,48.1,8.3,4.21,1.0
2022-12-01 09:10:00+00:00,9.1,37.5,3.61,6.61,5.28,,,9.68,0.07,5.55,3.61,210.0,210.0,,105.0,110.0,20.0,189.0,165.0,29.4,17.3,47.6,8.4,4.12,1.0
2022-12-01 09:15:00+00:00,9.065,34.79,3.64,4.8,5.18,,,9.72,0.07,5.56,3.64,205.0,205.0,,107.5,110.0,20.0,198.7,165.7,41.7,23.3,58.1,10.8,3.84,1.11
2022-12-01 09:20:00+00:00,8.963,33.58,3.28,,5.05,3.28,3.31,9.5,,5.57,,202.5,265.0,110.5,,110.0,20.0,204.6,165.3,20.6,26.4,48.7,11.8,3.75,1.27
2022-12-01 09:25:00+00:00,8.015,28.66,3.99,,3.99,,,8.77,0.14,5.58,,205.0,205.0,,,110.0,20.0,217.6,168.0,67.6,37.6,71.5,13.0,3.58,2.05
2022-12-01 09:30:00+00:00,8.68,28.55,3.5,4.06,4.09,,,9.23,0.17,5.59,3.5,207.5,207.5,,107.5,110.0,20.0,235.7,175.0,79.6,42.9,90.4,17.4,3.29,1.64
2022-12-01 09:35:00+00:00,8.55,29.99,3.97,5.55,5.3,,,9.1,0.05,5.6,3.97,217.5,217.5,,105.0,110.0,20.0,222.5,173.5,61.2,34.0,83.4,13.7,3.51,1.18
2022-12-01 09:40:00+00:00,8.435,30.43,3.18,5.43,6.51,3.18,3.26,9.09,0.1,5.61,3.29,247.5,247.5,108.8,102.5,110.0,20.0,208.3,160.2,57.7,32.6,79.9,12.8,3.61,1.22
2022-12-01 09:45:00+00:00,8.505,30.14,3.26,5.57,5.11,3.26,3.3,9.15,0.1,5.63,3.33,232.5,232.5,108.1,105.0,110.0,20.0,220.3,171.9,60.1,35.7,83.7,14.3,3.54,1.26
2022-12-01 09:50:00+00:00,8.575,29.99,3.15,5.18,6.15,3.15,3.23,9.32,0.22,5.64,3.25,247.5,247.5,110.1,105.0,96.0,5.9,227.7,173.7,61.7,38.4,103.4,15.8,3.5,1.0
2022-12-01 09:55:00+00:00,8.82,31.0,4.06,4.83,4.86,,,9.36,0.14,5.65,4.06,235.0,235.0,,105.0,110.0,20.0,223.8,182.0,52.9,30.6,76.8,13.3,3.52,1.06
2022-12-01 10:00:00+00:00,8.785,32.0,3.26,3.85,4.2,3.26,3.3,9.44,0.1,5.66,3.33,227.5,227.5,112.0,107.5,110.0,20.0,217.2,181.8,43.5,26.9,65.9,11.9,3.64,1.07
2022-12-01 10:05:00+00:00,8.625,32.36,3.2,3.67,4.35,3.2,3.28,9.35,0.08,5.67,3.3,230.0,230.0,110.8,107.5,96.2,6.1,204.1,169.6,41.3,26.7,69.1,11.4,3.75,1.0
2022-12-01 10:10:00+00:00,8.295,31.21,4.09,,4.09,,,8.98,0.14,5.68,,220.0,220.0,,,110.0,20.0,207.5,175.1,42.1,25.3,59.4,9.8,3.76,1.19
2022-12-01 10:15:00+00:00,7.805,29.35,3.22,,3.92,3.22,3.33,8.35,0.1,5.69,,212.5,212.5,110.9,,96.9,6.8,197.0,160.7,45.4,28.0,56.0,9.7,3.76,1.52
2022-12-01 10:20:00+00:00,7.8,27.35,5.38,,5.38,,,8.52,0.1,5.7,,215.0,215.0,,,110.0,20.0,215.0,162.6,67.5,37.2,81.0,12.2,3.51,1.54
2022-12-01 10:25:00+00:00,7.35,26.02,3.15,,6.09,3.15,3.19,8.24,0.21,5.72,,240.0,240.0,114.3,,110.0,20.0,209.6,154.5,69.2,38.8,85.9,11.4,3.54,1.54
2022-12-01 10:30:00+00:00,7.525,25.16,5.39,,5.39,,,8.24,0.1,5.73,,232.5,232.5,,,110.0,20.0,235.9,169.7,88.5,49.0,97.1,14.8,3.34,1.92
2022-12-01 10:35:00+00:00,7.375,25.26,4.6,,4.6,,,8.05,0.13,5.74,,220.0,220.0,,,110.0,20.0,220.5,167.2,65.9,37.3,88.2,11.1,3.42,1.29
2022-12-01 10:40:00+00:00,7.525,25.18,5.81,,5.81,,,8.24,0.21,5.75,,247.5,247.5,,,110.0,20.0,226.9,167.4,75.2,41.7,93.8,12.8,3.35,1.45
2022-12-01 10:45:00+00:00,7.63,25.13,4.9,,4.9,,,8.28,0.14,5.76,,230.0,230.0,,,110.0,20.0,234.6,174.3,75.7,42.5,98.2,13.5,3.29,1.35
2022-12-01 10:50:00+00:00,7.625,26.3,6.03,,6.03,,,8.35,0.08,5.77,,270.0,270.0,,,110.0,20.0,218.7,163.7,68.4,37.6,87.4,11.9,3.45,1.36
2022-12-01 10:55:00+00:00,7.56,26.56,5.39,,5.39,,,8.28,0.17,5.78,,250.0,250.0,,,110.0,20.0,218.7,166.8,64.3,36.3,85.7,11.4,3.51,1.3
2022-12-01 11:00:00+00:00,7.63,25.07,5.14,,5.14,,,8.42,0.25,5.79,,235.0,235.0,,,110.0,20.0,232.7,171.3,78.1,43.3,96.8,13.7,3.29,1.46
2022-12-01 11:05:00+00:00,7.6,24.07,2.83,,6.32,2.83,2.9,8.15,0.05,5.8,,290.0,290.0,120.1,,98.7,8.6,229.4,159.5,86.7,47.6,110.5,14.8,3.17,1.37
2022-12-01 11:10:00+00:00,8.12,25.04,4.16,,4.16,,,8.88,0.21,5.81,,217.5,217.5,,,110.0,20.0,259.8,188.4,91.4,50.4,112.8,18.0,3.08,1.43
2022-12-01 11:15:00+00:00,8.365,25.91,4.16,,4.16,,,9.02,0.14,5.82,,227.5,227.5,,,110.0,20.0,265.9,196.1,90.4,50.5,112.5,19.1,3.1,1.42
2022-12-01 11:20:00+00:00,8.625,27.06,5.35,,5.35,,,9.18,0.1,5.82,,265.0,265.0,,,110.0,20.0,256.9,194.3,78.0,43.7,109.8,17.9,3.14,1.1
2022-12-01 11:25:00+00:00,9.1,28.62,3.46,,3.46,,,9.65,0.17,5.83,,210.0,210.0,,,110.0,20.0,267.3,210.0,73.8,41.8,98.9,19.2,3.14,1.2
