Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2013-03-01 00:00:00+00:00,100,4.2,,13.0,3.75,,3.75,,,4.75,,,3.2,,366.0,,,,110.0,20.0,318.0,,284.0,49.3,,25.0,52.2,2.4,3.09,1.65,
2013-03-01 00:15:00+00:00,100,4.2,,12.96,3.42,,3.42,,,4.78,0.03,,3.23,,332.5,,,,110.0,20.0,315.8,,280.3,51.3,,26.6,52.0,2.5,3.09,1.95,
2013-03-01 00:30:00+00:00,100,4.375,,12.86,1.73,,1.73,,,4.93,,,3.23,,271.0,,,,110.0,20.0,328.2,,276.0,74.2,,39.5,67.6,3.9,2.94,3.14,
2013-03-01 00:45:00+00:00,100,4.2,,12.46,1.75,,1.75,,,4.75,,,3.21,,271.0,,,,110.0,20.0,323.9,,273.5,71.5,,38.1,64.9,3.5,2.97,3.22,
2013-03-01 01:00:00+00:00,100,4.2,,12.1,2.55,,2.55,,,4.78,0.03,,3.17,,308.5,,,,110.0,20.0,341.5,,290.4,73.2,,39.0,69.4,3.6,2.88,2.6,
2013-03-01 01:15:00+00:00,100,4.325,,12.33,2.58,,2.58,,,4.88,,,3.1,,318.5,,,,110.0,20.0,348.4,,296.4,74.6,,39.6,71.5,3.9,2.85,2.46,
2013-03-01 01:30:00+00:00,100,4.525,,13.02,2.4,,2.4,,,5.07,,,3.03,,302.5,,,,110.0,20.0,343.0,,290.5,75.1,,40.0,70.5,4.2,2.88,2.72,
2013-03-01 01:45:00+00:00,100,4.55,,13.78,1.75,,1.75,,,5.1,,,2.94,,273.5,,,,110.0,20.0,318.9,,274.5,63.3,,33.5,59.5,3.6,3.03,2.68,
2013-03-01 02:00:00+00:00,100,4.5,,14.07,2.6,,2.6,,,5.05,,,2.85,,278.5,,,,110.0,20.0,306.9,,268.7,54.6,,29.2,51.1,3.1,3.13,2.76,
2013-03-01 02:15:00+00:00,100,4.475,,13.3,1.63,,1.63,,,5.03,,,2.78,,261.0,,,,110.0,20.0,321.8,,268.9,75.0,,40.0,68.1,4.1,2.97,3.21,
2013-03-01 02:30:00+00:00,100,4.4,,13.57,1.73,,1.73,,,4.95,,,2.72,,258.5,,,,110.0,20.0,310.2,,263.3,66.5,,35.5,60.3,3.5,3.08,3.24,
2013-03-01 02:45:00+00:00,100,4.0,,13.33,2.2,,2.2,,,4.55,,,2.68,,262.5,,,,110.0,20.0,281.5,,252.8,41.2,,21.8,39.6,1.8,3.33,2.42,
2013-03-01 03:00:00+00:00,100,4.45,,14.25,1.6,,1.6,,,5.03,0.03,,2.68,,243.5,,,,110.0,20.0,289.9,,249.0,58.1,,30.8,53.3,3.1,3.2,3.01,
2013-03-01 03:15:00+00:00,100,4.175,,13.97,1.83,,1.83,,,4.95,0.22,,2.72,,243.5,,,,110.0,20.0,275.1,,242.9,45.8,,24.4,42.4,2.2,3.35,2.9,
2013-03-01 03:30:00+00:00,100,4.275,,13.61,1.73,,1.73,,,4.82,,,2.8,,245.0,,,,110.0,20.0,291.0,,248.9,59.6,,31.8,53.9,3.0,3.18,3.29,
2013-03-01 03:45:00+00:00,100,4.275,,14.13,3.05,,3.05,,,4.82,,,2.91,,253.5,,,,110.0,20.0,279.4,,246.2,47.4,,25.6,43.2,2.4,3.3,3.21,
2013-03-01 04:00:00+00:00,100,4.275,,14.43,1.75,,1.75,,,4.82,,,3.06,,231.0,,,,110.0,20.0,268.0,,232.9,49.8,,26.5,46.4,2.5,3.38,2.85,
2013-03-01 04:15:00+00:00,100,4.225,,13.58,2.05,,2.05,,,4.78,,,3.23,,230.0,,,,110.0,20.0,280.2,,232.8,67.1,,36.1,58.6,3.3,3.21,3.99,
2013-03-01 04:30:00+00:00,70,4.475,,14.59,2.2,,2.2,,,5.03,,,3.42,,238.5,,,,110.0,20.0,274.8,,230.7,62.4,,33.4,59.0,3.5,3.26,2.71,
2013-03-01 04:45:00+00:00,100,5.125,,17.97,1.73,,1.73,,,5.68,,,3.63,,231.0,,,,110.0,20.0,248.3,,217.2,44.1,,24.0,44.6,3.4,3.51,2.16,
2013-03-01 05:00:00+00:00,70,5.725,,21.09,2.42,,2.42,,,6.28,,,3.85,,225.0,,,,110.0,20.0,228.6,,201.6,37.8,,21.0,43.0,3.9,3.68,1.61,
2013-03-01 05:15:00+00:00,100,6.425,,23.43,1.55,1.73,2.55,1.55,1.73,7.0,0.03,0.05,4.06,1.55,225.0,,132.5,132.5,107.5,17.4,226.7,,195.8,42.8,,24.3,48.3,5.7,3.65,1.71,
2013-03-01 05:30:00+00:00,100,7.45,,26.75,1.55,1.92,2.42,1.55,1.93,8.0,,0.03,4.27,1.55,220.0,,120.0,120.0,107.2,17.0,231.2,,195.8,49.2,,27.2,50.9,8.3,3.59,2.07,
2013-03-01 05:45:00+00:00,100,7.875,,29.84,1.8,2.08,2.6,1.8,2.08,8.43,,0.03,4.47,1.8,215.0,,125.0,125.0,107.0,16.8,217.1,,190.8,36.2,,20.4,39.7,7.2,3.79,1.8,
2013-03-01 06:00:00+00:00,70,7.75,,30.09,1.8,2.13,3.4,1.8,2.13,8.32,0.03,0.03,4.65,2.15,205.0,,117.5,117.5,108.5,18.2,204.9,,178.5,36.3,,20.9,43.9,7.1,3.88,1.47,
2013-03-01 06:15:00+00:00,70,7.475,,27.94,3.3,,3.3,,,8.07,0.05,,4.83,,203.5,,,,110.0,20.0,217.4,,177.4,57.7,,32.9,57.2,9.9,3.74,2.51,
