Time,CS,foF2,MUFD,fmin,foEs,fminF,fxI,FF,foF2p,minEs,hF,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2013-06-01 00:00:00+00:00,100,5.85,17.34,2.65,,2.65,6.4,,3.93,,322.0,,110.0,20.0,338.8,299.6,57.7,29.4,60.7,5.4,2.96,1.65
2013-06-01 00:15:00+00:00,100,4.425,14.03,2.45,,2.45,4.97,,3.85,,313.5,,110.0,20.0,311.1,279.9,45.9,22.9,51.4,2.5,3.17,1.35
2013-06-01 00:30:00+00:00,100,5.55,15.45,1.83,,1.83,6.1,,3.78,,304.5,,110.0,20.0,357.9,306.1,75.3,38.6,76.3,6.3,2.78,1.9
2013-06-01 00:45:00+00:00,100,4.175,13.24,1.73,,1.73,4.72,,3.71,,299.5,,110.0,20.0,310.6,281.3,43.1,22.0,47.7,2.1,3.17,1.43
2013-06-01 01:00:00+00:00,100,4.425,14.08,3.45,,3.45,4.97,,3.64,,334.5,,110.0,20.0,302.3,270.5,46.4,23.3,50.2,2.5,3.18,1.51
2013-06-01 01:15:00+00:00,100,6.175,16.21,2.83,,2.83,6.72,,3.59,,329.5,,110.0,20.0,390.1,319.3,102.0,53.6,97.9,10.6,2.63,2.39
2013-06-01 01:30:00+00:00,100,6.45,17.27,2.65,,2.65,7.0,,3.54,,322.0,,110.0,20.0,379.2,314.7,93.2,48.8,90.7,10.6,2.68,2.24
2013-06-01 01:45:00+00:00,100,6.325,16.01,2.63,,2.63,6.88,,3.51,,292.0,,110.0,20.0,391.9,316.8,108.3,55.7,108.2,11.6,2.53,2.02
2013-06-01 02:00:00+00:00,100,4.45,14.4,2.78,,2.78,5.0,,3.49,,289.5,,110.0,20.0,290.0,256.5,48.2,24.7,51.7,2.6,3.24,1.63
2013-06-01 02:15:00+00:00,100,5.075,15.74,1.73,,1.73,5.63,,3.5,,259.5,,110.0,20.0,300.3,257.5,61.1,31.8,62.2,4.3,3.1,1.96
2013-06-01 02:30:00+00:00,50,6.225,18.68,3.0,,3.0,6.78,,3.53,,276.0,,110.0,20.0,313.7,261.9,74.0,39.2,73.0,8.0,3.0,2.23
