Time,CS,foF2,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2013-12-01 03:30:00+00:00,100,4.375,18.0,1.73,,1.73,,,4.93,,,2.58,,195.0,,,110.0,20.0,205.5,192.9,18.3,10.6,18.5,1.0,4.11,1.93
2013-12-01 03:45:00+00:00,100,3.325,14.13,1.67,,1.67,,,3.92,0.05,,2.63,,190.0,,,110.0,20.0,195.6,184.0,16.7,10.6,16.7,0.6,4.25,2.1
2013-12-01 04:00:00+00:00,100,2.575,10.15,1.6,,1.6,,,3.22,0.1,,2.71,,192.5,,,110.0,20.0,211.8,187.8,34.3,19.1,28.3,0.7,3.94,5.96
2013-12-01 04:15:00+00:00,100,3.075,8.14,2.9,,2.9,,,3.63,,,2.82,,467.5,,,110.0,20.0,361.8,294.7,95.4,50.3,97.5,2.5,2.65,1.99
2013-12-01 04:30:00+00:00,100,3.1,8.67,2.65,,2.65,,,3.65,,,2.96,,390.0,,,110.0,20.0,339.7,278.4,86.3,45.5,90.8,2.3,2.8,1.85
2013-12-01 04:45:00+00:00,100,3.45,10.06,2.1,,2.1,,,4.0,,,3.13,,300.0,,,110.0,20.0,320.5,261.1,83.7,44.9,85.2,2.8,2.92,2.1
2013-12-01 05:00:00+00:00,100,4.35,13.32,1.73,,1.73,,,4.95,0.05,,3.31,,255.0,,,110.0,20.0,297.1,244.1,74.9,40.4,74.7,4.1,3.06,2.25
2013-12-01 05:15:00+00:00,70,4.9,17.03,2.42,,2.42,,,5.45,,,3.5,,236.0,,,110.0,20.0,246.1,212.3,47.1,25.6,51.8,3.4,3.47,1.73
2013-12-01 05:30:00+00:00,70,6.175,21.21,2.2,,2.2,,,6.72,,,3.69,,220.0,,,110.0,20.0,245.3,204.3,57.9,31.6,58.3,6.5,3.43,2.22
2013-12-01 05:45:00+00:00,70,6.5,23.45,2.63,,2.63,,,7.05,,,3.89,,216.0,,,110.0,20.0,228.8,194.2,48.6,26.9,51.2,6.2,3.61,1.98
2013-12-01 06:00:00+00:00,100,6.45,22.88,1.7,2.03,2.6,1.7,2.03,7.0,,0.05,4.09,1.7,212.5,122.5,122.5,114.7,24.4,229.0,187.3,57.9,32.0,59.2,7.3,3.55,2.21
2013-12-01 06:15:00+00:00,100,6.425,23.28,1.73,2.15,2.55,1.73,2.15,6.97,,0.03,4.29,1.73,213.5,115.0,115.0,105.7,15.5,224.0,183.3,57.6,32.6,58.6,7.4,3.62,2.26
2013-12-01 06:30:00+00:00,100,7.525,25.6,1.75,2.3,2.7,1.75,2.31,8.13,0.05,0.03,4.47,1.75,212.5,112.5,112.5,105.3,15.1,240.2,190.4,68.3,37.9,72.1,11.7,3.4,2.03
2013-12-01 06:45:00+00:00,100,8.0,27.18,1.75,2.47,3.15,1.75,2.48,8.55,,0.05,4.64,1.75,222.5,107.5,107.5,108.4,18.1,240.7,192.1,66.6,37.3,71.3,13.0,3.4,1.97
2013-12-01 07:00:00+00:00,100,8.675,28.96,1.73,2.6,3.28,1.73,2.61,9.23,,0.03,4.8,1.73,220.0,107.5,107.5,106.5,16.3,246.0,192.7,73.2,40.7,77.1,16.6,3.34,2.04
2013-12-01 07:15:00+00:00,70,8.4,29.86,2.08,2.67,3.67,2.08,2.68,8.95,,0.08,4.94,2.08,227.5,110.0,110.0,104.7,14.4,226.2,186.4,53.7,31.4,64.1,12.3,3.56,1.58
2013-12-01 07:30:00+00:00,100,9.4,32.75,1.75,2.75,3.6,1.75,2.76,10.02,0.08,0.08,5.07,1.75,225.0,105.0,105.0,105.3,15.0,235.1,192.9,58.0,33.1,64.2,16.1,3.48,1.82
2013-12-01 07:45:00+00:00,70,7.35,30.27,1.8,2.8,3.95,1.8,2.81,7.9,,0.05,5.18,1.8,225.0,110.0,110.0,105.8,15.5,192.6,170.5,23.6,16.9,48.7,5.6,4.12,1.0
2013-12-01 08:00:00+00:00,100,7.75,28.13,2.17,2.88,3.65,2.17,2.88,8.4,0.1,0.05,5.28,2.17,215.0,110.0,110.0,103.8,13.5,214.9,172.1,58.1,33.8,64.8,11.2,3.63,1.88
2013-12-01 08:15:00+00:00,50,9.075,28.26,1.25,2.92,5.88,1.25,2.93,9.63,,0.05,5.36,1.25,263.5,100.0,100.0,106.6,16.2,264.0,189.8,97.9,54.2,106.0,23.9,3.11,1.78
2013-12-01 08:30:00+00:00,50,10.425,32.95,2.67,2.88,5.78,2.67,2.88,10.98,,0.08,5.42,2.67,262.5,120.0,120.0,103.4,13.1,262.3,197.6,87.1,48.3,92.4,28.3,3.16,1.8
2013-12-01 08:45:00+00:00,50,10.675,36.88,2.7,2.95,5.05,2.7,2.95,11.23,,0.03,5.47,2.7,257.5,117.5,117.5,103.6,13.3,239.4,200.1,51.9,30.8,71.9,19.9,3.45,1.1
2013-12-01 09:00:00+00:00,50,7.95,31.22,2.13,2.92,5.0,2.13,2.93,9.05,0.55,0.03,5.52,2.13,245.0,105.0,105.0,104.5,14.2,200.2,166.3,36.7,23.3,64.9,8.6,3.93,1.0
2013-12-01 09:15:00+00:00,70,10.375,36.46,2.63,3.05,5.05,2.63,3.06,10.93,,0.05,5.56,2.63,240.0,117.5,117.5,105.0,14.6,229.2,188.0,54.5,32.0,70.7,19.2,3.51,1.29
2013-12-01 09:30:00+00:00,100,10.462,33.66,3.5,,3.5,,,11.0,,,5.59,,215.0,,,110.0,20.0,262.0,203.0,80.4,44.8,84.9,26.1,3.22,2.06
2013-12-01 09:45:00+00:00,100,10.5,33.71,2.72,3.03,4.5,2.72,3.03,11.05,,0.05,5.63,2.72,230.0,115.0,115.0,103.7,13.4,257.2,197.9,80.5,45.4,85.2,27.1,3.21,1.92
2013-12-01 10:00:00+00:00,100,9.038,32.33,2.08,2.7,3.42,,,9.57,,,5.66,2.08,215.0,,96.0,110.0,20.0,235.5,204.1,41.8,25.5,52.4,11.7,3.58,1.47
2013-12-01 10:15:00+00:00,0,10.25,32.08,2.42,3.35,5.78,,,10.85,0.05,,,2.42,247.5,,96.0,110.0,20.0,,,,,,,3.13,
2013-12-01 10:30:00+00:00,100,9.587,33.17,2.22,3.65,3.45,,,10.13,,,5.73,2.22,206.0,,97.0,110.0,20.0,242.1,203.8,50.6,30.3,59.5,15.4,3.46,1.7
2013-12-01 10:45:00+00:00,100,9.688,30.55,2.25,2.72,3.65,,,10.23,,,5.76,2.25,218.5,,100.0,110.0,20.0,270.6,202.7,93.6,51.7,91.5,25.5,3.16,2.61
2013-12-01 11:00:00+00:00,100,9.788,31.5,3.45,,3.45,,,10.32,,,5.79,,212.5,,,110.0,20.0,262.8,205.5,77.6,43.5,82.3,22.2,3.22,2.08
2013-12-01 11:15:00+00:00,70,10.488,33.85,2.67,3.03,4.3,2.67,3.03,11.02,,0.05,5.82,2.67,235.0,115.0,115.0,102.6,12.3,259.3,204.1,71.7,42.3,86.5,25.3,3.23,1.62
2013-12-01 11:30:00+00:00,70,10.025,35.44,2.47,2.9,4.03,2.47,2.9,10.57,,0.05,5.83,2.47,235.0,110.0,110.0,101.9,11.6,232.1,196.0,48.5,28.9,62.0,16.4,3.54,1.33
2013-12-01 11:45:00+00:00,70,8.95,32.15,4.25,,4.25,,,9.5,,,5.83,,223.5,,,110.0,20.0,222.6,182.2,54.6,31.5,65.2,13.9,3.59,1.56
2013-12-01 12:00:00+00:00,100,8.9,28.79,2.42,2.95,3.75,2.42,2.95,9.5,0.05,0.1,5.8,2.42,223.5,110.0,110.0,103.2,12.9,252.8,191.2,83.2,47.2,89.4,20.2,3.23,1.96
2013-12-01 12:15:00+00:00,100,9.175,30.6,2.47,2.97,3.35,,,9.73,,,5.76,2.47,208.5,,97.0,110.0,20.0,251.9,204.6,64.4,36.8,72.5,17.0,3.34,1.75
2013-12-01 12:30:00+00:00,70,8.95,30.16,2.72,3.0,4.0,,,9.5,,,5.68,2.72,236.0,,96.0,110.0,20.0,244.9,196.4,65.9,37.5,73.9,16.4,3.37,1.77
2013-12-01 12:45:00+00:00,50,9.025,30.9,2.5,2.6,5.03,2.5,2.61,9.57,,0.03,5.58,2.5,242.5,120.0,120.0,100.5,10.3,234.0,183.1,67.5,37.9,79.5,16.9,3.42,1.52
2013-12-01 13:00:00+00:00,70,8.75,29.73,3.7,,3.7,,,9.32,0.03,,5.45,,225.0,,,110.0,20.0,241.2,193.3,65.8,37.0,72.0,15.4,3.4,1.86
2013-12-01 13:15:00+00:00,70,8.775,28.91,1.98,2.35,3.8,,,9.35,0.03,,5.3,1.98,227.5,,95.0,110.0,20.0,251.5,195.6,77.7,43.1,80.1,17.8,3.3,2.13
2013-12-01 13:30:00+00:00,100,8.7,29.27,2.85,,2.85,,,9.27,0.03,,5.12,,222.5,,,110.0,20.0,248.3,200.2,67.0,36.9,67.9,15.1,3.37,2.2
2013-12-01 13:45:00+00:00,100,9.075,31.65,2.6,,2.6,,,9.63,,,4.92,,233.5,,,110.0,20.0,247.0,213.1,46.6,25.9,52.4,12.0,3.49,1.65
2013-12-01 14:00:00+00:00,100,8.55,31.4,1.85,1.98,2.67,1.85,1.98,9.1,,0.03,4.71,1.85,222.5,120.0,120.0,101.2,11.1,226.7,197.1,41.2,23.1,44.9,9.5,3.67,1.79
2013-12-01 14:15:00+00:00,0,9.55,34.05,1.75,2.05,2.45,1.75,2.06,10.15,0.05,0.03,4.48,1.75,225.0,115.0,115.0,104.1,14.0,239.6,207.7,44.2,24.2,47.3,12.3,3.57,1.84
2013-12-01 14:30:00+00:00,100,5.9,24.6,1.77,2.3,2.47,1.77,1.96,6.45,,0.03,4.26,1.98,213.5,125.0,139.0,108.1,17.9,197.8,183.0,18.7,12.0,29.3,2.7,4.17,1.0
2013-12-01 14:45:00+00:00,70,8.0,28.85,1.73,2.03,2.55,,,8.55,,,4.03,1.73,205.0,,135.0,110.0,20.0,229.4,194.8,48.9,26.5,49.8,9.1,3.61,2.11
2013-12-01 15:00:00+00:00,70,5.65,23.57,2.42,,2.42,,,6.47,0.28,,3.81,,215.0,,,110.0,20.0,203.2,191.0,16.7,10.7,25.0,2.1,4.17,1.0
2013-12-01 15:15:00+00:00,70,6.675,26.33,2.25,,2.25,,,7.22,,,3.6,,201.0,,,110.0,20.0,213.2,194.4,26.7,14.4,27.5,3.5,3.94,2.01
2013-12-01 15:30:00+00:00,70,5.575,21.69,1.8,,1.8,,,6.13,,,3.4,,195.0,,,110.0,20.0,213.3,190.9,31.8,17.1,29.1,2.8,3.89,3.15
2013-12-01 15:45:00+00:00,100,4.8,17.72,1.73,,1.73,,,5.35,,,3.22,,186.0,,,110.0,20.0,224.0,190.6,47.3,25.2,43.0,3.0,3.69,3.18
2013-12-01 16:00:00+00:00,100,4.95,15.28,2.75,,2.75,,,5.5,,,3.07,,243.5,,,110.0,20.0,302.0,248.6,75.7,41.3,65.0,5.2,3.09,4.49
2013-12-01 16:15:00+00:00,100,4.2,14.8,1.77,,1.77,,,4.75,,,2.92,,223.5,,,110.0,20.0,252.1,223.2,41.1,21.9,38.2,2.0,3.53,2.86
2013-12-01 16:30:00+00:00,100,4.975,15.8,2.42,,2.42,,,5.53,,,2.81,,243.5,,,110.0,20.0,292.6,249.5,60.9,33.1,53.0,4.2,3.18,4.15
2013-12-01 16:45:00+00:00,100,4.75,16.22,2.47,,2.47,,,5.32,0.03,,2.71,,231.0,,,110.0,20.0,264.2,231.7,46.1,25.0,40.3,2.9,3.41,4.0
2013-12-01 17:00:00+00:00,100,3.85,14.87,2.97,,2.97,,,4.45,0.05,,2.63,,238.5,,,110.0,20.0,234.9,221.7,19.0,10.6,19.2,0.8,3.86,2.02
2013-12-01 17:15:00+00:00,100,4.3,14.04,2.03,,2.03,,,4.85,,,2.57,,223.5,,,110.0,20.0,275.7,231.2,62.8,34.0,54.3,3.2,3.26,4.29
2013-12-01 17:30:00+00:00,100,4.3,14.73,1.92,,1.92,,,4.85,,,2.53,,228.5,,,110.0,20.0,262.8,230.1,46.4,24.9,41.9,2.4,3.42,3.34
2013-12-01 17:45:00+00:00,100,4.275,14.8,1.73,,1.73,,,4.82,,,2.51,,222.5,,,110.0,20.0,256.9,225.2,45.1,24.0,41.3,2.3,3.46,3.08
2013-12-01 18:00:00+00:00,100,3.475,13.01,1.75,,1.75,,,4.05,0.03,,2.5,,203.5,,,110.0,20.0,227.6,202.3,35.8,19.3,32.1,1.2,3.74,3.47
2013-12-01 18:15:00+00:00,100,3.525,11.53,1.73,,1.73,,,4.1,0.03,,2.51,,222.5,,,110.0,20.0,276.0,226.0,70.4,38.6,58.1,2.4,3.27,6.0
2013-12-01 18:30:00+00:00,100,3.375,10.57,2.53,,2.53,,,3.92,,,2.52,,280.0,,,110.0,20.0,304.4,265.6,55.5,30.2,50.2,1.8,3.13,3.4
2013-12-01 18:45:00+00:00,100,3.525,10.51,2.58,,2.58,,,4.07,,,2.55,,285.0,,,110.0,20.0,327.5,275.5,74.1,40.8,64.2,2.6,2.98,4.37
2013-12-01 19:00:00+00:00,100,3.225,10.97,1.73,,1.73,,,3.78,,,2.57,,241.0,,,110.0,20.0,267.2,236.5,43.7,23.5,39.6,1.3,3.4,3.3
2013-12-01 19:15:00+00:00,100,3.025,10.17,1.77,,1.77,,,3.6,0.03,,2.6,,240.0,,,110.0,20.0,268.6,234.5,48.5,26.5,42.0,1.2,3.36,4.27
2013-12-01 19:30:00+00:00,100,3.175,9.22,1.75,,1.75,,,3.75,0.03,,2.62,,262.0,,,110.0,20.0,328.7,266.1,88.3,48.1,74.4,2.5,2.9,5.07
2013-12-01 19:45:00+00:00,100,3.2,9.53,1.73,,1.73,,,3.75,,,2.64,,265.0,,,110.0,20.0,320.0,265.4,77.2,42.1,65.5,2.2,2.98,4.84
2013-12-01 20:00:00+00:00,100,3.125,9.3,1.73,,1.73,,,3.67,,,2.65,,261.0,,,110.0,20.0,319.2,262.6,80.1,43.6,68.0,2.2,2.97,4.8
2013-12-01 20:15:00+00:00,100,3.125,9.13,2.08,,2.08,,,3.75,0.08,,2.66,,290.0,,,110.0,20.0,331.1,278.5,74.8,40.8,65.5,2.1,2.92,4.03
2013-12-01 20:30:00+00:00,100,3.425,9.69,1.85,,1.85,,,3.97,,,2.66,,283.5,,,110.0,20.0,345.0,283.9,86.6,46.8,76.2,2.8,2.83,3.87
2013-12-01 20:45:00+00:00,100,3.275,9.63,1.85,,1.85,,,3.85,0.03,,2.66,,275.0,,,110.0,20.0,326.6,271.8,77.6,42.2,66.8,2.3,2.94,4.45
2013-12-01 21:00:00+00:00,100,3.275,9.58,2.17,,2.17,,,3.83,,,2.65,,287.5,,,110.0,20.0,331.4,279.0,74.6,40.8,64.7,2.2,2.93,4.26
2013-12-01 21:15:00+00:00,100,3.2,9.27,1.73,,1.73,,,3.75,,,2.65,,272.5,,,110.0,20.0,333.2,273.9,83.9,45.8,71.3,2.4,2.9,4.81
2013-12-01 21:30:00+00:00,100,3.3,9.7,1.73,,1.73,,,3.88,0.03,,2.66,,285.0,,,110.0,20.0,329.9,278.5,73.0,39.3,65.6,2.2,2.94,3.42
2013-12-01 21:45:00+00:00,100,3.25,10.02,1.88,,1.88,,,3.8,,,2.68,,283.5,,,110.0,20.0,311.6,271.3,57.4,30.8,53.3,1.7,3.08,2.91
2013-12-01 22:00:00+00:00,100,3.525,10.5,1.73,,1.73,,,4.07,,,2.72,,266.0,,,110.0,20.0,320.7,267.5,75.1,40.6,65.5,2.6,2.98,4.08
2013-12-01 22:15:00+00:00,100,3.6,10.8,2.2,,2.2,,,4.15,,,2.77,,283.5,,,110.0,20.0,321.5,275.7,65.1,35.2,58.5,2.4,3.0,3.48
2013-12-01 22:30:00+00:00,100,3.6,10.64,2.0,,2.0,,,4.15,,,2.84,,267.5,,,110.0,20.0,324.8,272.4,74.2,40.5,63.6,2.7,2.96,4.56
2013-12-01 22:45:00+00:00,100,3.575,10.51,2.55,,2.55,,,4.13,,,2.91,,295.0,,,110.0,20.0,336.9,284.3,74.9,41.2,65.2,2.7,2.94,4.26
2013-12-01 23:00:00+00:00,100,3.6,10.26,2.28,,2.28,,,4.15,,,3.0,,280.0,,,110.0,20.0,344.3,282.3,87.7,48.2,73.6,3.2,2.85,5.3
2013-12-01 23:15:00+00:00,100,3.6,10.34,2.72,,2.72,,,4.15,,,3.09,,320.0,,,110.0,20.0,344.4,292.1,74.8,40.5,69.0,2.7,2.87,3.04
2013-12-01 23:30:00+00:00,100,3.7,10.83,2.45,,2.45,,,4.25,,,3.18,,297.5,,,110.0,20.0,327.5,282.0,64.9,34.8,60.1,2.5,2.93,2.94
2013-12-01 23:45:00+00:00,100,3.55,10.79,2.17,,2.17,,,4.1,,,3.26,,280.0,,,110.0,20.0,316.1,272.0,62.7,34.1,55.5,2.2,3.04,3.81
2013-12-02 00:00:00+00:00,100,3.575,10.46,2.4,,2.4,,,4.15,0.03,,3.32,,298.5,,,110.0,20.0,333.3,283.7,70.7,38.4,63.6,2.5,2.92,3.45
2013-12-02 00:15:00+00:00,100,3.625,10.82,2.17,,2.17,,,4.18,,,3.35,,292.5,,,110.0,20.0,324.2,278.8,64.8,34.9,59.4,2.4,2.98,3.11
2013-12-02 00:30:00+00:00,100,3.625,11.13,2.42,,2.42,,,4.18,,,3.36,,293.5,,,110.0,20.0,311.8,274.1,54.0,28.8,51.8,2.0,3.07,2.48
2013-12-02 00:45:00+00:00,100,3.625,11.76,1.8,,1.8,,,4.2,0.03,,3.35,,263.5,,,110.0,20.0,291.9,258.7,47.3,25.2,44.5,1.7,3.24,2.71
2013-12-02 01:00:00+00:00,100,3.225,10.9,2.55,,2.55,,,3.78,,,3.3,,281.0,,,110.0,20.0,280.1,255.7,35.0,18.5,34.8,1.0,3.38,2.16
2013-12-02 01:15:00+00:00,100,3.9,11.77,2.47,,2.47,,,4.45,,,3.23,,280.0,,,110.0,20.0,317.0,272.6,63.1,34.2,56.1,2.7,3.02,3.66
2013-12-02 01:30:00+00:00,100,4.0,12.39,2.5,,2.5,,,4.55,,,3.14,,275.0,,,110.0,20.0,307.6,269.2,54.8,29.6,50.0,2.5,3.1,3.19
2013-12-02 01:45:00+00:00,100,3.925,12.62,1.65,,1.65,,,4.53,0.05,,3.03,,247.5,,,110.0,20.0,288.0,249.2,55.0,29.4,50.2,2.3,3.22,3.15
2013-12-02 02:00:00+00:00,100,4.125,13.01,1.88,,1.88,,,4.7,0.03,,2.92,,248.5,,,110.0,20.0,295.3,252.0,61.3,32.9,54.3,2.9,3.15,3.68
2013-12-02 02:15:00+00:00,100,4.05,13.42,2.08,,2.08,,,4.6,,,2.81,,253.5,,,110.0,20.0,281.5,249.9,45.0,24.2,40.9,2.1,3.31,3.2
2013-12-02 02:30:00+00:00,100,4.375,14.77,2.47,,2.47,,,4.93,,,2.71,,250.0,,,110.0,20.0,274.6,245.8,41.1,22.1,37.3,2.2,3.38,3.22
2013-12-02 02:45:00+00:00,100,4.625,16.14,1.73,,1.73,,,5.18,,,2.64,,226.0,,,110.0,20.0,257.3,228.1,41.6,22.1,38.8,2.4,3.49,2.8
2013-12-02 03:00:00+00:00,100,3.85,15.11,2.67,,2.67,,,4.4,,,2.59,,228.5,,,110.0,20.0,228.0,214.9,18.9,10.6,19.1,0.8,3.92,1.98
2013-12-02 03:15:00+00:00,100,3.875,15.9,1.8,,1.8,,,4.45,0.03,,2.57,,211.0,,,110.0,20.0,218.8,199.0,28.0,16.1,22.8,1.2,4.1,6.0
2013-12-02 03:30:00+00:00,100,3.775,14.91,2.42,,2.42,,,4.32,,,2.58,,200.0,,,110.0,20.0,211.9,194.2,25.2,13.7,22.4,1.0,3.95,3.68
2013-12-02 03:45:00+00:00,100,3.725,12.11,2.67,,2.67,,,4.28,,,2.63,,250.0,,,110.0,20.0,291.6,250.2,58.7,32.8,48.9,2.3,3.25,5.86
2013-12-02 04:00:00+00:00,100,3.575,10.57,1.73,,1.73,,,4.13,,,2.71,,212.5,,,110.0,20.0,312.1,232.2,112.3,61.0,92.8,3.9,2.96,5.82
2013-12-02 04:15:00+00:00,100,3.425,10.41,1.73,,1.73,,,4.0,0.03,,2.82,,221.0,,,110.0,20.0,300.4,233.3,94.6,51.2,79.3,3.0,3.04,5.14
2013-12-02 04:30:00+00:00,100,3.6,10.55,1.73,,1.73,,,4.15,,,2.96,,235.0,,,110.0,20.0,318.1,244.8,103.5,55.6,88.6,3.7,2.93,4.44
2013-12-02 04:45:00+00:00,100,3.825,11.15,1.73,,1.73,,,4.38,,,3.13,,237.5,,,110.0,20.0,316.6,243.9,102.9,55.1,90.9,4.1,2.91,3.72
2013-12-02 05:00:00+00:00,70,4.3,13.5,2.2,,2.2,,,4.85,,,3.31,,245.0,,,110.0,20.0,285.8,233.1,74.4,40.0,70.1,3.9,3.14,2.79
2013-12-02 05:15:00+00:00,70,4.85,15.98,2.13,,2.13,,,5.47,0.08,,3.5,,227.5,,,110.0,20.0,262.3,214.0,68.1,36.8,66.3,4.6,3.3,2.48
2013-12-02 05:30:00+00:00,100,5.6,19.24,2.1,,2.1,,,6.15,,,3.69,,220.0,,,110.0,20.0,246.2,206.3,55.8,30.6,58.7,5.2,3.44,1.97
2013-12-02 05:45:00+00:00,100,6.725,22.74,1.73,1.8,2.25,1.73,1.8,7.28,,0.03,3.89,1.73,217.5,152.5,152.5,110.1,19.9,247.2,201.0,64.1,35.0,65.8,8.6,3.38,2.13
2013-12-02 06:00:00+00:00,100,7.0,25.2,2.42,,2.42,,,7.55,,,4.09,,218.5,,,110.0,20.0,231.4,196.9,48.1,26.7,50.9,7.2,3.6,1.97
2013-12-02 06:15:00+00:00,100,7.9,27.66,1.55,2.13,2.42,1.55,1.93,8.48,0.03,0.1,4.29,1.95,220.0,97.5,110.0,97.2,7.1,242.9,195.8,67.7,37.8,60.8,12.5,3.5,3.6
2013-12-02 06:30:00+00:00,100,8.425,30.31,1.73,2.3,2.78,1.73,2.31,8.98,,0.03,4.47,1.73,222.5,95.0,95.0,97.6,7.8,228.7,193.1,48.9,27.4,52.9,10.8,3.6,1.86
2013-12-02 06:45:00+00:00,100,7.95,29.94,1.52,2.45,2.83,1.52,2.45,8.5,,0.15,4.64,1.52,215.0,97.5,97.5,100.5,10.3,213.8,184.5,39.6,22.6,44.6,8.2,3.77,1.71
2013-12-02 07:00:00+00:00,100,8.8,32.13,1.73,2.63,2.97,1.73,2.33,9.4,0.05,0.05,4.8,2.35,222.5,97.5,110.0,97.4,7.8,225.0,191.9,45.2,25.5,52.1,11.1,3.65,1.59
2013-12-02 07:15:00+00:00,100,7.925,30.96,1.75,2.85,3.4,1.75,2.61,8.55,0.08,0.13,4.94,2.63,220.0,95.0,107.0,99.7,9.8,204.1,179.3,31.7,19.8,48.6,7.4,3.91,1.0
2013-12-02 07:30:00+00:00,100,7.925,29.84,1.73,2.8,3.03,1.73,2.73,8.48,,0.08,5.07,2.75,215.0,97.5,115.0,101.1,11.0,212.1,181.5,39.6,23.7,52.9,8.6,3.77,1.25
2013-12-02 07:45:00+00:00,100,8.65,32.12,1.92,2.8,3.25,1.92,2.81,9.23,0.03,0.05,5.18,1.92,222.5,100.0,100.0,100.2,10.0,217.2,185.7,41.5,24.5,53.1,10.5,3.71,1.33
2013-12-02 08:00:00+00:00,70,8.725,31.77,2.15,2.85,4.25,2.15,2.86,9.27,,0.1,5.28,2.15,225.0,102.5,102.5,100.0,9.8,215.3,176.0,51.9,30.8,65.6,13.0,3.64,1.42
2013-12-02 08:15:00+00:00,70,8.275,30.17,2.22,2.97,4.0,2.22,2.93,8.82,,0.13,5.36,2.95,217.5,97.5,112.5,97.6,7.4,212.1,170.2,55.6,32.9,65.0,12.4,3.65,1.72
2013-12-02 08:30:00+00:00,100,8.725,31.11,2.25,2.97,3.35,2.25,2.98,9.27,,0.08,5.42,2.25,222.5,97.5,97.5,98.8,8.6,224.3,184.1,53.5,31.2,62.5,13.3,3.57,1.65
2013-12-02 08:45:00+00:00,100,8.525,31.27,2.25,3.03,3.33,2.25,2.98,9.1,0.03,0.13,5.47,3.0,207.5,97.5,110.0,98.8,8.6,216.8,180.0,50.0,29.5,57.3,12.0,3.67,1.72
2013-12-02 09:00:00+00:00,70,7.7,29.89,2.47,3.13,3.97,2.47,2.98,8.3,0.05,0.15,5.52,3.0,216.0,110.0,110.0,101.9,11.8,197.7,166.1,38.2,24.4,61.0,8.3,3.88,1.0
2013-12-02 09:15:00+00:00,70,8.125,29.62,2.45,3.15,4.5,2.45,3.06,8.68,,0.05,5.56,3.08,220.0,107.5,105.0,104.3,14.0,210.9,165.8,58.4,34.4,70.7,12.4,3.65,1.62
2013-12-02 09:30:00+00:00,100,8.038,27.43,2.42,2.95,3.4,2.42,2.95,8.57,,0.05,5.59,2.42,188.5,100.0,100.0,97.6,7.4,229.5,172.6,74.0,43.6,86.7,15.1,3.42,1.78
