Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2013-11-01 14:30:00+00:00,50,8.85,,33.28,2.45,3.15,3.4,,,9.4,,,4.97,2.45,215.0,,,110.0,110.0,20.0,219.1,192.7,36.7,20.7,44.8,9.2,3.76,1.36
2013-11-01 14:45:00+00:00,50,7.025,,29.26,2.45,3.95,4.22,,,7.6,0.03,,4.73,2.45,217.5,,,106.0,110.0,20.0,196.2,175.9,25.5,14.0,38.9,4.2,4.16,1.0
2013-11-01 15:00:00+00:00,50,6.625,,27.69,2.58,5.97,6.2,,,7.2,0.03,,4.49,2.58,223.5,,,104.0,110.0,20.0,192.1,167.7,34.8,19.3,33.8,4.6,4.18,2.61
2013-11-01 15:15:00+00:00,50,6.375,,26.36,2.45,4.82,5.47,,,6.93,,,4.25,2.45,222.5,,,105.0,110.0,20.0,192.6,173.4,26.0,13.5,29.9,3.1,4.14,1.47
2013-11-01 15:30:00+00:00,0,8.1,,27.45,2.42,4.15,3.47,,,8.65,,,4.03,2.42,211.0,,,106.0,110.0,20.0,254.3,209.8,63.2,33.9,58.9,11.6,3.39,2.87
2013-11-01 15:45:00+00:00,50,7.025,,24.43,1.73,4.0,4.03,,,7.57,,,3.81,1.73,222.5,,,105.0,110.0,20.0,252.1,218.1,48.4,26.3,43.3,6.7,3.48,3.58
2013-11-01 16:00:00+00:00,100,6.825,,22.68,1.77,2.97,2.63,,,7.38,,,3.61,1.77,212.5,,,95.0,110.0,20.0,265.7,221.7,62.2,33.2,55.7,7.9,3.32,3.46
2013-11-01 16:15:00+00:00,100,5.825,,20.11,2.47,3.33,3.13,,,6.38,,,3.43,2.47,221.0,,,105.0,110.0,20.0,257.3,223.6,47.8,26.0,41.6,4.5,3.45,4.2
2013-11-01 16:30:00+00:00,100,6.225,,20.32,1.7,2.2,2.6,,,6.78,,,3.26,1.7,226.0,,,92.0,110.0,20.0,277.2,234.8,59.9,32.3,52.5,6.4,3.26,3.95
2013-11-01 16:45:00+00:00,100,5.825,,18.74,1.85,2.35,2.45,,,6.38,,,3.12,1.85,220.0,,,107.0,110.0,20.0,279.6,232.4,66.5,36.0,57.4,6.2,3.22,4.36
2013-11-01 17:00:00+00:00,100,5.025,,17.33,2.53,,2.53,,,5.57,,,2.99,,230.0,,,,110.0,20.0,261.0,230.9,42.8,23.1,38.2,3.0,3.45,3.57
2013-11-01 17:15:00+00:00,100,4.875,,16.78,1.77,2.2,2.2,,,5.45,0.03,,2.88,1.77,220.0,,,105.0,110.0,20.0,257.5,224.0,47.4,25.5,42.0,3.1,3.44,3.71
2013-11-01 17:30:00+00:00,0,8.5,,34.45,2.5,5.7,3.85,,,9.05,,,2.78,2.5,224.5,,,102.0,110.0,20.0,226.5,217.3,14.0,10.6,15.9,3.7,4.05,1.19
2013-11-01 17:45:00+00:00,0,,,,2.42,5.85,,,,,,,,2.42,,,,104.0,,,,,,,,,,
2013-11-01 18:00:00+00:00,0,,,,3.58,5.82,,,,,,,,3.58,,,,107.0,,,,,,,,,,
2013-11-01 18:15:00+00:00,100,4.05,,13.44,1.7,4.05,3.42,,,4.6,,,2.59,1.7,292.5,,,102.0,110.0,20.0,284.4,258.1,37.9,19.8,37.9,1.7,3.32,2.06
2013-11-01 18:30:00+00:00,100,4.25,,12.96,1.73,2.53,2.83,,,4.8,,,2.55,1.73,275.0,,,103.0,110.0,20.0,314.8,269.1,64.9,35.6,56.4,3.3,3.05,4.26
2013-11-01 18:45:00+00:00,100,3.975,,12.45,1.85,,1.85,,,4.53,,,2.52,,251.0,,,,110.0,20.0,298.5,254.2,62.7,33.8,55.4,2.7,3.13,3.79
2013-11-01 19:00:00+00:00,100,4.05,,12.71,1.95,,1.95,,,4.6,,,2.5,,255.0,,,,110.0,20.0,299.2,257.5,59.1,31.8,52.7,2.7,3.14,3.57
2013-11-01 19:15:00+00:00,100,4.125,,12.93,2.2,,2.2,,,4.68,,,2.48,,265.0,,,,110.0,20.0,302.7,263.6,55.5,30.0,49.3,2.6,3.13,3.68
2013-11-01 19:30:00+00:00,100,4.175,,12.77,1.83,,1.83,,,4.72,,,2.47,,248.5,,,,110.0,20.0,306.8,255.5,72.5,39.0,63.7,3.5,3.06,3.89
2013-11-01 19:45:00+00:00,100,4.2,,12.8,1.75,,1.75,,,4.75,,,2.46,,255.0,,,,110.0,20.0,309.2,259.9,69.8,37.3,62.4,3.4,3.05,3.49
2013-11-01 20:00:00+00:00,100,3.975,,12.7,1.73,,1.73,,,4.53,,,2.45,,257.5,,,,110.0,20.0,294.1,256.7,53.2,28.4,48.8,2.3,3.2,3.06
2013-11-01 20:15:00+00:00,100,3.95,,12.7,1.73,,1.73,,,4.5,,,2.45,,257.5,,,,110.0,20.0,292.4,257.0,50.5,26.9,46.8,2.2,3.22,2.89
2013-11-01 20:30:00+00:00,100,3.925,,12.4,1.92,,1.92,,,4.47,,,2.45,,265.0,,,,110.0,20.0,300.1,262.9,52.9,28.4,48.0,2.3,3.16,3.25
2013-11-01 20:45:00+00:00,100,3.975,,11.69,1.73,,1.73,,,4.53,,,2.45,,260.0,,,,110.0,20.0,324.4,266.9,81.2,43.7,70.9,3.5,2.94,4.02
2013-11-01 21:00:00+00:00,100,3.925,,11.24,1.75,2.08,2.45,,,4.5,0.03,,2.46,1.75,297.5,,,98.0,110.0,20.0,341.8,290.2,73.5,39.7,66.8,3.2,2.86,3.26
2013-11-01 21:15:00+00:00,100,3.475,,9.97,1.75,2.13,1.85,,,4.03,,,2.49,1.75,282.5,,,97.0,110.0,20.0,332.7,280.1,74.7,40.0,68.0,2.5,2.87,3.2
2013-11-01 21:30:00+00:00,100,3.85,,10.45,2.65,,2.65,,,4.4,,,2.52,,340.0,,,,110.0,20.0,373.6,311.0,89.6,48.2,83.8,3.7,2.71,2.81
2013-11-01 21:45:00+00:00,100,3.875,,10.38,2.6,,2.6,,,4.43,,,2.56,,341.0,,,,110.0,20.0,377.4,313.3,91.8,49.2,86.3,3.8,2.68,2.72
2013-11-01 22:00:00+00:00,100,3.9,,10.64,1.83,,1.83,,,4.45,,,2.62,,313.5,,,,110.0,20.0,367.6,305.6,88.6,47.1,84.0,3.7,2.73,2.6
2013-11-01 22:15:00+00:00,100,3.975,,10.63,2.78,,2.78,,,4.53,,,2.69,,362.5,,,,110.0,20.0,378.9,317.7,88.0,46.4,86.2,3.8,2.67,2.24
2013-11-01 22:30:00+00:00,100,4.05,,11.0,2.08,,2.08,,,4.6,,,2.77,,332.5,,,,110.0,20.0,371.5,311.9,85.6,45.2,83.4,3.9,2.71,2.29
2013-11-01 22:45:00+00:00,100,4.125,,11.57,1.8,,1.8,,,4.68,,,2.86,,307.5,,,,110.0,20.0,354.7,300.2,78.1,41.4,74.8,3.7,2.81,2.47
2013-11-01 23:00:00+00:00,100,3.725,,11.6,2.67,,2.67,,,4.28,,,2.95,,315.0,,,,110.0,20.0,312.4,278.1,49.4,25.7,50.1,1.9,3.11,1.96
2013-11-01 23:15:00+00:00,100,4.225,,12.64,3.28,,3.28,,,4.78,,,3.05,,322.5,,,,110.0,20.0,325.9,286.2,57.2,30.0,56.5,2.8,2.99,2.15
2013-11-01 23:30:00+00:00,100,4.15,,12.97,1.85,,1.85,,,4.7,,,3.13,,270.0,,,,110.0,20.0,306.0,267.7,54.5,29.1,50.1,2.6,3.13,3.01
2013-11-01 23:45:00+00:00,100,4.225,,13.27,1.75,,1.75,,,4.8,0.03,,3.21,,258.5,,,,110.0,20.0,300.6,259.7,58.0,31.0,52.8,2.8,3.14,3.17
2013-11-02 00:00:00+00:00,100,3.7,,12.68,1.9,,1.9,,,4.25,,,3.27,,252.5,,,,110.0,20.0,271.3,245.3,37.1,19.7,35.5,1.4,3.43,2.51
2013-11-02 00:15:00+00:00,100,4.175,,13.56,1.73,,1.73,,,4.75,0.03,,3.3,,240.0,,,,110.0,20.0,281.7,241.8,56.6,30.3,50.8,2.7,3.25,3.43
2013-11-02 00:30:00+00:00,100,3.95,,12.89,2.53,,2.53,,,4.5,,,3.31,,260.0,,,,110.0,20.0,285.5,253.8,45.1,24.5,40.2,2.0,3.26,3.65
2013-11-02 00:45:00+00:00,100,4.375,,13.58,2.1,,2.1,,,4.93,,,3.29,,252.5,,,,110.0,20.0,301.5,256.8,63.3,34.2,55.6,3.3,3.1,3.92
2013-11-02 01:00:00+00:00,100,4.225,,13.75,1.73,,1.73,,,4.78,,,3.24,,245.0,,,,110.0,20.0,283.8,246.7,52.7,28.1,48.1,2.6,3.26,3.13
2013-11-02 01:15:00+00:00,100,4.15,,14.08,1.73,,1.73,,,4.7,,,3.17,,241.0,,,,110.0,20.0,270.0,239.5,43.5,23.1,40.4,2.1,3.39,2.84
2013-11-02 01:30:00+00:00,100,4.15,,14.12,2.42,,2.42,,,4.7,,,3.08,,242.5,,,,110.0,20.0,269.3,239.4,42.5,23.1,37.6,2.0,3.4,3.78
2013-11-02 01:45:00+00:00,100,4.075,,13.55,1.73,,1.73,,,4.63,,,2.98,,222.5,,,,110.0,20.0,268.6,227.7,57.8,30.9,51.8,2.6,3.33,3.47
2013-11-02 02:00:00+00:00,100,3.575,,12.3,1.83,,1.83,,,4.13,,,2.88,,236.0,,,,110.0,20.0,267.3,230.2,52.3,29.2,43.0,1.9,3.44,6.0
2013-11-02 02:15:00+00:00,100,3.925,,13.04,2.55,,2.55,,,4.47,,,2.78,,257.5,,,,110.0,20.0,279.0,249.7,41.7,22.6,37.6,1.8,3.32,3.42
2013-11-02 02:30:00+00:00,100,3.95,,13.13,1.73,,1.73,,,4.5,,,2.7,,237.5,,,,110.0,20.0,273.0,237.3,50.6,27.1,45.6,2.2,3.32,3.34
2013-11-02 02:45:00+00:00,100,3.65,,13.02,2.55,,2.55,,,4.2,,,2.65,,255.0,,,,110.0,20.0,258.6,239.6,27.2,14.4,26.9,1.0,3.57,2.2
2013-11-02 03:00:00+00:00,100,4.15,,13.66,1.98,,1.98,,,4.7,,,2.64,,240.0,,,,110.0,20.0,277.4,240.3,52.5,28.3,46.6,2.5,3.29,3.69
2013-11-02 03:15:00+00:00,100,4.5,,14.03,1.73,,1.73,,,5.05,,,2.66,,233.5,,,,110.0,20.0,287.6,241.6,65.3,34.6,59.4,3.6,3.12,3.15
2013-11-02 03:30:00+00:00,100,3.875,,13.22,1.77,,1.77,,,4.45,0.03,,2.73,,225.0,,,,110.0,20.0,260.4,225.7,49.1,26.4,43.5,2.0,3.41,3.71
2013-11-02 03:45:00+00:00,100,3.875,,13.17,1.73,,1.73,,,4.43,,,2.84,,220.0,,,,110.0,20.0,259.8,222.8,52.4,28.0,47.2,2.2,3.4,3.36
2013-11-02 04:00:00+00:00,100,3.75,,12.68,1.85,,1.85,,,4.3,,,2.99,,222.5,,,,110.0,20.0,260.2,222.5,53.3,28.6,47.9,2.1,3.38,3.43
2013-11-02 04:15:00+00:00,100,3.425,,12.27,1.77,,1.77,,,3.97,,,3.17,,220.0,,,,110.0,20.0,241.8,213.3,40.4,21.7,37.3,1.4,3.58,3.03
2013-11-02 04:30:00+00:00,70,4.225,,13.21,1.73,,1.73,,,4.78,,,3.39,,216.0,,,,110.0,20.0,283.1,220.1,89.1,47.5,78.3,4.4,3.13,3.79
2013-11-02 04:45:00+00:00,100,4.925,,16.82,1.75,,1.75,,,5.47,,,3.63,,222.5,,,,110.0,20.0,251.1,211.5,55.9,30.3,55.5,4.0,3.41,2.31
2013-11-02 05:00:00+00:00,70,5.9,,19.71,2.42,,2.42,,,6.45,,,3.88,,220.0,,,,110.0,20.0,252.0,202.7,69.6,37.8,68.0,7.0,3.34,2.47
2013-11-02 05:15:00+00:00,70,6.85,,24.39,2.47,,2.47,,,7.4,,,4.15,,220.0,,,,110.0,20.0,234.7,199.9,48.8,27.0,52.0,6.9,3.56,1.91
2013-11-02 05:30:00+00:00,70,7.6,,25.63,2.65,,2.65,,,8.15,,,4.41,,212.5,,,,110.0,20.0,246.7,195.5,72.2,39.3,69.9,12.0,3.37,2.56
2013-11-02 05:45:00+00:00,100,8.15,,29.5,2.05,2.15,3.05,2.05,2.15,8.7,,0.03,4.66,2.05,220.0,,120.0,120.0,101.1,10.9,225.5,191.0,47.5,26.9,55.1,10.0,3.62,1.59
2013-11-02 06:00:00+00:00,70,8.85,,30.44,3.15,,3.15,,,9.4,,,4.9,,217.5,,,,110.0,20.0,241.4,196.8,62.4,34.3,65.3,14.5,3.44,2.01
2013-11-02 06:15:00+00:00,70,7.675,,29.75,3.3,,3.3,,,8.23,,,5.12,,215.0,,,,110.0,20.0,208.3,183.9,32.4,19.2,45.0,6.6,3.88,1.11
2013-11-02 06:30:00+00:00,70,9.35,,33.1,3.3,,3.3,,,9.9,,,5.32,,215.0,,,,110.0,20.0,232.1,193.8,53.0,29.5,58.8,14.1,3.54,1.74
2013-11-02 06:45:00+00:00,70,9.8,,33.49,3.35,,3.35,,,10.43,0.08,,5.5,,215.0,,,,110.0,20.0,242.3,196.8,63.1,34.8,67.3,18.1,3.42,1.92
2013-11-02 07:00:00+00:00,70,9.425,,33.45,2.65,2.85,3.9,2.65,2.81,9.98,,0.1,5.65,2.83,220.0,,117.5,112.5,100.8,10.6,225.3,183.8,56.5,32.5,64.6,15.9,3.55,1.71
2013-11-02 07:15:00+00:00,100,9.863,3.76,31.53,3.3,,3.3,,,10.43,0.03,,5.79,,207.5,213.5,,,110.0,20.0,266.2,205.1,83.5,46.2,85.2,23.7,3.2,2.28
2013-11-02 07:30:00+00:00,70,8.4,,31.14,3.63,,3.63,,,8.95,,,5.9,,207.5,,,,110.0,20.0,225.4,197.9,34.3,21.8,56.4,9.2,3.71,1.0
2013-11-02 07:45:00+00:00,70,8.45,,33.31,2.78,3.0,4.75,2.78,2.95,9.63,0.63,0.05,6.0,2.97,240.0,,117.5,112.5,102.4,12.1,201.8,172.6,32.1,21.2,58.9,9.0,3.94,1.0
2013-11-02 08:00:00+00:00,100,9.35,,34.35,4.15,,4.15,,,9.9,,,6.08,,217.5,,,,110.0,20.0,217.3,182.0,48.1,28.0,58.9,13.6,3.67,1.46
2013-11-02 08:15:00+00:00,50,10.375,,34.28,6.55,,6.55,,,10.93,,,6.16,,247.5,,,,110.0,20.0,245.2,186.9,78.5,42.6,88.2,24.6,3.3,1.63
2013-11-02 08:30:00+00:00,0,9.125,6.25,33.76,6.28,,6.28,,,9.75,0.08,,,,242.5,245.5,,,110.0,20.0,,,,,,,3.7,
2013-11-02 08:45:00+00:00,50,10.825,,34.81,6.05,,6.05,,,11.38,,,6.27,,250.0,,,,110.0,20.0,256.8,195.9,82.1,45.0,90.0,28.4,3.22,1.68
2013-11-02 09:00:00+00:00,50,9.6,,33.9,2.85,3.15,8.18,,,10.15,,,6.32,2.85,280.0,,,107.0,110.0,20.0,212.4,164.9,61.7,33.0,76.5,16.5,3.53,1.36
2013-11-02 09:15:00+00:00,50,11.8,,38.19,6.13,,6.13,,,12.38,0.03,,6.36,,257.5,,,,110.0,20.0,258.1,202.4,75.7,41.6,84.7,31.5,3.24,1.59
2013-11-02 09:30:00+00:00,70,9.325,,35.82,5.07,,5.07,,,9.98,0.1,,6.4,,245.0,,,,110.0,20.0,212.4,181.8,36.1,22.2,60.9,11.3,3.84,1.0
2013-11-02 09:45:00+00:00,0,13.375,4.45,39.4,4.47,,4.47,,,13.93,,,,,233.5,233.5,,,110.0,20.0,,,,,,,2.94,
2013-11-02 10:00:00+00:00,70,12.45,,42.35,2.45,3.08,5.8,,,13.0,,,6.47,2.45,252.5,,,97.0,110.0,20.0,245.0,201.4,59.9,33.5,73.5,28.7,3.4,1.33
2013-11-02 10:15:00+00:00,0,11.125,5.25,39.82,5.28,,5.28,,,11.68,,,,,237.5,237.5,,,110.0,20.0,,,,,,,3.58,
