Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2013-02-01 00:00:00+00:00,100,3.0,,9.13,1.83,,1.83,,,3.58,0.03,,3.25,,288.5,,,,110.0,20.0,316.3,,273.3,61.3,,33.0,57.2,1.5,3.04,2.87,
2013-02-01 00:15:00+00:00,100,2.95,,9.03,2.65,,2.65,,,3.53,0.03,,3.3,,352.5,,,,110.0,20.0,315.2,,277.3,54.2,,28.5,55.0,1.3,3.06,2.01,
2013-02-01 00:30:00+00:00,100,3.0,,9.1,1.73,,1.73,,,3.55,,,3.34,,288.5,,,,110.0,20.0,317.0,,273.4,62.2,,33.3,58.6,1.6,3.03,2.71,
2013-02-01 00:45:00+00:00,100,2.85,,9.12,2.6,,2.6,,,3.4,,,3.35,,343.5,,,,110.0,20.0,298.6,,267.6,44.2,,22.9,46.0,1.0,3.2,1.83,
2013-02-01 01:00:00+00:00,100,3.0,,9.01,1.7,,1.7,,,3.55,,,3.33,,291.0,,,,110.0,20.0,320.8,,275.2,65.0,,34.8,61.4,1.6,3.0,2.69,
2013-02-01 01:15:00+00:00,100,3.075,,9.07,1.63,,1.63,,,3.63,,,3.3,,293.5,,,,110.0,20.0,328.6,,279.4,70.1,,37.4,66.2,1.8,2.95,2.68,
2013-02-01 01:30:00+00:00,100,3.125,,9.21,1.73,,1.73,,,3.67,,,3.23,,297.5,,,,110.0,20.0,328.4,,279.7,69.4,,37.0,66.0,1.9,2.95,2.6,
2013-02-01 02:00:00+00:00,100,3.075,,9.0,2.92,,2.92,,,3.63,,,3.07,,402.5,,,,110.0,20.0,329.8,,284.7,64.5,,33.9,65.2,1.7,2.93,2.02,
2013-02-01 02:15:00+00:00,100,3.0,,8.91,1.63,,1.63,,,3.55,,,2.98,,302.5,,,,110.0,20.0,326.3,,280.2,65.9,,35.0,64.9,1.7,2.97,2.25,
2013-02-01 02:30:00+00:00,100,3.05,,8.76,1.8,,1.8,,,3.6,,,2.89,,305.5,,,,110.0,20.0,339.0,,284.4,77.9,,41.7,73.9,2.0,2.87,2.64,
2013-02-01 02:45:00+00:00,100,3.1,,9.06,1.73,,1.73,,,3.72,0.08,,2.82,,297.0,,,,110.0,20.0,329.0,,277.8,73.1,,39.0,69.4,2.0,2.92,2.62,
2013-02-01 03:00:00+00:00,100,3.0,,9.05,1.63,,1.63,,,3.55,,,2.76,,287.5,,,,110.0,20.0,316.6,,271.4,64.5,,34.4,62.0,1.6,3.02,2.49,
2013-02-01 03:15:00+00:00,100,2.975,,9.16,1.7,,1.7,,,3.58,0.05,,2.74,,292.5,,,,110.0,20.0,310.2,,268.8,59.1,,31.4,58.5,1.5,3.08,2.21,
2013-02-01 03:30:00+00:00,100,2.95,,8.91,2.13,,2.13,,,3.55,0.05,,2.75,,312.0,,,,110.0,20.0,315.6,,271.5,63.0,,33.4,62.6,1.5,3.02,2.17,
2013-02-01 03:45:00+00:00,100,2.9,,9.18,1.75,,1.75,,,3.5,0.05,,2.79,,272.5,,,,110.0,20.0,295.7,,255.6,57.2,,30.7,53.5,1.3,3.16,2.83,
2013-02-01 04:00:00+00:00,100,2.9,,9.41,1.73,,1.73,,,3.53,0.08,,2.87,,252.0,,,,110.0,20.0,282.6,,244.1,54.7,,29.7,48.1,1.3,3.24,3.88,
2013-02-01 04:15:00+00:00,100,2.925,,10.13,1.73,,1.73,,,3.55,0.08,,2.99,,233.5,,,,110.0,20.0,258.9,,228.3,43.6,,23.7,38.7,1.1,3.46,3.7,
2013-02-01 04:30:00+00:00,100,4.475,,14.19,2.58,,2.58,,,5.03,,,3.13,,254.5,,,,110.0,20.0,294.8,,254.7,57.2,,29.9,56.8,3.1,3.17,2.14,
2013-02-01 04:45:00+00:00,100,3.175,,11.5,1.73,,1.73,,,3.72,,,3.3,,207.5,,,,110.0,20.0,234.9,,203.0,45.1,,24.3,40.0,1.3,3.62,3.68,
2013-02-01 05:00:00+00:00,70,3.225,,12.26,1.7,,1.7,,,3.78,,,3.49,,206.0,,,,110.0,20.0,221.5,,198.0,33.1,,17.9,31.9,1.0,3.8,2.57,
2013-02-01 05:15:00+00:00,100,4.225,,15.38,1.7,,1.7,,,4.78,,,3.69,,198.5,,,,110.0,20.0,228.9,,193.0,51.0,,27.4,44.8,2.6,3.64,3.85,
2013-02-01 05:30:00+00:00,100,4.825,,18.4,1.75,,1.75,,,5.4,0.03,,3.89,,195.0,,,,110.0,20.0,212.5,,183.8,40.6,,22.1,37.8,2.8,3.81,2.99,
2013-02-01 05:45:00+00:00,100,5.6,,22.0,1.52,1.58,1.83,1.52,1.58,6.15,,,4.1,1.52,201.0,,165.0,165.0,110.0,20.0,206.7,,183.9,31.5,,17.2,31.1,3.1,3.93,2.35,
2013-02-01 06:00:00+00:00,100,5.8,,23.47,1.6,1.95,2.45,1.6,1.96,6.38,0.03,0.05,4.29,1.6,192.5,,130.0,130.0,111.4,21.1,193.3,,171.4,30.2,,17.0,31.8,3.4,4.05,2.04,
2013-02-01 06:15:00+00:00,100,5.825,,22.62,1.55,1.88,2.42,1.55,1.88,6.4,0.03,0.08,4.47,1.55,198.5,,107.5,107.5,103.7,13.6,201.3,,172.1,40.1,,22.7,43.5,4.4,3.88,1.91,
2013-02-01 06:30:00+00:00,100,5.5,,22.21,1.75,1.92,2.65,1.75,1.93,6.07,0.03,0.05,4.64,1.75,197.0,,117.5,117.5,103.1,13.0,190.1,,165.7,31.5,,18.9,43.1,3.3,4.04,1.22,
2013-02-01 06:45:00+00:00,70,6.325,,24.6,1.8,2.05,3.13,1.8,2.06,6.88,,0.05,4.79,1.8,211.0,,105.0,105.0,99.7,9.5,200.5,,170.8,38.9,,23.2,53.6,5.3,3.89,1.18,
2013-02-01 07:00:00+00:00,100,6.262,3.29,23.24,1.73,2.3,2.67,1.73,2.31,6.8,,0.08,4.93,1.73,191.0,205.0,102.5,102.5,104.0,13.8,208.5,154.5,170.6,49.7,18.1,29.2,56.0,6.2,3.72,1.93,0.5
2013-02-01 07:15:00+00:00,70,6.55,,26.08,3.42,,3.42,,,7.1,,,5.06,,218.5,,,,110.0,20.0,197.5,,172.5,30.1,,19.1,49.5,4.9,3.98,1.0,
2013-02-01 07:30:00+00:00,70,6.275,,24.02,3.53,,3.53,,,6.85,0.03,,5.18,,215.0,,,,110.0,20.0,200.9,,166.8,43.2,,26.1,59.7,5.8,3.83,1.25,
2013-02-01 07:45:00+00:00,70,6.475,,24.01,2.42,2.78,3.5,,,7.03,,,5.28,2.42,225.0,,,99.0,110.0,20.0,209.9,,172.4,47.2,,28.8,65.8,6.8,3.71,1.25,
2013-02-01 08:00:00+00:00,70,6.45,,22.71,2.47,2.72,3.7,,,7.0,,,5.38,2.47,215.0,,,102.0,110.0,20.0,220.1,,166.8,70.9,,40.6,77.1,9.1,3.52,2.04,
2013-02-01 08:15:00+00:00,70,6.725,,24.25,2.65,2.95,4.57,,,7.32,0.05,,5.48,2.65,241.0,,,96.0,110.0,20.0,211.7,,164.5,56.8,,33.1,81.7,8.3,3.61,1.16,
