Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2013-10-01 00:00:00+00:00,100,4.45,,13.55,2.7,,2.7,,,5.0,,,3.38,,286.0,,,,110.0,20.0,313.5,,275.1,55.0,,29.3,51.7,3.0,3.04,2.7,
2013-10-01 00:15:00+00:00,100,4.15,,13.07,2.83,,2.83,,,4.7,,,3.41,,291.0,,,,110.0,20.0,304.5,,270.8,48.4,,25.6,47.1,2.3,3.15,2.31,
2013-10-01 00:30:00+00:00,100,4.425,,13.33,2.5,,2.5,,,4.97,,,3.42,,281.0,,,,110.0,20.0,321.9,,275.7,65.7,,35.5,58.9,3.6,3.01,3.51,
2013-10-01 00:45:00+00:00,100,4.4,,13.35,3.6,,3.6,,,4.95,,,3.39,,327.5,,,,110.0,20.0,320.4,,281.4,56.1,,29.4,55.5,3.0,3.03,2.14,
2013-10-01 01:00:00+00:00,0,6.85,,18.34,3.67,,3.67,,,7.4,,,3.33,,324.5,,,,110.0,20.0,374.8,,317.4,83.1,,43.1,81.8,10.6,2.68,2.12,
2013-10-01 01:15:00+00:00,100,4.275,,13.66,3.0,,3.0,,,4.82,,,3.25,,286.0,,,,110.0,20.0,298.4,,265.4,47.4,,25.1,45.7,2.4,3.2,2.39,
2013-10-01 01:30:00+00:00,100,4.25,,13.72,2.75,,2.75,,,4.8,,,3.15,,275.0,,,,110.0,20.0,292.6,,261.3,44.9,,23.8,43.0,2.3,3.23,2.46,
2013-10-01 01:45:00+00:00,100,4.425,,13.84,2.75,,2.75,,,5.0,0.03,,3.06,,270.0,,,,110.0,20.0,304.1,,265.4,55.2,,29.8,50.1,3.0,3.13,3.26,
2013-10-01 02:00:00+00:00,100,4.85,,13.85,2.63,,2.63,,,5.4,,,2.96,,263.5,,,,110.0,20.0,332.5,,274.4,82.1,,44.5,71.4,5.3,2.86,4.19,
2013-10-01 02:15:00+00:00,100,3.875,,13.01,2.63,,2.63,,,4.43,,,2.89,,266.0,,,,110.0,20.0,277.4,,250.4,38.8,,20.6,37.5,1.6,3.36,2.38,
2013-10-01 02:30:00+00:00,100,4.0,,13.3,2.78,,2.78,,,4.55,,,2.85,,270.0,,,,110.0,20.0,279.7,,251.5,40.4,,21.4,39.3,1.8,3.33,2.31,
2013-10-01 02:45:00+00:00,100,4.225,,13.73,2.78,,2.78,,,4.78,,,2.85,,267.5,,,,110.0,20.0,286.9,,254.4,46.5,,24.7,44.3,2.3,3.25,2.54,
2013-10-01 03:00:00+00:00,100,4.15,,13.27,2.6,,2.6,,,4.7,,,2.89,,262.5,,,,110.0,20.0,291.3,,254.5,52.5,,28.3,47.8,2.5,3.2,3.19,
2013-10-01 03:15:00+00:00,100,3.85,,13.04,2.6,,2.6,,,4.4,,,2.97,,262.5,,,,110.0,20.0,270.6,,242.8,39.8,,21.0,39.4,1.6,3.39,2.18,
